t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,tau_u_plan,tau_r_plan,T1_plan,T2_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_applied,tau_r_applied,T1_applied,T2_applied
3.933333,0.695192,-0.020840,-0.044795,0.309610,0.000398,-0.000103,13.341630,0.021179,3.353665,3.317150,1.014799,-0.046690,-0.074343,0.455609,0.002109,-0.004362,13.341630,0.021179,3.353665,3.317150
3.966667,0.705550,-0.021291,-0.044796,0.312485,0.000379,0.000007,13.452914,0.021820,3.382039,3.344418,1.030013,-0.047754,-0.074485,0.459425,0.002072,-0.004158,13.452914,0.021820,3.382039,3.344418
4.000000,0.716004,-0.021747,-0.044794,0.315367,0.000359,0.000115,13.564331,0.022457,3.410442,3.371724,1.045354,-0.048831,-0.074620,0.463242,0.002034,-0.003956,13.564331,0.022457,3.410442,3.371724
4.033333,0.726555,-0.022208,-0.044789,0.318257,0.000339,0.000221,13.675873,0.023088,3.438872,3.399064,1.060821,-0.049921,-0.074748,0.467059,0.001996,-0.003755,13.675873,0.023088,3.438872,3.399064
4.066667,0.737201,-0.022675,-0.044780,0.321154,0.000320,0.000326,13.787532,0.023715,3.467327,3.426439,1.076415,-0.051024,-0.074870,0.470878,0.001957,-0.003556,13.787532,0.023715,3.467327,3.426439
4.100000,0.747944,-0.023146,-0.044767,0.324059,0.000300,0.000430,13.899301,0.024338,3.495806,3.453844,1.092135,-0.052139,-0.074985,0.474696,0.001917,-0.003359,13.899301,0.024338,3.495806,3.453844
4.133333,0.758784,-0.023621,-0.044751,0.326971,0.000279,0.000533,14.011171,0.024957,3.524307,3.481278,1.107982,-0.053267,-0.075094,0.478514,0.001877,-0.003164,14.011171,0.024957,3.524307,3.481278
4.166667,0.769722,-0.024102,-0.044731,0.329889,0.000259,0.000635,14.123135,0.025571,3.552828,3.508740,1.123956,-0.054408,-0.075196,0.482332,0.001836,-0.002970,14.123135,0.025571,3.552828,3.508740
4.200000,0.780756,-0.024588,-0.044708,0.332814,0.000239,0.000735,14.235186,0.026181,3.581366,3.536226,1.140057,-0.055561,-0.075292,0.486149,0.001795,-0.002777,14.235186,0.026181,3.581366,3.536226
4.233333,0.791888,-0.025078,-0.044682,0.335745,0.000218,0.000834,14.347315,0.026788,3.609922,3.563736,1.156284,-0.056727,-0.075381,0.489964,0.001753,-0.002587,14.347315,0.026788,3.609922,3.563736
4.266667,0.803117,-0.025573,-0.044653,0.338682,0.000198,0.000932,14.459514,0.027391,3.638491,3.591266,1.172638,-0.057905,-0.075464,0.493778,0.001710,-0.002397,14.459514,0.027391,3.638491,3.591266
4.300000,0.814445,-0.026073,-0.044620,0.341625,0.000177,0.001029,14.571778,0.027990,3.667074,3.618815,1.189118,-0.059095,-0.075541,0.497589,0.001667,-0.002210,14.571778,0.027990,3.667074,3.618815
4.333333,0.825870,-0.026577,-0.044584,0.344574,0.000156,0.001125,14.684096,0.028586,3.695667,3.646381,1.205725,-0.060297,-0.075612,0.501399,0.001624,-0.002023,14.684096,0.028586,3.695667,3.646381
4.366667,0.837394,-0.027086,-0.044545,0.347528,0.000135,0.001219,14.796464,0.029178,3.724269,3.673962,1.222458,-0.061512,-0.075676,0.505206,0.001580,-0.001838,14.796464,0.029178,3.724269,3.673962
4.400000,0.849016,-0.027600,-0.044503,0.350487,0.000114,0.001313,14.908871,0.029767,3.752879,3.701557,1.239318,-0.062739,-0.075734,0.509009,0.001535,-0.001655,14.908871,0.029767,3.752879,3.701557
4.433333,0.860737,-0.028118,-0.044458,0.353451,0.000093,0.001406,15.021313,0.030353,3.781495,3.729162,1.256303,-0.063977,-0.075786,0.512809,0.001490,-0.001473,15.021313,0.030353,3.781495,3.729162
4.466667,0.872557,-0.028641,-0.044409,0.356420,0.000071,0.001498,15.133780,0.030936,3.810114,3.756776,1.273415,-0.065228,-0.075833,0.516606,0.001444,-0.001292,15.133780,0.030936,3.810114,3.756776
4.500000,0.884475,-0.029168,-0.044358,0.359393,0.000050,0.001588,15.246266,0.031517,3.838736,3.784397,1.290653,-0.066491,-0.075873,0.520398,0.001398,-0.001112,15.246266,0.031517,3.838736,3.784397
4.533333,0.896493,-0.029700,-0.044303,0.362371,0.000028,0.001678,15.358763,0.032094,3.867358,3.812023,1.308016,-0.067765,-0.075907,0.524186,0.001351,-0.000934,15.358763,0.032094,3.867358,3.812023
4.566667,0.908610,-0.030236,-0.044246,0.365352,0.000006,0.001767,15.471264,0.032669,3.895979,3.839653,1.325506,-0.069051,-0.075935,0.527970,0.001303,-0.000757,15.471264,0.032669,3.895979,3.839653
4.600000,0.920826,-0.030777,-0.044186,0.368338,-0.000016,0.001855,15.583762,0.033241,3.924597,3.867284,1.343120,-0.070349,-0.075957,0.531748,0.001256,-0.000582,15.583762,0.033241,3.924597,3.867284
4.633333,0.933141,-0.031322,-0.044122,0.371327,-0.000038,0.001942,15.696249,0.033811,3.953210,3.894915,1.360860,-0.071658,-0.075974,0.535521,0.001207,-0.000407,15.696249,0.033811,3.953210,3.894915
4.666667,0.945557,-0.031871,-0.044056,0.374319,-0.000060,0.002029,15.808718,0.034379,3.981816,3.922543,1.378725,-0.072978,-0.075984,0.539289,0.001158,-0.000234,15.808718,0.034379,3.981816,3.922543
4.700000,0.958072,-0.032425,-0.043987,0.377315,-0.000082,0.002114,15.921163,0.034944,4.010415,3.950167,1.396716,-0.074310,-0.075989,0.543051,0.001109,-0.000061,15.921163,0.034944,4.010415,3.950167
4.733333,0.970687,-0.032983,-0.043915,0.380314,-0.000105,0.002199,16.033576,0.035507,4.039004,3.977784,1.414831,-0.075653,-0.075988,0.546806,0.001059,0.000110,16.033576,0.035507,4.039004,3.977784
4.766667,0.983401,-0.033545,-0.043840,0.383315,-0.000127,0.002283,16.145950,0.036068,4.067581,4.005394,1.433070,-0.077007,-0.075982,0.550555,0.001008,0.000280,16.145950,0.036068,4.067581,4.005394
4.800000,0.996216,-0.034111,-0.043763,0.386320,-0.000150,0.002367,16.258278,0.036628,4.096145,4.032994,1.451434,-0.078372,-0.075970,0.554297,0.000957,0.000449,16.258278,0.036628,4.096145,4.032994
4.833333,1.009131,-0.034682,-0.043683,0.389326,-0.000173,0.002449,16.370553,0.037185,4.124694,4.060582,1.469922,-0.079748,-0.075952,0.558032,0.000906,0.000617,16.370553,0.037185,4.124694,4.060582
4.866667,1.022146,-0.035256,-0.043600,0.392335,-0.000196,0.002531,16.482769,0.037741,4.153227,4.088157,1.488534,-0.081135,-0.075929,0.561760,0.000854,0.000784,16.482769,0.037741,4.153227,4.088157
4.900000,1.035261,-0.035835,-0.043514,0.395345,-0.000219,0.002612,16.594917,0.038295,4.181742,4.115717,1.507270,-0.082532,-0.075900,0.565480,0.000801,0.000950,16.594917,0.038295,4.181742,4.115717
4.933333,1.048477,-0.036417,-0.043425,0.398358,-0.000242,0.002693,16.706992,0.038847,4.210237,4.143259,1.526129,-0.083940,-0.075865,0.569193,0.000748,0.001115,16.706992,0.038847,4.210237,4.143259
4.966667,1.061793,-0.037004,-0.043334,0.401371,-0.000265,0.002773,16.818987,0.039398,4.238710,4.170783,1.545112,-0.085358,-0.075825,0.572897,0.000695,0.001280,16.818987,0.039398,4.238710,4.170783
5.000000,1.075209,-0.037594,-0.043241,0.404387,-0.000289,0.002852,16.930894,0.039947,4.267161,4.198286,1.564217,-0.086787,-0.075780,0.576593,0.000641,0.001443,16.930894,0.039947,4.267161,4.198286
5.033333,1.088726,-0.038188,-0.043144,0.407403,-0.000313,0.002931,17.042707,0.040495,4.295587,4.225767,1.583445,-0.088226,-0.075729,0.580280,0.000586,0.001605,17.042707,0.040495,4.295587,4.225767
5.066667,1.102343,-0.038786,-0.043045,0.410420,-0.000336,0.003009,17.154420,0.041042,4.323986,4.253224,1.602795,-0.089675,-0.075673,0.583958,0.000531,0.001767,17.154420,0.041042,4.323986,4.253224
5.100000,1.116061,-0.039388,-0.042944,0.413438,-0.000360,0.003087,17.266025,0.041588,4.352358,4.280654,1.622267,-0.091134,-0.075611,0.587628,0.000476,0.001928,17.266025,0.041588,4.352358,4.280654
5.133333,1.129879,-0.039993,-0.042839,0.416457,-0.000384,0.003164,17.377516,0.042133,4.380700,4.308058,1.641861,-0.092602,-0.075544,0.591288,0.000420,0.002088,17.377516,0.042133,4.380700,4.308058
5.166667,1.143798,-0.040603,-0.042733,0.419476,-0.000409,0.003240,17.488886,0.042676,4.409012,4.335432,1.661577,-0.094081,-0.075472,0.594938,0.000364,0.002247,17.488886,0.042676,4.409012,4.335432
5.200000,1.157817,-0.041215,-0.042623,0.422495,-0.000433,0.003316,17.600130,0.043219,4.437290,4.362774,1.681413,-0.095569,-0.075394,0.598579,0.000307,0.002406,17.600130,0.043219,4.437290,4.362774
5.233333,1.171937,-0.041832,-0.042512,0.425514,-0.000458,0.003392,17.711240,0.043761,4.465535,4.390085,1.701371,-0.097066,-0.075312,0.602209,0.000249,0.002563,17.711240,0.043761,4.465535,4.390085
5.266667,1.186158,-0.042451,-0.042397,0.428533,-0.000482,0.003467,17.822209,0.044302,4.493744,4.417361,1.721449,-0.098573,-0.075224,0.605829,0.000191,0.002721,17.822209,0.044302,4.493744,4.417361
5.300000,1.200479,-0.043075,-0.042280,0.431551,-0.000507,0.003541,17.933032,0.044843,4.521916,4.444600,1.741647,-0.100089,-0.075130,0.609439,0.000133,0.002877,17.933032,0.044843,4.521916,4.444600
5.333333,1.214901,-0.043701,-0.042161,0.434569,-0.000532,0.003616,18.043702,0.045383,4.550048,4.471802,1.761965,-0.101614,-0.075032,0.613038,0.000074,0.003033,18.043702,0.045383,4.550048,4.471802
5.366667,1.229423,-0.044331,-0.042039,0.437586,-0.000557,0.003689,18.154212,0.045922,4.578141,4.498965,1.782402,-0.103148,-0.074928,0.616627,0.000015,0.003188,18.154212,0.045922,4.578141,4.498965
5.400000,1.244046,-0.044964,-0.041915,0.440602,-0.000582,0.003763,18.264557,0.046461,4.606192,4.526087,1.802958,-0.104690,-0.074819,0.620204,-0.000045,0.003343,18.264557,0.046461,4.606192,4.526087
5.433333,1.258769,-0.045601,-0.041789,0.443616,-0.000608,0.003835,18.374730,0.046999,4.634199,4.553166,1.823634,-0.106241,-0.074705,0.623770,-0.000105,0.003497,18.374730,0.046999,4.634199,4.553166
5.466667,1.273593,-0.046240,-0.041660,0.446630,-0.000633,0.003908,18.484724,0.047538,4.662162,4.580200,1.844427,-0.107801,-0.074586,0.627325,-0.000166,0.003650,18.484724,0.047538,4.662162,4.580200
5.500000,1.288517,-0.046883,-0.041528,0.449641,-0.000659,0.003980,18.594534,0.048075,4.690078,4.607189,1.865339,-0.109369,-0.074462,0.630868,-0.000227,0.003803,18.594534,0.048075,4.690078,4.607189
5.533333,1.303541,-0.047529,-0.041394,0.452651,-0.000685,0.004052,18.704154,0.048613,4.717946,4.634131,1.886368,-0.110945,-0.074333,0.634399,-0.000289,0.003955,18.704154,0.048613,4.717946,4.634131
5.566667,1.318666,-0.048177,-0.041258,0.455659,-0.000711,0.004123,18.813576,0.049151,4.745765,4.661023,1.907514,-0.112529,-0.074198,0.637918,-0.000351,0.004107,18.813576,0.049151,4.745765,4.661023
5.600000,1.333891,-0.048829,-0.041119,0.458665,-0.000737,0.004195,18.922796,0.049688,4.773534,4.687864,1.928778,-0.114121,-0.074059,0.641425,-0.000414,0.004259,18.922796,0.049688,4.773534,4.687864
5.633333,1.349216,-0.049483,-0.040978,0.461669,-0.000763,0.004265,19.031807,0.050226,4.801250,4.714654,1.950157,-0.115720,-0.073914,0.644919,-0.000477,0.004410,19.031807,0.050226,4.801250,4.714654
5.666667,1.364641,-0.050141,-0.040835,0.464670,-0.000790,0.004336,19.140602,0.050763,4.828912,4.741389,1.971653,-0.117327,-0.073765,0.648402,-0.000541,0.004561,19.140602,0.050763,4.828912,4.741389
5.700000,1.380166,-0.050801,-0.040689,0.467668,-0.000816,0.004406,19.249177,0.051301,4.856519,4.768069,1.993265,-0.118942,-0.073610,0.651871,-0.000605,0.004711,19.249177,0.051301,4.856519,4.768069
5.733333,1.395791,-0.051463,-0.040541,0.470663,-0.000843,0.004476,19.357525,0.051839,4.884070,4.794693,2.014991,-0.120564,-0.073451,0.655328,-0.000669,0.004861,19.357525,0.051839,4.884070,4.794693
5.766667,1.411515,-0.052128,-0.040391,0.473656,-0.000870,0.004546,19.465640,0.052377,4.911563,4.821257,2.036833,-0.122193,-0.073286,0.658772,-0.000735,0.005010,19.465640,0.052377,4.911563,4.821257
5.800000,1.427340,-0.052796,-0.040238,0.476645,-0.000897,0.004615,19.573516,0.052916,4.938996,4.847762,2.058788,-0.123828,-0.073117,0.662202,-0.000800,0.005160,19.573516,0.052916,4.938996,4.847762
5.833333,1.443263,-0.053466,-0.040083,0.479631,-0.000925,0.004684,19.681148,0.053454,4.966368,4.874206,2.080858,-0.125471,-0.072942,0.665619,-0.000866,0.005308,19.681148,0.053454,4.966368,4.874206
5.866667,1.459287,-0.054139,-0.039926,0.482613,-0.000952,0.004753,19.788529,0.053994,4.993679,4.900586,2.103041,-0.127120,-0.072763,0.669023,-0.000933,0.005457,19.788529,0.053994,4.993679,4.900586
5.900000,1.475409,-0.054814,-0.039766,0.485591,-0.000980,0.004822,19.895655,0.054534,5.020925,4.926902,2.125338,-0.128775,-0.072578,0.672414,-0.001000,0.005605,19.895655,0.054534,5.020925,4.926902
5.933333,1.491631,-0.055491,-0.039604,0.488566,-0.001007,0.004891,20.002518,0.055074,5.048107,4.953152,2.147747,-0.130437,-0.072389,0.675790,-0.001067,0.005754,20.002518,0.055074,5.048107,4.953152
5.966667,1.507952,-0.056171,-0.039440,0.491536,-0.001035,0.004959,20.109114,0.055615,5.075223,4.979334,2.170268,-0.132105,-0.072195,0.679153,-0.001135,0.005901,20.109114,0.055615,5.075223,4.979334
6.000000,1.524372,-0.056852,-0.039274,0.494502,-0.001064,0.005027,20.215437,0.056157,5.102270,5.005448,2.192901,-0.133778,-0.071996,0.682502,-0.001203,0.006049,20.215437,0.056157,5.102270,5.005448
6.033333,1.540891,-0.057536,-0.039105,0.497464,-0.001092,0.005095,20.321481,0.056699,5.129249,5.031491,2.215645,-0.135458,-0.071791,0.685837,-0.001272,0.006197,20.321481,0.056699,5.129249,5.031491
6.066667,1.557508,-0.058222,-0.038934,0.500421,-0.001120,0.005163,20.427241,0.057243,5.156158,5.057463,2.238500,-0.137143,-0.071582,0.689158,-0.001342,0.006344,20.427241,0.057243,5.156158,5.057463
6.100000,1.574224,-0.058909,-0.038761,0.503374,-0.001149,0.005231,20.532711,0.057787,5.182994,5.083361,2.261465,-0.138833,-0.071369,0.692464,-0.001412,0.006491,20.532711,0.057787,5.182994,5.083361
6.133333,1.591038,-0.059599,-0.038585,0.506321,-0.001178,0.005298,20.637886,0.058332,5.209758,5.109185,2.284540,-0.140528,-0.071150,0.695756,-0.001482,0.006638,20.637886,0.058332,5.209758,5.109185
6.166667,1.607950,-0.060290,-0.038408,0.509263,-0.001207,0.005366,20.742760,0.058878,5.236447,5.134933,2.307725,-0.142229,-0.070926,0.699034,-0.001553,0.006785,20.742760,0.058878,5.236447,5.134933
6.200000,1.624961,-0.060983,-0.038228,0.512200,-0.001236,0.005433,20.847328,0.059425,5.263061,5.160603,2.331019,-0.143934,-0.070697,0.702297,-0.001624,0.006932,20.847328,0.059425,5.263061,5.160603
6.233333,1.642069,-0.061677,-0.038045,0.515132,-0.001265,0.005500,20.951584,0.059973,5.289597,5.186195,2.354421,-0.145644,-0.070464,0.705545,-0.001696,0.007079,20.951584,0.059973,5.289597,5.186195
6.266667,1.659275,-0.062373,-0.037861,0.518058,-0.001295,0.005568,21.055523,0.060523,5.316056,5.211706,2.377931,-0.147358,-0.070225,0.708778,-0.001768,0.007226,21.055523,0.060523,5.316056,5.211706
6.300000,1.676578,-0.063071,-0.037674,0.520978,-0.001324,0.005635,21.159141,0.061073,5.342435,5.237136,2.401549,-0.149077,-0.069982,0.711997,-0.001841,0.007373,21.159141,0.061073,5.342435,5.237136
6.333333,1.693979,-0.063769,-0.037485,0.523892,-0.001354,0.005702,21.262430,0.061625,5.368733,5.262482,2.425273,-0.150800,-0.069734,0.715200,-0.001915,0.007520,21.262430,0.061625,5.368733,5.262482
6.366667,1.711476,-0.064470,-0.037294,0.526800,-0.001384,0.005769,21.365387,0.062178,5.394949,5.287745,2.449104,-0.152527,-0.069481,0.718388,-0.001988,0.007666,21.365387,0.062178,5.394949,5.287745
6.400000,1.729071,-0.065171,-0.037101,0.529702,-0.001414,0.005835,21.468007,0.062733,5.421082,5.312922,2.473041,-0.154257,-0.069223,0.721561,-0.002063,0.007813,21.468007,0.062733,5.421082,5.312922
6.433333,1.746762,-0.065874,-0.036905,0.532597,-0.001445,0.005902,21.570283,0.063289,5.447130,5.338012,2.497084,-0.155991,-0.068960,0.724719,-0.002138,0.007960,21.570283,0.063289,5.447130,5.338012
6.466667,1.764549,-0.066577,-0.036707,0.535486,-0.001475,0.005969,21.672211,0.063846,5.473092,5.363013,2.521232,-0.157728,-0.068692,0.727861,-0.002213,0.008107,21.672211,0.063846,5.473092,5.363013
6.500000,1.782433,-0.067282,-0.036507,0.538368,-0.001506,0.006036,21.773786,0.064405,5.498968,5.387925,2.545484,-0.159469,-0.068419,0.730988,-0.002289,0.008254,21.773786,0.064405,5.498968,5.387925
6.533333,1.800413,-0.067988,-0.036305,0.541243,-0.001537,0.006102,21.875003,0.064965,5.524755,5.412746,2.569840,-0.161212,-0.068142,0.734099,-0.002365,0.008401,21.875003,0.064965,5.524755,5.412746
6.566667,1.818488,-0.068694,-0.036100,0.544111,-0.001568,0.006169,21.975856,0.065528,5.550453,5.437475,2.594300,-0.162958,-0.067859,0.737194,-0.002442,0.008549,21.975856,0.065528,5.550453,5.437475
6.600000,1.836660,-0.069401,-0.035894,0.546972,-0.001600,0.006236,22.076342,0.066091,5.576061,5.462110,2.618863,-0.164707,-0.067572,0.740274,-0.002519,0.008696,22.076342,0.066091,5.576061,5.462110
6.633333,1.854926,-0.070109,-0.035685,0.549826,-0.001631,0.006302,22.176454,0.066657,5.601576,5.486651,2.643528,-0.166458,-0.067279,0.743338,-0.002597,0.008843,22.176454,0.066657,5.601576,5.486651
6.666667,1.873287,-0.070818,-0.035473,0.552672,-0.001663,0.006369,22.276188,0.067224,5.626999,5.511095,2.668296,-0.168211,-0.066982,0.746387,-0.002676,0.008991,22.276188,0.067224,5.626999,5.511095
6.700000,1.891744,-0.071527,-0.035260,0.555511,-0.001695,0.006436,22.375540,0.067793,5.652328,5.535442,2.693165,-0.169967,-0.066680,0.749419,-0.002755,0.009139,22.375540,0.067793,5.652328,5.535442
6.733333,1.910294,-0.072236,-0.035044,0.558341,-0.001727,0.006503,22.474504,0.068364,5.677561,5.559691,2.718134,-0.171724,-0.066373,0.752435,-0.002834,0.009287,22.474504,0.068364,5.677561,5.559691
6.766667,1.928939,-0.072946,-0.034827,0.561164,-0.001759,0.006569,22.573076,0.068937,5.702698,5.583840,2.743204,-0.173482,-0.066061,0.755436,-0.002914,0.009436,22.573076,0.068937,5.702698,5.583840
6.800000,1.947678,-0.073656,-0.034606,0.563979,-0.001792,0.006636,22.671250,0.069512,5.727737,5.607888,2.768374,-0.175242,-0.065744,0.758420,-0.002995,0.009584,22.671250,0.069512,5.727737,5.607888
6.833333,1.966511,-0.074366,-0.034384,0.566785,-0.001825,0.006703,22.769023,0.070089,5.752678,5.631834,2.793644,-0.177003,-0.065422,0.761388,-0.003076,0.009733,22.769023,0.070089,5.752678,5.631834
6.866667,1.985437,-0.075077,-0.034160,0.569583,-0.001858,0.006770,22.866390,0.070669,5.777519,5.655676,2.819012,-0.178765,-0.065095,0.764340,-0.003158,0.009882,22.866390,0.070669,5.777519,5.655676
6.900000,2.004457,-0.075787,-0.033933,0.572373,-0.001891,0.006837,22.963345,0.071250,5.802259,5.679414,2.844479,-0.180528,-0.064763,0.767275,-0.003240,0.010032,22.963345,0.071250,5.802259,5.679414
6.933333,2.023569,-0.076497,-0.033704,0.575153,-0.001924,0.006904,23.059885,0.071833,5.826897,5.703046,2.870043,-0.182291,-0.064426,0.770194,-0.003323,0.010181,23.059885,0.071833,5.826897,5.703046
6.966667,2.042774,-0.077207,-0.033473,0.577925,-0.001958,0.006971,23.156005,0.072419,5.851432,5.726571,2.895705,-0.184054,-0.064084,0.773097,-0.003406,0.010331,23.156005,0.072419,5.851432,5.726571
7.000000,2.062072,-0.077917,-0.033239,0.580688,-0.001992,0.007038,23.251701,0.073007,5.875862,5.749988,2.921463,-0.185818,-0.063737,0.775983,-0.003490,0.010482,23.251701,0.073007,5.875862,5.749988
7.033333,2.081461,-0.078626,-0.033003,0.583442,-0.002025,0.007106,23.346967,0.073598,5.900188,5.773296,2.947317,-0.187582,-0.063385,0.778853,-0.003574,0.010633,23.346967,0.073598,5.900188,5.773296
7.066667,2.100942,-0.079335,-0.032765,0.586187,-0.002060,0.007173,23.441800,0.074190,5.924407,5.796493,2.973268,-0.189345,-0.063029,0.781706,-0.003659,0.010784,23.441800,0.074190,5.924407,5.796493
7.100000,2.120514,-0.080044,-0.032525,0.588922,-0.002094,0.007241,23.536194,0.074786,5.948519,5.819578,2.999313,-0.191108,-0.062667,0.784543,-0.003745,0.010935,23.536194,0.074786,5.948519,5.819578
7.133333,2.140178,-0.080752,-0.032283,0.591648,-0.002129,0.007309,23.630147,0.075383,5.972523,5.842551,3.025453,-0.192870,-0.062299,0.787363,-0.003831,0.011087,23.630147,0.075383,5.972523,5.842551
7.166667,2.159932,-0.081459,-0.032038,0.594364,-0.002163,0.007376,23.723654,0.075984,5.996417,5.865410,3.051686,-0.194630,-0.061927,0.790166,-0.003917,0.011240,23.723654,0.075984,5.996417,5.865410
7.200000,2.179777,-0.082165,-0.031791,0.597071,-0.002199,0.007444,23.816709,0.076587,6.020200,5.888154,3.078014,-0.196390,-0.061550,0.792953,-0.004005,0.011392,23.816709,0.076587,6.020200,5.888154
7.233333,2.199712,-0.082870,-0.031542,0.599767,-0.002234,0.007512,23.909310,0.077192,6.043872,5.910782,3.104434,-0.198149,-0.061168,0.795723,-0.004092,0.011546,23.909310,0.077192,6.043872,5.910782
7.266667,2.219737,-0.083575,-0.031290,0.602454,-0.002269,0.007581,24.001451,0.077801,6.067432,5.933293,3.130946,-0.199905,-0.060780,0.798476,-0.004181,0.011699,24.001451,0.077801,6.067432,5.933293
7.300000,2.239851,-0.084278,-0.031036,0.605130,-0.002305,0.007649,24.093129,0.078412,6.090879,5.955686,3.157551,-0.201660,-0.060388,0.801212,-0.004270,0.011853,24.093129,0.078412,6.090879,5.955686
7.333333,2.260055,-0.084980,-0.030780,0.607796,-0.002341,0.007718,24.184340,0.079025,6.114210,5.977960,3.184246,-0.203413,-0.059990,0.803932,-0.004359,0.012008,24.184340,0.079025,6.114210,5.977960
7.366667,2.280347,-0.085681,-0.030522,0.610451,-0.002377,0.007787,24.275079,0.079642,6.137427,6.000113,3.211033,-0.205164,-0.059587,0.806634,-0.004450,0.012163,24.275079,0.079642,6.137427,6.000113
7.400000,2.300728,-0.086381,-0.030261,0.613096,-0.002413,0.007855,24.365343,0.080262,6.160527,6.022145,3.237909,-0.206912,-0.059179,0.809320,-0.004540,0.012319,24.365343,0.080262,6.160527,6.022145
7.433333,2.321196,-0.087079,-0.029998,0.615731,-0.002450,0.007925,24.455127,0.080884,6.183510,6.044054,3.264875,-0.208657,-0.058766,0.811988,-0.004632,0.012475,24.455127,0.080884,6.183510,6.044054
7.466667,2.341753,-0.087775,-0.029733,0.618354,-0.002487,0.007994,24.544428,0.081510,6.206374,6.065840,3.291931,-0.210399,-0.058348,0.814640,-0.004724,0.012632,24.544428,0.081510,6.206374,6.065840
7.500000,2.362397,-0.088470,-0.029465,0.620967,-0.002524,0.008063,24.633242,0.082139,6.229120,6.087501,3.319074,-0.212138,-0.057924,0.817275,-0.004816,0.012789,24.633242,0.082139,6.229120,6.087501
7.533333,2.383128,-0.089163,-0.029195,0.623568,-0.002561,0.008133,24.721564,0.082770,6.251745,6.109037,3.346306,-0.213874,-0.057495,0.819892,-0.004910,0.012947,24.721564,0.082770,6.251745,6.109037
7.566667,2.403945,-0.089854,-0.028923,0.626158,-0.002599,0.008203,24.809391,0.083405,6.274249,6.130447,3.373625,-0.215606,-0.057061,0.822493,-0.005003,0.013106,24.809391,0.083405,6.274249,6.130447
