t,x_real,y_real,psi_real,u_real,v_real,r_real,vx,vy,wz,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,u_left,u_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
64.868000,10.383355,21.318143,0.310604,0.855240,0.076964,-0.138893,0.855240,-0.076964,0.138893,25.406685,17.618317,-0.103311,0.636105,0.027306,-0.071910,23.127736,-0.677479,23.127749,-0.677487,0.306529,0.346722,0.306529,0.346722,-15.023330,3.699826,15.472206,0.413915,0.219135,0.049658,-0.066983
64.900000,10.413480,21.311292,0.315608,0.854759,0.076953,-0.138986,0.854759,-0.076953,0.138986,25.427860,17.617013,-0.105714,0.635589,0.027427,-0.072256,23.108548,-0.680397,23.108556,-0.680397,0.306260,0.346648,0.306260,0.346648,-15.014380,3.694279,15.462189,0.421322,0.219170,0.049526,-0.066730
64.932000,10.413480,21.311292,0.315608,0.854759,0.076953,-0.138986,0.854759,-0.076953,0.138986,25.449014,17.615664,-0.108128,0.635073,0.027548,-0.072602,23.089364,-0.683309,23.089377,-0.683303,0.305991,0.346574,0.305991,0.346574,-15.035534,3.695628,15.483053,0.423736,0.219686,0.049405,-0.066384
64.968000,10.443555,21.304296,0.320616,0.854276,0.076943,-0.139098,0.854276,-0.076943,0.139098,25.470149,17.614270,-0.110554,0.634556,0.027669,-0.072948,23.070185,-0.686215,23.070159,-0.686222,0.305721,0.346500,0.305721,0.346500,-15.026594,3.690026,15.473036,0.431170,0.219720,0.049274,-0.066150
65.000000,10.473577,21.297155,0.325627,0.853792,0.076933,-0.139196,0.853792,-0.076933,0.139196,25.491263,17.612830,-0.112991,0.634037,0.027789,-0.073293,23.051012,-0.689114,23.051009,-0.689121,0.305452,0.346426,0.305452,0.346426,-15.017686,3.684325,15.463025,0.438618,0.219755,0.049144,-0.065903
65.032000,10.503547,21.289868,0.330641,0.853308,0.076924,-0.139286,0.853308,-0.076924,0.139286,25.512357,17.611345,-0.115440,0.633519,0.027910,-0.073639,23.031848,-0.692007,23.031874,-0.692016,0.305183,0.346352,0.305183,0.346352,-15.008810,3.678523,15.453023,0.446081,0.219789,0.049014,-0.065647
65.068000,10.533463,21.282437,0.335660,0.852823,0.076916,-0.139399,0.852823,-0.076916,0.139399,25.533431,17.609814,-0.117900,0.632999,0.028030,-0.073984,23.012695,-0.694892,23.012692,-0.694890,0.304914,0.346277,0.304914,0.346277,-14.999968,3.672623,15.443031,0.453560,0.219824,0.048886,-0.065415
65.100000,10.563325,21.274861,0.340682,0.852337,0.076908,-0.139507,0.852337,-0.076908,0.139507,25.554484,17.608237,-0.120372,0.632479,0.028150,-0.074330,22.993554,-0.697769,22.993525,-0.697760,0.304645,0.346202,0.304645,0.346202,-14.991159,3.666624,15.433049,0.461054,0.219858,0.048758,-0.065177
65.132000,10.593131,21.267141,0.345708,0.851851,0.076901,-0.139600,0.851851,-0.076901,0.139600,25.575516,17.606614,-0.122856,0.631958,0.028270,-0.074675,22.974428,-0.700638,22.974433,-0.700644,0.304376,0.346128,0.304376,0.346128,-14.982385,3.660527,15.423077,0.468564,0.219893,0.048631,-0.064925
65.168000,10.622882,21.259276,0.350738,0.851364,0.076895,-0.139708,0.851364,-0.076895,0.139708,25.596528,17.604944,-0.125351,0.631437,0.028390,-0.075019,22.955318,-0.703499,22.955295,-0.703507,0.304107,0.346053,0.304107,0.346053,-14.973646,3.654332,15.413118,0.476089,0.219927,0.048505,-0.064689
65.200000,10.652577,21.251268,0.355772,0.850876,0.076890,-0.139824,0.850876,-0.076890,0.139824,25.617519,17.603228,-0.127857,0.630915,0.028509,-0.075364,22.936226,-0.706352,22.936225,-0.706351,0.303839,0.345978,0.303839,0.345978,-14.964942,3.648040,15.403171,0.483629,0.219961,0.048381,-0.064460
65.232000,10.682214,21.243117,0.360809,0.850389,0.076885,-0.139924,0.850389,-0.076885,0.139924,25.638488,17.601466,-0.130375,0.630393,0.028629,-0.075708,22.917155,-0.709195,22.917170,-0.709191,0.303571,0.345903,0.303571,0.345903,-14.956274,3.641651,15.393237,0.491184,0.219996,0.048256,-0.064216
65.268000,10.711794,21.234823,0.365851,0.849900,0.076881,-0.140030,0.849900,-0.076881,0.140030,25.659436,17.599657,-0.132904,0.629871,0.028748,-0.076052,22.898106,-0.712029,22.898129,-0.712028,0.303303,0.345828,0.303303,0.345828,-14.947642,3.635166,15.383317,0.498755,0.220029,0.048133,-0.063978
65.300000,10.741315,21.226385,0.370896,0.849412,0.076878,-0.140147,0.849412,-0.076878,0.140147,25.680363,17.597801,-0.135445,0.629348,0.028867,-0.076395,22.879081,-0.714854,22.879102,-0.714860,0.303035,0.345753,0.303035,0.345753,-14.939048,3.628584,15.373412,0.506341,0.220064,0.048011,-0.063752
65.332000,10.770776,21.217805,0.375946,0.848924,0.076875,-0.140257,0.848924,-0.076875,0.140257,25.701268,17.595898,-0.137997,0.628825,0.028985,-0.076738,22.860083,-0.717668,22.860082,-0.717656,0.302768,0.345677,0.302768,0.345677,-14.930492,3.621907,15.363522,0.513943,0.220099,0.047890,-0.063519
65.368000,10.800177,21.209083,0.380999,0.848434,0.076874,-0.140364,0.848434,-0.076874,0.140364,25.722152,17.593948,-0.140561,0.628302,0.029104,-0.077081,22.841112,-0.720473,22.841138,-0.720466,0.302501,0.345602,0.302501,0.345602,-14.921975,3.615135,15.353649,0.521560,0.220132,0.047770,-0.063283
65.400000,10.800177,21.209083,0.380999,0.848434,0.076874,-0.140364,0.848434,-0.076874,0.140364,25.743014,17.591951,-0.143136,0.627779,0.029222,-0.077423,22.822171,-0.723266,22.822209,-0.723273,0.302234,0.345527,0.302234,0.345527,-14.942837,3.617132,15.374395,0.524135,0.220655,0.047652,-0.062941
65.432000,10.829518,21.200219,0.386056,0.847945,0.076873,-0.140480,0.847945,-0.076873,0.140480,25.763854,17.589907,-0.145722,0.627255,0.029340,-0.077765,22.803263,-0.726049,22.803286,-0.726043,0.301968,0.345451,0.301968,0.345451,-14.934336,3.610312,15.364529,0.531778,0.220690,0.047533,-0.062715
65.468000,10.858797,21.191213,0.391118,0.847455,0.076873,-0.140597,0.847455,-0.076873,0.140597,25.784672,17.587814,-0.148320,0.626732,0.029457,-0.078106,22.784388,-0.728820,22.784377,-0.728809,0.301702,0.345375,0.301702,0.345375,-14.925875,3.603399,15.354681,0.539438,0.220723,0.047416,-0.062491
65.500000,10.888013,21.182066,0.396184,0.846965,0.076874,-0.140710,0.846965,-0.076874,0.140710,25.805467,17.585674,-0.150929,0.626208,0.029575,-0.078446,22.765549,-0.731579,22.765544,-0.731589,0.301436,0.345300,0.301436,0.345300,-14.917454,3.596392,15.344851,0.547113,0.220757,0.047299,-0.062264
65.532000,10.917167,21.172778,0.401254,0.846476,0.076876,-0.140827,0.846476,-0.076876,0.140827,25.826241,17.583486,-0.153550,0.625684,0.029692,-0.078786,22.746748,-0.734327,22.746717,-0.734333,0.301171,0.345224,0.301171,0.345224,-14.909074,3.589292,15.335042,0.554804,0.220792,0.047184,-0.062041
65.568000,10.946257,21.163349,0.406328,0.845985,0.076878,-0.140945,0.845985,-0.076878,0.140945,25.846991,17.581251,-0.156182,0.625161,0.029808,-0.079125,22.727986,-0.737062,22.727957,-0.737057,0.300907,0.345148,0.300907,0.345148,-14.900734,3.582098,15.325250,0.562510,0.220824,0.047070,-0.061820
65.600000,10.975283,21.153780,0.411407,0.845495,0.076882,-0.141064,0.845495,-0.076882,0.141064,25.867720,17.578967,-0.158825,0.624638,0.029925,-0.079463,22.709267,-0.739784,22.709274,-0.739796,0.300643,0.345073,0.300643,0.345073,-14.892437,3.574813,15.315481,0.570232,0.220857,0.046957,-0.061601
65.632000,11.004243,21.144070,0.416490,0.845006,0.076886,-0.141186,0.845006,-0.076886,0.141186,25.888425,17.576634,-0.161479,0.624115,0.030041,-0.079801,22.690590,-0.742493,22.690596,-0.742499,0.300380,0.344997,0.300380,0.344997,-14.884182,3.567436,15.305733,0.577969,0.220891,0.046845,-0.061385
65.668000,11.033138,21.134221,0.421577,0.844515,0.076892,-0.141304,0.844515,-0.076892,0.141304,25.909108,17.574254,-0.164145,0.623592,0.030157,-0.080138,22.671960,-0.745188,22.671985,-0.745182,0.300118,0.344921,0.300118,0.344921,-14.875970,3.559967,15.296007,0.585722,0.220923,0.046735,-0.061166
65.700000,11.061967,21.124232,0.426668,0.844025,0.076898,-0.141425,0.844025,-0.076898,0.141425,25.929768,17.571824,-0.166822,0.623069,0.030272,-0.080474,22.653377,-0.747870,22.653388,-0.747862,0.299856,0.344845,0.299856,0.344845,-14.867801,3.552408,15.286305,0.593490,0.220956,0.046626,-0.060951
65.732000,11.090728,21.114104,0.431765,0.843536,0.076905,-0.141554,0.843536,-0.076905,0.141554,25.950404,17.569346,-0.169510,0.622547,0.030387,-0.080810,22.634843,-0.750537,22.634805,-0.750539,0.299594,0.344769,0.299594,0.344769,-14.859676,3.544758,15.276626,0.601275,0.220989,0.046518,-0.060744
65.768000,11.119421,21.103838,0.436865,0.843046,0.076914,-0.141676,0.843046,-0.076914,0.141676,25.971018,17.566819,-0.172209,0.622026,0.030502,-0.081144,22.616360,-0.753190,22.616341,-0.753181,0.299334,0.344693,0.299334,0.344693,-14.851597,3.537019,15.266972,0.609074,0.221020,0.046412,-0.060532
65.800000,11.148046,21.093433,0.441970,0.842557,0.076923,-0.141795,0.842557,-0.076923,0.141795,25.991608,17.564244,-0.174920,0.621504,0.030616,-0.081478,22.597931,-0.755827,22.597954,-0.755838,0.299074,0.344618,0.299074,0.344618,-14.843562,3.529189,15.257343,0.616890,0.221053,0.046307,-0.060317
65.832000,11.148046,21.093433,0.441970,0.842557,0.076923,-0.141795,0.842557,-0.076923,0.141795,26.012174,17.561619,-0.177641,0.620984,0.030730,-0.081811,22.579557,-0.758449,22.579571,-0.758459,0.298815,0.344542,0.298815,0.344542,-14.864128,3.531814,15.277958,0.619611,0.221573,0.046193,-0.059984
65.868000,11.176601,21.082889,0.447080,0.842069,0.076933,-0.141929,0.842069,-0.076933,0.141929,26.032717,17.558945,-0.180374,0.620463,0.030844,-0.082142,22.561240,-0.761056,22.561254,-0.761060,0.298557,0.344466,0.298557,0.344466,-14.856116,3.523944,15.268345,0.627454,0.221606,0.046089,-0.059787
65.900000,11.205087,21.072208,0.452194,0.841580,0.076944,-0.142059,0.841580,-0.076944,0.142059,26.053236,17.556221,-0.183117,0.619944,0.030957,-0.082473,22.542982,-0.763646,22.543004,-0.763644,0.298300,0.344390,0.298300,0.344390,-14.848149,3.515987,15.258758,0.635311,0.221636,0.045987,-0.059586
65.932000,11.233502,21.061390,0.457313,0.841092,0.076956,-0.142177,0.841092,-0.076956,0.142177,26.073732,17.553448,-0.185872,0.619425,0.031070,-0.082803,22.524785,-0.766220,22.524768,-0.766223,0.298043,0.344314,0.298043,0.344314,-14.840230,3.507942,15.249200,0.643185,0.221667,0.045886,-0.059374
65.968000,11.261845,21.050434,0.462436,0.840604,0.076969,-0.142310,0.840604,-0.076969,0.142310,26.094203,17.550625,-0.188638,0.618907,0.031182,-0.083131,22.506651,-0.768776,22.506650,-0.768769,0.297788,0.344238,0.297788,0.344238,-14.832358,3.499809,15.239668,0.651074,0.221697,0.045787,-0.059179
66.000000,11.290117,21.039341,0.467565,0.840116,0.076983,-0.142451,0.840116,-0.076983,0.142451,26.114650,17.547753,-0.191414,0.618390,0.031294,-0.083459,22.488581,-0.771316,22.488545,-0.771312,0.297533,0.344162,0.297533,0.344162,-14.824533,3.491588,15.230166,0.658979,0.221726,0.045689,-0.058992
66.032000,11.318316,21.028112,0.472698,0.839630,0.076998,-0.142572,0.839630,-0.076998,0.142572,26.135073,17.544830,-0.194201,0.617873,0.031405,-0.083785,22.470579,-0.773837,22.470621,-0.773839,0.297280,0.344087,0.297280,0.344087,-14.816757,3.483282,15.220694,0.666899,0.221757,0.045593,-0.058787
66.068000,11.346442,21.016747,0.477835,0.839143,0.077014,-0.142700,0.839143,-0.077014,0.142700,26.155471,17.541858,-0.197000,0.617357,0.031516,-0.084110,22.452644,-0.776341,22.452648,-0.776345,0.297027,0.344011,0.297027,0.344011,-14.809029,3.474889,15.211252,0.674835,0.221786,0.045498,-0.058590
66.100000,11.374493,21.005246,0.482978,0.838658,0.077031,-0.142846,0.838658,-0.077031,0.142846,26.175845,17.538835,-0.199809,0.616843,0.031627,-0.084434,22.434780,-0.778826,22.434793,-0.778818,0.296776,0.343935,0.296776,0.343935,-14.801352,3.466411,15.201842,0.682787,0.221815,0.045404,-0.058412
66.132000,11.402470,20.993609,0.488125,0.838173,0.077049,-0.142978,0.838173,-0.077049,0.142978,26.196194,17.535762,-0.202629,0.616329,0.031737,-0.084756,22.416989,-0.781293,22.416951,-0.781287,0.296525,0.343859,0.296525,0.343859,-14.793724,3.457847,15.192464,0.690754,0.221844,0.045312,-0.058222
66.168000,11.430372,20.981838,0.493277,0.837689,0.077068,-0.143102,0.837689,-0.077068,0.143102,26.216519,17.532638,-0.205459,0.615816,0.031847,-0.085078,22.399271,-0.783740,22.399288,-0.783740,0.296276,0.343784,0.296276,0.343784,-14.786147,3.449200,15.183120,0.698736,0.221873,0.045221,-0.058024
66.200000,11.458198,20.969931,0.498434,0.837205,0.077088,-0.143246,0.837205,-0.077088,0.143246,26.236818,17.529464,-0.208300,0.615305,0.031956,-0.085397,22.381630,-0.786167,22.381628,-0.786158,0.296028,0.343708,0.296028,0.343708,-14.778620,3.440467,15.173808,0.706734,0.221900,0.045132,-0.057849
66.232000,11.485947,20.957891,0.503597,0.836723,0.077109,-0.143388,0.836723,-0.077109,0.143388,26.257093,17.526240,-0.211152,0.614795,0.032064,-0.085716,22.364066,-0.788575,22.364095,-0.788575,0.295781,0.343633,0.295781,0.343633,-14.771146,3.431651,15.164531,0.714749,0.221928,0.045045,-0.057672
66.268000,11.513618,20.945716,0.508763,0.836241,0.077131,-0.143516,0.836241,-0.077131,0.143516,26.277342,17.522964,-0.214015,0.614285,0.032172,-0.086033,22.346583,-0.790962,22.346565,-0.790956,0.295535,0.343557,0.295535,0.343557,-14.763724,3.422752,15.155289,0.722778,0.221956,0.044959,-0.057483
66.300000,11.513618,20.945716,0.508763,0.836241,0.077131,-0.143516,0.836241,-0.077131,0.143516,26.297566,17.519638,-0.216888,0.613778,0.032280,-0.086348,22.329181,-0.793328,22.329161,-0.793337,0.295290,0.343482,0.295290,0.343482,-14.783948,3.426078,15.175741,0.725651,0.222463,0.044851,-0.057168
66.332000,11.541212,20.933407,0.513935,0.835761,0.077153,-0.143654,0.835761,-0.077153,0.143654,26.317765,17.516261,-0.219771,0.613271,0.032387,-0.086662,22.311862,-0.795673,22.311874,-0.795684,0.295047,0.343407,0.295047,0.343407,-14.776553,3.417146,15.166523,0.733706,0.222490,0.044766,-0.056992
66.368000,11.568727,20.920965,0.519112,0.835281,0.077177,-0.143801,0.835281,-0.077177,0.143801,26.337938,17.512832,-0.222665,0.612766,0.032493,-0.086975,22.294628,-0.797996,22.294590,-0.797996,0.294805,0.343331,0.294805,0.343331,-14.769211,3.408133,15.157341,0.741777,0.222515,0.044684,-0.056826
66.400000,11.596162,20.908390,0.524294,0.834801,0.077202,-0.143938,0.834801,-0.077202,0.143938,26.358086,17.509352,-0.225570,0.612262,0.032599,-0.087285,22.277482,-0.800298,22.277483,-0.800293,0.294565,0.343256,0.294565,0.343256,-14.761924,3.399038,15.148196,0.749864,0.222539,0.044603,-0.056653
66.432000,11.623518,20.895683,0.529481,0.834324,0.077227,-0.144074,0.834324,-0.077227,0.144074,26.378208,17.505821,-0.228484,0.611760,0.032705,-0.087594,22.260424,-0.802577,22.260440,-0.802571,0.294326,0.343181,0.294326,0.343181,-14.754690,3.389862,15.139090,0.757965,0.222564,0.044522,-0.056480
66.468000,11.650793,20.882843,0.534674,0.833847,0.077254,-0.144219,0.833847,-0.077254,0.144219,26.398304,17.502238,-0.231409,0.611259,0.032809,-0.087902,22.243458,-0.804833,22.243461,-0.804832,0.294088,0.343106,0.294088,0.343106,-14.747511,3.380605,15.130022,0.766083,0.222588,0.044445,-0.056317
66.500000,11.677987,20.869871,0.539871,0.833371,0.077282,-0.144362,0.833371,-0.077282,0.144362,26.418374,17.498604,-0.234344,0.610760,0.032914,-0.088208,22.226583,-0.807066,22.226598,-0.807060,0.293852,0.343031,0.293852,0.343031,-14.740387,3.371267,15.120994,0.774215,0.222611,0.044368,-0.056154
66.532000,11.705099,20.856768,0.545073,0.832898,0.077310,-0.144502,0.832898,-0.077310,0.144502,26.438418,17.494918,-0.237290,0.610262,0.033017,-0.088511,22.209803,-0.809276,22.209798,-0.809270,0.293617,0.342956,0.293617,0.342956,-14.733319,3.361850,15.112006,0.782363,0.222636,0.044293,-0.055991
66.568000,11.732128,20.843534,0.550281,0.832424,0.077340,-0.144645,0.832424,-0.077340,0.144645,26.458435,17.491180,-0.240245,0.609766,0.033120,-0.088814,22.193119,-0.811461,22.193112,-0.811447,0.293384,0.342881,0.293384,0.342881,-14.726307,3.352354,15.103059,0.790526,0.222658,0.044220,-0.055831
66.600000,11.759074,20.830169,0.555493,0.831953,0.077370,-0.144788,0.831953,-0.077370,0.144788,26.478427,17.487390,-0.243211,0.609272,0.033222,-0.089114,22.176533,-0.813623,22.176552,-0.813625,0.293152,0.342807,0.293152,0.342807,-14.719353,3.342779,15.094155,0.798704,0.222681,0.044148,-0.055674
66.632000,11.785937,20.816673,0.560711,0.831483,0.077401,-0.144933,0.831483,-0.077401,0.144933,26.498391,17.483548,-0.246186,0.608780,0.033324,-0.089412,22.160046,-0.815759,22.160044,-0.815751,0.292922,0.342732,0.292922,0.342732,-14.712454,3.333125,15.085292,0.806897,0.222703,0.044077,-0.055521
66.668000,11.812714,20.803047,0.565934,0.831014,0.077433,-0.145080,0.831014,-0.077433,0.145080,26.518330,17.479653,-0.249172,0.608289,0.033425,-0.089708,22.143661,-0.817871,22.143661,-0.817879,0.292693,0.342658,0.292693,0.342658,-14.705616,3.323394,15.076474,0.815106,0.222725,0.044008,-0.055372
66.700000,11.839407,20.789292,0.571163,0.830547,0.077466,-0.145219,0.830547,-0.077466,0.145219,26.538241,17.475707,-0.252167,0.607800,0.033526,-0.090003,22.127378,-0.819957,22.127330,-0.819955,0.292466,0.342583,0.292466,0.342583,-14.698834,3.313585,15.067699,0.823330,0.222747,0.043940,-0.055216
66.732000,11.839407,20.789292,0.571163,0.830547,0.077466,-0.145219,0.830547,-0.077466,0.145219,26.558126,17.471708,-0.255172,0.607314,0.033625,-0.090295,22.111201,-0.822017,22.111175,-0.822018,0.292241,0.342509,0.292241,0.342509,-14.718719,3.317584,15.087977,0.826335,0.223233,0.043841,-0.054924
66.768000,11.866014,20.775407,0.576396,0.830081,0.077500,-0.145364,0.830081,-0.077500,0.145364,26.577983,17.467656,-0.258186,0.606829,0.033724,-0.090585,22.095129,-0.824051,22.095133,-0.824047,0.292018,0.342435,0.292018,0.342435,-14.711969,3.307751,15.079232,0.834582,0.223252,0.043776,-0.054779
66.800000,11.892535,20.761394,0.581635,0.829616,0.077535,-0.145517,0.829616,-0.077535,0.145517,26.597814,17.463552,-0.261211,0.606346,0.033823,-0.090873,22.079166,-0.826058,22.079154,-0.826060,0.291796,0.342361,0.291796,0.342361,-14.705279,3.297842,15.070534,0.842846,0.223270,0.043712,-0.054644
66.832000,11.918968,20.747252,0.586879,0.829154,0.077571,-0.145658,0.829154,-0.077571,0.145658,26.617618,17.459395,-0.264245,0.605866,0.033921,-0.091159,22.063313,-0.828039,22.063287,-0.828040,0.291576,0.342287,0.291576,0.342287,-14.698650,3.287857,15.061882,0.851124,0.223288,0.043650,-0.054499
66.868000,11.945314,20.732981,0.592128,0.828693,0.077607,-0.145797,0.828693,-0.077607,0.145797,26.637394,17.455186,-0.267288,0.605387,0.034018,-0.091443,22.047570,-0.829992,22.047534,-0.829988,0.291358,0.342213,0.291358,0.342213,-14.692080,3.277795,15.053277,0.859416,0.223306,0.043589,-0.054354
66.900000,11.971572,20.718583,0.597382,0.828233,0.077644,-0.145953,0.828233,-0.077644,0.145953,26.657143,17.450923,-0.270341,0.604911,0.034114,-0.091725,22.031941,-0.831917,22.031954,-0.831921,0.291142,0.342140,0.291142,0.342140,-14.685571,3.267660,15.044720,0.867723,0.223322,0.043530,-0.054228
66.932000,11.997741,20.704058,0.602642,0.827776,0.077683,-0.146101,0.827776,-0.077683,0.146101,26.676864,17.446607,-0.273403,0.604437,0.034209,-0.092004,22.016427,-0.833814,22.016426,-0.833805,0.290928,0.342066,0.290928,0.342066,-14.679123,3.257451,15.036211,0.876045,0.223339,0.043474,-0.054097
66.968000,12.023821,20.689405,0.607907,0.827320,0.077721,-0.146235,0.827320,-0.077721,0.146235,26.696557,17.442239,-0.276474,0.603965,0.034304,-0.092281,22.001029,-0.835683,22.001021,-0.835689,0.290715,0.341993,0.290715,0.341993,-14.672736,3.247166,15.027750,0.884381,0.223355,0.043417,-0.053954
67.000000,12.049810,20.674626,0.613177,0.826866,0.077761,-0.146385,0.826866,-0.077761,0.146385,26.716223,17.437817,-0.279555,0.603496,0.034398,-0.092555,21.985749,-0.837522,21.985778,-0.837527,0.290505,0.341920,0.290505,0.341920,-14.666413,3.236809,15.019341,0.892732,0.223370,0.043363,-0.053830
67.032000,12.075708,20.659720,0.618453,0.826415,0.077801,-0.146542,0.826415,-0.077801,0.146542,26.735861,17.433341,-0.282645,0.603029,0.034491,-0.092827,21.970588,-0.839333,21.970596,-0.839347,0.290296,0.341847,0.290296,0.341847,-14.660153,3.226379,15.010983,0.901098,0.223386,0.043310,-0.053715
67.068000,12.101516,20.644689,0.623734,0.825965,0.077842,-0.146679,0.825965,-0.077842,0.146679,26.755471,17.428813,-0.285744,0.602564,0.034584,-0.093097,21.955549,-0.841114,21.955577,-0.841121,0.290090,0.341774,0.290090,0.341774,-14.653955,3.215876,15.002675,0.909478,0.223401,0.043258,-0.053582
67.100000,12.127231,20.629532,0.629020,0.825517,0.077884,-0.146819,0.825517,-0.077884,0.146819,26.775053,17.424230,-0.288851,0.602102,0.034676,-0.093364,21.940631,-0.842865,21.940670,-0.842863,0.289886,0.341701,0.289886,0.341701,-14.647822,3.205302,14.994421,0.917871,0.223415,0.043208,-0.053455
67.132000,12.152854,20.614250,0.634311,0.825072,0.077927,-0.146977,0.825072,-0.077927,0.146977,26.794607,17.419595,-0.291968,0.601643,0.034767,-0.093628,21.925839,-0.844586,21.925822,-0.844589,0.289683,0.341628,0.289683,0.341628,-14.641753,3.194655,14.986219,0.926279,0.223429,0.043160,-0.053349
67.168000,12.178383,20.598844,0.639608,0.824628,0.077970,-0.147122,0.824628,-0.077970,0.147122,26.814132,17.414905,-0.295093,0.601186,0.034857,-0.093890,21.911171,-0.846276,21.911197,-0.846285,0.289483,0.341556,0.289483,0.341556,-14.635749,3.183939,14.978071,0.934701,0.223442,0.043113,-0.053232
67.200000,12.178383,20.598844,0.639608,0.824628,0.077970,-0.147122,0.824628,-0.077970,0.147122,26.833629,17.410162,-0.298227,0.600732,0.034946,-0.094150,21.896631,-0.847935,21.896623,-0.847933,0.289285,0.341483,0.289285,0.341483,-14.655246,3.188682,14.998131,0.937835,0.223896,0.043024,-0.052972
67.232000,12.203819,20.583313,0.644909,0.824187,0.078014,-0.147257,0.824187,-0.078014,0.147257,26.853098,17.405365,-0.301370,0.600280,0.035035,-0.094406,21.882219,-0.849562,21.882219,-0.849566,0.289089,0.341411,0.289089,0.341411,-14.649279,3.177948,14.990021,0.946279,0.223907,0.042979,-0.052851
67.268000,12.229160,20.567658,0.650216,0.823748,0.078058,-0.147408,0.823748,-0.078058,0.147408,26.872538,17.400513,-0.304521,0.599832,0.035122,-0.094660,21.867938,-0.851158,21.867926,-0.851168,0.288895,0.341339,0.288895,0.341339,-14.643378,3.167145,14.981966,0.954737,0.223916,0.042936,-0.052748
67.300000,12.254407,20.551880,0.655529,0.823311,0.078103,-0.147559,0.823311,-0.078103,0.147559,26.891949,17.395608,-0.307680,0.599386,0.035209,-0.094911,21.853788,-0.852722,21.853794,-0.852724,0.288704,0.341267,0.288704,0.341267,-14.637542,3.156272,14.973967,0.963209,0.223925,0.042894,-0.052648
67.332000,12.279558,20.535978,0.660846,0.822877,0.078149,-0.147696,0.822877,-0.078149,0.147696,26.911331,17.390649,-0.310848,0.598942,0.035295,-0.095159,21.839770,-0.854254,21.839771,-0.854249,0.288515,0.341195,0.288515,0.341195,-14.631773,3.145329,14.966024,0.971694,0.223935,0.042854,-0.052537
67.368000,12.304612,20.519954,0.666169,0.822445,0.078195,-0.147839,0.822445,-0.078195,0.147839,26.930684,17.385635,-0.314024,0.598502,0.035380,-0.095405,21.825887,-0.855753,21.825919,-0.855760,0.288328,0.341124,0.288328,0.341124,-14.626072,3.134319,14.958139,0.980193,0.223943,0.042815,-0.052434
67.400000,12.329570,20.503808,0.671496,0.822014,0.078242,-0.147987,0.822014,-0.078242,0.147987,26.950009,17.380567,-0.317209,0.598065,0.035464,-0.095647,21.812140,-0.857219,21.812116,-0.857223,0.288143,0.341052,0.288143,0.341052,-14.620439,3.123241,14.950313,0.988705,0.223949,0.042778,-0.052340
67.432000,12.354431,20.487540,0.676829,0.821588,0.078290,-0.148129,0.821588,-0.078290,0.148129,26.969304,17.375445,-0.320401,0.597630,0.035548,-0.095887,21.798530,-0.858651,21.798533,-0.858657,0.287961,0.340981,0.287961,0.340981,-14.614873,3.112095,14.942545,0.997230,0.223958,0.042742,-0.052242
67.468000,12.379193,20.471150,0.682167,0.821163,0.078337,-0.148270,0.821163,-0.078337,0.148270,26.988569,17.370269,-0.323601,0.597199,0.035630,-0.096123,21.785058,-0.860050,21.785059,-0.860060,0.287781,0.340910,0.287781,0.340910,-14.609376,3.100881,14.934836,1.005768,0.223964,0.042707,-0.052147
67.500000,12.403857,20.454639,0.687510,0.820741,0.078386,-0.148412,0.820741,-0.078386,0.148412,27.007806,17.365037,-0.326809,0.596771,0.035711,-0.096357,21.771726,-0.861415,21.771744,-0.861418,0.287604,0.340839,0.287604,0.340839,-14.603949,3.089602,14.927189,1.014319,0.223970,0.042675,-0.052055
67.532000,12.428422,20.438008,0.692859,0.820322,0.078435,-0.148551,0.820322,-0.078435,0.148551,27.027013,17.359751,-0.330025,0.596345,0.035792,-0.096587,21.758535,-0.862745,21.758538,-0.862744,0.287429,0.340768,0.287429,0.340768,-14.598591,3.078257,14.919602,1.022884,0.223977,0.042643,-0.051964
67.568000,12.452887,20.421256,0.698212,0.819905,0.078484,-0.148694,0.819905,-0.078484,0.148694,27.046190,17.354411,-0.333248,0.595923,0.035872,-0.096815,21.745486,-0.864041,21.745440,-0.864040,0.287256,0.340697,0.287256,0.340697,-14.593303,3.066845,14.912076,1.031460,0.223982,0.042612,-0.051879
67.600000,12.477252,20.404385,0.703570,0.819492,0.078534,-0.148834,0.819492,-0.078534,0.148834,27.065337,17.349016,-0.336479,0.595504,0.035950,-0.097039,21.732580,-0.865302,21.732561,-0.865308,0.287086,0.340627,0.287086,0.340627,-14.588085,3.055369,14.904613,1.040049,0.223988,0.042584,-0.051795
67.632000,12.477252,20.404385,0.703570,0.819492,0.078534,-0.148834,0.819492,-0.078534,0.148834,27.084455,17.343566,-0.339717,0.595089,0.036028,-0.097260,21.719819,-0.866528,21.719841,-0.866531,0.286919,0.340557,0.286919,0.340557,-14.607203,3.060819,14.924442,1.043287,0.224403,0.042506,-0.051574
