t,x_real,y_real,psi_real,u_real,v_real,r_real,vx,vy,wz,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,u_left,u_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
24.732000,16.290546,5.432341,-1.806215,0.717502,-0.104126,0.217113,0.717502,0.104126,-0.217113,13.447397,2.494750,1.179145,0.503285,-0.044436,0.127794,18.898491,0.959688,18.898497,0.959701,0.319277,0.253949,0.319277,0.253949,2.843149,2.937591,4.088146,-2.985360,0.214217,-0.059690,0.089319
24.768000,16.288046,5.458334,-1.814016,0.717838,-0.103991,0.216726,0.717838,0.103991,-0.216726,13.455138,2.509713,1.183394,0.503635,-0.044295,0.127187,18.918400,0.953529,18.918422,0.953527,0.319265,0.254410,0.319265,0.254410,2.832908,2.948621,4.088977,-2.997410,0.214203,-0.059696,0.089539
24.800000,16.285335,5.484317,-1.821802,0.718189,-0.103854,0.216309,0.718189,0.103854,-0.216309,13.462816,2.524722,1.187624,0.503996,-0.044153,0.126574,18.938673,0.947359,18.938690,0.947354,0.319256,0.254874,0.319256,0.254874,2.822519,2.959595,4.089721,-3.009426,0.214193,-0.059701,0.089735
24.832000,16.282414,5.510290,-1.829573,0.718556,-0.103715,0.215882,0.718556,0.103715,-0.215882,13.470430,2.539776,1.191833,0.504370,-0.044009,0.125956,18.959305,0.941180,18.959302,0.941179,0.319250,0.255341,0.319250,0.255341,2.811984,2.970514,4.090380,-3.021406,0.214186,-0.059706,0.089926
24.868000,16.279283,5.536252,-1.837329,0.718941,-0.103573,0.215474,0.718941,0.103573,-0.215474,13.477981,2.554875,1.196021,0.504755,-0.043863,0.125334,18.980292,0.934994,18.980303,0.934990,0.319247,0.255812,0.319247,0.255812,2.801302,2.981377,4.090953,-3.033350,0.214186,-0.059710,0.090140
24.900000,16.279283,5.536252,-1.837329,0.718941,-0.103573,0.215474,0.718941,0.103573,-0.215474,13.485469,2.570020,1.200188,0.505152,-0.043717,0.124707,19.001629,0.928800,19.001649,0.928799,0.319247,0.256286,0.319247,0.256286,2.793814,2.966232,4.074792,-3.037517,0.213789,-0.059856,0.090767
24.932000,16.275942,5.562201,-1.845071,0.719341,-0.103431,0.215057,0.719341,0.103431,-0.215057,13.492895,2.585210,1.204335,0.505560,-0.043569,0.124076,19.023313,0.922601,19.023342,0.922607,0.319250,0.256763,0.319250,0.256763,2.783047,2.976991,4.075270,-3.049406,0.213781,-0.059862,0.090981
24.968000,16.272391,5.588136,-1.852796,0.719758,-0.103286,0.214607,0.719758,0.103286,-0.214607,13.500258,2.600446,1.208460,0.505979,-0.043419,0.123441,19.045338,0.916398,19.045326,0.916396,0.319255,0.257243,0.319255,0.257243,2.772133,2.987690,4.075662,-3.061256,0.213779,-0.059867,0.091166
25.000000,16.268631,5.614057,-1.860505,0.720192,-0.103139,0.214160,0.720192,0.103139,-0.214160,13.507558,2.615726,1.212564,0.506410,-0.043269,0.122801,19.067700,0.910191,19.067713,0.910200,0.319264,0.257726,0.319264,0.257726,2.761073,2.998331,4.075968,-3.073069,0.213782,-0.059870,0.091359
25.032000,16.264662,5.639962,-1.868198,0.720639,-0.102991,0.213730,0.720639,0.102991,-0.213730,13.514796,2.631052,1.216647,0.506851,-0.043117,0.122158,19.090396,0.903982,19.090393,0.903985,0.319275,0.258212,0.319275,0.258212,2.749866,3.008910,4.076187,-3.084845,0.213788,-0.059874,0.091572
25.068000,16.260484,5.665850,-1.875875,0.721103,-0.102842,0.213277,0.721103,0.102842,-0.213277,13.521972,2.646422,1.220708,0.507304,-0.042964,0.121511,19.113420,0.897772,19.113422,0.897767,0.319289,0.258701,0.319289,0.258701,2.738512,3.019428,4.076321,-3.096583,0.213799,-0.059878,0.091766
25.100000,16.256096,5.691721,-1.883535,0.721584,-0.102691,0.212807,0.721584,0.102691,-0.212807,13.529087,2.661838,1.224747,0.507768,-0.042809,0.120860,19.136768,0.891562,19.136757,0.891560,0.319306,0.259192,0.319306,0.259192,2.727009,3.029883,4.076367,-3.108282,0.213816,-0.059882,0.091947
25.132000,16.251501,5.717572,-1.891179,0.722078,-0.102538,0.212347,0.722078,0.102538,-0.212347,13.536139,2.677299,1.228765,0.508242,-0.042654,0.120206,19.160436,0.885353,19.160442,0.885349,0.319326,0.259686,0.319326,0.259686,2.715362,3.040273,4.076328,-3.119944,0.213836,-0.059884,0.092141
25.168000,16.246696,5.743403,-1.898806,0.722588,-0.102385,0.211884,0.722588,0.102385,-0.211884,13.543130,2.692804,1.232761,0.508727,-0.042497,0.119549,19.184419,0.879146,19.184433,0.879149,0.319349,0.260182,0.319349,0.260182,2.703566,3.050599,4.076202,-3.131567,0.213861,-0.059888,0.092335
25.200000,16.241684,5.769212,-1.906415,0.723112,-0.102230,0.211407,0.723112,0.102230,-0.211407,13.550059,2.708355,1.236735,0.509223,-0.042339,0.118888,19.208713,0.872941,19.208674,0.872942,0.319374,0.260680,0.319374,0.260680,2.691625,3.060857,4.075990,3.140035,0.213889,-0.059891,0.092519
25.232000,16.236464,5.795000,-1.914008,0.723651,-0.102075,0.210926,0.723651,0.102075,-0.210926,13.556928,2.723950,1.240687,0.509729,-0.042180,0.118224,19.233314,0.866741,19.233325,0.866748,0.319403,0.261181,0.319403,0.261181,2.679536,3.071050,4.075691,3.128491,0.213922,-0.059895,0.092702
25.268000,16.231037,5.820764,-1.921583,0.724205,-0.101918,0.210443,0.724205,0.101918,-0.210443,13.563735,2.739591,1.244617,0.510246,-0.042020,0.117558,19.258216,0.860545,19.258228,0.860547,0.319434,0.261684,0.319434,0.261684,2.667302,3.081173,4.075307,3.116986,0.213959,-0.059898,0.092885
25.300000,16.225402,5.846503,-1.929140,0.724772,-0.101760,0.209954,0.724772,0.101760,-0.209954,13.570481,2.755276,1.248524,0.510772,-0.041859,0.116889,19.283416,0.854355,19.283439,0.854355,0.319468,0.262189,0.319468,0.262189,2.654921,3.091227,4.074836,3.105521,0.214000,-0.059901,0.093065
25.332000,16.225402,5.846503,-1.929140,0.724772,-0.101760,0.209954,0.724772,0.101760,-0.209954,13.577167,2.771005,1.252409,0.511309,-0.041697,0.116217,19.308909,0.848171,19.308903,0.848157,0.319504,0.262696,0.319504,0.262696,2.648235,3.075498,4.058551,3.101636,0.213463,-0.060063,0.093737
25.368000,16.219561,5.872216,-1.936680,0.725354,-0.101602,0.209465,0.725354,0.101602,-0.209465,13.583792,2.786779,1.256272,0.511856,-0.041534,0.115543,19.334690,0.841995,19.334687,0.841997,0.319544,0.263204,0.319544,0.263204,2.635769,3.085437,4.057980,3.090233,0.213498,-0.060068,0.093922
25.400000,16.213513,5.897903,-1.944202,0.725951,-0.101443,0.208969,0.725951,0.101443,-0.208969,13.590356,2.802598,1.260112,0.512412,-0.041370,0.114866,19.360755,0.835827,19.360726,0.835829,0.319586,0.263714,0.319586,0.263714,2.623157,3.095305,4.057322,3.078872,0.213539,-0.060073,0.094103
25.432000,16.207258,5.923562,-1.951705,0.726559,-0.101283,0.208461,0.726559,0.101283,-0.208461,13.596861,2.818462,1.263930,0.512979,-0.041204,0.114188,19.387100,0.829669,19.387075,0.829670,0.319631,0.264226,0.319631,0.264226,2.610397,3.105100,4.056577,3.067550,0.213580,-0.060079,0.094273
25.468000,16.200798,5.949192,-1.959191,0.727183,-0.101122,0.207954,0.727183,0.101122,-0.207954,13.603306,2.834370,1.267725,0.513555,-0.041038,0.113507,19.413720,0.823520,19.413736,0.823521,0.319679,0.264740,0.319679,0.264740,2.597492,3.114822,4.055747,3.056270,0.213628,-0.060084,0.094447
25.500000,16.194132,5.974792,-1.966658,0.727820,-0.100961,0.207456,0.727820,0.100961,-0.207456,13.609690,2.850322,1.271497,0.514140,-0.040871,0.112824,19.440610,0.817382,19.440606,0.817376,0.319729,0.265255,0.319729,0.265255,2.584442,3.124470,4.054831,3.045030,0.213680,-0.060090,0.094632
25.532000,16.187261,6.000361,-1.974107,0.728468,-0.100800,0.206943,0.728468,0.100800,-0.206943,13.616016,2.866318,1.275246,0.514735,-0.040704,0.112140,19.467765,0.811255,19.467742,0.811254,0.319782,0.265771,0.319782,0.265771,2.571245,3.134043,4.053829,3.033832,0.213733,-0.060096,0.094803
25.568000,16.180186,6.025898,-1.981537,0.729131,-0.100638,0.206412,0.729131,0.100638,-0.206412,13.622281,2.882359,1.278973,0.515339,-0.040535,0.111454,19.495182,0.805140,19.495191,0.805140,0.319838,0.266289,0.319838,0.266289,2.557905,3.143539,4.052741,3.022676,0.213792,-0.060103,0.094958
25.600000,16.172906,6.051401,-1.988948,0.729806,-0.100476,0.205899,0.729806,0.100476,-0.205899,13.628488,2.898444,1.282677,0.515953,-0.040365,0.110766,19.522856,0.799039,19.522851,0.799031,0.319896,0.266808,0.319896,0.266808,2.544418,3.152957,4.051567,3.011560,0.213853,-0.060111,0.095133
25.632000,16.165421,6.076870,-1.996341,0.730493,-0.100313,0.205391,0.730493,0.100313,-0.205391,13.634635,2.914574,1.286357,0.516575,-0.040195,0.110078,19.550782,0.792950,19.550778,0.792944,0.319957,0.267328,0.319957,0.267328,2.530786,3.162296,4.050308,3.000487,0.213918,-0.060118,0.095313
25.668000,16.157733,6.102303,-2.003715,0.731193,-0.100151,0.204854,0.731193,0.100151,-0.204854,13.640724,2.930747,1.290015,0.517206,-0.040024,0.109387,19.578956,0.786876,19.578973,0.786879,0.320021,0.267849,0.320021,0.267849,2.517009,3.171556,4.048964,2.989455,0.213987,-0.060127,0.095467
25.700000,16.149842,6.127700,-2.011069,0.731904,-0.099987,0.204315,0.731904,0.099987,-0.204315,13.646754,2.946964,1.293650,0.517846,-0.039852,0.108696,19.607374,0.780817,19.607380,0.780819,0.320087,0.268371,0.320087,0.268371,2.503088,3.180736,4.047535,2.978466,0.214058,-0.060135,0.095619
25.732000,16.141749,6.153060,-2.018405,0.732627,-0.099824,0.203799,0.732627,0.099824,-0.203799,13.652725,2.963226,1.297262,0.518495,-0.039679,0.108004,19.636029,0.774774,19.636055,0.774780,0.320156,0.268894,0.320156,0.268894,2.489024,3.189834,4.046020,2.967518,0.214132,-0.060145,0.095795
25.768000,16.133452,6.178380,-2.025722,0.733362,-0.099661,0.203270,0.733362,0.099661,-0.203270,13.658639,2.979531,1.300850,0.519152,-0.039506,0.107311,19.664919,0.768746,19.664942,0.768746,0.320227,0.269418,0.320227,0.269418,2.474813,3.198849,4.044421,2.956614,0.214210,-0.060155,0.095959
25.800000,16.133452,6.178380,-2.025722,0.733362,-0.099661,0.203270,0.733362,0.099661,-0.203270,13.664494,2.995880,1.304416,0.519818,-0.039332,0.106617,19.694039,0.762735,19.694052,0.762748,0.320301,0.269942,0.320301,0.269942,2.468958,3.182500,4.027911,2.953048,0.213544,-0.060329,0.096653
25.832000,16.124954,6.203661,-2.033018,0.734107,-0.099498,0.202719,0.734107,0.099498,-0.202719,13.670291,3.012273,1.307958,0.520492,-0.039157,0.105923,19.723384,0.756742,19.723422,0.756741,0.320377,0.270468,0.320377,0.270468,2.454663,3.191388,4.026205,2.942209,0.213615,-0.060341,0.096796
25.868000,16.116254,6.228901,-2.040296,0.734865,-0.099334,0.202179,0.734865,0.099334,-0.202179,13.676030,3.028709,1.311477,0.521174,-0.038981,0.105228,19.752949,0.750766,19.752910,0.750766,0.320455,0.270993,0.320455,0.270993,2.440224,3.200192,4.024416,2.931413,0.213691,-0.060353,0.096951
25.900000,16.107354,6.254099,-2.047554,0.735634,-0.099171,0.201652,0.735634,0.099171,-0.201652,13.681712,3.045190,1.314973,0.521864,-0.038805,0.104532,19.782731,0.744809,19.782716,0.744799,0.320536,0.271520,0.320536,0.271520,2.425642,3.208909,4.022541,2.920658,0.213770,-0.060366,0.097120
25.932000,16.098252,6.279254,-2.054793,0.736412,-0.099008,0.201107,0.736412,0.099008,-0.201107,13.687337,3.061713,1.318446,0.522562,-0.038629,0.103836,19.812724,0.738870,19.812746,0.738867,0.320620,0.272047,0.320620,0.272047,2.410915,3.217541,4.020582,2.909946,0.213850,-0.060379,0.097271
25.968000,16.088951,6.304365,-2.062012,0.737202,-0.098844,0.200550,0.737202,0.098844,-0.200550,13.692904,3.078281,1.321895,0.523268,-0.038451,0.103140,19.842924,0.732951,19.842941,0.732953,0.320706,0.272574,0.320706,0.272574,2.396047,3.226084,4.018539,2.899279,0.213934,-0.060393,0.097410
26.000000,16.079450,6.329431,-2.069211,0.738003,-0.098681,0.200009,0.738003,0.098681,-0.200009,13.698415,3.094891,1.325322,0.523981,-0.038274,0.102444,19.873328,0.727052,19.873303,0.727059,0.320794,0.273101,0.320794,0.273101,2.381035,3.234540,4.016413,2.888653,0.214022,-0.060407,0.097565
26.032000,16.069750,6.354450,-2.076391,0.738811,-0.098519,0.199467,0.738811,0.098519,-0.199467,13.703868,3.111546,1.328725,0.524702,-0.038095,0.101748,19.903929,0.721173,19.903937,0.721185,0.320885,0.273629,0.320885,0.273629,2.365882,3.242904,4.014203,2.878070,0.214109,-0.060424,0.097719
26.068000,16.059851,6.379423,-2.083550,0.739632,-0.098356,0.198910,0.739632,0.098356,-0.198910,13.709265,3.128243,1.332105,0.525431,-0.037916,0.101052,19.934724,0.715314,19.934681,0.715314,0.320977,0.274157,0.320977,0.274157,2.350586,3.251180,4.011910,2.867530,0.214201,-0.060440,0.097858
26.100000,16.049754,6.404347,-2.090690,0.740461,-0.098193,0.198356,0.740461,0.098193,-0.198356,13.714606,3.144984,1.335462,0.526167,-0.037737,0.100356,19.965708,0.709477,19.965697,0.709464,0.321072,0.274686,0.321072,0.274686,2.335148,3.259363,4.009534,2.857033,0.214294,-0.060456,0.098000
26.132000,16.039460,6.429221,-2.097810,0.741299,-0.098031,-156.881424,0.741299,0.098031,156.881424,13.719891,3.161767,1.338795,0.526910,-0.037557,0.099660,19.996877,0.703661,19.996890,0.703663,0.321170,0.275214,0.321170,0.275214,2.319569,3.267454,4.007076,2.846580,0.214389,-0.060474,-156.981084
26.168000,16.028968,6.454046,-2.104910,0.742148,-0.097870,0.197251,0.742148,0.097870,-0.197251,13.725120,3.178594,1.342106,0.527660,-0.037376,0.098965,20.028227,0.697867,20.028192,0.697864,0.321269,0.275742,0.321269,0.275742,2.303848,3.275452,4.004535,2.836170,0.214488,-0.060494,0.098286
26.200000,16.018280,6.478818,-2.111990,0.743004,-0.097708,0.196695,0.743004,0.097708,-0.196695,13.730293,3.195464,1.345393,0.528417,-0.037195,0.098271,20.059753,0.692096,20.059768,0.692087,0.321371,0.276271,0.321371,0.276271,2.287987,3.283354,4.001912,2.825803,0.214587,-0.060513,0.098424
26.232000,16.018280,6.478818,-2.111990,0.743004,-0.097708,0.196695,0.743004,0.097708,-0.196695,13.735410,3.212376,1.348657,0.529180,-0.037014,0.097576,20.091450,0.686347,20.091463,0.686343,0.321475,0.276799,0.321475,0.276799,2.282870,3.266442,3.985115,2.822539,0.213824,-0.060694,0.099119
26.268000,16.007396,6.503539,-2.119050,0.743869,-0.097547,0.196139,0.743869,0.097547,-0.196139,13.740472,3.229332,1.351898,0.529951,-0.036832,0.096883,20.123314,0.680621,20.123325,0.680617,0.321581,0.277327,0.321581,0.277327,2.266924,3.274207,3.982383,2.812238,0.213918,-0.060715,0.099256
26.300000,15.996317,6.528205,-2.126089,0.744744,-0.097386,0.195576,0.744744,0.097386,-0.195576,13.745479,3.246330,1.355116,0.530728,-0.036650,0.096190,20.155342,0.674919,20.155355,0.674911,0.321689,0.277855,0.321689,0.277855,2.250838,3.281875,3.979570,2.801980,0.214016,-0.060736,0.099386
26.332000,15.985043,6.552817,-2.133109,0.745625,-0.097226,0.195019,0.745625,0.097226,-0.195019,13.750431,3.263371,1.358311,0.531511,-0.036468,0.095498,20.187528,0.669240,20.187505,0.669237,0.321799,0.278382,0.321799,0.278382,2.234612,3.289446,3.976675,2.791766,0.214114,-0.060758,0.099521
26.368000,15.973574,6.577374,-2.140108,0.746517,-0.097066,0.194464,0.746517,0.097066,-0.194464,13.755328,3.280455,1.361483,0.532301,-0.036285,0.094807,20.219867,0.663586,20.219822,0.663583,0.321911,0.278909,0.321911,0.278909,2.218246,3.296919,3.973700,2.781594,0.214216,-0.060781,0.099657
26.400000,15.961912,6.601874,-2.147087,0.747416,-0.096906,0.193895,0.747416,0.096906,-0.193895,13.760171,3.297581,1.364631,0.533096,-0.036102,0.094117,20.252357,0.657955,20.252364,0.657964,0.322026,0.279436,0.322026,0.279436,2.201741,3.304293,3.970644,2.771467,0.214320,-0.060804,0.099778
26.432000,15.950056,6.626316,-2.154046,0.748321,-0.096747,0.193329,0.748321,0.096747,-0.193329,13.764960,3.314749,1.367757,0.533898,-0.035918,0.093428,20.284992,0.652349,20.285018,0.652347,0.322142,0.279963,0.322142,0.279963,2.185096,3.311567,3.967508,2.761382,0.214423,-0.060829,0.099901
26.468000,15.938008,6.650699,-2.160985,0.749236,-0.096588,0.192776,0.749236,0.096588,-0.192776,13.769694,3.331960,1.370860,0.534706,-0.035734,0.092740,20.317768,0.646768,20.317791,0.646765,0.322260,0.280489,0.322260,0.280489,2.168314,3.318739,3.964293,2.751340,0.214530,-0.060854,0.100036
26.500000,15.925769,6.675023,-2.167904,0.750158,-0.096430,0.192214,0.750158,0.096430,-0.192214,13.774374,3.349213,1.373940,0.535520,-0.035550,0.092054,20.350681,0.641212,20.350682,0.641215,0.322380,0.281014,0.322380,0.281014,2.151395,3.325810,3.960999,2.741342,0.214638,-0.060880,0.100160
26.532000,15.913338,6.699286,-2.174801,0.751085,-0.096272,0.191637,0.751085,0.096272,-0.191637,13.779001,3.366508,1.376997,0.536339,-0.035366,0.091368,20.383727,0.635681,20.383742,0.635685,0.322502,0.281539,0.322502,0.281539,2.134337,3.332778,3.957625,2.731387,0.214746,-0.060906,0.100269
26.568000,15.900716,6.723487,-2.181679,0.752021,-0.096114,0.191074,0.752021,0.096114,-0.191074,13.783574,3.383845,1.380031,0.537164,-0.035181,0.090684,20.416901,0.630175,20.416863,0.630172,0.322625,0.282063,0.322625,0.282063,2.117142,3.339642,3.954175,2.721475,0.214857,-0.060933,0.100390
26.600000,15.887904,6.747625,-2.188537,0.752962,-0.095958,0.190523,0.752962,0.095958,-0.190523,13.788094,3.401224,1.383042,0.537994,-0.034996,0.090002,20.450199,0.624695,20.450210,0.624695,0.322751,0.282587,0.322751,0.282587,2.099810,3.346401,3.950646,2.711607,0.214968,-0.060962,0.100521
26.632000,15.874903,6.771700,-2.195374,0.753910,-0.095801,0.189949,0.753910,0.095801,-0.189949,13.792561,3.418646,1.386031,0.538830,-0.034811,0.089321,20.483617,0.619241,20.483618,0.619236,0.322878,0.283110,0.322878,0.283110,2.082342,3.353054,3.947039,2.701781,0.215080,-0.060990,0.100628
26.668000,15.861713,6.795709,-2.202190,0.754866,-0.095645,0.189371,0.754866,0.095645,-0.189371,13.796975,3.436109,1.388997,0.539670,-0.034626,0.088641,20.517150,0.613814,20.517144,0.613810,0.323007,0.283632,0.323007,0.283632,2.064738,3.359600,3.943356,2.691998,0.215196,-0.061019,0.100730
26.700000,15.861713,6.795709,-2.202190,0.754866,-0.095645,0.189371,0.754866,0.095645,-0.189371,13.801336,3.453613,1.391941,0.540516,-0.034441,0.087964,20.550795,0.608412,20.550789,0.608418,0.323138,0.284153,0.323138,0.284153,2.060377,3.342096,3.926164,2.689054,0.214350,-0.061204,0.101407
26.732000,15.848335,6.819653,-2.208986,0.755825,-0.095490,0.188819,0.755825,0.095490,-0.188819,13.805645,3.471160,1.394861,0.541367,-0.034255,0.087287,20.584547,0.603037,20.584545,0.603030,0.323270,0.284674,0.323270,0.284674,2.042690,3.348493,3.922370,2.679338,0.214458,-0.061235,0.101532
26.768000,15.834769,6.843530,-2.215762,0.756791,-0.095335,0.188257,0.756791,0.095335,-0.188257,13.809901,3.488748,1.397760,0.542223,-0.034069,0.086613,20.618403,0.597688,20.618369,0.597690,0.323404,0.285193,0.323404,0.285193,2.024868,3.354782,3.918502,2.669663,0.214568,-0.061266,0.101644
26.800000,15.821017,6.867340,-2.222518,0.757765,-0.095181,0.187673,0.757765,0.095181,-0.187673,13.814106,3.506377,1.400636,0.543083,-0.033883,0.085940,20.652357,0.592366,20.652361,0.592371,0.323540,0.285712,0.323540,0.285712,2.006911,3.360963,3.914558,2.660032,0.214682,-0.061298,0.101733
26.832000,15.807078,6.891080,-2.229252,0.758741,-0.095027,0.187107,0.758741,0.095027,-0.187107,13.818259,3.524048,1.403489,0.543948,-0.033697,0.085270,20.686406,0.587071,20.686414,0.587069,0.323677,0.286230,0.323677,0.286230,1.988819,3.367032,3.910538,2.650444,0.214793,-0.061330,0.101837
26.868000,15.792954,6.914751,-2.235967,0.759725,-0.094873,0.186554,0.759725,0.094873,-0.186554,13.822360,3.541760,1.406320,0.544818,-0.033511,0.084601,20.720546,0.581803,20.720585,0.581802,0.323816,0.286747,0.323816,0.286747,1.970594,3.372991,3.906445,2.640898,0.214907,-0.061362,0.101953
26.900000,15.778646,6.938352,-2.242661,0.760713,-0.094720,0.185980,0.760713,0.094720,-0.185980,13.826410,3.559513,1.409129,0.545691,-0.033325,0.083934,20.754772,0.576561,20.754764,0.576568,0.323956,0.287262,0.323956,0.287262,1.952236,3.378839,3.902278,2.631395,0.215022,-0.061395,0.102046
26.932000,15.764153,6.961880,-2.249334,0.761705,-0.094568,0.185400,0.761705,0.094568,-0.185400,13.830409,3.577307,1.411916,0.546569,-0.033138,0.083269,20.789081,0.571347,20.789113,0.571354,0.324098,0.287777,0.324098,0.287777,1.933744,3.384573,3.898038,2.621935,0.215136,-0.061430,0.102131
26.968000,15.749477,6.985336,-2.255988,0.762704,-0.094416,0.184842,0.762704,0.094416,-0.184842,13.834356,3.595142,1.414680,0.547451,-0.032952,0.082606,20.823469,0.566160,20.823469,0.566173,0.324241,0.288290,0.324241,0.288290,1.915121,3.390194,3.893726,2.612518,0.215253,-0.061464,0.102236
27.000000,15.734618,7.008718,-2.262621,0.763705,-0.094264,0.184281,0.763705,0.094264,-0.184281,13.838253,3.613018,1.417423,0.548338,-0.032765,0.081946,20.857931,0.561001,20.857937,0.560995,0.324385,0.288803,0.324385,0.288803,1.896365,3.395700,3.889342,2.603142,0.215367,-0.061499,0.102335
27.032000,15.719578,7.032026,-2.269233,0.764711,-0.094113,0.183701,0.764711,0.094113,-0.183701,13.842100,3.630935,1.420144,0.549228,-0.032579,0.081287,20.892464,0.555869,20.892470,0.555868,0.324531,0.289314,0.324531,0.289314,1.877478,3.401091,3.884886,2.593809,0.215483,-0.061534,0.102414
27.068000,15.704356,7.055258,-2.275824,0.765723,-0.093962,0.183130,0.765723,0.093962,-0.183130,13.845896,3.648893,1.422842,0.550121,-0.032392,0.080631,20.927063,0.550764,20.927063,0.550760,0.324678,0.289824,0.324678,0.289824,1.858460,3.406365,3.880361,2.584519,0.215602,-0.061570,0.102499
27.100000,15.688954,7.078414,-2.282396,0.766736,-0.093812,0.182573,0.766736,0.093812,-0.182573,13.849642,3.666891,1.425519,0.551019,-0.032206,0.079977,20.961725,0.545687,20.961772,0.545687,0.324827,0.290333,0.324827,0.290333,1.839312,3.411523,3.875765,2.575270,0.215717,-0.061606,0.102596
27.132000,15.688954,7.078414,-2.282396,0.766736,-0.093812,0.182573,0.766736,0.093812,-0.182573,13.853339,3.684930,1.428174,0.551920,-0.032019,0.079325,20.996446,0.540637,20.996430,0.540631,0.324976,0.290840,0.324976,0.290840,1.835615,3.393484,3.858136,2.572615,0.214816,-0.061793,0.103248
27.168000,15.673372,7.101492,-2.288947,0.767753,-0.093662,0.182002,0.767753,0.093662,-0.182002,13.856985,3.703009,1.430807,0.552824,-0.031833,0.078676,21.031221,0.535615,21.031205,0.535611,0.325127,0.291346,0.325127,0.291346,1.816387,3.398483,3.853434,2.563432,0.214929,-0.061829,0.103326
27.200000,15.657612,7.124492,-2.295477,0.768777,-0.093512,0.181425,0.768777,0.093512,-0.181425,13.860582,3.721128,1.433419,0.553732,-0.031646,0.078029,21.066047,0.530621,21.066038,0.530610,0.325279,0.291851,0.325279,0.291851,1.797030,3.403364,3.848663,2.554289,0.215045,-0.061866,0.103396
27.232000,15.641673,7.147413,-2.301987,0.769800,-0.093363,0.180862,0.769800,0.093363,-0.180862,13.864131,3.739287,1.436009,0.554642,-0.031460,0.077384,21.100920,0.525654,21.100935,0.525660,0.325433,0.292354,0.325433,0.292354,1.777542,3.408126,3.843823,2.545190,0.215158,-0.061903,0.103478
27.268000,15.625556,7.170254,-2.308476,0.770829,-0.093214,0.180297,0.770829,0.093214,-0.180297,13.867630,3.757487,1.438578,0.555556,-0.031273,0.076742,21.135836,0.520715,21.135832,0.520713,0.325587,0.292856,0.325587,0.292856,1.757926,3.412767,3.838917,2.536131,0.215273,-0.061941,0.103555
27.300000,15.609264,7.193013,-2.314945,0.771862,-0.093066,0.179723,0.771862,0.093066,-0.179723,13.871080,3.775726,1.441125,0.556473,-0.031087,0.076102,21.170792,0.515804,21.170793,0.515817,0.325743,0.293356,0.325743,0.293356,1.738184,3.417287,3.833945,2.527115,0.215389,-0.061979,0.103621
27.332000,15.592795,7.215690,-2.321394,0.772895,-0.092918,0.179154,0.772895,0.092918,-0.179154,13.874482,3.794006,1.443651,0.557393,-0.030900,0.075465,21.205783,0.510920,21.205752,0.510924,0.325899,0.293855,0.325899,0.293855,1.718313,3.421684,3.828906,2.518141,0.215502,-0.062018,0.103689
27.368000,15.576151,7.238285,-2.327822,0.773932,-0.092770,0.178588,0.773932,0.092770,-0.178588,13.877835,3.812325,1.446156,0.558315,-0.030714,0.074830,21.240806,0.506064,21.240827,0.506068,0.326057,0.294353,0.326057,0.294353,1.698316,3.425960,3.823804,2.509208,0.215617,-0.062056,0.103758
27.400000,15.559333,7.260796,-2.334229,0.774972,-0.092622,0.178019,0.774972,0.092622,-0.178019,13.881141,3.830683,1.448640,0.559240,-0.030528,0.074198,21.275856,0.501236,21.275848,0.501230,0.326215,0.294849,0.326215,0.294849,1.678192,3.430113,3.818639,2.500316,0.215732,-0.062094,0.103821
27.432000,15.542341,7.283222,-2.340616,0.776013,-0.092475,0.177450,0.776013,0.092475,-0.177450,13.884399,3.849081,1.451103,0.560168,-0.030342,0.073568,21.310931,0.496436,21.310931,0.496444,0.326375,0.295343,0.326375,0.295343,1.657942,3.434141,3.813410,2.491466,0.215845,-0.062133,0.103882
27.468000,15.525177,7.305562,-2.346983,0.777058,-0.092328,0.176881,0.777058,0.092328,-0.176881,13.887609,3.867519,1.453545,0.561097,-0.030156,0.072942,21.346026,0.491663,21.346013,0.491661,0.326535,0.295836,0.326535,0.295836,1.637568,3.438043,3.808119,2.482657,0.215961,-0.062172,0.103939
27.500000,15.507841,7.327816,-2.353329,0.778103,-0.092181,0.176312,0.778103,0.092181,-0.176312,13.890771,3.885996,1.455966,0.562030,-0.029970,0.072317,21.381138,0.486917,21.381098,0.486914,0.326696,0.296327,0.326696,0.296327,1.617070,3.441820,3.802767,2.473890,0.216073,-0.062211,0.103995
27.532000,15.490333,7.349983,-2.359655,0.779151,-0.092034,0.175746,0.779151,0.092034,-0.175746,13.893887,3.904512,1.458366,0.562964,-0.029784,0.071696,21.416263,0.482200,21.416296,0.482204,0.326859,0.296817,0.326859,0.296817,1.596446,3.445471,3.797356,2.465165,0.216187,-0.062250,0.104050
27.568000,15.472656,7.372061,-2.365960,0.780202,-0.091888,0.175177,0.780202,0.091888,-0.175177,13.896955,3.923067,1.460745,0.563900,-0.029599,0.071077,21.451397,0.477510,21.451439,0.477514,0.327022,0.297305,0.327022,0.297305,1.575701,3.448994,3.791885,2.456480,0.216302,-0.062289,0.104100
