t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,cmd_left_ref,cmd_right_ref
0.000000,0.000163,-0.000000,-0.047140,-0.000036,-0.000002,0.000000,-0.001322,0.000000,-0.000661,-0.000661,0.000000,0.000000
0.033333,0.000162,-0.000000,-0.047140,-0.000011,-0.000002,-0.000000,0.031321,-0.000013,0.015636,0.015685,0.051915,0.051917
0.066667,0.000163,-0.000000,-0.047140,0.000064,-0.000003,-0.000000,0.065585,-0.000025,0.032745,0.032841,0.052596,0.052600
0.100000,0.000167,-0.000000,-0.047140,0.000188,-0.000005,-0.000000,0.101459,-0.000037,0.050659,0.050801,0.053307,0.053313
0.133333,0.000176,-0.000001,-0.047140,0.000362,-0.000008,-0.000000,0.138930,-0.000049,0.069372,0.069559,0.054049,0.054057
0.166667,0.000192,-0.000002,-0.047140,0.000585,-0.000012,-0.000001,0.177986,-0.000060,0.088878,0.089108,0.054822,0.054831
0.200000,0.000215,-0.000004,-0.047140,0.000856,-0.000016,-0.000001,0.218615,-0.000071,0.109171,0.109443,0.055624,0.055635
0.233333,0.000249,-0.000006,-0.047140,0.001175,-0.000021,-0.000001,0.260803,-0.000081,0.130246,0.130557,0.056456,0.056468
0.266667,0.000294,-0.000009,-0.047140,0.001542,-0.000027,-0.000002,0.304540,-0.000091,0.152095,0.152444,0.057316,0.057330
0.300000,0.000352,-0.000013,-0.047140,0.001957,-0.000033,-0.000002,0.349811,-0.000100,0.174713,0.175098,0.058206,0.058221
0.333333,0.000425,-0.000017,-0.047140,0.002419,-0.000041,-0.000003,0.396607,-0.000109,0.198094,0.198513,0.059123,0.059140
0.366667,0.000514,-0.000023,-0.047140,0.002928,-0.000048,-0.000003,0.444913,-0.000117,0.222231,0.222681,0.060069,0.060086
0.400000,0.000620,-0.000030,-0.047140,0.003483,-0.000057,-0.000003,0.494718,-0.000124,0.247119,0.247598,0.061042,0.061060
0.433333,0.000746,-0.000038,-0.047141,0.004085,-0.000066,-0.000004,0.546009,-0.000131,0.272752,0.273257,0.062042,0.062061
0.466667,0.000892,-0.000047,-0.047141,0.004732,-0.000076,-0.000004,0.598774,-0.000137,0.299123,0.299651,0.063068,0.063089
0.500000,0.001061,-0.000058,-0.047141,0.005425,-0.000087,-0.000005,0.653000,-0.000143,0.326226,0.326774,0.064121,0.064143
0.533333,0.001254,-0.000070,-0.047141,0.006163,-0.000098,-0.000005,0.708677,-0.000147,0.354055,0.354621,0.065200,0.065222
0.566667,0.001472,-0.000084,-0.047141,0.006946,-0.000110,-0.000006,0.765790,-0.000151,0.382605,0.383185,0.066304,0.066327
0.600000,0.001717,-0.000099,-0.047141,0.007773,-0.000122,-0.000006,0.824328,-0.000154,0.411868,0.412460,0.067433,0.067456
0.633333,0.001990,-0.000116,-0.047142,0.008645,-0.000135,-0.000007,0.884278,-0.000156,0.441840,0.442439,0.068587,0.068610
0.666667,0.002292,-0.000135,-0.047142,0.009560,-0.000148,-0.000007,0.945629,-0.000157,0.472513,0.473116,0.069765,0.069788
0.700000,0.002626,-0.000156,-0.047142,0.010519,-0.000162,-0.000008,1.008367,-0.000157,0.503882,0.504485,0.070966,0.070989
0.733333,0.002993,-0.000179,-0.047142,0.011522,-0.000177,-0.000008,1.072481,-0.000156,0.535941,0.536541,0.072191,0.072214
0.766667,0.003393,-0.000204,-0.047143,0.012567,-0.000192,-0.000009,1.137958,-0.000154,0.568683,0.569276,0.073439,0.073462
0.800000,0.003830,-0.000231,-0.047143,0.013654,-0.000208,-0.000009,1.204787,-0.000151,0.602102,0.602684,0.074709,0.074731
0.833333,0.004303,-0.000261,-0.047143,0.014784,-0.000224,-0.000009,1.272953,-0.000147,0.636193,0.636760,0.076002,0.076023
0.866667,0.004814,-0.000293,-0.047144,0.015956,-0.000241,-0.000010,1.342446,-0.000142,0.670950,0.671497,0.077316,0.077336
0.900000,0.005365,-0.000327,-0.047144,0.017169,-0.000258,-0.000010,1.413253,-0.000136,0.706365,0.706888,0.078651,0.078671
0.933333,0.005957,-0.000364,-0.047144,0.018423,-0.000275,-0.000010,1.485362,-0.000129,0.742434,0.742928,0.080007,0.080026
0.966667,0.006591,-0.000403,-0.047145,0.019718,-0.000293,-0.000010,1.558760,-0.000120,0.779149,0.779611,0.081384,0.081401
1.000000,0.007269,-0.000445,-0.047145,0.021054,-0.000312,-0.000010,1.633435,-0.000110,0.816506,0.816929,0.082780,0.082796
1.033333,0.007993,-0.000490,-0.047145,0.022429,-0.000331,-0.000010,1.709375,-0.000099,0.854497,0.854878,0.084196,0.084210
1.066667,0.008762,-0.000538,-0.047146,0.023845,-0.000350,-0.000010,1.786567,-0.000087,0.893117,0.893450,0.085631,0.085644
1.100000,0.009580,-0.000589,-0.047146,0.025300,-0.000370,-0.000010,1.864999,-0.000073,0.932360,0.932639,0.087085,0.087096
1.133333,0.010447,-0.000642,-0.047146,0.026795,-0.000390,-0.000010,1.944659,-0.000058,0.972219,0.972440,0.088558,0.088566
1.166667,0.011363,-0.000699,-0.047147,0.028328,-0.000410,-0.000010,2.025535,-0.000041,1.012688,1.012846,0.090048,0.090054
1.200000,0.012332,-0.000758,-0.047147,0.029899,-0.000431,-0.000009,2.107614,-0.000023,1.053762,1.053851,0.091556,0.091559
1.233333,0.013354,-0.000821,-0.047147,0.031509,-0.000452,-0.000009,2.190883,-0.000004,1.095434,1.095449,0.093081,0.093082
1.266667,0.014429,-0.000888,-0.047147,0.033157,-0.000474,-0.000008,2.275331,0.000017,1.137699,1.137633,0.094623,0.094620
1.300000,0.015560,-0.000957,-0.047148,0.034842,-0.000496,-0.000008,2.360946,0.000040,1.180549,1.180397,0.096181,0.096175
1.333333,0.016748,-0.001030,-0.047148,0.036564,-0.000518,-0.000007,2.447714,0.000064,1.223980,1.223735,0.097755,0.097746
1.366667,0.017994,-0.001106,-0.047148,0.038323,-0.000540,-0.000006,2.535624,0.000089,1.267984,1.267641,0.099345,0.099332
1.400000,0.019299,-0.001186,-0.047148,0.040119,-0.000563,-0.000005,2.624664,0.000116,1.312556,1.312108,0.100950,0.100933
1.433333,0.020664,-0.001270,-0.047149,0.041950,-0.000586,-0.000004,2.714820,0.000145,1.357690,1.357131,0.102569,0.102549
1.466667,0.022091,-0.001357,-0.047149,0.043818,-0.000609,-0.000003,2.806081,0.000176,1.403379,1.402702,0.104203,0.104179
1.500000,0.023581,-0.001448,-0.047149,0.045721,-0.000633,-0.000002,2.898435,0.000208,1.449618,1.448817,0.105851,0.105823
1.533333,0.025134,-0.001543,-0.047149,0.047659,-0.000656,-0.000000,2.991869,0.000242,1.496400,1.495468,0.107513,0.107480
1.566667,0.026753,-0.001642,-0.047149,0.049632,-0.000680,0.000001,3.086370,0.000278,1.543720,1.542650,0.109188,0.109150
1.600000,0.028438,-0.001744,-0.047149,0.051639,-0.000704,0.000003,3.181927,0.000316,1.591571,1.590356,0.110876,0.110833
1.633333,0.030190,-0.001851,-0.047148,0.053681,-0.000729,0.000005,3.278527,0.000355,1.639947,1.638580,0.112576,0.112528
1.666667,0.032011,-0.001962,-0.047148,0.055756,-0.000753,0.000007,3.376158,0.000397,1.688842,1.687316,0.114289,0.114235
1.700000,0.033901,-0.002076,-0.047148,0.057865,-0.000778,0.000009,3.474807,0.000440,1.738250,1.736557,0.116013,0.115954
1.733333,0.035862,-0.002195,-0.047148,0.060007,-0.000803,0.000011,3.574463,0.000485,1.788165,1.786298,0.117749,0.117684
1.766667,0.037895,-0.002318,-0.047147,0.062182,-0.000827,0.000014,3.675112,0.000533,1.838581,1.836532,0.119495,0.119425
1.800000,0.040000,-0.002446,-0.047147,0.064389,-0.000853,0.000016,3.776744,0.000582,1.889491,1.887252,0.121253,0.121176
1.833333,0.042180,-0.002577,-0.047146,0.066629,-0.000878,0.000019,3.879344,0.000633,1.940890,1.938454,0.123021,0.122937
1.866667,0.044435,-0.002713,-0.047146,0.068900,-0.000903,0.000022,3.982902,0.000687,1.992772,1.990130,0.124799,0.124709
1.900000,0.046766,-0.002854,-0.047145,0.071203,-0.000928,0.000025,4.087404,0.000743,2.045130,2.042274,0.126587,0.126489
1.933333,0.049174,-0.002999,-0.047144,0.073537,-0.000954,0.000028,4.192838,0.000800,2.097958,2.094880,0.128384,0.128279
1.966667,0.051660,-0.003149,-0.047143,0.075901,-0.000979,0.000032,4.299193,0.000860,2.151251,2.147942,0.130190,0.130078
2.000000,0.054226,-0.003303,-0.047142,0.078296,-0.001005,0.000035,4.406455,0.000922,2.205001,2.201454,0.132004,0.131885
2.033333,0.056871,-0.003462,-0.047141,0.080721,-0.001031,0.000039,4.514613,0.000987,2.259204,2.255408,0.133827,0.133700
2.066667,0.059598,-0.003625,-0.047139,0.083176,-0.001056,0.000043,4.623654,0.001054,2.313853,2.309800,0.135659,0.135523
2.100000,0.062407,-0.003793,-0.047138,0.085661,-0.001082,0.000047,4.733565,0.001123,2.368942,2.364623,0.137497,0.137354
2.133333,0.065300,-0.003966,-0.047136,0.088174,-0.001108,0.000052,4.844335,0.001194,2.424464,2.419871,0.139344,0.139191
2.166667,0.068276,-0.004144,-0.047134,0.090717,-0.001133,0.000056,4.955952,0.001268,2.480415,2.475537,0.141197,0.141036
2.200000,0.071337,-0.004327,-0.047132,0.093288,-0.001159,0.000061,5.068402,0.001345,2.536787,2.531615,0.143057,0.142887
2.233333,0.074485,-0.004514,-0.047130,0.095887,-0.001185,0.000066,5.181674,0.001423,2.593574,2.588099,0.144924,0.144744
2.266667,0.077719,-0.004707,-0.047128,0.098513,-0.001211,0.000071,5.295755,0.001505,2.650771,2.644984,0.146796,0.146607
2.300000,0.081042,-0.004904,-0.047125,0.101167,-0.001236,0.000077,5.410633,0.001589,2.708372,2.702261,0.148675,0.148476
2.333333,0.084453,-0.005107,-0.047123,0.103849,-0.001262,0.000082,5.526295,0.001675,2.766369,2.759926,0.150559,0.150350
2.366667,0.087954,-0.005314,-0.047120,0.106557,-0.001287,0.000088,5.642730,0.001764,2.824758,2.817972,0.152448,0.152229
2.400000,0.091545,-0.005527,-0.047117,0.109291,-0.001313,0.000095,5.759925,0.001856,2.883533,2.876393,0.154343,0.154113
2.433333,0.095228,-0.005745,-0.047114,0.112052,-0.001338,0.000101,5.877868,0.001951,2.942686,2.935182,0.156242,0.156002
2.466667,0.099003,-0.005968,-0.047110,0.114838,-0.001363,0.000108,5.996546,0.002048,3.002212,2.994334,0.158146,0.157894
2.500000,0.102871,-0.006196,-0.047106,0.117650,-0.001388,0.000114,6.115947,0.002148,3.062105,3.053843,0.160053,0.159791
2.533333,0.106833,-0.006430,-0.047102,0.120487,-0.001413,0.000122,6.236059,0.002251,3.122359,3.113701,0.161965,0.161691
2.566667,0.110891,-0.006669,-0.047098,0.123348,-0.001438,0.000129,6.356870,0.002357,3.182967,3.173902,0.163880,0.163594
2.600000,0.115043,-0.006913,-0.047094,0.126235,-0.001463,0.000137,6.478366,0.002466,3.243925,3.234442,0.165799,0.165501
2.633333,0.119293,-0.007162,-0.047089,0.129145,-0.001487,0.000145,6.600537,0.002577,3.305225,3.295312,0.167721,0.167410
2.666667,0.123639,-0.007417,-0.047084,0.132079,-0.001512,0.000153,6.723369,0.002692,3.366861,3.356508,0.169645,0.169323
2.700000,0.128084,-0.007677,-0.047079,0.135036,-0.001536,0.000161,6.846850,0.002809,3.428828,3.418022,0.171572,0.171237
2.733333,0.132627,-0.007943,-0.047073,0.138017,-0.001560,0.000170,6.970968,0.002930,3.491119,3.479849,0.173502,0.173153
2.766667,0.137270,-0.008214,-0.047068,0.141020,-0.001584,0.000179,7.095711,0.003054,3.553728,3.541982,0.175434,0.175072
2.800000,0.142013,-0.008491,-0.047062,0.144046,-0.001608,0.000188,7.221066,0.003181,3.616650,3.604416,0.177367,0.176992
2.833333,0.146857,-0.008773,-0.047055,0.147093,-0.001631,0.000198,7.347021,0.003311,3.679878,3.667143,0.179302,0.178913
2.866667,0.151804,-0.009061,-0.047048,0.150163,-0.001654,0.000208,7.473563,0.003444,3.743406,3.730158,0.181238,0.180835
2.900000,0.156852,-0.009354,-0.047041,0.153254,-0.001678,0.000218,7.600681,0.003581,3.807227,3.793454,0.183176,0.182758
2.933333,0.162004,-0.009653,-0.047034,0.156366,-0.001700,0.000229,7.728362,0.003721,3.871337,3.857025,0.185114,0.184682
2.966667,0.167260,-0.009957,-0.047026,0.159499,-0.001723,0.000239,7.856594,0.003864,3.935728,3.920866,0.187054,0.186607
3.000000,0.172620,-0.010267,-0.047018,0.162652,-0.001745,0.000250,7.985364,0.004011,4.000395,3.984969,0.188993,0.188531
3.033333,0.178086,-0.010583,-0.047009,0.165825,-0.001767,0.000262,8.114660,0.004161,4.065332,4.049328,0.190933,0.190456
3.066667,0.183658,-0.010905,-0.047000,0.169018,-0.001789,0.000274,8.244470,0.004315,4.130533,4.113938,0.192873,0.192380
3.100000,0.189336,-0.011232,-0.046991,0.172231,-0.001811,0.000286,8.374782,0.004472,4.195991,4.178791,0.194813,0.194304
3.133333,0.195122,-0.011565,-0.046981,0.175462,-0.001832,0.000298,8.505583,0.004632,4.261700,4.243883,0.196752,0.196227
3.166667,0.201015,-0.011903,-0.046971,0.178712,-0.001853,0.000311,8.636860,0.004797,4.327655,4.309206,0.198691,0.198149
3.200000,0.207017,-0.012247,-0.046961,0.181981,-0.001874,0.000324,8.768603,0.004965,4.393849,4.374754,0.200629,0.200071
3.233333,0.213128,-0.012597,-0.046950,0.185268,-0.001895,0.000337,8.900797,0.005136,4.460276,4.440521,0.202566,0.201991
3.266667,0.219349,-0.012953,-0.046938,0.188572,-0.001915,0.000351,9.033431,0.005312,4.526930,4.506501,0.204502,0.203909
3.300000,0.225680,-0.013315,-0.046926,0.191894,-0.001935,0.000365,9.166493,0.005491,4.593806,4.572688,0.206436,0.205826
3.333333,0.232122,-0.013682,-0.046914,0.195233,-0.001954,0.000380,9.299971,0.005674,4.660896,4.639074,0.208369,0.207741
3.366667,0.238675,-0.014055,-0.046901,0.198589,-0.001973,0.000394,9.433851,0.005860,4.728196,4.705655,0.210300,0.209654
3.400000,0.245341,-0.014434,-0.046887,0.201961,-0.001992,0.000410,9.568122,0.006051,4.795698,4.772424,0.212229,0.211565
3.433333,0.252119,-0.014819,-0.046874,0.205349,-0.002011,0.000425,9.702771,0.006246,4.863397,4.839375,0.214157,0.213474
3.466667,0.259010,-0.015210,-0.046859,0.208753,-0.002029,0.000441,9.837787,0.006444,4.931287,4.906500,0.216081,0.215379
3.500000,0.266014,-0.015606,-0.046844,0.212172,-0.002047,0.000457,9.973156,0.006647,4.999361,4.973795,0.218004,0.217283
3.533333,0.273133,-0.016008,-0.046829,0.215606,-0.002065,0.000474,10.108867,0.006854,5.067614,5.041253,0.219923,0.219183
3.566667,0.280366,-0.016417,-0.046813,0.219055,-0.002082,0.000491,10.244907,0.007065,5.136039,5.108867,0.221840,0.221080
3.600000,0.287714,-0.016830,-0.046796,0.222519,-0.002099,0.000508,10.381263,0.007280,5.204631,5.176632,0.223754,0.222974
3.633333,0.295178,-0.017250,-0.046779,0.225996,-0.002116,0.000526,10.517934,0.007499,5.273388,5.244546,0.225665,0.224864
3.666667,0.302757,-0.017676,-0.046761,0.229487,-0.002132,0.000545,10.654932,0.007723,5.342317,5.312615,0.227573,0.226752
3.700000,0.310454,-0.018107,-0.046742,0.232992,-0.002148,0.000563,10.792250,0.007950,5.411414,5.380836,0.229478,0.228636
3.733333,0.318267,-0.018545,-0.046723,0.236510,-0.002163,0.000582,10.929876,0.008182,5.480673,5.449202,0.231380,0.230517
3.766667,0.326197,-0.018988,-0.046704,0.240041,-0.002178,0.000602,11.067800,0.008419,5.550090,5.517710,0.233279,0.232394
3.800000,0.334245,-0.019437,-0.046683,0.243584,-0.002193,0.000621,11.206013,0.008660,5.619660,5.586353,0.235175,0.234268
3.833333,0.342412,-0.019892,-0.046662,0.247140,-0.002207,0.000642,11.344504,0.008905,5.689377,5.655127,0.237067,0.236138
3.866667,0.350697,-0.020352,-0.046640,0.250708,-0.002221,0.000662,11.483262,0.009155,5.759237,5.724025,0.238956,0.238005
3.900000,0.359101,-0.020819,-0.046618,0.254288,-0.002235,0.000683,11.622278,0.009409,5.829234,5.793044,0.240841,0.239867
3.933333,0.367624,-0.021291,-0.046595,0.257879,-0.002248,0.000705,11.761542,0.009668,5.899364,5.862178,0.242722,0.241725
3.966667,0.376267,-0.021769,-0.046571,0.261482,-0.002261,0.000727,11.901042,0.009932,5.969621,5.931421,0.244599,0.243579
4.000000,0.385030,-0.022253,-0.046546,0.265095,-0.002273,0.000749,12.040769,0.010200,6.040001,6.000768,0.246472,0.245429
4.033333,0.393914,-0.022743,-0.046521,0.268719,-0.002285,0.000772,12.180712,0.010474,6.110498,6.070215,0.248341,0.247274
4.066667,0.402919,-0.023239,-0.046495,0.272354,-0.002297,0.000796,12.320862,0.010751,6.181107,6.139755,0.250206,0.249115
4.100000,0.412044,-0.023740,-0.046468,0.275999,-0.002308,0.000819,12.461208,0.011034,6.251823,6.209385,0.252066,0.250951
4.133333,0.421292,-0.024247,-0.046440,0.279653,-0.002318,0.000843,12.601740,0.011322,6.322642,6.279098,0.253922,0.252782
4.166667,0.430661,-0.024760,-0.046412,0.283318,-0.002328,0.000868,12.742447,0.011614,6.393558,6.348889,0.255773,0.254608
4.200000,0.440152,-0.025278,-0.046382,0.286991,-0.002338,0.000893,12.883319,0.011911,6.464566,6.418753,0.257620,0.256429
4.233333,0.449766,-0.025803,-0.046352,0.290673,-0.002347,0.000919,13.024347,0.012214,6.535661,6.488685,0.259461,0.258245
4.266667,0.459502,-0.026333,-0.046321,0.294365,-0.002356,0.000945,13.165519,0.012521,6.606839,6.558680,0.261298,0.260056
4.300000,0.469362,-0.026868,-0.046289,0.298064,-0.002365,0.000971,13.306826,0.012834,6.678093,6.628732,0.263130,0.261862
4.333333,0.479345,-0.027410,-0.046256,0.301772,-0.002373,0.000998,13.448257,0.013152,6.749420,6.698837,0.264957,0.263662
4.366667,0.489451,-0.027956,-0.046223,0.305488,-0.002380,0.001026,13.589802,0.013475,6.820813,6.768988,0.266778,0.265457
4.400000,0.499682,-0.028509,-0.046188,0.309212,-0.002387,0.001054,13.731451,0.013803,6.892269,6.839182,0.268595,0.267246
4.433333,0.510036,-0.029067,-0.046152,0.312942,-0.002394,0.001082,13.873193,0.014136,6.963781,6.909412,0.270405,0.269029
4.466667,0.520515,-0.029631,-0.046116,0.316680,-0.002400,0.001111,14.015019,0.014475,7.035346,6.979673,0.272211,0.270807
4.500000,0.531118,-0.030200,-0.046078,0.320425,-0.002406,0.001141,14.156918,0.014819,7.106957,7.049961,0.274011,0.272579
4.533333,0.541847,-0.030775,-0.046040,0.324176,-0.002411,0.001171,14.298879,0.015169,7.178610,7.120269,0.275805,0.274344
4.566667,0.552700,-0.031356,-0.046000,0.327933,-0.002416,0.001201,14.440894,0.015524,7.250300,7.190594,0.277593,0.276104
4.600000,0.563678,-0.031941,-0.045960,0.331697,-0.002421,0.001232,14.582950,0.015884,7.322021,7.260929,0.279376,0.277858
4.633333,0.574782,-0.032533,-0.045918,0.335466,-0.002424,0.001263,14.725039,0.016250,7.393770,7.331269,0.281152,0.279605
4.666667,0.586012,-0.033129,-0.045875,0.339240,-0.002428,0.001295,14.867150,0.016622,7.465540,7.401610,0.282923,0.281346
4.700000,0.597367,-0.033732,-0.045832,0.343020,-0.002431,0.001328,15.009272,0.016999,7.537326,7.471945,0.284687,0.283080
4.733333,0.608848,-0.034339,-0.045787,0.346804,-0.002434,0.001361,15.151395,0.017382,7.609125,7.542270,0.286446,0.284809
4.766667,0.620456,-0.034952,-0.045741,0.350593,-0.002436,0.001395,15.293510,0.017771,7.680930,7.612580,0.288198,0.286530
4.800000,0.632189,-0.035570,-0.045694,0.354386,-0.002437,0.001429,15.435606,0.018165,7.752736,7.682869,0.289944,0.288245
4.833333,0.644049,-0.036193,-0.045646,0.358183,-0.002439,0.001463,15.577672,0.018566,7.824539,7.753133,0.291683,0.289953
4.866667,0.656036,-0.036822,-0.045596,0.361984,-0.002440,0.001499,15.719699,0.018972,7.896334,7.823365,0.293416,0.291655
4.900000,0.668149,-0.037456,-0.045546,0.365789,-0.002440,0.001534,15.861675,0.019384,7.968114,7.893561,0.295142,0.293349
4.933333,0.680389,-0.038095,-0.045494,0.369596,-0.002440,0.001571,16.003592,0.019802,8.039877,7.963715,0.296862,0.295037
4.966667,0.692756,-0.038739,-0.045441,0.373407,-0.002440,0.001607,16.145439,0.020226,8.111615,8.033823,0.298575,0.296717
5.000000,0.705250,-0.039388,-0.045387,0.377220,-0.002439,0.001645,16.287205,0.020656,8.183325,8.103879,0.300282,0.298391
5.033333,0.717871,-0.040042,-0.045331,0.381035,-0.002437,0.001683,16.428880,0.021092,8.255002,8.173878,0.301981,0.300057
5.066667,0.730619,-0.040701,-0.045275,0.384852,-0.002436,0.001721,16.570454,0.021534,8.326639,8.243815,0.303674,0.301716
5.100000,0.743494,-0.041366,-0.045217,0.388672,-0.002434,0.001760,16.711917,0.021983,8.398233,8.313684,0.305359,0.303368
5.133333,0.756497,-0.042035,-0.045157,0.392492,-0.002431,0.001800,16.853258,0.022438,8.469778,8.383480,0.307038,0.305012
5.166667,0.769626,-0.042709,-0.045097,0.396314,-0.002428,0.001840,16.994468,0.022898,8.541269,8.453199,0.308709,0.306649
5.200000,0.782883,-0.043387,-0.045035,0.400137,-0.002425,0.001881,17.135536,0.023366,8.612702,8.522834,0.310374,0.308279
5.233333,0.796268,-0.044071,-0.044971,0.403961,-0.002421,0.001923,17.276451,0.023839,8.684070,8.592381,0.312031,0.309901
5.266667,0.809780,-0.044759,-0.044906,0.407785,-0.002417,0.001965,17.417204,0.024319,8.755369,8.661835,0.313681,0.311515
5.300000,0.823419,-0.045452,-0.044840,0.411609,-0.002413,0.002007,17.557785,0.024805,8.826595,8.731190,0.315323,0.313122
5.333333,0.837185,-0.046150,-0.044773,0.415433,-0.002408,0.002051,17.698182,0.025298,8.897741,8.800441,0.316959,0.314721
5.366667,0.851079,-0.046852,-0.044704,0.419256,-0.002403,0.002094,17.838387,0.025797,8.968803,8.869584,0.318586,0.316312
5.400000,0.865101,-0.047559,-0.044633,0.423079,-0.002397,0.002139,17.978388,0.026303,9.039776,8.938611,0.320206,0.317895
5.433333,0.879249,-0.048270,-0.044561,0.426900,-0.002391,0.002184,18.118175,0.026815,9.110655,9.007520,0.321819,0.319471
5.466667,0.893525,-0.048986,-0.044487,0.430721,-0.002385,0.002230,18.257739,0.027334,9.181435,9.076304,0.323424,0.321038
5.500000,0.907929,-0.049706,-0.044412,0.434539,-0.002379,0.002276,18.397068,0.027860,9.252110,9.144958,0.325021,0.322598
5.533333,0.922459,-0.050431,-0.044336,0.438356,-0.002372,0.002323,18.536153,0.028392,9.322676,9.213477,0.326611,0.324149
5.566667,0.937117,-0.051160,-0.044257,0.442171,-0.002365,0.002370,18.674984,0.028931,9.393128,9.281856,0.328193,0.325692
5.600000,0.951901,-0.051892,-0.044178,0.445984,-0.002357,0.002419,18.813550,0.029476,9.463460,9.350090,0.329767,0.327227
5.633333,0.966813,-0.052630,-0.044096,0.449793,-0.002349,0.002467,18.951841,0.030029,9.533668,9.418173,0.331333,0.328754
5.666667,0.981851,-0.053371,-0.044013,0.453600,-0.002341,0.002517,19.089847,0.030588,9.603747,9.486100,0.332891,0.330272
5.700000,0.997017,-0.054116,-0.043928,0.457404,-0.002333,0.002567,19.227557,0.031154,9.673691,9.553867,0.334441,0.331782
5.733333,1.012309,-0.054865,-0.043842,0.461204,-0.002325,0.002618,19.364962,0.031727,9.743495,9.621467,0.335983,0.333284
5.766667,1.027727,-0.055618,-0.043754,0.465000,-0.002316,0.002669,19.502051,0.032307,9.813155,9.688896,0.337516,0.334777
5.800000,1.043272,-0.056375,-0.043664,0.468792,-0.002307,0.002721,19.638813,0.032894,9.882665,9.756149,0.339042,0.336262
5.833333,1.058944,-0.057136,-0.043572,0.472580,-0.002297,0.002774,19.775240,0.033488,9.952020,9.823220,0.340560,0.337738
5.866667,1.074741,-0.057901,-0.043479,0.476363,-0.002288,0.002827,19.911320,0.034089,10.021216,9.890104,0.342069,0.339205
5.900000,1.090664,-0.058669,-0.043384,0.480142,-0.002278,0.002881,20.047043,0.034697,10.090247,9.956796,0.343570,0.340664
5.933333,1.106714,-0.059441,-0.043287,0.483915,-0.002268,0.002936,20.182399,0.035312,10.159108,10.023291,0.345063,0.342114
5.966667,1.122889,-0.060216,-0.043188,0.487682,-0.002258,0.002992,20.317377,0.035935,10.227794,10.089584,0.346547,0.343556
6.000000,1.139189,-0.060995,-0.043088,0.491444,-0.002248,0.003048,20.451969,0.036564,10.296300,10.155669,0.348023,0.344988
6.033333,1.155615,-0.061777,-0.042985,0.495200,-0.002237,0.003104,20.586163,0.037201,10.364621,10.221542,0.349490,0.346412
6.066667,1.172165,-0.062562,-0.042881,0.498950,-0.002227,0.003162,20.719948,0.037844,10.432752,10.287196,0.350949,0.347827
6.100000,1.188841,-0.063351,-0.042774,0.502693,-0.002216,0.003220,20.853316,0.038495,10.500688,10.352628,0.352399,0.349233
6.133333,1.205641,-0.064143,-0.042666,0.506429,-0.002205,0.003279,20.986255,0.039154,10.568424,10.417832,0.353841,0.350630
6.166667,1.222566,-0.064938,-0.042556,0.510158,-0.002194,0.003339,21.118756,0.039820,10.635954,10.482802,0.355274,0.352018
6.200000,1.239614,-0.065736,-0.042443,0.513880,-0.002183,0.003399,21.250808,0.040493,10.703274,10.547534,0.356698,0.353397
6.233333,1.256787,-0.066537,-0.042329,0.517594,-0.002172,0.003460,21.382401,0.041173,10.770379,10.612022,0.358114,0.354767
6.266667,1.274084,-0.067341,-0.042213,0.521299,-0.002161,0.003522,21.513525,0.041861,10.837264,10.676262,0.359521,0.356127
6.300000,1.291503,-0.068148,-0.042094,0.524997,-0.002150,0.003584,21.644170,0.042556,10.903923,10.740247,0.360919,0.357479
6.333333,1.309046,-0.068957,-0.041974,0.528686,-0.002139,0.003647,21.774325,0.043258,10.970352,10.803973,0.362308,0.358821
6.366667,1.326712,-0.069769,-0.041851,0.532367,-0.002127,0.003711,21.903980,0.043968,11.036545,10.867435,0.363688,0.360154
6.400000,1.344500,-0.070584,-0.041726,0.536038,-0.002116,0.003776,22.033125,0.044686,11.102497,10.930628,0.365059,0.361477
6.433333,1.362411,-0.071401,-0.041599,0.539700,-0.002105,0.003841,22.161750,0.045411,11.168204,10.993546,0.366421,0.362792
6.466667,1.380443,-0.072220,-0.041470,0.543352,-0.002094,0.003907,22.289844,0.046144,11.233660,11.056184,0.367775,0.364097
6.500000,1.398597,-0.073042,-0.041339,0.546995,-0.002082,0.003974,22.417398,0.046884,11.298861,11.118537,0.369119,0.365392
6.533333,1.416873,-0.073866,-0.041205,0.550627,-0.002071,0.004042,22.544401,0.047632,11.363800,11.180601,0.370454,0.366678
6.566667,1.435269,-0.074692,-0.041069,0.554249,-0.002060,0.004110,22.670843,0.048387,11.428474,11.242369,0.371780,0.367955
6.600000,1.453786,-0.075520,-0.040931,0.557860,-0.002049,0.004179,22.796713,0.049150,11.492876,11.303837,0.373097,0.369221
6.633333,1.472423,-0.076350,-0.040791,0.561460,-0.002038,0.004249,22.922002,0.049921,11.557003,11.364999,0.374404,0.370479
6.666667,1.491179,-0.077182,-0.040648,0.565048,-0.002027,0.004320,23.046700,0.050699,11.620849,11.425851,0.375703,0.371726
6.700000,1.510056,-0.078016,-0.040503,0.568626,-0.002017,0.004391,23.170795,0.051486,11.684408,11.486387,0.376992,0.372964
6.733333,1.529051,-0.078851,-0.040355,0.572191,-0.002006,0.004463,23.294279,0.052279,11.747676,11.546602,0.378272,0.374193
