t,x,y,psi,u,v,r,tau_u,tau_r,tau_v,T1,T2,jerk_x,jerk_y
89.433333,31.476255,7.612740,-2.088357,0.434710,-0.000000,-0.117252,16.104635,-1.030711,-1.076928,6.070181,10.034454,-0.001698,-0.002199
89.466667,31.469059,7.600158,-2.092264,0.434906,-0.000000,-0.117175,16.118004,-1.028606,-1.076705,6.080914,10.037090,-0.001688,-0.002215
89.500000,31.461811,7.587599,-2.096168,0.435112,0.000000,-0.117090,16.131733,-1.026439,-1.076440,6.091946,10.039787,-0.001678,-0.002230
89.533333,31.454511,7.575063,-2.100070,0.435328,0.000000,-0.116999,16.145821,-1.024210,-1.076131,6.103276,10.042545,-0.001667,-0.002245
89.566667,31.447158,7.562548,-2.103968,0.435554,-0.000000,-0.116900,16.160268,-1.021921,-1.075779,6.114902,10.045366,-0.001657,-0.002260
89.600000,31.439753,7.550056,-2.107863,0.435789,0.000000,-0.116794,16.175072,-1.019571,-1.075385,6.126823,10.048249,-0.001646,-0.002274
89.633333,31.432294,7.537586,-2.111754,0.436034,-0.000000,-0.116681,16.190233,-1.017161,-1.074947,6.139037,10.051196,-0.001635,-0.002289
89.666667,31.424783,7.525138,-2.115642,0.436288,-0.000000,-0.116561,16.205751,-1.014693,-1.074467,6.151542,10.054208,-0.001624,-0.002303
89.700000,31.417219,7.512712,-2.119525,0.436553,0.000000,-0.116433,16.221624,-1.012166,-1.073944,6.164338,10.057286,-0.001613,-0.002317
89.733333,31.409603,7.500307,-2.123404,0.436827,-0.000000,-0.116299,16.237852,-1.009582,-1.073377,6.177422,10.060430,-0.001601,-0.002331
89.766667,31.401933,7.487924,-2.127278,0.437111,-0.000000,-0.116158,16.254435,-1.006941,-1.072769,6.190793,10.063642,-0.001590,-0.002345
89.800000,31.394211,7.475563,-2.131148,0.437404,0.000000,-0.116009,16.271370,-1.004243,-1.072117,6.204448,10.066923,-0.001578,-0.002359
89.833333,31.386435,7.463223,-2.135012,0.437707,0.000000,-0.115854,16.288658,-1.001490,-1.071423,6.218386,10.070272,-0.001566,-0.002373
89.866667,31.378606,7.450905,-2.138871,0.438020,0.000000,-0.115691,16.306297,-0.998683,-1.070686,6.232605,10.073692,-0.001554,-0.002386
89.900000,31.370724,7.438609,-2.142725,0.438342,-0.000000,-0.115522,16.324287,-0.995821,-1.069907,6.247103,10.077183,-0.001542,-0.002399
89.933333,31.362789,7.426333,-2.146573,0.438675,-0.000000,-0.115346,16.342626,-0.992906,-1.069085,6.261879,10.080747,-0.001529,-0.002412
89.966667,31.354801,7.414079,-2.150415,0.439017,-0.000000,-0.115163,16.361313,-0.989938,-1.068221,6.276929,10.084383,-0.001517,-0.002425
90.000000,31.346759,7.401845,-2.154250,0.439368,-0.000000,-0.114973,16.380347,-0.986919,-1.067315,6.292253,10.088094,-0.001504,-0.002438
90.033333,31.338664,7.389633,-2.158080,0.439729,-0.000000,-0.114777,16.399727,-0.983848,-1.066367,6.307848,10.091880,-0.001492,-0.002450
90.066667,31.330515,7.377442,-2.161902,0.440100,-0.000000,-0.114574,16.419452,-0.980728,-1.065377,6.323711,10.095741,-0.001479,-0.002463
90.100000,31.322313,7.365271,-2.165718,0.440480,-0.000000,-0.114364,16.439521,-0.977558,-1.064345,6.339841,10.099680,-0.001466,-0.002475
90.133333,31.314058,7.353122,-2.169527,0.440870,0.000000,-0.114148,16.459933,-0.974340,-1.063272,6.356236,10.103697,-0.001452,-0.002487
90.166667,31.305749,7.340993,-2.173328,0.441270,-0.000000,-0.113925,16.480685,-0.971074,-1.062157,6.372893,10.107793,-0.001439,-0.002499
90.200000,31.297386,7.328884,-2.177122,0.441679,-0.000000,-0.113695,16.501778,-0.967761,-1.061001,6.389809,10.111969,-0.001425,-0.002510
90.233333,31.288969,7.316796,-2.180907,0.442097,0.000000,-0.113459,16.523209,-0.964403,-1.059804,6.406984,10.116225,-0.001412,-0.002522
90.266667,31.280499,7.304728,-2.184685,0.442526,-0.000000,-0.113217,16.544977,-0.960999,-1.058566,6.424414,10.120564,-0.001398,-0.002533
90.300000,31.271975,7.292681,-2.188455,0.442963,0.000000,-0.112969,16.567082,-0.957551,-1.057287,6.442097,10.124985,-0.001384,-0.002544
90.333333,31.263397,7.280654,-2.192217,0.443410,0.000000,-0.112714,16.589520,-0.954060,-1.055967,6.460030,10.129490,-0.001370,-0.002555
90.366667,31.254765,7.268647,-2.195970,0.443867,0.000000,-0.112453,16.612292,-0.950526,-1.054607,6.478211,10.134080,-0.001355,-0.002566
90.400000,31.246079,7.256659,-2.199714,0.444333,0.000000,-0.112186,16.635395,-0.946950,-1.053208,6.496639,10.138756,-0.001341,-0.002577
90.433333,31.237339,7.244692,-2.203449,0.444808,-0.000000,-0.111913,16.658827,-0.943334,-1.051768,6.515309,10.143518,-0.001326,-0.002588
90.466667,31.228545,7.232745,-2.207174,0.445293,0.000000,-0.111634,16.682589,-0.939678,-1.050289,6.534220,10.148368,-0.001311,-0.002598
90.500000,31.219697,7.220817,-2.210891,0.445787,-0.000000,-0.111349,16.706677,-0.935984,-1.048770,6.553370,10.153307,-0.001296,-0.002608
90.533333,31.210794,7.208909,-2.214598,0.446291,-0.000000,-0.111058,16.731090,-0.932251,-1.047212,6.572755,10.158335,-0.001281,-0.002618
90.566667,31.201838,7.197020,-2.218295,0.446803,0.000000,-0.110762,16.755826,-0.928481,-1.045615,6.592374,10.163453,-0.001266,-0.002628
90.600000,31.192827,7.185151,-2.221982,0.447325,-0.000000,-0.110459,16.780885,-0.924674,-1.043980,6.612223,10.168662,-0.001251,-0.002638
90.633333,31.183762,7.173301,-2.225659,0.447857,0.000000,-0.110151,16.806264,-0.920833,-1.042306,6.632300,10.173964,-0.001235,-0.002647
90.666667,31.174643,7.161470,-2.229325,0.448397,0.000000,-0.109838,16.831961,-0.916957,-1.040595,6.652602,10.179359,-0.001219,-0.002657
90.700000,31.165469,7.149658,-2.232981,0.448947,0.000000,-0.109519,16.857975,-0.913047,-1.038845,6.673127,10.184847,-0.001204,-0.002666
90.733333,31.156241,7.137866,-2.236627,0.449505,0.000000,-0.109195,16.884304,-0.909105,-1.037058,6.693873,10.190431,-0.001188,-0.002675
90.766667,31.146958,7.126092,-2.240261,0.450073,-0.000000,-0.108865,16.910946,-0.905131,-1.035234,6.714836,10.196110,-0.001171,-0.002684
90.800000,31.137621,7.114337,-2.243884,0.450650,0.000000,-0.108530,16.937899,-0.901127,-1.033372,6.736014,10.201885,-0.001155,-0.002693
90.833333,31.128229,7.102601,-2.247496,0.451236,-0.000000,-0.108190,16.965162,-0.897092,-1.031475,6.757404,10.207758,-0.001139,-0.002701
90.866667,31.118782,7.090884,-2.251097,0.451831,0.000000,-0.107845,16.992732,-0.893028,-1.029541,6.779003,10.213728,-0.001122,-0.002710
90.900000,31.109281,7.079185,-2.254686,0.452435,-0.000000,-0.107495,17.020608,-0.888937,-1.027570,6.800810,10.219798,-0.001105,-0.002718
90.933333,31.099725,7.067504,-2.258263,0.453048,-0.000000,-0.107140,17.048788,-0.884818,-1.025565,6.822821,10.225967,-0.001088,-0.002726
90.966667,31.090115,7.055842,-2.261829,0.453670,0.000000,-0.106781,17.077269,-0.880673,-1.023524,6.845033,10.232236,-0.001071,-0.002734
91.000000,31.080449,7.044198,-2.265382,0.454301,-0.000000,-0.106416,17.106050,-0.876502,-1.021448,6.867444,10.238606,-0.001054,-0.002742
91.033333,31.070729,7.032572,-2.268923,0.454940,0.000000,-0.106047,17.135130,-0.872307,-1.019337,6.890052,10.245078,-0.001037,-0.002749
91.066667,31.060954,7.020964,-2.272452,0.455588,0.000000,-0.105673,17.164505,-0.868088,-1.017192,6.912852,10.251652,-0.001019,-0.002757
91.100000,31.051124,7.009374,-2.275968,0.456245,0.000000,-0.105295,17.194174,-0.863846,-1.015013,6.935844,10.258330,-0.001001,-0.002764
91.133333,31.041239,6.997802,-2.279471,0.456911,0.000000,-0.104912,17.224134,-0.859583,-1.012800,6.959024,10.265111,-0.000983,-0.002771
91.166667,31.031299,6.986248,-2.282962,0.457585,0.000000,-0.104526,17.254385,-0.855298,-1.010555,6.982389,10.271996,-0.000965,-0.002778
91.200000,31.021305,6.974711,-2.286440,0.458268,0.000000,-0.104134,17.284923,-0.850993,-1.008276,7.005936,10.278986,-0.000947,-0.002785
91.233333,31.011255,6.963192,-2.289904,0.458959,-0.000000,-0.103739,17.315746,-0.846669,-1.005965,7.029664,10.286082,-0.000929,-0.002791
91.266667,31.001150,6.951690,-2.293356,0.459659,0.000000,-0.103340,17.346853,-0.842326,-1.003621,7.053569,10.293284,-0.000911,-0.002798
91.300000,30.990990,6.940205,-2.296794,0.460367,0.000000,-0.102937,17.378241,-0.837966,-1.001246,7.077648,10.300593,-0.000892,-0.002804
91.333333,30.980774,6.928738,-2.300218,0.461084,0.000000,-0.102530,17.409908,-0.833588,-0.998839,7.101899,10.308008,-0.000873,-0.002810
91.366667,30.970504,6.917287,-2.303629,0.461809,0.000000,-0.102119,17.441852,-0.829195,-0.996402,7.126320,10.315532,-0.000854,-0.002816
91.400000,30.960178,6.905854,-2.307026,0.462543,0.000000,-0.101705,17.474070,-0.824787,-0.993933,7.150907,10.323163,-0.000835,-0.002822
91.433333,30.949798,6.894438,-2.310409,0.463284,-0.000000,-0.101286,17.506561,-0.820364,-0.991435,7.175658,10.330903,-0.000816,-0.002827
91.466667,30.939361,6.883038,-2.313779,0.464034,-0.000000,-0.100865,17.539322,-0.815927,-0.988906,7.200570,10.338752,-0.000796,-0.002833
91.500000,30.928870,6.871655,-2.317134,0.464792,0.000000,-0.100440,17.572351,-0.811478,-0.986348,7.225641,10.346710,-0.000777,-0.002838
91.533333,30.918323,6.860288,-2.320475,0.465558,-0.000000,-0.100012,17.605646,-0.807017,-0.983761,7.250868,10.354778,-0.000757,-0.002843
91.566667,30.907721,6.848938,-2.323801,0.466333,-0.000000,-0.099580,17.639204,-0.802544,-0.981145,7.276248,10.362956,-0.000737,-0.002848
91.600000,30.897064,6.837605,-2.327113,0.467115,-0.000000,-0.099145,17.673024,-0.798061,-0.978501,7.301779,10.371245,-0.000717,-0.002853
91.633333,30.886351,6.826287,-2.330411,0.467905,0.000000,-0.098708,17.707102,-0.793568,-0.975829,7.327458,10.379644,-0.000697,-0.002857
91.666667,30.875582,6.814986,-2.333694,0.468703,-0.000000,-0.098267,17.741436,-0.789067,-0.973129,7.353282,10.388154,-0.000677,-0.002862
91.700000,30.864758,6.803701,-2.336962,0.469509,-0.000000,-0.097823,17.776025,-0.784557,-0.970402,7.379250,10.396776,-0.000656,-0.002866
91.733333,30.853879,6.792432,-2.340215,0.470323,0.000000,-0.097377,17.810866,-0.780039,-0.967649,7.405357,10.405509,-0.000636,-0.002870
91.766667,30.842944,6.781178,-2.343454,0.471144,-0.000000,-0.096928,17.845956,-0.775515,-0.964869,7.431603,10.414353,-0.000615,-0.002874
91.800000,30.831954,6.769941,-2.346677,0.471973,0.000000,-0.096476,17.881293,-0.770985,-0.962063,7.457983,10.423310,-0.000594,-0.002878
91.833333,30.820908,6.758719,-2.349885,0.472810,0.000000,-0.096022,17.916875,-0.766449,-0.959231,7.484496,10.432378,-0.000573,-0.002882
91.866667,30.809807,6.747512,-2.353079,0.473654,-0.000000,-0.095566,17.952699,-0.761909,-0.956374,7.511140,10.441559,-0.000552,-0.002885
91.900000,30.798649,6.736321,-2.356257,0.474506,-0.000000,-0.095107,17.988763,-0.757365,-0.953493,7.537911,10.450852,-0.000530,-0.002888
91.933333,30.787437,6.725145,-2.359419,0.475366,0.000000,-0.094646,18.025064,-0.752817,-0.950587,7.564807,10.460257,-0.000509,-0.002892
91.966667,30.776168,6.713984,-2.362566,0.476232,0.000000,-0.094182,18.061601,-0.748267,-0.947658,7.591826,10.469775,-0.000487,-0.002895
92.000000,30.764844,6.702838,-2.365698,0.477106,-0.000000,-0.093717,18.098370,-0.743714,-0.944704,7.618965,10.479405,-0.000465,-0.002897
92.033333,30.753465,6.691708,-2.368814,0.477988,0.000000,-0.093249,18.135370,-0.739160,-0.941728,7.646222,10.489147,-0.000443,-0.002900
92.066667,30.742029,6.680592,-2.371915,0.478876,-0.000000,-0.092780,18.172597,-0.734606,-0.938729,7.673595,10.499002,-0.000421,-0.002902
92.100000,30.730538,6.669491,-2.374999,0.479772,-0.000000,-0.092308,18.210049,-0.730051,-0.935707,7.701080,10.508969,-0.000399,-0.002905
92.133333,30.718991,6.658405,-2.378068,0.480675,0.000000,-0.091835,18.247724,-0.725497,-0.932664,7.728676,10.519049,-0.000376,-0.002907
92.166667,30.707389,6.647333,-2.381122,0.481585,0.000000,-0.091361,18.285620,-0.720944,-0.929599,7.756379,10.529240,-0.000354,-0.002909
92.200000,30.695730,6.636275,-2.384159,0.482501,-0.000000,-0.090884,18.323733,-0.716392,-0.926513,7.784189,10.539544,-0.000331,-0.002911
92.233333,30.684016,6.625232,-2.387181,0.483425,-0.000000,-0.090407,18.362062,-0.711843,-0.923406,7.812102,10.549960,-0.000308,-0.002912
92.266667,30.672246,6.614203,-2.390186,0.484356,0.000000,-0.089927,18.400603,-0.707297,-0.920279,7.840116,10.560487,-0.000285,-0.002914
92.300000,30.660421,6.603189,-2.393176,0.485293,-0.000000,-0.089447,18.439355,-0.702753,-0.917132,7.868229,10.571126,-0.000262,-0.002915
92.333333,30.648539,6.592188,-2.396149,0.486237,0.000000,-0.088965,18.478315,-0.698214,-0.913966,7.896438,10.581877,-0.000238,-0.002916
92.366667,30.636602,6.581201,-2.399107,0.487188,-0.000000,-0.088482,18.517480,-0.693679,-0.910780,7.924742,10.592738,-0.000215,-0.002917
92.400000,30.624609,6.570228,-2.402048,0.488145,0.000000,-0.087998,18.556848,-0.689149,-0.907576,7.953137,10.603710,-0.000191,-0.002918
92.433333,30.612560,6.559269,-2.404973,0.489109,-0.000000,-0.087512,18.596416,-0.684624,-0.904353,7.981622,10.614793,-0.000167,-0.002919
92.466667,30.600455,6.548323,-2.407882,0.490080,0.000000,-0.087026,18.636181,-0.680106,-0.901113,8.010195,10.625986,-0.000143,-0.002919
92.500000,30.588295,6.537390,-2.410775,0.491057,-0.000000,-0.086539,18.676142,-0.675594,-0.897854,8.038853,10.637290,-0.000119,-0.002919
92.533333,30.576078,6.526471,-2.413652,0.492040,-0.000000,-0.086051,18.716296,-0.671088,-0.894579,8.067593,10.648702,-0.000095,-0.002920
92.566667,30.563806,6.515566,-2.416512,0.493029,0.000000,-0.085562,18.756639,-0.666590,-0.891287,8.096415,10.660224,-0.000070,-0.002920
92.600000,30.551478,6.504673,-2.419356,0.494025,-0.000000,-0.085073,18.797170,-0.662100,-0.887978,8.125316,10.671855,-0.000046,-0.002919
92.633333,30.539094,6.493793,-2.422183,0.495027,-0.000000,-0.084583,18.837886,-0.657618,-0.884654,8.154292,10.683594,-0.000021,-0.002919
92.666667,30.526654,6.482927,-2.424995,0.496035,0.000000,-0.084092,18.878784,-0.653145,-0.881313,8.183344,10.695441,0.000004,-0.002919
92.700000,30.514158,6.472073,-2.427789,0.497049,0.000000,-0.083601,18.919862,-0.648681,-0.877958,8.212468,10.707395,0.000029,-0.002918
92.733333,30.501607,6.461232,-2.430568,0.498069,0.000000,-0.083110,18.961118,-0.644227,-0.874588,8.241661,10.719456,0.000054,-0.002917
92.766667,30.489000,6.450403,-2.433330,0.499094,-0.000000,-0.082618,19.002548,-0.639782,-0.871203,8.270924,10.731624,0.000080,-0.002916
92.800000,30.476336,6.439587,-2.436076,0.500126,-0.000000,-0.082126,19.044150,-0.635348,-0.867804,8.300252,10.743898,0.000105,-0.002915
92.833333,30.463617,6.428784,-2.438805,0.501163,0.000000,-0.081633,19.085921,-0.630925,-0.864391,8.329644,10.756277,0.000131,-0.002914
92.866667,30.450842,6.417992,-2.441518,0.502206,0.000000,-0.081141,19.127860,-0.626512,-0.860965,8.359099,10.768761,0.000157,-0.002912
92.900000,30.438012,6.407213,-2.444215,0.503255,-0.000000,-0.080649,19.169962,-0.622111,-0.857526,8.388613,10.781349,0.000183,-0.002910
92.933333,30.425125,6.396446,-2.446895,0.504309,0.000000,-0.080156,19.212227,-0.617722,-0.854074,8.418186,10.794041,0.000209,-0.002909
92.966667,30.412183,6.385691,-2.449558,0.505369,0.000000,-0.079664,19.254650,-0.613346,-0.850610,8.447814,10.806836,0.000235,-0.002907
93.000000,30.399185,6.374947,-2.452205,0.506434,-0.000000,-0.079171,19.297230,-0.608981,-0.847134,8.477497,10.819733,0.000262,-0.002904
93.033333,30.386131,6.364215,-2.454836,0.507505,0.000000,-0.078679,19.339964,-0.604630,-0.843646,8.507232,10.832732,0.000288,-0.002902
93.066667,30.373021,6.353495,-2.457451,0.508581,0.000000,-0.078187,19.382850,-0.600292,-0.840148,8.537017,10.845832,0.000315,-0.002900
93.100000,30.359855,6.342787,-2.460049,0.509662,0.000000,-0.077695,19.425884,-0.595967,-0.836638,8.566851,10.859033,0.000342,-0.002897
93.133333,30.346634,6.332090,-2.462630,0.510748,0.000000,-0.077204,19.469064,-0.591656,-0.833118,8.596731,10.872332,0.000369,-0.002894
93.166667,30.333357,6.321404,-2.465196,0.511839,-0.000000,-0.076713,19.512388,-0.587359,-0.829587,8.626656,10.885731,0.000396,-0.002891
93.200000,30.320024,6.310730,-2.467745,0.512935,0.000000,-0.076222,19.555852,-0.583077,-0.826047,8.656624,10.899228,0.000423,-0.002888
93.233333,30.306635,6.300066,-2.470277,0.514037,0.000000,-0.075732,19.599455,-0.578809,-0.822497,8.686633,10.912822,0.000451,-0.002885
93.266667,30.293191,6.289414,-2.472793,0.515143,-0.000000,-0.075242,19.643194,-0.574556,-0.818938,8.716681,10.926513,0.000479,-0.002881
93.300000,30.279691,6.278772,-2.475293,0.516254,-0.000000,-0.074753,19.687065,-0.570319,-0.815371,8.746766,10.940299,0.000507,-0.002878
93.333333,30.266135,6.268141,-2.477777,0.517369,0.000000,-0.074265,19.731067,-0.566096,-0.811795,8.776887,10.954181,0.000535,-0.002874
93.366667,30.252524,6.257521,-2.480244,0.518490,0.000000,-0.073777,19.775197,-0.561890,-0.808210,8.807041,10.968156,0.000563,-0.002870
93.400000,30.238857,6.246911,-2.482695,0.519615,0.000000,-0.073290,19.819453,-0.557699,-0.804618,8.837228,10.982225,0.000591,-0.002866
93.433333,30.225135,6.236312,-2.485130,0.520744,0.000000,-0.072804,19.863830,-0.553525,-0.801018,8.867445,10.996386,0.000619,-0.002861
93.466667,30.211356,6.225723,-2.487549,0.521878,0.000000,-0.072319,19.908328,-0.549366,-0.797411,8.897690,11.010638,0.000648,-0.002857
93.500000,30.197523,6.215145,-2.489952,0.523016,0.000000,-0.071834,19.952944,-0.545225,-0.793797,8.927963,11.024981,0.000677,-0.002852
93.533333,30.183633,6.204576,-2.492338,0.524159,-0.000000,-0.071351,19.997674,-0.541100,-0.790177,8.958260,11.039414,0.000706,-0.002848
93.566667,30.169689,6.194018,-2.494708,0.525306,0.000000,-0.070868,20.042516,-0.536992,-0.786550,8.988581,11.053935,0.000735,-0.002843
93.600000,30.155688,6.183469,-2.497063,0.526457,-0.000000,-0.070387,20.087468,-0.532901,-0.782917,9.018924,11.068544,0.000764,-0.002838
93.633333,30.141633,6.172931,-2.499401,0.527612,-0.000000,-0.069906,20.132527,-0.528828,-0.779279,9.049286,11.083240,0.000793,-0.002832
93.666667,30.127521,6.162402,-2.501723,0.528771,0.000000,-0.069427,20.177690,-0.524772,-0.775635,9.079668,11.098022,0.000823,-0.002827
93.700000,30.113355,6.151882,-2.504029,0.529935,-0.000000,-0.068949,20.222955,-0.520734,-0.771986,9.110066,11.112889,0.000853,-0.002821
93.733333,30.099133,6.141372,-2.506320,0.531102,-0.000000,-0.068472,20.268319,-0.516714,-0.768332,9.140479,11.127840,0.000882,-0.002815
93.766667,30.084856,6.130872,-2.508594,0.532273,0.000000,-0.067996,20.313780,-0.512711,-0.764674,9.170906,11.142873,0.000912,-0.002809
93.800000,30.070523,6.120381,-2.510853,0.533447,0.000000,-0.067521,20.359334,-0.508727,-0.761012,9.201346,11.157989,0.000943,-0.002803
93.833333,30.056135,6.109899,-2.513095,0.534626,0.000000,-0.067048,20.404980,-0.504761,-0.757345,9.231795,11.173185,0.000973,-0.002797
93.866667,30.041692,6.099426,-2.515322,0.535808,0.000000,-0.066575,20.450714,-0.500814,-0.753675,9.262254,11.188461,0.001003,-0.002791
93.900000,30.027194,6.088962,-2.517534,0.536993,0.000000,-0.066105,20.496535,-0.496885,-0.750002,9.292719,11.203815,0.001034,-0.002784
93.933333,30.012640,6.078507,-2.519729,0.538182,0.000000,-0.065635,20.542439,-0.492975,-0.746325,9.323191,11.219248,0.001065,-0.002777
93.966667,29.998032,6.068061,-2.521909,0.539375,0.000000,-0.065167,20.588424,-0.489083,-0.742646,9.353667,11.234757,0.001096,-0.002770
94.000000,29.983368,6.057623,-2.524074,0.540571,-0.000000,-0.064701,20.634487,-0.485211,-0.738964,9.384146,11.250341,0.001127,-0.002763
94.033333,29.968649,6.047194,-2.526223,0.541770,-0.000000,-0.064236,20.680626,-0.481357,-0.735280,9.414625,11.266000,0.001158,-0.002756
94.066667,29.953875,6.036774,-2.528356,0.542972,-0.000000,-0.063772,20.726837,-0.477523,-0.731594,9.445105,11.281732,0.001189,-0.002749
94.100000,29.939047,6.026361,-2.530474,0.544177,-0.000000,-0.063310,20.773120,-0.473708,-0.727906,9.475583,11.297537,0.001221,-0.002741
94.133333,29.924163,6.015958,-2.532577,0.545386,-0.000000,-0.062850,20.819470,-0.469912,-0.724217,9.506058,11.313412,0.001252,-0.002733
94.166667,29.909225,6.005562,-2.534664,0.546597,0.000000,-0.062391,20.865885,-0.466136,-0.720526,9.536528,11.329358,0.001284,-0.002725
94.200000,29.894231,5.995174,-2.536736,0.547812,0.000000,-0.061934,20.912363,-0.462379,-0.716834,9.566991,11.345372,0.001316,-0.002717
94.233333,29.879183,5.984794,-2.538793,0.549029,-0.000000,-0.061478,20.958901,-0.458641,-0.713142,9.597448,11.361453,0.001348,-0.002709
94.266667,29.864080,5.974423,-2.540835,0.550249,0.000000,-0.061024,21.005496,-0.454924,-0.709449,9.627895,11.377601,0.001381,-0.002700
94.300000,29.848923,5.964059,-2.542861,0.551472,0.000000,-0.060572,21.052146,-0.451226,-0.705755,9.658332,11.393815,0.001413,-0.002692
94.333333,29.833711,5.953702,-2.544873,0.552697,-0.000000,-0.060121,21.098849,-0.447547,-0.702062,9.688757,11.410092,0.001446,-0.002683
94.366667,29.818444,5.943353,-2.546870,0.553925,-0.000000,-0.059672,21.145601,-0.443889,-0.698369,9.719168,11.426432,0.001478,-0.002674
94.400000,29.803123,5.933012,-2.548851,0.555155,0.000000,-0.059225,21.192400,-0.440250,-0.694676,9.749565,11.442834,0.001511,-0.002665
94.433333,29.787747,5.922678,-2.550818,0.556388,0.000000,-0.058780,21.239243,-0.436631,-0.690983,9.779946,11.459297,0.001544,-0.002656
94.466667,29.772317,5.912351,-2.552770,0.557624,-0.000000,-0.058336,21.286128,-0.433032,-0.687292,9.810310,11.475818,0.001578,-0.002646
94.500000,29.756833,5.902032,-2.554707,0.558861,-0.000000,-0.057895,21.333053,-0.429453,-0.683602,9.840655,11.492398,0.001611,-0.002637
94.533333,29.741294,5.891719,-2.556630,0.560101,-0.000000,-0.057455,21.380014,-0.425894,-0.679913,9.870979,11.509035,0.001645,-0.002627
94.566667,29.725701,5.881414,-2.558537,0.561343,0.000000,-0.057017,21.427009,-0.422355,-0.676225,9.901283,11.525727,0.001678,-0.002617
94.600000,29.710054,5.871115,-2.560431,0.562586,0.000000,-0.056581,21.474036,-0.418837,-0.672539,9.931563,11.542473,0.001712,-0.002607
94.633333,29.694353,5.860823,-2.562309,0.563832,0.000000,-0.056146,21.521091,-0.415338,-0.668855,9.961819,11.559272,0.001746,-0.002597
94.666667,29.678598,5.850538,-2.564174,0.565080,-0.000000,-0.055714,21.568173,-0.411859,-0.665174,9.992049,11.576124,0.001780,-0.002587
94.700000,29.662789,5.840259,-2.566024,0.566330,0.000000,-0.055284,21.615278,-0.408401,-0.661494,10.022253,11.593025,0.001814,-0.002576
94.733333,29.646926,5.829987,-2.567859,0.567581,-0.000000,-0.054855,21.662405,-0.404962,-0.657817,10.052429,11.609976,0.001849,-0.002565
94.766667,29.631009,5.819721,-2.569681,0.568835,-0.000000,-0.054429,21.709550,-0.401544,-0.654143,10.082575,11.626975,0.001883,-0.002554
94.800000,29.615038,5.809462,-2.571488,0.570089,0.000000,-0.054004,21.756711,-0.398146,-0.650472,10.112690,11.644021,0.001918,-0.002543
94.833333,29.599014,5.799209,-2.573281,0.571346,0.000000,-0.053581,21.803885,-0.394768,-0.646804,10.142773,11.661112,0.001953,-0.002532
94.866667,29.582936,5.788962,-2.575060,0.572604,0.000000,-0.053161,21.851070,-0.391410,-0.643139,10.172823,11.678247,0.001988,-0.002521
94.900000,29.566804,5.778721,-2.576825,0.573863,0.000000,-0.052742,21.898263,-0.388073,-0.639478,10.202838,11.695425,0.002023,-0.002509
94.933333,29.550619,5.768485,-2.578576,0.575124,-0.000000,-0.052325,21.945462,-0.384755,-0.635820,10.232817,11.712645,0.002059,-0.002497
94.966667,29.534380,5.758256,-2.580313,0.576386,-0.000000,-0.051911,21.992664,-0.381458,-0.632166,10.262759,11.729905,0.002094,-0.002486
95.000000,29.518089,5.748033,-2.582037,0.577649,-0.000000,-0.051498,22.039866,-0.378181,-0.628516,10.292663,11.747203,0.002130,-0.002473
95.033333,29.501744,5.737815,-2.583747,0.578914,0.000000,-0.051088,22.087066,-0.374923,-0.624871,10.322526,11.764539,0.002166,-0.002461
95.066667,29.485345,5.727602,-2.585443,0.580179,0.000000,-0.050679,22.134261,-0.371686,-0.621229,10.352349,11.781912,0.002202,-0.002449
95.100000,29.468894,5.717395,-2.587125,0.581446,0.000000,-0.050273,22.181449,-0.368469,-0.617593,10.382130,11.799319,0.002238,-0.002436
95.133333,29.452390,5.707194,-2.588794,0.582713,0.000000,-0.049869,22.228626,-0.365272,-0.613961,10.411867,11.816760,0.002274,-0.002424
95.166667,29.435833,5.696998,-2.590450,0.583982,0.000000,-0.049466,22.275792,-0.362095,-0.610334,10.441559,11.834233,0.002311,-0.002411
95.200000,29.419223,5.686807,-2.592092,0.585251,-0.000000,-0.049066,22.322942,-0.358938,-0.606712,10.471206,11.851737,0.002347,-0.002398
95.233333,29.402560,5.676621,-2.593721,0.586521,0.000000,-0.048668,22.370075,-0.355801,-0.603095,10.500805,11.869270,0.002384,-0.002384
95.266667,29.385844,5.666440,-2.595336,0.587791,-0.000000,-0.048272,22.417187,-0.352684,-0.599483,10.530356,11.886831,0.002421,-0.002371
95.300000,29.369076,5.656264,-2.596939,0.589062,0.000000,-0.047878,22.464277,-0.349586,-0.595877,10.559857,11.904420,0.002458,-0.002358
95.333333,29.352256,5.646093,-2.598528,0.590334,-0.000000,-0.047486,22.511341,-0.346509,-0.592277,10.589307,11.922034,0.002495,-0.002344
95.366667,29.335383,5.635926,-2.600105,0.591606,0.000000,-0.047097,22.558377,-0.343451,-0.588682,10.618706,11.939671,0.002532,-0.002330
95.400000,29.318458,5.625765,-2.601668,0.592879,0.000000,-0.046709,22.605383,-0.340413,-0.585094,10.648051,11.957332,0.002570,-0.002316
95.433333,29.301480,5.615608,-2.603219,0.594151,0.000000,-0.046324,22.652355,-0.337395,-0.581512,10.677341,11.975014,0.002608,-0.002302
95.466667,29.284451,5.605455,-2.604756,0.595424,0.000000,-0.045940,22.699292,-0.334396,-0.577935,10.706576,11.992716,0.002646,-0.002287
95.500000,29.267369,5.595307,-2.606281,0.596698,-0.000000,-0.045559,22.746190,-0.331417,-0.574366,10.735754,12.010436,0.002683,-0.002273
