t,x_real,y_real,psi_real,u_real,v_real,r_real,vx,vy,wz,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,u_left,u_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
7.268000,2.898774,-0.085682,0.015131,0.728175,-0.004303,0.011251,0.728175,0.004303,-0.011251,2.219952,-0.083575,-0.031402,0.602454,-0.002202,0.007550,16.880741,0.046480,16.880774,0.046479,0.308441,0.304248,0.308441,0.304248,0.678822,-0.002107,0.678825,0.046533,0.125721,-0.002101,0.003701
7.300000,2.925104,-0.086232,0.014721,0.731362,-0.004373,0.011370,0.731362,0.004373,-0.011370,2.240066,-0.084278,-0.031148,0.605130,-0.002237,0.007618,16.960664,0.046765,16.960666,0.046769,0.309386,0.305175,0.309386,0.305175,0.685038,-0.001954,0.685041,0.045869,0.126232,-0.002136,0.003752
7.336000,2.951549,-0.086775,0.014308,0.734545,-0.004444,0.011490,0.734545,0.004444,-0.011490,2.260270,-0.084980,-0.030892,0.607796,-0.002273,0.007687,17.040344,0.047052,17.040329,0.047049,0.310326,0.306098,0.310326,0.306098,0.691279,-0.001795,0.691281,0.045200,0.126749,-0.002171,0.003803
7.368000,2.978108,-0.087312,0.013889,0.737719,-0.004515,0.011611,0.737719,0.004515,-0.011611,2.280562,-0.085681,-0.030633,0.610452,-0.002309,0.007755,17.119775,0.047340,17.119760,0.047340,0.311262,0.307016,0.311262,0.307016,0.697546,-0.001631,0.697548,0.044522,0.127267,-0.002206,0.003856
7.400000,3.004782,-0.087841,0.013467,0.740877,-0.004586,0.011732,0.740877,0.004586,-0.011732,2.300943,-0.086381,-0.030373,0.613097,-0.002345,0.007824,17.198951,0.047629,17.198958,0.047621,0.312193,0.307930,0.312193,0.307930,0.703839,-0.001460,0.703840,0.043840,0.127780,-0.002241,0.003908
7.436000,3.031568,-0.088363,0.013040,0.744033,-0.004659,0.011853,0.744033,0.004659,-0.011853,2.321411,-0.087079,-0.030110,0.615731,-0.002381,0.007893,17.277866,0.047920,17.277877,0.047925,0.313120,0.308838,0.313120,0.308838,0.710157,-0.001284,0.710159,0.043150,0.128302,-0.002278,0.003960
7.468000,3.058469,-0.088878,0.012608,0.747179,-0.004731,0.011975,0.747179,0.004731,-0.011975,2.341968,-0.087775,-0.029844,0.618354,-0.002418,0.007962,17.356514,0.048212,17.356515,0.048206,0.314041,0.309742,0.314041,0.309742,0.716501,-0.001103,0.716502,0.042452,0.128825,-0.002313,0.004013
7.500000,3.085482,-0.089386,0.012173,0.750313,-0.004805,0.012097,0.750313,0.004805,-0.012097,2.362612,-0.088470,-0.029576,0.620967,-0.002455,0.008031,17.434890,0.048506,17.434871,0.048511,0.314958,0.310640,0.314958,0.310640,0.722870,-0.000916,0.722871,0.041749,0.129346,-0.002350,0.004066
7.536000,3.112608,-0.089885,0.011733,0.753445,-0.004879,0.012220,0.753445,0.004879,-0.012220,2.383343,-0.089163,-0.029306,0.623568,-0.002492,0.008101,17.512988,0.048800,17.512985,0.048804,0.315870,0.311534,0.315870,0.311534,0.729265,-0.000722,0.729266,0.041039,0.129877,-0.002387,0.004119
7.568000,3.139847,-0.090376,0.011288,0.756561,-0.004954,0.012343,0.756561,0.004954,-0.012343,2.404160,-0.089854,-0.029034,0.626159,-0.002529,0.008171,17.590802,0.049097,17.590812,0.049098,0.316777,0.312423,0.316777,0.312423,0.735687,-0.000522,0.735687,0.040322,0.130402,-0.002425,0.004172
7.600000,3.167197,-0.090859,0.010839,0.759664,-0.005029,0.012467,0.759664,0.005029,-0.012467,2.425064,-0.090543,-0.028759,0.628737,-0.002567,0.008240,17.668326,0.049394,17.668350,0.049393,0.317679,0.313307,0.317679,0.313307,0.742133,-0.000316,0.742133,0.039598,0.130927,-0.002462,0.004227
7.636000,3.194660,-0.091334,0.010385,0.762761,-0.005105,0.012591,0.762761,0.005105,-0.012591,2.446054,-0.091230,-0.028482,0.631305,-0.002604,0.008311,17.745555,0.049694,17.745553,0.049699,0.318576,0.314185,0.318576,0.314185,0.748606,-0.000104,0.748606,0.038867,0.131456,-0.002501,0.004280
7.668000,3.194660,-0.091334,0.010385,0.762761,-0.005105,0.012591,0.762761,0.005105,-0.012591,2.467129,-0.091915,-0.028203,0.633861,-0.002642,0.008381,17.822483,0.049994,17.822506,0.049995,0.319468,0.315059,0.319468,0.315059,0.727531,0.000581,0.727531,0.038588,0.128900,-0.002463,0.004210
7.700000,3.222233,-0.091800,0.009927,0.765837,-0.005181,0.012716,0.765837,0.005181,-0.012716,2.488289,-0.092598,-0.027921,0.636405,-0.002680,0.008452,17.899104,0.050297,17.899120,0.050302,0.320355,0.315927,0.320355,0.315927,0.733944,0.000798,0.733944,0.037848,0.129432,-0.002501,0.004264
7.736000,3.249916,-0.092257,0.009465,0.768906,-0.005258,0.012841,0.768906,0.005258,-0.012841,2.509534,-0.093278,-0.027637,0.638937,-0.002719,0.008522,17.975412,0.050600,17.975391,0.050598,0.321236,0.316790,0.321236,0.316790,0.740382,0.001021,0.740383,0.037102,0.129969,-0.002539,0.004319
7.768000,3.277710,-0.092705,0.008998,0.771970,-0.005336,0.012967,0.771970,0.005336,-0.012967,2.530863,-0.093956,-0.027351,0.641458,-0.002758,0.008594,18.051402,0.050906,18.051407,0.050906,0.322113,0.317648,0.322113,0.317648,0.746847,0.001251,0.746848,0.036349,0.130512,-0.002578,0.004373
7.800000,3.305614,-0.093144,0.008526,0.775015,-0.005414,0.013093,0.775015,0.005414,-0.013093,2.552277,-0.094631,-0.027062,0.643966,-0.002797,0.008665,18.127067,0.051213,18.127033,0.051214,0.322984,0.318500,0.322984,0.318500,0.753337,0.001487,0.753339,0.035588,0.131049,-0.002617,0.004428
7.836000,3.333628,-0.093574,0.008050,0.778055,-0.005493,0.013220,0.778055,0.005493,-0.013220,2.573774,-0.095304,-0.026771,0.646463,-0.002836,0.008737,18.202403,0.051521,18.202442,0.051523,0.323851,0.319348,0.323851,0.319348,0.759854,0.001730,0.759856,0.034821,0.131592,-0.002657,0.004483
7.868000,3.361750,-0.093993,0.007569,0.781083,-0.005572,0.013347,0.781083,0.005572,-0.013347,2.595354,-0.095974,-0.026477,0.648947,-0.002875,0.008808,18.277404,0.051831,18.277369,0.051831,0.324711,0.320189,0.324711,0.320189,0.766396,0.001981,0.766399,0.034046,0.132136,-0.002697,0.004539
7.900000,3.389981,-0.094403,0.007084,0.784092,-0.005652,0.013474,0.784092,0.005652,-0.013474,2.617016,-0.096641,-0.026181,0.651419,-0.002915,0.008881,18.352064,0.052143,18.352075,0.052141,0.325567,0.321026,0.325567,0.321026,0.772965,0.002238,0.772969,0.033265,0.132673,-0.002737,0.004593
7.936000,3.418321,-0.094803,0.006594,0.787093,-0.005733,0.013603,0.787093,0.005733,-0.013603,2.638761,-0.097305,-0.025883,0.653878,-0.002955,0.008953,18.426377,0.052457,18.426381,0.052450,0.326417,0.321857,0.326417,0.321857,0.779560,0.002502,0.779564,0.032477,0.133215,-0.002778,0.004650
7.968000,3.446767,-0.095192,0.006099,0.790075,-0.005814,0.013731,0.790075,0.005814,-0.013731,2.660588,-0.097966,-0.025582,0.656324,-0.002995,0.009026,18.500338,0.052772,18.500330,0.052772,0.327262,0.322682,0.327262,0.322682,0.786179,0.002774,0.786184,0.031681,0.133751,-0.002819,0.004705
8.000000,3.475321,-0.095571,0.005600,0.793041,-0.005896,0.013860,0.793041,0.005896,-0.013860,2.682497,-0.098624,-0.025278,0.658758,-0.003035,0.009099,18.573940,0.053089,18.573964,0.053094,0.328102,0.323502,0.328102,0.323502,0.792824,0.003053,0.792830,0.030878,0.134283,-0.002861,0.004761
8.036000,3.503982,-0.095939,0.005096,0.796000,-0.005978,0.013990,0.796000,0.005978,-0.013990,2.704486,-0.099278,-0.024973,0.661180,-0.003076,0.009172,18.647180,0.053408,18.647190,0.053416,0.328936,0.324316,0.328936,0.324316,0.799496,0.003339,0.799503,0.030069,0.134820,-0.002902,0.004818
8.068000,3.532748,-0.096295,0.004588,0.798940,-0.006061,0.014120,0.798940,0.006061,-0.014120,2.726556,-0.099929,-0.024664,0.663588,-0.003117,0.009246,18.720051,0.053729,18.720053,0.053727,0.329764,0.325125,0.329764,0.325125,0.806192,0.003634,0.806200,0.029252,0.135352,-0.002944,0.004874
8.100000,3.532748,-0.096295,0.004588,0.798940,-0.006061,0.014120,0.798940,0.006061,-0.014120,2.748707,-0.100577,-0.024354,0.665983,-0.003158,0.009320,18.792547,0.054051,18.792548,0.054050,0.330587,0.325928,0.330587,0.325928,0.784041,0.004282,0.784053,0.028942,0.132957,-0.002903,0.004800
8.136000,3.561620,-0.096641,0.004074,0.801869,-0.006145,0.014250,0.801869,0.006145,-0.014250,2.770937,-0.101221,-0.024041,0.668365,-0.003200,0.009394,18.864663,0.054376,18.864630,0.054373,0.331404,0.326725,0.331404,0.326725,0.790683,0.004580,0.790696,0.028115,0.133504,-0.002945,0.004856
8.168000,3.590597,-0.096975,0.003556,0.804790,-0.006229,0.014381,0.804790,0.006229,-0.014381,2.793246,-0.101861,-0.023725,0.670734,-0.003241,0.009469,18.936394,0.054702,18.936385,0.054696,0.332216,0.327517,0.332216,0.327517,0.797351,0.004886,0.797366,0.027281,0.134056,-0.002988,0.004912
8.200000,3.619679,-0.097298,0.003034,0.807689,-0.006314,0.014513,0.807689,0.006314,-0.014513,2.815635,-0.102498,-0.023407,0.673089,-0.003283,0.009544,19.007733,0.055030,19.007767,0.055032,0.333023,0.328303,0.333023,0.328303,0.804044,0.005200,0.804061,0.026441,0.134600,-0.003031,0.004969
8.236000,3.648865,-0.097608,0.002506,0.810577,-0.006399,0.014645,0.810577,0.006399,-0.014645,2.838101,-0.103130,-0.023086,0.675431,-0.003326,0.009619,19.078677,0.055361,19.078683,0.055356,0.333823,0.329083,0.333823,0.329083,0.810764,0.005522,0.810783,0.025592,0.135146,-0.003073,0.005026
8.268000,3.678154,-0.097907,0.001974,0.813449,-0.006485,0.014777,0.813449,0.006485,-0.014777,2.860646,-0.103759,-0.022763,0.677760,-0.003368,0.009695,19.149218,0.055693,19.149221,0.055692,0.334618,0.329857,0.334618,0.329857,0.817508,0.005852,0.817529,0.024737,0.135689,-0.003117,0.005082
8.300000,3.707546,-0.098193,0.001437,0.816298,-0.006571,0.014910,0.816298,0.006571,-0.014910,2.883268,-0.104383,-0.022437,0.680075,-0.003411,0.009771,19.219353,0.056027,19.219333,0.056028,0.335407,0.330625,0.335407,0.330625,0.824278,0.006190,0.824301,0.023874,0.136223,-0.003160,0.005139
8.336000,3.737040,-0.098466,0.000895,0.819138,-0.006658,0.015044,0.819138,0.006658,-0.015044,2.905968,-0.105003,-0.022109,0.682376,-0.003454,0.009847,19.289074,0.056363,19.289107,0.056365,0.336191,0.331388,0.336191,0.331388,0.831072,0.006537,0.831098,0.023004,0.136762,-0.003204,0.005197
8.368000,3.766636,-0.098726,0.000348,0.821960,-0.006746,0.015177,0.821960,0.006746,-0.015177,2.928744,-0.105619,-0.021778,0.684663,-0.003497,0.009924,19.358379,0.056702,19.358360,0.056701,0.336968,0.332144,0.336968,0.332144,0.837892,0.006893,0.837921,0.022126,0.137297,-0.003249,0.005253
8.400000,3.796334,-0.098974,-0.000203,0.824765,-0.006834,0.015312,0.824765,0.006834,-0.015312,2.951596,-0.106230,-0.021445,0.686936,-0.003541,0.010001,19.427259,0.057042,19.427271,0.057038,0.337740,0.332895,0.337740,0.332895,0.844738,0.007256,0.844769,0.021242,0.137829,-0.003293,0.005311
8.436000,3.826131,-0.099208,-0.000759,0.827560,-0.006923,0.015447,0.827560,0.006923,-0.015447,2.974524,-0.106837,-0.021109,0.689196,-0.003585,0.010078,19.495712,0.057384,19.495702,0.057387,0.338506,0.333639,0.338506,0.333639,0.851607,0.007629,0.851642,0.020350,0.138364,-0.003338,0.005369
8.468000,3.856029,-0.099429,-0.001321,0.830334,-0.007012,0.015582,0.830334,0.007012,-0.015582,2.997527,-0.107439,-0.020771,0.691441,-0.003629,0.010156,19.563731,0.057729,19.563740,0.057725,0.339266,0.334378,0.339266,0.334378,0.858502,0.008010,0.858540,0.019450,0.138893,-0.003383,0.005426
8.500000,3.886027,-0.099635,-0.001887,0.833091,-0.007102,0.015717,0.833091,0.007102,-0.015717,3.020605,-0.108036,-0.020429,0.693672,-0.003673,0.010234,19.631310,0.058076,19.631294,0.058074,0.340020,0.335110,0.340020,0.335110,0.865422,0.008401,0.865462,0.018542,0.139419,-0.003429,0.005483
8.536000,3.916123,-0.099828,-0.002458,0.835835,-0.007192,0.015854,0.835835,0.007192,-0.015854,3.043757,-0.108629,-0.020086,0.695888,-0.003718,0.010313,19.698446,0.058425,19.698450,0.058435,0.340769,0.335836,0.340769,0.335836,0.872366,0.008801,0.872410,0.017628,0.139947,-0.003474,0.005541
8.568000,3.916123,-0.099828,-0.002458,0.835835,-0.007192,0.015854,0.835835,0.007192,-0.015854,3.066983,-0.109216,-0.019739,0.698090,-0.003763,0.010392,19.765133,0.058777,19.765162,0.058773,0.341511,0.336557,0.341511,0.336557,0.849140,0.009388,0.849191,0.017281,0.137745,-0.003429,0.005462
8.600000,3.946317,-0.100007,-0.003034,0.838553,-0.007283,0.015991,0.838553,0.007283,-0.015991,3.090282,-0.109798,-0.019390,0.700278,-0.003808,0.010472,19.831365,0.059130,19.831381,0.059123,0.342247,0.337271,0.342247,0.337271,0.856035,0.009791,0.856091,0.016356,0.138275,-0.003475,0.005519
8.636000,3.976608,-0.100171,-0.003615,0.841257,-0.007374,0.016128,0.841257,0.007374,-0.016128,3.113654,-0.110375,-0.019039,0.702451,-0.003854,0.010551,19.897138,0.059486,19.897105,0.059485,0.342977,0.337978,0.342977,0.337978,0.862954,0.010204,0.863014,0.015424,0.138806,-0.003520,0.005577
8.668000,4.006996,-0.100320,-0.004200,0.843947,-0.007466,0.016266,0.843947,0.007466,-0.016266,3.137099,-0.110946,-0.018684,0.704610,-0.003899,0.010632,19.962446,0.059845,19.962470,0.059848,0.343702,0.338680,0.343702,0.338680,0.869897,0.010626,0.869962,0.014484,0.139337,-0.003567,0.005634
8.700000,4.037481,-0.100454,-0.004791,0.846614,-0.007559,0.016404,0.846614,0.007559,-0.016404,3.160615,-0.111512,-0.018327,0.706753,-0.003946,0.010713,20.027285,0.060206,20.027288,0.060210,0.344420,0.339375,0.344420,0.339375,0.876866,0.011058,0.876935,0.013536,0.139861,-0.003613,0.005691
8.736000,4.068061,-0.100573,-0.005387,0.849269,-0.007652,0.016542,0.849269,0.007652,-0.016542,3.184203,-0.112073,-0.017967,0.708882,-0.003992,0.010794,20.091649,0.060569,20.091650,0.060573,0.345132,0.340064,0.345132,0.340064,0.883858,0.011500,0.883933,0.012580,0.140387,-0.003660,0.005748
8.768000,4.098736,-0.100677,-0.005988,0.851906,-0.007746,0.016681,0.851906,0.007746,-0.016681,3.207861,-0.112627,-0.017605,0.710996,-0.004039,0.010875,20.155534,0.060934,20.155554,0.060935,0.345838,0.340747,0.345838,0.340747,0.890875,0.011950,0.890955,0.011617,0.140910,-0.003707,0.005806
8.800000,4.129505,-0.100765,-0.006594,0.854521,-0.007840,0.016821,0.854521,0.007840,-0.016821,3.231590,-0.113176,-0.017240,0.713095,-0.004086,0.010957,20.218935,0.061303,20.218950,0.061310,0.346538,0.341423,0.346538,0.341423,0.897915,0.012411,0.898001,0.010646,0.141426,-0.003754,0.005864
8.836000,4.160368,-0.100837,-0.007205,0.857121,-0.007934,0.016961,0.857121,0.007934,-0.016961,3.255389,-0.113719,-0.016872,0.715179,-0.004133,0.011040,20.281846,0.061673,20.281837,0.061673,0.347231,0.342093,0.347231,0.342093,0.904979,0.012882,0.905070,0.009667,0.141942,-0.003801,0.005921
8.868000,4.191323,-0.100892,-0.007820,0.859698,-0.008029,0.017101,0.859698,0.008029,-0.017101,3.279257,-0.114256,-0.016501,0.717247,-0.004180,0.011123,20.344263,0.062046,20.344258,0.062036,0.347918,0.342757,0.347918,0.342757,0.912066,0.013364,0.912164,0.008681,0.142451,-0.003849,0.005978
8.900000,4.222371,-0.100931,-0.008441,0.862253,-0.008125,0.017243,0.862253,0.008125,-0.017243,3.303194,-0.114787,-0.016127,0.719300,-0.004228,0.011207,20.406182,0.062422,20.406212,0.062423,0.348600,0.343414,0.348600,0.343414,0.919177,0.013856,0.919281,0.007686,0.142953,-0.003897,0.006036
8.936000,4.253510,-0.100954,-0.009068,0.864794,-0.008221,0.017384,0.864794,0.008221,-0.017384,3.327199,-0.115311,-0.015751,0.721338,-0.004276,0.011290,20.467596,0.062801,20.467603,0.062811,0.349275,0.344064,0.349275,0.344064,0.926311,0.014357,0.926422,0.006683,0.143456,-0.003945,0.006094
8.968000,4.284740,-0.100959,-0.009699,0.867311,-0.008318,0.017525,0.867311,0.008318,-0.017525,3.351273,-0.115829,-0.015372,0.723361,-0.004325,0.011375,20.528503,0.063182,20.528475,0.063186,0.349943,0.344708,0.349943,0.344708,0.933467,0.014870,0.933585,0.005673,0.143950,-0.003993,0.006150
9.000000,4.284740,-0.100959,-0.009699,0.867311,-0.008318,0.017525,0.867311,0.008318,-0.017525,3.375413,-0.116341,-0.014990,0.725368,-0.004374,0.011460,20.588896,0.063566,20.588872,0.063561,0.350605,0.345346,0.350605,0.345346,0.909327,0.015382,0.909457,0.005291,0.141943,-0.003944,0.006065
9.036000,4.316059,-0.100948,-0.010335,0.869810,-0.008415,0.017668,0.869810,0.008415,-0.017668,3.399621,-0.116846,-0.014605,0.727359,-0.004423,0.011545,20.648772,0.063952,20.648746,0.063949,0.351261,0.345977,0.351261,0.345977,0.916438,0.015898,0.916576,0.004270,0.142451,-0.003992,0.006123
9.068000,4.347468,-0.100919,-0.010977,0.872296,-0.008513,0.017811,0.872296,0.008513,-0.017811,3.423894,-0.117344,-0.014217,0.729335,-0.004472,0.011631,20.708126,0.064342,20.708141,0.064337,0.351911,0.346602,0.351911,0.346602,0.923574,0.016425,0.923720,0.003240,0.142961,-0.004041,0.006180
9.100000,4.378966,-0.100872,-0.011623,0.874755,-0.008611,0.017954,0.874755,0.008611,-0.017954,3.448234,-0.117835,-0.013827,0.731295,-0.004522,0.011718,20.766953,0.064734,20.766960,0.064724,0.352554,0.347220,0.352554,0.347220,0.930732,0.016963,0.930887,0.002204,0.143460,-0.004089,0.006236
9.136000,4.410552,-0.100807,-0.012275,0.877199,-0.008709,0.018098,0.877199,0.008709,-0.018098,3.472638,-0.118319,-0.013433,0.733239,-0.004572,0.011805,20.825249,0.065129,20.825250,0.065124,0.353191,0.347831,0.353191,0.347831,0.937914,0.017512,0.938077,0.001158,0.143960,-0.004137,0.006293
9.168000,4.442224,-0.100724,-0.012932,0.879622,-0.008808,0.018242,0.879622,0.008808,-0.018242,3.497107,-0.118796,-0.013037,0.735168,-0.004622,0.011892,20.883008,0.065527,20.883008,0.065536,0.353822,0.348435,0.353822,0.348435,0.945117,0.018072,0.945290,0.000105,0.144454,-0.004186,0.006350
9.200000,4.473983,-0.100622,-0.013594,0.882018,-0.008908,0.018386,0.882018,0.008908,-0.018386,3.521641,-0.119266,-0.012637,0.737080,-0.004673,0.011980,20.940228,0.065928,20.940230,0.065936,0.354446,0.349033,0.354446,0.349033,0.952342,0.018644,0.952525,-0.000957,0.144938,-0.004235,0.006406
9.236000,4.505828,-0.100502,-0.014262,0.884398,-0.009008,0.018532,0.884398,0.009008,-0.018532,3.546238,-0.119729,-0.012235,0.738976,-0.004724,0.012069,20.996903,0.066332,20.996915,0.066324,0.355063,0.349625,0.355063,0.349625,0.959590,0.019227,0.959782,-0.002027,0.145422,-0.004284,0.006463
9.268000,4.537757,-0.100363,-0.014934,0.886756,-0.009109,0.018677,0.886756,0.009109,-0.018677,3.570898,-0.120184,-0.011830,0.740856,-0.004775,0.012158,21.053030,0.066739,21.053014,0.066736,0.355674,0.350209,0.355674,0.350209,0.966859,0.019821,0.967062,-0.003104,0.145900,-0.004334,0.006519
9.300000,4.569770,-0.100205,-0.015612,0.889091,-0.009209,0.018823,0.889091,0.009209,-0.018823,3.595621,-0.120631,-0.011421,0.742720,-0.004826,0.012248,21.108603,0.067149,21.108618,0.067148,0.356279,0.350787,0.356279,0.350787,0.974149,0.020426,0.974363,-0.004191,0.146371,-0.004383,0.006575
9.336000,4.601867,-0.100027,-0.016295,0.891410,-0.009311,0.018970,0.891410,0.009311,-0.018970,3.620406,-0.121071,-0.011010,0.744568,-0.004878,0.012338,21.163619,0.067562,21.163632,0.067560,0.356877,0.351358,0.356877,0.351358,0.981461,0.021044,0.981687,-0.005285,0.146842,-0.004433,0.006632
9.368000,4.634046,-0.099829,-0.016984,0.893705,-0.009413,0.019117,0.893705,0.009413,-0.019117,3.645252,-0.121503,-0.010596,0.746400,-0.004930,0.012429,21.218074,0.067978,21.218053,0.067972,0.357468,0.351922,0.357468,0.351922,0.988794,0.021674,0.989032,-0.006388,0.147305,-0.004483,0.006688
9.400000,4.666307,-0.099612,-0.017678,0.895979,-0.009515,0.019263,0.895979,0.009515,-0.019263,3.670159,-0.121927,-0.010179,0.748215,-0.004983,0.012520,21.271962,0.068397,21.271925,0.068397,0.358053,0.352479,0.358053,0.352479,0.996148,0.022315,0.996398,-0.007499,0.147764,-0.004532,0.006743
9.436000,4.698649,-0.099374,-0.018377,0.898235,-0.009618,0.019412,0.898235,0.009618,-0.019412,3.695127,-0.122343,-0.009758,0.750014,-0.005036,0.012612,21.325281,0.068820,21.325295,0.068821,0.358632,0.353030,0.358632,0.353030,1.003522,0.022969,1.003785,-0.008619,0.148221,-0.004582,0.006800
9.468000,4.698649,-0.099374,-0.018377,0.898235,-0.009618,0.019412,0.898235,0.009618,-0.019412,3.720155,-0.122750,-0.009335,0.751796,-0.005089,0.012704,21.378027,0.069246,21.378065,0.069245,0.359204,0.353574,0.359204,0.353574,0.978494,0.023376,0.978773,-0.009042,0.146439,-0.004529,0.006708
9.500000,4.731071,-0.099115,-0.019081,0.900462,-0.009721,0.019560,0.900462,0.009721,-0.019560,3.745241,-0.123150,-0.008908,0.753562,-0.005142,0.012797,21.430194,0.069675,21.430186,0.069681,0.359769,0.354110,0.359769,0.354110,0.985830,0.024035,0.986123,-0.010173,0.146900,-0.004579,0.006763
9.536000,4.763572,-0.098836,-0.019791,0.902669,-0.009825,0.019708,0.902669,0.009825,-0.019708,3.770387,-0.123541,-0.008478,0.755311,-0.005196,0.012891,21.481780,0.070107,21.481750,0.070105,0.360327,0.354640,0.360327,0.354640,0.993185,0.024705,0.993493,-0.011313,0.147358,-0.004629,0.006817
9.568000,4.796152,-0.098536,-0.020506,0.904858,-0.009929,0.019858,0.904858,0.009929,-0.019858,3.795590,-0.123923,-0.008046,0.757043,-0.005251,0.012986,21.532780,0.070543,21.532756,0.070541,0.360879,0.355163,0.360879,0.355163,1.000562,0.025387,1.000884,-0.012460,0.147815,-0.004678,0.006872
9.600000,4.828810,-0.098215,-0.021227,0.907018,-0.010033,0.020008,0.907018,0.010033,-0.020008,3.820852,-0.124297,-0.007610,0.758759,-0.005305,0.013080,21.583191,0.070982,21.583202,0.070990,0.361425,0.355679,0.361425,0.355679,1.007958,0.026082,1.008295,-0.013617,0.148259,-0.004728,0.006928
9.636000,4.861544,-0.097872,-0.021953,0.909162,-0.010138,0.020157,0.909162,0.010138,-0.020157,3.846170,-0.124662,-0.007170,0.760457,-0.005360,0.013176,21.633009,0.071425,21.632989,0.071426,0.361963,0.356188,0.361963,0.356188,1.015374,0.026790,1.015727,-0.014783,0.148705,-0.004778,0.006981
9.668000,4.894354,-0.097507,-0.022684,0.911284,-0.010243,0.020308,0.911284,0.010243,-0.020308,3.871545,-0.125018,-0.006728,0.762139,-0.005415,0.013272,21.682230,0.071871,21.682211,0.071874,0.362495,0.356690,0.362495,0.356690,1.022809,0.027511,1.023179,-0.015956,0.149145,-0.004828,0.007036
9.700000,4.927240,-0.097121,-0.023421,0.913380,-0.010349,0.020460,0.913380,0.010349,-0.020460,3.896975,-0.125364,-0.006282,0.763804,-0.005471,0.013369,21.730850,0.072321,21.730820,0.072322,0.363020,0.357185,0.363020,0.357185,1.030265,0.028243,1.030652,-0.017139,0.149576,-0.004878,0.007091
9.736000,4.960200,-0.096712,-0.024163,0.915457,-0.010455,0.020610,0.915457,0.010455,-0.020610,3.922462,-0.125702,-0.005833,0.765453,-0.005526,0.013467,21.778866,0.072775,21.778859,0.072782,0.363539,0.357673,0.363539,0.357673,1.037738,0.028990,1.038143,-0.018330,0.150004,-0.004929,0.007143
9.768000,4.993234,-0.096280,-0.024911,0.917509,-0.010561,0.020762,0.917509,0.010561,-0.020762,3.948002,-0.126030,-0.005381,0.767084,-0.005583,0.013565,21.826274,0.073232,21.826280,0.073242,0.364051,0.358154,0.364051,0.358154,1.045232,0.029750,1.045656,-0.019530,0.150425,-0.004978,0.007197
9.800000,5.026341,-0.095826,-0.025664,0.919535,-0.010668,0.020916,0.919535,0.010668,-0.020916,3.973598,-0.126349,-0.004926,0.768698,-0.005639,0.013663,21.873071,0.073693,21.873081,0.073702,0.364556,0.358628,0.364556,0.358628,1.052743,0.030523,1.053185,-0.020738,0.150837,-0.005029,0.007253
9.836000,5.059519,-0.095348,-0.026423,0.921542,-0.010775,0.021068,0.921542,0.010775,-0.021068,3.999246,-0.126659,-0.004467,0.770295,-0.005696,0.013763,21.919254,0.074157,21.919259,0.074162,0.365054,0.359095,0.365054,0.359095,1.060273,0.031311,1.060735,-0.021956,0.151247,-0.005079,0.007305
9.868000,5.092768,-0.094847,-0.027187,0.923521,-0.010883,0.021221,0.923521,0.010883,-0.021221,4.024948,-0.126958,-0.004005,0.771874,-0.005753,0.013863,21.964818,0.074626,21.964813,0.074621,0.365545,0.359555,0.365545,0.359555,1.067820,0.032111,1.068303,-0.023182,0.151647,-0.005130,0.007358
9.900000,5.092768,-0.094847,-0.027187,0.923521,-0.010883,0.021221,0.923521,0.010883,-0.021221,4.050702,-0.127248,-0.003540,0.773437,-0.005811,0.013964,22.009761,0.075098,22.009788,0.075093,0.366030,0.360008,0.366030,0.360008,1.042066,0.032401,1.042570,-0.023647,0.150084,-0.005072,0.007257
9.936000,5.126088,-0.094323,-0.027957,0.925478,-0.010991,0.021376,0.925478,0.010991,-0.021376,4.076509,-0.127528,-0.003071,0.774982,-0.005869,0.014065,22.054079,0.075574,22.054088,0.075577,0.366508,0.360453,0.366508,0.360453,1.049579,0.033205,1.050104,-0.024886,0.150496,-0.005122,0.007311
9.968000,5.159476,-0.093775,-0.028733,0.927417,-0.011099,0.021529,0.927417,0.011099,-0.021529,4.102366,-0.127798,-0.002598,0.776510,-0.005927,0.014168,22.097769,0.076054,22.097757,0.076061,0.366979,0.360891,0.366979,0.360891,1.057110,0.034023,1.057658,-0.026135,0.150907,-0.005172,0.007361
10.000000,5.192934,-0.093203,-0.029513,0.929328,-0.011208,0.021683,0.929328,0.011208,-0.021683,4.128275,-0.128058,-0.002123,0.778020,-0.005986,0.014270,22.140828,0.076538,22.140842,0.076532,0.367443,0.361323,0.367443,0.361323,1.064659,0.034855,1.065229,-0.027390,0.151308,-0.005222,0.007413
10.036000,5.226459,-0.092606,-0.030300,0.931219,-0.011317,0.021840,0.931219,0.011317,-0.021840,4.154233,-0.128307,-0.001644,0.779514,-0.006045,0.014374,22.183253,0.077026,22.183294,0.077027,0.367901,0.361747,0.367901,0.361747,1.072226,0.035701,1.072820,-0.028656,0.151705,-0.005272,0.007466
