t,x_real,y_real,psi_real,u_real,v_real,r_real,vx,vy,wz,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,u_left,u_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
0.000000,0.000215,0.000000,-0.000000,0.000017,-0.000000,-0.000000,0.000017,0.000000,0.000000,0.000215,0.000000,0.000000,0.100000,0.000000,0.000000,1.727386,-0.541677,1.727371,-0.541678,-0.052542,0.121800,-0.052542,0.121800,-0.000000,0.000000,0.000000,-0.000000,-0.099983,-0.000000,-0.000000
0.036000,0.000215,0.000000,-0.000000,0.000001,-0.000000,-0.000000,0.000001,0.000000,0.000000,0.003549,-0.000000,-0.000094,0.100021,0.000008,-0.002811,1.745384,-0.529773,1.745400,-0.529772,-0.050909,0.121322,-0.050909,0.121322,-0.003334,0.000000,0.003334,0.000094,-0.100020,-0.000008,0.002811
0.068000,0.000216,0.000000,0.000004,0.000037,0.000008,-0.000089,0.000037,-0.000008,0.000089,0.006884,-0.000000,-0.000272,0.100085,0.000020,-0.005355,1.781626,-0.493035,1.781619,-0.493030,-0.046332,0.119508,-0.046332,0.119508,-0.006668,0.000000,0.006668,0.000276,-0.100048,-0.000012,0.005266
0.100000,0.000321,0.000013,0.000139,0.002673,0.000324,-0.003466,0.002673,-0.000324,0.003466,0.010221,-0.000001,-0.000527,0.100191,0.000038,-0.007654,1.818359,-0.459403,1.818349,-0.459403,0.052316,0.117904,0.052316,0.117904,-0.009900,0.000014,0.009900,0.000666,-0.097518,0.000286,0.004188
0.136000,0.000587,0.000034,0.000460,0.007126,0.000590,-0.008656,0.007126,-0.000590,0.008656,0.013563,-0.000001,-0.000852,0.100339,0.000059,-0.009729,1.855577,-0.428506,1.855569,-0.428508,0.055409,0.116486,0.055409,0.116486,-0.012976,0.000035,0.012976,0.001312,-0.093213,0.000531,0.001073
0.168000,0.001086,0.000044,0.000892,0.013455,0.000299,-0.011852,0.013455,-0.000299,0.011852,0.016911,-0.000002,-0.001238,0.100528,0.000083,-0.011600,1.893277,-0.400023,1.893281,-0.400021,0.058310,0.115234,0.058310,0.115234,-0.015825,0.000046,0.015825,0.002130,-0.087073,0.000216,-0.000252
0.200000,0.001840,0.000038,0.001401,0.020552,-0.000128,-0.014015,0.020552,0.000128,0.014015,0.020266,-0.000004,-0.001681,0.100757,0.000110,-0.013283,1.931453,-0.373677,1.931462,-0.373675,0.061042,0.114131,0.061042,0.114131,-0.018426,0.000042,0.018426,0.003082,-0.080205,-0.000238,-0.000732
0.236000,0.002844,0.000022,0.001972,0.027513,-0.000376,-0.015756,0.027513,0.000376,0.015756,0.023629,-0.000006,-0.002174,0.101028,0.000138,-0.014792,1.970101,-0.349228,1.970098,-0.349222,0.063626,0.113161,0.063626,0.113161,-0.020785,0.000028,0.020785,0.004146,-0.073515,-0.000514,-0.000964
0.268000,0.004094,0.000006,0.002586,0.034344,-0.000378,-0.017000,0.034344,0.000378,0.017000,0.027001,-0.000009,-0.002712,0.101339,0.000169,-0.016142,2.009217,-0.326472,2.009202,-0.326468,0.066079,0.112312,0.066079,0.112312,-0.022907,0.000015,0.022907,0.005298,-0.066995,-0.000547,-0.000858
0.300000,0.005585,-0.000005,0.003229,0.041061,-0.000181,-0.017817,0.041061,0.000181,0.017817,0.030385,-0.000013,-0.003290,0.101690,0.000202,-0.017345,2.048797,-0.305229,2.048811,-0.305232,0.068417,0.111573,0.068417,0.111573,-0.024800,0.000008,0.024800,0.006519,-0.060629,-0.000383,-0.000472
0.336000,0.007315,-0.000007,0.003891,0.047683,0.000106,-0.018364,0.047683,-0.000106,0.018364,0.033781,-0.000018,-0.003904,0.102081,0.000235,-0.018412,2.088835,-0.285348,2.088840,-0.285351,0.070652,0.110932,0.070652,0.110932,-0.026466,0.000011,0.026466,0.007795,-0.054398,-0.000129,0.000048
0.368000,0.009280,-0.000001,0.004570,0.054216,0.000364,-0.018820,0.054216,-0.000364,0.018820,0.037191,-0.000024,-0.004549,0.102511,0.000269,-0.019353,2.129328,-0.266699,2.129331,-0.266704,0.072795,0.110382,0.072795,0.110382,-0.027911,0.000023,0.027911,0.009119,-0.048295,0.000095,0.000533
0.400000,0.011477,0.000006,0.005266,0.060661,0.000511,-0.019305,0.060661,-0.000511,0.019305,0.040616,-0.000032,-0.005222,0.102980,0.000304,-0.020177,2.170272,-0.249168,2.170283,-0.249171,0.074856,0.109915,0.074856,0.109915,-0.029139,0.000038,0.029139,0.010488,-0.042319,0.000207,0.000872
0.436000,0.013902,0.000011,0.005982,0.067011,0.000529,-0.019854,0.067011,-0.000529,0.019854,0.044057,-0.000040,-0.005918,0.103487,0.000339,-0.020892,2.211662,-0.232660,2.211675,-0.232663,0.076842,0.109525,0.076842,0.109525,-0.030155,0.000051,0.030155,0.011900,-0.036476,0.000190,0.001038
0.468000,0.013902,0.000011,0.005982,0.067011,0.000529,-0.019854,0.067011,-0.000529,0.019854,0.047515,-0.000050,-0.006635,0.104033,0.000375,-0.021507,2.253495,-0.217094,2.253496,-0.217093,0.078760,0.109206,0.078760,0.109206,-0.033613,0.000061,0.033613,0.012617,-0.037022,0.000154,0.001653
0.500000,0.016551,0.000011,0.006719,0.073251,0.000453,-0.020435,0.073251,-0.000453,0.020435,0.050993,-0.000061,-0.007369,0.104617,0.000410,-0.022029,2.295767,-0.202398,2.295768,-0.202395,0.080616,0.108954,0.080616,0.108954,-0.034442,0.000072,0.034442,0.014088,-0.031366,0.000043,0.001594
0.536000,0.019421,0.000003,0.007474,0.079376,0.000351,-0.020965,0.079376,-0.000351,0.020965,0.054490,-0.000074,-0.008118,0.105238,0.000446,-0.022464,2.338475,-0.188514,2.338463,-0.188515,0.082414,0.108765,0.082414,0.108765,-0.035069,0.000077,0.035069,0.015592,-0.025862,-0.000095,0.001499
0.568000,0.022507,-0.000012,0.008244,0.085388,0.000284,-0.021366,0.085388,-0.000284,0.021366,0.058009,-0.000088,-0.008879,0.105897,0.000481,-0.022819,2.381614,-0.175389,2.381611,-0.175385,0.084160,0.108635,0.084160,0.108635,-0.035502,0.000076,0.035502,0.017123,-0.020509,-0.000197,0.001453
0.600000,0.025805,-0.000030,0.009022,0.091293,0.000290,-0.021601,0.091293,-0.000290,0.021601,0.061550,-0.000105,-0.009649,0.106593,0.000516,-0.023099,2.425181,-0.162980,2.425192,-0.162981,0.085856,0.108562,0.085856,0.108562,-0.035745,0.000075,0.035745,0.018671,-0.015300,-0.000226,0.001498
0.636000,0.029313,-0.000049,0.009802,0.097111,0.000369,-0.021665,0.097111,-0.000369,0.021665,0.065116,-0.000123,-0.010426,0.107325,0.000550,-0.023310,2.469174,-0.151248,2.469189,-0.151248,0.087506,0.108542,0.087506,0.108542,-0.035803,0.000074,0.035804,0.020228,-0.010214,-0.000181,0.001645
0.668000,0.033027,-0.000069,0.010580,0.102852,0.000495,-0.021602,0.102852,-0.000495,0.021602,0.068706,-0.000142,-0.011208,0.108094,0.000584,-0.023458,2.513588,-0.140159,2.513585,-0.140160,0.089112,0.108573,0.089112,0.108573,-0.035679,0.000073,0.035679,0.021788,-0.005242,-0.000089,0.001856
0.700000,0.036945,-0.000090,0.011352,0.108520,0.000628,-0.021470,0.108520,-0.000628,0.021470,0.072322,-0.000164,-0.011993,0.108898,0.000617,-0.023546,2.558421,-0.129684,2.558424,-0.129678,0.090678,0.108653,0.090678,0.108653,-0.035377,0.000074,0.035377,0.023345,-0.000378,0.000011,0.002076
0.736000,0.041064,-0.000112,0.012120,0.114114,0.000736,-0.021316,0.114114,-0.000736,0.021316,0.075966,-0.000188,-0.012779,0.109738,0.000649,-0.023580,2.603669,-0.119797,2.603665,-0.119797,0.092204,0.108781,0.092204,0.108781,-0.034902,0.000076,0.034902,0.024899,0.004376,0.000087,0.002264
0.768000,0.045381,-0.000137,0.012881,0.119620,0.000803,-0.021169,0.119620,-0.000803,0.021169,0.079638,-0.000215,-0.013564,0.110614,0.000681,-0.023564,2.649330,-0.110473,2.649326,-0.110470,0.093694,0.108954,0.093694,0.108954,-0.034257,0.000078,0.034257,0.026445,0.009006,0.000122,0.002395
0.800000,0.049893,-0.000167,0.013638,0.125029,0.000833,-0.021027,0.125029,-0.000833,0.021027,0.083341,-0.000243,-0.014347,0.111524,0.000711,-0.023503,2.695401,-0.101691,2.695399,-0.101698,0.095148,0.109172,0.095148,0.109172,-0.033448,0.000076,0.033448,0.027985,0.013505,0.000122,0.002476
0.836000,0.054596,-0.000203,0.014389,0.130341,0.000842,-0.020872,0.130341,-0.000842,0.020872,0.087074,-0.000274,-0.015127,0.112469,0.000741,-0.023399,2.741878,-0.093430,2.741875,-0.093427,0.096570,0.109431,0.096570,0.109431,-0.032478,0.000071,0.032478,0.029516,0.017872,0.000101,0.002527
0.868000,0.059486,-0.000244,0.015133,0.135556,0.000854,-0.020682,0.135556,-0.000854,0.020682,0.090839,-0.000307,-0.015903,0.113449,0.000770,-0.023257,2.788760,-0.085669,2.788775,-0.085666,0.097960,0.109732,0.097960,0.109732,-0.031353,0.000063,0.031353,0.031036,0.022107,0.000084,0.002575
0.900000,0.059486,-0.000244,0.015133,0.135556,0.000854,-0.020682,0.135556,-0.000854,0.020682,0.094637,-0.000343,-0.016672,0.114462,0.000798,-0.023081,2.836043,-0.078389,2.836038,-0.078389,0.099319,0.110072,0.099319,0.110072,-0.035151,0.000099,0.035151,0.031805,0.021094,0.000056,0.002399
0.936000,0.064561,-0.000291,0.015869,0.140689,0.000883,-0.020437,0.140689,-0.000883,0.020437,0.098470,-0.000381,-0.017434,0.115509,0.000825,-0.022873,2.883726,-0.071573,2.883743,-0.071575,0.100650,0.110451,0.100650,0.110451,-0.033909,0.000090,0.033909,0.033303,0.025180,0.000058,0.002436
0.968000,0.069818,-0.000343,0.016593,0.145754,0.000935,-0.020129,0.145754,-0.000935,0.020129,0.102338,-0.000422,-0.018189,0.116590,0.000850,-0.022637,2.931805,-0.065200,2.931827,-0.065199,0.101954,0.110866,0.101954,0.110866,-0.032520,0.000079,0.032520,0.034782,0.029164,0.000085,0.002508
1.000000,0.075255,-0.000399,0.017304,0.150756,0.001006,-0.019772,0.150756,-0.001006,0.019772,0.106243,-0.000466,-0.018935,0.117703,0.000875,-0.022375,2.980279,-0.059253,2.980261,-0.059255,0.103231,0.111316,0.103231,0.111316,-0.030988,0.000067,0.030988,0.036239,0.033053,0.000131,0.002603
1.036000,0.080870,-0.000459,0.018000,0.155701,0.001082,-0.019380,0.155701,-0.001082,0.019380,0.110185,-0.000513,-0.019671,0.118850,0.000899,-0.022091,3.029145,-0.053713,3.029153,-0.053716,0.104485,0.111801,0.104485,0.111801,-0.029315,0.000054,0.029315,0.037671,0.036851,0.000183,0.002711
1.068000,0.086660,-0.000524,0.018683,0.160579,0.001153,-0.018974,0.160579,-0.001153,0.018974,0.114166,-0.000562,-0.020397,0.120028,0.000922,-0.021787,3.078401,-0.048561,3.078415,-0.048562,0.105716,0.112318,0.105716,0.112318,-0.027506,0.000038,0.027506,0.039080,0.040551,0.000231,0.002813
1.100000,0.092623,-0.000594,0.019350,0.165379,0.001210,-0.018569,0.165379,-0.001210,0.018569,0.118187,-0.000614,-0.021113,0.121239,0.000943,-0.021466,3.128044,-0.043780,3.128046,-0.043779,0.106925,0.112866,0.106925,0.112866,-0.025564,0.000020,0.025564,0.040463,0.044140,0.000267,0.002897
1.136000,0.098756,-0.000670,0.020004,0.170098,0.001252,-0.018169,0.170098,-0.001252,0.018169,0.122248,-0.000670,-0.021817,0.122481,0.000964,-0.021130,3.178074,-0.039349,3.178072,-0.039349,0.108114,0.113444,0.108114,0.113444,-0.023492,0.000000,0.023492,0.041821,0.047617,0.000288,0.002961
1.168000,0.105055,-0.000752,0.020643,0.174734,0.001283,-0.017772,0.174734,-0.001283,0.017772,0.126352,-0.000728,-0.022510,0.123755,0.000983,-0.020780,3.228487,-0.035250,3.228464,-0.035250,0.109284,0.114050,0.109284,0.114050,-0.021297,-0.000024,0.021297,0.043153,0.050979,0.000300,0.003008
1.200000,0.111518,-0.000840,0.021267,0.179294,0.001309,-0.017370,0.179294,-0.001309,0.017370,0.130498,-0.000790,-0.023191,0.125060,0.001001,-0.020420,3.279282,-0.031465,3.279277,-0.031470,0.110437,0.114684,0.110437,0.114684,-0.018980,-0.000050,0.018980,0.044458,0.054234,0.000308,0.003050
1.236000,0.118143,-0.000935,0.021877,0.183794,0.001337,-0.016956,0.183794,-0.001337,0.016956,0.134689,-0.000855,-0.023859,0.126396,0.001019,-0.020050,3.330457,-0.027976,3.330454,-0.027980,0.111574,0.115343,0.111574,0.115343,-0.016546,-0.000080,0.016546,0.045736,0.057398,0.000318,0.003094
1.268000,0.124928,-0.001037,0.022471,0.188239,0.001369,-0.016528,0.188239,-0.001369,0.016528,0.138924,-0.000923,-0.024515,0.127763,0.001035,-0.019673,3.382011,-0.024764,3.382023,-0.024760,0.112697,0.116026,0.112697,0.116026,-0.013996,-0.000114,0.013996,0.046986,0.060476,0.000334,0.003145
1.300000,0.131871,-0.001144,0.023049,0.192637,0.001407,-0.016086,0.192637,-0.001407,0.016086,0.143206,-0.000995,-0.025158,0.129159,0.001050,-0.019290,3.433941,-0.021811,3.433927,-0.021811,0.113805,0.116732,0.113805,0.116732,-0.011335,-0.000149,0.011336,0.048207,0.063478,0.000357,0.003204
1.336000,0.138971,-0.001258,0.023611,0.196989,0.001446,-0.015638,0.196989,-0.001446,0.015638,0.147534,-0.001070,-0.025788,0.130585,0.001064,-0.018902,3.486246,-0.019101,3.486252,-0.019098,0.114902,0.117460,0.114902,0.117460,-0.008563,-0.000188,0.008565,0.049399,0.066404,0.000382,0.003264
1.368000,0.138971,-0.001258,0.023611,0.196989,0.001446,-0.015638,0.196989,-0.001446,0.015638,0.151911,-0.001148,-0.026405,0.132041,0.001078,-0.018511,3.538924,-0.016615,3.538913,-0.016613,0.115987,0.118208,0.115987,0.118208,-0.012940,-0.000110,0.012941,0.050016,0.064948,0.000368,0.002873
1.400000,0.146225,-0.001378,0.024157,0.201281,0.001483,-0.015191,0.201281,-0.001483,0.015191,0.156336,-0.001230,-0.027009,0.133527,0.001090,-0.018119,3.591973,-0.014338,3.591997,-0.014337,0.117063,0.118976,0.117063,0.118976,-0.010111,-0.000148,0.010112,0.051166,0.067754,0.000393,0.002928
1.436000,0.153631,-0.001504,0.024687,0.205509,0.001515,-0.014749,0.205509,-0.001515,0.014749,0.160812,-0.001316,-0.027600,0.135041,0.001101,-0.017725,3.645392,-0.012253,3.645388,-0.012255,0.118129,0.119761,0.118129,0.119761,-0.007181,-0.000188,0.007184,0.052287,0.070468,0.000414,0.002976
1.468000,0.161186,-0.001638,0.025202,0.209671,0.001540,-0.014314,0.209671,-0.001540,0.014314,0.165338,-0.001405,-0.028177,0.136583,0.001111,-0.017331,3.699180,-0.010347,3.699175,-0.010345,0.119188,0.120563,0.119188,0.120563,-0.004152,-0.000233,0.004158,0.053379,0.073088,0.000429,0.003017
1.500000,0.168889,-0.001778,0.025701,0.213764,0.001559,-0.013888,0.213764,-0.001559,0.013888,0.169916,-0.001499,-0.028742,0.138154,0.001121,-0.016939,3.753335,-0.008603,3.753330,-0.008601,0.120240,0.121381,0.120240,0.121381,-0.001027,-0.000279,0.001064,0.054443,0.075610,0.000438,0.003051
1.536000,0.176737,-0.001925,0.026185,0.217804,0.001573,-0.013469,0.217804,-0.001573,0.013469,0.174547,-0.001595,-0.029294,0.139753,0.001129,-0.016548,3.807856,-0.007010,3.807854,-0.007009,0.121286,0.122214,0.121286,0.122214,0.002190,-0.000330,0.002214,0.055479,0.078051,0.000444,0.003079
1.568000,0.184728,-0.002079,0.026654,0.221798,0.001585,-0.013054,0.221798,-0.001585,0.013054,0.179231,-0.001696,-0.029832,0.141380,0.001137,-0.016159,3.862740,-0.005553,3.862748,-0.005555,0.122327,0.123061,0.122327,0.123061,0.005497,-0.000383,0.005510,0.056486,0.080418,0.000448,0.003105
1.600000,0.192862,-0.002241,0.027108,0.225753,0.001597,-0.012644,0.225753,-0.001597,0.012644,0.183971,-0.001801,-0.030358,0.143034,0.001143,-0.015773,3.917988,-0.004221,3.917985,-0.004216,0.123364,0.123920,0.123364,0.123920,0.008891,-0.000440,0.008901,0.057466,0.082719,0.000454,0.003129
1.636000,0.201136,-0.002409,0.027548,0.229676,0.001609,-0.012237,0.229676,-0.001609,0.012237,0.188765,-0.001909,-0.030871,0.144715,0.001149,-0.015391,3.973597,-0.003002,3.973595,-0.003001,0.124397,0.124792,0.124397,0.124792,0.012371,-0.000500,0.012381,0.058419,0.084961,0.000460,0.003154
1.668000,0.209550,-0.002585,0.027973,0.233557,0.001620,-0.011834,0.233557,-0.001620,0.011834,0.193616,-0.002022,-0.031371,0.146423,0.001154,-0.015013,4.029566,-0.001887,4.029550,-0.001888,0.125427,0.125675,0.125427,0.125675,0.015934,-0.000563,0.015944,0.059344,0.087134,0.000466,0.003179
1.700000,0.218102,-0.002767,0.028384,0.237390,0.001630,-0.011437,0.237390,-0.001630,0.011437,0.198525,-0.002139,-0.031859,0.148158,0.001158,-0.014639,4.085893,-0.000864,4.085910,-0.000862,0.126456,0.126569,0.126456,0.126569,0.019577,-0.000628,0.019587,0.060243,0.089232,0.000472,0.003202
1.736000,0.226790,-0.002957,0.028781,0.241173,0.001638,-0.011048,0.241173,-0.001638,0.011048,0.203491,-0.002260,-0.032335,0.149918,0.001162,-0.014269,4.142579,0.000074,4.142561,0.000076,0.127482,0.127472,0.127482,0.127472,0.023299,-0.000697,0.023310,0.061116,0.091255,0.000476,0.003221
1.768000,0.235612,-0.003153,0.029164,0.244898,0.001641,-0.010668,0.244898,-0.001641,0.010668,0.208517,-0.002384,-0.032799,0.151705,0.001164,-0.013905,4.199620,0.000937,4.199620,0.000942,0.128508,0.128385,0.128508,0.128385,0.027095,-0.000769,0.027106,0.061963,0.093193,0.000477,0.003237
1.800000,0.235612,-0.003153,0.029164,0.244898,0.001641,-0.010668,0.244898,-0.001641,0.010668,0.213602,-0.002514,-0.033250,0.153517,0.001166,-0.013546,4.257017,0.001732,4.257030,0.001734,0.129533,0.129307,0.129533,0.129307,0.022010,-0.000639,0.022019,0.062414,0.091381,0.000475,0.002878
1.836000,0.244566,-0.003357,0.029534,0.248575,0.001642,-0.010299,0.248575,-0.001642,0.010299,0.218748,-0.002647,-0.033690,0.155354,0.001167,-0.013192,4.314767,0.002465,4.314764,0.002461,0.130557,0.130237,0.130557,0.130237,0.025818,-0.000710,0.025828,0.063224,0.093221,0.000475,0.002893
1.868000,0.253651,-0.003569,0.029892,0.252216,0.001639,-0.009939,0.252216,-0.001639,0.009939,0.223956,-0.002785,-0.034118,0.157216,0.001168,-0.012844,4.372870,0.003143,4.372853,0.003144,0.131582,0.131174,0.131582,0.131174,0.029695,-0.000784,0.029705,0.064010,0.095000,0.000471,0.002905
1.900000,0.262865,-0.003787,0.030236,0.255823,0.001635,-0.009588,0.255823,-0.001635,0.009588,0.229226,-0.002927,-0.034535,0.159103,0.001168,-0.012501,4.431325,0.003773,4.431327,0.003776,0.132608,0.132119,0.132608,0.132119,0.033639,-0.000860,0.033650,0.064771,0.096720,0.000467,0.002913
1.936000,0.272208,-0.004013,0.030568,0.259409,0.001629,-0.009244,0.259409,-0.001629,0.009244,0.234560,-0.003073,-0.034940,0.161014,0.001167,-0.012165,4.490129,0.004358,4.490130,0.004356,0.133634,0.133071,0.133634,0.133071,0.037648,-0.000940,0.037660,0.065508,0.098395,0.000462,0.002921
1.968000,0.281680,-0.004246,0.030888,0.262969,0.001622,-0.008906,0.262969,-0.001622,0.008906,0.239957,-0.003224,-0.035335,0.162949,0.001165,-0.011834,4.549283,0.004904,4.549293,0.004908,0.134662,0.134029,0.134662,0.134029,0.041723,-0.001022,0.041735,0.066223,0.100020,0.000457,0.002928
2.000000,0.291278,-0.004486,0.031196,0.266495,0.001614,-0.008576,0.266495,-0.001614,0.008576,0.245419,-0.003379,-0.035718,0.164908,0.001163,-0.011508,4.608785,0.005415,4.608757,0.005415,0.135690,0.134993,0.135690,0.134993,0.045859,-0.001107,0.045872,0.066914,0.101587,0.000451,0.002932
2.036000,0.301001,-0.004733,0.031493,0.269986,0.001605,-0.008253,0.269986,-0.001605,0.008253,0.250947,-0.003539,-0.036091,0.166891,0.001161,-0.011189,4.668633,0.005895,4.668644,0.005894,0.136721,0.135964,0.136721,0.135964,0.050054,-0.001194,0.050068,0.067584,0.103095,0.000444,0.002936
2.068000,0.310849,-0.004987,0.031778,0.273433,0.001594,-0.007939,0.273433,-0.001594,0.007939,0.256541,-0.003703,-0.036454,0.168897,0.001157,-0.010875,4.728827,0.006348,4.728836,0.006343,0.137753,0.136940,0.137753,0.136940,0.054308,-0.001284,0.054323,0.068232,0.104536,0.000437,0.002936
2.100000,0.320818,-0.005249,0.032052,0.276839,0.001581,-0.007633,0.276839,-0.001581,0.007633,0.262202,-0.003872,-0.036806,0.170925,0.001154,-0.010568,4.789365,0.006775,4.789364,0.006770,0.138787,0.137921,0.138787,0.137921,0.058616,-0.001377,0.058632,0.068858,0.105914,0.000427,0.002935
2.136000,0.330909,-0.005518,0.032315,0.280213,0.001567,-0.007335,0.280213,-0.001567,0.007335,0.267931,-0.004046,-0.037148,0.172976,0.001149,-0.010266,4.850246,0.007181,4.850260,0.007184,0.139824,0.138907,0.139824,0.138907,0.062978,-0.001472,0.062995,0.069463,0.107237,0.000418,0.002931
2.168000,0.341121,-0.005793,0.032569,0.283561,0.001551,-0.007045,0.283561,-0.001551,0.007045,0.273729,-0.004224,-0.037480,0.175050,0.001144,-0.009970,4.911469,0.007568,4.911465,0.007568,0.140862,0.139898,0.140862,0.139898,0.067392,-0.001569,0.067410,0.070049,0.108511,0.000407,0.002925
2.200000,0.351452,-0.006076,0.032811,0.286891,0.001534,-0.006762,0.286891,-0.001534,0.006762,0.279596,-0.004407,-0.037803,0.177145,0.001139,-0.009679,4.973033,0.007937,4.973041,0.007938,0.141903,0.140894,0.141903,0.140894,0.071856,-0.001669,0.071875,0.070614,0.109746,0.000395,0.002917
2.236000,0.361902,-0.006366,0.033044,0.290210,0.001515,-0.006487,0.290210,-0.001515,0.006487,0.285534,-0.004595,-0.038116,0.179263,0.001133,-0.009394,5.034937,0.008291,5.034930,0.008294,0.142946,0.141894,0.142946,0.141894,0.076368,-0.001771,0.076388,0.071160,0.110947,0.000382,0.002907
2.268000,0.361902,-0.006366,0.033044,0.290210,0.001515,-0.006487,0.290210,-0.001515,0.006487,0.291542,-0.004787,-0.038420,0.181401,0.001127,-0.009115,5.097179,0.008632,5.097194,0.008636,0.143992,0.142899,0.143992,0.142899,0.070360,-0.001579,0.070378,0.071464,0.108809,0.000388,0.002628
2.300000,0.372471,-0.006663,0.033268,0.293506,0.001496,-0.006218,0.293506,-0.001496,0.006218,0.297621,-0.004984,-0.038715,0.183561,0.001120,-0.008841,5.159759,0.008961,5.159773,0.008963,0.145040,0.143908,0.145040,0.143908,0.074850,-0.001679,0.074868,0.071983,0.109945,0.000376,0.002623
2.336000,0.383157,-0.006967,0.033482,0.296780,0.001475,-0.005956,0.296780,-0.001475,0.005956,0.303773,-0.005186,-0.039001,0.185742,0.001113,-0.008573,5.222674,0.009279,5.222669,0.009276,0.146090,0.144921,0.146090,0.144921,0.079384,-0.001781,0.079404,0.072483,0.111038,0.000362,0.002617
2.368000,0.393960,-0.007277,0.033686,0.300027,0.001454,-0.005700,0.300027,-0.001454,0.005700,0.309998,-0.005393,-0.039278,0.187943,0.001105,-0.008310,5.285925,0.009588,5.285915,0.009582,0.147143,0.145938,0.147143,0.145938,0.083962,-0.001884,0.083983,0.072964,0.112084,0.000349,0.002610
2.400000,0.404879,-0.007595,0.033882,0.303238,0.001432,-0.005450,0.303238,-0.001432,0.005450,0.316296,-0.005604,-0.039546,0.190165,0.001097,-0.008052,5.349508,0.009888,5.349511,0.009882,0.148199,0.146959,0.148199,0.146959,0.088583,-0.001991,0.088605,0.073428,0.113073,0.000335,0.002602
2.436000,0.415912,-0.007919,0.034069,0.306424,0.001410,-0.005207,0.306424,-0.001410,0.005207,0.322669,-0.005821,-0.039806,0.192406,0.001089,-0.007799,5.413425,0.010182,5.413429,0.010183,0.149258,0.147983,0.149258,0.147983,0.093243,-0.002098,0.093266,0.073875,0.114018,0.000321,0.002592
2.468000,0.427058,-0.008250,0.034247,0.309589,0.001386,-0.004970,0.309589,-0.001386,0.004970,0.329116,-0.006042,-0.040058,0.194668,0.001080,-0.007551,5.477672,0.010468,5.477670,0.010469,0.150319,0.149011,0.150319,0.149011,0.097942,-0.002208,0.097967,0.074305,0.114921,0.000306,0.002581
2.500000,0.438318,-0.008588,0.034418,0.312740,0.001361,-0.004739,0.312740,-0.001361,0.004739,0.335639,-0.006269,-0.040301,0.196948,0.001071,-0.007308,5.542249,0.010749,5.542267,0.010749,0.151383,0.150043,0.151383,0.150043,0.102679,-0.002319,0.102706,0.074719,0.115792,0.000290,0.002569
2.536000,0.449691,-0.008933,0.034580,0.315886,0.001336,-0.004514,0.315886,-0.001336,0.004514,0.342238,-0.006500,-0.040537,0.199248,0.001061,-0.007069,5.607155,0.011025,5.607159,0.011022,0.152449,0.151078,0.152449,0.151078,0.107453,-0.002433,0.107481,0.075117,0.116638,0.000275,0.002555
2.568000,0.461177,-0.009284,0.034734,0.319022,0.001309,-0.004295,0.319022,-0.001309,0.004295,0.348914,-0.006736,-0.040765,0.201567,0.001051,-0.006836,5.672388,0.011297,5.672379,0.011295,0.153518,0.152116,0.153518,0.152116,0.112263,-0.002548,0.112292,0.075499,0.117455,0.000258,0.002541
2.600000,0.472775,-0.009642,0.034880,0.322145,0.001283,-0.004080,0.322145,-0.001283,0.004080,0.355668,-0.006978,-0.040985,0.203905,0.001041,-0.006607,5.737946,0.011565,5.737959,0.011563,0.154590,0.153158,0.154590,0.153158,0.117107,-0.002664,0.117137,0.075865,0.118240,0.000242,0.002527
2.636000,0.484485,-0.010006,0.035019,0.325253,0.001255,-0.003870,0.325253,-0.001255,0.003870,0.362500,-0.007224,-0.041198,0.206261,0.001030,-0.006382,5.803829,0.011829,5.803808,0.011831,0.155664,0.154202,0.155664,0.154202,0.121985,-0.002782,0.122017,0.076217,0.118992,0.000225,0.002512
2.668000,0.496305,-0.010377,0.035151,0.328334,0.001228,-0.003666,0.328334,-0.001228,0.003666,0.369410,-0.007475,-0.041403,0.208634,0.001020,-0.006162,5.870036,0.012090,5.870020,0.012092,0.156741,0.155250,0.156741,0.155250,0.126895,-0.002902,0.126929,0.076554,0.119700,0.000208,0.002496
2.700000,0.496305,-0.010377,0.035151,0.328334,0.001228,-0.003666,0.328334,-0.001228,0.003666,0.376400,-0.007732,-0.041601,0.211026,0.001008,-0.005946,5.936563,0.012349,5.936567,0.012355,0.157821,0.156301,0.157821,0.156301,0.119905,-0.002645,0.119935,0.076752,0.117308,0.000220,0.002280
2.736000,0.508236,-0.010754,0.035275,0.331395,0.001199,-0.003466,0.331395,-0.001199,0.003466,0.383469,-0.007993,-0.041792,0.213435,0.000997,-0.005735,6.003412,0.012605,6.003417,0.012610,0.158903,0.157355,0.158903,0.157355,0.124767,-0.002761,0.124797,0.077067,0.117960,0.000202,0.002269
2.768000,0.520276,-0.011138,0.035393,0.334443,0.001171,-0.003271,0.334443,-0.001171,0.003271,0.390619,-0.008260,-0.041977,0.215862,0.000985,-0.005527,6.070578,0.012859,6.070574,0.012859,0.159987,0.158412,0.159987,0.158412,0.129657,-0.002878,0.129689,0.077370,0.118581,0.000186,0.002256
