t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,x_real,y_real,psi_real,u_real,v_real,r_real
0.000000,0.000000,-0.000000,-0.030693,0.099953,0.003069,0.000000,3.675027,0.000471,1.838419,1.836608,0.000000,-0.000000,-0.030693,0.099953,0.003069,0.000000
0.033333,0.003334,-0.000000,-0.030693,0.099973,0.003068,-0.000000,3.701317,0.000356,1.851344,1.849973,0.003372,-0.000004,-0.030693,0.102297,0.002932,-0.000002
0.066667,0.006668,-0.000000,-0.030693,0.100033,0.003066,-0.000001,3.728915,0.000239,1.864917,1.863998,0.006823,-0.000014,-0.030694,0.104620,0.002801,-0.000005
0.100000,0.010006,-0.000000,-0.030694,0.100134,0.003063,-0.000003,3.757811,0.000119,1.879134,1.878677,0.010350,-0.000031,-0.030694,0.106924,0.002676,-0.000009
0.133333,0.013348,-0.000001,-0.030694,0.100274,0.003059,-0.000004,3.787996,-0.000004,1.893990,1.894006,0.013953,-0.000054,-0.030694,0.109212,0.002556,-0.000012
0.166667,0.016694,-0.000002,-0.030694,0.100453,0.003053,-0.000007,3.819459,-0.000130,1.909480,1.909979,0.017632,-0.000084,-0.030695,0.111484,0.002442,-0.000016
0.200000,0.020048,-0.000003,-0.030694,0.100671,0.003046,-0.000010,3.852191,-0.000258,1.925599,1.926592,0.021387,-0.000120,-0.030695,0.113742,0.002333,-0.000021
0.233333,0.023409,-0.000005,-0.030694,0.100928,0.003038,-0.000013,3.886182,-0.000389,1.942343,1.943839,0.025216,-0.000161,-0.030696,0.115989,0.002229,-0.000026
0.266667,0.026780,-0.000007,-0.030695,0.101224,0.003029,-0.000017,3.921423,-0.000522,1.959707,1.961716,0.029120,-0.000208,-0.030697,0.118225,0.002129,-0.000031
0.300000,0.030161,-0.000010,-0.030696,0.101558,0.003018,-0.000022,3.957903,-0.000658,1.977686,1.980217,0.033099,-0.000261,-0.030698,0.120452,0.002034,-0.000037
0.333333,0.033554,-0.000014,-0.030696,0.101930,0.003007,-0.000027,3.995612,-0.000796,1.996275,1.999337,0.037151,-0.000319,-0.030699,0.122672,0.001943,-0.000043
0.366667,0.036960,-0.000018,-0.030697,0.102340,0.002994,-0.000032,4.034541,-0.000936,2.015470,2.019071,0.041277,-0.000383,-0.030701,0.124887,0.001857,-0.000050
0.400000,0.040380,-0.000024,-0.030699,0.102788,0.002980,-0.000038,4.074680,-0.001079,2.035266,2.039414,0.045477,-0.000451,-0.030703,0.127097,0.001774,-0.000057
0.433333,0.043816,-0.000030,-0.030700,0.103272,0.002965,-0.000045,4.116019,-0.001223,2.055658,2.060361,0.049750,-0.000525,-0.030705,0.129303,0.001695,-0.000065
0.466667,0.047268,-0.000038,-0.030702,0.103794,0.002949,-0.000052,4.158549,-0.001369,2.076642,2.081907,0.054097,-0.000603,-0.030707,0.131508,0.001619,-0.000073
0.500000,0.050738,-0.000046,-0.030703,0.104352,0.002932,-0.000059,4.202259,-0.001517,2.098212,2.104047,0.058517,-0.000686,-0.030710,0.133713,0.001547,-0.000082
0.533333,0.054228,-0.000056,-0.030706,0.104947,0.002913,-0.000066,4.247140,-0.001667,2.120365,2.126775,0.063010,-0.000773,-0.030713,0.135919,0.001478,-0.000090
0.566667,0.057738,-0.000067,-0.030708,0.105578,0.002894,-0.000074,4.293182,-0.001818,2.143094,2.150088,0.067577,-0.000866,-0.030716,0.138126,0.001413,-0.000100
0.600000,0.061270,-0.000079,-0.030711,0.106245,0.002874,-0.000083,4.340375,-0.001971,2.166397,2.173978,0.072218,-0.000962,-0.030719,0.140337,0.001350,-0.000110
0.633333,0.064824,-0.000093,-0.030713,0.106947,0.002852,-0.000092,4.388710,-0.002126,2.190267,2.198443,0.076932,-0.001063,-0.030723,0.142552,0.001290,-0.000120
0.666667,0.068402,-0.000108,-0.030717,0.107685,0.002830,-0.000101,4.438175,-0.002281,2.214700,2.223475,0.081720,-0.001168,-0.030727,0.144773,0.001233,-0.000131
0.700000,0.072006,-0.000125,-0.030720,0.108458,0.002807,-0.000111,4.488763,-0.002439,2.239692,2.249071,0.086582,-0.001277,-0.030732,0.147000,0.001178,-0.000142
0.733333,0.075636,-0.000143,-0.030724,0.109266,0.002782,-0.000121,4.540463,-0.002597,2.265237,2.275226,0.091518,-0.001391,-0.030737,0.149235,0.001126,-0.000154
0.766667,0.079293,-0.000163,-0.030728,0.110108,0.002757,-0.000131,4.593264,-0.002756,2.291331,2.301933,0.096529,-0.001508,-0.030742,0.151478,0.001077,-0.000166
0.800000,0.082979,-0.000185,-0.030733,0.110985,0.002731,-0.000141,4.647159,-0.002917,2.317970,2.329189,0.101614,-0.001629,-0.030748,0.153730,0.001029,-0.000178
0.833333,0.086694,-0.000209,-0.030738,0.111896,0.002704,-0.000152,4.702135,-0.003079,2.345147,2.356988,0.106775,-0.001754,-0.030754,0.155993,0.000984,-0.000191
0.866667,0.090441,-0.000234,-0.030743,0.112840,0.002676,-0.000164,4.758184,-0.003241,2.372860,2.385325,0.112011,-0.001883,-0.030761,0.158267,0.000941,-0.000204
0.900000,0.094219,-0.000261,-0.030749,0.113818,0.002647,-0.000175,4.815297,-0.003404,2.401102,2.414195,0.117324,-0.002016,-0.030768,0.160553,0.000900,-0.000218
0.933333,0.098031,-0.000291,-0.030755,0.114830,0.002617,-0.000187,4.873462,-0.003568,2.429870,2.443592,0.122712,-0.002153,-0.030775,0.162852,0.000861,-0.000232
0.966667,0.101877,-0.000323,-0.030761,0.115874,0.002586,-0.000199,4.932671,-0.003732,2.459158,2.473513,0.128178,-0.002293,-0.030783,0.165164,0.000824,-0.000247
1.000000,0.105758,-0.000356,-0.030768,0.116951,0.002554,-0.000212,4.992913,-0.003897,2.488961,2.503951,0.133720,-0.002437,-0.030792,0.167491,0.000788,-0.000262
1.033333,0.109675,-0.000392,-0.030775,0.118060,0.002522,-0.000224,5.054178,-0.004063,2.519276,2.534902,0.139340,-0.002584,-0.030801,0.169832,0.000754,-0.000277
1.066667,0.113630,-0.000430,-0.030783,0.119202,0.002489,-0.000237,5.116458,-0.004229,2.550097,2.566361,0.145039,-0.002735,-0.030810,0.172189,0.000722,-0.000293
1.100000,0.117624,-0.000471,-0.030791,0.120375,0.002455,-0.000251,5.179742,-0.004395,2.581419,2.598323,0.150816,-0.002890,-0.030820,0.174563,0.000691,-0.000309
1.133333,0.121657,-0.000514,-0.030800,0.121580,0.002420,-0.000264,5.244020,-0.004561,2.613239,2.630781,0.156673,-0.003048,-0.030831,0.176954,0.000662,-0.000326
1.166667,0.125731,-0.000559,-0.030809,0.122816,0.002385,-0.000278,5.309283,-0.004728,2.645550,2.663733,0.162610,-0.003209,-0.030842,0.179361,0.000634,-0.000343
1.200000,0.129846,-0.000607,-0.030818,0.124084,0.002348,-0.000291,5.375520,-0.004894,2.678348,2.697171,0.168627,-0.003374,-0.030854,0.181787,0.000608,-0.000360
1.233333,0.134004,-0.000658,-0.030828,0.125382,0.002311,-0.000306,5.442722,-0.005060,2.711630,2.731092,0.174725,-0.003543,-0.030866,0.184232,0.000582,-0.000378
1.266667,0.138206,-0.000711,-0.030838,0.126711,0.002274,-0.000320,5.510879,-0.005227,2.745389,2.765491,0.180905,-0.003714,-0.030879,0.186695,0.000558,-0.000396
1.300000,0.142452,-0.000767,-0.030849,0.128071,0.002235,-0.000334,5.579982,-0.005393,2.779621,2.800361,0.187167,-0.003890,-0.030892,0.189178,0.000536,-0.000414
1.333333,0.146745,-0.000825,-0.030861,0.129460,0.002196,-0.000349,5.650020,-0.005558,2.814321,2.835699,0.193513,-0.004068,-0.030906,0.191681,0.000514,-0.000433
1.366667,0.151084,-0.000887,-0.030873,0.130879,0.002157,-0.000364,5.720983,-0.005723,2.849485,2.871498,0.199942,-0.004250,-0.030921,0.194204,0.000494,-0.000452
1.400000,0.155471,-0.000951,-0.030885,0.132328,0.002116,-0.000378,5.792863,-0.005888,2.885108,2.907755,0.206455,-0.004436,-0.030937,0.196748,0.000474,-0.000472
1.433333,0.159906,-0.001018,-0.030898,0.133805,0.002075,-0.000394,5.865648,-0.006052,2.921185,2.944463,0.213054,-0.004624,-0.030953,0.199313,0.000456,-0.000491
1.466667,0.164391,-0.001088,-0.030911,0.135312,0.002034,-0.000409,5.939330,-0.006216,2.957711,2.981619,0.219738,-0.004817,-0.030969,0.201899,0.000438,-0.000511
1.500000,0.168927,-0.001161,-0.030925,0.136848,0.001991,-0.000424,6.013898,-0.006379,2.994682,3.019216,0.226509,-0.005012,-0.030987,0.204507,0.000422,-0.000532
1.533333,0.173515,-0.001238,-0.030939,0.138412,0.001949,-0.000439,6.089343,-0.006541,3.032093,3.057250,0.233367,-0.005211,-0.031005,0.207136,0.000406,-0.000552
1.566667,0.178155,-0.001317,-0.030954,0.140004,0.001905,-0.000455,6.165655,-0.006702,3.069940,3.095716,0.240313,-0.005413,-0.031024,0.209788,0.000392,-0.000573
1.600000,0.182848,-0.001400,-0.030970,0.141624,0.001861,-0.000471,6.242824,-0.006862,3.108216,3.134608,0.247347,-0.005619,-0.031043,0.212462,0.000378,-0.000594
1.633333,0.187596,-0.001485,-0.030986,0.143272,0.001817,-0.000486,6.320840,-0.007021,3.146918,3.173922,0.254472,-0.005828,-0.031063,0.215159,0.000365,-0.000616
1.666667,0.192399,-0.001574,-0.031002,0.144947,0.001772,-0.000502,6.399694,-0.007179,3.186042,3.213652,0.261686,-0.006040,-0.031084,0.217878,0.000352,-0.000637
1.700000,0.197258,-0.001667,-0.031019,0.146649,0.001727,-0.000518,6.479375,-0.007335,3.225581,3.253794,0.268991,-0.006255,-0.031106,0.220620,0.000341,-0.000659
1.733333,0.202175,-0.001763,-0.031037,0.148378,0.001681,-0.000534,6.559874,-0.007490,3.265532,3.294342,0.276388,-0.006475,-0.031128,0.223385,0.000330,-0.000681
1.766667,0.207149,-0.001862,-0.031055,0.150133,0.001635,-0.000549,6.641182,-0.007644,3.305890,3.335291,0.283878,-0.006697,-0.031151,0.226173,0.000320,-0.000703
1.800000,0.212182,-0.001964,-0.031073,0.151915,0.001588,-0.000565,6.723287,-0.007797,3.346650,3.376637,0.291461,-0.006923,-0.031175,0.228985,0.000310,-0.000726
1.833333,0.217275,-0.002071,-0.031092,0.153723,0.001541,-0.000581,6.806181,-0.007947,3.387807,3.418374,0.299138,-0.007152,-0.031199,0.231820,0.000301,-0.000749
1.866667,0.222429,-0.002180,-0.031112,0.155557,0.001493,-0.000597,6.889853,-0.008096,3.429357,3.460496,0.306909,-0.007385,-0.031225,0.234678,0.000293,-0.000771
1.900000,0.227644,-0.002294,-0.031132,0.157416,0.001445,-0.000613,6.974295,-0.008243,3.471295,3.503000,0.314777,-0.007621,-0.031251,0.237559,0.000285,-0.000794
1.933333,0.232922,-0.002411,-0.031153,0.159300,0.001397,-0.000629,7.059495,-0.008389,3.513615,3.545880,0.322740,-0.007861,-0.031278,0.240464,0.000278,-0.000818
1.966667,0.238262,-0.002531,-0.031174,0.161210,0.001348,-0.000645,7.145445,-0.008532,3.556314,3.589130,0.330801,-0.008104,-0.031305,0.243392,0.000272,-0.000841
2.000000,0.243667,-0.002656,-0.031196,0.163144,0.001299,-0.000661,7.232134,-0.008674,3.599387,3.632747,0.338960,-0.008351,-0.031334,0.246343,0.000266,-0.000864
2.033333,0.249136,-0.002784,-0.031218,0.165102,0.001250,-0.000677,7.319553,-0.008813,3.642829,3.676724,0.347217,-0.008601,-0.031363,0.249318,0.000260,-0.000888
2.066667,0.254671,-0.002916,-0.031241,0.167085,0.001201,-0.000692,7.407691,-0.008950,3.686635,3.721057,0.355574,-0.008855,-0.031393,0.252315,0.000255,-0.000912
2.100000,0.260273,-0.003052,-0.031264,0.169092,0.001151,-0.000708,7.496540,-0.009085,3.730800,3.765740,0.364031,-0.009112,-0.031424,0.255336,0.000251,-0.000936
2.133333,0.265941,-0.003192,-0.031288,0.171122,0.001101,-0.000724,7.586089,-0.009217,3.775320,3.810769,0.372590,-0.009373,-0.031455,0.258380,0.000246,-0.000959
2.166667,0.271678,-0.003336,-0.031313,0.173176,0.001050,-0.000739,7.676328,-0.009347,3.820190,3.856139,0.381250,-0.009637,-0.031488,0.261447,0.000243,-0.000983
2.200000,0.277483,-0.003483,-0.031338,0.175253,0.001000,-0.000754,7.767248,-0.009474,3.865405,3.901843,0.390012,-0.009905,-0.031521,0.264536,0.000240,-0.001007
2.233333,0.283358,-0.003635,-0.031363,0.177352,0.000949,-0.000770,7.858839,-0.009599,3.910961,3.947879,0.398878,-0.010177,-0.031555,0.267649,0.000237,-0.001031
2.266667,0.289303,-0.003791,-0.031389,0.179474,0.000898,-0.000785,7.951091,-0.009721,3.956852,3.994239,0.407848,-0.010452,-0.031590,0.270783,0.000235,-0.001055
2.300000,0.295319,-0.003951,-0.031415,0.181619,0.000847,-0.000800,8.043994,-0.009840,4.003075,4.040919,0.416922,-0.010732,-0.031625,0.273940,0.000233,-0.001080
2.333333,0.301407,-0.004115,-0.031442,0.183785,0.000796,-0.000815,8.137539,-0.009956,4.049624,4.087915,0.426103,-0.011014,-0.031662,0.277119,0.000231,-0.001104
2.366667,0.307567,-0.004283,-0.031470,0.185974,0.000745,-0.000830,8.231715,-0.010069,4.096494,4.135221,0.435389,-0.011301,-0.031699,0.280320,0.000230,-0.001128
2.400000,0.313801,-0.004455,-0.031497,0.188184,0.000693,-0.000844,8.326513,-0.010179,4.143681,4.182831,0.444783,-0.011591,-0.031737,0.283542,0.000229,-0.001152
2.433333,0.320108,-0.004632,-0.031526,0.190415,0.000641,-0.000859,8.421923,-0.010286,4.191181,4.230742,0.454284,-0.011886,-0.031776,0.286786,0.000228,-0.001176
2.466667,0.326490,-0.004813,-0.031555,0.192667,0.000590,-0.000873,8.517935,-0.010389,4.238988,4.278947,0.463893,-0.012184,-0.031815,0.290051,0.000228,-0.001200
2.500000,0.332948,-0.004998,-0.031584,0.194939,0.000538,-0.000887,8.614539,-0.010489,4.287098,4.327442,0.473612,-0.012486,-0.031856,0.293337,0.000228,-0.001224
2.533333,0.339481,-0.005187,-0.031614,0.197233,0.000486,-0.000901,8.711727,-0.010586,4.335505,4.376221,0.483441,-0.012791,-0.031897,0.296644,0.000229,-0.001247
2.566667,0.346091,-0.005381,-0.031644,0.199546,0.000434,-0.000915,8.809487,-0.010679,4.384206,4.425281,0.493380,-0.013101,-0.031939,0.299971,0.000230,-0.001271
2.600000,0.352779,-0.005579,-0.031675,0.201879,0.000383,-0.000928,8.907810,-0.010769,4.433196,4.474614,0.503430,-0.013415,-0.031982,0.303318,0.000231,-0.001295
2.633333,0.359544,-0.005782,-0.031706,0.204232,0.000331,-0.000941,9.006686,-0.010855,4.482469,4.524217,0.513592,-0.013732,-0.032025,0.306686,0.000232,-0.001318
2.666667,0.366388,-0.005989,-0.031738,0.206604,0.000279,-0.000954,9.106106,-0.010936,4.532021,4.574085,0.523866,-0.014054,-0.032070,0.310072,0.000234,-0.001342
2.700000,0.373312,-0.006200,-0.031770,0.208996,0.000227,-0.000967,9.206059,-0.011014,4.581848,4.624211,0.534254,-0.014380,-0.032115,0.313478,0.000236,-0.001365
2.733333,0.380315,-0.006416,-0.031802,0.211406,0.000175,-0.000979,9.306536,-0.011088,4.631944,4.674592,0.544756,-0.014709,-0.032161,0.316903,0.000238,-0.001388
2.766667,0.387399,-0.006637,-0.031835,0.213835,0.000124,-0.000991,9.407527,-0.011158,4.682305,4.725222,0.555371,-0.015043,-0.032207,0.320346,0.000240,-0.001411
2.800000,0.394564,-0.006862,-0.031868,0.216282,0.000072,-0.001003,9.509022,-0.011224,4.732927,4.776096,0.566102,-0.015381,-0.032255,0.323807,0.000243,-0.001433
2.833333,0.401811,-0.007091,-0.031902,0.218747,0.000021,-0.001015,9.611012,-0.011285,4.783804,4.827208,0.576949,-0.015723,-0.032303,0.327287,0.000246,-0.001456
2.866667,0.409140,-0.007326,-0.031936,0.221230,-0.000031,-0.001026,9.713486,-0.011342,4.834931,4.878555,0.587911,-0.016069,-0.032352,0.330784,0.000249,-0.001478
2.900000,0.416552,-0.007564,-0.031970,0.223731,-0.000082,-0.001037,9.816435,-0.011395,4.886305,4.930130,0.598991,-0.016420,-0.032401,0.334297,0.000252,-0.001500
2.933333,0.424048,-0.007808,-0.032005,0.226248,-0.000133,-0.001048,9.919849,-0.011442,4.937920,4.981929,0.610188,-0.016775,-0.032452,0.337828,0.000256,-0.001522
2.966667,0.431627,-0.008056,-0.032040,0.228783,-0.000184,-0.001058,10.023718,-0.011486,4.989771,5.033947,0.621502,-0.017134,-0.032503,0.341375,0.000260,-0.001543
3.000000,0.439292,-0.008309,-0.032075,0.231334,-0.000235,-0.001068,10.128033,-0.011524,5.041855,5.086178,0.632935,-0.017497,-0.032555,0.344938,0.000264,-0.001565
3.033333,0.447041,-0.008566,-0.032111,0.233902,-0.000285,-0.001078,10.232783,-0.011558,5.094165,5.138618,0.644488,-0.017865,-0.032607,0.348517,0.000268,-0.001585
3.066667,0.454877,-0.008828,-0.032147,0.236486,-0.000336,-0.001087,10.337959,-0.011586,5.146698,5.191260,0.656159,-0.018237,-0.032660,0.352111,0.000272,-0.001606
3.100000,0.462798,-0.009095,-0.032184,0.239086,-0.000386,-0.001096,10.443551,-0.011610,5.199449,5.244101,0.667951,-0.018613,-0.032714,0.355720,0.000277,-0.001626
3.133333,0.470807,-0.009367,-0.032220,0.241702,-0.000436,-0.001104,10.549549,-0.011628,5.252413,5.297136,0.679862,-0.018994,-0.032769,0.359343,0.000282,-0.001646
3.166667,0.478903,-0.009643,-0.032257,0.244333,-0.000486,-0.001112,10.655943,-0.011641,5.305585,5.350358,0.691895,-0.019379,-0.032824,0.362980,0.000287,-0.001666
3.200000,0.487086,-0.009925,-0.032294,0.246979,-0.000535,-0.001120,10.762724,-0.011649,5.358960,5.403763,0.704050,-0.019769,-0.032880,0.366631,0.000292,-0.001685
3.233333,0.495358,-0.010211,-0.032332,0.249640,-0.000584,-0.001127,10.869881,-0.011651,5.412535,5.457346,0.716326,-0.020163,-0.032936,0.370295,0.000297,-0.001703
3.266667,0.503719,-0.010501,-0.032370,0.252315,-0.000633,-0.001134,10.977406,-0.011648,5.466303,5.511102,0.728724,-0.020562,-0.032993,0.373971,0.000302,-0.001722
3.300000,0.512169,-0.010797,-0.032407,0.255005,-0.000681,-0.001140,11.085287,-0.011639,5.520261,5.565026,0.741245,-0.020965,-0.033051,0.377660,0.000308,-0.001740
3.333333,0.520709,-0.011098,-0.032446,0.257709,-0.000730,-0.001146,11.193516,-0.011624,5.574404,5.619112,0.753889,-0.021374,-0.033109,0.381361,0.000314,-0.001757
3.366667,0.529340,-0.011403,-0.032484,0.260426,-0.000778,-0.001152,11.302082,-0.011604,5.628727,5.673356,0.766657,-0.021786,-0.033168,0.385073,0.000319,-0.001774
3.400000,0.538060,-0.011713,-0.032522,0.263157,-0.000825,-0.001157,11.410976,-0.011577,5.683225,5.727752,0.779548,-0.022204,-0.033227,0.388797,0.000325,-0.001790
3.433333,0.546872,-0.012029,-0.032561,0.265902,-0.000873,-0.001161,11.520188,-0.011545,5.737893,5.782295,0.792564,-0.022626,-0.033287,0.392531,0.000331,-0.001806
3.466667,0.555776,-0.012349,-0.032600,0.268659,-0.000919,-0.001165,11.629708,-0.011506,5.792727,5.836981,0.805704,-0.023053,-0.033348,0.396275,0.000337,-0.001822
3.500000,0.564772,-0.012674,-0.032639,0.271429,-0.000966,-0.001169,11.739526,-0.011461,5.847723,5.891803,0.818969,-0.023484,-0.033409,0.400029,0.000344,-0.001837
3.533333,0.573860,-0.013004,-0.032678,0.274212,-0.001012,-0.001172,11.849633,-0.011410,5.902875,5.946758,0.832359,-0.023920,-0.033470,0.403792,0.000350,-0.001851
3.566667,0.583041,-0.013338,-0.032717,0.277006,-0.001058,-0.001174,11.960018,-0.011352,5.958178,6.001840,0.845875,-0.024362,-0.033532,0.407564,0.000356,-0.001865
3.600000,0.592315,-0.013678,-0.032756,0.279813,-0.001103,-0.001176,12.070673,-0.011288,6.013629,6.057044,0.859517,-0.024808,-0.033595,0.411344,0.000363,-0.001878
3.633333,0.601683,-0.014023,-0.032795,0.282631,-0.001148,-0.001178,12.181593,-0.011217,6.069225,6.112368,0.873284,-0.025259,-0.033658,0.415132,0.000370,-0.001891
3.666667,0.611144,-0.014372,-0.032834,0.285461,-0.001193,-0.001178,12.292789,-0.011141,6.124969,6.167819,0.887178,-0.025714,-0.033721,0.418928,0.000376,-0.001903
3.700000,0.620701,-0.014727,-0.032874,0.288302,-0.001237,-0.001179,12.404254,-0.011059,6.180859,6.223394,0.901198,-0.026175,-0.033784,0.422731,0.000383,-0.001914
3.733333,0.630351,-0.015087,-0.032913,0.291153,-0.001280,-0.001178,12.515979,-0.010971,6.236891,6.279088,0.915346,-0.026641,-0.033848,0.426540,0.000390,-0.001925
3.766667,0.640098,-0.015451,-0.032952,0.294016,-0.001324,-0.001178,12.627956,-0.010878,6.293059,6.334897,0.929620,-0.027112,-0.033913,0.430356,0.000397,-0.001935
3.800000,0.649939,-0.015821,-0.032992,0.296889,-0.001366,-0.001176,12.740177,-0.010778,6.349361,6.390816,0.944021,-0.027587,-0.033977,0.434178,0.000403,-0.001945
3.833333,0.659876,-0.016195,-0.033031,0.299772,-0.001408,-0.001174,12.852634,-0.010673,6.405792,6.446842,0.958550,-0.028068,-0.034042,0.438005,0.000410,-0.001954
3.866667,0.669910,-0.016574,-0.033070,0.302666,-0.001450,-0.001172,12.965318,-0.010561,6.462349,6.502969,0.973206,-0.028554,-0.034108,0.441838,0.000417,-0.001962
3.900000,0.680040,-0.016959,-0.033109,0.305569,-0.001491,-0.001169,13.078221,-0.010444,6.519026,6.559195,0.987991,-0.029045,-0.034173,0.445675,0.000424,-0.001969
3.933333,0.690267,-0.017348,-0.033148,0.308481,-0.001532,-0.001165,13.191335,-0.010320,6.575821,6.615514,1.002902,-0.029541,-0.034239,0.449516,0.000431,-0.001976
3.966667,0.700591,-0.017742,-0.033186,0.311404,-0.001572,-0.001161,13.304652,-0.010191,6.632728,6.671923,1.017942,-0.030042,-0.034305,0.453361,0.000438,-0.001982
4.000000,0.711012,-0.018142,-0.033225,0.314335,-0.001611,-0.001156,13.418162,-0.010055,6.689745,6.728417,1.033111,-0.030548,-0.034371,0.457210,0.000445,-0.001987
4.033333,0.721532,-0.018546,-0.033263,0.317275,-0.001650,-0.001150,13.531859,-0.009912,6.746867,6.784992,1.048407,-0.031060,-0.034437,0.461061,0.000452,-0.001991
4.066667,0.732149,-0.018955,-0.033302,0.320224,-0.001689,-0.001144,13.645734,-0.009764,6.804090,6.841643,1.063832,-0.031576,-0.034504,0.464916,0.000458,-0.001995
4.100000,0.742864,-0.019369,-0.033340,0.323182,-0.001727,-0.001137,13.759778,-0.009609,6.861410,6.898367,1.079385,-0.032098,-0.034570,0.468772,0.000465,-0.001998
4.133333,0.753679,-0.019788,-0.033378,0.326147,-0.001764,-0.001130,13.873983,-0.009447,6.918823,6.955159,1.095066,-0.032626,-0.034637,0.472631,0.000472,-0.002000
4.166667,0.764592,-0.020212,-0.033415,0.329121,-0.001800,-0.001122,13.988341,-0.009279,6.976325,7.012016,1.110876,-0.033158,-0.034704,0.476491,0.000479,-0.002001
4.200000,0.775604,-0.020641,-0.033452,0.332103,-0.001836,-0.001113,14.102843,-0.009105,7.033912,7.068931,1.126815,-0.033696,-0.034770,0.480353,0.000485,-0.002002
4.233333,0.786715,-0.021075,-0.033489,0.335092,-0.001872,-0.001104,14.217482,-0.008924,7.091580,7.125903,1.142882,-0.034239,-0.034837,0.484215,0.000492,-0.002001
4.266667,0.797927,-0.021514,-0.033526,0.338088,-0.001906,-0.001094,14.332250,-0.008736,7.149325,7.182925,1.159078,-0.034788,-0.034904,0.488077,0.000498,-0.002000
4.300000,0.809238,-0.021958,-0.033562,0.341092,-0.001940,-0.001084,14.447137,-0.008542,7.207142,7.239994,1.175403,-0.035341,-0.034970,0.491940,0.000505,-0.001998
4.333333,0.820649,-0.022406,-0.033598,0.344103,-0.001974,-0.001072,14.562135,-0.008340,7.265029,7.297106,1.191856,-0.035901,-0.035037,0.495802,0.000511,-0.001995
4.366667,0.832161,-0.022860,-0.033634,0.347120,-0.002006,-0.001061,14.677237,-0.008132,7.322980,7.354257,1.208438,-0.036465,-0.035103,0.499664,0.000517,-0.001992
4.400000,0.843773,-0.023318,-0.033669,0.350143,-0.002038,-0.001048,14.792434,-0.007917,7.380992,7.411442,1.225149,-0.037035,-0.035170,0.503524,0.000523,-0.001987
4.433333,0.855486,-0.023781,-0.033704,0.353173,-0.002070,-0.001035,14.907718,-0.007695,7.439061,7.468656,1.241988,-0.037611,-0.035236,0.507383,0.000529,-0.001981
4.466667,0.867300,-0.024249,-0.033738,0.356209,-0.002100,-0.001021,15.023080,-0.007466,7.497183,7.525897,1.258955,-0.038192,-0.035302,0.511241,0.000535,-0.001975
4.500000,0.879215,-0.024722,-0.033772,0.359251,-0.002130,-0.001007,15.138512,-0.007229,7.555354,7.583159,1.276051,-0.038778,-0.035367,0.515096,0.000541,-0.001968
4.533333,0.891231,-0.025200,-0.033805,0.362298,-0.002159,-0.000991,15.254007,-0.006986,7.613569,7.640438,1.293275,-0.039370,-0.035433,0.518948,0.000547,-0.001959
4.566667,0.903349,-0.025683,-0.033838,0.365351,-0.002188,-0.000976,15.369555,-0.006735,7.671825,7.697730,1.310628,-0.039967,-0.035498,0.522798,0.000552,-0.001950
4.600000,0.915569,-0.026170,-0.033870,0.368409,-0.002216,-0.000959,15.485148,-0.006478,7.730117,7.755031,1.328109,-0.040570,-0.035563,0.526645,0.000557,-0.001940
4.633333,0.927891,-0.026662,-0.033902,0.371471,-0.002243,-0.000942,15.600779,-0.006212,7.788442,7.812336,1.345718,-0.041178,-0.035627,0.530488,0.000562,-0.001928
4.666667,0.940315,-0.027159,-0.033933,0.374539,-0.002269,-0.000924,15.716438,-0.005940,7.846796,7.869642,1.363454,-0.041792,-0.035691,0.534328,0.000567,-0.001916
4.700000,0.952841,-0.027660,-0.033963,0.377610,-0.002295,-0.000905,15.832118,-0.005660,7.905175,7.926944,1.381319,-0.042412,-0.035755,0.538163,0.000572,-0.001903
4.733333,0.965469,-0.028166,-0.033993,0.380686,-0.002320,-0.000886,15.947811,-0.005372,7.963574,7.984237,1.399311,-0.043037,-0.035818,0.541994,0.000576,-0.001889
4.766667,0.978200,-0.028677,-0.034022,0.383766,-0.002344,-0.000866,16.063507,-0.005077,8.021989,8.041518,1.417431,-0.043667,-0.035881,0.545820,0.000580,-0.001873
4.800000,0.991033,-0.029193,-0.034051,0.386850,-0.002367,-0.000845,16.179199,-0.004775,8.080417,8.098782,1.435678,-0.044304,-0.035943,0.549641,0.000584,-0.001857
4.833333,1.003970,-0.029713,-0.034079,0.389937,-0.002390,-0.000823,16.294879,-0.004464,8.138854,8.156025,1.454052,-0.044945,-0.036005,0.553457,0.000588,-0.001839
4.866667,1.017009,-0.030238,-0.034106,0.393027,-0.002412,-0.000801,16.410538,-0.004146,8.197295,8.213243,1.472553,-0.045593,-0.036066,0.557266,0.000591,-0.001821
4.900000,1.030151,-0.030767,-0.034132,0.396121,-0.002433,-0.000778,16.526168,-0.003821,8.255737,8.270431,1.491181,-0.046246,-0.036126,0.561070,0.000595,-0.001801
4.933333,1.043396,-0.031301,-0.034158,0.399217,-0.002453,-0.000754,16.641760,-0.003487,8.314175,8.327586,1.509935,-0.046904,-0.036186,0.564868,0.000598,-0.001781
4.966667,1.056744,-0.031839,-0.034182,0.402317,-0.002473,-0.000730,16.757307,-0.003145,8.372605,8.384702,1.528816,-0.047568,-0.036245,0.568659,0.000600,-0.001759
