t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,cmd_left_ref,cmd_right_ref
31.433333,13.997262,6.302169,1.622206,0.661993,-0.010794,0.017953,17.166705,0.003577,8.590232,8.576473,0.309851,0.309530
31.466667,13.996478,6.324234,1.622794,0.662580,-0.010651,0.017622,17.181462,0.002459,8.595459,8.586003,0.309973,0.309752
31.500000,13.995676,6.346318,1.623370,0.663160,-0.010509,0.017293,17.195976,0.001344,8.600572,8.595403,0.310092,0.309971
31.533333,13.994855,6.368420,1.623936,0.663733,-0.010366,0.016965,17.210244,0.000233,8.605571,8.604673,0.310208,0.310187
31.566667,13.994016,6.390541,1.624490,0.664300,-0.010224,0.016638,17.224266,-0.000873,8.610453,8.613813,0.310322,0.310400
31.600000,13.993159,6.412680,1.625034,0.664860,-0.010082,0.016313,17.238040,-0.001976,8.615219,8.622821,0.310432,0.310609
31.633333,13.992284,6.434836,1.625567,0.665414,-0.009941,0.015989,17.251565,-0.003076,8.619868,8.631698,0.310541,0.310816
31.666667,13.991392,6.457010,1.626089,0.665961,-0.009800,0.015666,17.264841,-0.004172,8.624398,8.640443,0.310646,0.311019
31.700000,13.990483,6.479202,1.626601,0.666501,-0.009659,0.015345,17.277866,-0.005264,8.628810,8.649056,0.310748,0.311219
31.733333,13.989557,6.501411,1.627102,0.667034,-0.009519,0.015025,17.290639,-0.006353,8.633103,8.657536,0.310848,0.311416
31.766667,13.988614,6.523636,1.627592,0.667560,-0.009379,0.014706,17.303159,-0.007438,8.637275,8.665884,0.310945,0.311609
31.800000,13.987655,6.545878,1.628071,0.668080,-0.009239,0.014389,17.315426,-0.008521,8.641327,8.674099,0.311039,0.311800
31.833333,13.986679,6.568137,1.628541,0.668593,-0.009099,0.014073,17.327437,-0.009600,8.645257,8.682180,0.311131,0.311987
31.866667,13.985688,6.590412,1.628999,0.669098,-0.008960,0.013758,17.339192,-0.010676,8.649065,8.690128,0.311219,0.312171
31.900000,13.984681,6.612703,1.629447,0.669597,-0.008821,0.013444,17.350691,-0.011750,8.652750,8.697941,0.311304,0.312352
31.933333,13.983658,6.635009,1.629885,0.670089,-0.008683,0.013131,17.361932,-0.012821,8.656311,8.705621,0.311387,0.312530
31.966667,13.982621,6.657331,1.630312,0.670574,-0.008545,0.012820,17.372914,-0.013888,8.659748,8.713165,0.311467,0.312705
32.000000,13.981568,6.679669,1.630729,0.671052,-0.008407,0.012510,17.383636,-0.014954,8.663061,8.720575,0.311544,0.312877
32.033333,13.980501,6.702021,1.631136,0.671522,-0.008269,0.012200,17.394098,-0.016017,8.666248,8.727850,0.311618,0.313045
32.066667,13.979419,6.724389,1.631532,0.671986,-0.008132,0.011892,17.404299,-0.017077,8.669309,8.734990,0.311689,0.313210
32.100000,13.978323,6.746771,1.631919,0.672443,-0.007995,0.011585,17.414237,-0.018135,8.672243,8.741994,0.311757,0.313372
32.133333,13.977212,6.769167,1.632295,0.672892,-0.007858,0.011279,17.423912,-0.019191,8.675051,8.748862,0.311822,0.313531
32.166667,13.976089,6.791577,1.632660,0.673334,-0.007721,0.010974,17.433324,-0.020245,8.677730,8.755594,0.311884,0.313686
32.200000,13.974951,6.814002,1.633016,0.673769,-0.007585,0.010670,17.442471,-0.021296,8.680281,8.762189,0.311943,0.313838
32.233333,13.973800,6.836440,1.633362,0.674197,-0.007449,0.010368,17.451352,-0.022346,8.682703,8.768649,0.311999,0.313988
32.266667,13.972637,6.858891,1.633697,0.674617,-0.007314,0.010066,17.459967,-0.023394,8.684996,8.774971,0.312053,0.314134
32.300000,13.971460,6.881356,1.634023,0.675031,-0.007178,0.009765,17.468315,-0.024440,8.687158,8.781157,0.312103,0.314276
32.333333,13.970271,6.903833,1.634338,0.675437,-0.007043,0.009465,17.476396,-0.025484,8.689191,8.787205,0.312150,0.314416
32.366667,13.969069,6.926324,1.634644,0.675835,-0.006908,0.009166,17.484208,-0.026526,8.691091,8.793116,0.312194,0.314552
32.400000,13.967856,6.948827,1.634939,0.676227,-0.006774,0.008867,17.491751,-0.027568,8.692861,8.798890,0.312235,0.314685
32.433333,13.966630,6.971342,1.635225,0.676611,-0.006639,0.008570,17.499024,-0.028607,8.694498,8.804526,0.312273,0.314815
32.466667,13.965393,6.993869,1.635501,0.676987,-0.006505,0.008274,17.506027,-0.029646,8.696003,8.810025,0.312308,0.314942
32.500000,13.964145,7.016408,1.635767,0.677356,-0.006372,0.007978,17.512759,-0.030683,8.697374,8.815385,0.312339,0.315065
32.533333,13.962886,7.038958,1.636023,0.677718,-0.006238,0.007683,17.519220,-0.031719,8.698613,8.820607,0.312368,0.315186
32.566667,13.961615,7.061520,1.636269,0.678072,-0.006105,0.007390,17.525408,-0.032753,8.699717,8.825692,0.312394,0.315303
32.600000,13.960334,7.084093,1.636506,0.678419,-0.005972,0.007097,17.531324,-0.033787,8.700686,8.830638,0.312416,0.315417
32.633333,13.959043,7.106676,1.636732,0.678759,-0.005839,0.006804,17.536966,-0.034820,8.701521,8.835445,0.312435,0.315527
32.666667,13.957741,7.129270,1.636949,0.679090,-0.005706,0.006513,17.542335,-0.035852,8.702221,8.840114,0.312452,0.315635
32.700000,13.956430,7.151875,1.637157,0.679415,-0.005574,0.006222,17.547429,-0.036884,8.702784,8.844645,0.312465,0.315739
32.733333,13.955109,7.174490,1.637355,0.679732,-0.005442,0.005932,17.552248,-0.037914,8.703212,8.849036,0.312475,0.315840
32.766667,13.953778,7.197114,1.637543,0.680041,-0.005310,0.005643,17.556792,-0.038944,8.703503,8.853289,0.312481,0.315938
32.800000,13.952438,7.219748,1.637721,0.680342,-0.005178,0.005354,17.561061,-0.039974,8.703657,8.857404,0.312485,0.316032
32.833333,13.951089,7.242392,1.637890,0.680637,-0.005047,0.005066,17.565053,-0.041003,8.703674,8.861379,0.312485,0.316124
32.866667,13.949732,7.265044,1.638049,0.680923,-0.004916,0.004779,17.568769,-0.042032,8.703553,8.865215,0.312482,0.316212
32.900000,13.948366,7.287706,1.638199,0.681202,-0.004785,0.004492,17.572207,-0.043061,8.703294,8.868913,0.312476,0.316297
32.933333,13.946991,7.310376,1.638339,0.681473,-0.004654,0.004206,17.575368,-0.044089,8.702897,8.872471,0.312467,0.316378
32.966667,13.945609,7.333055,1.638470,0.681737,-0.004524,0.003921,17.578252,-0.045118,8.702361,8.875891,0.312455,0.316457
33.000000,13.944219,7.355742,1.638591,0.681992,-0.004393,0.003636,17.580857,-0.046146,8.701686,8.879171,0.312439,0.316532
33.033333,13.942821,7.378436,1.638703,0.682241,-0.004263,0.003352,17.583184,-0.047175,8.700872,8.882313,0.312420,0.316605
33.066667,13.941416,7.401139,1.638805,0.682481,-0.004133,0.003068,17.585233,-0.048203,8.699918,8.885315,0.312398,0.316673
33.100000,13.940004,7.423848,1.638898,0.682714,-0.004003,0.002785,17.587002,-0.049232,8.698824,8.888178,0.312373,0.316739
33.133333,13.938586,7.446565,1.638981,0.682939,-0.003874,0.002502,17.588492,-0.050261,8.697589,8.890903,0.312344,0.316802
33.166667,13.937160,7.469289,1.639055,0.683156,-0.003745,0.002220,17.589703,-0.051291,8.696214,8.893488,0.312312,0.316861
33.200000,13.935728,7.492020,1.639120,0.683366,-0.003615,0.001938,17.590634,-0.052321,8.694699,8.895935,0.312277,0.316917
33.233333,13.934290,7.514757,1.639175,0.683568,-0.003486,0.001657,17.591285,-0.053352,8.693042,8.898243,0.312239,0.316970
33.266667,13.932847,7.537501,1.639221,0.683762,-0.003358,0.001377,17.591656,-0.054384,8.691244,8.900412,0.312197,0.317020
33.300000,13.931397,7.560250,1.639258,0.683948,-0.003229,0.001096,17.591746,-0.055416,8.689304,8.902442,0.312152,0.317066
33.333333,13.929942,7.583005,1.639285,0.684126,-0.003101,0.000816,17.591556,-0.056449,8.687223,8.904333,0.312104,0.317110
33.366667,13.928482,7.605765,1.639303,0.684297,-0.002972,0.000537,17.591086,-0.057483,8.685000,8.906087,0.312053,0.317150
33.400000,13.927017,7.628531,1.639311,0.684460,-0.002844,0.000258,17.590335,-0.058518,8.682634,8.907701,0.311998,0.317187
33.433333,13.925548,7.651302,1.639311,0.684615,-0.002716,-0.000021,17.589303,-0.059553,8.680126,8.909178,0.311940,0.317221
33.466667,13.924073,7.674077,1.639301,0.684762,-0.002589,-0.000299,17.587991,-0.060591,8.677474,8.910517,0.311878,0.317252
33.500000,13.922595,7.696857,1.639281,0.684902,-0.002461,-0.000577,17.586398,-0.061631,8.674678,8.911720,0.311813,0.317279
33.533333,13.921113,7.719642,1.639253,0.685033,-0.002334,-0.000855,17.584523,-0.062673,8.671737,8.912787,0.311745,0.317304
33.566667,13.919626,7.742430,1.639215,0.685157,-0.002207,-0.001132,17.582368,-0.063718,8.668650,8.913718,0.311673,0.317325
33.600000,13.918137,7.765222,1.639168,0.685273,-0.002079,-0.001409,17.579932,-0.064764,8.665419,8.914513,0.311599,0.317343
33.633333,13.916644,7.788017,1.639112,0.685381,-0.001952,-0.001686,17.577215,-0.065814,8.662043,8.915173,0.311520,0.317358
33.666667,13.915148,7.810816,1.639047,0.685481,-0.001826,-0.001963,17.574217,-0.066866,8.658521,8.915697,0.311438,0.317370
33.700000,13.913649,7.833618,1.638972,0.685573,-0.001699,-0.002239,17.570939,-0.067920,8.654853,8.916085,0.311353,0.317379
33.733333,13.912147,7.856423,1.638888,0.685657,-0.001572,-0.002515,17.567380,-0.068978,8.651040,8.916339,0.311265,0.317385
33.766667,13.910643,7.879230,1.638795,0.685734,-0.001446,-0.002791,17.563540,-0.070038,8.647082,8.916458,0.311173,0.317388
33.800000,13.909137,7.902039,1.638693,0.685802,-0.001320,-0.003067,17.559419,-0.071101,8.642977,8.916442,0.311078,0.317388
33.833333,13.907629,7.924850,1.638582,0.685863,-0.001194,-0.003342,17.555019,-0.072167,8.638727,8.916292,0.310979,0.317384
33.866667,13.906120,7.947663,1.638461,0.685916,-0.001068,-0.003617,17.550338,-0.073236,8.634331,8.916007,0.310877,0.317378
33.900000,13.904609,7.970478,1.638331,0.685961,-0.000942,-0.003893,17.545377,-0.074308,8.629789,8.915589,0.310771,0.317368
33.933333,13.903096,7.993294,1.638192,0.685998,-0.000816,-0.004168,17.540137,-0.075383,8.625100,8.915036,0.310662,0.317355
33.966667,13.901583,8.016111,1.638044,0.686027,-0.000691,-0.004443,17.534617,-0.076462,8.620266,8.914351,0.310550,0.317340
34.000000,13.900069,8.038929,1.637887,0.686048,-0.000565,-0.004718,17.528817,-0.077544,8.615286,8.913532,0.310434,0.317321
34.033333,13.898554,8.061747,1.637721,0.686061,-0.000440,-0.004992,17.522739,-0.078629,8.610159,8.912580,0.310315,0.317299
34.066667,13.897040,8.084566,1.637545,0.686067,-0.000314,-0.005267,17.516382,-0.079718,8.604887,8.911495,0.310192,0.317274
34.100000,13.895525,8.107384,1.637360,0.686064,-0.000189,-0.005542,17.509746,-0.080811,8.599468,8.910278,0.310066,0.317246
34.133333,13.894010,8.130203,1.637166,0.686054,-0.000064,-0.005817,17.502832,-0.081906,8.593904,8.908928,0.309936,0.317215
34.166667,13.892496,8.153021,1.636963,0.686035,0.000061,-0.006091,17.495640,-0.083005,8.588195,8.907445,0.309804,0.317181
34.200000,13.890982,8.175838,1.636751,0.686009,0.000186,-0.006366,17.488171,-0.084107,8.582342,8.905829,0.309667,0.317144
34.233333,13.889469,8.198654,1.636530,0.685975,0.000310,-0.006641,17.480425,-0.085212,8.576342,8.904082,0.309527,0.317104
34.266667,13.887958,8.221469,1.636299,0.685932,0.000435,-0.006915,17.472401,-0.086323,8.570196,8.902206,0.309384,0.317061
34.300000,13.886447,8.244283,1.636060,0.685882,0.000560,-0.007190,17.464102,-0.087437,8.563902,8.900200,0.309237,0.317015
34.333333,13.884938,8.267095,1.635811,0.685825,0.000684,-0.007465,17.455527,-0.088556,8.557463,8.898064,0.309087,0.316966
34.366667,13.883431,8.289905,1.635553,0.685759,0.000808,-0.007740,17.446676,-0.089680,8.550877,8.895799,0.308934,0.316914
34.400000,13.881926,8.312713,1.635286,0.685685,0.000933,-0.008015,17.437550,-0.090807,8.544146,8.893404,0.308777,0.316859
34.433333,13.880423,8.335518,1.635009,0.685603,0.001057,-0.008290,17.428150,-0.091939,8.537268,8.890882,0.308616,0.316801
34.466667,13.878923,8.358321,1.634724,0.685514,0.001181,-0.008565,17.418476,-0.093076,8.530245,8.888230,0.308452,0.316740
34.500000,13.877425,8.381121,1.634429,0.685416,0.001305,-0.008841,17.408528,-0.094217,8.523077,8.885451,0.308285,0.316677
34.533333,13.875931,8.403917,1.634125,0.685311,0.001429,-0.009116,17.398307,-0.095363,8.515763,8.882544,0.308114,0.316610
34.566667,13.874439,8.426710,1.633812,0.685198,0.001553,-0.009392,17.387815,-0.096514,8.508304,8.879511,0.307939,0.316540
34.600000,13.872951,8.449500,1.633490,0.685077,0.001677,-0.009668,17.377050,-0.097669,8.500700,8.876350,0.307762,0.316468
34.633333,13.871466,8.472285,1.633158,0.684948,0.001801,-0.009944,17.366014,-0.098829,8.492951,8.873063,0.307580,0.316392
34.666667,13.869985,8.495067,1.632818,0.684811,0.001925,-0.010221,17.354708,-0.099994,8.485057,8.869651,0.307396,0.316314
34.700000,13.868508,8.517844,1.632468,0.684666,0.002048,-0.010497,17.343131,-0.101164,8.477019,8.866113,0.307208,0.316232
34.733333,13.867036,8.540616,1.632109,0.684514,0.002172,-0.010774,17.331286,-0.102340,8.468836,8.862450,0.307016,0.316148
34.766667,13.865568,8.563383,1.631740,0.684353,0.002296,-0.011051,17.319172,-0.103520,8.460509,8.858663,0.306821,0.316061
34.800000,13.864104,8.586145,1.631363,0.684185,0.002419,-0.011329,17.306790,-0.104706,8.452038,8.854752,0.306622,0.315971
34.833333,13.862646,8.608902,1.630976,0.684009,0.002543,-0.011606,17.294141,-0.105897,8.443423,8.850718,0.306420,0.315879
34.866667,13.861193,8.631653,1.630580,0.683825,0.002666,-0.011884,17.281226,-0.107093,8.434665,8.846561,0.306215,0.315783
34.900000,13.859745,8.654398,1.630174,0.683634,0.002790,-0.012163,17.268044,-0.108295,8.425763,8.842282,0.306006,0.315684
34.933333,13.858302,8.677137,1.629759,0.683434,0.002913,-0.012442,17.254598,-0.109502,8.416718,8.837880,0.305794,0.315583
34.966667,13.856866,8.699870,1.629335,0.683227,0.003036,-0.012721,17.240888,-0.110715,8.407530,8.833358,0.305578,0.315479
35.000000,13.855436,8.722596,1.628902,0.683012,0.003160,-0.013000,17.226915,-0.111934,8.398199,8.828716,0.305359,0.315372
35.033333,13.854012,8.745315,1.628459,0.682789,0.003283,-0.013280,17.212679,-0.113159,8.388726,8.823953,0.305136,0.315263
35.066667,13.852594,8.768027,1.628007,0.682559,0.003406,-0.013561,17.198182,-0.114389,8.379111,8.819070,0.304910,0.315150
35.100000,13.851183,8.790731,1.627546,0.682320,0.003530,-0.013841,17.183423,-0.115626,8.369354,8.814069,0.304680,0.315035
35.133333,13.849779,8.813428,1.627075,0.682074,0.003653,-0.014123,17.168405,-0.116868,8.359456,8.808950,0.304447,0.314917
35.166667,13.848382,8.836117,1.626595,0.681820,0.003776,-0.014404,17.153129,-0.118117,8.349416,8.803713,0.304211,0.314796
35.200000,13.846993,8.858798,1.626106,0.681559,0.003899,-0.014686,17.137594,-0.119372,8.339235,8.798359,0.303971,0.314673
35.233333,13.845611,8.881470,1.625607,0.681290,0.004022,-0.014969,17.121801,-0.120633,8.328913,8.792888,0.303727,0.314547
35.266667,13.844237,8.904134,1.625098,0.681013,0.004146,-0.015252,17.105753,-0.121901,8.318451,8.787302,0.303481,0.314418
35.300000,13.842871,8.926789,1.624580,0.680728,0.004269,-0.015536,17.089450,-0.123175,8.307849,8.781601,0.303230,0.314287
35.333333,13.841513,8.949435,1.624053,0.680436,0.004392,-0.015820,17.072892,-0.124456,8.297108,8.775785,0.302977,0.314152
35.366667,13.840164,8.972072,1.623516,0.680136,0.004515,-0.016105,17.056082,-0.125743,8.286227,8.769855,0.302720,0.314015
35.400000,13.838823,8.994699,1.622970,0.679828,0.004638,-0.016390,17.039019,-0.127038,8.275207,8.763813,0.302459,0.313876
35.433333,13.837492,9.017316,1.622414,0.679513,0.004761,-0.016676,17.021705,-0.128338,8.264048,8.757657,0.302195,0.313734
35.466667,13.836169,9.039923,1.621849,0.679190,0.004885,-0.016963,17.004142,-0.129646,8.252751,8.751391,0.301928,0.313589
35.500000,13.834856,9.062519,1.621274,0.678860,0.005008,-0.017250,16.986329,-0.130961,8.241316,8.745013,0.301657,0.313442
35.533333,13.833552,9.085105,1.620689,0.678522,0.005131,-0.017538,16.968269,-0.132283,8.229744,8.738525,0.301383,0.313292
35.566667,13.832258,9.107681,1.620095,0.678176,0.005254,-0.017826,16.949962,-0.133612,8.218035,8.731927,0.301105,0.313139
35.600000,13.830974,9.130245,1.619491,0.677823,0.005377,-0.018115,16.931409,-0.134948,8.206189,8.725220,0.300824,0.312984
35.633333,13.829701,9.152798,1.618877,0.677463,0.005501,-0.018405,16.912613,-0.136292,8.194207,8.718406,0.300540,0.312826
35.666667,13.828438,9.175339,1.618254,0.677095,0.005624,-0.018695,16.893573,-0.137643,8.182089,8.711484,0.300252,0.312666
35.700000,13.827185,9.197869,1.617621,0.676719,0.005747,-0.018986,16.874291,-0.139001,8.169836,8.704455,0.299961,0.312503
35.733333,13.825943,9.220386,1.616979,0.676336,0.005871,-0.019278,16.854768,-0.140367,8.157447,8.697321,0.299666,0.312338
35.766667,13.824712,9.242892,1.616326,0.675945,0.005994,-0.019571,16.835006,-0.141741,8.144925,8.690081,0.299369,0.312170
35.800000,13.823493,9.265384,1.615664,0.675547,0.006117,-0.019864,16.815006,-0.143122,8.132268,8.682738,0.299067,0.312000
35.833333,13.822285,9.287864,1.614992,0.675142,0.006241,-0.020159,16.794768,-0.144511,8.119478,8.675291,0.298763,0.311827
35.866667,13.821089,9.310331,1.614310,0.674729,0.006364,-0.020454,16.774295,-0.145908,8.106554,8.667741,0.298455,0.311652
35.900000,13.819905,9.332785,1.613619,0.674309,0.006488,-0.020749,16.753588,-0.147314,8.093498,8.660089,0.298143,0.311475
35.933333,13.818732,9.355226,1.612917,0.673882,0.006611,-0.021046,16.732647,-0.148727,8.080311,8.652337,0.297828,0.311295
35.966667,13.817572,9.377652,1.612206,0.673447,0.006735,-0.021343,16.711475,-0.150148,8.066991,8.644484,0.297510,0.311113
36.000000,13.816425,9.400065,1.611484,0.673005,0.006859,-0.021642,16.690073,-0.151578,8.053541,8.636532,0.297189,0.310928
36.033333,13.815291,9.422463,1.610753,0.672555,0.006982,-0.021941,16.668441,-0.153016,8.039960,8.628482,0.296864,0.310741
36.066667,13.814169,9.444847,1.610012,0.672099,0.007106,-0.022241,16.646582,-0.154462,8.026249,8.620333,0.296536,0.310551
36.100000,13.813061,9.467217,1.609260,0.671635,0.007230,-0.022542,16.624497,-0.155917,8.012408,8.612089,0.296205,0.310360
36.133333,13.811966,9.489571,1.608499,0.671164,0.007354,-0.022844,16.602187,-0.157380,7.998439,8.603748,0.295870,0.310166
36.166667,13.810884,9.511911,1.607727,0.670685,0.007478,-0.023146,16.579654,-0.158852,7.984342,8.595312,0.295532,0.309969
36.200000,13.809817,9.534235,1.606946,0.670200,0.007602,-0.023450,16.556899,-0.160333,7.970116,8.586783,0.295190,0.309771
36.233333,13.808763,9.556543,1.606154,0.669707,0.007726,-0.023755,16.533924,-0.161823,7.955764,8.578160,0.294846,0.309570
36.266667,13.807724,9.578836,1.605352,0.669207,0.007850,-0.024060,16.510730,-0.163322,7.941285,8.569445,0.294498,0.309367
36.300000,13.806699,9.601112,1.604540,0.668700,0.007974,-0.024367,16.487318,-0.164829,7.926680,8.560638,0.294147,0.309161
36.333333,13.805688,9.623372,1.603717,0.668186,0.008098,-0.024675,16.463691,-0.166346,7.911950,8.551742,0.293792,0.308954
36.366667,13.804693,9.645616,1.602884,0.667665,0.008223,-0.024983,16.439850,-0.167872,7.897095,8.542755,0.293434,0.308744
36.400000,13.803713,9.667843,1.602041,0.667137,0.008347,-0.025293,16.415796,-0.169407,7.882116,8.533680,0.293073,0.308532
36.433333,13.802747,9.690053,1.601188,0.666602,0.008472,-0.025604,16.391531,-0.170951,7.867013,8.524518,0.292709,0.308318
36.466667,13.801798,9.712245,1.600324,0.666060,0.008596,-0.025916,16.367057,-0.172505,7.851788,8.515269,0.292341,0.308102
36.500000,13.800864,9.734420,1.599450,0.665511,0.008721,-0.026229,16.342375,-0.174069,7.836440,8.505935,0.291971,0.307884
36.533333,13.799946,9.756578,1.598565,0.664955,0.008846,-0.026543,16.317486,-0.175641,7.820971,8.496515,0.291597,0.307664
36.566667,13.799043,9.778717,1.597670,0.664392,0.008971,-0.026858,16.292394,-0.177224,7.805381,8.487012,0.291219,0.307441
36.600000,13.798158,9.800838,1.596764,0.663822,0.009095,-0.027174,16.267098,-0.178816,7.789671,8.477427,0.290839,0.307217
36.633333,13.797288,9.822941,1.595847,0.663246,0.009220,-0.027491,16.241601,-0.180419,7.773842,8.467760,0.290455,0.306991
36.666667,13.796436,9.845025,1.594920,0.662663,0.009346,-0.027810,16.215905,-0.182031,7.757893,8.458012,0.290069,0.306762
36.700000,13.795600,9.867091,1.593983,0.662073,0.009471,-0.028129,16.190011,-0.183653,7.741827,8.448184,0.289679,0.306532
36.733333,13.794781,9.889137,1.593034,0.661476,0.009596,-0.028450,16.163921,-0.185285,7.725643,8.438278,0.289286,0.306300
36.766667,13.793980,9.911164,1.592075,0.660872,0.009721,-0.028772,16.137637,-0.186927,7.709343,8.428294,0.288889,0.306065
36.800000,13.793196,9.933171,1.591106,0.660262,0.009847,-0.029096,16.111161,-0.188580,7.692927,8.418234,0.288490,0.305829
36.833333,13.792430,9.955159,1.590125,0.659645,0.009972,-0.029420,16.084494,-0.190243,7.676395,8.408099,0.288087,0.305591
36.866667,13.791681,9.977126,1.589133,0.659022,0.010098,-0.029746,16.057638,-0.191916,7.659750,8.397888,0.287682,0.305351
36.900000,13.790951,9.999074,1.588131,0.658392,0.010224,-0.030073,16.030595,-0.193600,7.642990,8.387605,0.287273,0.305109
36.933333,13.790239,10.021001,1.587117,0.657755,0.010350,-0.030401,16.003367,-0.195294,7.626118,8.377249,0.286861,0.304866
36.966667,13.789546,10.042907,1.586093,0.657112,0.010476,-0.030731,15.975956,-0.196999,7.609134,8.366822,0.286446,0.304620
37.000000,13.788871,10.064792,1.585058,0.656462,0.010602,-0.031062,15.948363,-0.198715,7.592038,8.356325,0.286028,0.304373
37.033333,13.788215,10.086656,1.584011,0.655806,0.010728,-0.031394,15.920591,-0.200441,7.574832,8.345759,0.285607,0.304124
37.066667,13.787578,10.108499,1.582954,0.655144,0.010855,-0.031728,15.892641,-0.202178,7.557516,8.335125,0.285182,0.303874
37.100000,13.786960,10.130321,1.581885,0.654475,0.010981,-0.032063,15.864515,-0.203926,7.540092,8.324424,0.284755,0.303621
37.133333,13.786362,10.152120,1.580805,0.653799,0.011108,-0.032399,15.836216,-0.205685,7.522559,8.313657,0.284325,0.303367
37.166667,13.785784,10.173898,1.579714,0.653118,0.011234,-0.032737,15.807745,-0.207456,7.504919,8.302826,0.283891,0.303112
37.200000,13.785225,10.195653,1.578611,0.652430,0.011361,-0.033076,15.779104,-0.209237,7.487173,8.291931,0.283455,0.302854
37.233333,13.784686,10.217386,1.577497,0.651736,0.011488,-0.033416,15.750295,-0.211030,7.469322,8.280974,0.283016,0.302595
37.266667,13.784168,10.239096,1.576372,0.651036,0.011615,-0.033758,15.721321,-0.212833,7.451365,8.269955,0.282574,0.302335
37.300000,13.783670,10.260783,1.575235,0.650329,0.011742,-0.034101,15.692182,-0.214649,7.433305,8.258877,0.282128,0.302073
37.333333,13.783193,10.282447,1.574087,0.649617,0.011870,-0.034446,15.662882,-0.216475,7.415142,8.247740,0.281680,0.301809
37.366667,13.782736,10.304088,1.572927,0.648898,0.011997,-0.034792,15.633422,-0.218313,7.396878,8.236544,0.281229,0.301544
37.400000,13.782301,10.325705,1.571756,0.648173,0.012125,-0.035140,15.603804,-0.220163,7.378512,8.225293,0.280775,0.301277
37.433333,13.781887,10.347298,1.570573,0.647442,0.012252,-0.035489,15.574031,-0.222024,7.360046,8.213985,0.280318,0.301009
37.466667,13.781494,10.368868,1.569378,0.646706,0.012380,-0.035840,15.544105,-0.223897,7.341481,8.202624,0.279858,0.300740
37.500000,13.781123,10.390413,1.568172,0.645963,0.012508,-0.036192,15.514026,-0.225782,7.322817,8.191209,0.279395,0.300469
37.533333,13.780773,10.411934,1.566954,0.645214,0.012636,-0.036546,15.483799,-0.227679,7.304056,8.179743,0.278930,0.300196
37.566667,13.780445,10.433430,1.565724,0.644460,0.012764,-0.036901,15.453425,-0.229587,7.285199,8.168226,0.278461,0.299923
37.600000,13.780140,10.454902,1.564482,0.643700,0.012893,-0.037258,15.422905,-0.231507,7.266246,8.156659,0.277990,0.299648
37.633333,13.779857,10.476348,1.563228,0.642934,0.013021,-0.037616,15.392243,-0.233440,7.247199,8.145044,0.277516,0.299371
37.666667,13.779596,10.497769,1.561962,0.642162,0.013150,-0.037976,15.361440,-0.235384,7.228059,8.133382,0.277039,0.299094
37.700000,13.779359,10.519165,1.560684,0.641384,0.013279,-0.038338,15.330499,-0.237340,7.208825,8.121673,0.276559,0.298815
37.733333,13.779144,10.540535,1.559394,0.640601,0.013408,-0.038701,15.299421,-0.239309,7.189501,8.109921,0.276077,0.298535
37.766667,13.778952,10.561879,1.558092,0.639812,0.013537,-0.039066,15.268210,-0.241290,7.170086,8.098124,0.275592,0.298253
37.800000,13.778783,10.583197,1.556778,0.639018,0.013666,-0.039432,15.236867,-0.243283,7.150582,8.086285,0.275104,0.297971
37.833333,13.778638,10.604489,1.555451,0.638218,0.013795,-0.039800,15.205394,-0.245288,7.130989,8.074406,0.274613,0.297687
37.866667,13.778517,10.625754,1.554112,0.637413,0.013925,-0.040170,15.173795,-0.247306,7.111309,8.062486,0.274120,0.297403
37.900000,13.778419,10.646992,1.552761,0.636602,0.014054,-0.040541,15.142070,-0.249336,7.091542,8.050528,0.273624,0.297117
37.933333,13.778345,10.668204,1.551397,0.635786,0.014184,-0.040915,15.110223,-0.251379,7.071690,8.038532,0.273125,0.296830
37.966667,13.778296,10.689388,1.550020,0.634965,0.014314,-0.041289,15.078255,-0.253434,7.051755,8.026501,0.272624,0.296542
38.000000,13.778271,10.710546,1.548632,0.634138,0.014444,-0.041666,15.046170,-0.255502,7.031736,8.014434,0.272120,0.296253
38.033333,13.778270,10.731675,1.547230,0.633306,0.014574,-0.042044,15.013969,-0.257582,7.011635,8.002334,0.271613,0.295963
38.066667,13.778294,10.752777,1.545816,0.632469,0.014704,-0.042424,14.981655,-0.259674,6.991453,7.990201,0.271104,0.295672
38.100000,13.778343,10.773851,1.544389,0.631626,0.014835,-0.042806,14.949229,-0.261780,6.971192,7.978037,0.270593,0.295380
38.133333,13.778418,10.794897,1.542949,0.630779,0.014966,-0.043189,14.916696,-0.263898,6.950852,7.965844,0.270079,0.295088
38.166667,13.778517,10.815914,1.541497,0.629926,0.015096,-0.043574,14.884056,-0.266029,6.930435,7.953621,0.269562,0.294794
38.200000,13.778642,10.836903,1.540032,0.629069,0.015227,-0.043961,14.851313,-0.268172,6.909941,7.941372,0.269043,0.294500
38.233333,13.778792,10.857864,1.538553,0.628206,0.015358,-0.044350,14.818468,-0.270328,6.889372,7.929096,0.268521,0.294205
38.266667,13.778969,10.878795,1.537062,0.627339,0.015489,-0.044740,14.785524,-0.272497,6.868729,7.916795,0.267997,0.293909
38.300000,13.779171,10.899697,1.535558,0.626466,0.015621,-0.045133,14.752485,-0.274679,6.848014,7.904471,0.267471,0.293612
