t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,cmd_left_ref,cmd_right_ref
0.000000,0.000210,0.000000,0.000000,0.100000,-0.000000,0.000000,1.727386,-0.541677,-0.177993,1.905379,-0.052542,0.121800
0.033333,0.003544,-0.000000,-0.000094,0.100021,0.000008,-0.002811,1.745384,-0.529773,-0.146102,1.891486,-0.050909,0.121322
0.066667,0.006879,-0.000000,-0.000272,0.100085,0.000020,-0.005355,1.781626,-0.493035,-0.057331,1.838957,-0.046332,0.119508
0.100000,0.010216,-0.000001,-0.000527,0.100191,0.000038,-0.007654,1.818359,-0.459403,0.025712,1.792646,0.052316,0.117904
0.133333,0.013558,-0.000001,-0.000852,0.100339,0.000059,-0.009729,1.855577,-0.428506,0.103739,1.751838,0.055409,0.116486
0.166667,0.016906,-0.000002,-0.001238,0.100528,0.000083,-0.011600,1.893277,-0.400023,0.177364,1.715913,0.058310,0.115234
0.200000,0.020261,-0.000004,-0.001681,0.100757,0.000110,-0.013283,1.931453,-0.373677,0.247118,1.684335,0.061042,0.114131
0.233333,0.023624,-0.000006,-0.002174,0.101028,0.000138,-0.014792,1.970101,-0.349228,0.313458,1.656643,0.063626,0.113161
0.266667,0.026996,-0.000009,-0.002712,0.101339,0.000169,-0.016142,2.009217,-0.326472,0.376779,1.632439,0.066079,0.112312
0.300000,0.030380,-0.000013,-0.003290,0.101690,0.000202,-0.017345,2.048797,-0.305229,0.437419,1.611377,0.068417,0.111573
0.333333,0.033776,-0.000018,-0.003904,0.102081,0.000235,-0.018412,2.088835,-0.285348,0.495671,1.593164,0.070652,0.110932
0.366667,0.037186,-0.000024,-0.004549,0.102511,0.000269,-0.019353,2.129328,-0.266699,0.551782,1.577546,0.072795,0.110382
0.400000,0.040611,-0.000032,-0.005222,0.102980,0.000304,-0.020177,2.170272,-0.249168,0.605967,1.564305,0.074856,0.109915
0.433333,0.044052,-0.000040,-0.005918,0.103487,0.000339,-0.020892,2.211662,-0.232660,0.658408,1.553254,0.076842,0.109525
0.466667,0.047510,-0.000050,-0.006635,0.104033,0.000375,-0.021507,2.253495,-0.217094,0.709260,1.544235,0.078760,0.109206
0.500000,0.050988,-0.000061,-0.007369,0.104617,0.000410,-0.022029,2.295767,-0.202398,0.758656,1.537111,0.080616,0.108954
0.533333,0.054485,-0.000074,-0.008118,0.105238,0.000446,-0.022464,2.338475,-0.188514,0.806711,1.531764,0.082414,0.108765
0.566667,0.058004,-0.000088,-0.008879,0.105897,0.000481,-0.022819,2.381614,-0.175389,0.853520,1.528094,0.084160,0.108635
0.600000,0.061545,-0.000105,-0.009649,0.106593,0.000516,-0.023099,2.425181,-0.162980,0.899168,1.526014,0.085856,0.108562
0.633333,0.065111,-0.000123,-0.010426,0.107325,0.000550,-0.023310,2.469174,-0.151248,0.943726,1.525448,0.087506,0.108542
0.666667,0.068701,-0.000142,-0.011208,0.108094,0.000584,-0.023458,2.513588,-0.140159,0.987258,1.526331,0.089112,0.108573
0.700000,0.072317,-0.000164,-0.011993,0.108898,0.000617,-0.023546,2.558421,-0.129684,1.029818,1.528603,0.090678,0.108653
0.733333,0.075961,-0.000188,-0.012779,0.109738,0.000649,-0.023580,2.603669,-0.119797,1.071456,1.532214,0.092204,0.108781
0.766667,0.079633,-0.000215,-0.013564,0.110614,0.000681,-0.023564,2.649330,-0.110473,1.112216,1.537114,0.093694,0.108954
0.800000,0.083336,-0.000243,-0.014347,0.111524,0.000711,-0.023503,2.695401,-0.101691,1.152140,1.543260,0.095148,0.109172
0.833333,0.087069,-0.000274,-0.015127,0.112469,0.000741,-0.023399,2.741878,-0.093430,1.191267,1.550611,0.096570,0.109431
0.866667,0.090834,-0.000307,-0.015903,0.113449,0.000770,-0.023257,2.788760,-0.085669,1.229632,1.559127,0.097960,0.109732
0.900000,0.094632,-0.000343,-0.016672,0.114462,0.000798,-0.023081,2.836043,-0.078389,1.267273,1.568770,0.099319,0.110072
0.933333,0.098465,-0.000381,-0.017434,0.115509,0.000825,-0.022873,2.883726,-0.071573,1.304223,1.579503,0.100650,0.110451
0.966667,0.102333,-0.000422,-0.018189,0.116590,0.000850,-0.022637,2.931805,-0.065200,1.340518,1.591288,0.101954,0.110866
1.000000,0.106238,-0.000466,-0.018935,0.117703,0.000875,-0.022375,2.980279,-0.059253,1.376191,1.604088,0.103231,0.111316
1.033333,0.110180,-0.000513,-0.019671,0.118850,0.000899,-0.022091,3.029145,-0.053713,1.411278,1.617867,0.104485,0.111801
1.066667,0.114161,-0.000562,-0.020397,0.120028,0.000922,-0.021787,3.078401,-0.048561,1.445813,1.632588,0.105716,0.112318
1.100000,0.118182,-0.000614,-0.021113,0.121239,0.000943,-0.021466,3.128044,-0.043780,1.479831,1.648214,0.106925,0.112866
1.133333,0.122243,-0.000670,-0.021817,0.122481,0.000964,-0.021130,3.178074,-0.039349,1.513366,1.664707,0.108114,0.113444
1.166667,0.126347,-0.000728,-0.022510,0.123755,0.000983,-0.020780,3.228487,-0.035250,1.546455,1.682032,0.109284,0.114050
1.200000,0.130493,-0.000790,-0.023191,0.125060,0.001001,-0.020420,3.279282,-0.031465,1.579131,1.700152,0.110437,0.114684
1.233333,0.134684,-0.000855,-0.023859,0.126396,0.001019,-0.020050,3.330457,-0.027976,1.611428,1.719029,0.111574,0.115343
1.266667,0.138919,-0.000923,-0.024515,0.127763,0.001035,-0.019673,3.382011,-0.024764,1.643382,1.738629,0.112697,0.116026
1.300000,0.143201,-0.000995,-0.025158,0.129159,0.001050,-0.019290,3.433941,-0.021811,1.675025,1.758915,0.113805,0.116732
1.333333,0.147529,-0.001070,-0.025788,0.130585,0.001064,-0.018902,3.486246,-0.019101,1.706391,1.779855,0.114902,0.117460
1.366667,0.151906,-0.001148,-0.026405,0.132041,0.001078,-0.018511,3.538924,-0.016615,1.737510,1.801413,0.115987,0.118208
1.400000,0.156331,-0.001230,-0.027009,0.133527,0.001090,-0.018119,3.591973,-0.014338,1.768414,1.823559,0.117063,0.118976
1.433333,0.160807,-0.001316,-0.027600,0.135041,0.001101,-0.017725,3.645392,-0.012253,1.799132,1.846260,0.118129,0.119761
1.466667,0.165333,-0.001405,-0.028177,0.136583,0.001111,-0.017331,3.699180,-0.010347,1.829693,1.869488,0.119188,0.120563
1.500000,0.169911,-0.001499,-0.028742,0.138154,0.001121,-0.016939,3.753335,-0.008603,1.860123,1.893213,0.120240,0.121381
1.533333,0.174542,-0.001595,-0.029294,0.139753,0.001129,-0.016548,3.807856,-0.007010,1.890447,1.917408,0.121286,0.122214
1.566667,0.179226,-0.001696,-0.029832,0.141380,0.001137,-0.016159,3.862740,-0.005553,1.920691,1.942049,0.122327,0.123061
1.600000,0.183966,-0.001801,-0.030358,0.143034,0.001143,-0.015773,3.917988,-0.004221,1.950877,1.967111,0.123364,0.123920
1.633333,0.188760,-0.001909,-0.030871,0.144715,0.001149,-0.015391,3.973597,-0.003002,1.981025,1.992572,0.124397,0.124792
1.666667,0.193611,-0.002022,-0.031371,0.146423,0.001154,-0.015013,4.029566,-0.001887,2.011155,2.018411,0.125427,0.125675
1.700000,0.198520,-0.002139,-0.031859,0.148158,0.001158,-0.014639,4.085893,-0.000864,2.041285,2.044608,0.126456,0.126569
1.733333,0.203486,-0.002260,-0.032335,0.149918,0.001162,-0.014269,4.142579,0.000074,2.071433,2.071146,0.127482,0.127472
1.766667,0.208512,-0.002384,-0.032799,0.151705,0.001164,-0.013905,4.199620,0.000937,2.101612,2.098008,0.128508,0.128385
1.800000,0.213597,-0.002514,-0.033250,0.153517,0.001166,-0.013546,4.257017,0.001732,2.131839,2.125178,0.129533,0.129307
1.833333,0.218743,-0.002647,-0.033690,0.155354,0.001167,-0.013192,4.314767,0.002465,2.162124,2.152643,0.130557,0.130237
1.866667,0.223951,-0.002785,-0.034118,0.157216,0.001168,-0.012844,4.372870,0.003143,2.192480,2.180390,0.131582,0.131174
1.900000,0.229221,-0.002927,-0.034535,0.159103,0.001168,-0.012501,4.431325,0.003773,2.222917,2.208408,0.132608,0.132119
1.933333,0.234555,-0.003073,-0.034940,0.161014,0.001167,-0.012165,4.490129,0.004358,2.253445,2.236684,0.133634,0.133071
1.966667,0.239952,-0.003224,-0.035335,0.162949,0.001165,-0.011834,4.549283,0.004904,2.284072,2.265211,0.134662,0.134029
2.000000,0.245414,-0.003379,-0.035718,0.164908,0.001163,-0.011508,4.608785,0.005415,2.314806,2.293979,0.135690,0.134993
2.033333,0.250942,-0.003539,-0.036091,0.166891,0.001161,-0.011189,4.668633,0.005895,2.345653,2.322980,0.136721,0.135964
2.066667,0.256536,-0.003703,-0.036454,0.168897,0.001157,-0.010875,4.728827,0.006348,2.376620,2.352206,0.137753,0.136940
2.100000,0.262197,-0.003872,-0.036806,0.170925,0.001154,-0.010568,4.789365,0.006775,2.407712,2.381653,0.138787,0.137921
2.133333,0.267926,-0.004046,-0.037148,0.172976,0.001149,-0.010266,4.850246,0.007181,2.438933,2.411313,0.139824,0.138907
2.166667,0.273724,-0.004224,-0.037480,0.175050,0.001144,-0.009970,4.911469,0.007568,2.470288,2.441181,0.140862,0.139898
2.200000,0.279591,-0.004407,-0.037803,0.177145,0.001139,-0.009679,4.973033,0.007937,2.501781,2.471253,0.141903,0.140894
2.233333,0.285529,-0.004595,-0.038116,0.179263,0.001133,-0.009394,5.034937,0.008291,2.533414,2.501524,0.142946,0.141894
2.266667,0.291537,-0.004787,-0.038420,0.181401,0.001127,-0.009115,5.097179,0.008632,2.565190,2.531989,0.143992,0.142899
2.300000,0.297616,-0.004984,-0.038715,0.183561,0.001120,-0.008841,5.159759,0.008961,2.597112,2.562647,0.145040,0.143908
2.333333,0.303768,-0.005186,-0.039001,0.185742,0.001113,-0.008573,5.222674,0.009279,2.629181,2.593493,0.146090,0.144921
2.366667,0.309993,-0.005393,-0.039278,0.187943,0.001105,-0.008310,5.285925,0.009588,2.661400,2.624524,0.147143,0.145938
2.400000,0.316291,-0.005604,-0.039546,0.190165,0.001097,-0.008052,5.349508,0.009888,2.693770,2.655738,0.148199,0.146959
2.433333,0.322664,-0.005821,-0.039806,0.192406,0.001089,-0.007799,5.413425,0.010182,2.726292,2.687133,0.149258,0.147983
2.466667,0.329111,-0.006042,-0.040058,0.194668,0.001080,-0.007551,5.477672,0.010468,2.758967,2.718705,0.150319,0.149011
2.500000,0.335634,-0.006269,-0.040301,0.196948,0.001071,-0.007308,5.542249,0.010749,2.791797,2.750453,0.151383,0.150043
2.533333,0.342233,-0.006500,-0.040537,0.199248,0.001061,-0.007069,5.607155,0.011025,2.824780,2.782375,0.152449,0.151078
2.566667,0.348909,-0.006736,-0.040765,0.201567,0.001051,-0.006836,5.672388,0.011297,2.857919,2.814469,0.153518,0.152116
2.600000,0.355663,-0.006978,-0.040985,0.203905,0.001041,-0.006607,5.737946,0.011565,2.891213,2.846733,0.154590,0.153158
2.633333,0.362495,-0.007224,-0.041198,0.206261,0.001030,-0.006382,5.803829,0.011829,2.924663,2.879167,0.155664,0.154202
2.666667,0.369405,-0.007475,-0.041403,0.208634,0.001020,-0.006162,5.870036,0.012090,2.958268,2.911767,0.156741,0.155250
2.700000,0.376395,-0.007732,-0.041601,0.211026,0.001008,-0.005946,5.936563,0.012349,2.992029,2.944534,0.157821,0.156301
2.733333,0.383464,-0.007993,-0.041792,0.213435,0.000997,-0.005735,6.003412,0.012605,3.025946,2.977465,0.158903,0.157355
2.766667,0.390614,-0.008260,-0.041977,0.215862,0.000985,-0.005527,6.070578,0.012859,3.060018,3.010560,0.159987,0.158412
2.800000,0.397845,-0.008532,-0.042154,0.218305,0.000973,-0.005324,6.138063,0.013111,3.094245,3.043817,0.161074,0.159472
2.833333,0.405158,-0.008808,-0.042325,0.220765,0.000961,-0.005124,6.205862,0.013362,3.128627,3.077235,0.162164,0.160534
2.866667,0.412553,-0.009090,-0.042489,0.223242,0.000948,-0.004928,6.273977,0.013611,3.163164,3.110813,0.163255,0.161599
2.900000,0.420030,-0.009377,-0.042647,0.225734,0.000935,-0.004736,6.342403,0.013859,3.197854,3.144550,0.164350,0.162667
2.933333,0.427591,-0.009670,-0.042799,0.228243,0.000922,-0.004548,6.411141,0.014106,3.232698,3.178444,0.165446,0.163738
2.966667,0.435235,-0.009967,-0.042944,0.230767,0.000909,-0.004363,6.480188,0.014352,3.267694,3.212494,0.166545,0.164811
3.000000,0.442964,-0.010270,-0.043083,0.233307,0.000895,-0.004181,6.549543,0.014597,3.302843,3.246701,0.167646,0.165886
3.033333,0.450777,-0.010577,-0.043217,0.235862,0.000881,-0.004003,6.619204,0.014841,3.338143,3.281061,0.168750,0.166964
3.066667,0.458676,-0.010890,-0.043344,0.238431,0.000867,-0.003828,6.689170,0.015085,3.373594,3.315575,0.169855,0.168044
3.100000,0.466661,-0.011208,-0.043466,0.241015,0.000853,-0.003656,6.759437,0.015328,3.409196,3.350242,0.170963,0.169127
3.133333,0.474731,-0.011532,-0.043583,0.243614,0.000838,-0.003488,6.830006,0.015571,3.444947,3.385059,0.172072,0.170212
3.166667,0.482889,-0.011860,-0.043693,0.246226,0.000824,-0.003322,6.900873,0.015813,3.480846,3.420027,0.173184,0.171299
3.200000,0.491133,-0.012194,-0.043799,0.248853,0.000809,-0.003159,6.972037,0.016055,3.516893,3.455144,0.174298,0.172389
3.233333,0.499465,-0.012533,-0.043899,0.251492,0.000794,-0.002999,7.043496,0.016296,3.553087,3.490410,0.175414,0.173480
3.266667,0.507886,-0.012877,-0.043993,0.254145,0.000778,-0.002842,7.115249,0.016537,3.589426,3.525822,0.176531,0.174574
3.300000,0.516394,-0.013226,-0.044083,0.256812,0.000763,-0.002688,7.187292,0.016778,3.625911,3.561381,0.177651,0.175669
3.333333,0.524992,-0.013580,-0.044167,0.259491,0.000747,-0.002536,7.259624,0.017019,3.662540,3.597084,0.178772,0.176767
3.366667,0.533679,-0.013940,-0.044247,0.262182,0.000731,-0.002387,7.332244,0.017259,3.699312,3.632932,0.179895,0.177866
3.400000,0.542456,-0.014305,-0.044322,0.264886,0.000715,-0.002241,7.405148,0.017499,3.736226,3.668922,0.181020,0.178967
3.433333,0.551323,-0.014675,-0.044392,0.267601,0.000699,-0.002097,7.478334,0.017739,3.773281,3.705054,0.182146,0.180070
3.466667,0.560281,-0.015050,-0.044457,0.270329,0.000682,-0.001955,7.551802,0.017979,3.810476,3.741326,0.183274,0.181175
3.500000,0.569330,-0.015430,-0.044517,0.273068,0.000666,-0.001816,7.625547,0.018219,3.847809,3.777738,0.184404,0.182282
3.533333,0.578470,-0.015816,-0.044573,0.275818,0.000649,-0.001679,7.699568,0.018458,3.885281,3.814288,0.185535,0.183390
3.566667,0.587701,-0.016206,-0.044625,0.278579,0.000632,-0.001544,7.773863,0.018698,3.922888,3.850975,0.186668,0.184500
3.600000,0.597025,-0.016602,-0.044672,0.281351,0.000615,-0.001411,7.848429,0.018937,3.960632,3.887798,0.187802,0.185611
3.633333,0.606441,-0.017003,-0.044714,0.284134,0.000598,-0.001280,7.923264,0.019176,3.998509,3.924755,0.188937,0.186724
3.666667,0.615950,-0.017409,-0.044753,0.286927,0.000580,-0.001152,7.998365,0.019415,4.036520,3.961846,0.190073,0.187838
3.700000,0.625552,-0.017820,-0.044787,0.289729,0.000562,-0.001025,8.073730,0.019654,4.074662,3.999068,0.191211,0.188954
3.733333,0.635248,-0.018236,-0.044817,0.292542,0.000545,-0.000900,8.149356,0.019893,4.112934,4.036422,0.192350,0.190070
3.766667,0.645037,-0.018658,-0.044843,0.295364,0.000527,-0.000778,8.225241,0.020132,4.151336,4.073905,0.193490,0.191189
3.800000,0.654921,-0.019084,-0.044865,0.298196,0.000509,-0.000657,8.301382,0.020371,4.189866,4.111516,0.194632,0.192308
3.833333,0.664899,-0.019515,-0.044883,0.301036,0.000490,-0.000537,8.377776,0.020610,4.228522,4.149254,0.195774,0.193429
3.866667,0.674971,-0.019952,-0.044897,0.303886,0.000472,-0.000420,8.454421,0.020848,4.267303,4.187118,0.196917,0.194550
3.900000,0.685139,-0.020393,-0.044907,0.306744,0.000454,-0.000304,8.531313,0.021087,4.306208,4.225105,0.198061,0.195673
3.933333,0.695402,-0.020840,-0.044913,0.309610,0.000435,-0.000190,8.608451,0.021325,4.345236,4.263215,0.199206,0.196797
3.966667,0.705760,-0.021291,-0.044916,0.312485,0.000416,-0.000077,8.685830,0.021564,4.384384,4.301446,0.200352,0.197922
4.000000,0.716214,-0.021747,-0.044915,0.315367,0.000397,0.000034,8.763449,0.021802,4.423652,4.339797,0.201499,0.199047
4.033333,0.726765,-0.022208,-0.044910,0.318257,0.000378,0.000143,8.841304,0.022041,4.463038,4.378266,0.202646,0.200173
4.066667,0.737411,-0.022675,-0.044901,0.321154,0.000359,0.000251,8.919392,0.022279,4.502540,4.416851,0.203794,0.201301
4.100000,0.748154,-0.023146,-0.044890,0.324059,0.000339,0.000358,8.997710,0.022518,4.542158,4.455552,0.204943,0.202428
4.133333,0.758994,-0.023621,-0.044874,0.326971,0.000320,0.000463,9.076255,0.022756,4.581890,4.494365,0.206092,0.203557
4.166667,0.769932,-0.024102,-0.044855,0.329889,0.000300,0.000567,9.155024,0.022995,4.621734,4.533291,0.207242,0.204686
4.200000,0.780966,-0.024588,-0.044833,0.332814,0.000280,0.000670,9.234014,0.023234,4.661688,4.572326,0.208392,0.205816
4.233333,0.792098,-0.025078,-0.044807,0.335745,0.000260,0.000771,9.313221,0.023473,4.701751,4.611470,0.209542,0.206946
4.266667,0.803327,-0.025573,-0.044778,0.338682,0.000240,0.000871,9.392642,0.023712,4.741921,4.650721,0.210693,0.208076
4.300000,0.814655,-0.026073,-0.044746,0.341625,0.000220,0.000970,9.472274,0.023951,4.782197,4.690077,0.211844,0.209207
4.333333,0.826080,-0.026577,-0.044710,0.344574,0.000199,0.001067,9.552114,0.024190,4.822577,4.729537,0.212995,0.210339
4.366667,0.837604,-0.027086,-0.044671,0.347528,0.000179,0.001164,9.632157,0.024430,4.863059,4.769098,0.214147,0.211470
4.400000,0.849226,-0.027600,-0.044630,0.350487,0.000158,0.001259,9.712401,0.024669,4.903641,4.808760,0.215298,0.212602
4.433333,0.860947,-0.028118,-0.044584,0.353451,0.000137,0.001353,9.792841,0.024908,4.944322,4.848520,0.216450,0.213734
4.466667,0.872767,-0.028641,-0.044536,0.356420,0.000116,0.001447,9.873476,0.025148,4.985099,4.888376,0.217602,0.214866
4.500000,0.884685,-0.029168,-0.044485,0.359393,0.000095,0.001539,9.954299,0.025388,5.025972,4.928327,0.218753,0.215998
4.533333,0.896703,-0.029700,-0.044431,0.362371,0.000074,0.001630,10.035309,0.025627,5.066938,4.968371,0.219904,0.217129
4.566667,0.908820,-0.030236,-0.044373,0.365352,0.000053,0.001720,10.116501,0.025867,5.107995,5.008506,0.221055,0.218261
4.600000,0.921036,-0.030777,-0.044313,0.368338,0.000031,0.001810,10.197872,0.026107,5.149142,5.048731,0.222206,0.219393
4.633333,0.933351,-0.031322,-0.044250,0.371327,0.000010,0.001898,10.279418,0.026347,5.190376,5.089042,0.223357,0.220524
4.666667,0.945767,-0.031871,-0.044183,0.374319,-0.000012,0.001986,10.361135,0.026587,5.231696,5.129439,0.224507,0.221656
4.700000,0.958282,-0.032425,-0.044114,0.377315,-0.000034,0.002072,10.443018,0.026827,5.273100,5.169919,0.225657,0.222786
4.733333,0.970897,-0.032983,-0.044042,0.380314,-0.000056,0.002158,10.525065,0.027067,5.314585,5.210480,0.226806,0.223917
4.766667,0.983611,-0.033545,-0.043968,0.383315,-0.000078,0.002243,10.607271,0.027308,5.356150,5.251121,0.227955,0.225047
4.800000,0.996426,-0.034111,-0.043890,0.386320,-0.000101,0.002327,10.689632,0.027548,5.397793,5.291839,0.229103,0.226177
4.833333,1.009341,-0.034682,-0.043810,0.389326,-0.000123,0.002411,10.772144,0.027789,5.439512,5.332632,0.230251,0.227305
4.866667,1.022356,-0.035256,-0.043727,0.392335,-0.000146,0.002493,10.854803,0.028030,5.481304,5.373498,0.231398,0.228434
4.900000,1.035471,-0.035835,-0.043641,0.395345,-0.000169,0.002575,10.937605,0.028271,5.523169,5.414436,0.232544,0.229561
4.933333,1.048687,-0.036417,-0.043552,0.398358,-0.000192,0.002657,11.020545,0.028512,5.565103,5.455442,0.233689,0.230688
4.966667,1.062003,-0.037004,-0.043461,0.401372,-0.000215,0.002737,11.103619,0.028753,5.607104,5.496516,0.234833,0.231814
5.000000,1.075419,-0.037594,-0.043367,0.404387,-0.000238,0.002817,11.186824,0.028994,5.649170,5.537654,0.235977,0.232940
5.033333,1.088936,-0.038188,-0.043270,0.407403,-0.000261,0.002897,11.270154,0.029236,5.691300,5.578854,0.237119,0.234064
5.066667,1.102553,-0.038786,-0.043171,0.410420,-0.000285,0.002975,11.353606,0.029478,5.733491,5.620115,0.238261,0.235187
5.100000,1.116271,-0.039388,-0.043070,0.413439,-0.000308,0.003054,11.437175,0.029720,5.775741,5.661434,0.239401,0.236310
5.133333,1.130089,-0.039993,-0.042965,0.416457,-0.000332,0.003131,11.520856,0.029962,5.818047,5.702808,0.240540,0.237431
5.166667,1.144008,-0.040603,-0.042858,0.419476,-0.000356,0.003208,11.604645,0.030204,5.860408,5.744237,0.241678,0.238551
5.200000,1.158027,-0.041215,-0.042749,0.422495,-0.000380,0.003285,11.688537,0.030447,5.902821,5.785716,0.242814,0.239670
5.233333,1.172147,-0.041832,-0.042637,0.425514,-0.000404,0.003361,11.772528,0.030690,5.945283,5.827245,0.243950,0.240787
5.266667,1.186368,-0.042451,-0.042522,0.428533,-0.000429,0.003436,11.856614,0.030933,5.987794,5.868820,0.245083,0.241903
5.300000,1.200689,-0.043075,-0.042405,0.431551,-0.000453,0.003511,11.940789,0.031176,6.030349,5.910440,0.246216,0.243018
5.333333,1.215111,-0.043701,-0.042286,0.434569,-0.000478,0.003586,12.025049,0.031420,6.072948,5.952101,0.247346,0.244132
5.366667,1.229633,-0.044331,-0.042164,0.437586,-0.000503,0.003660,12.109389,0.031664,6.115587,5.993802,0.248476,0.245243
5.400000,1.244256,-0.044964,-0.042039,0.440602,-0.000528,0.003733,12.193805,0.031908,6.158264,6.035540,0.249603,0.246354
5.433333,1.258979,-0.045601,-0.041912,0.443616,-0.000553,0.003806,12.278291,0.032153,6.200978,6.077313,0.250729,0.247462
5.466667,1.273803,-0.046240,-0.041783,0.446630,-0.000578,0.003879,12.362843,0.032398,6.243725,6.119118,0.251853,0.248569
5.500000,1.288727,-0.046883,-0.041651,0.449641,-0.000604,0.003952,12.447456,0.032643,6.286502,6.160954,0.252976,0.249674
5.533333,1.303751,-0.047529,-0.041517,0.452651,-0.000629,0.004024,12.532125,0.032888,6.329309,6.202816,0.254096,0.250778
5.566667,1.318876,-0.048177,-0.041381,0.455659,-0.000655,0.004095,12.616845,0.033134,6.372142,6.244703,0.255215,0.251879
5.600000,1.334101,-0.048829,-0.041242,0.458665,-0.000681,0.004167,12.701611,0.033380,6.414998,6.286613,0.256332,0.252979
5.633333,1.349426,-0.049483,-0.041100,0.461669,-0.000707,0.004238,12.786418,0.033627,6.457876,6.328542,0.257446,0.254076
5.666667,1.364851,-0.050141,-0.040957,0.464670,-0.000733,0.004308,12.871262,0.033874,6.500773,6.370489,0.258559,0.255172
5.700000,1.380376,-0.050801,-0.040811,0.467668,-0.000760,0.004379,12.956136,0.034121,6.543685,6.412451,0.259669,0.256265
5.733333,1.396001,-0.051463,-0.040663,0.470663,-0.000786,0.004449,13.041036,0.034369,6.586612,6.454424,0.260777,0.257356
5.766667,1.411725,-0.052128,-0.040512,0.473656,-0.000813,0.004519,13.125957,0.034617,6.629549,6.496407,0.261883,0.258445
5.800000,1.427550,-0.052796,-0.040359,0.476645,-0.000840,0.004588,13.210893,0.034866,6.672496,6.538398,0.262986,0.259532
5.833333,1.443473,-0.053466,-0.040204,0.479631,-0.000867,0.004658,13.295840,0.035115,6.715448,6.580392,0.264088,0.260617
5.866667,1.459497,-0.054139,-0.040046,0.482613,-0.000894,0.004727,13.380792,0.035364,6.758404,6.622388,0.265186,0.261699
5.900000,1.475619,-0.054814,-0.039886,0.485592,-0.000921,0.004795,13.465744,0.035614,6.801361,6.664383,0.266283,0.262778
5.933333,1.491841,-0.055491,-0.039724,0.488566,-0.000949,0.004864,13.550690,0.035865,6.844315,6.706375,0.267376,0.263855
5.966667,1.508162,-0.056171,-0.039560,0.491536,-0.000977,0.004933,13.635626,0.036116,6.887266,6.748360,0.268468,0.264930
6.000000,1.524582,-0.056852,-0.039393,0.494503,-0.001005,0.005001,13.720545,0.036367,6.930210,6.790336,0.269556,0.266002
6.033333,1.541101,-0.057536,-0.039224,0.497464,-0.001033,0.005069,13.805443,0.036619,6.973143,6.832300,0.270642,0.267071
6.066667,1.557718,-0.058222,-0.039053,0.500421,-0.001061,0.005137,13.890315,0.036872,7.016065,6.874250,0.271725,0.268137
6.100000,1.574434,-0.058909,-0.038879,0.503374,-0.001089,0.005204,13.975154,0.037125,7.058971,6.916183,0.272805,0.269201
6.133333,1.591248,-0.059599,-0.038704,0.506321,-0.001118,0.005272,14.059956,0.037379,7.101860,6.958095,0.273883,0.270262
6.166667,1.608160,-0.060290,-0.038526,0.509263,-0.001147,0.005339,14.144714,0.037633,7.144729,6.999985,0.274957,0.271320
6.200000,1.625171,-0.060983,-0.038346,0.512200,-0.001175,0.005407,14.229424,0.037888,7.187574,7.041850,0.276029,0.272374
6.233333,1.642279,-0.061677,-0.038163,0.515132,-0.001205,0.005474,14.314079,0.038144,7.230394,7.083686,0.277097,0.273426
6.266667,1.659485,-0.062373,-0.037978,0.518058,-0.001234,0.005541,14.398675,0.038400,7.273184,7.125491,0.278162,0.274475
6.300000,1.676788,-0.063071,-0.037791,0.520978,-0.001263,0.005608,14.483206,0.038657,7.315944,7.167262,0.279225,0.275521
6.333333,1.694189,-0.063769,-0.037602,0.523892,-0.001293,0.005675,14.567666,0.038915,7.358670,7.208997,0.280284,0.276563
6.366667,1.711686,-0.064470,-0.037411,0.526800,-0.001323,0.005742,14.652050,0.039173,7.401358,7.250692,0.281340,0.277603
6.400000,1.729281,-0.065171,-0.037217,0.529702,-0.001353,0.005809,14.736352,0.039432,7.444007,7.292345,0.282392,0.278639
6.433333,1.746972,-0.065874,-0.037021,0.532597,-0.001383,0.005875,14.820566,0.039692,7.486614,7.333952,0.283441,0.279671
6.466667,1.764759,-0.066577,-0.036823,0.535486,-0.001413,0.005942,14.904687,0.039953,7.529176,7.375512,0.284487,0.280701
6.500000,1.782643,-0.067282,-0.036623,0.538368,-0.001444,0.006009,14.988710,0.040214,7.571689,7.417020,0.285530,0.281726
6.533333,1.800623,-0.067988,-0.036421,0.541243,-0.001475,0.006075,15.072627,0.040476,7.614152,7.458475,0.286569,0.282749
6.566667,1.818698,-0.068694,-0.036216,0.544112,-0.001506,0.006142,15.156435,0.040739,7.656562,7.499873,0.287604,0.283767
6.600000,1.836870,-0.069401,-0.036009,0.546973,-0.001537,0.006208,15.240126,0.041003,7.698915,7.541212,0.288636,0.284783
6.633333,1.855136,-0.070109,-0.035800,0.549826,-0.001568,0.006275,15.323696,0.041267,7.741208,7.582488,0.289664,0.285794
6.666667,1.873497,-0.070818,-0.035588,0.552672,-0.001600,0.006341,15.407139,0.041533,7.783440,7.623698,0.290688,0.286802
6.700000,1.891954,-0.071527,-0.035375,0.555511,-0.001631,0.006408,15.490448,0.041799,7.825607,7.664841,0.291709,0.287806
6.733333,1.910504,-0.072236,-0.035159,0.558342,-0.001663,0.006475,15.573619,0.042066,7.867706,7.705912,0.292726,0.288806
6.766667,1.929149,-0.072946,-0.034941,0.561164,-0.001695,0.006541,15.656644,0.042334,7.909735,7.746910,0.293739,0.289802
