t,x_real,y_real,psi_real,u_real,v_real,r_real,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
0.000000,0.000214,0.000000,-0.000000,-0.000017,0.000000,-0.000000,0.000214,-0.000000,-0.047140,-0.000017,-0.000001,0.000000,-0.000624,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.047140,0.000000,0.000001,-0.000000
0.916000,0.000214,0.000000,0.000000,-0.000014,-0.000000,-0.000000,0.000214,-0.000000,-0.047140,0.000008,-0.000001,-0.000000,0.032017,-0.000013,0.032009,-0.000013,0.051929,0.051931,0.000000,0.000000,0.000000,0.047140,-0.000022,0.000001,-0.000000
0.932000,0.000214,0.000000,0.000000,-0.000012,0.000000,-0.000000,0.000215,-0.000000,-0.047140,0.000083,-0.000002,-0.000000,0.066281,-0.000025,0.066278,-0.000020,0.052610,0.052613,-0.000001,0.000000,0.000001,0.047140,-0.000095,0.000002,-0.000000
0.964000,0.000285,0.000000,0.000000,0.001765,0.000000,-0.000000,0.000220,-0.000000,-0.047140,0.000207,-0.000004,-0.000000,0.102153,-0.000037,0.102159,-0.000039,0.053321,0.053327,0.000065,0.000000,0.000065,0.047140,0.001558,0.000004,-0.000000
1.000000,0.000554,0.000000,0.000000,0.007172,0.000000,-0.000000,0.000229,-0.000001,-0.047140,0.000381,-0.000007,-0.000000,0.139623,-0.000049,0.139632,-0.000052,0.054063,0.054071,0.000325,0.000001,0.000325,0.047140,0.006791,0.000007,-0.000000
1.032000,0.001021,0.000000,0.000000,0.012665,0.000000,-0.000000,0.000246,-0.000002,-0.047140,0.000604,-0.000011,-0.000001,0.178677,-0.000060,0.178680,-0.000066,0.054835,0.054845,0.000775,0.000002,0.000775,0.047140,0.012061,0.000011,0.000001
1.064000,0.001682,0.000000,0.000000,0.018060,0.000000,-0.000000,0.000270,-0.000004,-0.047140,0.000875,-0.000015,-0.000001,0.219304,-0.000071,0.219309,-0.000066,0.055638,0.055648,0.001412,0.000004,0.001412,0.047140,0.017185,0.000015,0.000001
1.100000,0.002533,0.000000,0.000000,0.023367,0.000000,-0.000000,0.000304,-0.000006,-0.047140,0.001194,-0.000020,-0.000001,0.261491,-0.000081,0.261478,-0.000079,0.056469,0.056481,0.002229,0.000006,0.002229,0.047140,0.022173,0.000020,0.000001
1.132000,0.003573,0.000000,0.000000,0.028599,0.000000,-0.000001,0.000350,-0.000009,-0.047140,0.001561,-0.000026,-0.000002,0.305226,-0.000091,0.305244,-0.000092,0.057330,0.057344,0.003223,0.000009,0.003223,0.047140,0.027038,0.000026,0.000001
1.164000,0.004800,0.000000,0.000000,0.033775,0.000000,-0.000001,0.000409,-0.000013,-0.047140,0.001976,-0.000032,-0.000002,0.350496,-0.000100,0.350488,-0.000099,0.058219,0.058234,0.004391,0.000013,0.004391,0.047140,0.031799,0.000032,0.000001
1.200000,0.006211,0.000000,0.000000,0.038908,0.000000,-0.000002,0.000482,-0.000017,-0.047141,0.002438,-0.000040,-0.000003,0.397290,-0.000109,0.397295,-0.000106,0.059137,0.059153,0.005729,0.000017,0.005729,0.047141,0.036470,0.000040,0.000001
1.232000,0.006211,0.000000,0.000000,0.038908,0.000000,-0.000002,0.000572,-0.000023,-0.047141,0.002947,-0.000048,-0.000003,0.445594,-0.000117,0.445598,-0.000120,0.060082,0.060100,0.005639,0.000023,0.005639,0.047141,0.035961,0.000048,0.000001
1.264000,0.007804,0.000000,0.000000,0.043993,0.000000,-0.000002,0.000679,-0.000030,-0.047141,0.003502,-0.000056,-0.000003,0.495397,-0.000124,0.495404,-0.000126,0.061055,0.061074,0.007125,0.000030,0.007125,0.047141,0.040491,0.000056,0.000001
1.300000,0.009579,0.000000,0.000000,0.049025,0.000000,-0.000002,0.000805,-0.000038,-0.047141,0.004103,-0.000065,-0.000004,0.546686,-0.000131,0.546696,-0.000133,0.062055,0.062075,0.008774,0.000038,0.008774,0.047141,0.044922,0.000065,0.000002
1.332000,0.011533,0.000000,0.000000,0.053990,0.000000,-0.000003,0.000952,-0.000047,-0.047141,0.004751,-0.000075,-0.000004,0.599449,-0.000137,0.599458,-0.000134,0.063082,0.063102,0.010581,0.000047,0.010581,0.047141,0.049239,0.000075,0.000001
1.364000,0.013662,0.000000,0.000001,0.058877,0.000000,-0.000003,0.001122,-0.000058,-0.047141,0.005444,-0.000086,-0.000005,0.653674,-0.000143,0.653672,-0.000147,0.064134,0.064156,0.012540,0.000058,0.012540,0.047142,0.053433,0.000086,0.000002
1.400000,0.015965,0.000000,0.000001,0.063690,0.000000,-0.000004,0.001315,-0.000070,-0.047141,0.006182,-0.000097,-0.000005,0.709348,-0.000147,0.709349,-0.000148,0.065213,0.065235,0.014650,0.000070,0.014650,0.047142,0.057508,0.000097,0.000001
1.432000,0.018438,0.000000,0.000001,0.068437,0.000000,-0.000003,0.001534,-0.000084,-0.047142,0.006965,-0.000109,-0.000006,0.766459,-0.000151,0.766445,-0.000148,0.066317,0.066339,0.016904,0.000084,0.016904,0.047143,0.061472,0.000109,0.000003
1.464000,0.021080,0.000000,0.000001,0.073134,0.000000,-0.000005,0.001779,-0.000099,-0.047142,0.007792,-0.000121,-0.000006,0.824995,-0.000154,0.824996,-0.000155,0.067446,0.067469,0.019301,0.000099,0.019301,0.047143,0.065342,0.000121,0.000001
1.500000,0.023890,0.000000,0.000001,0.077799,0.000000,-0.000005,0.002053,-0.000116,-0.047142,0.008664,-0.000134,-0.000007,0.884943,-0.000156,0.884958,-0.000156,0.068600,0.068623,0.021837,0.000116,0.021837,0.047143,0.069135,0.000134,0.000002
1.532000,0.026867,0.000000,0.000001,0.082433,0.000000,-0.000006,0.002356,-0.000135,-0.047142,0.009579,-0.000147,-0.000007,0.946292,-0.000157,0.946290,-0.000163,0.069777,0.069801,0.024511,0.000135,0.024511,0.047143,0.072854,0.000147,0.000001
1.564000,0.030009,0.000000,0.000002,0.087035,0.000000,-0.000004,0.002690,-0.000156,-0.047142,0.010538,-0.000162,-0.000008,1.009028,-0.000157,1.009028,-0.000156,0.070979,0.071002,0.027319,0.000156,0.027320,0.047144,0.076497,0.000162,0.000004
1.600000,0.033316,0.000000,0.000002,0.091596,0.000000,-0.000007,0.003058,-0.000179,-0.047143,0.011540,-0.000176,-0.000008,1.073140,-0.000156,1.073153,-0.000157,0.072204,0.072227,0.030258,0.000179,0.030258,0.047145,0.080056,0.000176,0.000001
1.632000,0.036784,-0.000000,0.000002,0.096101,0.000000,-0.000007,0.003459,-0.000204,-0.047143,0.012585,-0.000191,-0.000009,1.138614,-0.000154,1.138625,-0.000150,0.073452,0.073474,0.033325,0.000204,0.033326,0.047145,0.083516,0.000191,0.000002
1.664000,0.036784,-0.000000,0.000002,0.096101,0.000000,-0.000007,0.003896,-0.000231,-0.047143,0.013673,-0.000207,-0.000009,1.205440,-0.000151,1.205452,-0.000151,0.074722,0.074744,0.032888,0.000231,0.032889,0.047145,0.082428,0.000207,0.000002
1.700000,0.040413,-0.000000,0.000002,0.100547,0.000000,-0.000007,0.004369,-0.000261,-0.047144,0.014802,-0.000223,-0.000009,1.273604,-0.000147,1.273592,-0.000144,0.076014,0.076035,0.036044,0.000261,0.036045,0.047146,0.085745,0.000223,0.000002
1.732000,0.044200,-0.000000,0.000003,0.104943,0.000000,-0.000005,0.004881,-0.000293,-0.047144,0.015974,-0.000240,-0.000010,1.343095,-0.000142,1.343107,-0.000145,0.077328,0.077349,0.039319,0.000293,0.039320,0.047147,0.088969,0.000240,0.000005
1.764000,0.048143,-0.000000,0.000003,0.109294,0.000000,-0.000007,0.005433,-0.000327,-0.047144,0.017187,-0.000257,-0.000010,1.413899,-0.000136,1.413900,-0.000138,0.078663,0.078683,0.042710,0.000327,0.042711,0.047147,0.092107,0.000257,0.000003
1.800000,0.052242,-0.000000,0.000003,0.113622,0.000000,-0.000009,0.006025,-0.000364,-0.047145,0.018441,-0.000274,-0.000010,1.486005,-0.000129,1.486010,-0.000132,0.080019,0.080038,0.046217,0.000364,0.046218,0.047148,0.095181,0.000274,0.000001
1.832000,0.056496,-0.000000,0.000004,0.117935,0.000000,-0.000009,0.006660,-0.000403,-0.047145,0.019736,-0.000292,-0.000010,1.559400,-0.000120,1.559417,-0.000118,0.081396,0.081413,0.049836,0.000403,0.049838,0.047149,0.098199,0.000292,0.000001
1.864000,0.060905,-0.000000,0.000004,0.122230,0.000000,-0.000008,0.007339,-0.000445,-0.047145,0.021072,-0.000311,-0.000010,1.634072,-0.000110,1.634080,-0.000111,0.082792,0.082808,0.053566,0.000445,0.053568,0.047149,0.101158,0.000311,0.000002
1.900000,0.065468,-0.000000,0.000004,0.126508,0.000000,-0.000005,0.008063,-0.000490,-0.047146,0.022448,-0.000330,-0.000010,1.710009,-0.000099,1.710008,-0.000098,0.084208,0.084222,0.057405,0.000490,0.057407,0.047150,0.104060,0.000330,0.000005
1.932000,0.070184,-0.000000,0.000005,0.130754,0.000000,-0.000010,0.008833,-0.000538,-0.047146,0.023863,-0.000349,-0.000010,1.787199,-0.000086,1.787183,-0.000084,0.085643,0.085655,0.061351,0.000538,0.061353,0.047151,0.106891,0.000349,0.000000
1.964000,0.075050,-0.000000,0.000005,0.134958,0.000000,-0.000010,0.009651,-0.000589,-0.047146,0.025318,-0.000369,-0.000010,1.865628,-0.000073,1.865616,-0.000070,0.087097,0.087107,0.065399,0.000589,0.065402,0.047151,0.109640,0.000369,0.000000
2.000000,0.080067,-0.000000,0.000005,0.139127,0.000000,-0.000010,0.010519,-0.000642,-0.047147,0.026813,-0.000389,-0.000010,1.945285,-0.000058,1.945290,-0.000063,0.088569,0.088578,0.069548,0.000642,0.069551,0.047152,0.112314,0.000389,0.000000
2.032000,0.085233,-0.000000,0.000006,0.143260,0.000000,-0.000005,0.011436,-0.000699,-0.047147,0.028346,-0.000409,-0.000010,2.026158,-0.000041,2.026159,-0.000035,0.090060,0.090065,0.073797,0.000699,0.073800,0.047153,0.114914,0.000409,0.000005
2.064000,0.090547,-0.000000,0.000006,0.147375,0.000000,-0.000010,0.012405,-0.000758,-0.047147,0.029917,-0.000430,-0.000009,2.108234,-0.000023,2.108234,-0.000028,0.091567,0.091571,0.078142,0.000758,0.078145,0.047153,0.117458,0.000430,-0.000001
2.100000,0.096008,-0.000000,0.000006,0.151487,0.000000,-0.000009,0.013428,-0.000821,-0.047147,0.031527,-0.000451,-0.000009,2.191500,-0.000004,2.191497,-0.000007,0.093092,0.093093,0.082580,0.000821,0.082584,0.047153,0.119960,0.000451,-0.000000
2.132000,0.096008,-0.000000,0.000006,0.151487,0.000000,-0.000009,0.014504,-0.000888,-0.047148,0.033174,-0.000473,-0.000008,2.275945,0.000017,2.275957,0.000014,0.094634,0.094632,0.081504,0.000888,0.081509,0.047154,0.118313,0.000473,-0.000001
2.164000,0.101618,-0.000000,0.000007,0.155594,0.000001,-0.000009,0.015636,-0.000957,-0.047148,0.034859,-0.000495,-0.000008,2.361557,0.000040,2.361542,0.000043,0.096192,0.096186,0.085982,0.000957,0.085987,0.047155,0.120735,0.000496,-0.000001
2.200000,0.107375,-0.000000,0.000007,0.159701,0.000001,-0.000004,0.016824,-0.001030,-0.047148,0.036582,-0.000517,-0.000007,2.448322,0.000064,2.448317,0.000065,0.097766,0.097757,0.090551,0.001030,0.090557,0.047155,0.123119,0.000518,0.000003
2.232000,0.113280,-0.000000,0.000007,0.163801,0.000001,-0.000008,0.018070,-0.001106,-0.047148,0.038341,-0.000539,-0.000006,2.536229,0.000089,2.536235,0.000094,0.099356,0.099343,0.095210,0.001106,0.095217,0.047155,0.125460,0.000540,-0.000002
2.264000,0.119332,-0.000000,0.000008,0.167877,0.000001,-0.000008,0.019376,-0.001186,-0.047149,0.040136,-0.000562,-0.000005,2.625265,0.000117,2.625251,0.000116,0.100960,0.100944,0.099956,0.001186,0.099963,0.047157,0.127741,0.000563,-0.000003
2.300000,0.125530,-0.000000,0.000008,0.171932,0.000001,-0.000007,0.020742,-0.001270,-0.047149,0.041968,-0.000585,-0.000004,2.715418,0.000145,2.715429,0.000145,0.102580,0.102560,0.104788,0.001270,0.104796,0.047157,0.129964,0.000586,-0.000003
2.332000,0.131873,-0.000000,0.000008,0.175965,0.000001,-0.000005,0.022169,-0.001357,-0.047149,0.043835,-0.000608,-0.000003,2.806676,0.000176,2.806695,0.000175,0.104214,0.104190,0.109704,0.001357,0.109712,0.047157,0.132130,0.000609,-0.000002
2.364000,0.138360,-0.000000,0.000008,0.179983,0.000001,-0.000003,0.023659,-0.001448,-0.047149,0.045738,-0.000632,-0.000002,2.899026,0.000208,2.899030,0.000212,0.105862,0.105833,0.114701,0.001448,0.114710,0.047157,0.134245,0.000633,-0.000001
2.400000,0.144992,-0.000000,0.000008,0.184005,0.000001,-0.000004,0.025214,-0.001543,-0.047149,0.047676,-0.000655,-0.000000,2.992456,0.000242,2.992442,0.000242,0.107523,0.107490,0.119778,0.001543,0.119788,0.047157,0.136329,0.000656,-0.000004
2.432000,0.151770,-0.000000,0.000009,0.188035,0.000001,-0.000003,0.026833,-0.001642,-0.047149,0.049649,-0.000679,0.000001,3.086954,0.000278,3.086942,0.000280,0.109198,0.109160,0.124937,0.001642,0.124947,0.047158,0.138386,0.000680,-0.000004
2.464000,0.158692,-0.000000,0.000009,0.192075,0.000001,-0.000002,0.028518,-0.001744,-0.047149,0.051656,-0.000703,0.000003,3.182508,0.000316,3.182509,0.000318,0.110886,0.110843,0.130174,0.001744,0.130186,0.047158,0.140419,0.000704,-0.000005
2.500000,0.165761,-0.000000,0.000009,0.196127,0.000000,-0.000000,0.030271,-0.001851,-0.047149,0.053698,-0.000728,0.000005,3.279104,0.000355,3.279095,0.000356,0.112586,0.112538,0.135490,0.001851,0.135503,0.047158,0.142429,0.000728,-0.000005
2.532000,0.172975,-0.000000,0.000009,0.200172,0.000000,0.000001,0.032092,-0.001962,-0.047149,0.055773,-0.000752,0.000007,3.376732,0.000397,3.376738,0.000402,0.114299,0.114245,0.140883,0.001962,0.140897,0.047158,0.144399,0.000752,-0.000006
2.564000,0.172975,-0.000000,0.000009,0.200172,0.000000,0.000001,0.033983,-0.002076,-0.047148,0.057882,-0.000777,0.000009,3.475377,0.000440,3.475389,0.000440,0.116023,0.115964,0.138992,0.002076,0.139008,0.047157,0.142290,0.000777,-0.000008
2.600000,0.180335,-0.000001,0.000008,0.204211,0.000000,0.000003,0.035944,-0.002195,-0.047148,0.060024,-0.000802,0.000011,3.575029,0.000486,3.575027,0.000479,0.117758,0.117694,0.144391,0.002194,0.144408,0.047156,0.144187,0.000802,-0.000008
2.632000,0.187840,-0.000001,0.000008,0.208243,0.000000,0.000005,0.037978,-0.002318,-0.047148,0.062199,-0.000827,0.000014,3.675675,0.000533,3.675660,0.000534,0.119505,0.119434,0.149862,0.002317,0.149880,0.047156,0.146044,0.000827,-0.000009
2.664000,0.195489,-0.000001,0.000008,0.212264,0.000000,0.000003,0.040084,-0.002446,-0.047147,0.064406,-0.000852,0.000016,3.777303,0.000582,3.777327,0.000581,0.121263,0.121186,0.155405,0.002445,0.155425,0.047155,0.147858,0.000852,-0.000013
2.700000,0.203284,-0.000001,0.000008,0.216295,0.000000,0.000009,0.042265,-0.002577,-0.047147,0.066645,-0.000877,0.000019,3.879899,0.000634,3.879918,0.000636,0.123031,0.122947,0.161019,0.002576,0.161040,0.047155,0.149650,0.000877,-0.000010
2.732000,0.211225,-0.000001,0.000007,0.220343,0.000000,0.000013,0.044520,-0.002713,-0.047146,0.068917,-0.000902,0.000022,3.983453,0.000687,3.983442,0.000684,0.124808,0.124718,0.166705,0.002712,0.166727,0.047153,0.151426,0.000902,-0.000009
2.764000,0.219311,-0.000001,0.000007,0.224407,-0.000000,0.000015,0.046851,-0.002854,-0.047145,0.071219,-0.000928,0.000025,4.087951,0.000743,4.087964,0.000740,0.126596,0.126499,0.172460,0.002853,0.172484,0.047152,0.153188,0.000928,-0.000010
2.800000,0.227545,-0.000001,0.000006,0.228497,-0.000000,0.000011,0.049260,-0.002999,-0.047144,0.073553,-0.000953,0.000028,4.193382,0.000800,4.193375,0.000804,0.128393,0.128288,0.178285,0.002998,0.178311,0.047150,0.154944,0.000953,-0.000017
2.832000,0.235927,-0.000001,0.000005,0.232599,-0.000000,0.000016,0.051747,-0.003149,-0.047143,0.075917,-0.000979,0.000032,4.299733,0.000860,4.299742,0.000861,0.130199,0.130087,0.184180,0.003148,0.184207,0.047148,0.156682,0.000979,-0.000016
2.864000,0.244457,-0.000001,0.000004,0.236705,-0.000001,0.000025,0.054313,-0.003303,-0.047142,0.078312,-0.001004,0.000035,4.406991,0.000923,4.406983,0.000918,0.132013,0.131894,0.190144,0.003302,0.190172,0.047146,0.158393,0.001003,-0.000010
2.900000,0.253134,-0.000001,0.000003,0.240817,-0.000001,0.000029,0.056959,-0.003461,-0.047141,0.080737,-0.001030,0.000039,4.515145,0.000987,4.515134,0.000983,0.133836,0.133709,0.196175,0.003460,0.196206,0.047144,0.160080,0.001029,-0.000010
2.932000,0.261960,-0.000001,0.000002,0.244927,-0.000001,0.000030,0.059686,-0.003625,-0.047139,0.083192,-0.001056,0.000043,4.624182,0.001054,4.624173,0.001049,0.135667,0.135532,0.202274,0.003624,0.202306,0.047141,0.161735,0.001055,-0.000013
2.964000,0.270934,-0.000001,0.000001,0.249046,-0.000001,0.000016,0.062496,-0.003793,-0.047138,0.085677,-0.001081,0.000047,4.734089,0.001123,4.734077,0.001124,0.137506,0.137362,0.208438,0.003792,0.208472,0.047139,0.163369,0.001080,-0.000031
3.000000,0.280057,-0.000001,-0.000001,0.253189,-0.000002,0.000042,0.065389,-0.003966,-0.047136,0.088190,-0.001107,0.000052,4.844856,0.001194,4.844854,0.001191,0.139352,0.139200,0.214668,0.003965,0.214705,0.047135,0.164999,0.001105,-0.000010
3.032000,0.280057,-0.000001,-0.000001,0.253189,-0.000002,0.000042,0.068366,-0.004144,-0.047135,0.090732,-0.001133,0.000056,4.956468,0.001268,4.956448,0.001266,0.141205,0.141044,0.211691,0.004143,0.211732,0.047134,0.162457,0.001131,-0.000014
3.064000,0.289330,-0.000001,-0.000003,0.257351,-0.000002,0.000047,0.071428,-0.004327,-0.047133,0.093303,-0.001158,0.000061,5.068914,0.001345,5.068897,0.001342,0.143065,0.142895,0.217902,0.004326,0.217945,0.047130,0.164048,0.001156,-0.000014
3.100000,0.298754,-0.000001,-0.000005,0.261547,-0.000002,0.000052,0.074576,-0.004514,-0.047130,0.095902,-0.001184,0.000066,5.182182,0.001424,5.182177,0.001426,0.144932,0.144752,0.224178,0.004513,0.224224,0.047125,0.165645,0.001182,-0.000014
3.132000,0.308330,-0.000001,-0.000007,0.265774,-0.000003,0.000023,0.077811,-0.004707,-0.047128,0.098529,-0.001210,0.000071,5.296259,0.001505,5.296263,0.001511,0.146805,0.146615,0.230519,0.004706,0.230567,0.047121,0.167245,0.001207,-0.000048
3.164000,0.318059,-0.000001,-0.000009,0.270011,-0.000003,0.000064,0.081133,-0.004904,-0.047126,0.101183,-0.001235,0.000077,5.411133,0.001589,5.411130,0.001589,0.148683,0.148484,0.236926,0.004903,0.236977,0.047117,0.168828,0.001232,-0.000013
3.200000,0.327941,-0.000001,-0.000011,0.274267,-0.000004,0.000070,0.084545,-0.005107,-0.047123,0.103864,-0.001261,0.000082,5.526791,0.001675,5.526786,0.001676,0.150567,0.150358,0.243396,0.005106,0.243450,0.047112,0.170403,0.001257,-0.000012
3.232000,0.337977,-0.000002,-0.000014,0.278531,-0.000004,0.000077,0.088046,-0.005314,-0.047120,0.106572,-0.001286,0.000088,5.643222,0.001765,5.643203,0.001763,0.152456,0.152237,0.249931,0.005312,0.249988,0.047106,0.171959,0.001282,-0.000011
3.264000,0.348167,-0.000002,-0.000017,0.282804,-0.000005,0.000041,0.091638,-0.005527,-0.047117,0.109306,-0.001312,0.000095,5.760412,0.001856,5.760419,0.001859,0.154351,0.154121,0.256529,0.005525,0.256588,0.047100,0.173498,0.001307,-0.000054
3.300000,0.358511,-0.000002,-0.000021,0.287103,-0.000006,0.000065,0.095321,-0.005745,-0.047114,0.112067,-0.001337,0.000101,5.878351,0.001951,5.878346,0.001955,0.156250,0.156009,0.263190,0.005743,0.263253,0.047093,0.175036,0.001331,-0.000036
3.332000,0.369011,-0.000002,-0.000024,0.291426,-0.000007,0.000099,0.099097,-0.005968,-0.047110,0.114853,-0.001362,0.000108,5.997025,0.002048,5.997020,0.002044,0.158153,0.157902,0.269914,0.005966,0.269980,0.047086,0.176573,0.001355,-0.000009
3.364000,0.379668,-0.000002,-0.000028,0.295782,-0.000007,0.000107,0.102966,-0.006196,-0.047107,0.117665,-0.001387,0.000114,6.116422,0.002148,6.116414,0.002150,0.160061,0.159798,0.276702,0.006194,0.276771,0.047079,0.178117,0.001380,-0.000007
3.400000,0.390483,-0.000002,-0.000032,0.300178,-0.000008,0.000068,0.106929,-0.006430,-0.047103,0.120501,-0.001412,0.000122,6.236529,0.002251,6.236535,0.002258,0.161973,0.161698,0.283554,0.006428,0.283627,0.047071,0.179677,0.001404,-0.000054
3.432000,0.401457,-0.000001,-0.000037,0.304595,-0.000009,0.000076,0.110986,-0.006669,-0.047099,0.123363,-0.001437,0.000129,6.357335,0.002357,6.357353,0.002357,0.163888,0.163602,0.290471,0.006668,0.290548,0.047062,0.181232,0.001428,-0.000053
3.464000,0.401457,-0.000001,-0.000037,0.304595,-0.000009,0.000076,0.115139,-0.006913,-0.047094,0.126249,-0.001462,0.000137,6.478827,0.002466,6.478812,0.002466,0.165806,0.165508,0.286318,0.006912,0.286402,0.047057,0.178346,0.001453,-0.000061
3.500000,0.412592,-0.000001,-0.000042,0.309035,-0.000010,0.000134,0.119389,-0.007162,-0.047089,0.129159,-0.001487,0.000145,6.600993,0.002577,6.601010,0.002575,0.167728,0.167418,0.293203,0.007161,0.293290,0.047047,0.179876,0.001477,-0.000011
3.532000,0.423886,-0.000001,-0.000047,0.313498,-0.000011,0.000144,0.123736,-0.007417,-0.047085,0.132093,-0.001511,0.000153,6.723821,0.002692,6.723823,0.002686,0.169652,0.169330,0.300150,0.007416,0.300242,0.047038,0.181405,0.001500,-0.000009
3.564000,0.435342,-0.000001,-0.000052,0.317968,-0.000012,0.000155,0.128181,-0.007677,-0.047079,0.135050,-0.001535,0.000161,6.847298,0.002810,6.847289,0.002805,0.171579,0.171244,0.307161,0.007676,0.307257,0.047027,0.182918,0.001523,-0.000006
3.600000,0.446960,-0.000001,-0.000058,0.322465,-0.000014,0.000049,0.132725,-0.007943,-0.047074,0.138031,-0.001559,0.000170,6.971411,0.002930,6.971410,0.002934,0.173509,0.173160,0.314235,0.007942,0.314335,0.047016,0.184434,0.001545,-0.000121
3.632000,0.458741,-0.000001,-0.000065,0.326991,-0.000015,0.000177,0.137368,-0.008214,-0.047068,0.141034,-0.001583,0.000179,7.096149,0.003054,7.096125,0.003056,0.175440,0.175078,0.321373,0.008213,0.321478,0.047003,0.185957,0.001568,-0.000002
3.664000,0.470686,-0.000001,-0.000072,0.331544,-0.000017,0.000189,0.142112,-0.008491,-0.047062,0.144059,-0.001607,0.000188,7.221500,0.003181,7.221504,0.003187,0.177374,0.176998,0.328574,0.008490,0.328683,0.046990,0.187485,0.001590,0.000001
3.700000,0.482796,-0.000000,-0.000079,0.336141,-0.000018,0.000201,0.146957,-0.008773,-0.047055,0.147107,-0.001630,0.000198,7.347450,0.003311,7.347451,0.003319,0.179309,0.178919,0.335839,0.008773,0.335953,0.046976,0.189034,0.001612,0.000003
3.732000,0.495073,-0.000000,-0.000087,0.340770,-0.000020,0.000042,0.151903,-0.009061,-0.047049,0.150176,-0.001654,0.000208,7.473988,0.003445,7.474002,0.003443,0.181245,0.180842,0.343170,0.009061,0.343289,0.046962,0.190594,0.001634,-0.000166
3.764000,0.507517,0.000000,-0.000095,0.345424,-0.000022,0.000206,0.156953,-0.009354,-0.047042,0.153267,-0.001677,0.000218,7.601102,0.003581,7.601095,0.003577,0.183182,0.182765,0.350564,0.009354,0.350689,0.046947,0.192157,0.001655,-0.000012
3.800000,0.520131,0.000001,-0.000104,0.350106,-0.000023,0.000242,0.162105,-0.009653,-0.047034,0.156379,-0.001700,0.000229,7.728778,0.003721,7.728798,0.003721,0.185121,0.184689,0.358026,0.009654,0.358156,0.046930,0.193727,0.001677,0.000013
3.832000,0.532913,0.000001,-0.000113,0.354801,-0.000025,0.000257,0.167361,-0.009957,-0.047026,0.159512,-0.001722,0.000239,7.857005,0.003865,7.857015,0.003865,0.187060,0.186613,0.365552,0.009958,0.365687,0.046913,0.195289,0.001697,0.000018
3.864000,0.545865,0.000002,-0.000123,0.359515,-0.000028,0.000189,0.172722,-0.010267,-0.047018,0.162665,-0.001745,0.000250,7.985771,0.004011,7.985747,0.004011,0.188999,0.188537,0.373143,0.010269,0.373284,0.046895,0.196850,0.001717,-0.000061
3.900000,0.558988,0.000002,-0.000133,0.364263,-0.000030,0.000146,0.178188,-0.010583,-0.047010,0.165838,-0.001767,0.000262,8.115062,0.004161,8.115065,0.004158,0.190939,0.190462,0.380800,0.010585,0.380947,0.046877,0.198425,0.001737,-0.000116
3.932000,0.558988,0.000002,-0.000133,0.364263,-0.000030,0.000146,0.183760,-0.010905,-0.047001,0.169031,-0.001789,0.000274,8.244868,0.004315,8.244869,0.004315,0.192879,0.192386,0.375228,0.010907,0.375386,0.046868,0.195232,0.001759,-0.000128
3.964000,0.572282,0.000003,-0.000144,0.369031,-0.000032,0.000305,0.189439,-0.011232,-0.046991,0.172243,-0.001810,0.000286,8.375174,0.004472,8.375196,0.004473,0.194819,0.194310,0.382843,0.011235,0.383008,0.046847,0.196788,0.001778,0.000019
4.000000,0.585750,0.000004,-0.000156,0.373842,-0.000035,0.000322,0.195225,-0.011565,-0.046982,0.175475,-0.001832,0.000298,8.505971,0.004633,8.505979,0.004632,0.196758,0.196233,0.390525,0.011569,0.390697,0.046826,0.198367,0.001797,0.000024
4.032000,0.599393,0.000005,-0.000168,0.378695,-0.000038,0.000270,0.201119,-0.011903,-0.046971,0.178725,-0.001853,0.000311,8.637243,0.004797,8.637254,0.004801,0.198697,0.198155,0.398274,0.011908,0.398452,0.046803,0.199970,0.001815,-0.000041
4.064000,0.613211,0.000006,-0.000181,0.383569,-0.000041,0.000182,0.207121,-0.012247,-0.046961,0.181993,-0.001873,0.000324,8.768981,0.004965,8.768989,0.004971,0.200635,0.200076,0.406090,0.012253,0.406275,0.046780,0.201576,0.001832,-0.000142
4.100000,0.627206,0.000007,-0.000195,0.388476,-0.000044,0.000378,0.213233,-0.012597,-0.046950,0.185280,-0.001894,0.000337,8.901171,0.005137,8.901150,0.005134,0.202571,0.201996,0.413973,0.012604,0.414165,0.046755,0.203196,0.001850,0.000041
4.132000,0.641379,0.000008,-0.000209,0.393404,-0.000047,0.000398,0.219454,-0.012953,-0.046938,0.188584,-0.001914,0.000351,9.033800,0.005312,9.033807,0.005307,0.204507,0.203915,0.421925,0.012961,0.422124,0.046729,0.204820,0.001867,0.000047
4.164000,0.655729,0.000009,-0.000224,0.398344,-0.000050,0.000419,0.225786,-0.013315,-0.046926,0.191906,-0.001934,0.000365,9.166857,0.005491,9.166858,0.005500,0.206442,0.205831,0.429943,0.013324,0.430150,0.046702,0.206438,0.001884,0.000054
4.200000,0.670258,0.000011,-0.000240,0.403314,-0.000054,0.000263,0.232228,-0.013682,-0.046914,0.195245,-0.001954,0.000380,9.300330,0.005674,9.300304,0.005675,0.208374,0.207746,0.438030,0.013693,0.438244,0.046674,0.208069,0.001900,-0.000117
