t,x_real,y_real,psi_real,u_real,v_real,r_real,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
93.000000,16.210401,0.446194,1.301448,0.796433,0.083110,-0.154496,30.389552,6.701053,-2.391475,0.469321,0.018063,-0.065460,17.681140,-0.535722,17.681114,-0.535724,0.291339,0.338782,-14.179151,-6.254859,15.497470,-2.590262,0.327112,0.065047,-0.089036
93.032000,16.210401,0.446194,1.301448,0.796433,0.083110,-0.154496,30.378497,6.689953,-2.393654,0.469953,0.018020,-0.065283,17.708316,-0.534016,17.708291,-0.534018,0.291747,0.339008,-14.168096,-6.243759,15.482877,-2.588083,0.326480,0.065090,-0.089213
93.064000,16.220837,0.419290,1.307002,0.797237,0.083050,-0.154296,30.367401,6.678863,-2.395827,0.470592,0.017977,-0.065105,17.735714,-0.532305,17.735703,-0.532302,0.292158,0.339236,-14.146564,-6.259573,15.469567,-2.580356,0.326645,0.065073,-0.089191
93.100000,16.231130,0.392300,1.312549,0.798051,0.082992,-0.154100,30.356265,6.667785,-2.397994,0.471236,0.017934,-0.064926,17.763335,-0.530588,17.763308,-0.530586,0.292571,0.339466,-14.125135,-6.275485,15.456427,-2.572642,0.326815,0.065058,-0.089174
93.132000,16.241279,0.365224,1.318090,0.798875,0.082937,-0.153927,30.345088,6.656717,-2.400155,0.471888,0.017892,-0.064747,17.791178,-0.528865,17.791195,-0.528870,0.292987,0.339699,-14.103809,-6.291493,15.443456,-2.564940,0.326987,0.065045,-0.089180
93.164000,16.251283,0.338062,1.323625,0.799704,0.082885,-0.153747,30.333869,6.645659,-2.402311,0.472545,0.017850,-0.064567,17.819243,-0.527137,17.819230,-0.527142,0.293405,0.339933,-14.082586,-6.307597,15.430652,-2.557249,0.327159,0.065035,-0.089180
93.200000,16.261142,0.310816,1.329152,0.800543,0.082834,-0.153556,30.322610,6.634612,-2.404460,0.473209,0.017808,-0.064386,17.847527,-0.525404,17.847502,-0.525403,0.293826,0.340169,-14.061468,-6.323796,15.418018,-2.549573,0.327334,0.065026,-0.089170
93.232000,16.270856,0.283486,1.334674,0.801391,0.082786,-0.153388,30.311310,6.623575,-2.406603,0.473879,0.017767,-0.064205,17.876032,-0.523665,17.876056,-0.523664,0.294250,0.340408,-14.040454,-6.340089,15.405554,-2.541908,0.327512,0.065019,-0.089183
93.264000,16.280424,0.256072,1.340190,0.802246,0.082741,-0.153228,30.299968,6.612548,-2.408740,0.474556,0.017727,-0.064022,17.904756,-0.521922,17.904761,-0.521914,0.294676,0.340648,-14.019544,-6.356476,15.393258,-2.534255,0.327690,0.065014,-0.089206
93.300000,16.289847,0.228575,1.345699,0.803111,0.082697,-0.153051,30.288585,6.601532,-2.410871,0.475238,0.017686,-0.063840,17.933697,-0.520172,17.933707,-0.520174,0.295104,0.340891,-13.998738,-6.372957,15.381133,-2.526615,0.327873,0.065011,-0.089211
93.332000,16.299124,0.200996,1.351203,0.803983,0.082656,-0.152884,30.277161,6.590525,-2.412996,0.475927,0.017646,-0.063656,17.962857,-0.518418,17.962846,-0.518411,0.295535,0.341135,-13.978037,-6.389529,15.369177,-2.518986,0.328056,0.065010,-0.089228
93.364000,16.308254,0.173335,1.356701,0.804862,0.082617,-0.152737,30.265696,6.579528,-2.415115,0.476623,0.017606,-0.063472,17.992233,-0.516659,17.992227,-0.516660,0.295968,0.341382,-13.957442,-6.406193,15.357392,-2.511369,0.328239,0.065011,-0.089265
93.400000,16.317238,0.145592,1.362194,0.805752,0.082580,-0.152579,30.254189,6.568542,-2.417228,0.477324,0.017567,-0.063287,18.021826,-0.514895,18.021848,-0.514897,0.296404,0.341631,-13.936951,-6.422950,15.345777,-2.503764,0.328428,0.065013,-0.089292
93.432000,16.326075,0.117769,1.367681,0.806648,0.082546,-0.152418,30.242640,6.557564,-2.419334,0.478032,0.017528,-0.063102,18.051634,-0.513125,18.051620,-0.513122,0.296842,0.341881,-13.916565,-6.439795,15.334332,-2.496171,0.328616,0.065018,-0.089316
93.464000,16.326075,0.117769,1.367681,0.806648,0.082546,-0.152418,30.231050,6.546597,-2.421434,0.478746,0.017489,-0.062916,18.081657,-0.511351,18.081678,-0.511347,0.297283,0.342134,-13.904975,-6.428828,15.319209,-2.494071,0.327902,0.065057,-0.089502
93.500000,16.334764,0.089866,1.373162,0.807552,0.082513,-0.152277,30.219417,6.535639,-2.423528,0.479466,0.017450,-0.062729,18.111895,-0.509572,18.111935,-0.509572,0.297726,0.342389,-13.884653,-6.445773,15.307893,-2.486495,0.328086,0.065063,-0.089548
93.532000,16.343305,0.061883,1.378639,0.808467,0.082484,-0.152136,30.207743,6.524691,-2.425616,0.480192,0.017412,-0.062542,18.142345,-0.507788,18.142345,-0.507783,0.298171,0.342645,-13.864438,-6.462808,15.296749,-2.478930,0.328275,0.065072,-0.089594
93.564000,16.351699,0.033820,1.384110,0.809387,0.082456,-0.151988,30.196027,6.513752,-2.427698,0.480924,0.017374,-0.062354,18.173009,-0.505999,18.173001,-0.506006,0.298618,0.342904,-13.844328,-6.479932,15.285776,-2.471377,0.328463,0.065082,-0.089634
93.600000,16.359944,0.005680,1.389576,0.810317,0.082430,-0.151851,30.184269,6.502822,-2.429773,0.481662,0.017336,-0.062165,18.203884,-0.504206,18.203852,-0.504206,0.299068,0.343164,-13.824325,-6.497142,15.274974,-2.463836,0.328655,0.065094,-0.089686
93.632000,16.368040,-0.022539,1.395038,0.811256,0.082406,-0.151722,30.172468,6.491901,-2.431842,0.482407,0.017299,-0.061976,18.234971,-0.502408,18.234992,-0.502405,0.299521,0.343427,-13.804428,-6.514440,15.264343,-2.456305,0.328849,0.065107,-0.089746
93.664000,16.375988,-0.050835,1.400495,0.812201,0.082385,-0.151589,30.160626,6.480990,-2.433905,0.483157,0.017261,-0.061786,18.266269,-0.500605,18.266244,-0.500603,0.299975,0.343691,-13.784638,-6.531825,15.253885,-2.448785,0.329044,0.065124,-0.089803
93.700000,16.383785,-0.079209,1.405948,0.813156,0.082365,-0.151461,30.148741,6.470087,-2.435961,0.483913,0.017224,-0.061596,18.297777,-0.498798,18.297786,-0.498801,0.300432,0.343958,-13.764956,-6.549296,15.243598,-2.441277,0.329243,0.065141,-0.089865
93.732000,16.391434,-0.107658,1.411395,0.814118,0.082348,-0.151338,30.136813,6.459194,-2.438011,0.484676,0.017187,-0.061405,18.329494,-0.496986,18.329483,-0.496985,0.300891,0.344226,-13.745379,-6.566852,15.233483,-2.433779,0.329442,0.065161,-0.089933
93.764000,16.398932,-0.136184,1.416839,0.815087,0.082333,-0.151219,30.124843,6.448310,-2.440055,0.485444,0.017151,-0.061213,18.361420,-0.495170,18.361382,-0.495169,0.301352,0.344496,-13.725911,-6.584494,15.223541,-2.426291,0.329643,0.065182,-0.090006
93.800000,16.406279,-0.164784,1.422279,0.816066,0.082320,-0.151103,30.112831,6.437434,-2.442092,0.486219,0.017114,-0.061021,18.393554,-0.493350,18.393572,-0.493353,0.301816,0.344769,-13.706552,-6.602218,15.213772,-2.418815,0.329847,0.065206,-0.090082
93.832000,16.413476,-0.193460,1.427714,0.817052,0.082309,-0.150990,30.100775,6.426567,-2.444123,0.486999,0.017078,-0.060828,18.425895,-0.491525,18.425919,-0.491524,0.302282,0.345043,-13.687299,-6.620027,15.204174,-2.411348,0.330053,0.065231,-0.090162
93.864000,16.420521,-0.222209,1.433145,0.818045,0.082300,-0.150877,30.088677,6.415708,-2.446147,0.487786,0.017042,-0.060635,18.458443,-0.489696,18.458470,-0.489694,0.302750,0.345319,-13.668156,-6.637917,15.194750,-2.403893,0.330259,0.065258,-0.090242
93.900000,16.427415,-0.251033,1.438573,0.819049,0.082293,-0.150775,30.076536,6.404859,-2.448165,0.488578,0.017006,-0.060441,18.491198,-0.487863,18.491224,-0.487863,0.303220,0.345597,-13.649121,-6.655892,15.185500,-2.396447,0.330471,0.065287,-0.090334
93.932000,16.427415,-0.251033,1.438573,0.819049,0.082293,-0.150775,30.064352,6.394017,-2.450177,0.489376,0.016970,-0.060247,18.524158,-0.486026,18.524182,-0.486031,0.303692,0.345877,-13.636937,-6.645050,15.169797,-2.394435,0.329673,0.065323,-0.090528
93.964000,16.434157,-0.279929,1.443997,0.820057,0.082288,-0.150675,30.052125,6.383184,-2.452182,0.490180,0.016935,-0.060052,18.557323,-0.484185,18.557299,-0.484185,0.304166,0.346158,-13.617968,-6.663113,15.160677,-2.387006,0.329877,0.065353,-0.090623
94.000000,16.440746,-0.308898,1.449417,0.821075,0.082285,-0.150568,30.039855,6.372360,-2.454180,0.490990,0.016899,-0.059856,18.590692,-0.482339,18.590709,-0.482339,0.304643,0.346442,-13.599109,-6.681258,15.151731,-2.379588,0.330085,0.065386,-0.090712
94.032000,16.447183,-0.337938,1.454834,0.822103,0.082284,-0.150474,30.027541,6.361543,-2.456172,0.491806,0.016864,-0.059660,18.624264,-0.480490,18.624236,-0.480492,0.305121,0.346727,-13.580358,-6.699481,15.142958,-2.372179,0.330297,0.065420,-0.090814
94.064000,16.453467,-0.367051,1.460248,0.823136,0.082286,-0.150390,30.015184,6.350735,-2.458157,0.492628,0.016828,-0.059463,18.658040,-0.478637,18.658059,-0.478644,0.305602,0.347015,-13.561717,-6.717786,15.134359,-2.364780,0.330508,0.065458,-0.090927
94.100000,16.459597,-0.396234,1.465659,0.824178,0.082289,-0.150293,30.002784,6.339935,-2.460136,0.493455,0.016793,-0.059266,18.692018,-0.476780,18.692041,-0.476782,0.306085,0.347304,-13.543187,-6.736169,15.125934,-2.357391,0.330723,0.065496,-0.091027
94.132000,16.465573,-0.425487,1.471066,0.825229,0.082294,-0.150203,29.990340,6.329143,-2.462109,0.494288,0.016758,-0.059069,18.726198,-0.474919,18.726230,-0.474919,0.306570,0.347595,-13.524767,-6.754630,15.117683,-2.350011,0.330941,0.065536,-0.091134
94.164000,16.471395,-0.454810,1.476470,0.826285,0.082301,-0.150133,29.977852,6.318359,-2.464074,0.495127,0.016723,-0.058870,18.760579,-0.473055,18.760537,-0.473054,0.307056,0.347887,-13.506457,-6.773169,15.109606,-2.342641,0.331158,0.065578,-0.091263
94.200000,16.477063,-0.484203,1.481872,0.827352,0.082310,-0.150051,29.965321,6.307583,-2.466033,0.495972,0.016687,-0.058672,18.795160,-0.471187,18.795142,-0.471189,0.307545,0.348182,-13.488258,-6.791786,15.101704,-2.335280,0.331380,0.065623,-0.091379
94.232000,16.482575,-0.513664,1.487271,0.828425,0.082321,-0.149964,29.952745,6.296814,-2.467986,0.496823,0.016652,-0.058472,18.829942,-0.469315,18.829954,-0.469322,0.308036,0.348479,-13.470170,-6.810478,15.093975,-2.327929,0.331602,0.065669,-0.091492
94.264000,16.487932,-0.543193,1.492667,0.829505,0.082334,-0.149902,29.940126,6.286054,-2.469931,0.497679,0.016617,-0.058273,18.864922,-0.467440,18.864929,-0.467442,0.308529,0.348777,-13.452194,-6.829247,15.086423,-2.320587,0.331826,0.065717,-0.091629
94.300000,16.493132,-0.572790,1.498061,0.830595,0.082349,-0.149838,29.927463,6.275300,-2.471870,0.498541,0.016582,-0.058072,18.900102,-0.465561,18.900113,-0.465560,0.309024,0.349077,-13.434331,-6.848090,15.079044,-2.313254,0.332054,0.065767,-0.091766
94.332000,16.498177,-0.602453,1.503452,0.831690,0.082366,-0.149759,29.914755,6.264555,-2.473803,0.499408,0.016547,-0.057871,18.935479,-0.463679,18.935506,-0.463677,0.309521,0.349379,-13.416578,-6.867008,15.071840,-2.305930,0.332282,0.065819,-0.091888
94.364000,16.498177,-0.602453,1.503452,0.831690,0.082366,-0.149759,29.902004,6.253817,-2.475729,0.500282,0.016511,-0.057670,18.971054,-0.461794,18.971020,-0.461791,0.310019,0.349682,-13.403827,-6.856270,15.055598,-2.304004,0.331408,0.065855,-0.092089
94.400000,16.503065,-0.632183,1.508841,0.832793,0.082385,-0.149700,29.889208,6.243086,-2.477648,0.501161,0.016476,-0.057468,19.006827,-0.459905,19.006834,-0.459905,0.310520,0.349988,-13.386143,-6.875269,15.048527,-2.296696,0.331632,0.065909,-0.092232
94.432000,16.507796,-0.661979,1.514229,0.833907,0.082405,-0.149652,29.876367,6.232363,-2.479560,0.502045,0.016441,-0.057266,19.042795,-0.458014,19.042770,-0.458016,0.311022,0.350295,-13.368571,-6.894342,15.041631,-2.289397,0.331862,0.065964,-0.092386
94.464000,16.512369,-0.691840,1.519614,0.835025,0.082428,-0.149587,29.863483,6.221647,-2.481465,0.502935,0.016405,-0.057064,19.078959,-0.456119,19.078959,-0.456115,0.311527,0.350604,-13.351114,-6.913487,15.034911,-2.282107,0.332090,0.066023,-0.092523
94.500000,16.516784,-0.721766,1.524997,0.836153,0.082452,-0.149530,29.850553,6.210939,-2.483364,0.503831,0.016370,-0.056860,19.115319,-0.454221,19.115318,-0.454222,0.312033,0.350915,-13.333769,-6.932705,15.028367,-2.274825,0.332322,0.066082,-0.092670
94.532000,16.521040,-0.751756,1.530378,0.837290,0.082479,-0.149492,29.837579,6.200237,-2.485256,0.504733,0.016334,-0.056657,19.151873,-0.452320,19.151842,-0.452317,0.312541,0.351227,-13.316539,-6.951993,15.021998,-2.267551,0.332557,0.066145,-0.092835
94.564000,16.525138,-0.781810,1.535758,0.838431,0.082507,-0.149443,29.824560,6.189543,-2.487141,0.505640,0.016298,-0.056453,19.188621,-0.450416,19.188626,-0.450421,0.313051,0.351542,-13.299422,-6.971353,15.015804,-2.260286,0.332791,0.066209,-0.092990
94.600000,16.529077,-0.811926,1.541136,0.839582,0.082538,-0.149393,29.811496,6.178856,-2.489019,0.506552,0.016262,-0.056248,19.225563,-0.448509,19.225576,-0.448512,0.313563,0.351858,-13.282419,-6.990782,15.009787,-2.253030,0.333030,0.066276,-0.093145
94.632000,16.532855,-0.842105,1.546513,0.840740,0.082570,-0.149361,29.798387,6.168175,-2.490891,0.507470,0.016225,-0.056043,19.262698,-0.446599,19.262693,-0.446589,0.314077,0.352175,-13.265532,-7.010280,15.003945,-2.245781,0.333270,0.066345,-0.093318
94.664000,16.536474,-0.872346,1.551889,0.841904,0.082604,-0.149328,29.785233,6.157502,-2.492756,0.508394,0.016189,-0.055838,19.300026,-0.444687,19.300027,-0.444687,0.314592,0.352495,-13.248759,-7.029848,14.998279,-2.238540,0.333510,0.066415,-0.093490
94.700000,16.539932,-0.902648,1.557263,0.843079,0.082640,-0.149287,29.772034,6.146835,-2.494613,0.509323,0.016152,-0.055632,19.337545,-0.442772,19.337529,-0.442772,0.315109,0.352816,-13.232102,-7.049483,14.992789,-2.231309,0.333756,0.066488,-0.093655
94.732000,16.543229,-0.933010,1.562636,0.844259,0.082677,-0.149261,29.758789,6.136175,-2.496464,0.510257,0.016115,-0.055425,19.375250,-0.440855,19.375247,-0.440855,0.315628,0.353139,-13.215560,-7.069185,14.987475,-2.224085,0.334002,0.066562,-0.093836
94.764000,16.546364,-0.963433,1.568009,0.845445,0.082717,-0.149239,29.745499,6.125522,-2.498309,0.511197,0.016078,-0.055219,19.413123,-0.438935,19.413089,-0.438935,0.316148,0.353463,-13.199135,-7.088955,14.982338,-2.216867,0.334248,0.066639,-0.094020
94.800000,16.549338,-0.993915,1.573381,0.846643,0.082759,-0.149212,29.732164,6.114876,-2.500146,0.512143,0.016040,-0.055011,19.451161,-0.437013,19.451147,-0.437013,0.316670,0.353789,-13.182826,-7.108791,14.977377,-2.209659,0.334500,0.066719,-0.094201
94.832000,16.549338,-0.993915,1.573381,0.846643,0.082759,-0.149212,29.718783,6.104236,-2.501976,0.513093,0.016003,-0.054804,19.489362,-0.435090,19.489331,-0.435088,0.317193,0.354116,-13.169445,-7.098151,14.960549,-2.207829,0.333550,0.066756,-0.094408
94.864000,16.552149,-1.024456,1.578752,0.847844,0.082802,-0.149193,29.705356,6.093602,-2.503799,0.514049,0.015965,-0.054596,19.527723,-0.433165,19.527732,-0.433161,0.317718,0.354445,-13.153207,-7.118058,14.955722,-2.200635,0.333795,0.066837,-0.094597
94.900000,16.554797,-1.055055,1.584122,0.849054,0.082847,-0.149178,29.691883,6.082975,-2.505616,0.515010,0.015927,-0.054388,19.566244,-0.431238,19.566259,-0.431232,0.318244,0.354775,-13.137086,-7.138030,14.951071,-2.193447,0.334044,0.066920,-0.094790
94.932000,16.557281,-1.085712,1.589492,0.850274,0.082895,-0.149164,29.678365,6.072355,-2.507425,0.515977,0.015889,-0.054179,19.604921,-0.429309,19.604913,-0.429299,0.318771,0.355106,-13.121084,-7.158067,14.946597,-2.186269,0.334297,0.067006,-0.094985
94.964000,16.559602,-1.116426,1.594861,0.851497,0.082944,-0.149156,29.664801,6.061741,-2.509228,0.516948,0.015850,-0.053970,19.643753,-0.427378,19.643741,-0.427376,0.319299,0.355439,-13.105199,-7.178167,14.942300,-2.179096,0.334549,0.067094,-0.095186
95.000000,16.561759,-1.147196,1.600231,0.852729,0.082994,-0.149147,29.651190,6.051133,-2.511023,0.517925,0.015812,-0.053760,19.682737,-0.425446,19.682741,-0.425439,0.319829,0.355773,-13.089431,-7.198329,14.938178,-2.171932,0.334804,0.067182,-0.095387
95.032000,16.563750,-1.178022,1.605600,0.853969,0.083047,-0.149144,29.637534,6.040531,-2.512812,0.518907,0.015773,-0.053550,19.721873,-0.423513,19.721871,-0.423522,0.320359,0.356109,-13.073784,-7.218553,14.934233,-2.164773,0.335062,0.067274,-0.095594
95.064000,16.565577,-1.208903,1.610969,0.855214,0.083102,-0.149149,29.623831,6.029936,-2.514593,0.519893,0.015734,-0.053340,19.761157,-0.421578,19.761126,-0.421579,0.320891,0.356445,-13.058254,-7.238839,14.930465,-2.157623,0.335321,0.067368,-0.095809
95.100000,16.567238,-1.239839,1.616339,0.856468,0.083158,-0.149149,29.610082,6.019346,-2.516368,0.520885,0.015696,-0.053130,19.800587,-0.419641,19.800601,-0.419634,0.321425,0.356783,-13.042844,-7.259185,14.926874,-2.150479,0.335583,0.067462,-0.096019
95.132000,16.568732,-1.270829,1.621708,0.857726,0.083217,-0.149153,29.596287,6.008763,-2.518135,0.521881,0.015657,-0.052919,19.840162,-0.417704,19.840160,-0.417697,0.321959,0.357122,-13.027555,-7.279592,14.923460,-2.143342,0.335845,0.067560,-0.096234
95.164000,16.570060,-1.301872,1.627078,0.858992,0.083277,-0.149171,29.582445,5.998186,-2.519896,0.522882,0.015618,-0.052708,19.879880,-0.415765,19.879895,-0.415770,0.322494,0.357463,-13.012385,-7.300058,14.920221,-2.136211,0.336110,0.067659,-0.096463
95.200000,16.571220,-1.332967,1.632449,0.860266,0.083339,-0.149182,29.568557,5.987614,-2.521649,0.523888,0.015579,-0.052496,19.919738,-0.413824,19.919713,-0.413827,0.323030,0.357804,-12.997337,-7.320581,14.917160,-2.129087,0.336378,0.067760,-0.096686
95.232000,16.572213,-1.364114,1.637820,0.861544,0.083403,-0.149192,29.554622,5.977049,-2.523395,0.524899,0.015540,-0.052284,19.959734,-0.411883,19.959751,-0.411882,0.323568,0.358147,-12.982409,-7.341163,14.914276,-2.121971,0.336645,0.067863,-0.096908
95.264000,16.572213,-1.364114,1.637820,0.861544,0.083403,-0.149192,29.540641,5.966489,-2.525135,0.525914,0.015501,-0.052072,19.999866,-0.409940,19.999875,-0.409946,0.324106,0.358491,-12.968428,-7.330603,14.896908,-2.120231,0.335630,0.067902,-0.097120
95.300000,16.573038,-1.395313,1.643192,0.862829,0.083469,-0.149221,29.526612,5.955935,-2.526867,0.526934,0.015462,-0.051860,20.040133,-0.407997,20.040130,-0.408006,0.324645,0.358836,-12.953574,-7.351248,14.894157,-2.113126,0.335895,0.068007,-0.097361
95.332000,16.573694,-1.426562,1.648565,0.864124,0.083537,-0.149246,29.512537,5.945387,-2.528592,0.527958,0.015423,-0.051647,20.080532,-0.406053,20.080559,-0.406052,0.325186,0.359182,-12.938843,-7.371949,14.891585,-2.106029,0.336166,0.068114,-0.097599
95.364000,16.574181,-1.457861,1.653938,0.865420,0.083607,-0.149262,29.498415,5.934844,-2.530310,0.528987,0.015384,-0.051434,20.121061,-0.404107,20.121074,-0.404107,0.325727,0.359529,-12.924234,-7.392705,14.889188,-2.098937,0.336433,0.068223,-0.097828
95.400000,16.574498,-1.489209,1.659313,0.866727,0.083678,-0.149299,29.484246,5.924307,-2.532021,0.530021,0.015346,-0.051221,20.161717,-0.402161,20.161720,-0.402158,0.326269,0.359877,-12.909748,-7.413516,14.886968,-2.091851,0.336706,0.068332,-0.098078
95.432000,16.574645,-1.520606,1.664689,0.868040,0.083752,-0.149339,29.470030,5.913776,-2.533725,0.531058,0.015307,-0.051007,20.202500,-0.400214,20.202498,-0.400206,0.326812,0.360226,-12.895385,-7.434382,14.884925,-2.084771,0.336982,0.068445,-0.098332
95.464000,16.574621,-1.552051,1.670066,0.869355,0.083827,-0.149364,29.455767,5.903250,-2.535421,0.532100,0.015268,-0.050793,20.243407,-0.398267,20.243410,-0.398275,0.327355,0.360577,-12.881146,-7.455301,14.883059,-2.077698,0.337255,0.068559,-0.098571
95.500000,16.574426,-1.583543,1.675445,0.870680,0.083904,-0.149406,29.441457,5.892729,-2.537111,0.533146,0.015229,-0.050579,20.284435,-0.396318,20.284452,-0.396317,0.327900,0.360928,-12.867031,-7.476272,14.881368,-2.070629,0.337534,0.068675,-0.098827
95.532000,16.574059,-1.615081,1.680826,0.872010,0.083983,-0.149461,29.427099,5.882214,-2.538793,0.534197,0.015191,-0.050365,20.325582,-0.394370,20.325580,-0.394368,0.328445,0.361280,-12.853040,-7.497295,14.879854,-2.063566,0.337813,0.068792,-0.099096
95.564000,16.573520,-1.646664,1.686208,0.873343,0.084064,-0.149498,29.412695,5.871704,-2.540468,0.535251,0.015152,-0.050151,20.366848,-0.392420,20.366841,-0.392415,0.328991,0.361633,-12.839175,-7.518368,14.878517,-2.056509,0.338092,0.068912,-0.099347
95.600000,16.572809,-1.678293,1.691592,0.874686,0.084147,-0.149545,29.398242,5.861200,-2.542137,0.536310,0.015114,-0.049936,20.408229,-0.390471,20.408190,-0.390471,0.329537,0.361987,-12.825433,-7.539493,14.877355,-2.049457,0.338376,0.069033,-0.099609
95.632000,16.571924,-1.709966,1.696978,0.876032,0.084233,-0.149612,29.383743,5.850700,-2.543797,0.537373,0.015076,-0.049721,20.449723,-0.388521,20.449716,-0.388512,0.330085,0.362342,-12.811819,-7.560666,14.876370,-2.042411,0.338659,0.069157,-0.099891
95.664000,16.570865,-1.741682,1.702366,0.877383,0.084320,-0.149662,29.369196,5.840206,-2.545451,0.538439,0.015037,-0.049506,20.491328,-0.386570,20.491331,-0.386561,0.330633,0.362698,-12.798331,-7.581888,14.875561,-2.035369,0.338944,0.069283,-0.100156
95.700000,16.569632,-1.773442,1.707756,0.878743,0.084409,-0.149715,29.354602,5.829717,-2.547098,0.539510,0.014999,-0.049290,20.533042,-0.384620,20.533035,-0.384619,0.331181,0.363055,-12.784970,-7.603159,14.874928,-2.028332,0.339233,0.069410,-0.100425
95.732000,16.569632,-1.773442,1.707756,0.878743,0.084409,-0.149715,29.339960,5.819232,-2.548737,0.540584,0.014961,-0.049075,20.574864,-0.382669,20.574872,-0.382674,0.331730,0.363413,-12.770328,-7.592674,14.856984,-2.026693,0.338159,0.069448,-0.100640
95.764000,16.568224,-1.805243,1.713148,0.880103,0.084501,-0.149792,29.325270,5.808753,-2.550370,0.541663,0.014923,-0.048859,20.616790,-0.380718,20.616795,-0.380713,0.332280,0.363771,-12.757046,-7.613996,14.856485,-2.019667,0.338440,0.069578,-0.100933
95.800000,16.566641,-1.837085,1.718543,0.881472,0.084595,-0.149857,29.310533,5.798279,-2.551995,0.542745,0.014886,-0.048643,20.658820,-0.378767,20.658807,-0.378760,0.332830,0.364130,-12.743892,-7.635364,14.856162,-2.012647,0.338727,0.069709,-0.101214
95.832000,16.564882,-1.868967,1.723940,0.882848,0.084691,-0.149917,29.295748,5.787810,-2.553612,0.543830,0.014848,-0.048427,20.700950,-0.376817,20.700908,-0.376816,0.333380,0.364490,-12.730866,-7.656777,14.856015,-2.005633,0.339018,0.069843,-0.101490
95.864000,16.562947,-1.900890,1.729341,0.884224,0.084790,-0.150002,29.280915,5.777345,-2.555223,0.544920,0.014811,-0.048211,20.743178,-0.374866,20.743144,-0.374869,0.333931,0.364851,-12.717968,-7.678235,14.856042,-1.998622,0.339304,0.069979,-0.101791
95.900000,16.560835,-1.932851,1.734744,0.885609,0.084891,-0.150081,29.266035,5.766885,-2.556826,0.546013,0.014774,-0.047995,20.785503,-0.372916,20.785515,-0.372918,0.334483,0.365213,-12.705200,-7.699736,14.856246,-1.991616,0.339596,0.070117,-0.102086
95.932000,16.558546,-1.964850,1.740149,0.886999,0.084994,-0.150152,29.251106,5.756431,-2.558423,0.547109,0.014737,-0.047778,20.827923,-0.370965,20.827928,-0.370964,0.335035,0.365575,-12.692560,-7.721281,14.856624,-1.984613,0.339890,0.070257,-0.102374
95.964000,16.556079,-1.996886,1.745558,0.888391,0.085100,-0.150243,29.236130,5.745980,-2.560012,0.548209,0.014700,-0.047562,20.870434,-0.369016,20.870430,-0.369018,0.335587,0.365938,-12.680051,-7.742866,14.857176,-1.977615,0.340182,0.070400,-0.102681
96.000000,16.553433,-2.028959,1.750970,0.889791,0.085209,-0.150335,29.221106,5.735535,-2.561593,0.549312,0.014663,-0.047345,20.913036,-0.367066,20.913068,-0.367068,0.336140,0.366302,-12.667673,-7.764494,14.857904,-1.970622,0.340479,0.070546,-0.102990
96.032000,16.550609,-2.061068,1.756386,0.891193,0.085319,-0.150418,29.206034,5.725093,-2.563168,0.550419,0.014626,-0.047128,20.955726,-0.365117,20.955749,-0.365115,0.336693,0.366666,-12.655425,-7.786161,14.858805,-1.963632,0.340774,0.070693,-0.103290
96.064000,16.547605,-2.093211,1.761805,0.892599,0.085433,-0.150517,29.190914,5.714657,-2.564735,0.551529,0.014590,-0.046911,20.998502,-0.363169,20.998519,-0.363170,0.337246,0.367031,-12.643309,-7.807868,14.859881,-1.956646,0.341070,0.070843,-0.103606
96.100000,16.544421,-2.125388,1.767227,0.894013,0.085549,-0.150619,29.175746,5.704225,-2.566295,0.552642,0.014554,-0.046694,21.041362,-0.361221,21.041332,-0.361221,0.337799,0.367396,-12.631325,-7.829613,14.861131,-1.949663,0.341371,0.070995,-0.103925
96.132000,16.541057,-2.157598,1.772653,0.895428,0.085667,-0.150717,29.160529,5.693797,-2.567848,0.553759,0.014518,-0.046477,21.084303,-0.359274,21.084281,-0.359269,0.338353,0.367762,-12.619472,-7.851395,14.862553,-1.942684,0.341669,0.071149,-0.104240
96.164000,16.541057,-2.157598,1.772653,0.895428,0.085667,-0.150717,29.145265,5.683374,-2.569394,0.554878,0.014482,-0.046260,21.127324,-0.357327,21.127322,-0.357326,0.338907,0.368129,-12.604208,-7.840972,14.844086,-1.941138,0.340550,0.071185,-0.104457
96.200000,16.537512,-2.189841,1.778083,0.896847,0.085788,-0.150823,29.129953,5.672955,-2.570932,0.556001,0.014446,-0.046042,21.170423,-0.355382,21.170405,-0.355378,0.339461,0.368496,-12.592441,-7.862796,14.845643,-1.934170,0.340846,0.071342,-0.104781
96.232000,16.533786,-2.222115,1.783517,0.898273,0.085912,-0.150935,29.114592,5.662541,-2.572463,0.557126,0.014411,-0.045825,21.213597,-0.353437,21.213579,-0.353439,0.340015,0.368864,-12.580806,-7.884656,14.847373,-1.927206,0.341147,0.071501,-0.105110
96.264000,16.529877,-2.254419,1.788955,0.899700,0.086039,-0.151046,29.099183,5.652130,-2.573987,0.558255,0.014376,-0.045607,21.256844,-0.351493,21.256841,-0.351484,0.340570,0.369232,-12.569306,-7.906549,14.849275,-1.920244,0.341445,0.071663,-0.105439
