t,x,y,z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,u_left,u_right
292.26800000000003,-520.4632396724297,152.53896945699395,-0.049345310942661556,0.0004828359983206287,0.003319897169368865,0.7575688651906708,0.7838077019450032,-0.20813072273664224,0.0022869095843832963,-0.0008492696608467341,0.0012692501991542202,0.2609672806100208,0.3667,0.4333
292.29999999999995,-520.4377264514598,152.55279996810617,-0.04935853858013578,0.0004835117158274584,0.003356653857469655,0.7669145778139921,0.7780983645045767,-0.2117186479845369,0.0023306906867394156,-0.000848314377359758,0.0011551577454576565,0.25968447954708695,0.4,0.4
292.336,-520.4124048928555,152.5666277339087,-0.04937013096336364,0.0004847677781805115,0.003385595942437067,0.7761914896558695,0.7722306658944811,-0.21529061896697194,0.002383347080210708,-0.0008350119971363591,0.0009418266230492711,0.2578097201917071,0.4333,0.3667
292.36800000000005,-520.3872711445086,152.58045076860796,-0.049379233626196214,0.00048670116854191954,0.0034033610220163043,0.7853790412196864,0.766404330671867,-0.21882786582429503,0.0024513475429963436,-0.0008141235799708462,0.0006363479336905823,0.2553563307338072,0.4667,0.3333
292.4,-520.3623168190107,152.59427208299897,-0.049384783466666055,0.0004891632698510791,0.0034074484443441413,0.7944579338837072,0.7608152960331618,-0.22230737276712217,0.0025400715212321795,-0.0007919507966502864,0.0002583829635173703,0.2523684232156677,0.5,0.3
292.43600000000004,-520.3375287806887,152.60809932303167,-0.04938556314037268,0.0004918558742253003,0.003396186113150579,0.8034079666794688,0.7556505621545606,-0.2257276934285016,0.0026525733399519053,-0.000772286695879957,-0.00016625462137011168,0.24881823565654781,0.5333,0.2667
292.46799999999996,-520.3128903492973,152.6219444453091,-0.049380375790102626,0.000494451424244534,0.0033684292920561527,0.8122096654721703,0.7510718811473567,-0.22907518950400158,0.0027888159460594153,-0.0007560051004921032,-0.00062524672657192,0.24472627787623433,0.5667,0.2333
292.5,-520.2883820031484,152.63582335826084,-0.04936872520457337,0.0004967325411558142,0.003325272910524645,0.8208446426064707,0.747213497035459,-0.2323350896701913,0.0029303745380584254,-0.0007405939941991568,-0.0010568940641688834,0.240124239401521,0.6,0.2
292.53600000000006,-520.2639799815021,152.6497568207248,-0.04935056629134454,0.0004987081579347725,0.0032683254866789266,0.8292936833462278,0.7442602055171637,-0.23550856508120638,0.003066245185048686,-0.0007203831577397244,-0.0014450979981497371,0.23498903577545943,0.6333,0.1667
292.568,-520.2396602163687,152.66376761072914,-0.049326777588573366,0.0005005697919398125,0.0032010588972095646,0.8375398537220968,0.7422717121050515,-0.23857617265410652,0.0031734914483215007,-0.0006912048114697773,-0.001740214144740939,0.22937778266300085,0.6667,0.1333
292.6,-520.2153960178288,152.6778821665287,-0.04929851548322031,0.0005026068458326905,0.0031263960335545745,0.8455662419217437,0.7413643988994548,-0.2415340799207099,0.003245853956672719,-0.0006513497404275525,-0.0019523731565278574,0.22330133706896352,0.7,0.1
292.63599999999997,-520.1911582772998,152.69213020868702,-0.04926766428081135,0.0005051144948673941,0.0030486633184465565,0.8533554216729786,0.7416632655236046,-0.24438719579620943,0.0032670579468885574,-0.0006013672795189468,-0.0020475424094551515,0.21673894827462234,0.7,0.1
292.668,-520.1669311495085,152.7065305380449,-0.049236683747542996,0.0005081075293791292,0.0029740433411386,0.8608986243022307,0.742754542284173,-0.2470765320807013,0.0032233366433581864,-0.0005503927988554044,-0.001975844513810765,0.20991239272815618,0.7,0.1
292.70000000000005,-520.1669311495085,152.7065305380449,-0.049236683747542996,0.0005081075293791292,0.0029740433411386,0.8608986243022307,0.742754542284173,-0.2470765320807013,0.0032233366433581864,-0.0005503927988554044,-0.001975844513810765,0.20991239272815618,0.7,0.1
292.736,-520.1427192327766,152.72108331325785,-0.04920889340622437,0.000511067973274126,0.002912472511281838,0.8681988468442233,0.7438535849401878,-0.24951811116413403,0.003093784182296908,-0.000515836738884431,-0.0016308512905466067,0.20315706263200467,0.7,0.1
292.76800000000003,-520.1185268243048,152.73578851867268,-0.04918696045450681,0.0005133178280026021,0.0028712998762817415,0.87525901041002,0.7449401209551639,-0.25171784267682135,0.002901455732287139,-0.0005044739331995315,-0.0010778348793824043,0.19648478484308338,0.7,0.1
292.79999999999995,-520.094357784282,152.7506464292144,-0.04917312286628524,0.0005143920896199574,0.002855445315382791,0.8820822861553651,0.7460302007752898,-0.25368098154591645,0.0026627114844493724,-0.0005117922908693922,-0.00038290066526297485,0.18989902989412272,0.7,0.1
292.836,-520.0702152843204,152.76565765899414,-0.0491689341893017,0.0005142726189314355,0.002866428504650021,0.8886712200196645,0.7471458078328583,-0.25541593949397534,0.0023993607082301678,-0.0005257628851901871,0.0003575828929436097,0.18338531890889365,0.7,0.1
292.86800000000005,-520.0461020308538,152.78082336883602,-0.049174999916520176,0.0005133841174398727,0.0029022194315616737,0.895028724488303,0.7483078143161717,-0.25692431605862087,0.0021364540736256736,-0.0005334998603664936,0.0010487260142960971,0.1769522726267268,0.7,0.1
292.9,-520.0220202627098,152.79614495931892,-0.04919093224662875,0.0005124053856473055,0.002958171227240167,0.9011574367579005,0.7495321662098884,-0.2582130807316762,0.0018999977211988568,-0.0005264765665055854,0.0016133535582440414,0.1705919384236336,0.7,0.1
292.93600000000004,-519.9979717440231,152.81162415607145,-0.0492149384435968,0.0005119625854696754,0.0030266586149996014,0.9070600742437731,0.7508348382421872,-0.2592877370640917,0.0017237404048530195,-0.0005042835704457808,0.001970869855685322,0.16430837989065772,0.7,0.1
292.96799999999996,-519.9739580290005,152.82726264461678,-0.049244176777298636,0.0005123662702563154,0.0030990250262979994,0.9127395184266455,0.7522201524432759,-0.26015567363350145,0.001631492046356132,-0.0004737250211964668,0.002089723228513128,0.15810353035305855,0.7,0.1
293.0,-519.9499803792195,152.84306188534103,-0.04927489295739602,0.0005134994452760791,0.003166003734876189,0.9181982398893899,0.7536893115468031,-0.26082784623457844,0.0016425994425773786,-0.0004450496375751864,0.0019504793405437809,0.15196889140500028,0.7,0.1
293.03600000000006,-519.9260401312507,152.85902297652174,-0.04930302623970988,0.0005148877934697515,0.0032192499168741994,0.9234389786948345,0.7552333220069255,-0.2613106497609392,0.0017591380964861799,-0.00042711717444509636,0.001579064051827967,0.14590992670644085,0.7,0.1
293.068,-519.9021387560879,152.87514633953427,-0.04932491956715557,0.0005159327685737479,0.003252668268381561,0.9284640606587323,0.7568362362369956,-0.26161336533587554,0.0019659255394026526,-0.00042287856173503084,0.0010331085863677259,0.13991580851555854,0.7,0.1
293.1,-519.8782780180089,152.89143183576718,-0.04933771992379346,0.0005161744719412245,0.003262550486453899,0.9332759403103387,0.7584802371030872,-0.26173949280271763,0.0022366725569189483,-0.0004285401007570036,0.0003809211697373439,0.13399063105998832,0.7,0.1
293.13599999999997,-519.8544601201097,152.90787858019453,-0.049340023892957156,0.0005154901445387566,0.003248728515153504,0.9378771047757164,0.7601418816352742,-0.26169251512103975,0.0025304713060508334,-0.0004350804330547268,-0.0002815862494321015,0.12813343086746348,0.7,0.1
293.168,-519.8544601201097,152.90787858019453,-0.049340023892957156,0.0005154901445387566,0.003248728515153504,0.9378771047757164,0.7601418816352742,-0.26169251512103975,0.0025304713060508334,-0.0004350804330547268,-0.0002815862494321015,0.12813343086746348,0.7,0.1
293.20000000000005,-519.8306875192786,152.92448508493302,-0.04933184693909882,0.0005141338822673978,0.003213705986582865,0.9422698708819929,0.7618030227346158,-0.26147621209503485,0.0028086268089807325,-0.00043255946553007413,-0.0008792357199278351,0.12234171726628815,0.7,0.1
