t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,cmd_left_ref,cmd_right_ref
0.000000,0.000215,0.000000,0.000000,0.100000,-0.000000,-0.019897,3.683546,-0.252445,0.703261,1.138511,0.008679,0.069286
0.033333,0.003549,-0.000000,-0.000670,0.100021,0.000065,-0.020307,3.713088,-0.251607,0.711370,1.145174,0.010066,0.070052
0.066667,0.006884,-0.000000,-0.001354,0.100085,0.000129,-0.020695,3.743957,-0.248488,0.721775,1.150203,0.011827,0.070627
0.100000,0.010221,-0.000001,-0.002050,0.100191,0.000190,-0.021041,3.776140,-0.243021,0.734534,1.153536,0.013957,0.071007
0.133333,0.013563,-0.000001,-0.002756,0.100338,0.000250,-0.021345,3.809626,-0.237434,0.747722,1.157091,0.016126,0.071412
0.166667,0.016911,-0.000002,-0.003473,0.100527,0.000307,-0.021609,3.844403,-0.231755,0.761312,1.160889,0.018327,0.071843
0.200000,0.020266,-0.000004,-0.004197,0.100757,0.000363,-0.021834,3.880459,-0.226010,0.775278,1.164951,0.020556,0.072303
0.233333,0.023629,-0.000006,-0.004928,0.101027,0.000417,-0.022022,3.917781,-0.220224,0.789597,1.169293,0.022806,0.072793
0.266667,0.027001,-0.000009,-0.005665,0.101338,0.000469,-0.022173,3.956357,-0.214419,0.804246,1.173933,0.025073,0.073315
0.300000,0.030385,-0.000013,-0.006407,0.101689,0.000518,-0.022290,3.996176,-0.208615,0.819204,1.178884,0.027352,0.073870
0.333333,0.033781,-0.000018,-0.007151,0.102080,0.000566,-0.022374,4.037226,-0.202831,0.834452,1.184161,0.029640,0.074460
0.366667,0.037191,-0.000024,-0.007898,0.102509,0.000612,-0.022426,4.079495,-0.197083,0.849974,1.189773,0.031934,0.075085
0.400000,0.040616,-0.000032,-0.008646,0.102978,0.000657,-0.022448,4.122971,-0.191387,0.865754,1.195731,0.034230,0.075745
0.433333,0.044057,-0.000040,-0.009395,0.103485,0.000699,-0.022441,4.167641,-0.185755,0.881777,1.202044,0.036526,0.076442
0.466667,0.047515,-0.000050,-0.010142,0.104031,0.000740,-0.022408,4.213496,-0.180198,0.898030,1.208717,0.038820,0.077176
0.500000,0.050993,-0.000061,-0.010889,0.104615,0.000779,-0.022348,4.260521,-0.174728,0.914503,1.215758,0.041110,0.077947
0.533333,0.054490,-0.000074,-0.011632,0.105236,0.000816,-0.022265,4.308707,-0.169352,0.931184,1.223169,0.043394,0.078754
0.566667,0.058009,-0.000088,-0.012373,0.105895,0.000851,-0.022159,4.358041,-0.164077,0.948065,1.230956,0.045671,0.079597
0.600000,0.061550,-0.000105,-0.013110,0.106590,0.000885,-0.022032,4.408511,-0.158909,0.965137,1.239119,0.047940,0.080477
0.633333,0.065116,-0.000123,-0.013842,0.107322,0.000917,-0.021885,4.460106,-0.153854,0.982394,1.247659,0.050200,0.081393
0.666667,0.068706,-0.000142,-0.014569,0.108091,0.000947,-0.021720,4.512815,-0.148915,0.999829,1.256579,0.052451,0.082344
0.700000,0.072322,-0.000164,-0.015290,0.108895,0.000976,-0.021538,4.566625,-0.144095,1.017437,1.265876,0.054691,0.083329
0.733333,0.075966,-0.000188,-0.016004,0.109736,0.001003,-0.021340,4.621525,-0.139395,1.035213,1.275550,0.056920,0.084348
0.766667,0.079638,-0.000215,-0.016712,0.110611,0.001029,-0.021127,4.677504,-0.134818,1.053153,1.285598,0.059138,0.085400
0.800000,0.083341,-0.000243,-0.017413,0.111522,0.001053,-0.020901,4.734549,-0.130364,1.071255,1.296020,0.061345,0.086483
0.833333,0.087074,-0.000274,-0.018106,0.112467,0.001076,-0.020664,4.792651,-0.126032,1.089515,1.306810,0.063541,0.087598
0.866667,0.090839,-0.000307,-0.018790,0.113446,0.001097,-0.020415,4.851796,-0.121821,1.107931,1.317968,0.065725,0.088743
0.900000,0.094637,-0.000343,-0.019467,0.114460,0.001118,-0.020156,4.911975,-0.117732,1.126500,1.329487,0.067897,0.089917
0.933333,0.098470,-0.000381,-0.020134,0.115507,0.001136,-0.019888,4.973174,-0.113763,1.145222,1.341365,0.070057,0.091119
0.966667,0.102338,-0.000422,-0.020793,0.116587,0.001154,-0.019612,5.035384,-0.109910,1.164096,1.353596,0.072206,0.092347
1.000000,0.106243,-0.000466,-0.021442,0.117701,0.001170,-0.019329,5.098593,-0.106174,1.183119,1.366177,0.074344,0.093602
1.033333,0.110185,-0.000513,-0.022081,0.118847,0.001185,-0.019040,5.162789,-0.102550,1.202292,1.379103,0.076470,0.094881
1.066667,0.114166,-0.000562,-0.022711,0.120026,0.001199,-0.018745,5.227962,-0.099037,1.221614,1.392367,0.078585,0.096184
1.100000,0.118187,-0.000614,-0.023331,0.121237,0.001212,-0.018445,5.294100,-0.095632,1.241083,1.405966,0.080688,0.097509
1.133333,0.122248,-0.000670,-0.023941,0.122479,0.001224,-0.018142,5.361191,-0.092332,1.260701,1.419894,0.082781,0.098856
1.166667,0.126352,-0.000728,-0.024540,0.123753,0.001234,-0.017835,5.429226,-0.089134,1.280467,1.434146,0.084863,0.100223
1.200000,0.130498,-0.000790,-0.025130,0.125058,0.001244,-0.017525,5.498192,-0.086034,1.300381,1.448716,0.086935,0.101609
1.233333,0.134689,-0.000855,-0.025709,0.126394,0.001253,-0.017214,5.568080,-0.083031,1.320442,1.463598,0.088996,0.103014
1.266667,0.138924,-0.000923,-0.026277,0.127761,0.001260,-0.016901,5.638876,-0.080120,1.340650,1.478788,0.091047,0.104436
1.300000,0.143206,-0.000995,-0.026835,0.129157,0.001267,-0.016586,5.710572,-0.077299,1.361006,1.494280,0.093087,0.105874
1.333333,0.147534,-0.001070,-0.027383,0.130584,0.001273,-0.016271,5.783155,-0.074565,1.381509,1.510069,0.095118,0.107327
1.366667,0.151911,-0.001148,-0.027920,0.132040,0.001278,-0.015956,5.856615,-0.071914,1.402159,1.526148,0.097139,0.108795
1.400000,0.156336,-0.001230,-0.028447,0.133525,0.001282,-0.015642,5.930941,-0.069343,1.422956,1.542514,0.099150,0.110277
1.433333,0.160812,-0.001316,-0.028963,0.135039,0.001285,-0.015328,6.006122,-0.066851,1.443901,1.559160,0.101152,0.111771
1.466667,0.165338,-0.001405,-0.029469,0.136582,0.001288,-0.015015,6.082148,-0.064433,1.464991,1.576082,0.103145,0.113277
1.500000,0.169916,-0.001499,-0.029964,0.138153,0.001290,-0.014703,6.159007,-0.062086,1.486229,1.593274,0.105128,0.114793
1.533333,0.174547,-0.001595,-0.030449,0.139752,0.001291,-0.014393,6.236688,-0.059809,1.507612,1.610732,0.107102,0.116320
1.566667,0.179231,-0.001696,-0.030923,0.141379,0.001291,-0.014084,6.315182,-0.057599,1.529142,1.628450,0.109067,0.117857
1.600000,0.183971,-0.001801,-0.031388,0.143033,0.001291,-0.013778,6.394477,-0.055452,1.550816,1.646423,0.111024,0.119402
1.633333,0.188765,-0.001909,-0.031842,0.144714,0.001290,-0.013474,6.474563,-0.053366,1.572636,1.664646,0.112971,0.120955
1.666667,0.193616,-0.002022,-0.032286,0.146422,0.001288,-0.013173,6.555430,-0.051339,1.594599,1.683115,0.114910,0.122515
1.700000,0.198525,-0.002139,-0.032720,0.148157,0.001286,-0.012874,6.637066,-0.049369,1.616707,1.701826,0.116840,0.124082
1.733333,0.203491,-0.002260,-0.033144,0.149917,0.001283,-0.012578,6.719461,-0.047453,1.638958,1.720773,0.118762,0.125655
1.766667,0.208517,-0.002384,-0.033559,0.151704,0.001280,-0.012286,6.802605,-0.045589,1.661351,1.739952,0.120675,0.127233
1.800000,0.213602,-0.002514,-0.033963,0.153516,0.001276,-0.011996,6.886487,-0.043774,1.683885,1.759358,0.122580,0.128816
1.833333,0.218748,-0.002647,-0.034358,0.155353,0.001271,-0.011709,6.971096,-0.042008,1.706560,1.778988,0.124476,0.130404
1.866667,0.223956,-0.002785,-0.034744,0.157215,0.001266,-0.011426,7.056424,-0.040288,1.729375,1.798837,0.126364,0.131995
1.900000,0.229226,-0.002927,-0.035120,0.159102,0.001261,-0.011147,7.142458,-0.038612,1.752329,1.818900,0.128244,0.133589
1.933333,0.234560,-0.003073,-0.035487,0.161013,0.001255,-0.010870,7.229189,-0.036978,1.775420,1.839175,0.130116,0.135187
1.966667,0.239957,-0.003224,-0.035845,0.162949,0.001248,-0.010598,7.316607,-0.035385,1.798648,1.859656,0.131980,0.136787
2.000000,0.245419,-0.003379,-0.036194,0.164908,0.001242,-0.010329,7.404701,-0.033830,1.822011,1.880339,0.133835,0.138388
2.033333,0.250947,-0.003539,-0.036533,0.166890,0.001234,-0.010063,7.493462,-0.032314,1.845509,1.901222,0.135683,0.139991
2.066667,0.256541,-0.003703,-0.036864,0.168896,0.001227,-0.009801,7.582878,-0.030833,1.869140,1.922299,0.137523,0.141595
2.100000,0.262202,-0.003872,-0.037187,0.170925,0.001219,-0.009543,7.672941,-0.029386,1.892902,1.943568,0.139354,0.143200
2.133333,0.267931,-0.004046,-0.037501,0.172976,0.001210,-0.009289,7.763639,-0.027973,1.916795,1.965024,0.141178,0.144806
2.166667,0.273729,-0.004224,-0.037806,0.175049,0.001201,-0.009038,7.854963,-0.026592,1.940817,1.986665,0.142993,0.146411
2.200000,0.279596,-0.004407,-0.038103,0.177145,0.001192,-0.008791,7.946903,-0.025241,1.964966,2.008485,0.144801,0.148016
2.233333,0.285534,-0.004595,-0.038392,0.179262,0.001183,-0.008547,8.039449,-0.023920,1.989242,2.030483,0.146601,0.149620
2.266667,0.291542,-0.004787,-0.038673,0.181401,0.001173,-0.008308,8.132591,-0.022626,2.013642,2.052653,0.148393,0.151224
2.300000,0.297621,-0.004984,-0.038946,0.183561,0.001162,-0.008071,8.226319,-0.021360,2.038165,2.074994,0.150177,0.152826
2.333333,0.303773,-0.005186,-0.039211,0.185742,0.001152,-0.007839,8.320623,-0.020121,2.062810,2.097501,0.151954,0.154427
2.366667,0.309998,-0.005393,-0.039469,0.187943,0.001141,-0.007610,8.415494,-0.018906,2.087575,2.120172,0.153722,0.156026
2.400000,0.316296,-0.005604,-0.039718,0.190165,0.001130,-0.007385,8.510921,-0.017716,2.112458,2.143002,0.155483,0.157623
2.433333,0.322669,-0.005821,-0.039961,0.192406,0.001119,-0.007163,8.606896,-0.016548,2.137458,2.165990,0.157236,0.159218
2.466667,0.329116,-0.006042,-0.040196,0.194667,0.001107,-0.006945,8.703408,-0.015404,2.162573,2.189131,0.158982,0.160810
2.500000,0.335639,-0.006269,-0.040424,0.196948,0.001095,-0.006730,8.800447,-0.014280,2.187801,2.212423,0.160719,0.162400
2.533333,0.342238,-0.006500,-0.040645,0.199248,0.001083,-0.006519,8.898005,-0.013178,2.213141,2.235862,0.162449,0.163987
2.566667,0.348914,-0.006736,-0.040858,0.201567,0.001070,-0.006311,8.996071,-0.012096,2.238590,2.259445,0.164171,0.165571
2.600000,0.355668,-0.006978,-0.041065,0.203905,0.001057,-0.006107,9.094636,-0.011033,2.264148,2.283170,0.165885,0.167152
2.633333,0.362500,-0.007224,-0.041266,0.206260,0.001044,-0.005906,9.193690,-0.009989,2.289812,2.307033,0.167592,0.168729
2.666667,0.369410,-0.007475,-0.041459,0.208634,0.001031,-0.005708,9.293224,-0.008962,2.315580,2.331032,0.169291,0.170303
2.700000,0.376400,-0.007732,-0.041646,0.211026,0.001018,-0.005513,9.393229,-0.007953,2.341451,2.355164,0.170982,0.171873
2.733333,0.383469,-0.007993,-0.041827,0.213435,0.001004,-0.005321,9.493695,-0.006961,2.367423,2.379425,0.172666,0.173439
2.766667,0.390619,-0.008260,-0.042001,0.215862,0.000990,-0.005133,9.594613,-0.005985,2.393494,2.403813,0.174342,0.175002
2.800000,0.397850,-0.008532,-0.042169,0.218305,0.000976,-0.004948,9.695974,-0.005025,2.419662,2.428325,0.176010,0.176560
2.833333,0.405163,-0.008808,-0.042331,0.220765,0.000962,-0.004765,9.797768,-0.004079,2.445925,2.452959,0.177671,0.178114
2.866667,0.412558,-0.009090,-0.042487,0.223242,0.000947,-0.004586,9.899986,-0.003149,2.472282,2.477711,0.179324,0.179663
2.900000,0.420035,-0.009377,-0.042636,0.225735,0.000933,-0.004409,10.002618,-0.002232,2.498730,2.502579,0.180970,0.181208
2.933333,0.427596,-0.009670,-0.042780,0.228243,0.000918,-0.004236,10.105657,-0.001329,2.525269,2.527560,0.182608,0.182749
2.966667,0.435240,-0.009967,-0.042919,0.230767,0.000903,-0.004065,10.209092,-0.000439,2.551895,2.552651,0.184238,0.184284
3.000000,0.442969,-0.010270,-0.043051,0.233307,0.000888,-0.003897,10.312914,0.000438,2.578606,2.577851,0.185861,0.185815
3.033333,0.450782,-0.010577,-0.043179,0.235862,0.000872,-0.003731,10.417115,0.001303,2.605402,2.603156,0.187476,0.187341
3.066667,0.458681,-0.010890,-0.043300,0.238431,0.000857,-0.003568,10.521686,0.002156,2.632280,2.628563,0.189084,0.188863
3.100000,0.466666,-0.011208,-0.043416,0.241015,0.000841,-0.003408,10.626617,0.002998,2.659238,2.654070,0.190684,0.190379
3.133333,0.474736,-0.011532,-0.043527,0.243614,0.000825,-0.003251,10.731900,0.003828,2.686275,2.679675,0.192277,0.191889
3.166667,0.482894,-0.011860,-0.043633,0.246226,0.000809,-0.003095,10.837525,0.004647,2.713388,2.705375,0.193862,0.193395
3.200000,0.491138,-0.012194,-0.043734,0.248853,0.000793,-0.002943,10.943484,0.005456,2.740575,2.731167,0.195440,0.194895
3.233333,0.499470,-0.012533,-0.043829,0.251492,0.000776,-0.002792,11.049768,0.006255,2.767835,2.757049,0.197010,0.196391
3.266667,0.507891,-0.012877,-0.043920,0.254146,0.000760,-0.002644,11.156369,0.007045,2.795165,2.783019,0.198573,0.197880
3.300000,0.516399,-0.013226,-0.044006,0.256812,0.000743,-0.002499,11.263277,0.007824,2.822564,2.809074,0.200129,0.199364
3.333333,0.524997,-0.013580,-0.044086,0.259491,0.000726,-0.002355,11.370484,0.008595,2.850030,2.835212,0.201677,0.200843
3.366667,0.533684,-0.013940,-0.044163,0.262182,0.000709,-0.002214,11.477981,0.009356,2.877561,2.861429,0.203217,0.202316
3.400000,0.542461,-0.014305,-0.044234,0.264886,0.000692,-0.002075,11.585760,0.010109,2.905155,2.887725,0.204750,0.203783
3.433333,0.551328,-0.014675,-0.044301,0.267601,0.000674,-0.001937,11.693811,0.010854,2.932810,2.914096,0.206276,0.205245
3.466667,0.560286,-0.015050,-0.044363,0.270329,0.000657,-0.001802,11.802128,0.011590,2.960524,2.940540,0.207795,0.206701
3.500000,0.569335,-0.015430,-0.044421,0.273068,0.000639,-0.001669,11.910700,0.012319,2.988295,2.967055,0.209306,0.208151
3.533333,0.578475,-0.015816,-0.044475,0.275818,0.000622,-0.001538,12.019519,0.013040,3.016121,2.993638,0.210810,0.209595
3.566667,0.587706,-0.016206,-0.044524,0.278579,0.000604,-0.001409,12.128578,0.013754,3.044001,3.020288,0.212306,0.211034
3.600000,0.597030,-0.016602,-0.044568,0.281351,0.000586,-0.001282,12.237867,0.014460,3.071933,3.047001,0.213795,0.212467
3.633333,0.606446,-0.017003,-0.044609,0.284134,0.000568,-0.001157,12.347379,0.015160,3.099914,3.073776,0.215277,0.213893
3.666667,0.615955,-0.017409,-0.044646,0.286927,0.000549,-0.001033,12.457105,0.015853,3.127943,3.100610,0.216752,0.215314
3.700000,0.625557,-0.017820,-0.044678,0.289729,0.000531,-0.000911,12.567036,0.016539,3.156017,3.127501,0.218220,0.216729
3.733333,0.635253,-0.018236,-0.044706,0.292542,0.000512,-0.000791,12.677165,0.017220,3.184136,3.154447,0.219680,0.218138
3.766667,0.645042,-0.018658,-0.044731,0.295364,0.000494,-0.000672,12.787483,0.017894,3.212296,3.181445,0.221133,0.219540
3.800000,0.654926,-0.019084,-0.044751,0.298196,0.000475,-0.000555,12.897983,0.018562,3.240497,3.208494,0.222579,0.220937
3.833333,0.664904,-0.019515,-0.044768,0.301036,0.000456,-0.000440,13.008655,0.019224,3.268736,3.235591,0.224017,0.222328
3.866667,0.674976,-0.019952,-0.044780,0.303886,0.000437,-0.000326,13.119492,0.019881,3.297012,3.262734,0.225449,0.223712
3.900000,0.685144,-0.020393,-0.044789,0.306744,0.000418,-0.000214,13.230487,0.020533,3.325322,3.289921,0.226873,0.225091
3.933333,0.695407,-0.020840,-0.044795,0.309610,0.000398,-0.000103,13.341630,0.021179,3.353665,3.317150,0.228290,0.226463
3.966667,0.705765,-0.021291,-0.044796,0.312485,0.000379,0.000007,13.452914,0.021820,3.382039,3.344418,0.229701,0.227829
4.000000,0.716219,-0.021747,-0.044794,0.315367,0.000359,0.000115,13.564331,0.022457,3.410442,3.371724,0.231104,0.229189
4.033333,0.726770,-0.022208,-0.044789,0.318257,0.000339,0.000221,13.675873,0.023088,3.438872,3.399064,0.232500,0.230543
4.066667,0.737416,-0.022675,-0.044780,0.321154,0.000320,0.000326,13.787532,0.023715,3.467327,3.426439,0.233889,0.231890
4.100000,0.748159,-0.023146,-0.044767,0.324059,0.000300,0.000430,13.899301,0.024338,3.495806,3.453844,0.235271,0.233232
4.133333,0.758999,-0.023621,-0.044751,0.326971,0.000279,0.000533,14.011171,0.024957,3.524307,3.481278,0.236646,0.234567
4.166667,0.769937,-0.024102,-0.044731,0.329889,0.000259,0.000635,14.123135,0.025571,3.552828,3.508740,0.238013,0.235896
4.200000,0.780971,-0.024588,-0.044708,0.332814,0.000239,0.000735,14.235186,0.026181,3.581366,3.536226,0.239374,0.237218
4.233333,0.792103,-0.025078,-0.044682,0.335745,0.000218,0.000834,14.347315,0.026788,3.609922,3.563736,0.240728,0.238535
4.266667,0.803332,-0.025573,-0.044653,0.338682,0.000198,0.000932,14.459514,0.027391,3.638491,3.591266,0.242076,0.239845
4.300000,0.814660,-0.026073,-0.044620,0.341625,0.000177,0.001029,14.571778,0.027990,3.667074,3.618815,0.243416,0.241149
4.333333,0.826085,-0.026577,-0.044584,0.344574,0.000156,0.001125,14.684096,0.028586,3.695667,3.646381,0.244749,0.242446
4.366667,0.837609,-0.027086,-0.044545,0.347528,0.000135,0.001219,14.796464,0.029178,3.724269,3.673962,0.246075,0.243738
4.400000,0.849231,-0.027600,-0.044503,0.350487,0.000114,0.001313,14.908871,0.029767,3.752879,3.701557,0.247395,0.245023
4.433333,0.860952,-0.028118,-0.044458,0.353451,0.000093,0.001406,15.021313,0.030353,3.781495,3.729162,0.248707,0.246301
4.466667,0.872772,-0.028641,-0.044409,0.356420,0.000071,0.001498,15.133780,0.030936,3.810114,3.756776,0.250013,0.247574
4.500000,0.884690,-0.029168,-0.044358,0.359393,0.000050,0.001588,15.246266,0.031517,3.838736,3.784397,0.251312,0.248840
4.533333,0.896708,-0.029700,-0.044303,0.362371,0.000028,0.001678,15.358763,0.032094,3.867358,3.812023,0.252605,0.250100
4.566667,0.908825,-0.030236,-0.044246,0.365352,0.000006,0.001767,15.471264,0.032669,3.895979,3.839653,0.253890,0.251354
4.600000,0.921041,-0.030777,-0.044186,0.368338,-0.000016,0.001855,15.583762,0.033241,3.924597,3.867284,0.255169,0.252601
4.633333,0.933356,-0.031322,-0.044122,0.371327,-0.000038,0.001942,15.696249,0.033811,3.953210,3.894915,0.256441,0.253842
4.666667,0.945772,-0.031871,-0.044056,0.374319,-0.000060,0.002029,15.808718,0.034379,3.981816,3.922543,0.257706,0.255077
4.700000,0.958287,-0.032425,-0.043987,0.377315,-0.000082,0.002114,15.921163,0.034944,4.010415,3.950167,0.258964,0.256306
4.733333,0.970902,-0.032983,-0.043915,0.380314,-0.000105,0.002199,16.033576,0.035507,4.039004,3.977784,0.260216,0.257528
4.766667,0.983616,-0.033545,-0.043840,0.383315,-0.000127,0.002283,16.145950,0.036068,4.067581,4.005394,0.261461,0.258744
4.800000,0.996431,-0.034111,-0.043763,0.386320,-0.000150,0.002367,16.258278,0.036628,4.096145,4.032994,0.262700,0.259954
4.833333,1.009346,-0.034682,-0.043683,0.389326,-0.000173,0.002449,16.370553,0.037185,4.124694,4.060582,0.263932,0.261157
4.866667,1.022361,-0.035256,-0.043600,0.392335,-0.000196,0.002531,16.482769,0.037741,4.153227,4.088157,0.265157,0.262354
4.900000,1.035476,-0.035835,-0.043514,0.395345,-0.000219,0.002612,16.594917,0.038295,4.181742,4.115717,0.266376,0.263545
4.933333,1.048692,-0.036417,-0.043425,0.398358,-0.000242,0.002693,16.706992,0.038847,4.210237,4.143259,0.267588,0.264730
4.966667,1.062008,-0.037004,-0.043334,0.401371,-0.000265,0.002773,16.818987,0.039398,4.238710,4.170783,0.268793,0.265908
5.000000,1.075424,-0.037594,-0.043241,0.404387,-0.000289,0.002852,16.930894,0.039947,4.267161,4.198286,0.269992,0.267080
5.033333,1.088941,-0.038188,-0.043144,0.407403,-0.000313,0.002931,17.042707,0.040495,4.295587,4.225767,0.271184,0.268246
5.066667,1.102558,-0.038786,-0.043045,0.410420,-0.000336,0.003009,17.154420,0.041042,4.323986,4.253224,0.272370,0.269405
5.100000,1.116276,-0.039388,-0.042944,0.413438,-0.000360,0.003087,17.266025,0.041588,4.352358,4.280654,0.273550,0.270559
5.133333,1.130094,-0.039993,-0.042839,0.416457,-0.000384,0.003164,17.377516,0.042133,4.380700,4.308058,0.274722,0.271706
5.166667,1.144013,-0.040603,-0.042733,0.419476,-0.000409,0.003240,17.488886,0.042676,4.409012,4.335432,0.275889,0.272847
5.200000,1.158032,-0.041215,-0.042623,0.422495,-0.000433,0.003316,17.600130,0.043219,4.437290,4.362774,0.277049,0.273981
5.233333,1.172152,-0.041832,-0.042512,0.425514,-0.000458,0.003392,17.711240,0.043761,4.465535,4.390085,0.278202,0.275110
5.266667,1.186373,-0.042451,-0.042397,0.428533,-0.000482,0.003467,17.822209,0.044302,4.493744,4.417361,0.279349,0.276232
5.300000,1.200694,-0.043075,-0.042280,0.431551,-0.000507,0.003541,17.933032,0.044843,4.521916,4.444600,0.280490,0.277348
5.333333,1.215116,-0.043701,-0.042161,0.434569,-0.000532,0.003616,18.043702,0.045383,4.550048,4.471802,0.281624,0.278458
5.366667,1.229638,-0.044331,-0.042039,0.437586,-0.000557,0.003689,18.154212,0.045922,4.578141,4.498965,0.282752,0.279561
5.400000,1.244261,-0.044964,-0.041915,0.440602,-0.000582,0.003763,18.264557,0.046461,4.606192,4.526087,0.283874,0.280658
5.433333,1.258984,-0.045601,-0.041789,0.443616,-0.000608,0.003835,18.374730,0.046999,4.634199,4.553166,0.284989,0.281750
5.466667,1.273808,-0.046240,-0.041660,0.446630,-0.000633,0.003908,18.484724,0.047538,4.662162,4.580200,0.286098,0.282835
5.500000,1.288732,-0.046883,-0.041528,0.449641,-0.000659,0.003980,18.594534,0.048075,4.690078,4.607189,0.287200,0.283913
5.533333,1.303756,-0.047529,-0.041394,0.452651,-0.000685,0.004052,18.704154,0.048613,4.717946,4.634131,0.288296,0.284986
5.566667,1.318881,-0.048177,-0.041258,0.455659,-0.000711,0.004123,18.813576,0.049151,4.745765,4.661023,0.289386,0.286052
5.600000,1.334106,-0.048829,-0.041119,0.458665,-0.000737,0.004195,18.922796,0.049688,4.773534,4.687864,0.290470,0.287113
5.633333,1.349431,-0.049483,-0.040978,0.461669,-0.000763,0.004265,19.031807,0.050226,4.801250,4.714654,0.291547,0.288167
5.666667,1.364856,-0.050141,-0.040835,0.464670,-0.000790,0.004336,19.140602,0.050763,4.828912,4.741389,0.292618,0.289215
5.700000,1.380381,-0.050801,-0.040689,0.467668,-0.000816,0.004406,19.249177,0.051301,4.856519,4.768069,0.293683,0.290257
5.733333,1.396006,-0.051463,-0.040541,0.470663,-0.000843,0.004476,19.357525,0.051839,4.884070,4.794693,0.294742,0.291293
5.766667,1.411730,-0.052128,-0.040391,0.473656,-0.000870,0.004546,19.465640,0.052377,4.911563,4.821257,0.295794,0.292322
5.800000,1.427555,-0.052796,-0.040238,0.476645,-0.000897,0.004615,19.573516,0.052916,4.938996,4.847762,0.296840,0.293346
5.833333,1.443478,-0.053466,-0.040083,0.479631,-0.000925,0.004684,19.681148,0.053454,4.966368,4.874206,0.297880,0.294363
5.866667,1.459502,-0.054139,-0.039926,0.482613,-0.000952,0.004753,19.788529,0.053994,4.993679,4.900586,0.298914,0.295374
5.900000,1.475624,-0.054814,-0.039766,0.485591,-0.000980,0.004822,19.895655,0.054534,5.020925,4.926902,0.299942,0.296380
5.933333,1.491846,-0.055491,-0.039604,0.488566,-0.001007,0.004891,20.002518,0.055074,5.048107,4.953152,0.300964,0.297379
5.966667,1.508167,-0.056171,-0.039440,0.491536,-0.001035,0.004959,20.109114,0.055615,5.075223,4.979334,0.301979,0.298372
6.000000,1.524587,-0.056852,-0.039274,0.494502,-0.001064,0.005027,20.215437,0.056157,5.102270,5.005448,0.302989,0.299359
6.033333,1.541106,-0.057536,-0.039105,0.497464,-0.001092,0.005095,20.321481,0.056699,5.129249,5.031491,0.303992,0.300340
6.066667,1.557723,-0.058222,-0.038934,0.500421,-0.001120,0.005163,20.427241,0.057243,5.156158,5.057463,0.304989,0.301315
6.100000,1.574439,-0.058909,-0.038761,0.503374,-0.001149,0.005231,20.532711,0.057787,5.182994,5.083361,0.305980,0.302283
6.133333,1.591253,-0.059599,-0.038585,0.506321,-0.001178,0.005298,20.637886,0.058332,5.209758,5.109185,0.306965,0.303246
6.166667,1.608165,-0.060290,-0.038408,0.509263,-0.001207,0.005366,20.742760,0.058878,5.236447,5.134933,0.307944,0.304203
6.200000,1.625176,-0.060983,-0.038228,0.512200,-0.001236,0.005433,20.847328,0.059425,5.263061,5.160603,0.308917,0.305153
6.233333,1.642284,-0.061677,-0.038045,0.515132,-0.001265,0.005500,20.951584,0.059973,5.289597,5.186195,0.309884,0.306098
6.266667,1.659490,-0.062373,-0.037861,0.518058,-0.001295,0.005568,21.055523,0.060523,5.316056,5.211706,0.310845,0.307037
6.300000,1.676793,-0.063071,-0.037674,0.520978,-0.001324,0.005635,21.159141,0.061073,5.342435,5.237136,0.311800,0.307969
6.333333,1.694194,-0.063769,-0.037485,0.523892,-0.001354,0.005702,21.262430,0.061625,5.368733,5.262482,0.312749,0.308896
6.366667,1.711691,-0.064470,-0.037294,0.526800,-0.001384,0.005769,21.365387,0.062178,5.394949,5.287745,0.313692,0.309817
6.400000,1.729286,-0.065171,-0.037101,0.529702,-0.001414,0.005835,21.468007,0.062733,5.421082,5.312922,0.314629,0.310731
6.433333,1.746977,-0.065874,-0.036905,0.532597,-0.001445,0.005902,21.570283,0.063289,5.447130,5.338012,0.315560,0.311640
6.466667,1.764764,-0.066577,-0.036707,0.535486,-0.001475,0.005969,21.672211,0.063846,5.473092,5.363013,0.316485,0.312543
6.500000,1.782648,-0.067282,-0.036507,0.538368,-0.001506,0.006036,21.773786,0.064405,5.498968,5.387925,0.317404,0.313439
6.533333,1.800628,-0.067988,-0.036305,0.541243,-0.001537,0.006102,21.875003,0.064965,5.524755,5.412746,0.318317,0.314330
6.566667,1.818703,-0.068694,-0.036100,0.544111,-0.001568,0.006169,21.975856,0.065528,5.550453,5.437475,0.319224,0.315215
6.600000,1.836875,-0.069401,-0.035894,0.546972,-0.001600,0.006236,22.076342,0.066091,5.576061,5.462110,0.320126,0.316094
6.633333,1.855141,-0.070109,-0.035685,0.549826,-0.001631,0.006302,22.176454,0.066657,5.601576,5.486651,0.321021,0.316967
6.666667,1.873502,-0.070818,-0.035473,0.552672,-0.001663,0.006369,22.276188,0.067224,5.626999,5.511095,0.321911,0.317833
6.700000,1.891959,-0.071527,-0.035260,0.555511,-0.001695,0.006436,22.375540,0.067793,5.652328,5.535442,0.322794,0.318695
6.733333,1.910509,-0.072236,-0.035044,0.558341,-0.001727,0.006503,22.474504,0.068364,5.677561,5.559691,0.323672,0.319550
