t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,cmd1,cmd2,jerk_x,jerk_y
56.200000,19.681965,16.927281,0.222262,0.648462,0.004646,-0.017956,99.130709,-0.499861,48.604083,50.526626,0.835028,0.851787,-0.003986,-0.000401
56.233333,19.703025,16.932192,0.221664,0.649016,0.004632,-0.017925,99.208286,-0.500304,48.642020,50.566265,0.835359,0.852131,-0.003993,-0.000443
56.266667,19.724106,16.937095,0.221068,0.649566,0.004619,-0.017896,99.285200,-0.500825,48.679476,50.605725,0.835687,0.852474,-0.004000,-0.000484
56.300000,19.745208,16.941988,0.220472,0.650111,0.004607,-0.017870,99.361450,-0.501424,48.716448,50.645002,0.836010,0.852816,-0.004007,-0.000526
56.333333,19.766330,16.946872,0.219877,0.650652,0.004595,-0.017846,99.437031,-0.502102,48.752934,50.684097,0.836329,0.853156,-0.004014,-0.000568
56.366667,19.787473,16.951748,0.219283,0.651189,0.004583,-0.017825,99.511941,-0.502859,48.788935,50.723007,0.836644,0.853494,-0.004021,-0.000610
56.400000,19.808637,16.956614,0.218689,0.651722,0.004572,-0.017807,99.586178,-0.503694,48.824446,50.761732,0.836954,0.853830,-0.004028,-0.000653
56.433333,19.829820,16.961472,0.218096,0.652250,0.004562,-0.017791,99.659738,-0.504608,48.859468,50.800270,0.837261,0.854165,-0.004035,-0.000695
56.466667,19.851024,16.966320,0.217504,0.652774,0.004552,-0.017777,99.732620,-0.505602,48.893999,50.838621,0.837562,0.854499,-0.004042,-0.000738
56.500000,19.872248,16.971159,0.216911,0.653294,0.004543,-0.017767,99.804819,-0.506674,48.928036,50.876783,0.837860,0.854830,-0.004049,-0.000781
56.533333,19.893491,16.975989,0.216319,0.653810,0.004535,-0.017758,99.876334,-0.507826,48.961578,50.914756,0.838153,0.855160,-0.004056,-0.000824
56.566667,19.914754,16.980809,0.215728,0.654321,0.004526,-0.017752,99.947161,-0.509058,48.994624,50.952538,0.838441,0.855489,-0.004063,-0.000868
56.600000,19.936037,16.985621,0.215136,0.654828,0.004519,-0.017749,100.017299,-0.510369,49.027171,50.990128,0.838726,0.855815,-0.004070,-0.000911
56.633333,19.957339,16.990423,0.214544,0.655330,0.004512,-0.017749,100.086744,-0.511760,49.059219,51.027525,0.839005,0.856140,-0.004076,-0.000955
56.666667,19.978660,16.995216,0.213953,0.655828,0.004506,-0.017751,100.155494,-0.513231,49.090765,51.064729,0.839281,0.856463,-0.004083,-0.000999
56.700000,20.000000,17.000000,0.213361,0.656321,0.004500,-0.017755,100.223546,-0.514780,49.121812,51.101734,0.839552,0.856785,-0.004090,-0.001043
56.733333,20.021359,17.004774,0.212769,0.656810,0.004494,-0.017762,100.290897,-0.516396,49.152380,51.138518,0.839819,0.857104,-0.004096,-0.001088
56.766667,20.042737,17.009539,0.212176,0.657295,0.004490,-0.017772,100.357546,-0.518068,49.182488,51.175058,0.840081,0.857422,-0.004103,-0.001131
56.800000,20.064133,17.014295,0.211584,0.657775,0.004486,-0.017784,100.423490,-0.519795,49.212139,51.211350,0.840340,0.857737,-0.004110,-0.001175
56.833333,20.085548,17.019041,0.210990,0.658250,0.004482,-0.017799,100.488726,-0.521576,49.241333,51.247393,0.840595,0.858050,-0.004116,-0.001219
56.866667,20.106980,17.023777,0.210397,0.658722,0.004479,-0.017816,100.553252,-0.523411,49.270067,51.283185,0.840846,0.858361,-0.004122,-0.001262
56.900000,20.128431,17.028504,0.209802,0.659188,0.004477,-0.017835,100.617066,-0.525300,49.298341,51.318725,0.841092,0.858670,-0.004129,-0.001305
56.933333,20.149900,17.033222,0.209207,0.659650,0.004475,-0.017857,100.680167,-0.527244,49.326153,51.354013,0.841335,0.858977,-0.004135,-0.001347
56.966667,20.171387,17.037929,0.208611,0.660107,0.004473,-0.017881,100.742551,-0.529242,49.353503,51.389048,0.841573,0.859281,-0.004141,-0.001390
57.000000,20.192892,17.042627,0.208014,0.660560,0.004473,-0.017908,100.804216,-0.531294,49.380389,51.423828,0.841808,0.859583,-0.004147,-0.001432
57.033333,20.214414,17.047316,0.207416,0.661008,0.004473,-0.017937,100.865162,-0.533401,49.406810,51.458352,0.842038,0.859883,-0.004153,-0.001474
57.066667,20.235953,17.051994,0.206817,0.661452,0.004473,-0.017968,100.925384,-0.535562,49.432766,51.492618,0.842265,0.860181,-0.004159,-0.001516
57.100000,20.257509,17.056663,0.206217,0.661891,0.004474,-0.018001,100.984882,-0.537776,49.458256,51.526626,0.842487,0.860476,-0.004165,-0.001557
57.133333,20.279083,17.061321,0.205616,0.662325,0.004476,-0.018036,101.043654,-0.540045,49.483280,51.560374,0.842705,0.860770,-0.004171,-0.001598
57.166667,20.300673,17.065970,0.205013,0.662755,0.004478,-0.018074,101.101697,-0.542367,49.507836,51.593862,0.842919,0.861060,-0.004177,-0.001639
57.200000,20.322281,17.070608,0.204409,0.663180,0.004480,-0.018114,101.159010,-0.544742,49.531924,51.627086,0.843129,0.861349,-0.004182,-0.001680
57.233333,20.343904,17.075237,0.203804,0.663600,0.004484,-0.018156,101.215591,-0.547171,49.555544,51.660048,0.843335,0.861636,-0.004188,-0.001720
57.266667,20.365544,17.079855,0.203198,0.664015,0.004487,-0.018200,101.271438,-0.549653,49.578694,51.692744,0.843537,0.861920,-0.004194,-0.001760
57.300000,20.387201,17.084463,0.202589,0.664426,0.004492,-0.018247,101.326549,-0.552187,49.601376,51.725173,0.843734,0.862201,-0.004199,-0.001800
57.333333,20.408873,17.089061,0.201980,0.664832,0.004497,-0.018295,101.380923,-0.554775,49.623587,51.757336,0.843928,0.862481,-0.004205,-0.001840
57.366667,20.430562,17.093648,0.201368,0.665234,0.004502,-0.018346,101.434558,-0.557414,49.645329,51.789229,0.844117,0.862758,-0.004210,-0.001879
57.400000,20.452266,17.098225,0.200755,0.665630,0.004508,-0.018398,101.487451,-0.560106,49.666599,51.820852,0.844303,0.863033,-0.004215,-0.001918
57.433333,20.473986,17.102791,0.200140,0.666022,0.004515,-0.018453,101.539602,-0.562849,49.687399,51.852204,0.844484,0.863305,-0.004221,-0.001957
57.466667,20.495721,17.107347,0.199523,0.666409,0.004522,-0.018510,101.591010,-0.565645,49.707727,51.883283,0.844661,0.863575,-0.004226,-0.001996
57.500000,20.517472,17.111892,0.198904,0.666791,0.004529,-0.018568,101.641671,-0.568491,49.727583,51.914088,0.844834,0.863843,-0.004231,-0.002034
57.533333,20.539238,17.116427,0.198283,0.667168,0.004537,-0.018629,101.691585,-0.571389,49.746967,51.944618,0.845003,0.864108,-0.004236,-0.002072
57.566667,20.561019,17.120951,0.197660,0.667541,0.004546,-0.018692,101.740751,-0.574338,49.765879,51.974872,0.845167,0.864371,-0.004241,-0.002110
57.600000,20.582814,17.125463,0.197035,0.667909,0.004555,-0.018757,101.789167,-0.577338,49.784319,52.004848,0.845328,0.864632,-0.004246,-0.002148
57.633333,20.604625,17.129965,0.196407,0.668271,0.004565,-0.018823,101.836831,-0.580388,49.802285,52.034546,0.845484,0.864890,-0.004251,-0.002185
57.666667,20.626450,17.134456,0.195777,0.668629,0.004575,-0.018892,101.883742,-0.583488,49.819779,52.063964,0.845637,0.865145,-0.004256,-0.002222
57.700000,20.648289,17.138935,0.195145,0.668982,0.004586,-0.018963,101.929899,-0.586638,49.836799,52.093100,0.845785,0.865399,-0.004260,-0.002259
57.733333,20.670143,17.143404,0.194511,0.669331,0.004598,-0.019036,101.975301,-0.589839,49.853346,52.121955,0.845929,0.865649,-0.004265,-0.002296
57.766667,20.692011,17.147861,0.193874,0.669674,0.004609,-0.019110,102.019946,-0.593088,49.869418,52.150527,0.846069,0.865898,-0.004270,-0.002332
57.800000,20.713892,17.152307,0.193234,0.670012,0.004622,-0.019187,102.063832,-0.596387,49.885017,52.178815,0.846205,0.866144,-0.004274,-0.002368
57.833333,20.735787,17.156741,0.192592,0.670346,0.004635,-0.019265,102.106960,-0.599736,49.900142,52.206818,0.846336,0.866387,-0.004279,-0.002404
57.866667,20.757696,17.161164,0.191947,0.670674,0.004648,-0.019345,102.149327,-0.603133,49.914793,52.234534,0.846464,0.866628,-0.004283,-0.002439
57.900000,20.779619,17.165575,0.191300,0.670998,0.004662,-0.019428,102.190933,-0.606579,49.928969,52.261964,0.846587,0.866867,-0.004287,-0.002475
57.933333,20.801554,17.169974,0.190649,0.671317,0.004676,-0.019512,102.231776,-0.610073,49.942671,52.289105,0.846707,0.867103,-0.004292,-0.002510
57.966667,20.823503,17.174362,0.189996,0.671630,0.004691,-0.019598,102.271856,-0.613616,49.955898,52.315958,0.846822,0.867336,-0.004296,-0.002544
58.000000,20.845465,17.178737,0.189340,0.671939,0.004707,-0.019686,102.311171,-0.617206,49.968650,52.342520,0.846933,0.867567,-0.004300,-0.002579
58.033333,20.867439,17.183101,0.188681,0.672243,0.004722,-0.019775,102.349720,-0.620845,49.980928,52.368792,0.847040,0.867795,-0.004304,-0.002613
58.066667,20.889427,17.187452,0.188018,0.672541,0.004739,-0.019867,102.387503,-0.624531,49.992730,52.394773,0.847142,0.868021,-0.004308,-0.002647
58.100000,20.911426,17.191792,0.187353,0.672835,0.004756,-0.019960,102.424519,-0.628265,50.004058,52.420461,0.847241,0.868245,-0.004312,-0.002681
58.133333,20.933438,17.196119,0.186684,0.673124,0.004773,-0.020055,102.460766,-0.632046,50.014910,52.445856,0.847336,0.868466,-0.004316,-0.002715
58.166667,20.955462,17.200433,0.186013,0.673408,0.004791,-0.020152,102.496244,-0.635874,50.025287,52.470957,0.847426,0.868684,-0.004320,-0.002748
58.200000,20.977499,17.204735,0.185338,0.673686,0.004809,-0.020251,102.530953,-0.639749,50.035189,52.495763,0.847512,0.868900,-0.004324,-0.002781
58.233333,20.999547,17.209025,0.184659,0.673960,0.004828,-0.020352,102.564891,-0.643671,50.044616,52.520274,0.847594,0.869113,-0.004327,-0.002814
58.266667,21.021606,17.213301,0.183977,0.674229,0.004848,-0.020454,102.598057,-0.647640,50.053568,52.544489,0.847672,0.869324,-0.004331,-0.002846
58.300000,21.043677,17.217565,0.183292,0.674493,0.004867,-0.020558,102.630452,-0.651655,50.062044,52.568408,0.847746,0.869532,-0.004334,-0.002878
58.333333,21.065760,17.221816,0.182603,0.674751,0.004888,-0.020664,102.662074,-0.655716,50.070045,52.592029,0.847815,0.869737,-0.004338,-0.002910
58.366667,21.087854,17.226054,0.181911,0.675005,0.004908,-0.020772,102.692922,-0.659823,50.077571,52.615352,0.847881,0.869940,-0.004341,-0.002942
58.400000,21.109958,17.230279,0.181215,0.675253,0.004930,-0.020882,102.722997,-0.663976,50.084622,52.638376,0.847942,0.870140,-0.004345,-0.002974
58.433333,21.132074,17.234491,0.180515,0.675497,0.004951,-0.020993,102.752298,-0.668175,50.091197,52.661101,0.847999,0.870338,-0.004348,-0.003005
58.466667,21.154201,17.238689,0.179812,0.675735,0.004973,-0.021106,102.780824,-0.672420,50.097297,52.683527,0.848052,0.870533,-0.004351,-0.003036
58.500000,21.176338,17.242873,0.179104,0.675968,0.004996,-0.021220,102.808575,-0.676710,50.102923,52.705652,0.848101,0.870726,-0.004355,-0.003067
58.533333,21.198485,17.247045,0.178393,0.676197,0.005019,-0.021337,102.835550,-0.681045,50.108073,52.727477,0.848146,0.870916,-0.004358,-0.003097
58.566667,21.220642,17.251202,0.177678,0.676420,0.005043,-0.021455,102.861750,-0.685426,50.112748,52.749001,0.848187,0.871103,-0.004361,-0.003127
58.600000,21.242810,17.255346,0.176959,0.676638,0.005067,-0.021575,102.887173,-0.689851,50.116949,52.770223,0.848223,0.871288,-0.004364,-0.003157
58.633333,21.264988,17.259475,0.176236,0.676851,0.005091,-0.021696,102.911819,-0.694322,50.120675,52.791144,0.848256,0.871470,-0.004367,-0.003187
58.666667,21.287175,17.263591,0.175508,0.677058,0.005116,-0.021820,102.935689,-0.698837,50.123927,52.811762,0.848284,0.871649,-0.004369,-0.003216
58.700000,21.309372,17.267693,0.174777,0.677261,0.005141,-0.021945,102.958781,-0.703397,50.126704,52.832078,0.848308,0.871826,-0.004372,-0.003245
58.733333,21.331578,17.271780,0.174041,0.677459,0.005167,-0.022071,102.981097,-0.708002,50.129006,52.852090,0.848328,0.872000,-0.004375,-0.003274
58.766667,21.353794,17.275853,0.173301,0.677651,0.005194,-0.022199,103.002635,-0.712651,50.130835,52.871799,0.848344,0.872172,-0.004378,-0.003303
58.800000,21.376019,17.279911,0.172557,0.677839,0.005220,-0.022329,103.023395,-0.717344,50.132190,52.891205,0.848356,0.872341,-0.004380,-0.003332
58.833333,21.398252,17.283954,0.171808,0.678021,0.005247,-0.022461,103.043379,-0.722081,50.133071,52.910307,0.848364,0.872507,-0.004383,-0.003360
58.866667,21.420495,17.287983,0.171055,0.678198,0.005275,-0.022594,103.062584,-0.726863,50.133479,52.929105,0.848367,0.872671,-0.004385,-0.003388
58.900000,21.442746,17.291997,0.170297,0.678370,0.005303,-0.022729,103.081012,-0.731688,50.133413,52.947599,0.848367,0.872832,-0.004388,-0.003415
58.933333,21.465005,17.295996,0.169535,0.678537,0.005331,-0.022866,103.098663,-0.736558,50.132875,52.965789,0.848362,0.872991,-0.004390,-0.003443
58.966667,21.487273,17.299980,0.168768,0.678699,0.005360,-0.023004,103.115537,-0.741471,50.131863,52.983674,0.848353,0.873146,-0.004392,-0.003470
59.000000,21.509549,17.303948,0.167997,0.678856,0.005390,-0.023144,103.131633,-0.746427,50.130379,53.001254,0.848340,0.873299,-0.004394,-0.003497
59.033333,21.531833,17.307901,0.167221,0.679007,0.005419,-0.023285,103.146953,-0.751428,50.128423,53.018529,0.848323,0.873450,-0.004397,-0.003523
59.066667,21.554124,17.311839,0.166440,0.679154,0.005450,-0.023428,103.161495,-0.756471,50.125995,53.035500,0.848302,0.873598,-0.004399,-0.003550
59.100000,21.576424,17.315761,0.165654,0.679295,0.005480,-0.023573,103.175261,-0.761558,50.123095,53.052166,0.848277,0.873743,-0.004401,-0.003576
59.133333,21.598730,17.319667,0.164863,0.679431,0.005511,-0.023719,103.188251,-0.766689,50.119724,53.068527,0.848248,0.873885,-0.004403,-0.003602
59.166667,21.621045,17.323557,0.164068,0.679562,0.005543,-0.023867,103.200466,-0.771862,50.115882,53.084584,0.848214,0.874025,-0.004404,-0.003627
59.200000,21.643366,17.327431,0.163267,0.679688,0.005574,-0.024016,103.211904,-0.777079,50.111569,53.100335,0.848177,0.874163,-0.004406,-0.003653
59.233333,21.665694,17.331289,0.162462,0.679809,0.005607,-0.024167,103.222568,-0.782339,50.106786,53.115782,0.848135,0.874297,-0.004408,-0.003678
59.266667,21.688029,17.335130,0.161651,0.679925,0.005639,-0.024320,103.232457,-0.787641,50.101533,53.130924,0.848089,0.874429,-0.004410,-0.003703
59.300000,21.710371,17.338955,0.160835,0.680035,0.005672,-0.024474,103.241572,-0.792987,50.095811,53.145761,0.848040,0.874558,-0.004411,-0.003727
59.333333,21.732719,17.342764,0.160014,0.680141,0.005706,-0.024630,103.249914,-0.798375,50.089620,53.160294,0.847986,0.874685,-0.004413,-0.003752
59.366667,21.755074,17.346555,0.159188,0.680241,0.005740,-0.024787,103.257482,-0.803806,50.082960,53.174523,0.847928,0.874809,-0.004414,-0.003776
59.400000,21.777434,17.350330,0.158356,0.680336,0.005774,-0.024946,103.264279,-0.809280,50.075831,53.188447,0.847866,0.874931,-0.004416,-0.003800
59.433333,21.799801,17.354088,0.157520,0.680426,0.005809,-0.025106,103.270303,-0.814796,50.068235,53.202068,0.847800,0.875049,-0.004417,-0.003823
59.466667,21.822174,17.357828,0.156677,0.680511,0.005844,-0.025268,103.275557,-0.820355,50.060172,53.215385,0.847729,0.875165,-0.004418,-0.003847
59.500000,21.844552,17.361552,0.155829,0.680591,0.005879,-0.025432,103.280041,-0.825957,50.051642,53.228398,0.847655,0.875279,-0.004420,-0.003870
59.533333,21.866936,17.365257,0.154976,0.680665,0.005915,-0.025597,103.283755,-0.831600,50.042646,53.241109,0.847577,0.875390,-0.004421,-0.003893
59.566667,21.889325,17.368946,0.154117,0.680735,0.005952,-0.025764,103.286700,-0.837286,50.033184,53.253516,0.847495,0.875498,-0.004422,-0.003915
59.600000,21.911719,17.372616,0.153253,0.680799,0.005988,-0.025932,103.288878,-0.843015,50.023257,53.265621,0.847408,0.875603,-0.004423,-0.003937
59.633333,21.934118,17.376268,0.152383,0.680858,0.006025,-0.026101,103.290290,-0.848785,50.012865,53.277424,0.847318,0.875706,-0.004424,-0.003959
59.666667,21.956523,17.379903,0.151507,0.680913,0.006063,-0.026273,103.290935,-0.854598,50.002010,53.288926,0.847223,0.875806,-0.004425,-0.003981
59.700000,21.978932,17.383519,0.150626,0.680962,0.006101,-0.026445,103.290816,-0.860453,49.990691,53.300125,0.847125,0.875904,-0.004426,-0.004003
59.733333,22.001345,17.387117,0.149738,0.681006,0.006139,-0.026620,103.289933,-0.866350,49.978909,53.311024,0.847022,0.875999,-0.004426,-0.004024
59.766667,22.023763,17.390697,0.148845,0.681045,0.006178,-0.026795,103.288287,-0.872289,49.966665,53.321622,0.846916,0.876092,-0.004427,-0.004045
59.800000,22.046185,17.394258,0.147946,0.681078,0.006217,-0.026973,103.285880,-0.878270,49.953959,53.331921,0.846805,0.876181,-0.004428,-0.004066
59.833333,22.068611,17.397800,0.147041,0.681107,0.006256,-0.027151,103.282712,-0.884293,49.940793,53.341919,0.846690,0.876269,-0.004428,-0.004087
59.866667,22.091041,17.401323,0.146130,0.681131,0.006296,-0.027332,103.278786,-0.890358,49.927167,53.351619,0.846572,0.876353,-0.004429,-0.004107
59.900000,22.113474,17.404827,0.145213,0.681149,0.006336,-0.027513,103.274101,-0.896464,49.913081,53.361020,0.846449,0.876435,-0.004429,-0.004127
59.933333,22.135912,17.408312,0.144290,0.681163,0.006376,-0.027696,103.268660,-0.902613,49.898536,53.370123,0.846322,0.876515,-0.004430,-0.004147
59.966667,22.158352,17.411777,0.143360,0.681171,0.006417,-0.027881,103.262463,-0.908803,49.883534,53.378929,0.846192,0.876591,-0.004430,-0.004166
60.000000,22.180796,17.415223,0.142425,0.681175,0.006458,-0.028067,103.255513,-0.915035,49.868074,53.387439,0.846057,0.876666,-0.004430,-0.004185
60.033333,22.203243,17.418649,0.141483,0.681173,0.006500,-0.028255,103.247810,-0.921308,49.852158,53.395652,0.845919,0.876737,-0.004430,-0.004204
60.066667,22.225693,17.422055,0.140535,0.681166,0.006542,-0.028444,103.239357,-0.927624,49.835787,53.403570,0.845776,0.876806,-0.004431,-0.004223
60.100000,22.248145,17.425442,0.139580,0.681154,0.006584,-0.028635,103.230154,-0.933980,49.818961,53.411193,0.845630,0.876873,-0.004431,-0.004242
60.133333,22.270600,17.428808,0.138619,0.681138,0.006627,-0.028827,103.220203,-0.940379,49.801680,53.418522,0.845479,0.876937,-0.004431,-0.004260
60.166667,22.293058,17.432154,0.137652,0.681116,0.006670,-0.029020,103.209505,-0.946819,49.783947,53.425558,0.845325,0.876998,-0.004431,-0.004278
60.200000,22.315517,17.435479,0.136678,0.681089,0.006713,-0.029215,103.198064,-0.953300,49.765762,53.432302,0.845166,0.877057,-0.004430,-0.004296
60.233333,22.337979,17.438784,0.135698,0.681057,0.006757,-0.029412,103.185879,-0.959823,49.747125,53.438753,0.845004,0.877113,-0.004430,-0.004313
60.266667,22.360443,17.442067,0.134711,0.681020,0.006801,-0.029610,103.172953,-0.966388,49.728039,53.444914,0.844838,0.877167,-0.004430,-0.004330
60.300000,22.382908,17.445330,0.133717,0.680978,0.006845,-0.029809,103.159288,-0.972993,49.708503,53.450785,0.844668,0.877218,-0.004430,-0.004347
60.333333,22.405375,17.448572,0.132717,0.680932,0.006890,-0.030010,103.144885,-0.979641,49.688518,53.456366,0.844493,0.877267,-0.004429,-0.004364
60.366667,22.427844,17.451793,0.131710,0.680880,0.006935,-0.030212,103.129746,-0.986329,49.668086,53.461660,0.844315,0.877313,-0.004429,-0.004380
60.400000,22.450313,17.454992,0.130696,0.680823,0.006980,-0.030416,103.113873,-0.993059,49.647208,53.466665,0.844134,0.877357,-0.004428,-0.004397
60.433333,22.472784,17.458169,0.129675,0.680761,0.007026,-0.030621,103.097269,-0.999830,49.625885,53.471384,0.843948,0.877398,-0.004428,-0.004413
60.466667,22.495256,17.461325,0.128648,0.680695,0.007072,-0.030828,103.079935,-1.006642,49.604117,53.475818,0.843758,0.877437,-0.004427,-0.004428
60.500000,22.517728,17.464459,0.127613,0.680623,0.007119,-0.031036,103.061873,-1.013496,49.581906,53.479967,0.843565,0.877473,-0.004426,-0.004444
60.533333,22.540201,17.467570,0.126572,0.680547,0.007166,-0.031245,103.043085,-1.020390,49.559253,53.483832,0.843367,0.877507,-0.004425,-0.004459
60.566667,22.562675,17.470660,0.125523,0.680465,0.007213,-0.031456,103.023574,-1.027326,49.536159,53.487414,0.843166,0.877538,-0.004425,-0.004474
60.600000,22.585148,17.473727,0.124468,0.680379,0.007260,-0.031668,103.003341,-1.034303,49.512626,53.490715,0.842961,0.877567,-0.004424,-0.004489
