t,tau_u_applied,tau_r_applied,T1_applied,T2_applied,real_x,real_y,real_psi,real_u,real_v,real_r
28.266667,90.067612,1.575489,48.063592,42.004020,13.963981,4.291392,1.486552,0.583711,-0.016177,0.064001
28.300000,90.209890,1.558587,48.102228,42.107663,13.966134,4.310754,1.488675,0.584661,-0.016069,0.063418
28.333333,90.352003,1.541796,48.140994,42.211009,13.968246,4.330151,1.490779,0.585611,-0.015961,0.062839
28.366667,90.493936,1.525116,48.179883,42.314053,13.970315,4.349585,1.492864,0.586560,-0.015853,0.062262
28.400000,90.635676,1.508546,48.218889,42.416787,13.972344,4.369055,1.494930,0.587509,-0.015745,0.061689
28.433333,90.777211,1.492087,48.258004,42.519207,13.974331,4.388560,1.496977,0.588457,-0.015637,0.061118
28.466667,90.918525,1.475738,48.297220,42.621305,13.976277,4.408102,1.499004,0.589405,-0.015530,0.060550
28.500000,91.059606,1.459498,48.336531,42.723076,13.978182,4.427679,1.501013,0.590353,-0.015423,0.059986
28.533333,91.200442,1.443368,48.375928,42.824513,13.980047,4.447292,1.503003,0.591299,-0.015315,0.059424
28.566667,91.341017,1.427347,48.415406,42.925611,13.981871,4.466940,1.504975,0.592245,-0.015208,0.058865
28.600000,91.481320,1.411435,48.454957,43.026363,13.983656,4.486623,1.506927,0.593189,-0.015102,0.058310
28.633333,91.621338,1.395631,48.494574,43.126764,13.985400,4.506341,1.508862,0.594133,-0.014995,0.057757
28.666667,91.761058,1.379935,48.534250,43.226808,13.987105,4.526094,1.510778,0.595076,-0.014888,0.057207
28.700000,91.900466,1.364347,48.573977,43.326489,13.988771,4.545882,1.512676,0.596017,-0.014782,0.056661
28.733333,92.039550,1.348866,48.613749,43.425801,13.990397,4.565705,1.514555,0.596957,-0.014676,0.056117
28.766667,92.178297,1.333493,48.653558,43.524740,13.991985,4.585562,1.516417,0.597896,-0.014570,0.055576
28.800000,92.316696,1.318226,48.693397,43.623299,13.993534,4.605453,1.518260,0.598833,-0.014464,0.055038
28.833333,92.454733,1.303065,48.733260,43.721472,13.995044,4.625379,1.520086,0.599769,-0.014359,0.054504
28.866667,92.592395,1.288010,48.773140,43.819256,13.996517,4.645339,1.521893,0.600703,-0.014254,0.053972
28.900000,92.729672,1.273060,48.813028,43.916644,13.997951,4.665332,1.523684,0.601635,-0.014149,0.053443
28.933333,92.866550,1.258215,48.852920,44.013630,13.999348,4.685359,1.525456,0.602565,-0.014044,0.052918
28.966667,93.003017,1.243475,48.892806,44.110210,14.000707,4.705420,1.527211,0.603494,-0.013939,0.052395
29.000000,93.139061,1.228839,48.932682,44.206379,14.002029,4.725514,1.528949,0.604420,-0.013835,0.051875
29.033333,93.274670,1.214306,48.972539,44.302132,14.003314,4.745641,1.530670,0.605345,-0.013730,0.051358
29.066667,93.409833,1.199876,49.012371,44.397462,14.004563,4.765801,1.532373,0.606267,-0.013626,0.050845
29.100000,93.544537,1.185549,49.052170,44.492366,14.005775,4.785994,1.534059,0.607187,-0.013522,0.050334
29.133333,93.678770,1.171324,49.091932,44.586839,14.006951,4.806220,1.535728,0.608105,-0.013419,0.049826
29.166667,93.812522,1.157201,49.131647,44.680875,14.008090,4.826479,1.537381,0.609020,-0.013316,0.049321
29.200000,93.945780,1.143179,49.171310,44.774469,14.009194,4.846770,1.539016,0.609933,-0.013212,0.048819
29.233333,94.078532,1.129257,49.210914,44.867618,14.010263,4.867093,1.540635,0.610843,-0.013110,0.048320
29.266667,94.210768,1.115436,49.250452,44.960316,14.011296,4.887448,1.542238,0.611751,-0.013007,0.047824
29.300000,94.342476,1.101714,49.289918,45.052558,14.012294,4.907835,1.543823,0.612656,-0.012905,0.047331
29.333333,94.473645,1.088091,49.329305,45.144340,14.013258,4.928254,1.545393,0.613558,-0.012802,0.046841
29.366667,94.604263,1.074567,49.368606,45.235657,14.014187,4.948705,1.546946,0.614457,-0.012700,0.046353
29.400000,94.734319,1.061140,49.407813,45.326506,14.015081,4.969187,1.548483,0.615353,-0.012599,0.045869
29.433333,94.863803,1.047807,49.446914,45.416888,14.015942,4.989700,1.550004,0.616246,-0.012497,0.045388
29.466667,94.992703,1.034564,49.485897,45.506806,14.016769,5.010244,1.551509,0.617136,-0.012396,0.044909
29.500000,95.121009,1.021410,49.524755,45.596255,14.017562,5.030819,1.552998,0.618023,-0.012295,0.044433
29.533333,95.248712,1.008344,49.563479,45.685232,14.018321,5.051425,1.554471,0.618907,-0.012195,0.043960
29.566667,95.375800,0.995366,49.602065,45.773734,14.019048,5.072061,1.555928,0.619787,-0.012094,0.043490
29.600000,95.502263,0.982475,49.640506,45.861757,14.019742,5.092728,1.557370,0.620663,-0.011994,0.043023
29.633333,95.628092,0.969670,49.678796,45.949296,14.020403,5.113425,1.558796,0.621537,-0.011894,0.042558
29.666667,95.753276,0.956951,49.716928,46.036348,14.021032,5.134152,1.560207,0.622406,-0.011795,0.042096
29.700000,95.877806,0.944316,49.754896,46.122910,14.021629,5.154908,1.561603,0.623272,-0.011695,0.041637
29.733333,96.001672,0.931766,49.792694,46.208978,14.022194,5.175695,1.562983,0.624135,-0.011596,0.041181
29.766667,96.124864,0.919299,49.830315,46.294549,14.022727,5.196510,1.564348,0.624993,-0.011498,0.040727
29.800000,96.247374,0.906915,49.867755,46.379619,14.023229,5.217355,1.565698,0.625848,-0.011399,0.040276
29.833333,96.369191,0.894613,49.905005,46.464186,14.023700,5.238229,1.567033,0.626699,-0.011301,0.039828
29.866667,96.490306,0.882392,49.942061,46.548245,14.024140,5.259132,1.568353,0.627545,-0.011203,0.039382
29.900000,96.610711,0.870252,49.978916,46.631795,14.024549,5.280064,1.569658,0.628388,-0.011105,0.038939
29.933333,96.730396,0.858191,50.015565,46.714831,14.024928,5.301025,1.570949,0.629227,-0.011007,0.038499
29.966667,96.849352,0.846209,50.052001,46.797351,14.025277,5.322013,1.572225,0.630061,-0.010910,0.038061
30.000000,96.967570,0.834305,50.088218,46.879352,14.025595,5.343030,1.573486,0.630891,-0.010813,0.037625
30.033333,97.085042,0.822479,50.124212,46.960831,14.025885,5.364075,1.574733,0.631717,-0.010717,0.037192
30.066667,97.201759,0.810729,50.159975,47.041785,14.026144,5.385147,1.575965,0.632538,-0.010620,0.036762
30.100000,97.317713,0.799056,50.195502,47.122211,14.026375,5.406247,1.577184,0.633355,-0.010524,0.036334
30.133333,97.432894,0.787457,50.230787,47.202107,14.026576,5.427375,1.578388,0.634168,-0.010428,0.035908
30.166667,97.547296,0.775932,50.265826,47.281470,14.026749,5.448530,1.579577,0.634976,-0.010333,0.035485
30.200000,97.660908,0.764482,50.300611,47.360297,14.026893,5.469711,1.580753,0.635779,-0.010237,0.035065
30.233333,97.773724,0.753103,50.335138,47.438586,14.027010,5.490920,1.581915,0.636577,-0.010142,0.034646
30.266667,97.885736,0.741797,50.369401,47.516335,14.027098,5.512155,1.583063,0.637371,-0.010047,0.034231
30.300000,97.996934,0.730562,50.403395,47.593540,14.027158,5.533417,1.584197,0.638160,-0.009953,0.033817
30.333333,98.107312,0.719398,50.437113,47.670199,14.027191,5.554705,1.585317,0.638944,-0.009859,0.033406
30.366667,98.216862,0.708303,50.470552,47.746310,14.027197,5.576018,1.586424,0.639724,-0.009765,0.032997
30.400000,98.325576,0.697277,50.503705,47.821871,14.027176,5.597358,1.587517,0.640498,-0.009671,0.032591
30.433333,98.433447,0.686319,50.536567,47.896880,14.027128,5.618723,1.588597,0.641267,-0.009577,0.032186
30.466667,98.540467,0.675428,50.569133,47.971333,14.027053,5.640114,1.589663,0.642031,-0.009484,0.031784
30.500000,98.646628,0.664604,50.601399,48.045229,14.026952,5.661530,1.590715,0.642790,-0.009391,0.031384
30.533333,98.751924,0.653846,50.633357,48.118567,14.026826,5.682971,1.591755,0.643544,-0.009298,0.030987
30.566667,98.856347,0.643152,50.665005,48.191342,14.026673,5.704437,1.592781,0.644292,-0.009206,0.030591
30.600000,98.959890,0.632523,50.696336,48.263555,14.026495,5.725927,1.593794,0.645035,-0.009114,0.030198
30.633333,99.062547,0.621957,50.727345,48.335202,14.026292,5.747442,1.594794,0.645773,-0.009022,0.029807
30.666667,99.164310,0.611454,50.758028,48.406281,14.026063,5.768981,1.595781,0.646505,-0.008930,0.029418
30.700000,99.265172,0.601013,50.788381,48.476792,14.025810,5.790544,1.596755,0.647232,-0.008839,0.029031
30.733333,99.365127,0.590633,50.818397,48.546731,14.025533,5.812131,1.597717,0.647954,-0.008748,0.028646
30.766667,99.464169,0.580314,50.848072,48.616097,14.025231,5.833742,1.598665,0.648669,-0.008657,0.028264
30.800000,99.562290,0.570054,50.877402,48.684888,14.024905,5.855375,1.599601,0.649380,-0.008566,0.027883
30.833333,99.659484,0.559853,50.906381,48.753102,14.024555,5.877032,1.600524,0.650084,-0.008476,0.027504
30.866667,99.755744,0.549710,50.935006,48.820738,14.024181,5.898712,1.601434,0.650783,-0.008386,0.027128
30.900000,99.851066,0.539624,50.963271,48.887794,14.023784,5.920415,1.602332,0.651476,-0.008296,0.026753
30.933333,99.945441,0.529595,50.991173,48.954269,14.023365,5.942140,1.603218,0.652163,-0.008206,0.026380
30.966667,100.038865,0.519622,51.018705,49.020160,14.022922,5.963888,1.604091,0.652845,-0.008117,0.026009
31.000000,100.131331,0.509704,51.045865,49.085466,14.022457,5.985657,1.604952,0.653520,-0.008028,0.025640
31.033333,100.222833,0.499840,51.072648,49.150185,14.021969,6.007449,1.605800,0.654190,-0.007939,0.025273
31.066667,100.313366,0.490030,51.099049,49.214317,14.021459,6.029262,1.606636,0.654853,-0.007850,0.024908
31.100000,100.402923,0.480273,51.125064,49.277859,14.020928,6.051097,1.607460,0.655511,-0.007762,0.024545
31.133333,100.491500,0.470568,51.150689,49.340811,14.020375,6.072952,1.608273,0.656162,-0.007674,0.024183
31.166667,100.579089,0.460915,51.175920,49.403170,14.019800,6.094829,1.609073,0.656807,-0.007586,0.023824
31.200000,100.665687,0.451312,51.200751,49.464935,14.019205,6.116727,1.609861,0.657447,-0.007498,0.023466
31.233333,100.751287,0.441759,51.225181,49.526106,14.018588,6.138645,1.610637,0.658080,-0.007410,0.023110
31.266667,100.835884,0.432256,51.249203,49.586681,14.017951,6.160584,1.611401,0.658706,-0.007323,0.022755
31.300000,100.919473,0.422801,51.272815,49.646658,14.017293,6.182543,1.612154,0.659327,-0.007236,0.022403
31.333333,101.002048,0.413394,51.296012,49.706036,14.016616,6.204522,1.612895,0.659941,-0.007150,0.022052
31.366667,101.083605,0.404033,51.318790,49.764815,14.015918,6.226520,1.613624,0.660549,-0.007063,0.021703
31.400000,101.164139,0.394720,51.341146,49.822993,14.015201,6.248539,1.614341,0.661150,-0.006977,0.021355
31.433333,101.243644,0.385452,51.363075,49.880569,14.014464,6.270576,1.615048,0.661745,-0.006891,0.021009
31.466667,101.322116,0.376228,51.384574,49.937542,14.013708,6.292632,1.615742,0.662334,-0.006805,0.020665
31.500000,101.399550,0.367049,51.405639,49.993910,14.012933,6.314707,1.616425,0.662916,-0.006719,0.020322
31.533333,101.475940,0.357914,51.426267,50.049674,14.012140,6.336801,1.617097,0.663491,-0.006634,0.019981
31.566667,101.551284,0.348822,51.446453,50.104831,14.011328,6.358913,1.617757,0.664060,-0.006549,0.019641
31.600000,101.625576,0.339771,51.466194,50.159382,14.010498,6.381044,1.618406,0.664622,-0.006464,0.019303
31.633333,101.698811,0.330762,51.485486,50.213324,14.009650,6.403192,1.619044,0.665178,-0.006379,0.018967
31.666667,101.770985,0.321794,51.504327,50.266658,14.008784,6.425358,1.619670,0.665727,-0.006295,0.018632
31.700000,101.842094,0.312866,51.522712,50.319382,14.007901,6.447542,1.620286,0.666269,-0.006211,0.018298
31.733333,101.912134,0.303977,51.540638,50.371496,14.007000,6.469742,1.620890,0.666804,-0.006126,0.017966
31.766667,101.981100,0.295127,51.558102,50.422999,14.006083,6.491960,1.621484,0.667333,-0.006043,0.017635
31.800000,102.048989,0.286315,51.575099,50.473889,14.005149,6.514195,1.622066,0.667855,-0.005959,0.017306
31.833333,102.115796,0.277540,51.591628,50.524167,14.004198,6.536446,1.622637,0.668370,-0.005876,0.016978
31.866667,102.181517,0.268802,51.607684,50.573832,14.003231,6.558713,1.623198,0.668878,-0.005792,0.016652
31.900000,102.246149,0.260099,51.623265,50.622883,14.002248,6.580997,1.623747,0.669379,-0.005709,0.016327
31.933333,102.309687,0.251432,51.638367,50.671320,14.001249,6.603296,1.624286,0.669873,-0.005627,0.016003
31.966667,102.372129,0.242800,51.652987,50.719141,14.000235,6.625611,1.624814,0.670360,-0.005544,0.015681
32.000000,102.433470,0.234202,51.667123,50.766347,13.999205,6.647942,1.625331,0.670841,-0.005462,0.015360
32.033333,102.493707,0.225636,51.680770,50.812937,13.998161,6.670287,1.625838,0.671314,-0.005380,0.015040
32.066667,102.552836,0.217104,51.693925,50.858910,13.997101,6.692648,1.626334,0.671780,-0.005298,0.014721
32.100000,102.610853,0.208603,51.706587,50.904266,13.996028,6.715023,1.626819,0.672239,-0.005216,0.014404
32.133333,102.667757,0.200134,51.718752,50.949005,13.994939,6.737413,1.627294,0.672691,-0.005134,0.014088
32.166667,102.723543,0.191696,51.730417,50.993126,13.993837,6.759817,1.627758,0.673136,-0.005053,0.013773
32.200000,102.778207,0.183287,51.741578,51.036629,13.992721,6.782236,1.628212,0.673574,-0.004972,0.013459
32.233333,102.831748,0.174908,51.752235,51.079513,13.991591,6.804668,1.628656,0.674004,-0.004891,0.013146
32.266667,102.884161,0.166557,51.762383,51.121779,13.990448,6.827113,1.629089,0.674428,-0.004810,0.012835
32.300000,102.935444,0.158235,51.772019,51.163425,13.989292,6.849572,1.629511,0.674844,-0.004729,0.012525
32.333333,102.985594,0.149939,51.781142,51.204452,13.988123,6.872044,1.629923,0.675252,-0.004649,0.012216
32.366667,103.034608,0.141671,51.789748,51.244860,13.986941,6.894528,1.630325,0.675654,-0.004568,0.011908
32.400000,103.082484,0.133429,51.797836,51.284648,13.985747,6.917026,1.630717,0.676048,-0.004488,0.011601
32.433333,103.129218,0.125212,51.805401,51.323817,13.984541,6.939535,1.631099,0.676435,-0.004408,0.011295
32.466667,103.174807,0.117020,51.812442,51.362365,13.983323,6.962057,1.631470,0.676815,-0.004329,0.010990
32.500000,103.219250,0.108852,51.818956,51.400294,13.982093,6.984591,1.631831,0.677187,-0.004249,0.010686
32.533333,103.262544,0.100708,51.824941,51.437602,13.980852,7.007136,1.632182,0.677552,-0.004170,0.010383
32.566667,103.304686,0.092587,51.830395,51.474291,13.979599,7.029693,1.632523,0.677909,-0.004091,0.010081
32.600000,103.345674,0.084488,51.835314,51.510360,13.978336,7.052261,1.632854,0.678259,-0.004012,0.009780
32.633333,103.385505,0.076411,51.839697,51.545808,13.977062,7.074840,1.633175,0.678601,-0.003933,0.009480
32.666667,103.424178,0.068355,51.843541,51.580637,13.975778,7.097430,1.633486,0.678936,-0.003854,0.009181
32.700000,103.461690,0.060319,51.846844,51.614846,13.974483,7.120030,1.633787,0.679264,-0.003776,0.008883
32.733333,103.498039,0.052303,51.849603,51.648436,13.973178,7.142640,1.634078,0.679584,-0.003697,0.008585
32.766667,103.533223,0.044307,51.851817,51.681406,13.971864,7.165260,1.634360,0.679896,-0.003619,0.008289
32.800000,103.567240,0.036329,51.853484,51.713757,13.970540,7.187890,1.634631,0.680201,-0.003541,0.007993
32.833333,103.600089,0.028369,51.854600,51.745488,13.969207,7.210530,1.634892,0.680498,-0.003463,0.007699
32.866667,103.631766,0.020427,51.855165,51.776601,13.967865,7.233178,1.635144,0.680788,-0.003385,0.007405
32.900000,103.662271,0.012501,51.855176,51.807096,13.966514,7.255836,1.635386,0.681070,-0.003308,0.007111
32.933333,103.691602,0.004591,51.854630,51.836972,13.965154,7.278503,1.635618,0.681345,-0.003230,0.006819
32.966667,103.719757,-0.003303,51.853527,51.866230,13.963786,7.301178,1.635841,0.681612,-0.003153,0.006527
33.000000,103.746735,-0.011182,51.851864,51.894871,13.962410,7.323861,1.636053,0.681871,-0.003076,0.006237
33.033333,103.772534,-0.019047,51.849639,51.922895,13.961027,7.346552,1.636256,0.682123,-0.002999,0.005946
33.066667,103.797152,-0.026897,51.846850,51.950302,13.959635,7.369252,1.636450,0.682367,-0.002922,0.005657
33.100000,103.820588,-0.034735,51.843496,51.977093,13.958237,7.391958,1.636633,0.682603,-0.002845,0.005368
33.133333,103.842842,-0.042560,51.839574,52.003268,13.956831,7.414672,1.636807,0.682831,-0.002769,0.005080
33.166667,103.863911,-0.050374,51.835083,52.028828,13.955418,7.437393,1.636972,0.683052,-0.002693,0.004793
33.200000,103.883794,-0.058175,51.830021,52.053773,13.953999,7.460121,1.637127,0.683265,-0.002616,0.004506
33.233333,103.902491,-0.065966,51.824387,52.078104,13.952573,7.482856,1.637272,0.683471,-0.002540,0.004220
33.266667,103.920000,-0.073747,51.818178,52.101822,13.951141,7.505597,1.637408,0.683668,-0.002464,0.003934
33.300000,103.936320,-0.081519,51.811393,52.124926,13.949703,7.528343,1.637534,0.683858,-0.002388,0.003649
33.333333,103.951450,-0.089281,51.804031,52.147419,13.948260,7.551096,1.637651,0.684040,-0.002313,0.003365
33.366667,103.965390,-0.097035,51.796090,52.169300,13.946811,7.573855,1.637759,0.684215,-0.002237,0.003081
33.400000,103.978138,-0.104781,51.787568,52.190570,13.945356,7.596618,1.637857,0.684381,-0.002162,0.002798
33.433333,103.989694,-0.112519,51.778464,52.211230,13.943897,7.619387,1.637945,0.684540,-0.002086,0.002515
33.466667,104.000057,-0.120251,51.768776,52.231281,13.942433,7.642161,1.638024,0.684691,-0.002011,0.002233
33.500000,104.009227,-0.127977,51.758504,52.250723,13.940965,7.664939,1.638094,0.684834,-0.001936,0.001951
33.533333,104.017202,-0.135697,51.747644,52.269558,13.939492,7.687722,1.638154,0.684969,-0.001861,0.001670
33.566667,104.023983,-0.143413,51.736197,52.287786,13.938015,7.710508,1.638205,0.685097,-0.001786,0.001389
33.600000,104.029569,-0.151124,51.724161,52.305408,13.936534,7.733299,1.638247,0.685216,-0.001711,0.001108
33.633333,104.033959,-0.158831,51.711535,52.322424,13.935050,7.756093,1.638279,0.685328,-0.001637,0.000828
33.666667,104.037154,-0.166535,51.698317,52.338837,13.933562,7.778891,1.638302,0.685432,-0.001562,0.000549
33.700000,104.039153,-0.174237,51.684506,52.354647,13.932072,7.801691,1.638315,0.685528,-0.001488,0.000269
33.733333,104.039955,-0.181936,51.670100,52.369855,13.930578,7.824495,1.638320,0.685616,-0.001414,-0.000010
33.766667,104.039561,-0.189634,51.655100,52.384462,13.929082,7.847301,1.638315,0.685697,-0.001339,-0.000288
33.800000,104.037971,-0.197331,51.639503,52.398468,13.927583,7.870110,1.638300,0.685769,-0.001265,-0.000566
33.833333,104.035184,-0.205028,51.623308,52.411876,13.926082,7.892921,1.638277,0.685834,-0.001191,-0.000844
33.866667,104.031201,-0.212724,51.606515,52.424686,13.924579,7.915733,1.638244,0.685890,-0.001118,-0.001122
33.900000,104.026022,-0.220422,51.589122,52.436900,13.923075,7.938548,1.638202,0.685939,-0.001044,-0.001399
33.933333,104.019646,-0.228121,51.571129,52.448517,13.921569,7.961363,1.638151,0.685980,-0.000970,-0.001676
33.966667,104.012075,-0.235822,51.552534,52.459541,13.920062,7.984180,1.638090,0.686013,-0.000897,-0.001953
34.000000,104.003308,-0.243525,51.533336,52.469972,13.918553,8.006998,1.638020,0.686038,-0.000823,-0.002229
34.033333,103.993346,-0.251232,51.513535,52.479811,13.917044,8.029816,1.637941,0.686056,-0.000750,-0.002506
34.066667,103.982189,-0.258942,51.493129,52.489059,13.915534,8.052635,1.637853,0.686065,-0.000676,-0.002782
34.100000,103.969837,-0.266656,51.472118,52.497719,13.914024,8.075454,1.637756,0.686066,-0.000603,-0.003058
34.133333,103.956292,-0.274375,51.450502,52.505790,13.912514,8.098273,1.637649,0.686060,-0.000530,-0.003334
34.166667,103.941553,-0.282099,51.428278,52.513275,13.911004,8.121092,1.637534,0.686046,-0.000457,-0.003609
34.200000,103.925622,-0.289830,51.405447,52.520176,13.909495,8.143910,1.637409,0.686023,-0.000384,-0.003885
34.233333,103.908499,-0.297566,51.382007,52.526492,13.907986,8.166727,1.637275,0.685993,-0.000311,-0.004160
34.266667,103.890185,-0.305310,51.357958,52.532227,13.906478,8.189543,1.637131,0.685955,-0.000238,-0.004435
34.300000,103.870681,-0.313061,51.333300,52.537380,13.904970,8.212357,1.636979,0.685909,-0.000166,-0.004710
34.333333,103.849987,-0.320820,51.308032,52.541955,13.903465,8.235170,1.636817,0.685856,-0.000093,-0.004985
34.366667,103.828105,-0.328588,51.282152,52.545952,13.901960,8.257982,1.636646,0.685794,-0.000021,-0.005260
34.400000,103.805035,-0.336365,51.255661,52.549374,13.900458,8.280791,1.636466,0.685724,0.000052,-0.005535
34.433333,103.780779,-0.344152,51.228559,52.552220,13.898957,8.303598,1.636277,0.685647,0.000124,-0.005810
34.466667,103.755338,-0.351949,51.200843,52.554495,13.897458,8.326402,1.636079,0.685562,0.000197,-0.006085
34.500000,103.728712,-0.359758,51.172515,52.556198,13.895962,8.349203,1.635871,0.685468,0.000269,-0.006360
34.533333,103.700904,-0.367577,51.143573,52.557331,13.894469,8.372002,1.635655,0.685367,0.000341,-0.006635
34.566667,103.671915,-0.375409,51.114017,52.557897,13.892978,8.394797,1.635429,0.685258,0.000413,-0.006910
34.600000,103.641745,-0.383253,51.083847,52.557898,13.891491,8.417588,1.635194,0.685141,0.000485,-0.007185
34.633333,103.610397,-0.391110,51.053063,52.557334,13.890007,8.440376,1.634950,0.685017,0.000557,-0.007461
34.666667,103.577871,-0.398981,51.021664,52.556207,13.888526,8.463160,1.634697,0.684884,0.000629,-0.007736
34.700000,103.544170,-0.406867,50.989649,52.554521,13.887049,8.485939,1.634434,0.684744,0.000701,-0.008011
34.733333,103.509294,-0.414767,50.957019,52.552275,13.885576,8.508714,1.634162,0.684596,0.000773,-0.008287
34.766667,103.473247,-0.422682,50.923773,52.549474,13.884108,8.531483,1.633882,0.684440,0.000845,-0.008562
34.800000,103.436028,-0.430613,50.889911,52.546117,13.882644,8.554248,1.633592,0.684276,0.000917,-0.008838
34.833333,103.397641,-0.438561,50.855434,52.542207,13.881184,8.577008,1.633292,0.684104,0.000988,-0.009114
34.866667,103.358087,-0.446526,50.820340,52.537747,13.879730,8.599762,1.632984,0.683924,0.001060,-0.009390
34.900000,103.317367,-0.454508,50.784629,52.532738,13.878280,8.622510,1.632666,0.683737,0.001131,-0.009666
34.933333,103.275484,-0.462509,50.748302,52.527182,13.876836,8.645252,1.632339,0.683542,0.001203,-0.009943
34.966667,103.232441,-0.470528,50.711359,52.521081,13.875397,8.667988,1.632003,0.683339,0.001274,-0.010220
35.000000,103.188238,-0.478566,50.673799,52.514438,13.873965,8.690717,1.631658,0.683128,0.001346,-0.010497
35.033333,103.142878,-0.486624,50.635623,52.507255,13.872538,8.713440,1.631303,0.682910,0.001417,-0.010774
35.066667,103.096363,-0.494703,50.596830,52.499533,13.871117,8.736156,1.630940,0.682684,0.001489,-0.011051
35.100000,103.048696,-0.502802,50.557421,52.491275,13.869703,8.758864,1.630567,0.682450,0.001560,-0.011329
35.133333,102.999878,-0.510923,50.517395,52.482483,13.868296,8.781564,1.630184,0.682208,0.001631,-0.011607
35.166667,102.949913,-0.519066,50.476754,52.473160,13.866895,8.804257,1.629793,0.681959,0.001703,-0.011886
35.200000,102.898803,-0.527231,50.435496,52.463307,13.865502,8.826942,1.629392,0.681702,0.001774,-0.012164
35.233333,102.846549,-0.535419,50.393622,52.452927,13.864116,8.849619,1.628982,0.681437,0.001845,-0.012444
35.266667,102.793155,-0.543631,50.351133,52.442022,13.862738,8.872287,1.628562,0.681164,0.001916,-0.012723
35.300000,102.738624,-0.551867,50.308028,52.430595,13.861367,8.894947,1.628133,0.680884,0.001987,-0.013003
35.333333,102.682957,-0.560128,50.264309,52.418648,13.860004,8.917597,1.627695,0.680596,0.002058,-0.013283
35.366667,102.626158,-0.568415,50.219974,52.406184,13.858650,8.940238,1.627248,0.680301,0.002130,-0.013564
35.400000,102.568230,-0.576727,50.175025,52.393205,13.857304,8.962870,1.626791,0.679998,0.002201,-0.013845
35.433333,102.509174,-0.585065,50.129462,52.379713,13.855966,8.985492,1.626325,0.679687,0.002272,-0.014127
35.466667,102.448996,-0.593431,50.083285,52.365711,13.854638,9.008104,1.625849,0.679369,0.002343,-0.014409
35.500000,102.387696,-0.601824,50.036495,52.351201,13.853318,9.030706,1.625364,0.679043,0.002414,-0.014691
35.533333,102.325278,-0.610245,49.989092,52.336187,13.852008,9.053297,1.624869,0.678710,0.002485,-0.014974
35.566667,102.261746,-0.618694,49.941076,52.320670,13.850707,9.075877,1.624366,0.678369,0.002556,-0.015258
35.600000,102.197102,-0.627173,49.892449,52.304653,13.849416,9.098447,1.623852,0.678020,0.002627,-0.015542
35.633333,102.131350,-0.635682,49.843210,52.288140,13.848135,9.121006,1.623329,0.677664,0.002698,-0.015826
35.666667,102.064493,-0.644220,49.793361,52.271132,13.846865,9.143553,1.622797,0.677300,0.002769,-0.016111
35.700000,101.996533,-0.652790,49.742901,52.253632,13.845604,9.166088,1.622255,0.676929,0.002840,-0.016397
35.733333,101.927476,-0.661391,49.691832,52.235644,13.844355,9.188611,1.621704,0.676551,0.002911,-0.016684
35.766667,101.857324,-0.670024,49.640154,52.217169,13.843116,9.211123,1.621143,0.676165,0.002981,-0.016970
35.800000,101.786080,-0.678689,49.587868,52.198212,13.841888,9.233622,1.620572,0.675772,0.003052,-0.017258
35.833333,101.713748,-0.687388,49.534975,52.178773,13.840671,9.256108,1.619992,0.675371,0.003123,-0.017546
35.866667,101.640332,-0.696120,49.481475,52.158858,13.839466,9.278581,1.619402,0.674963,0.003194,-0.017835
35.900000,101.565836,-0.704886,49.427369,52.138467,13.838272,9.301042,1.618803,0.674547,0.003265,-0.018124
35.933333,101.490263,-0.713686,49.372658,52.117605,13.837090,9.323489,1.618194,0.674124,0.003336,-0.018415
35.966667,101.413616,-0.722522,49.317342,52.096274,13.835920,9.345922,1.617575,0.673694,0.003407,-0.018705
36.000000,101.335901,-0.731394,49.261424,52.074477,13.834763,9.368341,1.616947,0.673256,0.003478,-0.018997
36.033333,101.257120,-0.740302,49.204902,52.052218,13.833618,9.390747,1.616309,0.672812,0.003549,-0.019289
36.066667,101.177278,-0.749247,49.147780,52.029499,13.832486,9.413138,1.615661,0.672360,0.003620,-0.019582
36.100000,101.096379,-0.758229,49.090057,52.006323,13.831367,9.435514,1.615003,0.671900,0.003691,-0.019876
36.133333,101.014427,-0.767249,49.031734,51.982693,13.830261,9.457876,1.614336,0.671434,0.003762,-0.020171
36.166667,100.931426,-0.776308,48.972813,51.958614,13.829168,9.480223,1.613658,0.670960,0.003833,-0.020466
36.200000,100.847381,-0.785406,48.913294,51.934087,13.828089,9.502554,1.612971,0.670479,0.003904,-0.020762
36.233333,100.762295,-0.794544,48.853179,51.909116,13.827024,9.524870,1.612274,0.669991,0.003975,-0.021059
36.266667,100.676173,-0.803721,48.792469,51.883704,13.825972,9.547171,1.611567,0.669496,0.004046,-0.021357
36.300000,100.589019,-0.812939,48.731165,51.857854,13.824935,9.569455,1.610850,0.668994,0.004117,-0.021656
36.333333,100.500838,-0.822199,48.669267,51.831571,13.823912,9.591723,1.610123,0.668484,0.004188,-0.021955
36.366667,100.411635,-0.831500,48.606779,51.804856,13.822904,9.613975,1.609386,0.667968,0.004259,-0.022256
36.400000,100.321413,-0.840844,48.543699,51.777714,13.821911,9.636210,1.608639,0.667444,0.004330,-0.022557
36.433333,100.230178,-0.850230,48.480031,51.750147,13.820932,9.658428,1.607882,0.666914,0.004401,-0.022859
