t,tau_u_applied,tau_r_applied,T1_applied,T2_applied,real_x,real_y,real_psi,real_u,real_v,real_r
0.000000,15.188343,-1.048890,5.577075,9.611268,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000
0.033333,15.223742,-1.083753,5.527731,9.696011,0.003334,-0.000000,-0.000033,0.100020,0.000002,-0.001961
0.066667,15.297472,-1.080299,5.571237,9.726235,0.006668,-0.000000,-0.000130,0.100061,0.000007,-0.003860
0.100000,15.377052,-1.075432,5.620388,9.756663,0.010005,-0.000000,-0.000289,0.100144,0.000016,-0.005630
0.133333,15.462430,-1.069195,5.675071,9.787359,0.013345,-0.000001,-0.000504,0.100269,0.000028,-0.007276
0.166667,15.553556,-1.061643,5.735156,9.818400,0.016691,-0.000002,-0.000773,0.100436,0.000042,-0.008805
0.200000,15.650379,-1.052839,5.800500,9.849879,0.020042,-0.000003,-0.001090,0.100644,0.000058,-0.010221
0.233333,15.752849,-1.042849,5.870946,9.881904,0.023401,-0.000005,-0.001453,0.100893,0.000077,-0.011529
0.266667,15.860915,-1.031747,5.946328,9.914587,0.026769,-0.000008,-0.001857,0.101183,0.000096,-0.012734
0.300000,15.974527,-1.019611,6.026474,9.948053,0.030147,-0.000012,-0.002300,0.101512,0.000117,-0.013840
0.333333,16.093634,-1.006519,6.111203,9.982430,0.033537,-0.000016,-0.002779,0.101882,0.000140,-0.014853
0.366667,16.218186,-0.992554,6.200335,10.017850,0.036940,-0.000021,-0.003289,0.102292,0.000163,-0.015775
0.400000,16.348133,-0.977798,6.293685,10.054448,0.040358,-0.000027,-0.003829,0.102740,0.000186,-0.016612
0.433333,16.483424,-0.962335,6.391068,10.092357,0.043791,-0.000035,-0.004396,0.103228,0.000211,-0.017368
0.466667,16.624011,-0.946246,6.492301,10.131710,0.047240,-0.000044,-0.004986,0.103754,0.000235,-0.018046
0.500000,16.769842,-0.929613,6.597205,10.172638,0.050708,-0.000054,-0.005598,0.104318,0.000260,-0.018650
0.533333,16.920870,-0.912512,6.705603,10.215266,0.054196,-0.000065,-0.006229,0.104920,0.000285,-0.019185
0.566667,17.077043,-0.895022,6.817326,10.259717,0.057704,-0.000078,-0.006876,0.105560,0.000310,-0.019653
0.600000,17.238313,-0.877213,6.932209,10.306104,0.061234,-0.000093,-0.007538,0.106236,0.000335,-0.020058
0.633333,17.404630,-0.859156,7.050093,10.354538,0.064787,-0.000110,-0.008212,0.106950,0.000359,-0.020404
0.666667,17.575946,-0.840915,7.170828,10.405118,0.068365,-0.000128,-0.008897,0.107700,0.000383,-0.020694
0.700000,17.752212,-0.822553,7.294273,10.457939,0.071968,-0.000148,-0.009591,0.108486,0.000407,-0.020931
0.733333,17.933378,-0.804126,7.420292,10.513086,0.075598,-0.000170,-0.010292,0.109308,0.000431,-0.021119
0.766667,18.119397,-0.785687,7.548761,10.570636,0.079257,-0.000194,-0.010998,0.110165,0.000453,-0.021261
0.800000,18.310219,-0.767285,7.679561,10.630658,0.082944,-0.000221,-0.011709,0.111058,0.000476,-0.021359
0.833333,18.505797,-0.748964,7.812583,10.693213,0.086661,-0.000249,-0.012422,0.111985,0.000497,-0.021416
0.866667,18.706082,-0.730763,7.947728,10.758354,0.090410,-0.000280,-0.013136,0.112947,0.000519,-0.021436
0.900000,18.911026,-0.712718,8.084902,10.826124,0.094192,-0.000314,-0.013850,0.113943,0.000539,-0.021421
0.933333,19.120581,-0.694861,8.224020,10.896561,0.098008,-0.000350,-0.014563,0.114973,0.000559,-0.021373
0.966667,19.334700,-0.677219,8.365006,10.969695,0.101858,-0.000388,-0.015274,0.116037,0.000578,-0.021295
1.000000,19.553336,-0.659817,8.507789,11.045547,0.105744,-0.000429,-0.015982,0.117134,0.000596,-0.021189
1.033333,19.776439,-0.642675,8.652306,11.124133,0.109668,-0.000473,-0.016687,0.118263,0.000613,-0.021058
1.066667,20.003965,-0.625811,8.798500,11.205464,0.113629,-0.000520,-0.017386,0.119426,0.000630,-0.020903
1.100000,20.235864,-0.609238,8.946320,11.289544,0.117630,-0.000570,-0.018080,0.120620,0.000646,-0.020727
1.133333,20.472090,-0.592969,9.095720,11.376370,0.121671,-0.000622,-0.018767,0.121846,0.000661,-0.020532
1.166667,20.712597,-0.577012,9.246659,11.465937,0.125754,-0.000678,-0.019448,0.123104,0.000676,-0.020319
1.200000,20.957337,-0.561375,9.399102,11.558235,0.129879,-0.000737,-0.020122,0.124394,0.000690,-0.020090
1.233333,21.206264,-0.546061,9.553016,11.653248,0.134047,-0.000799,-0.020787,0.125714,0.000703,-0.019846
1.266667,21.459332,-0.531073,9.708372,11.750960,0.138260,-0.000864,-0.021444,0.127065,0.000715,-0.019591
1.300000,21.716493,-0.516412,9.865146,11.851347,0.142518,-0.000933,-0.022093,0.128446,0.000726,-0.019323
1.333333,21.977703,-0.502079,10.023315,11.954388,0.146823,-0.001005,-0.022732,0.129857,0.000737,-0.019046
1.366667,22.242915,-0.488071,10.182860,12.060055,0.151176,-0.001081,-0.023362,0.131298,0.000747,-0.018760
1.400000,22.512082,-0.474385,10.343763,12.168319,0.155577,-0.001160,-0.023983,0.132769,0.000756,-0.018466
1.433333,22.785160,-0.461017,10.506009,12.279152,0.160027,-0.001243,-0.024593,0.134268,0.000765,-0.018166
1.466667,23.062103,-0.447964,10.669583,12.392520,0.164528,-0.001329,-0.025194,0.135796,0.000773,-0.017861
1.500000,23.342865,-0.435219,10.834473,12.508392,0.169080,-0.001419,-0.025784,0.137353,0.000780,-0.017551
1.533333,23.627401,-0.422777,11.000669,12.626733,0.173684,-0.001513,-0.026363,0.138938,0.000786,-0.017237
1.566667,23.915666,-0.410631,11.168158,12.747508,0.178342,-0.001611,-0.026933,0.140550,0.000792,-0.016921
1.600000,24.207615,-0.398775,11.336932,12.870683,0.183054,-0.001713,-0.027491,0.142190,0.000797,-0.016602
1.633333,24.503202,-0.387202,11.506981,12.996221,0.187820,-0.001818,-0.028039,0.143858,0.000802,-0.016282
1.666667,24.802384,-0.375905,11.678297,13.124086,0.192643,-0.001928,-0.028577,0.145552,0.000806,-0.015961
1.700000,25.105115,-0.364877,11.850871,13.254243,0.197523,-0.002042,-0.029103,0.147273,0.000810,-0.015640
1.733333,25.411351,-0.354110,12.024695,13.386656,0.202460,-0.002160,-0.029619,0.149020,0.000812,-0.015319
1.766667,25.721048,-0.343597,12.199761,13.521287,0.207456,-0.002282,-0.030125,0.150794,0.000815,-0.014999
1.800000,26.034161,-0.333331,12.376060,13.658101,0.212512,-0.002409,-0.030619,0.152593,0.000817,-0.014680
1.833333,26.350647,-0.323304,12.553585,13.797063,0.217627,-0.002539,-0.031103,0.154417,0.000818,-0.014363
1.866667,26.670462,-0.313510,12.732326,13.938136,0.222804,-0.002674,-0.031577,0.156267,0.000819,-0.014047
1.900000,26.993562,-0.303942,12.912277,14.081286,0.228043,-0.002814,-0.032040,0.158141,0.000819,-0.013734
1.933333,27.319904,-0.294593,13.093427,14.226477,0.233345,-0.002957,-0.032492,0.160040,0.000819,-0.013423
1.966667,27.649443,-0.285456,13.275768,14.373675,0.238710,-0.003106,-0.032934,0.161963,0.000818,-0.013115
2.000000,27.982137,-0.276524,13.459291,14.522846,0.244140,-0.003259,-0.033366,0.163910,0.000817,-0.012809
2.033333,28.317943,-0.267792,13.643986,14.673957,0.249635,-0.003416,-0.033788,0.165881,0.000816,-0.012507
2.066667,28.656818,-0.259254,13.829845,14.826974,0.255195,-0.003578,-0.034200,0.167874,0.000814,-0.012208
2.100000,28.998719,-0.250902,14.016856,14.981863,0.260823,-0.003744,-0.034602,0.169891,0.000812,-0.011913
2.133333,29.343603,-0.242732,14.205009,15.138594,0.266518,-0.003916,-0.034994,0.171931,0.000809,-0.011621
2.166667,29.691427,-0.234738,14.394294,15.297133,0.272282,-0.004092,-0.035377,0.173993,0.000806,-0.011333
2.200000,30.042150,-0.226915,14.584701,15.457450,0.278114,-0.004272,-0.035750,0.176078,0.000803,-0.011048
2.233333,30.395730,-0.219257,14.776217,15.619512,0.284016,-0.004458,-0.036113,0.178184,0.000799,-0.010768
2.266667,30.752123,-0.211759,14.968832,15.783291,0.289989,-0.004648,-0.036468,0.180312,0.000795,-0.010491
2.300000,31.111288,-0.204417,15.162534,15.948754,0.296032,-0.004843,-0.036813,0.182461,0.000790,-0.010218
2.333333,31.473184,-0.197226,15.357311,16.115873,0.302148,-0.005043,-0.037149,0.184631,0.000786,-0.009949
2.366667,31.837769,-0.190181,15.553151,16.284618,0.308336,-0.005248,-0.037476,0.186822,0.000781,-0.009685
2.400000,32.205002,-0.183279,15.750041,16.454960,0.314597,-0.005458,-0.037794,0.189033,0.000776,-0.009424
2.433333,32.574840,-0.176514,15.947970,16.626871,0.320933,-0.005673,-0.038104,0.191264,0.000770,-0.009167
2.466667,32.947244,-0.169883,16.146923,16.800321,0.327343,-0.005892,-0.038405,0.193516,0.000764,-0.008914
2.500000,33.322172,-0.163383,16.346888,16.975283,0.333828,-0.006117,-0.038698,0.195787,0.000758,-0.008665
2.533333,33.699583,-0.157008,16.547852,17.151730,0.340389,-0.006347,-0.038983,0.198077,0.000752,-0.008420
2.566667,34.079436,-0.150756,16.749802,17.329634,0.347026,-0.006582,-0.039260,0.200386,0.000745,-0.008179
2.600000,34.461692,-0.144624,16.952723,17.508968,0.353741,-0.006822,-0.039528,0.202714,0.000739,-0.007942
2.633333,34.846309,-0.138607,17.156603,17.689706,0.360534,-0.007067,-0.039789,0.205061,0.000732,-0.007709
2.666667,35.233248,-0.132703,17.361426,17.871821,0.367405,-0.007317,-0.040042,0.207425,0.000725,-0.007480
2.700000,35.622468,-0.126908,17.567180,18.055288,0.374355,-0.007572,-0.040288,0.209808,0.000717,-0.007254
2.733333,36.013930,-0.121220,17.773850,18.240080,0.381384,-0.007832,-0.040526,0.212208,0.000710,-0.007032
2.766667,36.407593,-0.115635,17.981422,18.426171,0.388494,-0.008098,-0.040757,0.214626,0.000702,-0.006814
2.800000,36.803419,-0.110151,18.189881,18.613538,0.395684,-0.008369,-0.040980,0.217061,0.000694,-0.006600
2.833333,37.201368,-0.104765,18.399213,18.802155,0.402956,-0.008645,-0.041197,0.219512,0.000686,-0.006389
2.866667,37.601401,-0.099474,18.609404,18.991997,0.410309,-0.008926,-0.041406,0.221981,0.000678,-0.006181
2.900000,38.003477,-0.094276,18.820438,19.183039,0.417745,-0.009212,-0.041609,0.224465,0.000669,-0.005978
2.933333,38.407560,-0.089169,19.032302,19.375258,0.425264,-0.009504,-0.041805,0.226966,0.000661,-0.005777
2.966667,38.813609,-0.084149,19.244979,19.568630,0.432867,-0.009801,-0.041994,0.229482,0.000652,-0.005580
3.000000,39.221586,-0.079215,19.458456,19.763130,0.440553,-0.010103,-0.042177,0.232014,0.000643,-0.005387
3.033333,39.631453,-0.074365,19.672717,19.958736,0.448324,-0.010410,-0.042353,0.234561,0.000634,-0.005196
3.066667,40.043171,-0.069596,19.887747,20.155423,0.456180,-0.010723,-0.042523,0.237123,0.000625,-0.005009
3.100000,40.456702,-0.064906,20.103532,20.353170,0.464121,-0.011040,-0.042687,0.239700,0.000616,-0.004825
3.133333,40.872008,-0.060293,20.320056,20.551952,0.472149,-0.011364,-0.042845,0.242291,0.000606,-0.004644
3.166667,41.289052,-0.055755,20.537304,20.751748,0.480263,-0.011692,-0.042996,0.244896,0.000597,-0.004466
3.200000,41.707795,-0.051291,20.755261,20.952534,0.488463,-0.012026,-0.043142,0.247515,0.000587,-0.004291
3.233333,42.128200,-0.046898,20.973912,21.154288,0.496752,-0.012365,-0.043282,0.250148,0.000577,-0.004119
3.266667,42.550229,-0.042574,21.193241,21.356988,0.505128,-0.012709,-0.043417,0.252795,0.000567,-0.003950
3.300000,42.973846,-0.038319,21.413234,21.560613,0.513592,-0.013058,-0.043546,0.255454,0.000557,-0.003783
3.333333,43.399013,-0.034129,21.633874,21.765139,0.522145,-0.013413,-0.043669,0.258127,0.000547,-0.003620
3.366667,43.825694,-0.030004,21.855147,21.970547,0.530787,-0.013773,-0.043787,0.260812,0.000537,-0.003459
3.400000,44.253851,-0.025942,22.077038,22.176814,0.539519,-0.014139,-0.043900,0.263509,0.000526,-0.003300
3.433333,44.683448,-0.021941,22.299530,22.383918,0.548341,-0.014509,-0.044007,0.266219,0.000516,-0.003144
3.466667,45.114449,-0.018000,22.522610,22.591839,0.557253,-0.014885,-0.044109,0.268940,0.000506,-0.002991
3.500000,45.546817,-0.014117,22.746261,22.800556,0.566256,-0.015266,-0.044206,0.271673,0.000495,-0.002840
3.533333,45.980516,-0.010291,22.970468,23.010048,0.575350,-0.015653,-0.044299,0.274418,0.000484,-0.002692
3.566667,46.415511,-0.006520,23.195216,23.220294,0.584536,-0.016044,-0.044386,0.277174,0.000473,-0.002546
3.600000,46.851764,-0.002804,23.420490,23.431274,0.593813,-0.016441,-0.044468,0.279940,0.000463,-0.002402
3.633333,47.289242,0.000860,23.646274,23.642967,0.603183,-0.016843,-0.044546,0.282717,0.000452,-0.002260
3.666667,47.727907,0.004472,23.872554,23.855354,0.612646,-0.017250,-0.044619,0.285505,0.000440,-0.002121
3.700000,48.167725,0.008034,24.099313,24.068413,0.622201,-0.017663,-0.044687,0.288303,0.000429,-0.001983
3.733333,48.608661,0.011547,24.326536,24.282125,0.631850,-0.018080,-0.044751,0.291110,0.000418,-0.001848
3.766667,49.050680,0.015012,24.554210,24.496470,0.641592,-0.018503,-0.044811,0.293928,0.000407,-0.001715
3.800000,49.493746,0.018431,24.782317,24.711429,0.651428,-0.018931,-0.044865,0.296755,0.000395,-0.001584
3.833333,49.937825,0.021804,25.010843,24.926982,0.661358,-0.019364,-0.044916,0.299591,0.000384,-0.001454
3.866667,50.382883,0.025132,25.239773,25.143110,0.671383,-0.019802,-0.044962,0.302436,0.000372,-0.001327
3.900000,50.828885,0.028418,25.469092,25.359793,0.681503,-0.020246,-0.045005,0.305289,0.000361,-0.001201
3.933333,51.275796,0.031661,25.698784,25.577012,0.691718,-0.020694,-0.045042,0.308151,0.000349,-0.001078
3.966667,51.723583,0.034863,25.928835,25.794748,0.702029,-0.021148,-0.045076,0.311022,0.000337,-0.000956
4.000000,52.172212,0.038024,26.159229,26.012983,0.712435,-0.021606,-0.045106,0.313900,0.000326,-0.000835
4.033333,52.621649,0.041146,26.389952,26.231697,0.722937,-0.022070,-0.045132,0.316786,0.000314,-0.000717
4.066667,53.071860,0.044230,26.620988,26.450872,0.733535,-0.022538,-0.045154,0.319680,0.000302,-0.000600
4.100000,53.522812,0.047277,26.852323,26.670489,0.744230,-0.023012,-0.045172,0.322581,0.000290,-0.000485
4.133333,53.974471,0.050287,27.083941,26.890530,0.755021,-0.023490,-0.045186,0.325489,0.000277,-0.000371
4.166667,54.426805,0.053261,27.315828,27.110977,0.765909,-0.023973,-0.045197,0.328404,0.000265,-0.000259
4.200000,54.879780,0.056201,27.547969,27.331811,0.776895,-0.024462,-0.045203,0.331326,0.000253,-0.000148
4.233333,55.333364,0.059107,27.780349,27.553015,0.787978,-0.024955,-0.045207,0.334254,0.000241,-0.000039
4.266667,55.787524,0.061979,28.012953,27.774571,0.799158,-0.025453,-0.045206,0.337188,0.000228,0.000069
4.300000,56.242227,0.064820,28.245767,27.996460,0.810436,-0.025955,-0.045202,0.340128,0.000216,0.000176
4.333333,56.697441,0.067629,28.478775,28.218665,0.821812,-0.026463,-0.045194,0.343074,0.000203,0.000281
4.366667,57.153134,0.070407,28.711964,28.441169,0.833287,-0.026975,-0.045183,0.346025,0.000191,0.000385
4.400000,57.609273,0.073155,28.945319,28.663954,0.844860,-0.027492,-0.045169,0.348981,0.000178,0.000487
4.433333,58.065827,0.075874,29.178825,28.887003,0.856531,-0.028014,-0.045151,0.351943,0.000165,0.000589
4.466667,58.522765,0.078564,29.412467,29.110297,0.868301,-0.028540,-0.045129,0.354909,0.000152,0.000689
4.500000,58.980053,0.081227,29.646232,29.333822,0.880169,-0.029071,-0.045105,0.357880,0.000140,0.000788
4.533333,59.437662,0.083862,29.880104,29.557558,0.892137,-0.029607,-0.045077,0.360856,0.000127,0.000886
4.566667,59.895560,0.086471,30.114070,29.781490,0.904204,-0.030147,-0.045046,0.363835,0.000114,0.000982
4.600000,60.353715,0.089054,30.348115,30.005600,0.916370,-0.030692,-0.045011,0.366819,0.000101,0.001078
4.633333,60.812097,0.091612,30.582225,30.229872,0.928636,-0.031241,-0.044974,0.369806,0.000087,0.001173
4.666667,61.270675,0.094145,30.816385,30.454290,0.941001,-0.031794,-0.044933,0.372797,0.000074,0.001266
4.700000,61.729418,0.096654,31.050582,30.678836,0.953466,-0.032352,-0.044889,0.375791,0.000061,0.001359
4.733333,62.188296,0.099140,31.284802,30.903494,0.966031,-0.032914,-0.044842,0.378789,0.000048,0.001450
4.766667,62.647279,0.101603,31.519030,31.128249,0.978695,-0.033481,-0.044793,0.381789,0.000034,0.001541
4.800000,63.106335,0.104044,31.753252,31.353083,0.991460,-0.034052,-0.044740,0.384792,0.000021,0.001631
4.833333,63.565436,0.106463,31.987455,31.577981,1.004324,-0.034627,-0.044684,0.387797,0.000007,0.001719
4.866667,64.024552,0.108861,32.221624,31.802927,1.017289,-0.035206,-0.044625,0.390805,-0.000006,0.001807
4.900000,64.483652,0.111239,32.455746,32.027905,1.030353,-0.035790,-0.044563,0.393814,-0.000020,0.001894
4.933333,64.942707,0.113596,32.689808,32.252899,1.043518,-0.036377,-0.044499,0.396826,-0.000034,0.001980
4.966667,65.401688,0.115934,32.923794,32.477894,1.056784,-0.036969,-0.044431,0.399839,-0.000048,0.002066
5.000000,65.860565,0.118253,33.157692,32.702873,1.070150,-0.037564,-0.044361,0.402854,-0.000062,0.002151
5.033333,66.319310,0.120553,33.391488,32.927822,1.083616,-0.038164,-0.044288,0.405869,-0.000076,0.002234
5.066667,66.777894,0.122836,33.625169,33.152725,1.097183,-0.038768,-0.044212,0.408886,-0.000090,0.002318
5.100000,67.236287,0.125100,33.858721,33.377566,1.110850,-0.039375,-0.044133,0.411904,-0.000104,0.002400
5.133333,67.694461,0.127348,34.092130,33.602331,1.124617,-0.039986,-0.044052,0.414922,-0.000118,0.002482
5.166667,68.152388,0.129579,34.325384,33.827004,1.138486,-0.040601,-0.043968,0.417941,-0.000132,0.002563
5.200000,68.610040,0.131793,34.558469,34.051571,1.152455,-0.041220,-0.043881,0.420960,-0.000146,0.002643
5.233333,69.067387,0.133992,34.791371,34.276016,1.166524,-0.041842,-0.043792,0.423979,-0.000161,0.002723
5.266667,69.524403,0.136176,35.024078,34.500325,1.180694,-0.042468,-0.043700,0.426998,-0.000175,0.002802
5.300000,69.981060,0.138344,35.256577,34.724483,1.194964,-0.043097,-0.043605,0.430017,-0.000190,0.002881
5.333333,70.437329,0.140499,35.488854,34.948475,1.209336,-0.043730,-0.043508,0.433035,-0.000204,0.002958
5.366667,70.893184,0.142639,35.720897,35.172287,1.223807,-0.044366,-0.043408,0.436052,-0.000219,0.003036
5.400000,71.348597,0.144765,35.952692,35.395905,1.238379,-0.045006,-0.043305,0.439069,-0.000234,0.003113
5.433333,71.803540,0.146878,36.184227,35.619313,1.253052,-0.045649,-0.043200,0.442084,-0.000249,0.003189
5.466667,72.257988,0.148978,36.415489,35.842498,1.267825,-0.046296,-0.043093,0.445098,-0.000264,0.003265
5.500000,72.711912,0.151065,36.646466,36.065446,1.282699,-0.046945,-0.042983,0.448111,-0.000279,0.003340
5.533333,73.165286,0.153140,36.877144,36.288142,1.297672,-0.047598,-0.042870,0.451122,-0.000294,0.003415
5.566667,73.618084,0.155204,37.107511,36.510573,1.312747,-0.048254,-0.042755,0.454131,-0.000309,0.003489
5.600000,74.070279,0.157256,37.337554,36.732725,1.327921,-0.048913,-0.042637,0.457138,-0.000324,0.003563
5.633333,74.521845,0.159296,37.567262,36.954583,1.343195,-0.049574,-0.042517,0.460142,-0.000339,0.003637
5.666667,74.972755,0.161326,37.796621,37.176135,1.358570,-0.050239,-0.042395,0.463145,-0.000355,0.003710
5.700000,75.422985,0.163346,38.025619,37.397366,1.374045,-0.050907,-0.042270,0.466144,-0.000370,0.003783
5.733333,75.872508,0.165355,38.254245,37.618263,1.389619,-0.051577,-0.042143,0.469141,-0.000386,0.003855
5.766667,76.321298,0.167355,38.482485,37.838813,1.405293,-0.052250,-0.042013,0.472135,-0.000401,0.003927
5.800000,76.769331,0.169345,38.710329,38.059002,1.421068,-0.052926,-0.041881,0.475126,-0.000417,0.003999
5.833333,77.216580,0.171326,38.937763,38.278817,1.436941,-0.053604,-0.041746,0.478114,-0.000433,0.004070
5.866667,77.663020,0.173298,39.164776,38.498244,1.452914,-0.054285,-0.041609,0.481098,-0.000449,0.004141
5.900000,78.108627,0.175262,39.391356,38.717272,1.468987,-0.054968,-0.041470,0.484078,-0.000465,0.004211
5.933333,78.553376,0.177217,39.617490,38.935886,1.485159,-0.055654,-0.041329,0.487055,-0.000481,0.004282
5.966667,78.997242,0.179165,39.843169,39.154074,1.501430,-0.056342,-0.041185,0.490028,-0.000497,0.004352
6.000000,79.440201,0.181105,40.068378,39.371822,1.517800,-0.057032,-0.041039,0.492996,-0.000513,0.004421
6.033333,79.882227,0.183037,40.293108,39.589119,1.534269,-0.057724,-0.040890,0.495960,-0.000529,0.004491
6.066667,80.323298,0.184962,40.517346,39.805952,1.550836,-0.058419,-0.040739,0.498919,-0.000546,0.004560
6.100000,80.763389,0.186881,40.741081,40.022308,1.567503,-0.059116,-0.040586,0.501874,-0.000562,0.004629
6.133333,81.202475,0.188793,40.964302,40.238174,1.584267,-0.059814,-0.040431,0.504824,-0.000579,0.004698
6.166667,81.640534,0.190699,41.186996,40.453538,1.601130,-0.060514,-0.040273,0.507769,-0.000596,0.004766
6.200000,82.077542,0.192599,41.409154,40.668388,1.618091,-0.061217,-0.040113,0.510709,-0.000612,0.004835
6.233333,82.513475,0.194493,41.630763,40.882712,1.635150,-0.061921,-0.039950,0.513643,-0.000629,0.004903
6.266667,82.948310,0.196382,41.851813,41.096497,1.652306,-0.062626,-0.039786,0.516572,-0.000646,0.004971
6.300000,83.382024,0.198266,42.072293,41.309731,1.669560,-0.063333,-0.039619,0.519495,-0.000663,0.005039
6.333333,83.814594,0.200145,42.292190,41.522403,1.686912,-0.064042,-0.039450,0.522412,-0.000680,0.005106
6.366667,84.245997,0.202019,42.511496,41.734501,1.704361,-0.064752,-0.039279,0.525324,-0.000697,0.005174
6.400000,84.676210,0.203888,42.730198,41.946012,1.721906,-0.065464,-0.039105,0.528229,-0.000715,0.005241
6.433333,85.105212,0.205754,42.948287,42.156925,1.739549,-0.066177,-0.038929,0.531128,-0.000732,0.005308
6.466667,85.532979,0.207616,43.165750,42.367229,1.757287,-0.066891,-0.038751,0.534020,-0.000750,0.005375
6.500000,85.959490,0.209473,43.382579,42.576911,1.775123,-0.067606,-0.038571,0.536905,-0.000767,0.005442
6.533333,86.384723,0.211328,43.598761,42.785961,1.793054,-0.068322,-0.038388,0.539784,-0.000785,0.005509
6.566667,86.808655,0.213179,43.814288,42.994368,1.811081,-0.069039,-0.038204,0.542656,-0.000803,0.005576
6.600000,87.231266,0.215028,44.029147,43.202118,1.829204,-0.069758,-0.038017,0.545521,-0.000821,0.005643
6.633333,87.652533,0.216873,44.243330,43.409203,1.847422,-0.070476,-0.037827,0.548378,-0.000839,0.005709
6.666667,88.072435,0.218716,44.456825,43.615609,1.865736,-0.071196,-0.037636,0.551228,-0.000857,0.005776
6.700000,88.490951,0.220557,44.669623,43.821327,1.884144,-0.071916,-0.037442,0.554071,-0.000875,0.005842
6.733333,88.908060,0.222396,44.881714,44.026346,1.902647,-0.072637,-0.037246,0.556905,-0.000893,0.005909
6.766667,89.323740,0.224233,45.093087,44.230654,1.921245,-0.073358,-0.037048,0.559732,-0.000912,0.005975
6.800000,89.737972,0.226068,45.303732,44.434240,1.939936,-0.074080,-0.036848,0.562551,-0.000930,0.006042
6.833333,90.150735,0.227902,45.513640,44.637095,1.958722,-0.074802,-0.036646,0.565362,-0.000949,0.006108
6.866667,90.562008,0.229735,45.722801,44.839207,1.977601,-0.075524,-0.036441,0.568164,-0.000967,0.006174
6.900000,90.971771,0.231566,45.931205,45.040566,1.996573,-0.076246,-0.036234,0.570958,-0.000986,0.006241
6.933333,91.380004,0.233397,46.138843,45.241161,2.015639,-0.076969,-0.036025,0.573743,-0.001005,0.006307
6.966667,91.786686,0.235228,46.345705,45.440982,2.034797,-0.077691,-0.035813,0.576520,-0.001024,0.006374
7.000000,92.191799,0.237058,46.551781,45.640019,2.054048,-0.078413,-0.035600,0.579288,-0.001043,0.006440
7.033333,92.595322,0.238888,46.757062,45.838261,2.073391,-0.079135,-0.035384,0.582046,-0.001062,0.006506
7.066667,92.997237,0.240718,46.961538,46.035698,2.092825,-0.079857,-0.035166,0.584796,-0.001082,0.006573
7.100000,93.397522,0.242549,47.165202,46.232321,2.112352,-0.080578,-0.034946,0.587536,-0.001101,0.006639
7.133333,93.796161,0.244380,47.368042,46.428119,2.131969,-0.081299,-0.034723,0.590267,-0.001121,0.006706
7.166667,94.193132,0.246212,47.570050,46.623082,2.151678,-0.082019,-0.034499,0.592988,-0.001141,0.006773
7.200000,94.588419,0.248045,47.771218,46.817201,2.171477,-0.082738,-0.034272,0.595699,-0.001160,0.006839
7.233333,94.982001,0.249878,47.971536,47.010465,2.191367,-0.083457,-0.034043,0.598401,-0.001180,0.006906
7.266667,95.373861,0.251714,48.170995,47.202866,2.211346,-0.084175,-0.033811,0.601093,-0.001200,0.006973
7.300000,95.763979,0.253550,48.369587,47.394393,2.231415,-0.084891,-0.033578,0.603774,-0.001220,0.007040
7.333333,96.152339,0.255389,48.567302,47.585037,2.251574,-0.085607,-0.033342,0.606445,-0.001241,0.007107
7.366667,96.538921,0.257229,48.764132,47.774789,2.271821,-0.086322,-0.033104,0.609106,-0.001261,0.007175
7.400000,96.923709,0.259072,48.960069,47.963639,2.292157,-0.087035,-0.032864,0.611757,-0.001282,0.007242
7.433333,97.306683,0.260917,49.155105,48.151578,2.312581,-0.087747,-0.032621,0.614397,-0.001302,0.007309
7.466667,97.687827,0.262764,49.349229,48.338597,2.333093,-0.088458,-0.032376,0.617026,-0.001323,0.007377
7.500000,98.067123,0.264614,49.542435,48.524687,2.353693,-0.089167,-0.032129,0.619644,-0.001344,0.007445
7.533333,98.444553,0.266468,49.734714,48.709839,2.374380,-0.089875,-0.031880,0.622251,-0.001365,0.007513
7.566667,98.820102,0.268324,49.926058,48.894044,2.395154,-0.090580,-0.031629,0.624847,-0.001386,0.007581
7.600000,99.193751,0.270183,50.116459,49.077292,2.416014,-0.091284,-0.031375,0.627432,-0.001407,0.007649
7.633333,99.565485,0.272047,50.305909,49.259576,2.436960,-0.091986,-0.031119,0.630005,-0.001428,0.007717
7.666667,99.935285,0.273914,50.494399,49.440886,2.457992,-0.092686,-0.030860,0.632567,-0.001450,0.007786
7.700000,100.303137,0.275784,50.681923,49.621214,2.479110,-0.093384,-0.030600,0.635117,-0.001471,0.007854
7.733333,100.669023,0.277659,50.868472,49.800551,2.500312,-0.094080,-0.030337,0.637656,-0.001493,0.007923
7.766667,101.032928,0.279538,51.054038,49.978890,2.521599,-0.094773,-0.030071,0.640183,-0.001515,0.007992
7.800000,101.394835,0.281422,51.238614,50.156221,2.542970,-0.095464,-0.029804,0.642697,-0.001537,0.008062
7.833333,101.754728,0.283311,51.422192,50.332536,2.564424,-0.096152,-0.029534,0.645200,-0.001559,0.008131
7.866667,102.112593,0.285204,51.604766,50.507827,2.585962,-0.096838,-0.029262,0.647690,-0.001581,0.008201
7.900000,102.468413,0.287102,51.786326,50.682086,2.607583,-0.097521,-0.028987,0.650168,-0.001604,0.008271
