t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2
35.600000,13.830764,9.130245,1.623395,0.677839,0.002731,-0.015734,102.197102,-0.627173,49.892449,52.304653
35.633333,13.829491,9.152798,1.622861,0.677479,0.002802,-0.016019,102.131350,-0.635682,49.843210,52.288140
35.666667,13.828228,9.175339,1.622318,0.677112,0.002873,-0.016304,102.064493,-0.644220,49.793361,52.271132
35.700000,13.826975,9.197869,1.621765,0.676737,0.002943,-0.016590,101.996533,-0.652790,49.742901,52.253632
35.733333,13.825733,9.220386,1.621202,0.676355,0.003014,-0.016877,101.927476,-0.661391,49.691832,52.235644
35.766667,13.824502,9.242892,1.620630,0.675965,0.003085,-0.017164,101.857324,-0.670024,49.640154,52.217169
35.800000,13.823283,9.265384,1.620048,0.675568,0.003156,-0.017451,101.786080,-0.678689,49.587868,52.198212
35.833333,13.822075,9.287864,1.619457,0.675163,0.003226,-0.017740,101.713748,-0.687388,49.534975,52.178773
35.866667,13.820879,9.310331,1.618856,0.674751,0.003297,-0.018029,101.640332,-0.696120,49.481475,52.158858
35.900000,13.819695,9.332785,1.618246,0.674332,0.003368,-0.018318,101.565836,-0.704886,49.427369,52.138467
35.933333,13.818522,9.355226,1.617625,0.673905,0.003439,-0.018609,101.490263,-0.713686,49.372658,52.117605
35.966667,13.817362,9.377652,1.616995,0.673471,0.003510,-0.018900,101.413616,-0.722522,49.317342,52.096274
36.000000,13.816215,9.400065,1.616356,0.673030,0.003580,-0.019192,101.335901,-0.731394,49.261424,52.074477
36.033333,13.815081,9.422463,1.615706,0.672582,0.003651,-0.019484,101.257120,-0.740302,49.204902,52.052218
36.066667,13.813959,9.444847,1.615047,0.672126,0.003722,-0.019777,101.177278,-0.749247,49.147780,52.029499
36.100000,13.812851,9.467217,1.614378,0.671663,0.003793,-0.020072,101.096379,-0.758229,49.090057,52.006323
36.133333,13.811756,9.489571,1.613699,0.671193,0.003864,-0.020366,101.014427,-0.767249,49.031734,51.982693
36.166667,13.810674,9.511911,1.613010,0.670715,0.003935,-0.020662,100.931426,-0.776308,48.972813,51.958614
36.200000,13.809607,9.534235,1.612312,0.670231,0.004006,-0.020958,100.847381,-0.785406,48.913294,51.934087
36.233333,13.808553,9.556543,1.611603,0.669739,0.004076,-0.021256,100.762295,-0.794544,48.853179,51.909116
36.266667,13.807514,9.578836,1.610885,0.669240,0.004147,-0.021554,100.676173,-0.803721,48.792469,51.883704
36.300000,13.806489,9.601112,1.610156,0.668734,0.004218,-0.021853,100.589019,-0.812939,48.731165,51.857854
36.333333,13.805478,9.623372,1.609418,0.668221,0.004289,-0.022153,100.500838,-0.822199,48.669267,51.831571
36.366667,13.804483,9.645616,1.608669,0.667701,0.004360,-0.022453,100.411635,-0.831500,48.606779,51.804856
36.400000,13.803503,9.667843,1.607911,0.667175,0.004431,-0.022755,100.321413,-0.840844,48.543699,51.777714
36.433333,13.802537,9.690053,1.607142,0.666641,0.004502,-0.023058,100.230178,-0.850230,48.480031,51.750147
36.466667,13.801588,9.712245,1.606363,0.666100,0.004573,-0.023361,100.137935,-0.859660,48.415775,51.722160
36.500000,13.800654,9.734420,1.605575,0.665552,0.004645,-0.023666,100.044688,-0.869134,48.350933,51.693755
36.533333,13.799736,9.756578,1.604776,0.664997,0.004716,-0.023971,99.950441,-0.878652,48.285505,51.664937
36.566667,13.798833,9.778717,1.603966,0.664435,0.004787,-0.024278,99.855201,-0.888216,48.219494,51.635707
36.600000,13.797948,9.800838,1.603147,0.663867,0.004858,-0.024585,99.758972,-0.897824,48.152900,51.606071
36.633333,13.797078,9.822941,1.602317,0.663292,0.004929,-0.024893,99.661758,-0.907479,48.085726,51.576032
36.666667,13.796226,9.845025,1.601477,0.662710,0.005001,-0.025203,99.563566,-0.917181,48.017973,51.545592
36.700000,13.795390,9.867091,1.600626,0.662121,0.005072,-0.025513,99.464399,-0.926930,47.949642,51.514757
36.733333,13.794571,9.889137,1.599766,0.661525,0.005143,-0.025825,99.364264,-0.936726,47.880735,51.483529
36.766667,13.793770,9.911164,1.598894,0.660923,0.005215,-0.026138,99.263166,-0.946571,47.811254,51.451912
36.800000,13.792986,9.933171,1.598013,0.660314,0.005286,-0.026451,99.161109,-0.956465,47.741200,51.419910
36.833333,13.792220,9.955159,1.597120,0.659699,0.005358,-0.026766,99.058100,-0.966407,47.670575,51.387526
36.866667,13.791471,9.977126,1.596218,0.659077,0.005429,-0.027082,98.954144,-0.976400,47.599380,51.354764
36.900000,13.790741,9.999074,1.595304,0.658448,0.005501,-0.027399,98.849247,-0.986443,47.527618,51.321629
36.933333,13.790029,10.021001,1.594381,0.657813,0.005572,-0.027717,98.743413,-0.996537,47.455290,51.288123
36.966667,13.789336,10.042907,1.593446,0.657171,0.005644,-0.028037,98.636649,-1.006682,47.382398,51.254251
37.000000,13.788661,10.064792,1.592501,0.656523,0.005716,-0.028357,98.528961,-1.016879,47.308944,51.220016
37.033333,13.788005,10.086656,1.591545,0.655868,0.005787,-0.028679,98.420353,-1.027128,47.234930,51.185423
37.066667,13.787368,10.108499,1.590578,0.655207,0.005859,-0.029002,98.310833,-1.037430,47.160358,51.150475
37.100000,13.786750,10.130321,1.589600,0.654540,0.005931,-0.029326,98.200405,-1.047786,47.085229,51.115176
37.133333,13.786152,10.152120,1.588612,0.653866,0.006003,-0.029652,98.089077,-1.058196,47.009546,51.079531
37.166667,13.785574,10.173898,1.587613,0.653186,0.006075,-0.029979,97.976853,-1.068660,46.933311,51.043543
37.200000,13.785015,10.195653,1.586603,0.652500,0.006147,-0.030307,97.863741,-1.079179,46.856526,51.007215
37.233333,13.784476,10.217386,1.585581,0.651808,0.006219,-0.030636,97.749746,-1.089754,46.779192,50.970554
37.266667,13.783958,10.239096,1.584549,0.651109,0.006291,-0.030966,97.634874,-1.100385,46.701313,50.933561
37.300000,13.783460,10.260783,1.583506,0.650404,0.006363,-0.031298,97.519132,-1.111072,46.622890,50.896242
37.333333,13.782983,10.282447,1.582452,0.649693,0.006436,-0.031631,97.402527,-1.121815,46.543926,50.858601
37.366667,13.782526,10.304088,1.581386,0.648976,0.006508,-0.031966,97.285064,-1.132617,46.464423,50.820641
37.400000,13.782091,10.325705,1.580309,0.648253,0.006580,-0.032302,97.166750,-1.143476,46.384383,50.782367
37.433333,13.781677,10.347298,1.579221,0.647524,0.006653,-0.032639,97.047591,-1.154394,46.303808,50.743783
37.466667,13.781284,10.368868,1.578122,0.646789,0.006725,-0.032978,96.927596,-1.165370,46.222701,50.704894
37.500000,13.780913,10.390413,1.577011,0.646048,0.006798,-0.033318,96.806769,-1.176406,46.141065,50.665703
37.533333,13.780563,10.411934,1.575889,0.645301,0.006870,-0.033659,96.685117,-1.187501,46.058902,50.626215
37.566667,13.780235,10.433430,1.574756,0.644549,0.006943,-0.034002,96.562649,-1.198657,45.976214,50.586435
37.600000,13.779930,10.454902,1.573611,0.643790,0.007016,-0.034346,96.439370,-1.209874,45.893004,50.546365
37.633333,13.779647,10.476348,1.572455,0.643026,0.007089,-0.034692,96.315287,-1.221152,45.809275,50.506012
37.666667,13.779386,10.497769,1.571287,0.642256,0.007161,-0.035040,96.190408,-1.232491,45.725029,50.465379
37.700000,13.779149,10.519165,1.570107,0.641481,0.007234,-0.035388,96.064740,-1.243892,45.640269,50.424470
37.733333,13.778934,10.540535,1.568916,0.640700,0.007307,-0.035738,95.938289,-1.255356,45.554998,50.383291
37.766667,13.778742,10.561879,1.567713,0.639913,0.007381,-0.036090,95.811063,-1.266883,45.469218,50.341845
37.800000,13.778573,10.583197,1.566498,0.639121,0.007454,-0.036443,95.683070,-1.278473,45.382932,50.300137
37.833333,13.778428,10.604489,1.565271,0.638323,0.007527,-0.036798,95.554316,-1.290127,45.296144,50.258172
37.866667,13.778307,10.625754,1.564033,0.637520,0.007600,-0.037155,95.424809,-1.301845,45.208856,50.215953
37.900000,13.778209,10.646992,1.562783,0.636711,0.007674,-0.037513,95.294557,-1.313628,45.121071,50.173486
37.933333,13.778135,10.668204,1.561520,0.635897,0.007747,-0.037872,95.163567,-1.325476,45.032792,50.130775
37.966667,13.778086,10.689388,1.560246,0.635078,0.007820,-0.038233,95.031846,-1.337389,44.944022,50.087825
38.000000,13.778061,10.710546,1.558959,0.634253,0.007894,-0.038596,94.899404,-1.349368,44.854764,50.044639
38.033333,13.778060,10.731675,1.557661,0.633423,0.007968,-0.038960,94.766246,-1.361413,44.765022,50.001224
38.066667,13.778084,10.752777,1.556350,0.632588,0.008041,-0.039326,94.632382,-1.373524,44.674798,49.957583
38.100000,13.778133,10.773851,1.555027,0.631748,0.008115,-0.039693,94.497818,-1.385702,44.584097,49.913722
38.133333,13.778208,10.794897,1.553691,0.630903,0.008189,-0.040063,94.362564,-1.397948,44.492920,49.869644
38.166667,13.778307,10.815914,1.552343,0.630053,0.008263,-0.040434,94.226627,-1.410261,44.401273,49.825354
38.200000,13.778432,10.836903,1.550983,0.629198,0.008337,-0.040806,94.090014,-1.422642,44.309157,49.780858
38.233333,13.778582,10.857864,1.549610,0.628338,0.008411,-0.041180,93.952736,-1.435092,44.216576,49.736160
38.266667,13.778759,10.878795,1.548225,0.627473,0.008485,-0.041556,93.814798,-1.447610,44.123535,49.691264
38.300000,13.778961,10.899697,1.546827,0.626603,0.008560,-0.041934,93.676211,-1.460196,44.030036,49.646175
38.333333,13.779189,10.920570,1.545417,0.625728,0.008634,-0.042313,93.536982,-1.472852,43.936083,49.600899
38.366667,13.779444,10.941413,1.543994,0.624849,0.008708,-0.042694,93.397120,-1.485578,43.841680,49.555440
38.400000,13.779726,10.962227,1.542558,0.623965,0.008783,-0.043077,93.256633,-1.498373,43.746831,49.509803
38.433333,13.780034,10.983011,1.541109,0.623076,0.008857,-0.043461,93.115531,-1.511238,43.651539,49.463992
38.466667,13.780368,11.003765,1.539648,0.622183,0.008932,-0.043848,92.973820,-1.524173,43.555808,49.418013
38.500000,13.780730,11.024488,1.538173,0.621285,0.009007,-0.044236,92.831511,-1.537179,43.459642,49.371869
38.533333,13.781119,11.045181,1.536686,0.620383,0.009082,-0.044626,92.688613,-1.550256,43.363045,49.325567
38.566667,13.781536,11.065844,1.535185,0.619476,0.009156,-0.045017,92.545133,-1.563403,43.266022,49.279111
38.600000,13.781980,11.086475,1.533671,0.618565,0.009231,-0.045411,92.401082,-1.576622,43.168576,49.232506
38.633333,13.782451,11.107076,1.532145,0.617650,0.009306,-0.045806,92.256467,-1.589912,43.070711,49.185756
38.666667,13.782951,11.127645,1.530604,0.616730,0.009382,-0.046203,92.111299,-1.603273,42.972431,49.138867
38.700000,13.783479,11.148183,1.529051,0.615806,0.009457,-0.046602,91.965586,-1.616706,42.873742,49.091844
38.733333,13.784034,11.168689,1.527484,0.614878,0.009532,-0.047003,91.819337,-1.630211,42.774647,49.044691
38.766667,13.784619,11.189164,1.525904,0.613946,0.009607,-0.047405,91.672563,-1.643788,42.675150,48.997413
38.800000,13.785231,11.209606,1.524310,0.613010,0.009683,-0.047809,91.525271,-1.657437,42.575256,48.950015
38.833333,13.785873,11.230017,1.522703,0.612070,0.009758,-0.048216,91.377473,-1.671159,42.474970,48.902503
38.866667,13.786543,11.250395,1.521082,0.611126,0.009834,-0.048624,91.229177,-1.684952,42.374296,48.854881
38.900000,13.787243,11.270741,1.519448,0.610179,0.009909,-0.049034,91.080392,-1.698818,42.273238,48.807154
38.933333,13.787971,11.291054,1.517800,0.609227,0.009985,-0.049445,90.931129,-1.712756,42.171802,48.759327
38.966667,13.788730,11.311334,1.516138,0.608272,0.010061,-0.049859,90.781398,-1.726767,42.069993,48.711404
39.000000,13.789517,11.331581,1.514462,0.607313,0.010137,-0.050275,90.631207,-1.740850,41.967815,48.663392
39.033333,13.790335,11.351795,1.512772,0.606350,0.010213,-0.050692,90.480568,-1.755006,41.865273,48.615295
39.066667,13.791182,11.371976,1.511069,0.605384,0.010289,-0.051112,90.329489,-1.769234,41.762372,48.567117
39.100000,13.792059,11.392123,1.509351,0.604414,0.010365,-0.051533,90.177981,-1.783534,41.659118,48.518864
39.133333,13.792966,11.412237,1.507619,0.603441,0.010441,-0.051956,90.026055,-1.797907,41.555515,48.470540
39.166667,13.793904,11.432316,1.505873,0.602465,0.010517,-0.052381,89.873720,-1.812352,41.451568,48.422151
39.200000,13.794873,11.452362,1.504113,0.601485,0.010593,-0.052808,89.720986,-1.826869,41.347284,48.373702
39.233333,13.795872,11.472373,1.502338,0.600502,0.010670,-0.053237,89.567864,-1.841458,41.242667,48.325197
39.266667,13.796902,11.492350,1.500549,0.599516,0.010746,-0.053668,89.414364,-1.856119,41.137723,48.276641
39.300000,13.797962,11.512293,1.498746,0.598527,0.010822,-0.054100,89.260497,-1.870852,41.032457,48.228040
39.333333,13.799054,11.532200,1.496928,0.597534,0.010899,-0.054535,89.106273,-1.885656,40.926876,48.179398
39.366667,13.800178,11.552073,1.495096,0.596539,0.010976,-0.054971,88.951703,-1.900531,40.820984,48.130719
39.400000,13.801333,11.571911,1.493249,0.595541,0.011052,-0.055410,88.796798,-1.915478,40.714788,48.082010
39.433333,13.802519,11.591714,1.491387,0.594539,0.011129,-0.055850,88.641567,-1.930495,40.608293,48.033275
39.466667,13.803737,11.611481,1.489511,0.593536,0.011206,-0.056292,88.486023,-1.945583,40.501506,47.984518
39.500000,13.804987,11.631212,1.487619,0.592529,0.011283,-0.056736,88.330176,-1.960741,40.394432,47.935744
39.533333,13.806269,11.650909,1.485713,0.591520,0.011359,-0.057182,88.174037,-1.975969,40.287078,47.886959
39.566667,13.807584,11.670569,1.483792,0.590508,0.011436,-0.057630,88.017616,-1.991267,40.179449,47.838167
39.600000,13.808931,11.690193,1.481856,0.589493,0.011513,-0.058080,87.860926,-2.006633,40.071553,47.789373
39.633333,13.810310,11.709781,1.479905,0.588476,0.011590,-0.058532,87.703977,-2.022068,39.963396,47.740581
39.666667,13.811722,11.729333,1.477939,0.587457,0.011667,-0.058986,87.546781,-2.037572,39.854983,47.691797
39.700000,13.813167,11.748848,1.475958,0.586436,0.011745,-0.059441,87.389348,-2.053143,39.746323,47.643025
39.733333,13.814645,11.768327,1.473961,0.585412,0.011822,-0.059899,87.231691,-2.068781,39.637421,47.594270
39.766667,13.816156,11.787769,1.471949,0.584386,0.011899,-0.060358,87.073820,-2.084486,39.528284,47.545537
39.800000,13.817700,11.807174,1.469922,0.583358,0.011976,-0.060819,86.915748,-2.100257,39.418919,47.496829
39.833333,13.819278,11.826542,1.467879,0.582328,0.012054,-0.061282,86.757485,-2.116093,39.309333,47.448152
39.866667,13.820890,11.845873,1.465821,0.581296,0.012131,-0.061747,86.599044,-2.131994,39.199533,47.399511
39.900000,13.822535,11.865167,1.463747,0.580262,0.012208,-0.062214,86.440437,-2.147960,39.089527,47.350910
39.933333,13.824214,11.884423,1.461658,0.579226,0.012286,-0.062682,86.281674,-2.163988,38.979321,47.302353
39.966667,13.825927,11.903641,1.459553,0.578189,0.012363,-0.063152,86.122768,-2.180080,38.868923,47.253845
40.000000,13.827674,11.922822,1.457432,0.577150,0.012441,-0.063625,85.963732,-2.196233,38.758341,47.205391
40.033333,13.829455,11.941965,1.455295,0.576109,0.012518,-0.064099,85.804576,-2.212447,38.647582,47.156994
40.066667,13.831271,11.961069,1.453143,0.575067,0.012596,-0.064574,85.645313,-2.228722,38.536654,47.108660
40.100000,13.833121,11.980136,1.450974,0.574023,0.012673,-0.065052,85.485956,-2.245055,38.425564,47.060392
40.133333,13.835007,11.999164,1.448790,0.572978,0.012751,-0.065531,85.326516,-2.261447,38.314321,47.012195
40.166667,13.836927,12.018154,1.446589,0.571932,0.012828,-0.066012,85.167006,-2.277897,38.202932,46.964074
40.200000,13.838882,12.037105,1.444373,0.570884,0.012906,-0.066495,85.007438,-2.294402,38.091406,46.916031
40.233333,13.840872,12.056018,1.442140,0.569836,0.012983,-0.066979,84.847824,-2.310963,37.979751,46.868073
40.266667,13.842897,12.074891,1.439891,0.568786,0.013061,-0.067465,84.688177,-2.327579,37.867976,46.820202
40.300000,13.844958,12.093726,1.437626,0.567735,0.013139,-0.067953,84.528511,-2.344247,37.756088,46.772422
40.333333,13.847055,12.112521,1.435345,0.566684,0.013216,-0.068442,84.368836,-2.360967,37.644097,46.724739
40.366667,13.849187,12.131278,1.433047,0.565631,0.013294,-0.068933,84.209166,-2.377738,37.532011,46.677155
40.400000,13.851355,12.149994,1.430733,0.564578,0.013371,-0.069426,84.049514,-2.394558,37.419839,46.629675
40.433333,13.853559,12.168672,1.428402,0.563524,0.013449,-0.069920,83.889893,-2.411425,37.307590,46.582303
40.466667,13.855799,12.187310,1.426055,0.562470,0.013526,-0.070416,83.730315,-2.428340,37.195273,46.535042
40.500000,13.858075,12.205908,1.423691,0.561415,0.013604,-0.070913,83.570793,-2.445300,37.082897,46.487896
40.533333,13.860388,12.224466,1.421311,0.560360,0.013681,-0.071412,83.411341,-2.462303,36.970471,46.440869
40.566667,13.862737,12.242984,1.418914,0.559304,0.013759,-0.071912,83.251971,-2.479349,36.858006,46.393965
40.600000,13.865123,12.261463,1.416500,0.558248,0.013836,-0.072414,83.092696,-2.496436,36.745510,46.347186
40.633333,13.867545,12.279900,1.414070,0.557192,0.013914,-0.072917,82.933531,-2.513561,36.632994,46.300537
40.666667,13.870004,12.298298,1.411622,0.556136,0.013991,-0.073421,82.774487,-2.530724,36.520467,46.254021
40.700000,13.872501,12.316655,1.409158,0.555080,0.014068,-0.073927,82.615579,-2.547923,36.407938,46.207641
40.733333,13.875034,12.334972,1.406677,0.554024,0.014146,-0.074434,82.456820,-2.565155,36.295419,46.161401
40.766667,13.877605,12.353248,1.404179,0.552968,0.014223,-0.074942,82.298222,-2.582420,36.182919,46.115303
40.800000,13.880213,12.371483,1.401664,0.551913,0.014300,-0.075452,82.139801,-2.599715,36.070449,46.069352
40.833333,13.882859,12.389678,1.399132,0.550858,0.014377,-0.075963,81.981568,-2.617038,35.958019,46.023549
40.866667,13.885542,12.407831,1.396582,0.549803,0.014454,-0.076475,81.823539,-2.634387,35.845640,45.977899
40.900000,13.888263,12.425943,1.394016,0.548748,0.014531,-0.076988,81.665725,-2.651761,35.733322,45.932403
40.933333,13.891022,12.444014,1.391433,0.547695,0.014608,-0.077502,81.508142,-2.669157,35.621077,45.887065
40.966667,13.893819,12.462044,1.388832,0.546642,0.014685,-0.078017,81.350803,-2.686573,35.508915,45.841888
41.000000,13.896654,12.480033,1.386214,0.545589,0.014761,-0.078533,81.193721,-2.704007,35.396848,45.796874
41.033333,13.899527,12.497980,1.383579,0.544538,0.014838,-0.079050,81.036911,-2.721456,35.284886,45.752025
41.066667,13.902439,12.515885,1.380927,0.543488,0.014914,-0.079568,80.880387,-2.738919,35.173042,45.707345
41.100000,13.905389,12.533749,1.378258,0.542438,0.014991,-0.080087,80.724162,-2.756392,35.061326,45.662835
41.133333,13.908378,12.551570,1.375571,0.541390,0.015067,-0.080607,80.568250,-2.773874,34.949751,45.618498
41.166667,13.911405,12.569350,1.372866,0.540343,0.015143,-0.081127,80.412665,-2.791362,34.838329,45.574337
41.200000,13.914472,12.587089,1.370145,0.539297,0.015219,-0.081648,80.257422,-2.808853,34.727070,45.530352
41.233333,13.917577,12.604784,1.367406,0.538253,0.015295,-0.082170,80.102535,-2.826345,34.615988,45.486547
41.266667,13.920721,12.622438,1.364649,0.537210,0.015371,-0.082693,79.948018,-2.843836,34.505094,45.442923
41.300000,13.923905,12.640050,1.361876,0.536169,0.015447,-0.083215,79.793884,-2.861321,34.394402,45.399483
41.333333,13.927127,12.657619,1.359084,0.535129,0.015522,-0.083739,79.640149,-2.878799,34.283923,45.356227
41.366667,13.930389,12.675146,1.356276,0.534091,0.015597,-0.084263,79.486827,-2.896267,34.173670,45.313157
41.400000,13.933691,12.692630,1.353449,0.533055,0.015673,-0.084787,79.333931,-2.913721,34.063655,45.270276
41.433333,13.937032,12.710072,1.350606,0.532021,0.015748,-0.085311,79.181477,-2.931160,33.953893,45.227584
41.466667,13.940413,12.727471,1.347744,0.530989,0.015822,-0.085836,79.029478,-2.948579,33.844396,45.185083
