t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,T1_plan,T2_plan
35.333333333,13.841306687,8.949436302,1.627362556,0.680446501,0.002139987,-0.013610757,13.844982543,8.930893780,1.627737094,0.680596066,0.002106802,-0.013468884,102.682963809,-0.565470948,50.254037774,52.428926035
35.366666667,13.839957415,8.972072824,1.626904089,0.680147158,0.002210864,-0.013891663,13.843625559,8.953534793,1.627283408,0.680300601,0.002177869,-0.013749692,102.626165219,-0.573767059,50.209684420,52.416480800
35.400000000,13.838616833,8.994699746,1.626436252,0.679840193,0.002281720,-0.014173020,13.842277150,8.976166330,1.626820354,0.679997508,0.002248915,-0.014030941,102.568237089,-0.582089307,50.164716032,52.403521058
35.433333333,13.837285159,9.017316826,1.625959029,0.679525621,0.002352558,-0.014454841,13.840937533,8.998788147,1.626347917,0.679686799,0.002319942,-0.014312647,102.509182268,-0.590438244,50.119132973,52.390049294
35.466666667,13.835962609,9.039923818,1.625472403,0.679203457,0.002423380,-0.014737143,13.839606926,9.021400000,1.625866083,0.679368491,0.002390952,-0.014594826,102.449003662,-0.598814421,50.072935637,52.376068025
35.500000000,13.834649402,9.062520481,1.624976360,0.678873717,0.002494186,-0.015019941,13.838285546,9.044001645,1.625374834,0.679042598,0.002461946,-0.014877493,102.387704240,-0.607218390,50.026124446,52.361579794
35.533333333,13.833345753,9.085106569,1.624470881,0.678536416,0.002564979,-0.015303250,13.836973609,9.066592839,1.624874154,0.678709137,0.002532926,-0.015160664,102.325287028,-0.615650703,49.978699854,52.346587174
35.566666667,13.832051878,9.107681841,1.623955951,0.678191572,0.002635760,-0.015587088,13.835671333,9.089173340,1.624364026,0.678368124,0.002603893,-0.015444354,102.261755114,-0.624111911,49.930662343,52.331092771
35.600000000,13.830767993,9.130246054,1.623431549,0.677839200,0.002706530,-0.015871467,13.834378934,9.111742903,1.623844433,0.678019574,0.002674849,-0.015728579,102.197111641,-0.632602566,49.882012425,52.315099216
35.633333333,13.829494314,9.152798965,1.622897660,0.677479319,0.002777292,-0.016156406,13.833096626,9.134301286,1.623315357,0.677663506,0.002745796,-0.016013355,102.131359818,-0.641123217,49.832750645,52.298609173
35.666666667,13.828231056,9.175340331,1.622354263,0.677111945,0.002848046,-0.016441918,13.831824626,9.156848248,1.622776779,0.677299937,0.002816735,-0.016298696,102.064502908,-0.649674418,49.782877574,52.281625334
35.700000000,13.826978433,9.197869912,1.621801339,0.676737096,0.002918794,-0.016728020,13.830563148,9.179383545,1.622228679,0.676928883,0.002887667,-0.016584619,101.996544237,-0.658256718,49.732393815,52.264150421
35.733333333,13.825736660,9.220387465,1.621238869,0.676354792,0.002989538,-0.017014726,13.829312407,9.201906938,1.621671039,0.676550364,0.002958595,-0.016871140,101.927487190,-0.666870668,49.681300003,52.246187186
35.766666667,13.824505949,9.242892749,1.620666831,0.675965050,0.003060279,-0.017302054,13.828072617,9.224418183,1.621103837,0.676164398,0.003029520,-0.017158272,101.857335212,-0.675516819,49.629596801,52.227738411
35.800000000,13.823286516,9.265385523,1.620085206,0.675567889,0.003131019,-0.017590017,13.826843992,9.246917041,1.620527054,0.675771004,0.003100443,-0.017446033,101.786091808,-0.684195721,49.577284902,52.208806906
35.833333333,13.822078572,9.287865547,1.619493971,0.675163330,0.003201760,-0.017878632,13.825626745,9.269403269,1.619940668,0.675370201,0.003171365,-0.017734438,101.713760542,-0.692907925,49.524365031,52.189395511
35.866666667,13.820882331,9.310332581,1.618893104,0.674751392,0.003272502,-0.018167913,13.824421089,9.291876629,1.619344657,0.674962009,0.003242289,-0.018023501,101.640345040,-0.701653980,49.470837943,52.169507098
35.900000000,13.819698005,9.332786385,1.618282583,0.674332095,0.003343248,-0.018457878,13.823227237,9.314336880,1.618739000,0.674546448,0.003313216,-0.018313239,101.565848987,-0.710434437,49.416704422,52.149144566
35.933333333,13.818525805,9.355226718,1.617662386,0.673905461,0.003413998,-0.018748540,13.822045401,9.336783783,1.618123673,0.674123538,0.003384148,-0.018603668,101.490276129,-0.719249845,49.361965285,52.128310844
35.966666667,13.817365943,9.377653342,1.617032488,0.673471509,0.003484755,-0.019039916,13.820875792,9.359217097,1.617498653,0.673693300,0.003455085,-0.018894802,101.413630270,-0.728100754,49.306621378,52.107008892
36.000000000,13.816218630,9.400066019,1.616392865,0.673030262,0.003555519,-0.019332021,13.819718623,9.381636585,1.616863916,0.673255756,0.003526030,-0.019186657,101.335915277,-0.736987711,49.250673579,52.085241698
36.033333333,13.815084077,9.422464509,1.615743493,0.672581742,0.003626293,-0.019624870,13.818574103,9.404042007,1.616219439,0.672810927,0.003596984,-0.019479249,101.257135076,-0.745911267,49.194122795,52.063012282
36.066666667,13.813962494,9.444848575,1.615084347,0.672125970,0.003697078,-0.019918480,13.817442444,9.426433125,1.615565195,0.672358835,0.003667948,-0.019772593,101.177293656,-0.754871968,49.136969966,52.040323690
36.100000000,13.812854090,9.467217979,1.614415401,0.671662969,0.003767874,-0.020212865,13.816323855,9.448809702,1.614901161,0.671899503,0.003738924,-0.020066705,101.096395062,-0.763870364,49.079216062,52.017179000
36.133333333,13.811759076,9.489572483,1.613736630,0.671192763,0.003838684,-0.020508040,13.815218547,9.471171500,1.614227310,0.671432954,0.003809913,-0.020361599,101.014443404,-0.772907001,49.020862085,51.993581319
36.166666667,13.810677659,9.511911852,1.613048005,0.670715374,0.003909510,-0.020804022,13.814126728,9.493518282,1.613543615,0.670959210,0.003880917,-0.020657292,100.931442851,-0.781982426,48.961909067,51.969533784
36.200000000,13.809610049,9.534235848,1.612349501,0.670230827,0.003980351,-0.021100826,13.813048608,9.515849812,1.612850050,0.670478295,0.003951937,-0.020953799,100.847397634,-0.791097187,48.902358073,51.945039561
36.233333333,13.808556454,9.556544235,1.611641090,0.669739146,0.004051211,-0.021398467,13.811984394,9.538165853,1.612146588,0.669990234,0.004022975,-0.021251136,100.762312042,-0.800251828,48.842210197,51.920101845
36.266666667,13.807517081,9.578836778,1.610922744,0.669240355,0.004122090,-0.021696960,13.810934296,9.560466170,1.611433200,0.669495050,0.004094032,-0.021549317,100.676190429,-0.809446896,48.781466568,51.894723861
36.300000000,13.806492137,9.601113242,1.610194433,0.668734479,0.004192989,-0.021996322,13.809898520,9.582750527,1.610709858,0.668992769,0.004165109,-0.021848359,100.589037208,-0.818682935,48.720128345,51.868908863
36.333333333,13.805481830,9.623373392,1.609456129,0.668221544,0.004263910,-0.022296567,13.808877273,9.605018689,1.609976534,0.668483415,0.004236208,-0.022148276,100.500856853,-0.827960488,48.658196718,51.842660135
36.366666667,13.804486366,9.645616994,1.608707801,0.667701576,0.004334855,-0.022597710,13.807870763,9.627270423,1.609233197,0.667967015,0.004307330,-0.022449084,100.411653902,-0.837280100,48.595672912,51.815980990
36.400000000,13.803505950,9.667843814,1.607949421,0.667174600,0.004405825,-0.022899768,13.806879195,9.649505493,1.608479818,0.667443594,0.004378477,-0.022750799,100.321432950,-0.846642313,48.532558180,51.788874770
36.433333333,13.802540789,9.690053619,1.607180957,0.666640644,0.004476820,-0.023202756,13.805902776,9.671723667,1.607716367,0.666913179,0.004449650,-0.023053435,100.230198658,-0.856047669,48.468853812,51.761344846
36.466666667,13.801591087,9.712246175,1.606402377,0.666099734,0.004547844,-0.023506688,13.804941710,9.693924712,1.606942811,0.666375796,0.004520850,-0.023357009,100.137955746,-0.865496708,48.404561126,51.733394620
36.500000000,13.800657048,9.734421251,1.605613650,0.665551898,0.004618896,-0.023811581,13.803996203,9.716108394,1.606159121,0.665831473,0.004592079,-0.023661535,100.044708997,-0.874989971,48.339681478,51.705027520
36.533333333,13.799738878,9.756578615,1.604814744,0.664997163,0.004689978,-0.024117449,13.803066459,9.738274482,1.605365263,0.665280237,0.004663338,-0.023967029,99.950463257,-0.884527996,48.274216252,51.676247005
36.566666667,13.798836779,9.778718034,1.604005627,0.664435557,0.004761091,-0.024424307,13.802152683,9.760422744,1.604561205,0.664722116,0.004734629,-0.024273506,99.855223430,-0.894111321,48.208166867,51.647056563
36.600000000,13.797950956,9.800839279,1.603186263,0.663867110,0.004832237,-0.024732172,13.801255077,9.782552949,1.603746915,0.664157138,0.004805952,-0.024580981,99.758994487,-0.903740483,48.141534776,51.617459711
36.633333333,13.797081610,9.822942119,1.602356621,0.663291850,0.004903417,-0.025041059,13.800373845,9.804664867,1.602922358,0.663585333,0.004877309,-0.024889471,99.661781459,-0.913416018,48.074321465,51.587459994
36.666666667,13.796228944,9.845026323,1.601516665,0.662709807,0.004974632,-0.025350982,13.799509190,9.826758267,1.602087502,0.663006729,0.004948701,-0.025198989,99.563589438,-0.923138459,48.006528452,51.557060986
36.700000000,13.795393160,9.867091664,1.600666362,0.662121010,0.005045884,-0.025661957,13.798661314,9.848832920,1.601242310,0.662421357,0.005020130,-0.025509551,99.464423582,-0.932908339,47.938157292,51.526266290
36.733333333,13.794574460,9.889137911,1.599805674,0.661525489,0.005117173,-0.025973998,13.797830418,9.870888597,1.600386748,0.661829245,0.005091596,-0.025821173,99.364289109,-0.942726191,47.869209571,51.495079537
36.766666667,13.793773043,9.911164836,1.598934567,0.660923276,0.005188502,-0.026287122,13.797016704,9.892925069,1.599520781,0.661230425,0.005163102,-0.026133870,99.263191300,-0.952592544,47.799686912,51.463504388
36.800000000,13.792989112,9.933172213,1.598053005,0.660314401,0.005259870,-0.026601344,13.796220373,9.914942108,1.598644372,0.660624927,0.005234648,-0.026447656,99.161135500,-0.962507926,47.729590970,51.431544530
36.833333333,13.792222866,9.955159813,1.597160950,0.659698895,0.005331280,-0.026916678,13.795441624,9.936939488,1.597757485,0.660012783,0.005306235,-0.026762547,99.058127117,-0.972472864,47.658923436,51.399203681
36.866666667,13.791474504,9.977127410,1.596258366,0.659076791,0.005402733,-0.027233139,13.794680659,9.958916980,1.596860083,0.659394023,0.005377865,-0.027078558,98.954171621,-0.982487882,47.587686037,51.366485584
36.900000000,13.790744225,9.999074778,1.595345213,0.658448120,0.005474229,-0.027550743,13.793937675,9.980874359,1.595952128,0.658768681,0.005449539,-0.027395705,98.849274545,-0.992553505,47.515880532,51.333394013
36.933333333,13.790032228,10.021001692,1.594421455,0.657812916,0.005545770,-0.027869505,13.793212873,10.002811399,1.595033582,0.658136788,0.005521258,-0.027714001,98.743441489,-1.002670253,47.443508720,51.299932769
36.966666667,13.789338711,10.042907926,1.593487052,0.657171210,0.005617357,-0.028189439,13.792506451,10.024727875,1.594104406,0.657498377,0.005593024,-0.028033463,98.636678111,-1.012838645,47.370572432,51.266105680
37.000000000,13.788663872,10.064793256,1.592541965,0.656523038,0.005688992,-0.028510561,13.791818606,10.046623562,1.593164562,0.656853482,0.005664837,-0.028354105,98.528990138,-1.023059197,47.297073536,51.231916602
37.033333333,13.788007908,10.086657459,1.591586153,0.655868432,0.005760674,-0.028832886,13.791149535,10.068498236,1.592214009,0.656202136,0.005736698,-0.028675942,98.420383358,-1.033332425,47.223013938,51.197369420
37.066666667,13.787371015,10.108500312,1.590619578,0.655207426,0.005832407,-0.029156428,13.790499437,10.090351674,1.591252709,0.655544373,0.005808609,-0.028998989,98.310863623,-1.043658841,47.148395578,51.162468045
37.100000000,13.786753390,10.130321591,1.589642197,0.654540056,0.005904189,-0.029481202,13.789868507,10.112183654,1.590280619,0.654880228,0.005880571,-0.029323261,98.200436850,-1.054038954,47.073220436,51.127216414
37.133333333,13.786155228,10.152121075,1.588653969,0.653866357,0.005976023,-0.029807223,13.789256942,10.133993952,1.589297699,0.654209736,0.005952585,-0.029648772,98.089109019,-1.064473272,46.997490525,51.091618494
37.166666667,13.785576724,10.173898543,1.587654854,0.653186364,0.006047910,-0.030134506,13.788664936,10.155782348,1.588303908,0.653532931,0.006024652,-0.029975539,97.976886177,-1.074962299,46.921207899,51.055678278
37.200000000,13.785018073,10.195653775,1.586644808,0.652500113,0.006119850,-0.030463065,13.788092686,10.177548621,1.587299203,0.652849850,0.006096772,-0.030303574,97.863774433,-1.085506535,46.844374649,51.019399784
37.233333333,13.784479470,10.217386549,1.585623788,0.651807640,0.006191845,-0.030792915,13.787540384,10.199292549,1.586283542,0.652160528,0.006168948,-0.030632893,97.749779962,-1.096106481,46.766992903,50.982787059
37.266666667,13.783961107,10.239096647,1.584591752,0.651108982,0.006263896,-0.031124072,13.787008226,10.221013915,1.585256882,0.651465003,0.006241180,-0.030963510,97.634909004,-1.106762630,46.689064829,50.945844175
37.300000000,13.783463178,10.260783851,1.583548655,0.650404176,0.006336003,-0.031456548,13.786496405,10.242712498,1.584219179,0.650763310,0.006313469,-0.031295441,97.519167862,-1.117475475,46.610592632,50.908575230
37.333333333,13.782985876,10.282447941,1.582494454,0.649693260,0.006408168,-0.031790359,13.786005114,10.264388081,1.583170390,0.650055489,0.006385816,-0.031628699,97.402562907,-1.128245506,46.531578558,50.870984349
37.366666667,13.782529392,10.304088701,1.581429103,0.648976272,0.006480391,-0.032125519,13.785534545,10.286040445,1.582110469,0.649341575,0.006458222,-0.031963299,97.285100574,-1.139073206,46.452024892,50.833075682
37.400000000,13.782093919,10.325705914,1.580352557,0.648253250,0.006552674,-0.032462043,13.785084890,10.307669374,1.581039372,0.648621608,0.006530688,-0.032299256,97.166787362,-1.149959056,46.371933957,50.794853405
37.433333333,13.781679647,10.347299365,1.579264771,0.647524233,0.006625017,-0.032799944,13.784656340,10.329274652,1.579957053,0.647895627,0.006603215,-0.032636583,97.047629840,-1.160903536,46.291308120,50.756321720
37.466666667,13.781286766,10.368868837,1.578165699,0.646789260,0.006697421,-0.033139237,13.784249087,10.350856062,1.578863466,0.647163669,0.006675804,-0.032975295,96.927634637,-1.171907117,46.210149785,50.717484852
37.500000000,13.780915468,10.390414116,1.577055294,0.646048372,0.006769888,-0.033479937,13.783863321,10.372413391,1.577758566,0.646425775,0.006748456,-0.033315407,96.806808452,-1.182970270,46.128461400,50.678347053
37.533333333,13.780565941,10.411934989,1.575933508,0.645301607,0.006842418,-0.033822056,13.783499232,10.393946423,1.576642305,0.645681985,0.006821171,-0.033656931,96.685158050,-1.194093458,46.046245452,50.638912598
37.566666667,13.780238375,10.433431241,1.574800295,0.644549008,0.006915011,-0.034165610,13.783157008,10.415454945,1.575514635,0.644932338,0.006893951,-0.033999883,96.562690259,-1.205277143,45.963504471,50.599185788
37.600000000,13.779932957,10.454902662,1.573655606,0.643790613,0.006987669,-0.034510611,13.782836840,10.436938745,1.574375510,0.644176876,0.006966796,-0.034344276,96.439411977,-1.216521779,45.880241029,50.559170947
37.633333333,13.779649876,10.476349038,1.572499392,0.643026466,0.007060392,-0.034857074,13.782538914,10.458397610,1.573224880,0.643415640,0.007039707,-0.034690123,96.315330167,-1.227827817,45.796457743,50.518872424
37.666666667,13.779389319,10.497770159,1.571331606,0.642256608,0.007133182,-0.035205013,13.782263420,10.479831329,1.572062697,0.642648671,0.007112686,-0.035037440,96.190451858,-1.239195703,45.712157269,50.478294589
37.700000000,13.779151474,10.519165814,1.570152196,0.641481080,0.007206038,-0.035554440,13.782010543,10.501239692,1.570888912,0.641876011,0.007185731,-0.035386239,96.064784147,-1.250625877,45.627342311,50.437441837
37.733333333,13.778936526,10.540535795,1.568961114,0.640699927,0.007278962,-0.035905370,13.781780471,10.522622488,1.569703475,0.641097704,0.007258846,-0.035736534,95.938334199,-1.262118773,45.542015613,50.396318586
37.766666667,13.778744660,10.561879892,1.567758309,0.639913190,0.007351955,-0.036257816,13.781573390,10.543979509,1.568506336,0.640313791,0.007332029,-0.036088338,95.811109243,-1.273674820,45.456179967,50.354929276
37.800000000,13.778576063,10.583197897,1.566543731,0.639120913,0.007425016,-0.036611791,13.781389485,10.565310545,1.567297445,0.639524316,0.007405282,-0.036441665,95.683116578,-1.285294442,45.369838209,50.313278369
37.833333333,13.778430920,10.604489604,1.565317328,0.638323141,0.007498147,-0.036967309,13.781228942,10.586615391,1.566076750,0.638729323,0.007478606,-0.036796528,95.554363570,-1.296978054,45.282993219,50.271370351
37.866666667,13.778309413,10.625754805,1.564079049,0.637519917,0.007571348,-0.037324382,13.781091944,10.607893838,1.564844200,0.637928855,0.007552001,-0.037152940,95.424857652,-1.308726068,45.195647926,50.229209726
37.900000000,13.778211727,10.646993295,1.562828841,0.636711288,0.007644620,-0.037683023,13.780978677,10.629145681,1.563599744,0.637122959,0.007625468,-0.037510914,95.294606325,-1.320538887,45.107805304,50.186801021
37.933333333,13.778138044,10.668204869,1.561566652,0.635897296,0.007717963,-0.038043246,13.780889322,10.650370715,1.562343328,0.636311678,0.007699007,-0.037870463,95.163617158,-1.332416907,45.019468373,50.144148785
37.966666667,13.778088548,10.689389323,1.560292429,0.635077990,0.007791379,-0.038405062,13.780824063,10.671568734,1.561074901,0.635495058,0.007772619,-0.038231600,95.031897789,-1.344360519,44.930640204,50.101257585
38.000000000,13.778063420,10.710546454,1.559006119,0.634253414,0.007864867,-0.038768484,13.780783082,10.692739536,1.559794409,0.634673145,0.007846305,-0.038594337,94.899455923,-1.356370105,44.841323914,50.058132009
38.033333333,13.778062841,10.731676060,1.557707668,0.633423615,0.007938427,-0.039133526,13.780766562,10.713882918,1.558501799,0.633845985,0.007920064,-0.038958687,94.766299334,-1.368446039,44.751522668,50.014776665
38.066666667,13.778086992,10.752777938,1.556397022,0.632588641,0.008012062,-0.039500198,13.780774682,10.734998678,1.557197016,0.633013626,0.007993898,-0.039324662,94.632435864,-1.380588689,44.661239684,49.971196180
38.100000000,13.778136053,10.773851888,1.555074126,0.631748538,0.008085770,-0.039868513,13.780807623,10.756086614,1.555880006,0.632176114,0.008067808,-0.039692273,94.497873425,-1.392798413,44.570478225,49.927395200
38.133333333,13.778210205,10.794897710,1.553738926,0.630903356,0.008159552,-0.040238483,13.780865566,10.777146526,1.554550715,0.631333497,0.008141792,-0.040061535,94.362619996,-1.405075562,44.479241610,49.883378387
38.166666667,13.778309625,10.815915205,1.552391366,0.630053141,0.008233409,-0.040610120,13.780948690,10.798178214,1.553209087,0.630485823,0.008215852,-0.040432457,94.226683628,-1.417420477,44.387533205,49.839150423
38.200000000,13.778434493,10.836904175,1.551031389,0.629197943,0.008307341,-0.040983435,13.781057174,10.819181481,1.551855066,0.629633141,0.008289989,-0.040805052,94.090072438,-1.429833490,44.295356430,49.794716007
38.233333333,13.778584986,10.857864421,1.549658941,0.628337811,0.008381348,-0.041358439,13.781191195,10.840156128,1.550488598,0.628775500,0.008364202,-0.041179331,93.952794613,-1.442314925,44.202714758,49.750079855
38.266666667,13.778761282,10.878795749,1.548273965,0.627472795,0.008455431,-0.041735145,13.781350933,10.861101959,1.549109625,0.627912950,0.008438492,-0.041555305,93.814858411,-1.454865096,44.109611713,49.705246697
38.300000000,13.778963558,10.899697961,1.546876403,0.626602944,0.008529589,-0.042113562,13.781536562,10.882018777,1.547718090,0.627045539,0.008512859,-0.041932987,93.676272158,-1.467484306,44.016050876,49.660221282
38.333333333,13.779191989,10.920570864,1.545466199,0.625728310,0.008603824,-0.042493702,13.781748261,10.902906386,1.546313938,0.626173319,0.008587304,-0.042312385,93.537044251,-1.480172848,43.922035880,49.615008372
38.366666667,13.779446751,10.941414263,1.544043295,0.624848944,0.008678135,-0.042875575,13.781986206,10.923764594,1.544897109,0.625296340,0.008661826,-0.042693512,93.397183156,-1.492931006,43.827570413,49.569612743
38.400000000,13.779728019,10.962227966,1.542607633,0.623964897,0.008752522,-0.043259192,13.782250570,10.944593206,1.543467547,0.624414654,0.008736426,-0.043076378,93.256697410,-1.505759051,43.732658222,49.524039188
38.433333333,13.780035968,10.983011779,1.541159154,0.623076220,0.008826985,-0.043644563,13.782541530,10.965392029,1.542025193,0.623528312,0.008811104,-0.043460993,93.115595618,-1.518657245,43.637303107,49.478292511
38.466666667,13.780370770,11.003765513,1.539697801,0.622182967,0.008901526,-0.044031697,13.782859259,10.986160873,1.540569990,0.622637367,0.008885860,-0.043847367,92.973886458,-1.531625836,43.541508929,49.432377529
38.500000000,13.780732601,11.024488977,1.538223513,0.621285190,0.008976142,-0.044420605,13.783203931,11.006899547,1.539101877,0.621741871,0.008960694,-0.044235510,92.831578676,-1.544665062,43.445279604,49.386299072
38.533333333,13.781121631,11.045181981,1.536736232,0.620382943,0.009050836,-0.044811296,13.783575718,11.027607860,1.537620796,0.620841877,0.009035607,-0.044625431,92.688681090,-1.557775147,43.348619109,49.340061981
38.566666667,13.781538033,11.065844337,1.535235899,0.619476279,0.009125606,-0.045203779,13.783974794,11.048285624,1.536126687,0.619937438,0.009110597,-0.045017141,92.545202589,-1.570956304,43.251531479,49.293671109
38.600000000,13.781981979,11.086475857,1.533722453,0.618565252,0.009200452,-0.045598064,13.784401329,11.068932651,1.534619492,0.619028610,0.009185666,-0.045410647,92.401152131,-1.584208732,43.154020812,49.247131318
38.633333333,13.782453639,11.107076356,1.532195834,0.617649918,0.009275375,-0.045994158,13.784855495,11.089548754,1.533099148,0.618115445,0.009260813,-0.045805959,92.256538746,-1.597532616,43.056091266,49.200447480
38.666666667,13.782953183,11.127645647,1.530655982,0.616730330,0.009350374,-0.046392071,13.785337463,11.110133748,1.531565598,0.617197999,0.009336038,-0.046203086,92.111371536,-1.610928128,42.957747059,49.153624476
38.700000000,13.783480780,11.148183546,1.529102835,0.615806546,0.009425449,-0.046791810,13.785847402,11.130687446,1.530018779,0.616276328,0.009411340,-0.046602035,91.965659671,-1.624395427,42.858992476,49.106667195
38.733333333,13.784036601,11.168689869,1.527536334,0.614878620,0.009500600,-0.047193383,13.786385481,11.151209665,1.528458630,0.615350487,0.009486721,-0.047002816,91.819412397,-1.637934654,42.759831863,49.059580533
38.766666667,13.784620812,11.189164434,1.525956416,0.613946610,0.009575827,-0.047596798,13.786951870,11.171700222,1.526885092,0.614420532,0.009562178,-0.047405434,91.672639025,-1.651545938,42.660269632,49.012369394
38.800000000,13.785233582,11.209607058,1.524363020,0.613010573,0.009651129,-0.048002062,13.787546736,11.192158934,1.525298101,0.613486520,0.009637713,-0.047809898,91.525348944,-1.665229391,42.560310259,48.965038685
38.833333333,13.785875078,11.230017562,1.522756085,0.612070565,0.009726506,-0.048409182,13.788170246,11.212585621,1.523697598,0.612548509,0.009713325,-0.048216216,91.377551610,-1.678985109,42.459958288,48.917593322
38.866666667,13.786545466,11.250395765,1.521135548,0.611126644,0.009801957,-0.048818164,13.788822568,11.232980103,1.522083519,0.611606556,0.009789013,-0.048624392,91.229256551,-1.692813172,42.359218330,48.870038221
38.900000000,13.787244912,11.270741489,1.519501348,0.610178870,0.009877483,-0.049229015,13.789503868,11.253342199,1.520455802,0.610660719,0.009864778,-0.049034435,91.080473369,-1.706713643,42.258095063,48.822378305
38.933333333,13.787973581,11.291054556,1.517853421,0.609227301,0.009953082,-0.049641741,13.790214310,11.273671732,1.518814386,0.609711056,0.009940618,-0.049446350,90.931211735,-1.720686568,42.156593237,48.774618498
38.966666667,13.788731637,11.311334789,1.516191706,0.608271997,0.010028754,-0.050056347,13.790954061,11.293968526,1.517159208,0.608757628,0.010016533,-0.049860143,90.781481394,-1.734731975,42.054717668,48.726763725
39.000000000,13.789519245,11.331582013,1.514516139,0.607313016,0.010104499,-0.050472838,13.791723284,11.314232403,1.515490205,0.607800493,0.010092523,-0.050275818,90.631292161,-1.748849873,41.952473248,48.678818913
39.033333333,13.790336568,11.351796053,1.512826658,0.606350419,0.010180315,-0.050891219,13.792522142,11.334463188,1.513807314,0.606839711,0.010168586,-0.050693382,90.480653924,-1.763040253,41.849864936,48.630788988
39.066666667,13.791183768,11.371976736,1.511123199,0.605384268,0.010256203,-0.051311495,13.793350800,11.354660709,1.512110473,0.605875343,0.010244724,-0.051112838,90.329576643,-1.777303088,41.746897768,48.582678875
39.100000000,13.792061008,11.392123889,1.509405700,0.604414622,0.010332161,-0.051733668,13.794209418,11.374824790,1.510399617,0.604907450,0.010320934,-0.051534192,90.178070348,-1.791638328,41.643576852,48.534493497
39.133333333,13.792968448,11.412237340,1.507674096,0.603441545,0.010408189,-0.052157744,13.795098160,11.394955262,1.508674685,0.603936093,0.010397215,-0.051957445,90.026145145,-1.806045905,41.539907370,48.486237775
39.166666667,13.793906250,11.432316920,1.505928326,0.602465097,0.010484286,-0.052583725,13.796017185,11.415051952,1.506935612,0.602961335,0.010473568,-0.052382603,89.873811208,-1.820525730,41.435894584,48.437916624
39.200000000,13.794874573,11.452362458,1.504168324,0.601485342,0.010560451,-0.053011613,13.796966654,11.435114691,1.505182335,0.601983236,0.010549992,-0.052809667,89.721078785,-1.835077693,41.331543829,48.389534956
39.233333333,13.795873576,11.472373787,1.502394027,0.600502343,0.010636682,-0.053441411,13.797946728,11.455143311,1.503414790,0.601001861,0.010626485,-0.053238641,89.567958195,-1.849701660,41.226860520,48.341097675
39.266666667,13.796903419,11.492350740,1.500605373,0.599516163,0.010712980,-0.053873121,13.798957564,11.475137643,1.501632914,0.600017273,0.010703046,-0.053669526,89.414459832,-1.864397477,41.121850151,48.292609680
39.300000000,13.797964260,11.512293150,1.498802296,0.598526866,0.010789343,-0.054306743,13.799999322,11.495097520,1.499836642,0.599029535,0.010779675,-0.054102323,89.260594157,-1.879164967,41.016518296,48.244075860
39.333333333,13.799056255,11.532200852,1.496984733,0.597534516,0.010865770,-0.054742279,13.801072159,11.515022778,1.498025912,0.598038711,0.010856370,-0.054537034,89.106371707,-1.894003926,40.910870611,48.195501096
39.366666667,13.800179562,11.552073683,1.495152621,0.596539180,0.010942259,-0.055179729,13.802176232,11.534913253,1.496200659,0.597044867,0.010933131,-0.054973660,88.951803090,-1.908914130,40.804912833,48.146890257
39.400000000,13.801334337,11.571911480,1.493305895,0.595540921,0.011018810,-0.055619093,13.803311698,11.554768780,1.494360820,0.596048067,0.011009956,-0.055412200,88.796898986,-1.923895329,40.698650784,48.098248203
39.433333333,13.802520734,11.591714081,1.491444493,0.594539806,0.011095422,-0.056060369,13.804478713,11.574589197,1.492506331,0.595048378,0.011086844,-0.055852653,88.641670147,-1.938947246,40.592090369,48.049579777
39.466666667,13.803738910,11.611481326,1.489568349,0.593535902,0.011172092,-0.056503557,13.805677430,11.594374344,1.490637127,0.594045865,0.011163793,-0.056295019,88.486127395,-1.954069580,40.485237581,48.000889813
39.500000000,13.804989017,11.631213055,1.487677401,0.592529276,0.011248820,-0.056948655,13.806908006,11.614124061,1.488753146,0.593040594,0.011240803,-0.056739297,88.330281627,-1.969262003,40.378098499,47.952183127
39.533333333,13.806271209,11.650909110,1.485771584,0.591519994,0.011325603,-0.057395660,13.808170593,11.633838189,1.486854323,0.592032634,0.011317872,-0.057185483,88.174143809,-1.984524160,40.270679289,47.903464520
39.566666667,13.807585639,11.670569334,1.483850836,0.590508124,0.011402442,-0.057844569,13.809465345,11.653516570,1.484940595,0.591022052,0.011394998,-0.057633576,88.017724981,-1.999855667,40.162986208,47.854738773
39.600000000,13.808932458,11.690193571,1.481915093,0.589493735,0.011479333,-0.058295379,13.810792414,11.673159048,1.483011899,0.590008916,0.011472180,-0.058083571,87.861036252,-2.015256113,40.055025601,47.806010651
39.633333333,13.810311819,11.709781666,1.479964291,0.588476896,0.011556276,-0.058748084,13.812151951,11.692765468,1.481068170,0.588993293,0.011549417,-0.058535466,87.704088804,-2.030725057,39.946803907,47.757284897
39.666666667,13.811723872,11.729333466,1.477998368,0.587457676,0.011633268,-0.059202681,13.813544109,11.712335675,1.479109347,0.587975255,0.011626705,-0.058989255,87.546893891,-2.046262030,39.838327657,47.708566234
39.700000000,13.813168766,11.748848819,1.476017260,0.586436144,0.011710308,-0.059659164,13.814969036,11.731869516,1.477135366,0.586954869,0.011704045,-0.059444932,87.389462836,-2.061866531,39.729603475,47.659859362
