t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,T1_plan,T2_plan
0.000000000,0.000000014,-0.000000001,-0.000000000,0.100000000,0.000000000,-0.000000000,0.000000014,-0.000000001,-0.000000000,0.100000000,0.000000000,-0.000000000,15.188342793,-1.104529269,5.470076648,9.718266145
0.033333333,0.003333584,-0.000000020,-0.000036257,0.100021336,0.000001930,-0.002134356,0.003333691,-0.000000017,-0.000034794,0.100020304,0.000002031,-0.002064632,15.223741430,-1.138615911,5.422224733,9.801516697
0.066666667,0.006668574,-0.000000151,-0.000141074,0.100085108,0.000007360,-0.004115316,0.006668389,-0.000000130,-0.000137234,0.100060897,0.000007874,-0.004059590,15.297471490,-1.129748564,5.476142352,9.821329138
0.100000000,0.010006392,-0.000000507,-0.000309472,0.100190964,0.000015858,-0.005950811,0.010005159,-0.000000441,-0.000303723,0.100143911,0.000017131,-0.005909109,15.377050465,-1.119824021,5.535017501,9.842032965
0.133333333,0.013348435,-0.000001198,-0.000536726,0.100338554,0.000027033,-0.007648299,0.013345408,-0.000001050,-0.000529536,0.100268979,0.000029364,-0.007620632,15.462427901,-1.108869131,5.598773315,9.863654587
0.166666667,0.016696089,-0.000002331,-0.000818356,0.100527529,0.000040527,-0.009214815,0.016690534,-0.000002057,-0.000810192,0.100435736,0.000044176,-0.009201167,15.553553262,-1.096920625,5.667313890,9.886239372
0.200000000,0.020050727,-0.000004016,-0.001150106,0.100757539,0.000056018,-0.010657015,0.020041917,-0.000003563,-0.001141437,0.100643821,0.000061203,-0.010657339,15.650375979,-1.084023765,5.740526903,9.909849076
0.233333333,0.023413710,-0.000006357,-0.001527940,0.101028238,0.000073213,-0.011981214,0.023400932,-0.000005669,-0.001519231,0.100892876,0.000080118,-0.011995424,15.752845488,-1.070231024,5.818286160,9.934559328
0.266666667,0.026786390,-0.000009461,-0.001948024,0.101339281,0.000091847,-0.013193425,0.026768936,-0.000008474,-0.001939739,0.101182543,0.000100623,-0.013221391,15.860911261,-1.055600811,5.900454071,9.960457190
0.300000000,0.030170106,-0.000013429,-0.002406723,0.101690322,0.000111680,-0.014299381,0.030147278,-0.000012079,-0.002399318,0.101512469,0.000122447,-0.014340929,15.974522832,-1.040196247,5.986884019,9.987638813
0.333333333,0.033566184,-0.000018365,-0.002900587,0.102081020,0.000132492,-0.015304570,0.033537294,-0.000016583,-0.002894514,0.101882303,0.000145345,-0.015359479,16.093629815,-1.024083997,6.077422605,10.016207210
0.366666667,0.036975941,-0.000024370,-0.003426344,0.102511033,0.000154088,-0.016214250,0.036940307,-0.000022084,-0.003422047,0.102291693,0.000169095,-0.016282250,16.218181924,-1.007333183,6.171911765,10.046270159
0.400000000,0.040400681,-0.000031542,-0.003980896,0.102980021,0.000176290,-0.017033468,0.040357631,-0.000028680,-0.003978809,0.102740293,0.000193496,-0.017114244,16.348128985,-0.990014358,6.270190726,10.077938259
0.433333333,0.043841697,-0.000039980,-0.004561310,0.103487643,0.000198938,-0.017767079,0.043790565,-0.000036471,-0.004561855,0.103227757,0.000218368,-0.017860272,16.483420943,-0.972198583,6.372097812,10.111323130
0.466666667,0.047300271,-0.000049780,-0.005164809,0.104033564,0.000221886,-0.018419756,0.047240400,-0.000045551,-0.005168399,0.103753742,0.000243548,-0.018524964,16.624007876,-0.953956568,6.477472076,10.146535801
0.500000000,0.050777673,-0.000061040,-0.005788772,0.104617445,0.000245006,-0.018996000,0.050708412,-0.000056018,-0.005795803,0.104317905,0.000268888,-0.019112783,16.769839998,-0.935357928,6.586154753,10.183685245
0.533333333,0.054275163,-0.000073852,-0.006430723,0.105238952,0.000268180,-0.019500149,0.054195869,-0.000067967,-0.006441579,0.104919906,0.000294258,-0.019628034,16.920867663,-0.916470507,6.697990549,10.222877115
0.566666667,0.057793987,-0.000088309,-0.007088330,0.105897750,0.000291304,-0.019936388,0.057704024,-0.000081493,-0.007103376,0.105559406,0.000319540,-0.020074867,17.077041370,-0.897359813,6.812828737,10.264212633
0.600000000,0.061335384,-0.000104504,-0.007759397,0.106593506,0.000314285,-0.020308747,0.061234121,-0.000096688,-0.007778983,0.106236068,0.000344629,-0.020457290,17.238311764,-0.878088528,6.930524097,10.307787667
0.633333333,0.064900576,-0.000122527,-0.008441860,0.107325888,0.000337040,-0.020621113,0.064787393,-0.000113647,-0.008466316,0.106949556,0.000369431,-0.020779164,17.404629639,-0.858716118,7.050937670,10.353691969
0.666666667,0.068490780,-0.000142467,-0.009133781,0.108094564,0.000359495,-0.020877227,0.068365060,-0.000132460,-0.009163421,0.107699535,0.000393865,-0.021044216,17.575945939,-0.839298516,7.173937361,10.402008578
0.700000000,0.072107198,-0.000164411,-0.009833347,0.108899204,0.000381584,-0.021080689,0.071968331,-0.000153218,-0.009868464,0.108485673,0.000417857,-0.021256031,17.752211755,-0.819887894,7.299398389,10.452813366
0.733333333,0.075751022,-0.000188446,-0.010538859,0.109739480,0.000403251,-0.021234963,0.075598404,-0.000176011,-0.010579728,0.109307637,0.000441344,-0.021418064,17.933378331,-0.800532497,7.427203594,10.506174738
0.766666667,0.079423432,-0.000214658,-0.011248736,0.110615062,0.000424445,-0.021343370,0.079256468,-0.000200928,-0.011295611,0.110165097,0.000464270,-0.021533635,18.119397059,-0.781276559,7.557243608,10.562153451
0.800000000,0.083125599,-0.000243129,-0.011961500,0.111525623,0.000445123,-0.021409101,0.082943697,-0.000228056,-0.012014617,0.111057722,0.000486587,-0.021605931,18.310219478,-0.762160267,7.689416919,10.620802560
0.833333333,0.086858681,-0.000273944,-0.012675782,0.112470838,0.000465246,-0.021435207,0.086661258,-0.000257481,-0.012735354,0.111985185,0.000508255,-0.021638008,18.505797278,-0.743219785,7.823629822,10.682167456
0.866666667,0.090623827,-0.000307184,-0.013390309,0.113450379,0.000484784,-0.021424609,0.090410302,-0.000289288,-0.013456533,0.112947157,0.000529239,-0.021632794,18.706082294,-0.724487329,7.959796283,10.746286011
0.900000000,0.094422172,-0.000342928,-0.014103905,0.114463923,0.000503708,-0.021380092,0.094191974,-0.000323561,-0.014176956,0.113943312,0.000549511,-0.021593085,18.911026509,-0.705991276,8.097837724,10.813188785
0.933333333,0.098254843,-0.000381255,-0.014815484,0.115511146,0.000521997,-0.021304313,0.098007406,-0.000360383,-0.014895520,0.114973324,0.000569046,-0.021521552,19.120582051,-0.687756308,8.237682741,10.882899310
0.966666667,0.102122955,-0.000422243,-0.015524046,0.116591724,0.000539632,-0.021199800,0.101857718,-0.000399835,-0.015611205,0.116036869,0.000587827,-0.021420736,19.334701193,-0.669803590,8.379266769,10.955434424
1.000000000,0.106027613,-0.000465969,-0.016228675,0.117705336,0.000556598,-0.021068952,0.105744020,-0.000441998,-0.016323078,0.117133624,0.000605838,-0.021293055,19.553336352,-0.652150962,8.522531711,11.030804640
1.033333333,0.109969909,-0.000512508,-0.016928531,0.118851659,0.000572884,-0.020914044,0.109667411,-0.000486950,-0.017030280,0.118263265,0.000623071,-0.021140805,19.776440087,-0.634813146,8.667425532,11.109014555
1.066666667,0.113950927,-0.000561933,-0.017622847,0.120030374,0.000588482,-0.020737230,0.113628980,-0.000534770,-0.017732030,0.119425471,0.000639517,-0.020966160,20.003965103,-0.617801975,8.813901831,11.190063272
1.100000000,0.117971738,-0.000614317,-0.018310929,0.121241162,0.000603387,-0.020540543,0.117629805,-0.000585532,-0.018427615,0.120619920,0.000655173,-0.020771175,20.235864245,-0.601126611,8.961919408,11.273944837
1.133333333,0.122033405,-0.000669732,-0.018992146,0.122483702,0.000617596,-0.020325897,0.121670952,-0.000639313,-0.019116391,0.121846294,0.000670040,-0.020557789,20.472090499,-0.584793783,9.111441821,11.360648679
1.166666667,0.126136976,-0.000728247,-0.019665930,0.123757677,0.000631109,-0.020095097,0.125753477,-0.000696187,-0.019797775,0.123104272,0.000684118,-0.020327830,20.712596995,-0.568808006,9.262436948,11.450160047
1.200000000,0.130283493,-0.000789932,-0.020331771,0.125062770,0.000643928,-0.019849835,0.129878426,-0.000756225,-0.020471243,0.124393536,0.000697413,-0.020083015,20.957337001,-0.553171808,9.414876562,11.542460439
1.233333333,0.134473985,-0.000854854,-0.020989214,0.126398664,0.000656057,-0.019591698,0.134046834,-0.000819498,-0.021136328,0.125713770,0.000709931,-0.019824954,21.206263929,-0.537885945,9.568735917,11.637528012
1.266666667,0.138709471,-0.000923081,-0.021637855,0.127765044,0.000667500,-0.019322168,0.138259725,-0.000886077,-0.021792612,0.127064656,0.000721680,-0.019555156,21.459331329,-0.522949606,9.723993345,11.735337984
1.300000000,0.142990958,-0.000994676,-0.022277338,0.129161595,0.000678264,-0.019042630,0.142518112,-0.000956031,-0.022439730,0.128445879,0.000732670,-0.019275030,21.716492895,-0.508360610,9.880629890,11.835863004
1.333333333,0.147319445,-0.001069705,-0.022907350,0.130588004,0.000688357,-0.018754375,0.146822999,-0.001029425,-0.023077358,0.129857124,0.000742912,-0.018985889,21.977702458,-0.494115586,10.038628948,11.939073511
1.366666667,0.151695919,-0.001148229,-0.023527622,0.132043957,0.000697789,-0.018458602,0.151175378,-0.001106326,-0.023705216,0.131298078,0.000752419,-0.018688956,22.242913995,-0.480210151,10.197975938,12.044938057
1.400000000,0.156121358,-0.001230312,-0.024137922,0.133529143,0.000706569,-0.018156422,0.155576232,-0.001186799,-0.024323065,0.132768427,0.000761205,-0.018385366,22.512081620,-0.466639058,10.358658006,12.153423614
1.433333333,0.160596726,-0.001316012,-0.024738054,0.135043249,0.000714709,-0.017848867,0.160026532,-0.001270907,-0.024930699,0.134267860,0.000769284,-0.018076172,22.785159591,-0.453396350,10.520663739,12.264495852
1.466666667,0.165122982,-0.001405390,-0.025327855,0.136585966,0.000722220,-0.017536889,0.164527239,-0.001358712,-0.025527949,0.135796065,0.000776671,-0.017762347,23.062102307,-0.440475483,10.683982917,12.378119390
1.500000000,0.169701070,-0.001498503,-0.025907192,0.138156984,0.000729115,-0.017221364,0.169079305,-0.001450273,-0.026114675,0.137352731,0.000783382,-0.017444787,23.342864310,-0.427869452,10.848606285,12.494258025
1.533333333,0.174331926,-0.001595408,-0.026475961,0.139755995,0.000735406,-0.016903100,0.173683671,-0.001545651,-0.026690767,0.138937550,0.000789434,-0.017124321,23.627400284,-0.415570892,11.014525349,12.612874935
1.566666667,0.179016475,-0.001696160,-0.027034083,0.141382691,0.000741106,-0.016582839,0.178341266,-0.001644904,-0.027256141,0.140550214,0.000794842,-0.016801707,23.915665057,-0.403572174,11.181732194,12.733932863
1.600000000,0.183755633,-0.001800816,-0.027581504,0.143036764,0.000746230,-0.016261259,0.183053011,-0.001748088,-0.027810736,0.142190413,0.000799625,-0.016477641,24.207613600,-0.391865485,11.350219328,12.857394272
1.633333333,0.188550305,-0.001909426,-0.028118189,0.144717910,0.000750791,-0.015938980,0.187819815,-0.001855258,-0.028354515,0.143857843,0.000803800,-0.016152760,24.503201028,-0.380442907,11.519979538,12.983221489
1.666666667,0.193401384,-0.002022044,-0.028644125,0.146425822,0.000754803,-0.015616568,0.192642580,-0.001966469,-0.028887461,0.145552197,0.000807382,-0.015827645,24.802382601,-0.369296472,11.691005777,13.111376824
1.700000000,0.198309756,-0.002138721,-0.029159318,0.148160198,0.000758280,-0.015294537,0.197522193,-0.002081774,-0.029409575,0.147273170,0.000810391,-0.015502823,25.105113725,-0.358418221,11.863291052,13.241822673
1.733333333,0.203276295,-0.002259506,-0.029663786,0.149920733,0.000761237,-0.014973352,0.202459535,-0.002201224,-0.029920875,0.149020459,0.000812843,-0.015178774,25.411349950,-0.347800247,12.036828346,13.374521604
1.766666667,0.208301866,-0.002384448,-0.030157566,0.151707125,0.000763687,-0.014653433,0.207455475,-0.002324870,-0.030421393,0.150793760,0.000814755,-0.014855930,25.721046974,-0.337434734,12.211610537,13.509436437
1.800000000,0.213387323,-0.002513594,-0.030640706,0.153519074,0.000765645,-0.014335162,0.212510873,-0.002452760,-0.030911177,0.152592772,0.000816145,-0.014534683,26.034160641,-0.327313988,12.387630343,13.646530298
1.833333333,0.218533511,-0.002646991,-0.031113268,0.155356279,0.000767124,-0.014018877,0.217626578,-0.002584942,-0.031390285,0.154417194,0.000817029,-0.014215383,26.350646942,-0.317430465,12.564880269,13.785766672
1.866666667,0.223741263,-0.002784683,-0.031575322,0.157218440,0.000768139,-0.013704883,0.222803429,-0.002721463,-0.031858788,0.156266726,0.000817423,-0.013898345,26.670462015,-0.307776786,12.743352572,13.927109443
1.900000000,0.229011406,-0.002926715,-0.032026949,0.159105259,0.000768704,-0.013393452,0.228042256,-0.002862369,-0.032316766,0.158141068,0.000817345,-0.013583849,26.993562148,-0.298345760,12.923039227,14.070522921
1.933333333,0.234344752,-0.003073129,-0.032468240,0.161016439,0.000768832,-0.013084824,0.233343879,-0.003007703,-0.032764307,0.160039922,0.000816810,-0.013272142,27.319903777,-0.289130391,13.103931906,14.215971871
1.966666667,0.239742108,-0.003223967,-0.032899292,0.162951682,0.000768536,-0.012779211,0.238709107,-0.003157508,-0.033201510,0.161962992,0.000815834,-0.012963446,27.649443488,-0.280123886,13.286021964,14.363421524
2.000000000,0.245204268,-0.003379269,-0.033320207,0.164910694,0.000767830,-0.012476799,0.244138739,-0.003311826,-0.033628476,0.163909981,0.000814432,-0.012657951,27.982138015,-0.271319663,13.469300426,14.512837590
2.033333333,0.250732017,-0.003539075,-0.033731096,0.166893180,0.000766727,-0.012177749,0.249633567,-0.003470698,-0.034045316,0.165880594,0.000812619,-0.012355826,28.317944244,-0.262711353,13.653757982,14.664186262
2.066666667,0.256326131,-0.003703424,-0.034132073,0.168898846,0.000765238,-0.011882200,0.255194371,-0.003634162,-0.034452144,0.167874537,0.000810410,-0.012057216,28.656819210,-0.254292800,13.839384989,14.817434221
2.100000000,0.261987376,-0.003872351,-0.034523257,0.170927399,0.000763377,-0.011590273,0.260821920,-0.003802257,-0.034849080,0.169891516,0.000807820,-0.011762244,28.998720100,-0.246058062,14.026171469,14.972548631
2.133333333,0.267716508,-0.004045894,-0.034904771,0.172978549,0.000761156,-0.011302067,0.266516977,-0.003975020,-0.035236247,0.171931240,0.000804861,-0.011471016,29.343604253,-0.238001405,14.214107117,15.129497136
2.166666667,0.273514274,-0.004224087,-0.035276739,0.175052003,0.000758586,-0.011017666,0.272280291,-0.004152487,-0.035613771,0.173993416,0.000801548,-0.011183619,29.691429158,-0.230117302,14.403181306,15.288247851
2.200000000,0.279381409,-0.004406963,-0.035639291,0.177147473,0.000755678,-0.010737138,0.278112605,-0.004334691,-0.035981780,0.176077756,0.000797893,-0.010900125,30.042152457,-0.222400428,14.593383098,15.448769359
2.233333333,0.285318642,-0.004594556,-0.035992555,0.179264670,0.000752445,-0.010460536,0.284014652,-0.004521667,-0.036340407,0.178183969,0.000793909,-0.010620589,30.395731944,-0.214845654,14.784701252,15.611030692
2.266666667,0.291326689,-0.004786896,-0.036336665,0.181403307,0.000748896,-0.010187902,0.289987152,-0.004713447,-0.036689783,0.180311767,0.000789608,-0.010345056,30.752125568,-0.207448044,14.977124238,15.775001329
2.300000000,0.297406261,-0.004984015,-0.036671752,0.183563095,0.000745042,-0.009919265,0.296030819,-0.004910061,-0.037030043,0.182460864,0.000785003,-0.010073557,31.111291428,-0.200202842,15.170640249,15.940651179
2.333333333,0.303558054,-0.005185941,-0.036997950,0.185743751,0.000740894,-0.009654642,0.302146357,-0.005111540,-0.037361321,0.184630973,0.000780103,-0.009806113,31.473187777,-0.193105474,15.365237209,16.107950569
2.366666667,0.309782758,-0.005392703,-0.037315393,0.187944989,0.000736461,-0.009394044,0.308334460,-0.005317913,-0.037683752,0.186821808,0.000774922,-0.009542734,31.837773024,-0.186151534,15.560902793,16.276870232
2.400000000,0.316081054,-0.005604328,-0.037624216,0.190166526,0.000731753,-0.009137470,0.314595812,-0.005529207,-0.037997473,0.189033086,0.000769468,-0.009283421,32.205005730,-0.179336784,15.757624435,16.447381295
2.433333333,0.322453612,-0.005820841,-0.037924552,0.192408078,0.000726778,-0.008884912,0.320931087,-0.005745449,-0.038302619,0.191264523,0.000763752,-0.009028169,32.574844609,-0.172657140,15.955389343,16.619455266
2.466666667,0.328901092,-0.006042268,-0.038216535,0.194669365,0.000721547,-0.008636357,0.327340953,-0.005966664,-0.038599324,0.193515838,0.000757784,-0.008776964,32.947248532,-0.166108672,16.154184511,16.793064021
2.500000000,0.335424147,-0.006268633,-0.038500299,0.196950105,0.000716067,-0.008391783,0.333826065,-0.006192876,-0.038887724,0.195786748,0.000751574,-0.008529786,33.322176522,-0.159687594,16.353996733,16.968179789
2.533333333,0.342023419,-0.006499957,-0.038775976,0.199250020,0.000710347,-0.008151164,0.340387071,-0.006424110,-0.039167952,0.198076974,0.000745130,-0.008286608,33.699587759,-0.153390259,16.554812613,17.144775146
2.566666667,0.348699542,-0.006736264,-0.039043696,0.201568829,0.000704395,-0.007914468,0.347024609,-0.006660386,-0.039440141,0.200386237,0.000738461,-0.008047400,34.079441577,-0.147213149,16.756618579,17.322822998
2.600000000,0.355453139,-0.006977573,-0.039303591,0.203906257,0.000698218,-0.007681659,0.353739306,-0.006901727,-0.039704423,0.202714259,0.000731576,-0.007812126,34.461697463,-0.141152877,16.959400892,17.502296571
2.633333333,0.362284826,-0.007223904,-0.039555788,0.206262027,0.000691825,-0.007452697,0.360531784,-0.007148151,-0.039960928,0.205060762,0.000724482,-0.007580745,34.846315064,-0.135206172,17.163145662,17.683169402
2.666666667,0.369195209,-0.007475275,-0.039800417,0.208635862,0.000685221,-0.007227539,0.367402651,-0.007399678,-0.040209785,0.207425470,0.000717187,-0.007353216,35.233254177,-0.129369883,17.367838852,17.865415325
2.700000000,0.376184884,-0.007731705,-0.040037602,0.211027488,0.000678415,-0.007006139,0.374352510,-0.007656326,-0.040451122,0.209808110,0.000709698,-0.007129491,35.622474759,-0.123640964,17.573466294,18.049008465
2.733333333,0.383254439,-0.007993208,-0.040267469,0.213436633,0.000671412,-0.006788448,0.381381952,-0.007918111,-0.040685064,0.212208405,0.000702023,-0.006909521,36.013936920,-0.118016478,17.780013695,18.233923226
2.766666667,0.390404452,-0.008259800,-0.040490140,0.215863022,0.000664219,-0.006574414,0.388491561,-0.008185049,-0.040911737,0.214626084,0.000694169,-0.006693254,36.407600927,-0.112493585,17.987466646,18.420134281
2.800000000,0.397635493,-0.008531496,-0.040705735,0.218306386,0.000656842,-0.006363984,0.395681910,-0.008457154,-0.041131263,0.217060875,0.000686140,-0.006480638,36.803427202,-0.107069542,18.195810636,18.607616566
2.833333333,0.404948122,-0.008808309,-0.040914375,0.220766454,0.000649287,-0.006157103,0.402953565,-0.008734440,-0.041343761,0.219512506,0.000677945,-0.006271617,37.201376323,-0.101741697,18.405031052,18.796345271
2.866666667,0.412342892,-0.009090251,-0.041116177,0.223242955,0.000641560,-0.005953715,0.410307082,-0.009016920,-0.041549352,0.221980708,0.000669588,-0.006066133,37.601409025,-0.096507485,18.615113195,18.986295831
2.900000000,0.419820345,-0.009377332,-0.041311256,0.225735623,0.000633666,-0.005753763,0.417743008,-0.009304604,-0.041748153,0.224465212,0.000661075,-0.005864130,38.003486199,-0.091364426,18.826042280,19.177443918
2.933333333,0.427381015,-0.009669564,-0.041499727,0.228244189,0.000625610,-0.005557189,0.425261882,-0.009597504,-0.041940277,0.226965750,0.000652412,-0.005665549,38.407568891,-0.086310117,19.037803452,19.369765439
2.966666667,0.435025427,-0.009966954,-0.041681699,0.230768387,0.000617397,-0.005363934,0.432864232,-0.009895628,-0.042125839,0.229482055,0.000643603,-0.005470330,38.813618304,-0.081342233,19.250381782,19.563236522
3.000000000,0.442754098,-0.010269511,-0.041857284,0.233307953,0.000609031,-0.005173937,0.440550580,-0.010198984,-0.042304949,0.232013862,0.000634653,-0.005278413,39.221595799,-0.076458521,19.463762283,19.757833516
3.033333333,0.450567534,-0.010577242,-0.042026588,0.235862621,0.000600518,-0.004987141,0.448321437,-0.010507581,-0.042477717,0.234560905,0.000625567,-0.005089738,39.631462890,-0.071656799,19.677929909,19.953532981
3.066666667,0.458466235,-0.010890152,-0.042189718,0.238432129,0.000591862,-0.004803483,0.456177307,-0.010821424,-0.042644249,0.237122922,0.000616350,-0.004904243,40.043181250,-0.066934951,19.892869565,20.150311685
3.100000000,0.466450691,-0.011208248,-0.042346778,0.241016214,0.000583066,-0.004622906,0.464118684,-0.011140519,-0.042804650,0.239699648,0.000607005,-0.004721869,40.456712708,-0.062290927,20.108566111,20.348146598
3.133333333,0.474521383,-0.011531531,-0.042497868,0.243614616,0.000574135,-0.004445347,0.472146054,-0.011464869,-0.042959024,0.242290823,0.000597537,-0.004542555,40.872019250,-0.057722735,20.325004366,20.547014884
3.166666667,0.482678783,-0.011860006,-0.042643088,0.246227074,0.000565072,-0.004270749,0.480259894,-0.011794478,-0.043107472,0.244896187,0.000587948,-0.004366240,41.289063017,-0.053228445,20.542169114,20.746893903
3.200000000,0.490923357,-0.012193675,-0.042782537,0.248853329,0.000555882,-0.004099051,0.488460672,-0.012129348,-0.043250091,0.247515478,0.000578244,-0.004192865,41.707806307,-0.048806183,20.760045109,20.947761198
3.233333333,0.499255560,-0.012532537,-0.042916309,0.251493123,0.000546566,-0.003930194,0.496748848,-0.012469480,-0.043386980,0.250148440,0.000568426,-0.004022368,42.128211577,-0.044454130,20.978617077,21.149594500
3.266666667,0.507675839,-0.012876593,-0.043044499,0.254146199,0.000537130,-0.003764120,0.505124874,-0.012814874,-0.043518234,0.252794814,0.000558499,-0.003854691,42.550241438,-0.040170519,21.197869722,21.352371716
3.300000000,0.516184632,-0.013225842,-0.043167199,0.256812301,0.000527575,-0.003600769,0.513589192,-0.013165529,-0.043643944,0.255454344,0.000548465,-0.003689775,42.973858658,-0.035953632,21.417787730,21.556070928
3.333333333,0.524782370,-0.013580282,-0.043284498,0.259491175,0.000517905,-0.003440085,0.522142237,-0.013521444,-0.043764204,0.258126774,0.000538327,-0.003527562,43.399026164,-0.031801801,21.638355772,21.760670392
3.366666667,0.533469474,-0.013939909,-0.043396484,0.262182566,0.000508123,-0.003282011,0.530784435,-0.013882616,-0.043879100,0.260811850,0.000528088,-0.003367993,43.825707037,-0.027713406,21.859558507,21.966148530
3.400000000,0.542246357,-0.014304719,-0.043503244,0.264886221,0.000498231,-0.003126489,0.539516204,-0.014249041,-0.043988721,0.263509319,0.000517750,-0.003211011,44.253864516,-0.023686870,22.081380586,22.172483930
3.433333333,0.551113426,-0.014674708,-0.043604860,0.267601890,0.000488232,-0.002973465,0.548337951,-0.014620714,-0.044093152,0.266218929,0.000507317,-0.003056561,44.683461997,-0.019720659,22.303806655,22.379655342
3.466666667,0.560071075,-0.015049869,-0.043701417,0.270329319,0.000478128,-0.002822884,0.557250079,-0.014997629,-0.044192477,0.268940427,0.000496789,-0.002904586,45.114463032,-0.015813283,22.526821357,22.587641675
3.500000000,0.569119694,-0.015430195,-0.043792994,0.273068261,0.000467922,-0.002674690,0.566252980,-0.015379779,-0.044286776,0.271673564,0.000486170,-0.002755032,45.546831331,-0.011963291,22.750409337,22.796421994
3.533333333,0.578259663,-0.015815678,-0.043879670,0.275818467,0.000457615,-0.002528831,0.575347038,-0.015767157,-0.044376131,0.274418090,0.000475461,-0.002607844,45.980530760,-0.008169271,22.974555244,23.005975516
3.566666667,0.587491354,-0.016206309,-0.043961522,0.278579688,0.000447210,-0.002385254,0.584532629,-0.016159755,-0.044460617,0.277173757,0.000464664,-0.002462969,46.415525341,-0.004429849,23.199243731,23.216281611
3.600000000,0.596815129,-0.016602079,-0.044038625,0.281351678,0.000436709,-0.002243907,0.593810120,-0.016557562,-0.044540313,0.279940319,0.000453781,-0.002320355,46.851779255,-0.000743687,23.424459460,23.427319795
3.633333333,0.606231345,-0.017002976,-0.044111053,0.284134191,0.000426113,-0.002104740,0.603179872,-0.016960567,-0.044615293,0.282717528,0.000442814,-0.002179950,47.289256838,0.002890516,23.650187105,23.639069734
3.666666667,0.615740350,-0.017408988,-0.044178877,0.286926983,0.000415425,-0.001967701,0.612642235,-0.017368760,-0.044685628,0.285505140,0.000431764,-0.002041703,47.727922584,0.006474031,23.876411351,23.851511232
3.700000000,0.625342482,-0.017820103,-0.044242168,0.289729810,0.000404645,-0.001832743,0.622197554,-0.017782128,-0.044751391,0.288302911,0.000420633,-0.001905564,48.167741142,0.010008092,24.103116901,24.064624241
3.733333333,0.635038072,-0.018236306,-0.044300995,0.292542430,0.000393776,-0.001699815,0.631846163,-0.018200657,-0.044812651,0.291110598,0.000409422,-0.001771485,48.608677321,0.013493903,24.330288473,24.278388847
3.766666667,0.644827445,-0.018657584,-0.044355423,0.295364601,0.000382819,-0.001568872,0.641588390,-0.018624333,-0.044869475,0.293927958,0.000398132,-0.001639417,49.050696083,0.016932637,24.557910805,24.492785278
3.800000000,0.654710914,-0.019083920,-0.044405519,0.298196082,0.000371775,-0.001439866,0.651424554,-0.019053140,-0.044921930,0.296754751,0.000386765,-0.001509313,49.493762551,0.020325438,24.785968656,24.707793895
3.833333333,0.664688788,-0.019515297,-0.044451346,0.301036635,0.000360645,-0.001312751,0.661354966,-0.019487063,-0.044970081,0.299590736,0.000375321,-0.001381126,49.937842001,0.023673420,25.014446807,24.923395193
3.866666667,0.674761366,-0.019951700,-0.044492967,0.303886021,0.000349432,-0.001187483,0.671379930,-0.019926084,-0.045013990,0.302435675,0.000363802,-0.001254811,50.382899868,0.026977668,25.243330066,25.139569802
3.900000000,0.684928939,-0.020393107,-0.044530442,0.306744003,0.000338135,-0.001064016,0.681499740,-0.020370184,-0.045053720,0.305289330,0.000352209,-0.001130323,50.828901744,0.030239244,25.472603264,25.356298480
3.933333333,0.695191791,-0.020839502,-0.044563830,0.309610344,0.000326756,-0.000942309,0.691714685,-0.020819345,-0.045089330,0.308151465,0.000340542,-0.001007619,51.275813377,0.033459178,25.702251263,25.573562115
3.966666667,0.705550197,-0.021290862,-0.044593191,0.312484808,0.000315296,-0.000822318,0.702025045,-0.021273547,-0.045120879,0.311021842,0.000328802,-0.000886654,51.723600673,0.036638480,25.932258952,25.791341721
4.000000000,0.716004427,-0.021747167,-0.044618580,0.315367163,0.000303756,-0.000704002,0.712431090,-0.021732769,-0.045148425,0.313900228,0.000316991,-0.000767388,52.172229692,0.039778131,26.162611252,26.009618440
4.033333333,0.726554739,-0.022208395,-0.044640052,0.318257174,0.000292137,-0.000587320,0.722933086,-0.022196989,-0.045172023,0.316786389,0.000305108,-0.000649780,52.621666655,0.042879091,26.393293118,26.228373537
4.066666667,0.737201387,-0.022674523,-0.044657661,0.321154609,0.000280438,-0.000472232,0.733531289,-0.022666183,-0.045191728,0.319680092,0.000293154,-0.000533787,53.071877936,0.045942295,26.624289535,26.447588401
4.100000000,0.747944615,-0.023145527,-0.044671460,0.324059237,0.000268663,-0.000358699,0.744225948,-0.023140330,-0.045207593,0.322581106,0.000281131,-0.000419371,53.522830069,0.048968656,26.855585526,26.667244543
4.133333333,0.758784662,-0.023621381,-0.044681500,0.326970829,0.000256810,-0.000246682,0.755017303,-0.023619404,-0.045219671,0.325489199,0.000269037,-0.000306494,53.974489743,0.051959065,27.087166150,26.887323593
4.166666667,0.769721755,-0.024102060,-0.044687830,0.329889154,0.000244880,-0.000136145,0.765905588,-0.024103379,-0.045228011,0.328404142,0.000256875,-0.000195116,54.426823804,0.054914392,27.319016502,27.107807301
4.200000000,0.780756118,-0.024587538,-0.044690500,0.332813986,0.000232874,-0.000027050,0.776891030,-0.024592229,-0.045232663,0.331325707,0.000244643,-0.000085201,54.879799255,0.057835487,27.551121718,27.328677537
