t,x,y,psi,u,v,r,tau_u,tau_r,T1_plan,T2_plan,jx,jy
35.533333333,13.833345753,9.085106569,1.624470881,0.678536416,0.002564979,-0.015303250,102.325287028,-0.615650703,49.978699854,52.346587174,0.005830773,-0.006558313
35.566666667,13.832051878,9.107681841,1.623955951,0.678191572,0.002635760,-0.015587088,102.261755114,-0.624111911,49.930662343,52.331092771,0.005820541,-0.006550592
35.600000000,13.830767993,9.130246054,1.623431549,0.677839200,0.002706530,-0.015871467,102.197111641,-0.632602566,49.882012425,52.315099216,0.005810240,-0.006542674
35.633333333,13.829494314,9.152798965,1.622897660,0.677479319,0.002777292,-0.016156406,102.131359818,-0.641123217,49.832750645,52.298609173,0.005799871,-0.006534560
35.666666667,13.828231056,9.175340331,1.622354263,0.677111945,0.002848046,-0.016441918,102.064502908,-0.649674418,49.782877574,52.281625334,0.005789433,-0.006526248
35.700000000,13.826978433,9.197869912,1.621801339,0.676737096,0.002918794,-0.016728020,101.996544237,-0.658256718,49.732393815,52.264150421,0.005778926,-0.006517740
35.733333333,13.825736660,9.220387465,1.621238869,0.676354792,0.002989538,-0.017014726,101.927487190,-0.666870668,49.681300003,52.246187186,0.005768351,-0.006509034
35.766666667,13.824505949,9.242892749,1.620666831,0.675965050,0.003060279,-0.017302054,101.857335212,-0.675516819,49.629596801,52.227738411,0.005757708,-0.006500131
35.800000000,13.823286516,9.265385523,1.620085206,0.675567889,0.003131019,-0.017590017,101.786091808,-0.684195721,49.577284902,52.208806906,0.005746995,-0.006491032
35.833333333,13.822078572,9.287865547,1.619493971,0.675163330,0.003201760,-0.017878632,101.713760542,-0.692907925,49.524365031,52.189395511,0.005736214,-0.006481735
35.866666667,13.820882331,9.310332581,1.618893104,0.674751392,0.003272502,-0.018167913,101.640345040,-0.701653980,49.470837943,52.169507098,0.005725365,-0.006472242
35.900000000,13.819698005,9.332786385,1.618282583,0.674332095,0.003343248,-0.018457878,101.565848987,-0.710434437,49.416704422,52.149144566,0.005714447,-0.006462551
35.933333333,13.818525805,9.355226718,1.617662386,0.673905461,0.003413998,-0.018748540,101.490276129,-0.719249845,49.361965285,52.128310844,0.005703460,-0.006452664
35.966666667,13.817365943,9.377653342,1.617032488,0.673471509,0.003484755,-0.019039916,101.413630270,-0.728100754,49.306621378,52.107008892,0.005692404,-0.006442580
36.000000000,13.816218630,9.400066019,1.616392865,0.673030262,0.003555519,-0.019332021,101.335915277,-0.736987711,49.250673579,52.085241698,0.005681280,-0.006432298
36.033333333,13.815084077,9.422464509,1.615743493,0.672581742,0.003626293,-0.019624870,101.257135076,-0.745911267,49.194122795,52.063012282,0.005670088,-0.006421820
36.066666667,13.813962494,9.444848575,1.615084347,0.672125970,0.003697078,-0.019918480,101.177293656,-0.754871968,49.136969966,52.040323690,0.005658827,-0.006411144
36.100000000,13.812854090,9.467217979,1.614415401,0.671662969,0.003767874,-0.020212865,101.096395062,-0.763870364,49.079216062,52.017179000,0.005647497,-0.006400272
36.133333333,13.811759076,9.489572483,1.613736630,0.671192763,0.003838684,-0.020508040,101.014443404,-0.772907001,49.020862085,51.993581319,0.005636098,-0.006389203
36.166666667,13.810677659,9.511911852,1.613048005,0.670715374,0.003909510,-0.020804022,100.931442851,-0.781982426,48.961909067,51.969533784,0.005624631,-0.006377936
36.200000000,13.809610049,9.534235848,1.612349501,0.670230827,0.003980351,-0.021100826,100.847397634,-0.791097187,48.902358073,51.945039561,0.005613096,-0.006366473
36.233333333,13.808556454,9.556544235,1.611641090,0.669739146,0.004051211,-0.021398467,100.762312042,-0.800251828,48.842210197,51.920101845,0.005601491,-0.006354813
36.266666667,13.807517081,9.578836778,1.610922744,0.669240355,0.004122090,-0.021696960,100.676190429,-0.809446896,48.781466568,51.894723861,0.005589818,-0.006342955
36.300000000,13.806492137,9.601113242,1.610194433,0.668734479,0.004192989,-0.021996322,100.589037208,-0.818682935,48.720128345,51.868908863,0.005578077,-0.006330901
36.333333333,13.805481830,9.623373392,1.609456129,0.668221544,0.004263910,-0.022296567,100.500856853,-0.827960488,48.658196718,51.842660135,0.005566267,-0.006318650
36.366666667,13.804486366,9.645616994,1.608707801,0.667701576,0.004334855,-0.022597710,100.411653902,-0.837280100,48.595672912,51.815980990,0.005554388,-0.006306202
36.400000000,13.803505950,9.667843814,1.607949421,0.667174600,0.004405825,-0.022899768,100.321432950,-0.846642313,48.532558180,51.788874770,0.005542441,-0.006293557
36.433333333,13.802540789,9.690053619,1.607180957,0.666640644,0.004476820,-0.023202756,100.230198658,-0.856047669,48.468853812,51.761344846,0.005530425,-0.006280714
36.466666667,13.801591087,9.712246175,1.606402377,0.666099734,0.004547844,-0.023506688,100.137955746,-0.865496708,48.404561126,51.733394620,0.005518341,-0.006267675
36.500000000,13.800657048,9.734421251,1.605613650,0.665551898,0.004618896,-0.023811581,100.044708997,-0.874989971,48.339681478,51.705027520,0.005506187,-0.006254439
36.533333333,13.799738878,9.756578615,1.604814744,0.664997163,0.004689978,-0.024117449,99.950463257,-0.884527996,48.274216252,51.676247005,0.005493966,-0.006241006
36.566666667,13.798836779,9.778718034,1.604005627,0.664435557,0.004761091,-0.024424307,99.855223430,-0.894111321,48.208166867,51.647056563,0.005481675,-0.006227376
36.600000000,13.797950956,9.800839279,1.603186263,0.663867110,0.004832237,-0.024732172,99.758994487,-0.903740483,48.141534776,51.617459711,0.005469316,-0.006213549
36.633333333,13.797081610,9.822942119,1.602356621,0.663291850,0.004903417,-0.025041059,99.661781459,-0.913416018,48.074321465,51.587459994,0.005456889,-0.006199525
36.666666667,13.796228944,9.845026323,1.601516665,0.662709807,0.004974632,-0.025350982,99.563589438,-0.923138459,48.006528452,51.557060986,0.005444393,-0.006185304
36.700000000,13.795393160,9.867091664,1.600666362,0.662121010,0.005045884,-0.025661957,99.464423582,-0.932908339,47.938157292,51.526266290,0.005431828,-0.006170886
36.733333333,13.794574460,9.889137911,1.599805674,0.661525489,0.005117173,-0.025973998,99.364289109,-0.942726191,47.869209571,51.495079537,0.005419195,-0.006156271
36.766666667,13.793773043,9.911164836,1.598934567,0.660923276,0.005188502,-0.026287122,99.263191300,-0.952592544,47.799686912,51.463504388,0.005406493,-0.006141459
36.800000000,13.792989112,9.933172213,1.598053005,0.660314401,0.005259870,-0.026601344,99.161135500,-0.962507926,47.729590970,51.431544530,0.005393722,-0.006126450
36.833333333,13.792222866,9.955159813,1.597160950,0.659698895,0.005331280,-0.026916678,99.058127117,-0.972472864,47.658923436,51.399203681,0.005380883,-0.006111244
36.866666667,13.791474504,9.977127410,1.596258366,0.659076791,0.005402733,-0.027233139,98.954171621,-0.982487882,47.587686037,51.366485584,0.005367975,-0.006095841
36.900000000,13.790744225,9.999074778,1.595345213,0.658448120,0.005474229,-0.027550743,98.849274545,-0.992553505,47.515880532,51.333394013,0.005354999,-0.006080241
36.933333333,13.790032228,10.021001692,1.594421455,0.657812916,0.005545770,-0.027869505,98.743441489,-1.002670253,47.443508720,51.299932769,0.005341954,-0.006064444
36.966666667,13.789338711,10.042907926,1.593487052,0.657171210,0.005617357,-0.028189439,98.636678111,-1.012838645,47.370572432,51.266105680,0.005328840,-0.006048450
37.000000000,13.788663872,10.064793256,1.592541965,0.656523038,0.005688992,-0.028510561,98.528990138,-1.023059197,47.297073536,51.231916602,0.005315658,-0.006032260
37.033333333,13.788007908,10.086657459,1.591586153,0.655868432,0.005760674,-0.028832886,98.420383358,-1.033332425,47.223013938,51.197369420,0.005302407,-0.006015872
37.066666667,13.787371015,10.108500312,1.590619578,0.655207426,0.005832407,-0.029156428,98.310863623,-1.043658841,47.148395578,51.162468045,0.005289088,-0.005999287
37.100000000,13.786753390,10.130321591,1.589642197,0.654540056,0.005904189,-0.029481202,98.200436850,-1.054038954,47.073220436,51.127216414,0.005275700,-0.005982505
37.133333333,13.786155228,10.152121075,1.588653969,0.653866357,0.005976023,-0.029807223,98.089109019,-1.064473272,46.997490525,51.091618494,0.005262243,-0.005965526
37.166666667,13.785576724,10.173898543,1.587654854,0.653186364,0.006047910,-0.030134506,97.976886177,-1.074962299,46.921207899,51.055678278,0.005248718,-0.005948351
37.200000000,13.785018073,10.195653775,1.586644808,0.652500113,0.006119850,-0.030463065,97.863774433,-1.085506535,46.844374649,51.019399784,0.005235124,-0.005930978
37.233333333,13.784479470,10.217386549,1.585623788,0.651807640,0.006191845,-0.030792915,97.749779962,-1.096106481,46.766992903,50.982787059,0.005221461,-0.005913408
37.266666667,13.783961107,10.239096647,1.584591752,0.651108982,0.006263896,-0.031124072,97.634909004,-1.106762630,46.689064829,50.945844175,0.005207730,-0.005895642
37.300000000,13.783463178,10.260783851,1.583548655,0.650404176,0.006336003,-0.031456548,97.519167862,-1.117475475,46.610592632,50.908575230,0.005193930,-0.005877678
37.333333333,13.782985876,10.282447941,1.582494454,0.649693260,0.006408168,-0.031790359,97.402562907,-1.128245506,46.531578558,50.870984349,0.005180062,-0.005859517
37.366666667,13.782529392,10.304088701,1.581429103,0.648976272,0.006480391,-0.032125519,97.285100574,-1.139073206,46.452024892,50.833075682,0.005166125,-0.005841160
37.400000000,13.782093919,10.325705914,1.580352557,0.648253250,0.006552674,-0.032462043,97.166787362,-1.149959056,46.371933957,50.794853405,0.005152120,-0.005822605
37.433333333,13.781679647,10.347299365,1.579264771,0.647524233,0.006625017,-0.032799944,97.047629840,-1.160903536,46.291308120,50.756321720,0.005138046,-0.005803853
37.466666667,13.781286766,10.368868837,1.578165699,0.646789260,0.006697421,-0.033139237,96.927634637,-1.171907117,46.210149785,50.717484852,0.005123903,-0.005784905
37.500000000,13.780915468,10.390414116,1.577055294,0.646048372,0.006769888,-0.033479937,96.806808452,-1.182970270,46.128461400,50.678347053,0.005109692,-0.005765759
37.533333333,13.780565941,10.411934989,1.575933508,0.645301607,0.006842418,-0.033822056,96.685158050,-1.194093458,46.046245452,50.638912598,0.005095412,-0.005746417
37.566666667,13.780238375,10.433431241,1.574800295,0.644549008,0.006915011,-0.034165610,96.562690259,-1.205277143,45.963504471,50.599185788,0.005081063,-0.005726877
37.600000000,13.779932957,10.454902662,1.573655606,0.643790613,0.006987669,-0.034510611,96.439411977,-1.216521779,45.880241029,50.559170947,0.005066646,-0.005707141
37.633333333,13.779649876,10.476349038,1.572499392,0.643026466,0.007060392,-0.034857074,96.315330167,-1.227827817,45.796457743,50.518872424,0.005052160,-0.005687207
37.666666667,13.779389319,10.497770159,1.571331606,0.642256608,0.007133182,-0.035205013,96.190451858,-1.239195703,45.712157269,50.478294589,0.005037606,-0.005667077
37.700000000,13.779151474,10.519165814,1.570152196,0.641481080,0.007206038,-0.035554440,96.064784147,-1.250625877,45.627342311,50.437441837,0.005022983,-0.005646749
37.733333333,13.778936526,10.540535795,1.568961114,0.640699927,0.007278962,-0.035905370,95.938334199,-1.262118773,45.542015613,50.396318586,0.005008291,-0.005626225
37.766666667,13.778744660,10.561879892,1.567758309,0.639913190,0.007351955,-0.036257816,95.811109243,-1.273674820,45.456179967,50.354929276,0.004993531,-0.005605504
37.800000000,13.778576063,10.583197897,1.566543731,0.639120913,0.007425016,-0.036611791,95.683116578,-1.285294442,45.369838209,50.313278369,0.004978702,-0.005584585
37.833333333,13.778430920,10.604489604,1.565317328,0.638323141,0.007498147,-0.036967309,95.554363570,-1.296978054,45.282993219,50.271370351,0.004963805,-0.005563470
37.866666667,13.778309413,10.625754805,1.564079049,0.637519917,0.007571348,-0.037324382,95.424857652,-1.308726068,45.195647926,50.229209726,0.004948839,-0.005542158
37.900000000,13.778211727,10.646993295,1.562828841,0.636711288,0.007644620,-0.037683023,95.294606325,-1.320538887,45.107805304,50.186801021,0.004933804,-0.005520648
37.933333333,13.778138044,10.668204869,1.561566652,0.635897296,0.007717963,-0.038043246,95.163617158,-1.332416907,45.019468373,50.144148785,0.004918701,-0.005498942
37.966666667,13.778088548,10.689389323,1.560292429,0.635077990,0.007791379,-0.038405062,95.031897789,-1.344360519,44.930640204,50.101257585,0.004903529,-0.005477039
38.000000000,13.778063420,10.710546454,1.559006119,0.634253414,0.007864867,-0.038768484,94.899455923,-1.356370105,44.841323914,50.058132009,0.004888288,-0.005454938
38.033333333,13.778062841,10.731676060,1.557707668,0.633423615,0.007938427,-0.039133526,94.766299334,-1.368446039,44.751522668,50.014776665,0.004872979,-0.005432641
38.066666667,13.778086992,10.752777938,1.556397022,0.632588641,0.008012062,-0.039500198,94.632435864,-1.380588689,44.661239684,49.971196180,0.004857602,-0.005410147
38.100000000,13.778136053,10.773851888,1.555074126,0.631748538,0.008085770,-0.039868513,94.497873425,-1.392798413,44.570478225,49.927395200,0.004842155,-0.005387456
38.133333333,13.778210205,10.794897710,1.553738926,0.630903356,0.008159552,-0.040238483,94.362619996,-1.405075562,44.479241610,49.883378387,0.004826641,-0.005364568
38.166666667,13.778309625,10.815915205,1.552391366,0.630053141,0.008233409,-0.040610120,94.226683628,-1.417420477,44.387533205,49.839150423,0.004811057,-0.005341482
38.200000000,13.778434493,10.836904175,1.551031389,0.629197943,0.008307341,-0.040983435,94.090072438,-1.429833490,44.295356430,49.794716007,0.004795405,-0.005318200
38.233333333,13.778584986,10.857864421,1.549658941,0.628337811,0.008381348,-0.041358439,93.952794613,-1.442314925,44.202714758,49.750079855,0.004779684,-0.005294721
38.266666667,13.778761282,10.878795749,1.548273965,0.627472795,0.008455431,-0.041735145,93.814858411,-1.454865096,44.109611713,49.705246697,0.004763895,-0.005271045
38.300000000,13.778963558,10.899697961,1.546876403,0.626602944,0.008529589,-0.042113562,93.676272158,-1.467484306,44.016050876,49.660221282,0.004748037,-0.005247172
38.333333333,13.779191989,10.920570864,1.545466199,0.625728310,0.008603824,-0.042493702,93.537044251,-1.480172848,43.922035880,49.615008372,0.004732110,-0.005223102
38.366666667,13.779446751,10.941414263,1.544043295,0.624848944,0.008678135,-0.042875575,93.397183156,-1.492931006,43.827570413,49.569612743,0.004716115,-0.005198835
38.400000000,13.779728019,10.962227966,1.542607633,0.623964897,0.008752522,-0.043259192,93.256697410,-1.505759051,43.732658222,49.524039188,0.004700052,-0.005174371
38.433333333,13.780035968,10.983011779,1.541159154,0.623076220,0.008826985,-0.043644563,93.115595618,-1.518657245,43.637303107,49.478292511,0.004683919,-0.005149710
38.466666667,13.780370770,11.003765513,1.539697801,0.622182967,0.008901526,-0.044031697,92.973886458,-1.531625836,43.541508929,49.432377529,0.004667718,-0.005124852
38.500000000,13.780732601,11.024488977,1.538223513,0.621285190,0.008976142,-0.044420605,92.831578676,-1.544665062,43.445279604,49.386299072,0.004651449,-0.005099797
38.533333333,13.781121631,11.045181981,1.536736232,0.620382943,0.009050836,-0.044811296,92.688681090,-1.557775147,43.348619109,49.340061981,0.004635111,-0.005074545
38.566666667,13.781538033,11.065844337,1.535235899,0.619476279,0.009125606,-0.045203779,92.545202589,-1.570956304,43.251531479,49.293671109,0.004618704,-0.005049096
38.600000000,13.781981979,11.086475857,1.533722453,0.618565252,0.009200452,-0.045598064,92.401152131,-1.584208732,43.154020812,49.247131318,0.004602228,-0.005023450
38.633333333,13.782453639,11.107076356,1.532195834,0.617649918,0.009275375,-0.045994158,92.256538746,-1.597532616,43.056091266,49.200447480,0.004585684,-0.004997607
38.666666667,13.782953183,11.127645647,1.530655982,0.616730330,0.009350374,-0.046392071,92.111371536,-1.610928128,42.957747059,49.153624476,0.004569072,-0.004971567
38.700000000,13.783480780,11.148183546,1.529102835,0.615806546,0.009425449,-0.046791810,91.965659671,-1.624395427,42.858992476,49.106667195,0.004552391,-0.004945330
38.733333333,13.784036601,11.168689869,1.527536334,0.614878620,0.009500600,-0.047193383,91.819412397,-1.637934654,42.759831863,49.059580533,0.004535641,-0.004918897
38.766666667,13.784620812,11.189164434,1.525956416,0.613946610,0.009575827,-0.047596798,91.672639025,-1.651545938,42.660269632,49.012369394,0.004518822,-0.004892266
38.800000000,13.785233582,11.209607058,1.524363020,0.613010573,0.009651129,-0.048002062,91.525348944,-1.665229391,42.560310259,48.965038685,0.004501935,-0.004865438
38.833333333,13.785875078,11.230017562,1.522756085,0.612070565,0.009726506,-0.048409182,91.377551610,-1.678985109,42.459958288,48.917593322,0.004484980,-0.004838413
38.866666667,13.786545466,11.250395765,1.521135548,0.611126644,0.009801957,-0.048818164,91.229256551,-1.692813172,42.359218330,48.870038221,0.004467955,-0.004811191
38.900000000,13.787244912,11.270741489,1.519501348,0.610178870,0.009877483,-0.049229015,91.080473369,-1.706713643,42.258095063,48.822378305,0.004450862,-0.004783773
38.933333333,13.787973581,11.291054556,1.517853421,0.609227301,0.009953082,-0.049641741,90.931211735,-1.720686568,42.156593237,48.774618498,0.004433701,-0.004756157
38.966666667,13.788731637,11.311334789,1.516191706,0.608271997,0.010028754,-0.050056347,90.781481394,-1.734731975,42.054717668,48.726763725,0.004416471,-0.004728344
39.000000000,13.789519245,11.331582013,1.514516139,0.607313016,0.010104499,-0.050472838,90.631292161,-1.748849873,41.952473248,48.678818913,0.004399172,-0.004700335
39.033333333,13.790336568,11.351796053,1.512826658,0.606350419,0.010180315,-0.050891219,90.480653924,-1.763040253,41.849864936,48.630788988,0.004381805,-0.004672128
39.066666667,13.791183768,11.371976736,1.511123199,0.605384268,0.010256203,-0.051311495,90.329576643,-1.777303088,41.746897768,48.582678875,0.004364369,-0.004643724
39.100000000,13.792061008,11.392123889,1.509405700,0.604414622,0.010332161,-0.051733668,90.178070348,-1.791638328,41.643576852,48.534493497,0.004346865,-0.004615124
39.133333333,13.792968448,11.412237340,1.507674096,0.603441545,0.010408189,-0.052157744,90.026145145,-1.806045905,41.539907370,48.486237775,0.004329291,-0.004586326
39.166666667,13.793906250,11.432316920,1.505928326,0.602465097,0.010484286,-0.052583725,89.873811208,-1.820525730,41.435894584,48.437916624,0.004311650,-0.004557331
39.200000000,13.794874573,11.452362458,1.504168324,0.601485342,0.010560451,-0.053011613,89.721078785,-1.835077693,41.331543829,48.389534956,0.004293939,-0.004528140
39.233333333,13.795873576,11.472373787,1.502394027,0.600502343,0.010636682,-0.053441411,89.567958195,-1.849701660,41.226860520,48.341097675,0.004276160,-0.004498751
39.266666667,13.796903419,11.492350740,1.500605373,0.599516163,0.010712980,-0.053873121,89.414459832,-1.864397477,41.121850151,48.292609680,0.004258313,-0.004469166
39.300000000,13.797964260,11.512293150,1.498802296,0.598526866,0.010789343,-0.054306743,89.260594157,-1.879164967,41.016518296,48.244075860,0.004240397,-0.004439383
39.333333333,13.799056255,11.532200852,1.496984733,0.597534516,0.010865770,-0.054742279,89.106371707,-1.894003926,40.910870611,48.195501096,0.004222412,-0.004409404
39.366666667,13.800179562,11.552073683,1.495152621,0.596539180,0.010942259,-0.055179729,88.951803090,-1.908914130,40.804912833,48.146890257,0.004204359,-0.004379227
39.400000000,13.801334337,11.571911480,1.493305895,0.595540921,0.011018810,-0.055619093,88.796898986,-1.923895329,40.698650784,48.098248203,0.004186237,-0.004348854
39.433333333,13.802520734,11.591714081,1.491444493,0.594539806,0.011095422,-0.056060369,88.641670147,-1.938947246,40.592090369,48.049579777,0.004168046,-0.004318283
39.466666667,13.803738910,11.611481326,1.489568349,0.593535902,0.011172092,-0.056503557,88.486127395,-1.954069580,40.485237581,48.000889813,0.004149787,-0.004287516
39.500000000,13.804989017,11.631213055,1.487677401,0.592529276,0.011248820,-0.056948655,88.330281627,-1.969262003,40.378098499,47.952183127,0.004131459,-0.004256552
39.533333333,13.806271209,11.650909110,1.485771584,0.591519994,0.011325603,-0.057395660,88.174143809,-1.984524160,40.270679289,47.903464520,0.004113063,-0.004225390
39.566666667,13.807585639,11.670569334,1.483850836,0.590508124,0.011402442,-0.057844569,88.017724981,-1.999855667,40.162986208,47.854738773,0.004094598,-0.004194032
39.600000000,13.808932458,11.690193571,1.481915093,0.589493735,0.011479333,-0.058295379,87.861036252,-2.015256113,40.055025601,47.806010651,0.004076064,-0.004162476
39.633333333,13.810311819,11.709781666,1.479964291,0.588476896,0.011556276,-0.058748084,87.704088804,-2.030725057,39.946803907,47.757284897,0.004057462,-0.004130724
39.666666667,13.811723872,11.729333466,1.477998368,0.587457676,0.011633268,-0.059202681,87.546893891,-2.046262030,39.838327657,47.708566234,0.004038791,-0.004098775
39.700000000,13.813168766,11.748848819,1.476017260,0.586436144,0.011710308,-0.059659164,87.389462836,-2.061866531,39.729603475,47.659859362,0.004020051,-0.004066629
39.733333333,13.814646651,11.768327573,1.474020906,0.585412372,0.011787394,-0.060117526,87.231807035,-2.077538027,39.620638081,47.611168955,0.004001243,-0.004034285
39.766666667,13.816157675,11.787769578,1.472009241,0.584386429,0.011864524,-0.060577761,87.073937954,-2.093275957,39.511438291,47.562499663,0.003982367,-0.004001745
39.800000000,13.817701987,11.807174685,1.469982204,0.583358386,0.011941696,-0.061039861,86.915867130,-2.109079724,39.402011019,47.513856110,0.003963421,-0.003969008
39.833333333,13.819279733,11.826542747,1.467939733,0.582328316,0.012018908,-0.061503817,86.757606169,-2.124948699,39.292363278,47.465242891,0.003944408,-0.003936074
39.866666667,13.820891060,11.845873617,1.465881767,0.581296291,0.012096158,-0.061969621,86.599166749,-2.140882221,39.182502180,47.416664569,0.003925325,-0.003902942
39.900000000,13.822536113,11.865167150,1.463808243,0.580262382,0.012173444,-0.062437263,86.440560618,-2.156879593,39.072434938,47.368125680,0.003906174,-0.003869614
39.933333333,13.824215038,11.884423203,1.461719101,0.579226664,0.012250763,-0.062906732,86.281799593,-2.172940083,38.962168868,47.319630725,0.003886954,-0.003836089
39.966666667,13.825927979,11.903641632,1.459614280,0.578189210,0.012328113,-0.063378017,86.122895560,-2.189062922,38.851711391,47.271184169,0.003867666,-0.003802367
40.000000000,13.827675080,11.922822296,1.457493720,0.577150093,0.012405491,-0.063851105,85.963860477,-2.205247308,38.741070031,47.222790446,0.003848309,-0.003768448
40.033333333,13.829456483,11.941965055,1.455357360,0.576109389,0.012482895,-0.064325985,85.804706368,-2.221492398,38.630252418,47.174453950,0.003828884,-0.003734332
40.066666667,13.831272330,11.961069770,1.453205141,0.575067173,0.012560323,-0.064802641,85.645445326,-2.237797314,38.519266290,47.126179036,0.003809389,-0.003700019
40.100000000,13.833122764,11.980136304,1.451037005,0.574023519,0.012637772,-0.065281060,85.486089515,-2.254161136,38.408119495,47.077970020,0.003789827,-0.003665509
40.133333333,13.835007924,11.999164519,1.448852893,0.572978504,0.012715239,-0.065761225,85.326651163,-2.270582909,38.296819988,47.029831175,0.003770195,-0.003630802
40.166666667,13.836927951,12.018154281,1.446652747,0.571932204,0.012792720,-0.066243121,85.167142570,-2.287061633,38.185375837,46.981766733,0.003750495,-0.003595898
40.200000000,13.838882984,12.037105455,1.444436509,0.570884696,0.012870214,-0.066726730,85.007576100,-2.303596271,38.073795220,46.933780879,0.003730727,-0.003560797
40.233333333,13.840873162,12.056017911,1.442204122,0.569836058,0.012947717,-0.067212034,84.847964185,-2.320185743,37.962086432,46.885877753,0.003710890,-0.003525499
40.266666667,13.842898622,12.074891515,1.439955532,0.568786366,0.013025227,-0.067699013,84.688319323,-2.336828927,37.850257879,46.838061444,0.003690984,-0.003490004
40.300000000,13.844959501,12.093726139,1.437690681,0.567735701,0.013102739,-0.068187648,84.528654078,-2.353524656,37.738318084,46.790335994,0.003671009,-0.003454312
40.333333333,13.847055937,12.112521653,1.435409516,0.566684139,0.013180251,-0.068677917,84.368981082,-2.370271723,37.626275689,46.742705393,0.003650966,-0.003418423
40.366666667,13.849188063,12.131277930,1.433111981,0.565631761,0.013257758,-0.069169799,84.209313028,-2.387068873,37.514139450,46.695173578,0.003630855,-0.003382337
40.400000000,13.851356016,12.149994845,1.430798024,0.564578647,0.013335259,-0.069663269,84.049662676,-2.403914808,37.401918245,46.647744430,0.003610675,-0.003346054
40.433333333,13.853559930,12.168672273,1.428467593,0.563524875,0.013412749,-0.070158304,83.890042849,-2.420808183,37.289621073,46.600421775,0.003590426,-0.003309574
40.466666667,13.855799936,12.187310091,1.426120635,0.562470528,0.013490225,-0.070654878,83.730466434,-2.437747605,37.177257053,46.553209381,0.003570108,-0.003272897
40.500000000,13.858076170,12.205908176,1.423757099,0.561415685,0.013567682,-0.071152966,83.570946382,-2.454731638,37.064835426,46.506110956,0.003549722,-0.003236024
40.533333333,13.860388761,12.224466408,1.421376936,0.560360429,0.013645118,-0.071652539,83.411495703,-2.471758792,36.952365559,46.459130145,0.003529268,-0.003198953
40.566666667,13.862737842,12.242984668,1.418980097,0.559304841,0.013722527,-0.072153569,83.252127472,-2.488827534,36.839856941,46.412270532,0.003508745,-0.003161685
40.600000000,13.865123542,12.261462838,1.416566533,0.558249004,0.013799907,-0.072656027,83.092854823,-2.505936276,36.727319188,46.365535635,0.003488153,-0.003124220
40.633333333,13.867545991,12.279900803,1.414136197,0.557193001,0.013877252,-0.073159881,82.933690951,-2.523083384,36.614762045,46.318928906,0.003467492,-0.003086559
40.666666667,13.870005318,12.298298445,1.411689044,0.556136914,0.013954559,-0.073665100,82.774649110,-2.540267171,36.502195380,46.272453730,0.003446763,-0.003048700
40.700000000,13.872501651,12.316655654,1.409225029,0.555080829,0.014031824,-0.074171649,82.615742613,-2.557485899,36.389629194,46.226113419,0.003425965,-0.003010644
40.733333333,13.875035118,12.334972315,1.406744107,0.554024828,0.014109041,-0.074679495,82.456984832,-2.574737777,36.277073615,46.179911217,0.003405099,-0.002972391
40.766666667,13.877605844,12.353248318,1.404246236,0.552968996,0.014186207,-0.075188602,82.298389195,-2.592020961,36.164538902,46.133850292,0.003384164,-0.002933942
40.800000000,13.880213956,12.371483554,1.401731375,0.551913420,0.014263316,-0.075698933,82.139969186,-2.609333556,36.052035447,46.087933739,0.003363161,-0.002895295
40.833333333,13.882859578,12.389677914,1.399199483,0.550858183,0.014340364,-0.076210450,81.981738347,-2.626673609,35.939573772,46.042164575,0.003342089,-0.002856451
40.866666667,13.885542835,12.407831293,1.396650522,0.549803372,0.014417347,-0.076723112,81.823710272,-2.644039114,35.827164532,45.996545740,0.003320948,-0.002817411
40.900000000,13.888263849,12.425943586,1.394084454,0.548749074,0.014494258,-0.077236880,81.665898610,-2.661428010,35.714818518,45.951080093,0.003299739,-0.002778173
40.933333333,13.891022745,12.444014688,1.391501244,0.547695374,0.014571093,-0.077751711,81.508317064,-2.678838178,35.602546651,45.905770412,0.003278461,-0.002738739
40.966666667,13.893819642,12.462044497,1.388900855,0.546642360,0.014647848,-0.078267560,81.350979385,-2.696267444,35.490359992,45.860619394,0.003257114,-0.002699107
41.000000000,13.896654664,12.480032913,1.386283256,0.545590120,0.014724515,-0.078784384,81.193899380,-2.713713578,35.378269733,45.815629647,0.003235699,-0.002659279
41.033333333,13.899527928,12.497979837,1.383648414,0.544538742,0.014801091,-0.079302136,81.037090901,-2.731174288,35.266287205,45.770803696,0.003214215,-0.002619253
41.066666667,13.902439556,12.515885170,1.380996299,0.543488314,0.014877570,-0.079820769,80.880567852,-2.748647227,35.154423874,45.726143978,0.003192663,-0.002579031
41.100000000,13.905389666,12.533748817,1.378326883,0.542438925,0.014953945,-0.080340232,80.724344183,-2.766129989,35.042691344,45.681652840,0.003171042,-0.002538611
41.133333333,13.908378376,12.551570682,1.375640139,0.541390663,0.015030211,-0.080860475,80.568433891,-2.783620108,34.931101354,45.637332537,0.003149352,-0.002497995
41.166666667,13.911405802,12.569350673,1.372936042,0.540343619,0.015106363,-0.081381446,80.412851018,-2.801115057,34.819665783,45.593185234,0.003127594,-0.002457181
41.200000000,13.914472061,12.587088698,1.370214568,0.539297882,0.015182394,-0.081903092,80.257609649,-2.818612252,34.708396647,45.549213002,0.003105767,-0.002416171
41.233333333,13.917577268,12.604784666,1.367475696,0.538253543,0.015258298,-0.082425357,80.102723915,-2.836109046,34.597306100,45.505417815,0.003083872,-0.002374963
