t,x,y,psi,u,v,r,tau_u,tau_r,T1_plan,T2_plan,jx,jy
0.000000000,0.000000014,-0.000000001,-0.000000000,0.100000000,0.000000000,-0.000000000,15.188342793,-1.104529269,5.470076648,9.718266145,0.038510352,-0.003066191
0.033333333,0.003333584,-0.000000020,-0.000036257,0.100021336,0.000001930,-0.002134356,15.223741430,-1.138615911,5.422224733,9.801516697,0.038192686,-0.003029589
0.066666667,0.006668574,-0.000000151,-0.000141074,0.100085108,0.000007360,-0.004115316,15.297471490,-1.129748564,5.476142352,9.821329138,0.037875935,-0.002993087
0.100000000,0.010006392,-0.000000507,-0.000309472,0.100190964,0.000015858,-0.005950811,15.377050465,-1.119824021,5.535017501,9.842032965,0.037560099,-0.002956685
0.133333333,0.013348435,-0.000001198,-0.000536726,0.100338554,0.000027033,-0.007648299,15.462427901,-1.108869131,5.598773315,9.863654587,0.037245178,-0.002920384
0.166666667,0.016696089,-0.000002331,-0.000818356,0.100527529,0.000040527,-0.009214815,15.553553262,-1.096920625,5.667313890,9.886239372,0.036931172,-0.002884183
0.200000000,0.020050727,-0.000004016,-0.001150106,0.100757539,0.000056018,-0.010657015,15.650375979,-1.084023765,5.740526903,9.909849076,0.036618081,-0.002848082
0.233333333,0.023413710,-0.000006357,-0.001527940,0.101028238,0.000073213,-0.011981214,15.752845488,-1.070231024,5.818286160,9.934559328,0.036305905,-0.002812082
0.266666667,0.026786390,-0.000009461,-0.001948024,0.101339281,0.000091847,-0.013193425,15.860911261,-1.055600811,5.900454071,9.960457190,0.035994644,-0.002776181
0.300000000,0.030170106,-0.000013429,-0.002406723,0.101690322,0.000111680,-0.014299381,15.974522832,-1.040196247,5.986884019,9.987638813,0.035684298,-0.002740381
0.333333333,0.033566184,-0.000018365,-0.002900587,0.102081020,0.000132492,-0.015304570,16.093629815,-1.024083997,6.077422605,10.016207210,0.035374867,-0.002704681
0.366666667,0.036975941,-0.000024370,-0.003426344,0.102511033,0.000154088,-0.016214250,16.218181924,-1.007333183,6.171911765,10.046270159,0.035066350,-0.002669081
0.400000000,0.040400681,-0.000031542,-0.003980896,0.102980021,0.000176290,-0.017033468,16.348128985,-0.990014358,6.270190726,10.077938259,0.034758749,-0.002633582
0.433333333,0.043841697,-0.000039980,-0.004561310,0.103487643,0.000198938,-0.017767079,16.483420943,-0.972198583,6.372097812,10.111323130,0.034452062,-0.002598183
0.466666667,0.047300271,-0.000049780,-0.005164809,0.104033564,0.000221886,-0.018419756,16.624007876,-0.953956568,6.477472076,10.146535801,0.034146291,-0.002562884
0.500000000,0.050777673,-0.000061040,-0.005788772,0.104617445,0.000245006,-0.018996000,16.769839998,-0.935357928,6.586154753,10.183685245,0.033841434,-0.002527685
0.533333333,0.054275163,-0.000073852,-0.006430723,0.105238952,0.000268180,-0.019500149,16.920867663,-0.916470507,6.697990549,10.222877115,0.033537493,-0.002492587
0.566666667,0.057793987,-0.000088309,-0.007088330,0.105897750,0.000291304,-0.019936388,17.077041370,-0.897359813,6.812828737,10.264212633,0.033234466,-0.002457588
0.600000000,0.061335384,-0.000104504,-0.007759397,0.106593506,0.000314285,-0.020308747,17.238311764,-0.878088528,6.930524097,10.307787667,0.032932354,-0.002422690
0.633333333,0.064900576,-0.000122527,-0.008441860,0.107325888,0.000337040,-0.020621113,17.404629639,-0.858716118,7.050937670,10.353691969,0.032631158,-0.002387893
0.666666667,0.068490780,-0.000142467,-0.009133781,0.108094564,0.000359495,-0.020877227,17.575945939,-0.839298516,7.173937361,10.402008578,0.032330876,-0.002353195
0.700000000,0.072107198,-0.000164411,-0.009833347,0.108899204,0.000381584,-0.021080689,17.752211755,-0.819887894,7.299398389,10.452813366,0.032031509,-0.002318598
0.733333333,0.075751022,-0.000188446,-0.010538859,0.109739480,0.000403251,-0.021234963,17.933378331,-0.800532497,7.427203594,10.506174738,0.031733057,-0.002284101
0.766666667,0.079423432,-0.000214658,-0.011248736,0.110615062,0.000424445,-0.021343370,18.119397059,-0.781276559,7.557243608,10.562153451,0.031435520,-0.002249704
0.800000000,0.083125599,-0.000243129,-0.011961500,0.111525623,0.000445123,-0.021409101,18.310219478,-0.762160267,7.689416919,10.620802560,0.031138898,-0.002215407
0.833333333,0.086858681,-0.000273944,-0.012675782,0.112470838,0.000465246,-0.021435207,18.505797278,-0.743219785,7.823629822,10.682167456,0.030843191,-0.002181211
0.866666667,0.090623827,-0.000307184,-0.013390309,0.113450379,0.000484784,-0.021424609,18.706082294,-0.724487329,7.959796283,10.746286011,0.030548399,-0.002147115
0.900000000,0.094422172,-0.000342928,-0.014103905,0.114463923,0.000503708,-0.021380092,18.911026509,-0.705991276,8.097837724,10.813188785,0.030254522,-0.002113119
0.933333333,0.098254843,-0.000381255,-0.014815484,0.115511146,0.000521997,-0.021304313,19.120582051,-0.687756308,8.237682741,10.882899310,0.029961559,-0.002079223
0.966666667,0.102122955,-0.000422243,-0.015524046,0.116591724,0.000539632,-0.021199800,19.334701193,-0.669803590,8.379266769,10.955434424,0.029669512,-0.002045428
1.000000000,0.106027613,-0.000465969,-0.016228675,0.117705336,0.000556598,-0.021068952,19.553336352,-0.652150962,8.522531711,11.030804640,0.029378380,-0.002011733
1.033333333,0.109969909,-0.000512508,-0.016928531,0.118851659,0.000572884,-0.020914044,19.776440087,-0.634813146,8.667425532,11.109014555,0.029088162,-0.001978138
1.066666667,0.113950927,-0.000561933,-0.017622847,0.120030374,0.000588482,-0.020737230,20.003965103,-0.617801975,8.813901831,11.190063272,0.028798860,-0.001944643
1.100000000,0.117971738,-0.000614317,-0.018310929,0.121241162,0.000603387,-0.020540543,20.235864245,-0.601126611,8.961919408,11.273944837,0.028510472,-0.001911249
1.133333333,0.122033405,-0.000669732,-0.018992146,0.122483702,0.000617596,-0.020325897,20.472090499,-0.584793783,9.111441821,11.360648679,0.028223000,-0.001877955
1.166666667,0.126136976,-0.000728247,-0.019665930,0.123757677,0.000631109,-0.020095097,20.712596995,-0.568808006,9.262436948,11.450160047,0.027936442,-0.001844761
1.200000000,0.130283493,-0.000789932,-0.020331771,0.125062770,0.000643928,-0.019849835,20.957337001,-0.553171808,9.414876562,11.542460439,0.027650799,-0.001811667
1.233333333,0.134473985,-0.000854854,-0.020989214,0.126398664,0.000656057,-0.019591698,21.206263929,-0.537885945,9.568735917,11.637528012,0.027366072,-0.001778673
1.266666667,0.138709471,-0.000923081,-0.021637855,0.127765044,0.000667500,-0.019322168,21.459331329,-0.522949606,9.723993345,11.735337984,0.027082259,-0.001745780
1.300000000,0.142990958,-0.000994676,-0.022277338,0.129161595,0.000678264,-0.019042630,21.716492895,-0.508360610,9.880629890,11.835863004,0.026799361,-0.001712987
1.333333333,0.147319445,-0.001069705,-0.022907350,0.130588004,0.000688357,-0.018754375,21.977702458,-0.494115586,10.038628948,11.939073511,0.026517378,-0.001680294
1.366666667,0.151695919,-0.001148229,-0.023527622,0.132043957,0.000697789,-0.018458602,22.242913995,-0.480210151,10.197975938,12.044938057,0.026236310,-0.001647702
1.400000000,0.156121358,-0.001230312,-0.024137922,0.133529143,0.000706569,-0.018156422,22.512081620,-0.466639058,10.358658006,12.153423614,0.025956157,-0.001615209
1.433333333,0.160596726,-0.001316012,-0.024738054,0.135043249,0.000714709,-0.017848867,22.785159591,-0.453396350,10.520663739,12.264495852,0.025676919,-0.001582817
1.466666667,0.165122982,-0.001405390,-0.025327855,0.136585966,0.000722220,-0.017536889,23.062102307,-0.440475483,10.683982917,12.378119390,0.025398596,-0.001550526
1.500000000,0.169701070,-0.001498503,-0.025907192,0.138156984,0.000729115,-0.017221364,23.342864310,-0.427869452,10.848606285,12.494258025,0.025121188,-0.001518334
1.533333333,0.174331926,-0.001595408,-0.026475961,0.139755995,0.000735406,-0.016903100,23.627400284,-0.415570892,11.014525349,12.612874935,0.024844695,-0.001486243
1.566666667,0.179016475,-0.001696160,-0.027034083,0.141382691,0.000741106,-0.016582839,23.915665057,-0.403572174,11.181732194,12.733932863,0.024569116,-0.001454251
1.600000000,0.183755633,-0.001800816,-0.027581504,0.143036764,0.000746230,-0.016261259,24.207613600,-0.391865485,11.350219328,12.857394272,0.024294453,-0.001422361
1.633333333,0.188550305,-0.001909426,-0.028118189,0.144717910,0.000750791,-0.015938980,24.503201028,-0.380442907,11.519979538,12.983221489,0.024020705,-0.001390570
1.666666667,0.193401384,-0.002022044,-0.028644125,0.146425822,0.000754803,-0.015616568,24.802382601,-0.369296472,11.691005777,13.111376824,0.023747871,-0.001358879
1.700000000,0.198309756,-0.002138721,-0.029159318,0.148160198,0.000758280,-0.015294537,25.105113725,-0.358418221,11.863291052,13.241822673,0.023475953,-0.001327289
1.733333333,0.203276295,-0.002259506,-0.029663786,0.149920733,0.000761237,-0.014973352,25.411349950,-0.347800247,12.036828346,13.374521604,0.023204949,-0.001295799
1.766666667,0.208301866,-0.002384448,-0.030157566,0.151707125,0.000763687,-0.014653433,25.721046974,-0.337434734,12.211610537,13.509436437,0.022934860,-0.001264410
1.800000000,0.213387323,-0.002513594,-0.030640706,0.153519074,0.000765645,-0.014335162,26.034160641,-0.327313988,12.387630343,13.646530298,0.022665687,-0.001233120
1.833333333,0.218533511,-0.002646991,-0.031113268,0.155356279,0.000767124,-0.014018877,26.350646942,-0.317430465,12.564880269,13.785766672,0.022397428,-0.001201931
1.866666667,0.223741263,-0.002784683,-0.031575322,0.157218440,0.000768139,-0.013704883,26.670462015,-0.307776786,12.743352572,13.927109443,0.022130084,-0.001170842
1.900000000,0.229011406,-0.002926715,-0.032026949,0.159105259,0.000768704,-0.013393452,26.993562148,-0.298345760,12.923039227,14.070522921,0.021863655,-0.001139853
1.933333333,0.234344752,-0.003073129,-0.032468240,0.161016439,0.000768832,-0.013084824,27.319903777,-0.289130391,13.103931906,14.215971871,0.021598142,-0.001108965
1.966666667,0.239742108,-0.003223967,-0.032899292,0.162951682,0.000768536,-0.012779211,27.649443488,-0.280123886,13.286021964,14.363421524,0.021333543,-0.001078176
2.000000000,0.245204268,-0.003379269,-0.033320207,0.164910694,0.000767830,-0.012476799,27.982138015,-0.271319663,13.469300426,14.512837590,0.021069859,-0.001047488
2.033333333,0.250732017,-0.003539075,-0.033731096,0.166893180,0.000766727,-0.012177749,28.317944244,-0.262711353,13.653757982,14.664186262,0.020807090,-0.001016900
2.066666667,0.256326131,-0.003703424,-0.034132073,0.168898846,0.000765238,-0.011882200,28.656819210,-0.254292800,13.839384989,14.817434221,0.020545236,-0.000986413
2.100000000,0.261987376,-0.003872351,-0.034523257,0.170927399,0.000763377,-0.011590273,28.998720100,-0.246058062,14.026171469,14.972548631,0.020284296,-0.000956026
2.133333333,0.267716508,-0.004045894,-0.034904771,0.172978549,0.000761156,-0.011302067,29.343604253,-0.238001405,14.214107117,15.129497136,0.020024272,-0.000925738
2.166666667,0.273514274,-0.004224087,-0.035276739,0.175052003,0.000758586,-0.011017666,29.691429158,-0.230117302,14.403181306,15.288247851,0.019765163,-0.000895552
2.200000000,0.279381409,-0.004406963,-0.035639291,0.177147473,0.000755678,-0.010737138,30.042152457,-0.222400428,14.593383098,15.448769359,0.019506969,-0.000865465
2.233333333,0.285318642,-0.004594556,-0.035992555,0.179264670,0.000752445,-0.010460536,30.395731944,-0.214845654,14.784701252,15.611030692,0.019249689,-0.000835479
2.266666667,0.291326689,-0.004786896,-0.036336665,0.181403307,0.000748896,-0.010187902,30.752125568,-0.207448044,14.977124238,15.775001329,0.018993325,-0.000805592
2.300000000,0.297406261,-0.004984015,-0.036671752,0.183563095,0.000745042,-0.009919265,31.111291428,-0.200202842,15.170640249,15.940651179,0.018737875,-0.000775806
2.333333333,0.303558054,-0.005185941,-0.036997950,0.185743751,0.000740894,-0.009654642,31.473187777,-0.193105474,15.365237209,16.107950569,0.018483341,-0.000746121
2.366666667,0.309782758,-0.005392703,-0.037315393,0.187944989,0.000736461,-0.009394044,31.837773024,-0.186151534,15.560902793,16.276870232,0.018229721,-0.000716535
2.400000000,0.316081054,-0.005604328,-0.037624216,0.190166526,0.000731753,-0.009137470,32.205005730,-0.179336784,15.757624435,16.447381295,0.017977017,-0.000687050
2.433333333,0.322453612,-0.005820841,-0.037924552,0.192408078,0.000726778,-0.008884912,32.574844609,-0.172657140,15.955389343,16.619455266,0.017725227,-0.000657665
2.466666667,0.328901092,-0.006042268,-0.038216535,0.194669365,0.000721547,-0.008636357,32.947248532,-0.166108672,16.154184511,16.793064021,0.017474352,-0.000628380
2.500000000,0.335424147,-0.006268633,-0.038500299,0.196950105,0.000716067,-0.008391783,33.322176522,-0.159687594,16.353996733,16.968179789,0.017224392,-0.000599196
2.533333333,0.342023419,-0.006499957,-0.038775976,0.199250020,0.000710347,-0.008151164,33.699587759,-0.153390259,16.554812613,17.144775146,0.016975348,-0.000570112
2.566666667,0.348699542,-0.006736264,-0.039043696,0.201568829,0.000704395,-0.007914468,34.079441577,-0.147213149,16.756618579,17.322822998,0.016727218,-0.000541128
2.600000000,0.355453139,-0.006977573,-0.039303591,0.203906257,0.000698218,-0.007681659,34.461697463,-0.141152877,16.959400892,17.502296571,0.016480003,-0.000512244
2.633333333,0.362284826,-0.007223904,-0.039555788,0.206262027,0.000691825,-0.007452697,34.846315064,-0.135206172,17.163145662,17.683169402,0.016233703,-0.000483460
2.666666667,0.369195209,-0.007475275,-0.039800417,0.208635862,0.000685221,-0.007227539,35.233254177,-0.129369883,17.367838852,17.865415325,0.015988318,-0.000454777
2.700000000,0.376184884,-0.007731705,-0.040037602,0.211027488,0.000678415,-0.007006139,35.622474759,-0.123640964,17.573466294,18.049008465,0.015743847,-0.000426194
2.733333333,0.383254439,-0.007993208,-0.040267469,0.213436633,0.000671412,-0.006788448,36.013936920,-0.118016478,17.780013695,18.233923226,0.015500292,-0.000397711
2.766666667,0.390404452,-0.008259800,-0.040490140,0.215863022,0.000664219,-0.006574414,36.407600927,-0.112493585,17.987466646,18.420134281,0.015257652,-0.000369328
2.800000000,0.397635493,-0.008531496,-0.040705735,0.218306386,0.000656842,-0.006363984,36.803427202,-0.107069542,18.195810636,18.607616566,0.015015927,-0.000341046
2.833333333,0.404948122,-0.008808309,-0.040914375,0.220766454,0.000649287,-0.006157103,37.201376323,-0.101741697,18.405031052,18.796345271,0.014775116,-0.000312864
2.866666667,0.412342892,-0.009090251,-0.041116177,0.223242955,0.000641560,-0.005953715,37.601409025,-0.096507485,18.615113195,18.986295831,0.014535221,-0.000284782
2.900000000,0.419820345,-0.009377332,-0.041311256,0.225735623,0.000633666,-0.005753763,38.003486199,-0.091364426,18.826042280,19.177443918,0.014296241,-0.000256800
2.933333333,0.427381015,-0.009669564,-0.041499727,0.228244189,0.000625610,-0.005557189,38.407568891,-0.086310117,19.037803452,19.369765439,0.014058175,-0.000228919
2.966666667,0.435025427,-0.009966954,-0.041681699,0.230768387,0.000617397,-0.005363934,38.813618304,-0.081342233,19.250381782,19.563236522,0.013821025,-0.000201138
3.000000000,0.442754098,-0.010269511,-0.041857284,0.233307953,0.000609031,-0.005173937,39.221595799,-0.076458521,19.463762283,19.757833516,0.013584789,-0.000173457
3.033333333,0.450567534,-0.010577242,-0.042026588,0.235862621,0.000600518,-0.004987141,39.631462890,-0.071656799,19.677929909,19.953532981,0.013349468,-0.000145876
3.066666667,0.458466235,-0.010890152,-0.042189718,0.238432129,0.000591862,-0.004803483,40.043181250,-0.066934951,19.892869565,20.150311685,0.013115063,-0.000118396
3.100000000,0.466450691,-0.011208248,-0.042346778,0.241016214,0.000583066,-0.004622906,40.456712708,-0.062290927,20.108566111,20.348146598,0.012881572,-0.000091015
3.133333333,0.474521383,-0.011531531,-0.042497868,0.243614616,0.000574135,-0.004445347,40.872019250,-0.057722735,20.325004366,20.547014884,0.012648996,-0.000063735
3.166666667,0.482678783,-0.011860006,-0.042643088,0.246227074,0.000565072,-0.004270749,41.289063017,-0.053228445,20.542169114,20.746893903,0.012417335,-0.000036556
3.200000000,0.490923357,-0.012193675,-0.042782537,0.248853329,0.000555882,-0.004099051,41.707806307,-0.048806183,20.760045109,20.947761198,0.012186589,-0.000009476
3.233333333,0.499255560,-0.012532537,-0.042916309,0.251493123,0.000546566,-0.003930194,42.128211577,-0.044454130,20.978617077,21.149594500,0.011956758,0.000017503
3.266666667,0.507675839,-0.012876593,-0.043044499,0.254146199,0.000537130,-0.003764120,42.550241438,-0.040170519,21.197869722,21.352371716,0.011727842,0.000044382
3.300000000,0.516184632,-0.013225842,-0.043167199,0.256812301,0.000527575,-0.003600769,42.973858658,-0.035953632,21.417787730,21.556070928,0.011499841,0.000071161
3.333333333,0.524782370,-0.013580282,-0.043284498,0.259491175,0.000517905,-0.003440085,43.399026164,-0.031801801,21.638355772,21.760670392,0.011272755,0.000097840
3.366666667,0.533469474,-0.013939909,-0.043396484,0.262182566,0.000508123,-0.003282011,43.825707037,-0.027713406,21.859558507,21.966148530,0.011046584,0.000124418
3.400000000,0.542246357,-0.014304719,-0.043503244,0.264886221,0.000498231,-0.003126489,44.253864516,-0.023686870,22.081380586,22.172483930,0.010821327,0.000150896
3.433333333,0.551113426,-0.014674708,-0.043604860,0.267601890,0.000488232,-0.002973465,44.683461997,-0.019720659,22.303806655,22.379655342,0.010596986,0.000177274
3.466666667,0.560071075,-0.015049869,-0.043701417,0.270329319,0.000478128,-0.002822884,45.114463032,-0.015813283,22.526821357,22.587641675,0.010373560,0.000203552
3.500000000,0.569119694,-0.015430195,-0.043792994,0.273068261,0.000467922,-0.002674690,45.546831331,-0.011963291,22.750409337,22.796421994,0.010151048,0.000229729
3.533333333,0.578259663,-0.015815678,-0.043879670,0.275818467,0.000457615,-0.002528831,45.980530760,-0.008169271,22.974555244,23.005975516,0.009929452,0.000255806
3.566666667,0.587491354,-0.016206309,-0.043961522,0.278579688,0.000447210,-0.002385254,46.415525341,-0.004429849,23.199243731,23.216281611,0.009708770,0.000281783
3.600000000,0.596815129,-0.016602079,-0.044038625,0.281351678,0.000436709,-0.002243907,46.851779255,-0.000743687,23.424459460,23.427319795,0.009489004,0.000307660
3.633333333,0.606231345,-0.017002976,-0.044111053,0.284134191,0.000426113,-0.002104740,47.289256838,0.002890516,23.650187105,23.639069734,0.009270152,0.000333436
3.666666667,0.615740350,-0.017408988,-0.044178877,0.286926983,0.000415425,-0.001967701,47.727922584,0.006474031,23.876411351,23.851511232,0.009052215,0.000359112
3.700000000,0.625342482,-0.017820103,-0.044242168,0.289729810,0.000404645,-0.001832743,48.167741142,0.010008092,24.103116901,24.064624241,0.008835194,0.000384688
3.733333333,0.635038072,-0.018236306,-0.044300995,0.292542430,0.000393776,-0.001699815,48.608677321,0.013493903,24.330288473,24.278388847,0.008619087,0.000410164
3.766666667,0.644827445,-0.018657584,-0.044355423,0.295364601,0.000382819,-0.001568872,49.050696083,0.016932637,24.557910805,24.492785278,0.008403895,0.000435540
3.800000000,0.654710914,-0.019083920,-0.044405519,0.298196082,0.000371775,-0.001439866,49.493762551,0.020325438,24.785968656,24.707793895,0.008189618,0.000460815
3.833333333,0.664688788,-0.019515297,-0.044451346,0.301036635,0.000360645,-0.001312751,49.937842001,0.023673420,25.014446807,24.923395193,0.007976256,0.000485990
3.866666667,0.674761366,-0.019951700,-0.044492967,0.303886021,0.000349432,-0.001187483,50.382899868,0.026977668,25.243330066,25.139569802,0.007763809,0.000511065
3.900000000,0.684928939,-0.020393107,-0.044530442,0.306744003,0.000338135,-0.001064016,50.828901744,0.030239244,25.472603264,25.356298480,0.007552277,0.000536039
3.933333333,0.695191791,-0.020839502,-0.044563830,0.309610344,0.000326756,-0.000942309,51.275813377,0.033459178,25.702251263,25.573562115,0.007341660,0.000560913
3.966666667,0.705550197,-0.021290862,-0.044593191,0.312484808,0.000315296,-0.000822318,51.723600673,0.036638480,25.932258952,25.791341721,0.007131958,0.000585688
4.000000000,0.716004427,-0.021747167,-0.044618580,0.315367163,0.000303756,-0.000704002,52.172229692,0.039778131,26.162611252,26.009618440,0.006923170,0.000610361
4.033333333,0.726554739,-0.022208395,-0.044640052,0.318257174,0.000292137,-0.000587320,52.621666655,0.042879091,26.393293118,26.228373537,0.006715298,0.000634935
4.066666667,0.737201387,-0.022674523,-0.044657661,0.321154609,0.000280438,-0.000472232,53.071877936,0.045942295,26.624289535,26.447588401,0.006508341,0.000659408
4.100000000,0.747944615,-0.023145527,-0.044671460,0.324059237,0.000268663,-0.000358699,53.522830069,0.048968656,26.855585526,26.667244543,0.006302298,0.000683781
4.133333333,0.758784662,-0.023621381,-0.044681500,0.326970829,0.000256810,-0.000246682,53.974489743,0.051959065,27.087166150,26.887323593,0.006097171,0.000708054
4.166666667,0.769721755,-0.024102060,-0.044687830,0.329889154,0.000244880,-0.000136145,54.426823804,0.054914392,27.319016502,27.107807301,0.005892958,0.000732227
4.200000000,0.780756118,-0.024587538,-0.044690500,0.332813986,0.000232874,-0.000027050,54.879799255,0.057835487,27.551121718,27.328677537,0.005689661,0.000756299
4.233333333,0.791887965,-0.025077786,-0.044689557,0.335745096,0.000220793,0.000080639,55.333383256,0.060723178,27.783466971,27.549916285,0.005487278,0.000780272
4.266666667,0.803117502,-0.025572777,-0.044685047,0.338682259,0.000208637,0.000186957,55.787543124,0.063578276,28.016037478,27.771505646,0.005285811,0.000804144
4.300000000,0.814444930,-0.026072481,-0.044677016,0.341625251,0.000196406,0.000291939,56.242246333,0.066401571,28.248818496,27.993427837,0.005085258,0.000827915
4.333333333,0.825870440,-0.026576867,-0.044665507,0.344573846,0.000184101,0.000395618,56.697460513,0.069193837,28.481795327,28.215665186,0.004885620,0.000851587
4.366666667,0.837394218,-0.027085906,-0.044650563,0.347527823,0.000171722,0.000498028,57.153153452,0.071955826,28.714953315,28.438200137,0.004686897,0.000875158
4.400000000,0.849016439,-0.027599564,-0.044632226,0.350486959,0.000159269,0.000599201,57.609293093,0.074688278,28.948277851,28.661015242,0.004489089,0.000898629
4.433333333,0.860737275,-0.028117808,-0.044610536,0.353451034,0.000146743,0.000699169,58.065847538,0.077391913,29.181754371,28.884093167,0.004292196,0.000922000
4.466666667,0.872556888,-0.028640606,-0.044585534,0.356419827,0.000134144,0.000797963,58.522785045,0.080067435,29.415368358,29.107416687,0.004096218,0.000945270
4.500000000,0.884475433,-0.029167923,-0.044557258,0.359393121,0.000121471,0.000895613,58.980074029,0.082715532,29.649105345,29.330968684,0.003901155,0.000968441
4.533333333,0.896493058,-0.029699723,-0.044525746,0.362370697,0.000108725,0.000992150,59.437683060,0.085336877,29.882950910,29.554732150,0.003707007,0.000991511
4.566666667,0.908609905,-0.030235969,-0.044491034,0.365352339,0.000095907,0.001087602,59.895580868,0.087932129,30.116890683,29.778690185,0.003513774,0.001014480
4.600000000,0.920826106,-0.030776625,-0.044453157,0.368337831,0.000083015,0.001181998,60.353736337,0.090501931,30.350910344,30.002825993,0.003321456,0.001037350
4.633333333,0.933141789,-0.031321653,-0.044412152,0.371326959,0.000070051,0.001275365,60.812118511,0.093046912,30.584995625,30.227122886,0.003130053,0.001060119
4.666666667,0.945557073,-0.031871014,-0.044368050,0.374319508,0.000057014,0.001367732,61.270696587,0.095567688,30.819132308,30.451564279,0.002939564,0.001082788
4.700000000,0.958072070,-0.032424668,-0.044320887,0.377315268,0.000043904,0.001459125,61.729439922,0.098064860,31.053306230,30.676133692,0.002749991,0.001105357
4.733333333,0.970686886,-0.032982575,-0.044270692,0.380314025,0.000030721,0.001549570,62.188318028,0.100539018,31.287503279,30.900814749,0.002561333,0.001127826
4.766666667,0.983401619,-0.033544693,-0.044217498,0.383315569,0.000017465,0.001639093,62.647300575,0.102990738,31.521709398,31.125591177,0.002373589,0.001150194
4.800000000,0.996216360,-0.034110979,-0.044161335,0.386319692,0.000004135,0.001727719,63.106357389,0.105420584,31.755910586,31.350446803,0.002186760,0.001172462
4.833333333,1.009131194,-0.034681393,-0.044102232,0.389326184,-0.000009267,0.001815472,63.565458454,0.107829108,31.990092897,31.575365557,0.002000847,0.001194630
4.866666667,1.022146199,-0.035255888,-0.044040219,0.392334839,-0.000022743,0.001902377,64.024573909,0.110216852,32.224242439,31.800331469,0.001815848,0.001216698
4.900000000,1.035261445,-0.035834421,-0.043975322,0.395345449,-0.000036293,0.001988458,64.483674052,0.112584344,32.458345380,32.025328672,0.001631765,0.001238665
4.933333333,1.048476996,-0.036416946,-0.043907570,0.398357811,-0.000049917,0.002073736,64.942729336,0.114932103,32.692387942,32.250341394,0.001448596,0.001260533
4.966666667,1.061792909,-0.037003417,-0.043836987,0.401371718,-0.000063615,0.002158236,65.401710372,0.117260635,32.926356407,32.475353965,0.001266342,0.001282300
5.000000000,1.075209234,-0.037593786,-0.043763601,0.404386970,-0.000077387,0.002241978,65.860587928,0.119570439,33.160237116,32.700350812,0.001085003,0.001303966
5.033333333,1.088726015,-0.038188007,-0.043687436,0.407403362,-0.000091234,0.002324985,66.319332928,0.121862001,33.394016466,32.925316462,0.000904579,0.001325533
5.066666667,1.102343289,-0.038786030,-0.043608515,0.410420694,-0.000105155,0.002407278,66.777916454,0.124135799,33.627680917,33.150235537,0.000725070,0.001346999
5.100000000,1.116061085,-0.039387805,-0.043526864,0.413438766,-0.000119152,0.002488878,67.236309744,0.126392300,33.861216987,33.375092757,0.000546476,0.001368365
5.133333333,1.129879429,-0.039993283,-0.043442503,0.416457379,-0.000133225,0.002569805,67.694484193,0.128631963,34.094611256,33.599872937,0.000368797,0.001389631
5.166666667,1.143798335,-0.040602412,-0.043355456,0.419476334,-0.000147374,0.002650079,68.152411354,0.130855237,34.327850364,33.824560990,0.000192033,0.001410797
5.200000000,1.157817815,-0.041215140,-0.043265743,0.422495435,-0.000161599,0.002729720,68.610062935,0.133062564,34.560921013,34.049141922,0.000016184,0.001431862
5.233333333,1.171937873,-0.041831416,-0.043173387,0.425514486,-0.000175900,0.002808746,69.067410802,0.135254374,34.793809966,34.273600836,-0.000158750,0.001452827
5.266666667,1.186158506,-0.042451184,-0.043078405,0.428533292,-0.000190279,0.002887177,69.524426979,0.137431092,35.026504051,34.497922927,-0.000332770,0.001473692
5.300000000,1.200479705,-0.043074392,-0.042980820,0.431551658,-0.000204735,0.002965030,69.981083644,0.139593134,35.258990157,34.722093487,-0.000505874,0.001494456
5.333333333,1.214901454,-0.043700985,-0.042880648,0.434569392,-0.000219269,0.003042325,70.437353136,0.141740908,35.491255237,34.946097899,-0.000678063,0.001515121
5.366666667,1.229423731,-0.044330905,-0.042777909,0.437586303,-0.000233882,0.003119078,70.893207947,0.143874814,35.723286308,35.169921639,-0.000849338,0.001535685
5.400000000,1.244046508,-0.044964098,-0.042672620,0.440602199,-0.000248573,0.003195308,71.348620729,0.145995245,35.955070451,35.393550278,-0.001019697,0.001556149
5.433333333,1.258769752,-0.045600506,-0.042564799,0.443616891,-0.000263344,0.003271030,71.803564289,0.148102587,36.186594812,35.616969477,-0.001189142,0.001576512
5.466666667,1.273593419,-0.046240070,-0.042454462,0.446630189,-0.000278194,0.003346262,72.258011592,0.150197219,36.417846601,35.840164991,-0.001357672,0.001596776
5.500000000,1.288517464,-0.046882732,-0.042341625,0.449641907,-0.000293125,0.003421019,72.711935760,0.152279512,36.648813096,36.063122664,-0.001525286,0.001616939
5.533333333,1.303541834,-0.047528433,-0.042226304,0.452651857,-0.000308136,0.003495319,73.165310071,0.154349833,36.879481637,36.285828434,-0.001691986,0.001637002
5.566666667,1.318666467,-0.048177112,-0.042108513,0.455659854,-0.000323229,0.003569176,73.618107962,0.156408540,37.109839634,36.508268328,-0.001857771,0.001656965
5.600000000,1.333891300,-0.048828708,-0.041988268,0.458665713,-0.000338403,0.003642607,74.070303024,0.158455985,37.339874561,36.730428463,-0.002022641,0.001676827
