t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,T1,T2
64.300000,25.043604,17.633729,-0.064226,0.644691,0.025237,-0.066045,-0.003918,-0.004535,23.452532,-0.627229,5.322418,6.403848
64.333333,25.065094,17.633169,-0.066434,0.644198,0.025359,-0.066388,-0.003909,-0.004521,23.433584,-0.630206,5.315115,6.401677
64.366667,25.086568,17.632565,-0.068652,0.643702,0.025481,-0.066731,-0.003901,-0.004507,23.414607,-0.633181,5.307806,6.399498
64.400000,25.108023,17.631919,-0.070882,0.643206,0.025603,-0.067075,-0.003893,-0.004493,23.395603,-0.636155,5.300491,6.397310
64.433333,25.129461,17.631231,-0.073124,0.642707,0.025725,-0.067419,-0.003884,-0.004478,23.376573,-0.639127,5.293171,6.395115
64.466667,25.150881,17.630499,-0.075377,0.642207,0.025847,-0.067763,-0.003876,-0.004463,23.357520,-0.642097,5.285848,6.392912
64.500000,25.172283,17.629725,-0.077642,0.641706,0.025969,-0.068108,-0.003867,-0.004448,23.338445,-0.645065,5.278521,6.390702
64.533333,25.193667,17.628907,-0.079918,0.641203,0.026091,-0.068453,-0.003859,-0.004433,23.319351,-0.648030,5.271191,6.388484
64.566667,25.215032,17.628046,-0.082205,0.640699,0.026213,-0.068798,-0.003850,-0.004417,23.300239,-0.650992,5.263859,6.386260
64.600000,25.236379,17.627141,-0.084504,0.640193,0.026334,-0.069143,-0.003841,-0.004401,23.281111,-0.653952,5.256526,6.384029
64.633333,25.257708,17.626193,-0.086815,0.639686,0.026456,-0.069488,-0.003833,-0.004385,23.261969,-0.656907,5.249193,6.381792
64.666667,25.279017,17.625201,-0.089137,0.639178,0.026578,-0.069834,-0.003824,-0.004369,23.242814,-0.659860,5.241859,6.379548
64.700000,25.300308,17.624165,-0.091470,0.638668,0.026699,-0.070180,-0.003815,-0.004352,23.223649,-0.662808,5.234526,6.377298
64.733333,25.321580,17.623084,-0.093815,0.638158,0.026821,-0.070526,-0.003806,-0.004335,23.204476,-0.665752,5.227195,6.375043
64.766667,25.342832,17.621959,-0.096172,0.637646,0.026942,-0.070872,-0.003797,-0.004318,23.185296,-0.668691,5.219866,6.372782
64.800000,25.364065,17.620790,-0.098540,0.637133,0.027064,-0.071218,-0.003788,-0.004301,23.166111,-0.671626,5.212540,6.370515
64.833333,25.385279,17.619576,-0.100920,0.636620,0.027185,-0.071564,-0.003779,-0.004283,23.146924,-0.674555,5.205218,6.368244
64.866667,25.406473,17.618317,-0.103311,0.636105,0.027306,-0.071910,-0.003769,-0.004265,23.127736,-0.677479,5.197900,6.365967
64.900000,25.427648,17.617013,-0.105714,0.635589,0.027427,-0.072256,-0.003760,-0.004247,23.108548,-0.680397,5.190588,6.363686
64.933333,25.448802,17.615664,-0.108128,0.635073,0.027548,-0.072602,-0.003751,-0.004229,23.089364,-0.683309,5.183281,6.361401
64.966667,25.469937,17.614270,-0.110554,0.634556,0.027669,-0.072948,-0.003741,-0.004210,23.070185,-0.686215,5.175981,6.359111
65.000000,25.491051,17.612830,-0.112991,0.634037,0.027789,-0.073293,-0.003732,-0.004191,23.051012,-0.689114,5.168689,6.356817
65.033333,25.512145,17.611345,-0.115440,0.633519,0.027910,-0.073639,-0.003722,-0.004172,23.031848,-0.692007,5.161405,6.354519
65.066667,25.533219,17.609814,-0.117900,0.632999,0.028030,-0.073984,-0.003713,-0.004152,23.012695,-0.694892,5.154129,6.352218
65.100000,25.554272,17.608237,-0.120372,0.632479,0.028150,-0.074330,-0.003703,-0.004133,22.993554,-0.697769,5.146864,6.349913
65.133333,25.575304,17.606614,-0.122856,0.631958,0.028270,-0.074675,-0.003693,-0.004113,22.974428,-0.700638,5.139609,6.347605
65.166667,25.596316,17.604944,-0.125351,0.631437,0.028390,-0.075019,-0.003683,-0.004093,22.955318,-0.703499,5.132365,6.345294
65.200000,25.617307,17.603228,-0.127857,0.630915,0.028509,-0.075364,-0.003673,-0.004072,22.936226,-0.706352,5.125133,6.342980
65.233333,25.638276,17.601466,-0.130375,0.630393,0.028629,-0.075708,-0.003663,-0.004051,22.917155,-0.709195,5.117914,6.340664
65.266667,25.659224,17.599657,-0.132904,0.629871,0.028748,-0.076052,-0.003653,-0.004030,22.898106,-0.712029,5.110708,6.338345
65.300000,25.680151,17.597801,-0.135445,0.629348,0.028867,-0.076395,-0.003643,-0.004009,22.879081,-0.714854,5.103517,6.336024
65.333333,25.701056,17.595898,-0.137997,0.628825,0.028985,-0.076738,-0.003633,-0.003988,22.860083,-0.717668,5.096341,6.333700
65.366667,25.721940,17.593948,-0.140561,0.628302,0.029104,-0.077081,-0.003623,-0.003966,22.841112,-0.720473,5.089181,6.331375
65.400000,25.742802,17.591951,-0.143136,0.627779,0.029222,-0.077423,-0.003613,-0.003944,22.822171,-0.723266,5.082038,6.329048
65.433333,25.763642,17.589907,-0.145722,0.627255,0.029340,-0.077765,-0.003602,-0.003922,22.803263,-0.726049,5.074912,6.326720
65.466667,25.784460,17.587814,-0.148320,0.626732,0.029457,-0.078106,-0.003592,-0.003899,22.784388,-0.728820,5.067804,6.324390
65.500000,25.805255,17.585674,-0.150929,0.626208,0.029575,-0.078446,-0.003581,-0.003876,22.765549,-0.731579,5.060715,6.322059
65.533333,25.826029,17.583486,-0.153550,0.625684,0.029692,-0.078786,-0.003571,-0.003853,22.746748,-0.734327,5.053647,6.319727
65.566667,25.846779,17.581251,-0.156182,0.625161,0.029808,-0.079125,-0.003560,-0.003830,22.727986,-0.737062,5.046599,6.317395
65.600000,25.867508,17.578967,-0.158825,0.624638,0.029925,-0.079463,-0.003550,-0.003807,22.709267,-0.739784,5.039572,6.315061
65.633333,25.888213,17.576634,-0.161479,0.624115,0.030041,-0.079801,-0.003539,-0.003783,22.690590,-0.742493,5.032568,6.312728
65.666667,25.908896,17.574254,-0.164145,0.623592,0.030157,-0.080138,-0.003528,-0.003759,22.671960,-0.745188,5.025586,6.310394
65.700000,25.929556,17.571824,-0.166822,0.623069,0.030272,-0.080474,-0.003517,-0.003735,22.653377,-0.747870,5.018629,6.308059
65.733333,25.950192,17.569346,-0.169510,0.622547,0.030387,-0.080810,-0.003506,-0.003710,22.634843,-0.750537,5.011696,6.305725
65.766667,25.970806,17.566819,-0.172209,0.622026,0.030502,-0.081144,-0.003495,-0.003685,22.616360,-0.753190,5.004789,6.303391
65.800000,25.991396,17.564244,-0.174920,0.621504,0.030616,-0.081478,-0.003484,-0.003660,22.597931,-0.755827,4.997908,6.301058
65.833333,26.011962,17.561619,-0.177641,0.620984,0.030730,-0.081811,-0.003473,-0.003635,22.579557,-0.758449,4.991054,6.298725
65.866667,26.032505,17.558945,-0.180374,0.620463,0.030844,-0.082142,-0.003462,-0.003609,22.561240,-0.761056,4.984227,6.296393
65.900000,26.053024,17.556221,-0.183117,0.619944,0.030957,-0.082473,-0.003451,-0.003584,22.542982,-0.763646,4.977430,6.294061
65.933333,26.073520,17.553448,-0.185872,0.619425,0.031070,-0.082803,-0.003439,-0.003558,22.524785,-0.766220,4.970662,6.291730
65.966667,26.093991,17.550625,-0.188638,0.618907,0.031182,-0.083131,-0.003428,-0.003531,22.506651,-0.768776,4.963924,6.289401
66.000000,26.114438,17.547753,-0.191414,0.618390,0.031294,-0.083459,-0.003417,-0.003505,22.488581,-0.771316,4.957218,6.287073
66.033333,26.134861,17.544830,-0.194201,0.617873,0.031405,-0.083785,-0.003405,-0.003478,22.470579,-0.773837,4.950543,6.284746
66.066667,26.155259,17.541858,-0.197000,0.617357,0.031516,-0.084110,-0.003393,-0.003451,22.452644,-0.776341,4.943901,6.282421
66.100000,26.175633,17.538835,-0.199809,0.616843,0.031627,-0.084434,-0.003382,-0.003423,22.434780,-0.778826,4.937293,6.280097
66.133333,26.195982,17.535762,-0.202629,0.616329,0.031737,-0.084756,-0.003370,-0.003396,22.416989,-0.781293,4.930719,6.277775
66.166667,26.216307,17.532638,-0.205459,0.615816,0.031847,-0.085078,-0.003358,-0.003368,22.399271,-0.783740,4.924180,6.275455
66.200000,26.236606,17.529464,-0.208300,0.615305,0.031956,-0.085397,-0.003346,-0.003340,22.381630,-0.786167,4.917677,6.273138
66.233333,26.256881,17.526240,-0.211152,0.614795,0.032064,-0.085716,-0.003335,-0.003312,22.364066,-0.788575,4.911211,6.270822
66.266667,26.277130,17.522964,-0.214015,0.614285,0.032172,-0.086033,-0.003323,-0.003283,22.346583,-0.790962,4.904782,6.268509
66.300000,26.297354,17.519638,-0.216888,0.613778,0.032280,-0.086348,-0.003311,-0.003254,22.329181,-0.793328,4.898392,6.266198
66.333333,26.317553,17.516261,-0.219771,0.613271,0.032387,-0.086662,-0.003298,-0.003225,22.311862,-0.795673,4.892041,6.263890
66.366667,26.337726,17.512832,-0.222665,0.612766,0.032493,-0.086975,-0.003286,-0.003196,22.294628,-0.797996,4.885729,6.261585
66.400000,26.357874,17.509352,-0.225570,0.612262,0.032599,-0.087285,-0.003274,-0.003166,22.277482,-0.800298,4.879459,6.259282
66.433333,26.377996,17.505821,-0.228484,0.611760,0.032705,-0.087594,-0.003262,-0.003136,22.260424,-0.802577,4.873230,6.256982
66.466667,26.398092,17.502238,-0.231409,0.611259,0.032809,-0.087902,-0.003249,-0.003106,22.243458,-0.804833,4.867043,6.254686
66.500000,26.418162,17.498604,-0.234344,0.610760,0.032914,-0.088208,-0.003237,-0.003076,22.226583,-0.807066,4.860899,6.252392
66.533333,26.438206,17.494918,-0.237290,0.610262,0.033017,-0.088511,-0.003224,-0.003045,22.209803,-0.809276,4.854799,6.250102
66.566667,26.458223,17.491180,-0.240245,0.609766,0.033120,-0.088814,-0.003212,-0.003014,22.193119,-0.811461,4.848744,6.247815
66.600000,26.478215,17.487390,-0.243211,0.609272,0.033222,-0.089114,-0.003199,-0.002983,22.176533,-0.813623,4.842734,6.245532
66.633333,26.498179,17.483548,-0.246186,0.608780,0.033324,-0.089412,-0.003187,-0.002951,22.160046,-0.815759,4.836771,6.243252
66.666667,26.518118,17.479653,-0.249172,0.608289,0.033425,-0.089708,-0.003174,-0.002920,22.143661,-0.817871,4.830854,6.240976
66.700000,26.538029,17.475707,-0.252167,0.607800,0.033526,-0.090003,-0.003161,-0.002888,22.127378,-0.819957,4.824985,6.238704
66.733333,26.557914,17.471708,-0.255172,0.607314,0.033625,-0.090295,-0.003148,-0.002856,22.111201,-0.822017,4.819165,6.236436
66.766667,26.577771,17.467656,-0.258186,0.606829,0.033724,-0.090585,-0.003135,-0.002823,22.095129,-0.824051,4.813393,6.234171
66.800000,26.597602,17.463552,-0.261211,0.606346,0.033823,-0.090873,-0.003122,-0.002791,22.079166,-0.826058,4.807672,6.231911
66.833333,26.617406,17.459395,-0.264245,0.605866,0.033921,-0.091159,-0.003109,-0.002758,22.063313,-0.828039,4.802002,6.229655
66.866667,26.637182,17.455186,-0.267288,0.605387,0.034018,-0.091443,-0.003096,-0.002724,22.047570,-0.829992,4.796382,6.227403
66.900000,26.656931,17.450923,-0.270341,0.604911,0.034114,-0.091725,-0.003083,-0.002691,22.031941,-0.831917,4.790816,6.225155
66.933333,26.676652,17.446607,-0.273403,0.604437,0.034209,-0.092004,-0.003070,-0.002657,22.016427,-0.833814,4.785302,6.222912
66.966667,26.696345,17.442239,-0.276474,0.603965,0.034304,-0.092281,-0.003056,-0.002623,22.001029,-0.835683,4.779841,6.220673
67.000000,26.716011,17.437817,-0.279555,0.603496,0.034398,-0.092555,-0.003043,-0.002589,21.985749,-0.837522,4.774435,6.218439
67.033333,26.735649,17.433341,-0.282645,0.603029,0.034491,-0.092827,-0.003029,-0.002555,21.970588,-0.839333,4.769084,6.216210
67.066667,26.755259,17.428813,-0.285744,0.602564,0.034584,-0.093097,-0.003016,-0.002520,21.955549,-0.841114,4.763789,6.213985
67.100000,26.774841,17.424230,-0.288851,0.602102,0.034676,-0.093364,-0.003002,-0.002485,21.940631,-0.842865,4.758550,6.211766
67.133333,26.794395,17.419595,-0.291968,0.601643,0.034767,-0.093628,-0.002989,-0.002450,21.925839,-0.844586,4.753369,6.209551
67.166667,26.813920,17.414905,-0.295093,0.601186,0.034857,-0.093890,-0.002975,-0.002414,21.911171,-0.846276,4.748245,6.207341
67.200000,26.833417,17.410162,-0.298227,0.600732,0.034946,-0.094150,-0.002961,-0.002379,21.896631,-0.847935,4.743180,6.205136
67.233333,26.852886,17.405365,-0.301370,0.600280,0.035035,-0.094406,-0.002947,-0.002343,21.882219,-0.849562,4.738173,6.202936
67.266667,26.872326,17.400513,-0.304521,0.599832,0.035122,-0.094660,-0.002933,-0.002306,21.867938,-0.851158,4.733227,6.200742
67.300000,26.891737,17.395608,-0.307680,0.599386,0.035209,-0.094911,-0.002919,-0.002270,21.853788,-0.852722,4.728341,6.198552
67.333333,26.911119,17.390649,-0.310848,0.598942,0.035295,-0.095159,-0.002905,-0.002233,21.839770,-0.854254,4.723517,6.196368
67.366667,26.930472,17.385635,-0.314024,0.598502,0.035380,-0.095405,-0.002891,-0.002196,21.825887,-0.855753,4.718754,6.194190
67.400000,26.949797,17.380567,-0.317209,0.598065,0.035464,-0.095647,-0.002877,-0.002159,21.812140,-0.857219,4.714054,6.192017
67.433333,26.969092,17.375445,-0.320401,0.597630,0.035548,-0.095887,-0.002863,-0.002121,21.798530,-0.858651,4.709416,6.189849
67.466667,26.988357,17.370269,-0.323601,0.597199,0.035630,-0.096123,-0.002848,-0.002083,21.785058,-0.860050,4.704842,6.187687
67.500000,27.007594,17.365037,-0.326809,0.596771,0.035711,-0.096357,-0.002834,-0.002045,21.771726,-0.861415,4.700333,6.185530
67.533333,27.026801,17.359751,-0.330025,0.596345,0.035792,-0.096587,-0.002820,-0.002007,21.758535,-0.862745,4.695888,6.183380
67.566667,27.045978,17.354411,-0.333248,0.595923,0.035872,-0.096815,-0.002805,-0.001969,21.745486,-0.864041,4.691508,6.181235
67.600000,27.065125,17.349016,-0.336479,0.595504,0.035950,-0.097039,-0.002790,-0.001930,21.732580,-0.865302,4.687195,6.179095
67.633333,27.084243,17.343566,-0.339717,0.595089,0.036028,-0.097260,-0.002776,-0.001891,21.719819,-0.866528,4.682948,6.176962
67.666667,27.103331,17.338060,-0.342963,0.594676,0.036105,-0.097478,-0.002761,-0.001851,21.707204,-0.867719,4.678768,6.174835
67.700000,27.122389,17.332500,-0.346216,0.594267,0.036181,-0.097692,-0.002746,-0.001812,21.694737,-0.868873,4.674655,6.172713
67.733333,27.141416,17.326885,-0.349476,0.593862,0.036256,-0.097903,-0.002732,-0.001772,21.682417,-0.869992,4.670611,6.170597
67.766667,27.160414,17.321215,-0.352743,0.593460,0.036329,-0.098111,-0.002717,-0.001732,21.670247,-0.871075,4.666635,6.168488
67.800000,27.179381,17.315490,-0.356017,0.593061,0.036402,-0.098316,-0.002702,-0.001692,21.658227,-0.872120,4.662729,6.166385
67.833333,27.198318,17.309709,-0.359297,0.592665,0.036474,-0.098517,-0.002687,-0.001651,21.646359,-0.873129,4.658892,6.164287
67.866667,27.217224,17.303874,-0.362584,0.592274,0.036545,-0.098714,-0.002672,-0.001610,21.634643,-0.874101,4.655125,6.162196
67.900000,27.236100,17.297982,-0.365878,0.591885,0.036615,-0.098908,-0.002656,-0.001569,21.623081,-0.875036,4.651429,6.160111
67.933333,27.254945,17.292036,-0.369178,0.591501,0.036683,-0.099099,-0.002641,-0.001528,21.611673,-0.875933,4.647804,6.158033
67.966667,27.273759,17.286034,-0.372485,0.591120,0.036751,-0.099286,-0.002626,-0.001486,21.600421,-0.876792,4.644250,6.155961
68.000000,27.292542,17.279976,-0.375797,0.590743,0.036818,-0.099469,-0.002611,-0.001444,21.589326,-0.877613,4.640768,6.153895
68.033333,27.311294,17.273863,-0.379116,0.590369,0.036883,-0.099649,-0.002595,-0.001402,21.578388,-0.878396,4.637359,6.151835
68.066667,27.330015,17.267694,-0.382441,0.589999,0.036948,-0.099824,-0.002580,-0.001360,21.567608,-0.879141,4.634022,6.149782
68.100000,27.348705,17.261469,-0.385771,0.589633,0.037011,-0.099997,-0.002564,-0.001317,21.556987,-0.879847,4.630758,6.147735
68.133333,27.367363,17.255189,-0.389107,0.589271,0.037073,-0.100165,-0.002548,-0.001274,21.546527,-0.880514,4.627568,6.145695
68.166667,27.385991,17.248853,-0.392449,0.588913,0.037135,-0.100330,-0.002533,-0.001231,21.536227,-0.881142,4.624452,6.143662
68.200000,27.404586,17.242461,-0.395796,0.588559,0.037195,-0.100491,-0.002517,-0.001188,21.526088,-0.881730,4.621410,6.141634
68.233333,27.423150,17.236013,-0.399148,0.588208,0.037254,-0.100647,-0.002501,-0.001144,21.516112,-0.882280,4.618442,6.139614
68.266667,27.441683,17.229510,-0.402506,0.587862,0.037311,-0.100800,-0.002485,-0.001100,21.506299,-0.882789,4.615549,6.137600
68.300000,27.460184,17.222950,-0.405868,0.587519,0.037368,-0.100950,-0.002469,-0.001056,21.496650,-0.883259,4.612732,6.135593
68.333333,27.478652,17.216334,-0.409236,0.587181,0.037424,-0.101095,-0.002453,-0.001012,21.487165,-0.883689,4.609990,6.133592
68.366667,27.497089,17.209662,-0.412608,0.586846,0.037478,-0.101236,-0.002437,-0.000967,21.477845,-0.884079,4.607324,6.131598
68.400000,27.515494,17.202935,-0.415985,0.586516,0.037531,-0.101373,-0.002421,-0.000922,21.468690,-0.884429,4.604734,6.129611
68.433333,27.533867,17.196151,-0.419366,0.586190,0.037583,-0.101506,-0.002405,-0.000877,21.459701,-0.884738,4.602220,6.127631
68.466667,27.552207,17.189311,-0.422752,0.585868,0.037634,-0.101635,-0.002389,-0.000832,21.450879,-0.885007,4.599782,6.125657
68.500000,27.570515,17.182415,-0.426142,0.585550,0.037684,-0.101760,-0.002372,-0.000786,21.442224,-0.885236,4.597422,6.123690
68.533333,27.588791,17.175462,-0.429536,0.585237,0.037732,-0.101880,-0.002356,-0.000740,21.433737,-0.885424,4.595138,6.121730
68.566667,27.607034,17.168453,-0.432934,0.584927,0.037779,-0.101997,-0.002340,-0.000694,21.425418,-0.885570,4.592932,6.119777
68.600000,27.625245,17.161388,-0.436335,0.584622,0.037826,-0.102109,-0.002323,-0.000648,21.417266,-0.885676,4.590802,6.117831
68.633333,27.643423,17.154267,-0.439741,0.584321,0.037870,-0.102217,-0.002306,-0.000601,21.409284,-0.885742,4.588751,6.115891
68.666667,27.661569,17.147090,-0.443150,0.584025,0.037914,-0.102321,-0.002290,-0.000554,21.401470,-0.885766,4.586777,6.113959
68.700000,27.679681,17.139856,-0.446562,0.583733,0.037956,-0.102421,-0.002273,-0.000507,21.393826,-0.885748,4.584880,6.112033
68.733333,27.697761,17.132566,-0.449978,0.583445,0.037997,-0.102516,-0.002256,-0.000459,21.386352,-0.885690,4.583062,6.110114
68.766667,27.715807,17.125219,-0.453397,0.583161,0.038037,-0.102607,-0.002239,-0.000412,21.379047,-0.885591,4.581321,6.108202
68.800000,27.733821,17.117816,-0.456818,0.582882,0.038076,-0.102693,-0.002223,-0.000364,21.371912,-0.885450,4.579659,6.106297
68.833333,27.751801,17.110357,-0.460243,0.582608,0.038113,-0.102776,-0.002206,-0.000315,21.364947,-0.885268,4.578075,6.104399
68.866667,27.769748,17.102841,-0.463670,0.582338,0.038149,-0.102853,-0.002189,-0.000267,21.358152,-0.885044,4.576569,6.102507
68.900000,27.787662,17.095269,-0.467100,0.582072,0.038184,-0.102927,-0.002171,-0.000218,21.351528,-0.884779,4.575141,6.100623
68.933333,27.805543,17.087640,-0.470532,0.581811,0.038218,-0.102996,-0.002154,-0.000169,21.345073,-0.884473,4.573792,6.098745
68.966667,27.823390,17.079955,-0.473966,0.581554,0.038250,-0.103060,-0.002137,-0.000120,21.338790,-0.884126,4.572520,6.096875
69.000000,27.841203,17.072214,-0.477403,0.581302,0.038281,-0.103120,-0.002120,-0.000071,21.332676,-0.883737,4.571327,6.095011
69.033333,27.858983,17.064416,-0.480841,0.581054,0.038311,-0.103176,-0.002102,-0.000021,21.326732,-0.883306,4.570212,6.093154
69.066667,27.876729,17.056561,-0.484281,0.580811,0.038339,-0.103227,-0.002085,0.000029,21.320959,-0.882834,4.569176,6.091304
69.100000,27.894441,17.048650,-0.487723,0.580573,0.038366,-0.103273,-0.002067,0.000079,21.315355,-0.882321,4.568217,6.089461
69.133333,27.912119,17.040683,-0.491166,0.580339,0.038392,-0.103315,-0.002050,0.000130,21.309922,-0.881767,4.567336,6.087624
69.166667,27.929764,17.032659,-0.494610,0.580109,0.038416,-0.103353,-0.002032,0.000181,21.304657,-0.881171,4.566534,6.085795
69.200000,27.947374,17.024579,-0.498056,0.579885,0.038439,-0.103386,-0.002015,0.000232,21.299562,-0.880535,4.565809,6.083972
69.233333,27.964950,17.016442,-0.501503,0.579664,0.038461,-0.103414,-0.001997,0.000283,21.294636,-0.879857,4.565162,6.082156
69.266667,27.982492,17.008249,-0.504950,0.579449,0.038482,-0.103438,-0.001979,0.000334,21.289879,-0.879142,4.564588,6.080351
69.300000,28.000000,17.000000,-0.508399,0.579238,0.038501,-0.103457,-0.001961,0.000386,21.285289,-0.878415,4.564068,6.078576
69.333333,28.017473,16.991694,-0.511847,0.579031,0.038518,-0.103472,-0.001943,0.000438,21.280868,-0.877696,4.563583,6.076851
69.366667,28.034913,16.983332,-0.515297,0.578830,0.038535,-0.103483,-0.001925,0.000490,21.276614,-0.876972,4.563143,6.075164
69.400000,28.052317,16.974913,-0.518746,0.578633,0.038550,-0.103489,-0.001908,0.000541,21.272527,-0.876221,4.562768,6.073495
69.433333,28.069687,16.966438,-0.522196,0.578440,0.038564,-0.103492,-0.001890,0.000592,21.268606,-0.875441,4.562461,6.071842
69.466667,28.087023,16.957907,-0.525646,0.578253,0.038576,-0.103491,-0.001872,0.000643,21.264852,-0.874630,4.562221,6.070205
69.500000,28.104324,16.949320,-0.529095,0.578069,0.038587,-0.103485,-0.001855,0.000694,21.261263,-0.873790,4.562048,6.068583
69.533333,28.121590,16.940676,-0.532545,0.577891,0.038597,-0.103476,-0.001837,0.000744,21.257840,-0.872921,4.561942,6.066978
