t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,jerk_x,jerk_y
64.933333333,25.448802365,17.615664390,-0.107856896,0.635080290,0.027375834,-0.072439946,15.379875490,-0.387076214,6.945560410,8.434315081,-0.003750711,-0.004228603
64.966666667,25.469936896,17.614270100,-0.110283115,0.634562986,0.027496968,-0.072786574,15.362228463,-0.388737769,6.933541599,8.428686864,-0.003741276,-0.004209925
65.000000000,25.491051273,17.612830345,-0.112720885,0.634044912,0.027617970,-0.073133114,15.344606471,-0.390394857,6.921543896,8.423062575,-0.003731776,-0.004190994
65.033333333,25.512145358,17.611344971,-0.115170203,0.633526118,0.027738832,-0.073479537,15.327011342,-0.392047265,6.909568622,8.417442719,-0.003722211,-0.004171807
65.066666667,25.533219013,17.609813822,-0.117631064,0.633006653,0.027859544,-0.073825815,15.309444900,-0.393694778,6.897617107,8.411827793,-0.003712580,-0.004152366
65.100000000,25.554272100,17.608236745,-0.120103461,0.632486569,0.027980098,-0.074171917,15.291908969,-0.395337179,6.885690679,8.406218290,-0.003702885,-0.004132670
65.133333333,25.575304482,17.606613585,-0.122587388,0.631965914,0.028100486,-0.074517815,15.274405371,-0.396974246,6.873790674,8.400614697,-0.003693125,-0.004112720
65.166666667,25.596316022,17.604944190,-0.125082838,0.631444739,0.028220699,-0.074863478,15.256935925,-0.398605758,6.861918427,8.395017498,-0.003683300,-0.004092514
65.200000000,25.617306583,17.603228409,-0.127589800,0.630923096,0.028340727,-0.075208876,15.239502447,-0.400231491,6.850075279,8.389427168,-0.003673409,-0.004072055
65.233333333,25.638276030,17.601466089,-0.130108266,0.630401035,0.028460563,-0.075553978,15.222106751,-0.401851218,6.838262572,8.383844179,-0.003663454,-0.004051341
65.266666667,25.659224225,17.599657081,-0.132638224,0.629878607,0.028580197,-0.075898753,15.204750648,-0.403464710,6.826481651,8.378268998,-0.003653433,-0.004030372
65.300000000,25.680151035,17.597801235,-0.135179663,0.629355864,0.028699620,-0.076243170,15.187435946,-0.405071738,6.814733862,8.372702083,-0.003643348,-0.004009148
65.333333333,25.701056323,17.595898402,-0.137732570,0.628832856,0.028818823,-0.076587196,15.170164447,-0.406672067,6.803020556,8.367143891,-0.003633198,-0.003987670
65.366666667,25.721939955,17.593948434,-0.140296930,0.628309634,0.028937797,-0.076930800,15.152937951,-0.408265464,6.791343083,8.361594868,-0.003622982,-0.003965937
65.400000000,25.742801796,17.591951183,-0.142872728,0.627786252,0.029056533,-0.077273949,15.135758255,-0.409851693,6.779702796,8.356055459,-0.003612702,-0.003943950
65.433333333,25.763641713,17.589906504,-0.145459949,0.627262759,0.029175022,-0.077616610,15.118627148,-0.411430514,6.768101048,8.350526100,-0.003602356,-0.003921708
65.466666667,25.784459571,17.587814250,-0.148058574,0.626739208,0.029293254,-0.077958749,15.101546419,-0.413001687,6.756539196,8.345007223,-0.003591946,-0.003899211
65.500000000,25.805255239,17.585674276,-0.150668585,0.626215652,0.029411220,-0.078300334,15.084517847,-0.414564971,6.745018594,8.339499252,-0.003581470,-0.003876460
65.533333333,25.826028582,17.583486440,-0.153289962,0.625692141,0.029528911,-0.078641329,15.067543209,-0.416120122,6.733540601,8.334002608,-0.003570930,-0.003853454
65.566666667,25.846779468,17.581250596,-0.155922686,0.625168728,0.029646317,-0.078981702,15.050624276,-0.417666893,6.722106574,8.328517702,-0.003560324,-0.003830193
65.600000000,25.867507766,17.578966604,-0.158566733,0.624645466,0.029763428,-0.079321416,15.033762812,-0.419205039,6.710717870,8.323044942,-0.003549654,-0.003806678
65.633333333,25.888213343,17.576634322,-0.161222081,0.624122406,0.029880236,-0.079660438,15.016960575,-0.420734309,6.699375846,8.317584729,-0.003538918,-0.003782908
65.666666667,25.908896069,17.574253609,-0.163888705,0.623599602,0.029996730,-0.079998731,15.000219319,-0.422254455,6.688081861,8.312137457,-0.003528118,-0.003758884
65.700000000,25.929555812,17.571824325,-0.166566580,0.623077105,0.030112901,-0.080336259,14.983540787,-0.423765223,6.676837272,8.306703516,-0.003517252,-0.003734605
65.733333333,25.950192443,17.569346333,-0.169255680,0.622554969,0.030228739,-0.080672988,14.966926720,-0.425266362,6.665643433,8.301283286,-0.003506321,-0.003710071
65.766666667,25.970805830,17.566819493,-0.171955976,0.622033245,0.030344235,-0.081008880,14.950378846,-0.426757615,6.654501701,8.295877145,-0.003495326,-0.003685283
65.800000000,25.991395844,17.564243669,-0.174667439,0.621511987,0.030459378,-0.081343899,14.933898891,-0.428238728,6.643413429,8.290485462,-0.003484265,-0.003660240
65.833333333,26.011962357,17.561618725,-0.177390040,0.620991248,0.030574158,-0.081678008,14.917488569,-0.429709444,6.632379970,8.285108599,-0.003473139,-0.003634942
65.866666667,26.032505239,17.558944526,-0.180123745,0.620471080,0.030688567,-0.082011169,14.901149588,-0.431169503,6.621402673,8.279746915,-0.003461949,-0.003609390
65.900000000,26.053024361,17.556220938,-0.182868523,0.619951536,0.030802593,-0.082343345,14.884883646,-0.432618647,6.610482887,8.274400759,-0.003450693,-0.003583584
65.933333333,26.073519597,17.553447827,-0.185624340,0.619432670,0.030916227,-0.082674497,14.868692435,-0.434056615,6.599621959,8.269070476,-0.003439372,-0.003557522
65.966666667,26.093990817,17.550625062,-0.188391160,0.618914533,0.031029458,-0.083004588,14.852577634,-0.435483145,6.588821230,8.263756404,-0.003427987,-0.003531206
66.000000000,26.114437895,17.547752511,-0.191168946,0.618397180,0.031142278,-0.083333579,14.836540915,-0.436897977,6.578082041,8.258458874,-0.003416536,-0.003504636
66.033333333,26.134860705,17.544830043,-0.193957660,0.617880663,0.031254674,-0.083661432,14.820583940,-0.438300845,6.567405729,8.253178211,-0.003405020,-0.003477810
66.066666667,26.155259120,17.541857529,-0.196757264,0.617365035,0.031366638,-0.083988106,14.804708361,-0.439691488,6.556793627,8.247914734,-0.003393439,-0.003450730
66.100000000,26.175633013,17.538834842,-0.199567716,0.616850349,0.031478159,-0.084313562,14.788915820,-0.441069640,6.546247065,8.242668755,-0.003381793,-0.003423396
66.133333333,26.195982260,17.535761854,-0.202388974,0.616336658,0.031589226,-0.084637762,14.773207946,-0.442435035,6.535767367,8.237440580,-0.003370083,-0.003395807
66.166666667,26.216306736,17.532638438,-0.205220996,0.615824016,0.031699830,-0.084960664,14.757586361,-0.443787410,6.525355854,8.232230508,-0.003358307,-0.003367963
66.200000000,26.236606316,17.529464469,-0.208063737,0.615312475,0.031809960,-0.085282229,14.742052673,-0.445126497,6.515013841,8.227038831,-0.003346466,-0.003339865
66.233333333,26.256880875,17.526239823,-0.210917151,0.614802088,0.031919606,-0.085602417,14.726608478,-0.446452031,6.504742640,8.221865838,-0.003334560,-0.003311512
66.266666667,26.277130291,17.522964377,-0.213781191,0.614292908,0.032028757,-0.085921186,14.711255363,-0.447763746,6.494543555,8.216711807,-0.003322589,-0.003282904
66.300000000,26.297354439,17.519638009,-0.216655807,0.613784987,0.032137403,-0.086238495,14.695994899,-0.449061373,6.484417886,8.211577013,-0.003310553,-0.003254042
66.333333333,26.317553197,17.516260598,-0.219540951,0.613278380,0.032245533,-0.086554304,14.680828649,-0.450344648,6.474366925,8.206461724,-0.003298452,-0.003224925
66.366666667,26.337726442,17.512832023,-0.222436570,0.612773139,0.032353137,-0.086868571,14.665758158,-0.451613302,6.464391959,8.201366199,-0.003286286,-0.003195553
66.400000000,26.357874053,17.509352166,-0.225342612,0.612269315,0.032460204,-0.087181255,14.650784963,-0.452867071,6.454494268,8.196290695,-0.003274055,-0.003165927
66.433333333,26.377995909,17.505820909,-0.228259022,0.611766963,0.032566724,-0.087492313,14.635910584,-0.454105687,6.444675124,8.191235460,-0.003261759,-0.003136047
66.466666667,26.398091887,17.502238135,-0.231185746,0.611266134,0.032672686,-0.087801704,14.621136528,-0.455328885,6.434935793,8.186200736,-0.003249398,-0.003105911
66.500000000,26.418161868,17.498603729,-0.234122725,0.610766881,0.032778080,-0.088109386,14.606464290,-0.456536399,6.425277531,8.181186759,-0.003236972,-0.003075521
66.533333333,26.438205731,17.494917577,-0.237069902,0.610269256,0.032882894,-0.088415316,14.591895347,-0.457727965,6.415701587,8.176193760,-0.003224481,-0.003044877
66.566666667,26.458223357,17.491179564,-0.240027217,0.609773311,0.032987119,-0.088719451,14.577431164,-0.458903318,6.406209202,8.171221962,-0.003211925,-0.003013977
66.600000000,26.478214626,17.487389579,-0.242994609,0.609279099,0.033090743,-0.089021749,14.563073190,-0.460062194,6.396801607,8.166271583,-0.003199304,-0.002982824
66.633333333,26.498179421,17.483547510,-0.245972015,0.608786672,0.033193755,-0.089322168,14.548822859,-0.461204330,6.387480025,8.161342834,-0.003186618,-0.002951415
66.666666667,26.518117621,17.479653249,-0.248959370,0.608296081,0.033296146,-0.089620663,14.534681589,-0.462329466,6.378245667,8.156435922,-0.003173867,-0.002919752
66.700000000,26.538029111,17.475706685,-0.251956610,0.607807379,0.033397904,-0.089917193,14.520650783,-0.463437340,6.369099737,8.151551046,-0.003161051,-0.002887834
66.733333333,26.557913772,17.471707712,-0.254963667,0.607320616,0.033499019,-0.090211714,14.506731826,-0.464527693,6.360043427,8.146688399,-0.003148169,-0.002855662
66.766666667,26.577771487,17.467656223,-0.257980473,0.606835844,0.033599480,-0.090504182,14.492926088,-0.465600266,6.351077917,8.141848170,-0.003135223,-0.002823235
66.800000000,26.597602141,17.463552112,-0.261006958,0.606353115,0.033699275,-0.090794555,14.479234920,-0.466654802,6.342204379,8.137030541,-0.003122212,-0.002790553
66.833333333,26.617405617,17.459395277,-0.264043051,0.605872479,0.033798395,-0.091082788,14.465659659,-0.467691046,6.333423971,8.132235688,-0.003109136,-0.002757617
66.866666667,26.637181800,17.455185614,-0.267088679,0.605393987,0.033896829,-0.091368839,14.452201621,-0.468708745,6.324737840,8.127463782,-0.003095995,-0.002724426
66.900000000,26.656930576,17.450923022,-0.270143768,0.604917690,0.033994565,-0.091652663,14.438862107,-0.469707645,6.316147121,8.122714987,-0.003082788,-0.002690981
66.933333333,26.676651828,17.446607400,-0.273208242,0.604443638,0.034091593,-0.091934217,14.425642398,-0.470687497,6.307652936,8.117989463,-0.003069517,-0.002657281
66.966666667,26.696345445,17.442238650,-0.276282024,0.603971882,0.034187903,-0.092213458,14.412543757,-0.471648052,6.299256394,8.113287363,-0.003056181,-0.002623326
67.000000000,26.716011312,17.437816673,-0.279365035,0.603502471,0.034283483,-0.092490341,14.399567429,-0.472589064,6.290958592,8.108608837,-0.003042779,-0.002589117
67.033333333,26.735649316,17.433341374,-0.282457196,0.603035456,0.034378323,-0.092764824,14.386714637,-0.473510288,6.282760611,8.103954027,-0.003029313,-0.002554653
67.066666667,26.755259345,17.428812656,-0.285558425,0.602570885,0.034472411,-0.093036861,14.373986590,-0.474411483,6.274663520,8.099323070,-0.003015782,-0.002519934
67.100000000,26.774841287,17.424230426,-0.288668638,0.602108808,0.034565738,-0.093306411,14.361384471,-0.475292409,6.266668372,8.094716099,-0.003002185,-0.002484961
67.133333333,26.794395030,17.419594591,-0.291787753,0.601649273,0.034658293,-0.093573428,14.348909448,-0.476152829,6.258776207,8.090133241,-0.002988524,-0.002449733
67.166666667,26.813920464,17.414905060,-0.294915682,0.601192330,0.034750064,-0.093837869,14.336562666,-0.476992508,6.250988048,8.085574617,-0.002974798,-0.002414251
67.200000000,26.833417478,17.410161743,-0.298052338,0.600738027,0.034841041,-0.094099692,14.324345249,-0.477811215,6.243304904,8.081040345,-0.002961006,-0.002378514
67.233333333,26.852885962,17.405364550,-0.301197633,0.600286412,0.034931214,-0.094358852,14.312258303,-0.478608721,6.235727766,8.076530537,-0.002947150,-0.002342522
67.266666667,26.872325807,17.400513395,-0.304351476,0.599837533,0.035020572,-0.094615306,14.300302910,-0.479384799,6.228257611,8.072045299,-0.002933228,-0.002306276
67.300000000,26.891736904,17.395608192,-0.307513777,0.599391436,0.035109103,-0.094869011,14.288480130,-0.480139227,6.220895397,8.067584733,-0.002919242,-0.002269775
67.333333333,26.911119145,17.390648855,-0.310684441,0.598948170,0.035196799,-0.095119923,14.276791004,-0.480871786,6.213642068,8.063148937,-0.002905190,-0.002233019
67.366666667,26.930472421,17.385635302,-0.313863374,0.598507781,0.035283647,-0.095368000,14.265236549,-0.481582258,6.206498547,8.058738002,-0.002891074,-0.002196009
67.400000000,26.949796625,17.380567450,-0.317050481,0.598070315,0.035369638,-0.095613198,14.253817760,-0.482270431,6.199465743,8.054352017,-0.002876892,-0.002158744
67.433333333,26.969091651,17.375445218,-0.320245663,0.597635818,0.035454761,-0.095855476,14.242535609,-0.482936095,6.192544545,8.049991065,-0.002862646,-0.002121225
67.466666667,26.988357392,17.370268528,-0.323448823,0.597204336,0.035539005,-0.096094790,14.231391045,-0.483579044,6.185735822,8.045655223,-0.002848334,-0.002083451
67.500000000,27.007593743,17.365037302,-0.326659860,0.596775914,0.035622360,-0.096331098,14.220384994,-0.484199077,6.179040426,8.041344568,-0.002833958,-0.002045422
67.533333333,27.026800597,17.359751463,-0.329878672,0.596350597,0.035704816,-0.096564359,14.209518359,-0.484795994,6.172459191,8.037059167,-0.002819516,-0.002007139
67.566666667,27.045977852,17.354410935,-0.333105156,0.595928430,0.035786363,-0.096794529,14.198792017,-0.485369601,6.165992930,8.032799087,-0.002805009,-0.001968601
67.600000000,27.065125401,17.349015646,-0.336339208,0.595509456,0.035866990,-0.097021567,14.188206823,-0.485919708,6.159642435,8.028564389,-0.002790438,-0.001929808
67.633333333,27.084243143,17.343565523,-0.339580723,0.595093720,0.035946686,-0.097245432,14.177763608,-0.486446129,6.153408479,8.024355128,-0.002775801,-0.001890761
67.666666667,27.103330973,17.338060496,-0.342829592,0.594681263,0.036025442,-0.097466083,14.167463176,-0.486948681,6.147291816,8.020171359,-0.002761099,-0.001851459
67.700000000,27.122388789,17.332500495,-0.346085708,0.594272130,0.036103248,-0.097683479,14.157306307,-0.487427188,6.141293177,8.016013130,-0.002746333,-0.001811903
67.733333333,27.141416489,17.326885452,-0.349348961,0.593866361,0.036180093,-0.097897579,14.147293758,-0.487881475,6.135413272,8.011880485,-0.002731501,-0.001772092
67.766666667,27.160413972,17.321215301,-0.352619239,0.593463999,0.036255967,-0.098108343,14.137426256,-0.488311375,6.129652791,8.007773466,-0.002716604,-0.001732026
67.800000000,27.179381137,17.315489977,-0.355896430,0.593065085,0.036330861,-0.098315730,14.127704507,-0.488716724,6.124012400,8.003692107,-0.002701643,-0.001691706
67.833333333,27.198317883,17.309709417,-0.359180420,0.592669660,0.036404765,-0.098519702,14.118129188,-0.489097362,6.118492745,7.999636444,-0.002686616,-0.001651131
67.866666667,27.217224111,17.303873559,-0.362471094,0.592277765,0.036477668,-0.098720218,14.108700951,-0.489453134,6.113094448,7.995606503,-0.002671524,-0.001610301
67.900000000,27.236099722,17.297982341,-0.365768335,0.591889437,0.036549562,-0.098917241,14.099420421,-0.489783892,6.107818110,7.991602311,-0.002656367,-0.001569217
67.933333333,27.254944616,17.292035707,-0.369072026,0.591504718,0.036620435,-0.099110731,14.090288196,-0.490089492,6.102664306,7.987623890,-0.002641146,-0.001527878
67.966666667,27.273758696,17.286033597,-0.372382048,0.591123646,0.036690280,-0.099300650,14.081304848,-0.490369793,6.097633592,7.983671256,-0.002625859,-0.001486285
68.000000000,27.292541864,17.279975957,-0.375698280,0.590746258,0.036759085,-0.099486961,14.072470921,-0.490624661,6.092726496,7.979744425,-0.002610507,-0.001444437
68.033333333,27.311294024,17.273862732,-0.379020601,0.590372592,0.036826843,-0.099669627,14.063786931,-0.490853969,6.087943525,7.975843406,-0.002595090,-0.001402334
68.066666667,27.330015078,17.267693869,-0.382348888,0.590002685,0.036893542,-0.099848610,14.055253368,-0.491057592,6.083285161,7.971968207,-0.002579608,-0.001359977
68.100000000,27.348704931,17.261469317,-0.385683017,0.589636573,0.036959175,-0.100023873,14.046870692,-0.491235412,6.078751862,7.968118830,-0.002564061,-0.001317365
68.133333333,27.367363488,17.255189027,-0.389022863,0.589274293,0.037023732,-0.100195383,14.038639337,-0.491387316,6.074344060,7.964295277,-0.002548449,-0.001274499
68.166666667,27.385990653,17.248852950,-0.392368300,0.588915879,0.037087204,-0.100363102,14.030559707,-0.491513198,6.070062164,7.960497543,-0.002532772,-0.001231377
68.200000000,27.404586334,17.242461041,-0.395719199,0.588561366,0.037149581,-0.100526995,14.022632178,-0.491612957,6.065906557,7.956725621,-0.002517030,-0.001188002
68.233333333,27.423150436,17.236013254,-0.399075434,0.588210787,0.037210855,-0.100687030,14.014857097,-0.491686495,6.061877596,7.952979501,-0.002501223,-0.001144371
68.266666667,27.441682867,17.229509546,-0.402436873,0.587864177,0.037271017,-0.100843171,14.007234783,-0.491733725,6.057975613,7.949259169,-0.002485351,-0.001100486
68.300000000,27.460183534,17.222949876,-0.405803386,0.587521566,0.037330059,-0.100995385,13.999765523,-0.491754560,6.054200916,7.945564608,-0.002469414,-0.001056347
68.333333333,27.478652345,17.216334203,-0.409174840,0.587182988,0.037387971,-0.101143640,13.992449579,-0.491748923,6.050553783,7.941895796,-0.002453412,-0.001011952
68.366666667,27.497089210,17.209662490,-0.412551104,0.586848474,0.037444746,-0.101287903,13.985287179,-0.491716742,6.047034470,7.938252709,-0.002437345,-0.000967303
68.400000000,27.515494037,17.202934699,-0.415932042,0.586518053,0.037500374,-0.101428143,13.978278524,-0.491657950,6.043643204,7.934635320,-0.002421213,-0.000922400
68.433333333,27.533866737,17.196150797,-0.419317519,0.586191756,0.037554848,-0.101564329,13.971423783,-0.491572487,6.040380186,7.931043597,-0.002405016,-0.000877242
68.466666667,27.552207220,17.189310748,-0.422707400,0.585869613,0.037608159,-0.101696430,13.964723097,-0.491460298,6.037245591,7.927477506,-0.002388754,-0.000831829
68.500000000,27.570515398,17.182414522,-0.426101548,0.585551650,0.037660299,-0.101824417,13.958176576,-0.491321335,6.034239567,7.923937009,-0.002372427,-0.000786162
68.533333333,27.588791182,17.175462089,-0.429499823,0.585237897,0.037711260,-0.101948261,13.951784298,-0.491155556,6.031362234,7.920422064,-0.002356035,-0.000740240
68.566666667,27.607034485,17.168453421,-0.432902087,0.584928379,0.037761035,-0.102067932,13.945546312,-0.490962924,6.028613686,7.916932626,-0.002339578,-0.000694063
68.600000000,27.625245219,17.161388490,-0.436308201,0.584623124,0.037809616,-0.102183405,13.939462636,-0.490743411,6.025993989,7.913468647,-0.002323055,-0.000647632
68.633333333,27.643423300,17.154267273,-0.439718023,0.584322156,0.037856994,-0.102294650,13.933533255,-0.490496992,6.023503182,7.910030073,-0.002306468,-0.000600946
68.666666667,27.661568640,17.147089746,-0.443131411,0.584025500,0.037903164,-0.102401642,13.927758126,-0.490223649,6.021141276,7.906616849,-0.002289816,-0.000554005
68.700000000,27.679681154,17.139855887,-0.446548223,0.583733181,0.037948116,-0.102504356,13.922137172,-0.489923372,6.018908256,7.903228916,-0.002273099,-0.000506810
68.733333333,27.697760759,17.132565677,-0.449968315,0.583445220,0.037991845,-0.102602765,13.916670286,-0.489596155,6.016804076,7.899866210,-0.002256317,-0.000459361
68.766666667,27.715807370,17.125219098,-0.453391543,0.583161640,0.038034342,-0.102696846,13.911357329,-0.489242000,6.014828665,7.896528664,-0.002239469,-0.000411656
68.800000000,27.733820904,17.117816134,-0.456817762,0.582882463,0.038075601,-0.102786576,13.906198131,-0.488860913,6.012981925,7.893216206,-0.002222557,-0.000363697
68.833333333,27.751801279,17.110356771,-0.460246826,0.582607709,0.038115616,-0.102871931,13.901192488,-0.488452910,6.011263726,7.889928763,-0.002205580,-0.000315484
68.866666667,27.769748412,17.102840996,-0.463678589,0.582337398,0.038154379,-0.102952889,13.896340167,-0.488018009,6.009673913,7.886666254,-0.002188537,-0.000267015
68.900000000,27.787662222,17.095268797,-0.467112904,0.582071549,0.038191883,-0.103029430,13.891640901,-0.487556236,6.008212304,7.883428597,-0.002171430,-0.000218292
68.933333333,27.805542628,17.087640168,-0.470549621,0.581810180,0.038228123,-0.103101531,13.887094391,-0.487067625,6.006878686,7.880215705,-0.002154258,-0.000169315
68.966666667,27.823389551,17.079955099,-0.473988594,0.581553308,0.038263093,-0.103169175,13.882700306,-0.486552213,6.005672820,7.877027485,-0.002137020,-0.000120083
69.000000000,27.841202910,17.072213585,-0.477429672,0.581300949,0.038296785,-0.103232341,13.878458282,-0.486010045,6.004594439,7.873863843,-0.002119718,-0.000070596
69.033333333,27.858982627,17.064415624,-0.480872706,0.581053119,0.038329195,-0.103291012,13.874367924,-0.485441172,6.003643246,7.870724678,-0.002102351,-0.000020855
69.066666667,27.876728623,17.056561214,-0.484317545,0.580809833,0.038360315,-0.103345170,13.870428802,-0.484845652,6.002818917,7.867609885,-0.002084918,0.000029141
69.100000000,27.894440822,17.048650354,-0.487764038,0.580571104,0.038390141,-0.103394798,13.866640456,-0.484223546,6.002121102,7.864519354,-0.002067421,0.000079392
69.133333333,27.912119146,17.040683046,-0.491212034,0.580336944,0.038418667,-0.103439882,13.863002391,-0.483574924,6.001549419,7.861452972,-0.002049858,0.000129897
69.166666667,27.929763519,17.032659295,-0.494661381,0.580107366,0.038445887,-0.103480405,13.859514081,-0.482899861,6.001103463,7.858410618,-0.002032231,0.000180657
69.200000000,27.947373866,17.024579107,-0.498111926,0.579882381,0.038471797,-0.103516354,13.856174965,-0.482198437,6.000782796,7.855392170,-0.002014538,0.000231671
69.233333333,27.964950111,17.016442488,-0.501563516,0.579661998,0.038496391,-0.103547715,13.852984451,-0.481470741,6.000586955,7.852397496,-0.001996781,0.000282940
69.266666667,27.982492180,17.008249449,-0.505015999,0.579446227,0.038519664,-0.103574476,13.849941913,-0.480716864,6.000515449,7.849426463,-0.001978958,0.000334464
69.300000000,28.000000000,17.000000000,-0.508469220,0.579235075,0.038541611,-0.103596625,13.847046677,-0.479939813,6.000562160,7.846484517,-0.001961071,0.000386242
69.333333333,28.017473497,16.991694156,-0.511923026,0.579028550,0.038562228,-0.103614182,13.844298022,-0.479153755,6.000699483,7.843598540,-0.001943188,0.000438041
69.366666667,28.034912600,16.983331931,-0.515377269,0.578826657,0.038581515,-0.103627281,13.841695324,-0.478370046,6.000905265,7.840790059,-0.001925380,0.000489627
69.400000000,28.052317236,16.974913342,-0.518831804,0.578629402,0.038599471,-0.103636052,13.839237976,-0.477585798,6.001184761,7.838053215,-0.001907646,0.000540998
69.433333333,28.069687335,16.966438410,-0.522286490,0.578436788,0.038616099,-0.103640591,13.836925341,-0.476796196,6.001546909,7.835378431,-0.001889987,0.000592156
69.466666667,28.087022827,16.957907154,-0.525741189,0.578248819,0.038631404,-0.103640972,13.834756756,-0.475997921,6.001997760,7.832758996,-0.001872403,0.000643101
69.500000000,28.104323641,16.949319598,-0.529195764,0.578065497,0.038645389,-0.103637254,13.832731533,-0.475188708,6.002541329,7.830190204,-0.001854893,0.000693832
69.533333333,28.121589709,16.940675766,-0.532650080,0.577886822,0.038658060,-0.103629483,13.830848958,-0.474367028,6.003180194,7.827668763,-0.001837457,0.000744349
69.566666667,28.138820961,16.931975685,-0.536104004,0.577712796,0.038669422,-0.103617701,13.829108293,-0.473531876,6.003915923,7.825192370,-0.001820096,0.000794652
69.600000000,28.156017332,16.923219383,-0.539557402,0.577543417,0.038679483,-0.103601940,13.827508779,-0.472682614,6.004749363,7.822759416,-0.001802809,0.000844742
69.633333333,28.173178753,16.914406892,-0.543010143,0.577378685,0.038688248,-0.103582232,13.826049636,-0.471818860,6.005680857,7.820368779,-0.001785597,0.000894619
69.666666667,28.190305158,16.905538242,-0.546462096,0.577218596,0.038695723,-0.103558607,13.824730058,-0.470940416,6.006710383,7.818019675,-0.001768460,0.000944281
69.700000000,28.207396481,16.896613468,-0.549913133,0.577063148,0.038701916,-0.103531092,13.823549223,-0.470047213,6.007837664,7.815711559,-0.001751397,0.000993730
69.733333333,28.224452657,16.887632607,-0.553363123,0.576912336,0.038706835,-0.103499714,13.822506285,-0.469139272,6.009062236,7.813444050,-0.001734408,0.001042966
69.766666667,28.241473622,16.878595695,-0.556811940,0.576766156,0.038710485,-0.103464499,13.821600380,-0.468216679,6.010383500,7.811216880,-0.001717494,0.001091988
69.800000000,28.258459311,16.869502772,-0.560259456,0.576624602,0.038712874,-0.103425473,13.820830623,-0.467279565,6.011800763,7.809029860,-0.001700655,0.001140796
69.833333333,28.275409662,16.860353880,-0.563705544,0.576487667,0.038714010,-0.103382664,13.820196108,-0.466328096,6.013313254,7.806882854,-0.001683890,0.001189391
69.866666667,28.292324611,16.851149062,-0.567150081,0.576355344,0.038713901,-0.103336096,13.819695913,-0.465362458,6.014920152,7.804775761,-0.001667199,0.001237772
69.900000000,28.309204096,16.841888362,-0.570592941,0.576227625,0.038712553,-0.103285798,13.819329093,-0.464382857,6.016620591,7.802708501,-0.001650583,0.001285939
69.933333333,28.326048056,16.832571828,-0.574034001,0.576104501,0.038709976,-0.103231796,13.819094687,-0.463389508,6.018413675,7.800681012,-0.001634042,0.001333893
69.966666667,28.342856431,16.823199508,-0.577473138,0.575985961,0.038706176,-0.103174119,13.818991715,-0.462382636,6.020298479,7.798693235,-0.001617575,0.001381633
70.000000000,28.359629160,16.813771452,-0.580910231,0.575871996,0.038701162,-0.103112794,13.819019177,-0.461362475,6.022274059,7.796745118,-0.001601183,0.001429160
70.033333333,28.376366183,16.804287712,-0.584345160,0.575762593,0.038694942,-0.103047850,13.819176057,-0.460329261,6.024339450,7.794836607,-0.001584865,0.001476473
70.066666667,28.393067442,16.794748342,-0.587777803,0.575657740,0.038687524,-0.102979315,13.819461321,-0.459283234,6.026493672,7.792967648,-0.001568621,0.001523572
70.100000000,28.409732877,16.785153398,-0.591208044,0.575557424,0.038678916,-0.102907220,13.819873916,-0.458224637,6.028735733,7.791138183,-0.001552452,0.001570458
70.133333333,28.426362432,16.775502937,-0.594635764,0.575461632,0.038669127,-0.102831594,13.820412774,-0.457153716,6.031064626,7.789348148,-0.001536358,0.001617130
70.166666667,28.442956049,16.765797017,-0.598060846,0.575370348,0.038658165,-0.102752468,13.821076809,-0.456070717,6.033479332,7.787597476,-0.001520338,0.001663588
70.200000000,28.459513671,16.756035701,-0.601483175,0.575283557,0.038646039,-0.102669872,13.821864917,-0.454975890,6.035978824,7.785886093,-0.001504393,0.001709833
70.233333333,28.476035243,16.746219049,-0.604902637,0.575201243,0.038632758,-0.102583838,13.822775980,-0.453869483,6.038562061,7.784213919,-0.001488522,0.001755864
70.266666667,28.492520708,16.736347128,-0.608319116,0.575123388,0.038618330,-0.102494397,13.823808862,-0.452751746,6.041227996,7.782580866,-0.001472725,0.001801682
70.300000000,28.508970013,16.726420001,-0.611732503,0.575049976,0.038602763,-0.102401582,13.824962412,-0.451622930,6.043975571,7.780986841,-0.001457003,0.001847286
70.333333333,28.525383102,16.716437737,-0.615142683,0.574980987,0.038586068,-0.102305424,13.826235464,-0.450483286,6.046803719,7.779431744,-0.001441356,0.001892676
70.366666667,28.541759923,16.706400405,-0.618549549,0.574916403,0.038568253,-0.102205958,13.827626835,-0.449333066,6.049711368,7.777915467,-0.001425783,0.001937853
70.400000000,28.558100422,16.696308076,-0.621952989,0.574856203,0.038549326,-0.102103215,13.829135328,-0.448172520,6.052697433,7.776437895,-0.001410285,0.001982816
70.433333333,28.574404546,16.686160823,-0.625352897,0.574800366,0.038529298,-0.101997230,13.830759732,-0.447001901,6.055760826,7.774998906,-0.001394861,0.002027565
70.466666667,28.590672245,16.675958720,-0.628749165,0.574748871,0.038508177,-0.101888038,13.832498819,-0.445821460,6.058900449,7.773598370,-0.001379512,0.002072101
70.500000000,28.606903465,16.665701842,-0.632141687,0.574701696,0.038485972,-0.101775671,13.834351349,-0.444631447,6.062115199,7.772236150,-0.001364237,0.002116423
