t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,jerk_x,jerk_y
0.000000000,0.000000000,0.000000000,0.000000000,0.100000000,0.000000000,0.000000000,1.727386358,-0.541676685,-0.177992754,1.905379112,0.038510319,-0.003066203
0.033333333,0.003333571,-0.000000019,-0.000093713,0.100021335,0.000007677,-0.002811401,1.745384219,-0.529772853,-0.146101839,1.891486058,0.038192654,-0.003029601
0.066666667,0.006668561,-0.000000151,-0.000272207,0.100085106,0.000020484,-0.005354819,1.781626033,-0.493034997,-0.057331208,1.838957241,0.037875904,-0.002993099
0.100000000,0.010006379,-0.000000506,-0.000527334,0.100190958,0.000037686,-0.007653791,1.818358514,-0.459402905,0.025712132,1.792646382,0.037560068,-0.002956697
0.133333333,0.013348422,-0.000001197,-0.000851643,0.100338541,0.000058631,-0.009729272,1.855576944,-0.428505715,0.103739021,1.751837924,0.037245148,-0.002920395
0.166666667,0.016696075,-0.000002331,-0.001238308,0.100527503,0.000082743,-0.011599967,1.893276644,-0.400022657,0.177363982,1.715912662,0.036931142,-0.002884194
0.200000000,0.020050713,-0.000004015,-0.001681062,0.100757495,0.000109516,-0.013282619,1.931452990,-0.373676568,0.247117711,1.684335279,0.036618052,-0.002848093
0.233333333,0.023413697,-0.000006357,-0.002174137,0.101028169,0.000138497,-0.014792257,1.970101428,-0.349228249,0.313457928,1.656643500,0.036305876,-0.002812092
0.266666667,0.026786377,-0.000009460,-0.002712218,0.101339180,0.000169290,-0.016142414,2.009217485,-0.326471546,0.376778847,1.632438638,0.035994615,-0.002776192
0.300000000,0.030170092,-0.000013429,-0.003290395,0.101690183,0.000201540,-0.017345323,2.048796775,-0.305229048,0.437419448,1.611377326,0.035684270,-0.002740391
0.333333333,0.033566170,-0.000018365,-0.003904131,0.102080835,0.000234934,-0.018412076,2.088835006,-0.285348320,0.495670733,1.593164273,0.035374839,-0.002704691
0.366666667,0.036975927,-0.000024369,-0.004549224,0.102510794,0.000269195,-0.019352772,2.129327987,-0.266698587,0.551782095,1.577545892,0.035066323,-0.002669092
0.400000000,0.040400667,-0.000031541,-0.005221779,0.102979721,0.000304075,-0.020176646,2.170271625,-0.249167819,0.605966930,1.564304695,0.034758722,-0.002633592
0.433333333,0.043841683,-0.000039979,-0.005918184,0.103487276,0.000339356,-0.020892170,2.211661934,-0.232660157,0.658407588,1.553254346,0.034452036,-0.002598193
0.466666667,0.047300257,-0.000049780,-0.006635089,0.104033123,0.000374843,-0.021507154,2.253495032,-0.217093640,0.709259747,1.544235285,0.034146265,-0.002562894
0.500000000,0.050777659,-0.000061039,-0.007369383,0.104616924,0.000410364,-0.022028825,2.295767142,-0.202398192,0.758656278,1.537110864,0.033841409,-0.002527695
0.533333333,0.054275149,-0.000073851,-0.008118180,0.105238346,0.000445764,-0.022463896,2.338474596,-0.188513847,0.806710669,1.531763927,0.033537468,-0.002492596
0.566666667,0.057793973,-0.000088309,-0.008878801,0.105897055,0.000480909,-0.022818626,2.381613829,-0.175389174,0.853520041,1.528093787,0.033234442,-0.002457598
0.600000000,0.061335369,-0.000104504,-0.009648763,0.106592718,0.000515677,-0.023098871,2.425181382,-0.162979891,0.899167823,1.526013559,0.032932330,-0.002422699
0.633333333,0.064900562,-0.000122527,-0.010425767,0.107325003,0.000549962,-0.023310125,2.469173900,-0.151247648,0.943726089,1.525447811,0.032631134,-0.002387902
0.666666667,0.068490766,-0.000142466,-0.011207686,0.108093581,0.000583669,-0.023457561,2.513588131,-0.140158953,0.987257617,1.526330514,0.032330853,-0.002353204
0.700000000,0.072107183,-0.000164411,-0.011992555,0.108898121,0.000616716,-0.023546056,2.558420925,-0.129684246,1.029817681,1.528603243,0.032031486,-0.002318606
0.733333333,0.075751007,-0.000188446,-0.012778562,0.109738295,0.000649030,-0.023580217,2.603669228,-0.119797089,1.071455598,1.532213631,0.031733035,-0.002284109
0.766666667,0.079423417,-0.000214658,-0.013564042,0.110613776,0.000680548,-0.023564406,2.649330087,-0.110473476,1.112216052,1.537114035,0.031435498,-0.002249712
0.800000000,0.083125584,-0.000243130,-0.014347467,0.111524236,0.000711214,-0.023502752,2.695400643,-0.101691249,1.152140227,1.543260417,0.031138876,-0.002215415
0.833333333,0.086858666,-0.000273945,-0.015127439,0.112469351,0.000740981,-0.023399166,2.741878130,-0.093429610,1.191266738,1.550611392,0.030843170,-0.002181219
0.866666667,0.090623810,-0.000307184,-0.015902684,0.113448794,0.000769808,-0.023257353,2.788759872,-0.085668715,1.229632407,1.559127464,0.030548378,-0.002147123
0.900000000,0.094422155,-0.000342928,-0.016672045,0.114462242,0.000797662,-0.023080825,2.836043281,-0.078389356,1.267272879,1.568770402,0.030254501,-0.002113127
0.933333333,0.098254826,-0.000381256,-0.017434475,0.115509372,0.000824513,-0.022872899,2.883725856,-0.071572712,1.304223097,1.579502758,0.029961540,-0.002079231
0.966666667,0.102122938,-0.000422244,-0.018189032,0.116589861,0.000850340,-0.022636714,2.931805177,-0.065200161,1.340517664,1.591287514,0.029669493,-0.002045435
1.000000000,0.106027595,-0.000465970,-0.018934873,0.117703386,0.000875124,-0.022375230,2.980278906,-0.059253153,1.376191082,1.604087824,0.029378361,-0.002011740
1.033333333,0.109969891,-0.000512509,-0.019671248,0.118849628,0.000898852,-0.022091232,3.029144781,-0.053713128,1.411277913,1.617866868,0.029088144,-0.001978145
1.066666667,0.113950909,-0.000561934,-0.020397492,0.120028266,0.000921515,-0.021787342,3.078400614,-0.048561481,1.445812843,1.632587771,0.028798842,-0.001944650
1.100000000,0.117971720,-0.000614318,-0.021113026,0.121238980,0.000943107,-0.021466012,3.128044290,-0.043779554,1.479830694,1.648213596,0.028510455,-0.001911255
1.133333333,0.122033385,-0.000669733,-0.021817344,0.122481453,0.000963627,-0.021129537,3.178073762,-0.039348667,1.513366367,1.664707395,0.028222982,-0.001877961
1.166666667,0.126136956,-0.000728249,-0.022510013,0.123755365,0.000983076,-0.020780057,3.228487048,-0.035250160,1.546454755,1.682032294,0.027936425,-0.001844767
1.200000000,0.130283473,-0.000789934,-0.023190665,0.125060400,0.001001459,-0.020419558,3.279282232,-0.031465461,1.579130614,1.700151618,0.027650783,-0.001811673
1.233333333,0.134473964,-0.000854857,-0.023858994,0.126396243,0.001018782,-0.020049881,3.330457453,-0.027976158,1.611428423,1.719029030,0.027366055,-0.001778679
1.266666667,0.138709449,-0.000923083,-0.024514751,0.127762576,0.001035055,-0.019672724,3.382010913,-0.024764081,1.643382224,1.738628689,0.027082243,-0.001745786
1.300000000,0.142990936,-0.000994679,-0.025157740,0.129159086,0.001050289,-0.019289648,3.433940863,-0.021811386,1.675025460,1.758915404,0.026799346,-0.001712993
1.333333333,0.147319422,-0.001069708,-0.025787809,0.130585459,0.001064498,-0.018902085,3.486245611,-0.019100635,1.706390815,1.779854796,0.026517363,-0.001680300
1.366666667,0.151695896,-0.001148233,-0.026404854,0.132041381,0.001077697,-0.018511340,3.538923509,-0.016614878,1.737510067,1.801413443,0.026236296,-0.001647707
1.400000000,0.156121333,-0.001230316,-0.027008807,0.133526541,0.001089903,-0.018118598,3.591972959,-0.014337718,1.768413945,1.823559014,0.025956143,-0.001615215
1.433333333,0.160596701,-0.001316016,-0.027599638,0.135040627,0.001101133,-0.017724931,3.645392403,-0.012253379,1.799132012,1.846260392,0.025676905,-0.001582823
1.466666667,0.165122956,-0.001405394,-0.028177348,0.136583329,0.001111407,-0.017331306,3.699180328,-0.010346757,1.829692555,1.869487773,0.025398583,-0.001550531
1.500000000,0.169701043,-0.001498507,-0.028741968,0.138154337,0.001120744,-0.016938586,3.753335255,-0.008603463,1.860122506,1.893212749,0.025121175,-0.001518339
1.533333333,0.174331898,-0.001595413,-0.029293553,0.139753341,0.001129166,-0.016547543,3.807855744,-0.007009857,1.890447378,1.917408366,0.024844682,-0.001486247
1.566666667,0.179016447,-0.001696166,-0.029832181,0.141380036,0.001136693,-0.016158860,3.862740387,-0.005553067,1.920691218,1.942049168,0.024569104,-0.001454256
1.600000000,0.183755604,-0.001800822,-0.030357953,0.143034112,0.001143348,-0.015773139,3.917987807,-0.004221004,1.950876587,1.967111219,0.024294441,-0.001422365
1.633333333,0.188550274,-0.001909433,-0.030870983,0.144715264,0.001149153,-0.015390904,3.973596656,-0.003002364,1.981024552,1.992572104,0.024020693,-0.001390574
1.666666667,0.193401352,-0.002022051,-0.031371403,0.146423188,0.001154130,-0.015012614,4.029565611,-0.001886618,2.011154694,2.018410917,0.023747860,-0.001358884
1.700000000,0.198309723,-0.002138728,-0.031859359,0.148157578,0.001158301,-0.014638662,4.085893376,-0.000864004,2.041285142,2.044608234,0.023475942,-0.001327293
1.733333333,0.203276261,-0.002259514,-0.032335005,0.149918131,0.001161690,-0.014269382,4.142578673,0.000074497,2.071432600,2.071146072,0.023204939,-0.001295803
1.766666667,0.208301831,-0.002384456,-0.032798507,0.151704545,0.001164318,-0.013905057,4.199620245,0.000937187,2.101612405,2.098007840,0.022934850,-0.001264413
1.800000000,0.213387287,-0.002513603,-0.033250037,0.153516518,0.001166208,-0.013545922,4.257016855,0.001731679,2.131838579,2.125178276,0.022665677,-0.001233124
1.833333333,0.218533473,-0.002647000,-0.033689776,0.155353750,0.001167382,-0.013192169,4.314767277,0.002464932,2.162123893,2.152643384,0.022397419,-0.001201934
1.866666667,0.223741225,-0.002784693,-0.034117908,0.157215941,0.001167861,-0.012843949,4.372870302,0.003143290,2.192479939,2.180390364,0.022130075,-0.001170845
1.900000000,0.229011366,-0.002926725,-0.034534621,0.159102792,0.001167668,-0.012501381,4.431324732,0.003772513,2.222917199,2.208407533,0.021863647,-0.001139856
1.933333333,0.234344711,-0.003073139,-0.034940106,0.161014006,0.001166822,-0.012164553,4.490129377,0.004357824,2.253445120,2.236684257,0.021598133,-0.001108968
1.966666667,0.239742065,-0.003223978,-0.035334557,0.162949286,0.001165346,-0.011833523,4.549283055,0.004903941,2.284072184,2.265210871,0.021333535,-0.001078179
2.000000000,0.245204223,-0.003379281,-0.035718167,0.164908336,0.001163258,-0.011508327,4.608784591,0.005415118,2.314805985,2.293978606,0.021069851,-0.001047491
2.033333333,0.250731971,-0.003539088,-0.036091133,0.166890862,0.001160579,-0.011188979,4.668632813,0.005895183,2.345653297,2.322979516,0.020807082,-0.001016903
2.066666667,0.256326084,-0.003703437,-0.036453649,0.168896569,0.001157327,-0.010875475,4.728826553,0.006347571,2.376620144,2.352206409,0.020545229,-0.000986415
2.100000000,0.261987328,-0.003872365,-0.036805909,0.170925165,0.001153522,-0.010567793,4.789364641,0.006775362,2.407711863,2.381652778,0.020284290,-0.000956028
2.133333333,0.267716458,-0.004045908,-0.037148106,0.172976358,0.001149181,-0.010265899,4.850245907,0.007181310,2.438933166,2.411312741,0.020024266,-0.000925741
2.166666667,0.273514222,-0.004224102,-0.037480430,0.175049858,0.001144322,-0.009969743,4.911469179,0.007567877,2.470288199,2.441180980,0.019765157,-0.000895554
2.200000000,0.279381355,-0.004406979,-0.037803073,0.177145373,0.001138963,-0.009679270,4.973033281,0.007937257,2.501780596,2.471252684,0.019506963,-0.000865467
2.233333333,0.285318586,-0.004594572,-0.038116220,0.179262617,0.001133118,-0.009394410,5.034937028,0.008291407,2.533413527,2.501523501,0.019249684,-0.000835480
2.266666667,0.291326632,-0.004786913,-0.038420056,0.181401300,0.001126805,-0.009115091,5.097179231,0.008632066,2.565189743,2.531989488,0.018993320,-0.000805594
2.300000000,0.297406202,-0.004984033,-0.038714764,0.183561136,0.001120038,-0.008841231,5.159758691,0.008960784,2.597111622,2.562647069,0.018737871,-0.000775808
2.333333333,0.303557993,-0.005185960,-0.039000522,0.185741840,0.001112833,-0.008572744,5.222674198,0.009278934,2.629181203,2.593492995,0.018483337,-0.000746122
2.366666667,0.309782696,-0.005392722,-0.039277507,0.187943126,0.001105204,-0.008309539,5.285924531,0.009587739,2.661400225,2.624524306,0.018229718,-0.000716537
2.400000000,0.316080990,-0.005604348,-0.039545891,0.190164711,0.001097164,-0.008051523,5.349508454,0.009888280,2.693770151,2.655738303,0.017977013,-0.000687051
2.433333333,0.322453545,-0.005820862,-0.039805844,0.192406311,0.001088726,-0.007798599,5.413424720,0.010181519,2.726292205,2.687132515,0.017725224,-0.000657666
2.466666667,0.328901023,-0.006042290,-0.040057533,0.194667646,0.001079904,-0.007550668,5.477672062,0.010468307,2.758967390,2.718704672,0.017474349,-0.000628382
2.500000000,0.335424076,-0.006268655,-0.040301121,0.196948435,0.001070710,-0.007307630,5.542249199,0.010749397,2.791796517,2.750452683,0.017224390,-0.000599197
2.533333333,0.342023346,-0.006499981,-0.040536767,0.199248397,0.001061155,-0.007069385,5.607154831,0.011025457,2.824780218,2.782374613,0.016975345,-0.000570113
2.566666667,0.348699467,-0.006736288,-0.040764628,0.201567255,0.001051251,-0.006835830,5.672387635,0.011297079,2.857918970,2.814468665,0.016727216,-0.000541128
2.600000000,0.355453062,-0.006977598,-0.040984857,0.203904730,0.001041008,-0.006606864,5.737946273,0.011564785,2.891213108,2.846733164,0.016480001,-0.000512244
2.633333333,0.362284747,-0.007223930,-0.041197603,0.206260546,0.001030438,-0.006382385,5.803829380,0.011829039,2.924662841,2.879166539,0.016233701,-0.000483461
2.666666667,0.369195128,-0.007475302,-0.041403012,0.208634428,0.001019549,-0.006162293,5.870035570,0.012090248,2.958268262,2.911767308,0.015988317,-0.000454777
2.700000000,0.376184800,-0.007731732,-0.041601229,0.211026100,0.001008351,-0.005946486,5.936563433,0.012348776,2.992029362,2.944534071,0.015743847,-0.000426194
2.733333333,0.383254352,-0.007993236,-0.041792391,0.213435290,0.000996854,-0.005734866,6.003411533,0.012604940,3.025946036,2.977465496,0.015500292,-0.000397711
2.766666667,0.390404363,-0.008259830,-0.041976635,0.215861725,0.000985065,-0.005527333,6.070578407,0.012859025,3.060018098,3.010560309,0.015257652,-0.000369328
2.800000000,0.397635401,-0.008531527,-0.042154095,0.218305133,0.000972995,-0.005323790,6.138062567,0.013111279,3.094245281,3.043817286,0.015015927,-0.000341046
2.833333333,0.404948029,-0.008808341,-0.042324900,0.220765244,0.000960650,-0.005124143,6.205862494,0.013361921,3.128627249,3.077235245,0.014775117,-0.000312864
2.866666667,0.412342796,-0.009090283,-0.042489176,0.223241788,0.000948038,-0.004928295,6.273976641,0.013611146,3.163163602,3.110813039,0.014535222,-0.000284782
2.900000000,0.419820246,-0.009377366,-0.042647048,0.225734498,0.000935167,-0.004736154,6.342403431,0.013859126,3.197853880,3.144549551,0.014296242,-0.000256800
2.933333333,0.427380914,-0.009669598,-0.042798636,0.228243105,0.000922043,-0.004547629,6.411141256,0.014106009,3.232697569,3.178443687,0.014058177,-0.000228918
2.966666667,0.435025323,-0.009966990,-0.042944057,0.230767344,0.000908673,-0.004362631,6.480188474,0.014351930,3.267694103,3.212494371,0.013821026,-0.000201137
3.000000000,0.442753991,-0.010269548,-0.043083426,0.233306950,0.000895063,-0.004181070,6.549543413,0.014597004,3.302842869,3.246700545,0.013584791,-0.000173456
3.033333333,0.450567424,-0.010577280,-0.043216854,0.235861657,0.000881220,-0.004002862,6.619204366,0.014841334,3.338143211,3.281061156,0.013349471,-0.000145875
3.066666667,0.458466123,-0.010890192,-0.043344452,0.238431203,0.000867149,-0.003827920,6.689169591,0.015085010,3.373594430,3.315575161,0.013115065,-0.000118395
3.100000000,0.466450575,-0.011208288,-0.043466324,0.241015325,0.000852856,-0.003656164,6.759437313,0.015328110,3.409195792,3.350241521,0.012881575,-0.000091014
3.133333333,0.474521264,-0.011531573,-0.043582574,0.243613764,0.000838346,-0.003487510,6.830005718,0.015570704,3.444946520,3.385059198,0.012648999,-0.000063734
3.166666667,0.482678662,-0.011860049,-0.043693304,0.246226257,0.000823624,-0.003321882,6.900872958,0.015812851,3.480845808,3.420027150,0.012417339,-0.000036554
3.200000000,0.490923233,-0.012193718,-0.043798610,0.248852547,0.000808695,-0.003159200,6.972037146,0.016054605,3.516892813,3.455144333,0.012186593,-0.000009475
3.233333333,0.499255433,-0.012532582,-0.043898590,0.251492375,0.000793563,-0.002999389,7.043496359,0.016296011,3.553086662,3.490409697,0.011956762,0.000017505
3.266666667,0.507675709,-0.012876639,-0.043993336,0.254145484,0.000778232,-0.002842375,7.115248633,0.016537109,3.589426449,3.525822184,0.011727846,0.000044384
3.300000000,0.516184499,-0.013225889,-0.044082939,0.256811618,0.000762707,-0.002688086,7.187291967,0.016777934,3.625911241,3.561380726,0.011499846,0.000071163
3.333333333,0.524782233,-0.013580330,-0.044167487,0.259490523,0.000746991,-0.002536451,7.259624318,0.017018516,3.662540074,3.597084245,0.011272760,0.000097841
3.366666667,0.533469334,-0.013939959,-0.044247067,0.262181944,0.000731089,-0.002387401,7.332243606,0.017258880,3.699311958,3.632931649,0.011046589,0.000124420
3.400000000,0.542246214,-0.014304770,-0.044321763,0.264885629,0.000715002,-0.002240870,7.405147707,0.017499051,3.736225874,3.668921833,0.010821333,0.000150898
3.433333333,0.551113279,-0.014674760,-0.044391656,0.267601325,0.000698736,-0.002096790,7.478334458,0.017739046,3.773280778,3.705053680,0.010596992,0.000177276
3.466666667,0.560070926,-0.015049923,-0.044456826,0.270328783,0.000682293,-0.001955099,7.551801652,0.017978882,3.810475599,3.741326053,0.010373566,0.000203554
3.500000000,0.569119542,-0.015430250,-0.044517350,0.273067751,0.000665676,-0.001815733,7.625547041,0.018218575,3.847809241,3.777737800,0.010151054,0.000229731
3.533333333,0.578259507,-0.015815735,-0.044573304,0.275817982,0.000648887,-0.001678632,7.699568335,0.018458135,3.885280582,3.814287753,0.009929458,0.000255808
3.566666667,0.587491194,-0.016206367,-0.044624762,0.278579228,0.000631929,-0.001543736,7.773863199,0.018697575,3.922888474,3.850974725,0.009708777,0.000281785
3.600000000,0.596814966,-0.016602138,-0.044671795,0.281351241,0.000614806,-0.001410986,7.848429257,0.018936902,3.960631748,3.887797509,0.009489011,0.000307662
3.633333333,0.606231179,-0.017003036,-0.044714473,0.284133777,0.000597518,-0.001280328,7.923264087,0.019176125,3.998509207,3.924754880,0.009270159,0.000333439
3.666666667,0.615740179,-0.017409050,-0.044752863,0.286926591,0.000580069,-0.001151704,7.998365223,0.019415250,4.036519632,3.961845591,0.009052223,0.000359115
3.700000000,0.625342308,-0.017820166,-0.044787032,0.289729440,0.000562460,-0.001025062,8.073730156,0.019654284,4.074661778,3.999068378,0.008835201,0.000384691
3.733333333,0.635037895,-0.018236371,-0.044817043,0.292542079,0.000544693,-0.000900349,8.149356331,0.019893230,4.112934378,4.036421953,0.008619095,0.000410167
3.766666667,0.644827263,-0.018657650,-0.044842960,0.295364270,0.000526771,-0.000777513,8.225241148,0.020132094,4.151336140,4.073905008,0.008403903,0.000435543
3.800000000,0.654710729,-0.019083988,-0.044864844,0.298195770,0.000508694,-0.000656505,8.301381962,0.020370880,4.189865750,4.111516212,0.008189626,0.000460818
3.833333333,0.664688599,-0.019515367,-0.044882753,0.301036340,0.000490465,-0.000537276,8.377776083,0.020609590,4.228521869,4.149254214,0.007976265,0.000485993
3.866666667,0.674761173,-0.019951770,-0.044896746,0.303885743,0.000472084,-0.000419779,8.454420773,0.020848228,4.267303133,4.187117640,0.007763818,0.000511068
3.900000000,0.684928742,-0.020393180,-0.044906878,0.306743740,0.000453553,-0.000303967,8.531313251,0.021086798,4.306208159,4.225105092,0.007552286,0.000536043
3.933333333,0.695191590,-0.020839576,-0.044913204,0.309610096,0.000434874,-0.000189796,8.608450688,0.021325301,4.345235537,4.263215151,0.007341669,0.000560917
3.966666667,0.705549993,-0.021290938,-0.044915779,0.312484574,0.000416048,-0.000077220,8.685830209,0.021563740,4.384383835,4.301446374,0.007131967,0.000585691
4.000000000,0.716004218,-0.021747244,-0.044914652,0.315366942,0.000397075,0.000033802,8.763448892,0.021802126,4.423651611,4.339797281,0.006923180,0.000610365
4.033333333,0.726554527,-0.022208474,-0.044909875,0.318256965,0.000377957,0.000143312,8.841303771,0.022040568,4.463037594,4.378266177,0.006715308,0.000634939
4.066666667,0.737201171,-0.022674603,-0.044901496,0.321154412,0.000358694,0.000251352,8.919391829,0.022279102,4.502540341,4.416851488,0.006508351,0.000659412
4.100000000,0.747944395,-0.023145608,-0.044889564,0.324059051,0.000339287,0.000357961,8.997710007,0.022517724,4.542158318,4.455551689,0.006302309,0.000683785
4.133333333,0.758784437,-0.023621464,-0.044874125,0.326970652,0.000319738,0.000463178,9.076255196,0.022756431,4.581889965,4.494365231,0.006097182,0.000708058
4.166666667,0.769721527,-0.024102145,-0.044855224,0.329888986,0.000300046,0.000567041,9.155024242,0.022995221,4.621733700,4.533290542,0.005892969,0.000732231
4.200000000,0.780755885,-0.024587624,-0.044832904,0.332813826,0.000280213,0.000669586,9.234013942,0.023234093,4.661687920,4.572326023,0.005689672,0.000756304
4.233333333,0.791887728,-0.025077874,-0.044807209,0.335744943,0.000260239,0.000770851,9.313221049,0.023473046,4.701750997,4.611470052,0.005487290,0.000780276
4.266666667,0.803117261,-0.025572867,-0.044778180,0.338682113,0.000240123,0.000870868,9.392642268,0.023712078,4.741921284,4.650720984,0.005285822,0.000804148
4.300000000,0.814444685,-0.026072572,-0.044745858,0.341625110,0.000219868,0.000969675,9.472274256,0.023951189,4.782197107,4.690077149,0.005085270,0.000827920
4.333333333,0.825870191,-0.026576961,-0.044710281,0.344573710,0.000199472,0.001067302,9.552113625,0.024190380,4.822576773,4.729536852,0.004885632,0.000851591
4.366666667,0.837393964,-0.027086001,-0.044671488,0.347527691,0.000178937,0.001163784,9.632156939,0.024429650,4.863058566,4.769098373,0.004686909,0.000875162
4.400000000,0.849016181,-0.027599660,-0.044629516,0.350486830,0.000158262,0.001259152,9.712400717,0.024669002,4.903640746,4.808759971,0.004489102,0.000898634
4.433333333,0.860737012,-0.028117907,-0.044584402,0.353450907,0.000137447,0.001353437,9.792841431,0.024908435,4.944321553,4.848519878,0.004292209,0.000922004
4.466666667,0.872556621,-0.028640707,-0.044536179,0.356419702,0.000116494,0.001446670,9.873475506,0.025147953,4.985099202,4.888376304,0.004096231,0.000945275
4.500000000,0.884475161,-0.029168025,-0.044484883,0.359392997,0.000095401,0.001538879,9.954299320,0.025387558,5.025971887,4.928327433,0.003901168,0.000968445
4.533333333,0.896492782,-0.029699827,-0.044430547,0.362370573,0.000074168,0.001630095,10.035309208,0.025627252,5.066937781,4.968371427,0.003707020,0.000991515
4.566666667,0.908609624,-0.030236075,-0.044373202,0.365352214,0.000052797,0.001720345,10.116501456,0.025867039,5.107995034,5.008506423,0.003513787,0.001014485
4.600000000,0.920825821,-0.030776733,-0.044312880,0.368337705,0.000031285,0.001809656,10.197872307,0.026106922,5.149141772,5.048730535,0.003321469,0.001037355
4.633333333,0.933141499,-0.031321763,-0.044249612,0.371326830,0.000009635,0.001898057,10.279417956,0.026346895,5.190376083,5.089041873,0.003130066,0.001060124
4.666666667,0.945556778,-0.031871125,-0.044183426,0.374319376,-0.000012156,0.001985572,10.361134554,0.026586915,5.231695960,5.129438593,0.002939578,0.001082794
4.700000000,0.958071770,-0.032424781,-0.044114352,0.377315131,-0.000034087,0.002072227,10.443018206,0.026827008,5.273099503,5.169918704,0.002750005,0.001105363
4.733333333,0.970686582,-0.032982690,-0.044042417,0.380313883,-0.000056158,0.002158047,10.525064975,0.027067238,5.314584869,5.210480107,0.002561347,0.001127831
4.766666667,0.983401310,-0.033544809,-0.043967648,0.383315423,-0.000078369,0.002243058,10.607270876,0.027307611,5.356150075,5.251120801,0.002373603,0.001150200
4.800000000,0.996216047,-0.034111098,-0.043890072,0.386319539,-0.000100722,0.002327282,10.689631882,0.027548126,5.397793105,5.291838776,0.002186775,0.001172468
4.833333333,1.009130876,-0.034681513,-0.043809714,0.389326024,-0.000123215,0.002410744,10.772143920,0.027788783,5.439511928,5.332631992,0.002000862,0.001194636
4.866666667,1.022145876,-0.035256010,-0.043726599,0.392334671,-0.000145851,0.002493466,10.854802876,0.028029587,5.481304490,5.373498386,0.001815863,0.001216704
4.900000000,1.035261117,-0.035834545,-0.043640750,0.395345273,-0.000168629,0.002575470,10.937604590,0.028270542,5.523168722,5.414435867,0.001631780,0.001238671
4.933333333,1.048476663,-0.036417072,-0.043552190,0.398357625,-0.000191549,0.002656780,11.020544860,0.028511654,5.565102535,5.455442326,0.001448611,0.001260538
4.966666667,1.061792571,-0.037003545,-0.043460943,0.401371523,-0.000214612,0.002737415,11.103619443,0.028752930,5.607103817,5.496515626,0.001266357,0.001282305
5.000000000,1.075208892,-0.037593916,-0.043367030,0.404386763,-0.000237820,0.002817397,11.186824051,0.028994376,5.649170441,5.537653610,0.001085019,0.001303972
5.033333333,1.088725668,-0.038188139,-0.043270472,0.407403144,-0.000261171,0.002896747,11.270154354,0.029236001,5.691300256,5.578854098,0.000904595,0.001325539
5.066666667,1.102342937,-0.038786164,-0.043171289,0.410420463,-0.000284667,0.002975483,11.353605983,0.029477812,5.733491093,5.620114891,0.000725086,0.001347005
5.100000000,1.116060728,-0.039387941,-0.043069501,0.413438522,-0.000308309,0.003053627,11.437174526,0.029719819,5.775740762,5.661433764,0.000546492,0.001368371
5.133333333,1.129879067,-0.039993421,-0.042965128,0.416457121,-0.000332097,0.003131196,11.520855530,0.029962031,5.818047055,5.702808475,0.000368813,0.001389637
5.166666667,1.143797968,-0.040602552,-0.042858188,0.419476062,-0.000356032,0.003208211,11.604644503,0.030204456,5.860407744,5.744236759,0.000192049,0.001410803
5.200000000,1.157817443,-0.041215282,-0.042748698,0.422495147,-0.000380114,0.003284688,11.688536911,0.030447105,5.902820579,5.785716331,0.000016200,0.001431868
5.233333333,1.171937496,-0.041831560,-0.042636677,0.425514182,-0.000404345,0.003360647,11.772528181,0.030689986,5.945283295,5.827244886,-0.000158734,0.001452833
5.266666667,1.186158124,-0.042451330,-0.042522140,0.428532970,-0.000428724,0.003436103,11.856613704,0.030933112,5.987793606,5.868820098,-0.000332753,0.001473698
5.300000000,1.200479317,-0.043074540,-0.042405104,0.431551319,-0.000453253,0.003511076,11.940788827,0.031176492,6.030349205,5.910439622,-0.000505857,0.001494463
5.333333333,1.214901061,-0.043701135,-0.042285584,0.434569035,-0.000477933,0.003585582,12.025048863,0.031420136,6.072947770,5.952101093,-0.000678046,0.001515127
5.366666667,1.229423334,-0.044331057,-0.042163597,0.437585926,-0.000502764,0.003659636,12.109389086,0.031664056,6.115586959,5.993802127,-0.000849321,0.001535691
5.400000000,1.244046106,-0.044964252,-0.042039155,0.440601802,-0.000527747,0.003733256,12.193804733,0.031908263,6.158264412,6.035540321,-0.001019680,0.001556155
5.433333333,1.258769344,-0.045600662,-0.041912273,0.443616473,-0.000552883,0.003806456,12.278291004,0.032152769,6.200977751,6.077313253,-0.001189125,0.001576519
5.466666667,1.273593007,-0.046240228,-0.041782964,0.446629750,-0.000578173,0.003879254,12.362843063,0.032397585,6.243724580,6.119118483,-0.001357654,0.001596782
5.500000000,1.288517046,-0.046882892,-0.041651242,0.449641445,-0.000603618,0.003951663,12.447456038,0.032642723,6.286502487,6.160953551,-0.001525269,0.001616946
5.533333333,1.303541411,-0.047528595,-0.041517119,0.452651372,-0.000629218,0.004023700,12.532125023,0.032888196,6.329309042,6.202815981,-0.001691968,0.001637009
5.566666667,1.318666039,-0.048177276,-0.041380606,0.455659345,-0.000654975,0.004095377,12.616845076,0.033134015,6.372141798,6.244703278,-0.001857753,0.001656971
5.600000000,1.333890866,-0.048828874,-0.041241716,0.458665179,-0.000680889,0.004166711,12.701611222,0.033380193,6.414998291,6.286612931,-0.002022623,0.001676834
5.633333333,1.349215820,-0.049483328,-0.041100459,0.461668692,-0.000706962,0.004237714,12.786418452,0.033626744,6.457876041,6.328542411,-0.002186577,0.001696596
