t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,tau_v,T1,T2
6.133333,1.589056,-0.053264,-0.034334,0.510687,-0.002713,0.000637,-0.004856,0.001582,20.708094,0.014208,-0.078533,10.381370,10.326724
6.166667,1.606116,-0.053940,-0.034312,0.513731,-0.002708,0.000692,-0.005057,0.001605,20.816497,0.014869,-0.077400,10.436843,10.379654
6.200000,1.623278,-0.054619,-0.034288,0.516770,-0.002703,0.000748,-0.005259,0.001628,20.924549,0.015540,-0.076242,10.492159,10.432390
6.233333,1.640541,-0.055301,-0.034262,0.519802,-0.002697,0.000804,-0.005461,0.001652,21.032240,0.016221,-0.075061,10.547314,10.484927
6.266667,1.657905,-0.055986,-0.034234,0.522829,-0.002691,0.000862,-0.005662,0.001675,21.139565,0.016911,-0.073857,10.602303,10.537261
6.300000,1.675370,-0.056673,-0.034204,0.525849,-0.002685,0.000920,-0.005864,0.001698,21.246513,0.017611,-0.072631,10.657124,10.589388
6.333333,1.692935,-0.057363,-0.034173,0.528862,-0.002678,0.000979,-0.006065,0.001722,21.353077,0.018322,-0.071383,10.711772,10.641304
6.366667,1.710601,-0.058056,-0.034139,0.531869,-0.002670,0.001040,-0.006267,0.001745,21.459248,0.019042,-0.070113,10.766243,10.693005
6.400000,1.728366,-0.058752,-0.034103,0.534869,-0.002662,0.001101,-0.006468,0.001768,21.565018,0.019772,-0.068823,10.820532,10.744486
6.433333,1.746232,-0.059449,-0.034066,0.537862,-0.002654,0.001163,-0.006670,0.001792,21.670380,0.020512,-0.067513,10.874637,10.795743
6.466667,1.764197,-0.060150,-0.034026,0.540847,-0.002645,0.001227,-0.006872,0.001815,21.775324,0.021263,-0.066183,10.928552,10.846772
6.500000,1.782261,-0.060852,-0.033984,0.543824,-0.002636,0.001291,-0.007073,0.001838,21.879842,0.022023,-0.064834,10.982273,10.897569
6.533333,1.800425,-0.061557,-0.033940,0.546793,-0.002627,0.001356,-0.007275,0.001861,21.983927,0.022794,-0.063467,11.035798,10.948129
6.566667,1.818687,-0.062264,-0.033893,0.549755,-0.002617,0.001422,-0.007476,0.001885,22.087570,0.023575,-0.062082,11.089121,10.998449
6.600000,1.837048,-0.062973,-0.033845,0.552707,-0.002607,0.001489,-0.007678,0.001908,22.190762,0.024366,-0.060679,11.142238,11.048524
6.633333,1.855507,-0.063685,-0.033794,0.555652,-0.002597,0.001558,-0.007880,0.001931,22.293496,0.025167,-0.059261,11.195146,11.098350
6.666667,1.874064,-0.064398,-0.033741,0.558587,-0.002587,0.001627,-0.008081,0.001955,22.395763,0.025979,-0.057826,11.247840,11.147923
6.700000,1.892719,-0.065113,-0.033686,0.561513,-0.002576,0.001697,-0.008283,0.001978,22.497555,0.026800,-0.056376,11.300317,11.197238
6.733333,1.911471,-0.065830,-0.033628,0.564431,-0.002565,0.001768,-0.008484,0.002001,22.598864,0.027633,-0.054912,11.352572,11.246292
6.766667,1.930321,-0.066549,-0.033568,0.567338,-0.002554,0.001840,-0.008686,0.002025,22.699681,0.028475,-0.053434,11.404601,11.295080
6.800000,1.949267,-0.067270,-0.033505,0.570236,-0.002542,0.001914,-0.008888,0.002048,22.799999,0.029328,-0.051942,11.456400,11.343598
6.833333,1.968309,-0.067992,-0.033440,0.573124,-0.002531,0.001988,-0.009089,0.002071,22.899808,0.030192,-0.050438,11.507965,11.391843
6.866667,1.987448,-0.068716,-0.033373,0.576002,-0.002519,0.002063,-0.009291,0.002094,22.999101,0.031066,-0.048922,11.559293,11.439809
6.900000,2.006682,-0.069441,-0.033303,0.578869,-0.002507,0.002140,-0.009492,0.002118,23.097870,0.031950,-0.047395,11.610378,11.487492
6.933333,2.026012,-0.070168,-0.033230,0.581726,-0.002495,0.002217,-0.009694,0.002141,23.196106,0.032845,-0.045857,11.661217,11.534889
6.966667,2.045437,-0.070896,-0.033155,0.584572,-0.002483,0.002295,-0.009895,0.002164,23.293802,0.033751,-0.044309,11.711806,11.581995
7.000000,2.064956,-0.071625,-0.033077,0.587407,-0.002471,0.002375,-0.010097,0.002188,23.390948,0.034667,-0.042752,11.762141,11.628806
7.033333,2.084570,-0.072356,-0.032996,0.590230,-0.002458,0.002456,-0.010299,0.002211,23.487536,0.035594,-0.041187,11.812218,11.675318
7.066667,2.104278,-0.073087,-0.032913,0.593042,-0.002446,0.002537,-0.010500,0.002234,23.583559,0.036531,-0.039614,11.862032,11.721527
7.100000,2.124080,-0.073820,-0.032827,0.595842,-0.002434,0.002620,-0.010702,0.002257,23.679009,0.037479,-0.038034,11.911580,11.767429
7.133333,2.143974,-0.074553,-0.032739,0.598631,-0.002422,0.002704,-0.010903,0.002281,23.773876,0.038438,-0.036448,11.960857,11.813019
7.166667,2.163962,-0.075287,-0.032647,0.601407,-0.002410,0.002788,-0.011105,0.002304,23.868152,0.039407,-0.034856,12.009860,11.858293
7.200000,2.184041,-0.076022,-0.032553,0.604171,-0.002398,0.002874,-0.011307,0.002327,23.961830,0.040388,-0.033259,12.058584,11.903247
7.233333,2.204213,-0.076758,-0.032455,0.606922,-0.002386,0.002961,-0.011450,0.002352,24.054911,0.041378,-0.031657,12.107029,11.947881
7.266667,2.224476,-0.077494,-0.032355,0.609660,-0.002374,0.003049,-0.011519,0.002378,24.147457,0.042380,-0.030048,12.155228,11.992229
7.300000,2.244830,-0.078231,-0.032252,0.612385,-0.002362,0.003139,-0.011588,0.002404,24.239482,0.043391,-0.028430,12.203185,12.036297
7.333333,2.265275,-0.078968,-0.032146,0.615098,-0.002351,0.003229,-0.011657,0.002431,24.330981,0.044413,-0.026804,12.250900,12.080082
7.366667,2.285810,-0.079705,-0.032037,0.617797,-0.002339,0.003320,-0.011726,0.002457,24.421953,0.045444,-0.025170,12.298370,12.123583
7.400000,2.306436,-0.080443,-0.031925,0.620483,-0.002328,0.003413,-0.011794,0.002483,24.512395,0.046486,-0.023530,12.345594,12.166800
7.433333,2.327150,-0.081181,-0.031809,0.623157,-0.002317,0.003506,-0.011863,0.002510,24.602303,0.047539,-0.021882,12.392572,12.209731
7.466667,2.347953,-0.081919,-0.031691,0.625816,-0.002306,0.003601,-0.011932,0.002536,24.691675,0.048601,-0.020229,12.439301,12.252374
7.500000,2.368845,-0.082656,-0.031569,0.628463,-0.002295,0.003697,-0.012001,0.002562,24.780508,0.049674,-0.018571,12.485781,12.294727
7.533333,2.389825,-0.083394,-0.031444,0.631096,-0.002285,0.003794,-0.012070,0.002588,24.868799,0.050757,-0.016908,12.532009,12.336790
7.566667,2.410892,-0.084131,-0.031316,0.633716,-0.002275,0.003892,-0.012139,0.002615,24.956546,0.051850,-0.015240,12.577985,12.378562
7.600000,2.432047,-0.084868,-0.031185,0.636322,-0.002265,0.003991,-0.012208,0.002641,25.043746,0.052953,-0.013568,12.623706,12.420040
7.633333,2.453288,-0.085605,-0.031050,0.638914,-0.002256,0.004091,-0.012276,0.002667,25.130396,0.054067,-0.011893,12.669173,12.461223
7.666667,2.474616,-0.086341,-0.030912,0.641493,-0.002246,0.004193,-0.012345,0.002693,25.216492,0.055191,-0.010216,12.714382,12.502110
7.700000,2.496029,-0.087076,-0.030771,0.644058,-0.002237,0.004295,-0.012414,0.002720,25.302034,0.056325,-0.008536,12.759334,12.542700
7.733333,2.517528,-0.087811,-0.030626,0.646609,-0.002229,0.004399,-0.012483,0.002746,25.387016,0.057469,-0.006854,12.804025,12.582991
7.766667,2.539112,-0.088545,-0.030477,0.649146,-0.002221,0.004503,-0.012552,0.002772,25.471438,0.058623,-0.005171,12.848456,12.622982
7.800000,2.560780,-0.089278,-0.030326,0.651669,-0.002213,0.004609,-0.012621,0.002798,25.555295,0.059788,-0.003487,12.892625,12.662671
7.833333,2.582532,-0.090010,-0.030170,0.654178,-0.002206,0.004716,-0.012690,0.002825,25.638586,0.060963,-0.001803,12.936529,12.702057
7.866667,2.604367,-0.090740,-0.030011,0.656673,-0.002199,0.004824,-0.012759,0.002851,25.721307,0.062148,-0.000120,12.980169,12.741138
7.900000,2.626286,-0.091470,-0.029848,0.659153,-0.002192,0.004934,-0.012827,0.002877,25.803456,0.063343,0.001563,13.023542,12.779914
7.933333,2.648287,-0.092198,-0.029682,0.661619,-0.002186,0.005044,-0.012896,0.002903,25.885030,0.064549,0.003244,13.066647,12.818383
7.966667,2.670370,-0.092924,-0.029512,0.664071,-0.002180,0.005156,-0.012965,0.002930,25.966026,0.065764,0.004923,13.109483,12.856543
8.000000,2.692534,-0.093649,-0.029338,0.666509,-0.002175,0.005268,-0.013034,0.002956,26.046441,0.066990,0.006600,13.152048,12.894393
8.033333,2.714780,-0.094373,-0.029161,0.668931,-0.002171,0.005382,-0.013103,0.002982,26.126273,0.068226,0.008274,13.194341,12.931932
8.066667,2.737106,-0.095094,-0.028980,0.671339,-0.002167,0.005497,-0.013172,0.003008,26.205519,0.069472,0.009944,13.236360,12.969159
8.100000,2.759513,-0.095814,-0.028794,0.673733,-0.002163,0.005613,-0.013241,0.003035,26.284175,0.070729,0.011610,13.278105,13.006071
8.133333,2.781999,-0.096531,-0.028605,0.676111,-0.002160,0.005730,-0.013309,0.003061,26.362241,0.071995,0.013272,13.319573,13.042668
8.166667,2.804564,-0.097247,-0.028412,0.678475,-0.002158,0.005849,-0.013378,0.003087,26.439711,0.073272,0.014928,13.360763,13.078948
8.200000,2.827208,-0.097960,-0.028215,0.680824,-0.002156,0.005968,-0.013447,0.003113,26.516585,0.074559,0.016579,13.401675,13.114910
8.233333,2.849930,-0.098671,-0.028014,0.683158,-0.002155,0.006089,-0.013516,0.003140,26.592858,0.075856,0.018223,13.442306,13.150552
8.266667,2.872730,-0.099380,-0.027809,0.685476,-0.002155,0.006211,-0.013585,0.003166,26.668529,0.077163,0.019861,13.482655,13.185874
8.300000,2.895607,-0.100085,-0.027600,0.687780,-0.002155,0.006334,-0.013654,0.003192,26.743594,0.078480,0.021492,13.522721,13.220873
8.333333,2.918560,-0.100788,-0.027387,0.690068,-0.002156,0.006458,-0.013723,0.003219,26.818051,0.079808,0.023115,13.562502,13.255549
8.366667,2.941590,-0.101489,-0.027170,0.692341,-0.002157,0.006584,-0.013791,0.003245,26.891897,0.081145,0.024730,13.601997,13.289900
8.400000,2.964695,-0.102186,-0.026948,0.694599,-0.002159,0.006710,-0.013860,0.003271,26.965129,0.082493,0.026336,13.641205,13.323925
8.433333,2.987876,-0.102880,-0.026722,0.696841,-0.002162,0.006838,-0.013929,0.003297,27.037745,0.083851,0.027933,13.680124,13.357621
8.466667,3.011131,-0.103571,-0.026492,0.699068,-0.002166,0.006967,-0.013998,0.003324,27.109742,0.085219,0.029521,13.718753,13.390989
8.500000,3.034460,-0.104259,-0.026258,0.701279,-0.002171,0.007097,-0.014067,0.003350,27.181117,0.086596,0.031098,13.757090,13.424027
8.533333,3.057862,-0.104944,-0.026019,0.703474,-0.002176,0.007228,-0.014136,0.003376,27.251867,0.087985,0.032665,13.795135,13.456733
8.566667,3.081338,-0.105624,-0.025776,0.705653,-0.002182,0.007361,-0.014205,0.003402,27.321990,0.089383,0.034221,13.832885,13.489105
8.600000,3.104886,-0.106301,-0.025529,0.707817,-0.002189,0.007494,-0.014274,0.003429,27.391483,0.090791,0.035765,13.870339,13.521143
8.633333,3.128507,-0.106975,-0.025277,0.709965,-0.002197,0.007629,-0.014342,0.003455,27.460342,0.092209,0.037297,13.907496,13.552846
8.666667,3.152198,-0.107644,-0.025020,0.712096,-0.002205,0.007765,-0.014411,0.003481,27.528567,0.093637,0.038817,13.944355,13.584211
8.700000,3.175961,-0.108309,-0.024759,0.714212,-0.002215,0.007902,-0.014480,0.003507,27.596153,0.095076,0.040324,13.980915,13.615238
8.733333,3.199794,-0.108970,-0.024493,0.716312,-0.002225,0.008040,-0.014549,0.003534,27.663098,0.096524,0.041817,14.017172,13.645925
8.766667,3.223697,-0.109627,-0.024223,0.718395,-0.002236,0.008180,-0.014618,0.003560,27.729399,0.097983,0.043297,14.053128,13.676271
8.800000,3.247669,-0.110279,-0.023948,0.720462,-0.002249,0.008321,-0.014687,0.003586,27.795054,0.099451,0.044763,14.088779,13.706274
8.833333,3.271710,-0.110927,-0.023668,0.722513,-0.002262,0.008462,-0.014756,0.003612,27.860060,0.100930,0.046214,14.124126,13.735934
8.866667,3.295820,-0.111570,-0.023384,0.724547,-0.002276,0.008606,-0.014824,0.003639,27.924414,0.102418,0.047650,14.159165,13.765248
8.900000,3.319997,-0.112208,-0.023094,0.726564,-0.002291,0.008750,-0.014893,0.003665,27.988113,0.103917,0.049070,14.193897,13.794216
8.933333,3.344241,-0.112841,-0.022800,0.728566,-0.002307,0.008895,-0.014962,0.003691,28.051155,0.105426,0.050475,14.228319,13.822836
8.966667,3.368551,-0.113469,-0.022501,0.730550,-0.002324,0.009042,-0.015031,0.003717,28.113537,0.106944,0.051864,14.262430,13.851107
9.000000,3.392928,-0.114092,-0.022197,0.732518,-0.002342,0.009190,-0.015100,0.003744,28.175257,0.108473,0.053237,14.296230,13.879027
9.033333,3.417370,-0.114709,-0.021889,0.734468,-0.002362,0.009339,-0.015169,0.003770,28.236311,0.110011,0.054592,14.329716,13.906596
9.066667,3.441877,-0.115321,-0.021575,0.736402,-0.002382,0.009490,-0.015238,0.003796,28.296698,0.111560,0.055931,14.362887,13.933811
9.100000,3.466449,-0.115927,-0.021256,0.738319,-0.002403,0.009641,-0.015306,0.003822,28.356413,0.113118,0.057251,14.395742,13.960671
9.133333,3.491084,-0.116527,-0.020932,0.740219,-0.002425,0.009794,-0.015375,0.003849,28.415456,0.114687,0.058554,14.428279,13.987176
9.166667,3.515782,-0.117121,-0.020603,0.742102,-0.002449,0.009948,-0.015444,0.003875,28.473822,0.116265,0.059839,14.460498,14.013324
9.200000,3.540543,-0.117709,-0.020269,0.743968,-0.002474,0.010103,-0.015513,0.003901,28.531509,0.117854,0.061106,14.492396,14.039113
9.233333,3.565366,-0.118291,-0.019929,0.745816,-0.002499,0.010260,-0.015582,0.003928,28.588516,0.119452,0.062353,14.523973,14.064542
9.266667,3.590251,-0.118867,-0.019585,0.747647,-0.002526,0.010417,-0.015651,0.003954,28.644838,0.121060,0.063582,14.555227,14.089611
9.300000,3.615196,-0.119436,-0.019235,0.749461,-0.002554,0.010576,-0.015720,0.003980,28.700473,0.122679,0.064791,14.586157,14.114316
9.333333,3.640202,-0.119998,-0.018880,0.751257,-0.002583,0.010736,-0.015789,0.004006,28.755420,0.124307,0.065981,14.616762,14.138658
9.366667,3.665268,-0.120553,-0.018519,0.753035,-0.002614,0.010898,-0.015857,0.004033,28.809674,0.125945,0.067152,14.647039,14.162635
9.400000,3.690392,-0.121102,-0.018153,0.754796,-0.002645,0.011060,-0.015926,0.004059,28.863233,0.127593,0.068302,14.676988,14.186245
9.433333,3.715576,-0.121643,-0.017782,0.756539,-0.002678,0.011224,-0.015995,0.004085,28.916095,0.129251,0.069432,14.706608,14.209487
9.466667,3.740817,-0.122177,-0.017405,0.758265,-0.002712,0.011389,-0.016064,0.004111,28.968258,0.130919,0.070542,14.735897,14.232361
9.500000,3.766116,-0.122704,-0.017023,0.759972,-0.002747,0.011555,-0.016133,0.004138,29.019717,0.132597,0.071631,14.764854,14.254864
9.533333,3.791471,-0.123223,-0.016635,0.761662,-0.002784,0.011723,-0.016202,0.004164,29.070472,0.134285,0.072699,14.793477,14.276995
9.566667,3.816883,-0.123734,-0.016241,0.763334,-0.002822,0.011892,-0.016271,0.004190,29.120519,0.135983,0.073747,14.821765,14.298753
9.600000,3.842350,-0.124237,-0.015842,0.764987,-0.002861,0.012062,-0.016339,0.004216,29.169855,0.137691,0.074774,14.849717,14.320137
9.633333,3.867872,-0.124732,-0.015437,0.766622,-0.002901,0.012233,-0.016408,0.004243,29.218478,0.139409,0.075780,14.877332,14.341146
9.666667,3.893449,-0.125219,-0.015026,0.768240,-0.002943,0.012405,-0.016477,0.004269,29.266385,0.141136,0.076765,14.904609,14.361777
9.700000,3.919079,-0.125698,-0.014610,0.769838,-0.002985,0.012579,-0.016546,0.004295,29.313574,0.142874,0.077728,14.931545,14.382030
9.733333,3.944763,-0.126168,-0.014188,0.771419,-0.003030,0.012754,-0.016615,0.004321,29.360043,0.144621,0.078670,14.958140,14.401903
9.766667,3.970499,-0.126630,-0.013760,0.772981,-0.003075,0.012931,-0.016684,0.004348,29.405787,0.146379,0.079591,14.984392,14.421396
9.800000,3.996287,-0.127082,-0.013326,0.774525,-0.003122,0.013108,-0.016753,0.004374,29.450806,0.148147,0.080491,15.010300,14.440506
9.833333,4.022127,-0.127526,-0.012886,0.776050,-0.003170,0.013287,-0.016821,0.004400,29.495096,0.149924,0.081369,15.035863,14.459233
9.866667,4.048017,-0.127960,-0.012440,0.777556,-0.003220,0.013467,-0.016890,0.004426,29.538654,0.151711,0.082226,15.061080,14.477575
9.900000,4.073957,-0.128385,-0.011988,0.779043,-0.003271,0.013648,-0.016959,0.004453,29.581479,0.153509,0.083062,15.085949,14.495530
9.933333,4.099946,-0.128801,-0.011530,0.780512,-0.003323,0.013831,-0.017028,0.004479,29.623568,0.155316,0.083877,15.110469,14.513099
9.966667,4.125985,-0.129206,-0.011066,0.781962,-0.003376,0.014015,-0.017097,0.004505,29.664917,0.157134,0.084670,15.134639,14.530278
10.000000,4.152071,-0.129602,-0.010596,0.783393,-0.003431,0.014200,-0.017166,0.004531,29.705524,0.158961,0.085443,15.158457,14.547068
10.033333,4.178205,-0.129988,-0.010119,0.784805,-0.003487,0.014386,-0.017235,0.004558,29.745388,0.160799,0.086194,15.181922,14.563466
10.066667,4.204386,-0.130364,-0.009637,0.786198,-0.003545,0.014574,-0.017304,0.004584,29.784505,0.162646,0.086925,15.205033,14.579472
10.100000,4.230614,-0.130730,-0.009148,0.787571,-0.003604,0.014763,-0.017372,0.004610,29.822872,0.164503,0.087636,15.227789,14.595083
10.133333,4.256886,-0.131085,-0.008652,0.788926,-0.003664,0.014953,-0.017441,0.004637,29.860488,0.166371,0.088326,15.250188,14.610300
10.166667,4.283204,-0.131429,-0.008151,0.790261,-0.003726,0.015145,-0.017510,0.004663,29.897350,0.168249,0.088996,15.272230,14.625120
10.200000,4.309566,-0.131763,-0.007643,0.791576,-0.003789,0.015338,-0.017579,0.004689,29.933454,0.170136,0.089646,15.293912,14.639542
10.233333,4.335972,-0.132085,-0.007128,0.792873,-0.003854,0.015532,-0.017648,0.004715,29.968800,0.172034,0.090276,15.315235,14.653565
10.266667,4.362421,-0.132396,-0.006607,0.794149,-0.003920,0.015727,-0.017717,0.004742,30.003383,0.173942,0.090887,15.336195,14.667187
10.300000,4.388912,-0.132696,-0.006080,0.795406,-0.003987,0.015924,-0.017786,0.004768,30.037202,0.175860,0.091480,15.356793,14.680408
10.333333,4.415445,-0.132984,-0.005546,0.796644,-0.004056,0.016122,-0.017854,0.004794,30.070254,0.177788,0.092053,15.377027,14.693226
10.366667,4.442020,-0.133261,-0.005005,0.797861,-0.004126,0.016321,-0.017923,0.004820,30.102536,0.179727,0.092608,15.396896,14.705640
10.400000,4.468634,-0.133526,-0.004457,0.799059,-0.004197,0.016522,-0.017992,0.004847,30.134047,0.181675,0.093145,15.416399,14.717648
10.433333,4.495288,-0.133778,-0.003903,0.800237,-0.004270,0.016724,-0.018061,0.004873,30.164783,0.183634,0.093665,15.435534,14.729249
10.466667,4.521981,-0.134018,-0.003342,0.801395,-0.004344,0.016927,-0.018130,0.004899,30.194742,0.185603,0.094167,15.454300,14.740442
10.500000,4.548713,-0.134246,-0.002775,0.802534,-0.004420,0.017132,-0.018199,0.004925,30.223922,0.187582,0.094653,15.472696,14.751226
10.533333,4.575482,-0.134461,-0.002200,0.803651,-0.004497,0.017337,-0.018268,0.004952,30.252320,0.189572,0.095123,15.490722,14.761599
10.566667,4.602289,-0.134664,-0.001619,0.804749,-0.004575,0.017545,-0.018336,0.004978,30.279934,0.191572,0.095577,15.508374,14.771560
10.600000,4.629132,-0.134853,-0.001031,0.805827,-0.004655,0.017753,-0.018405,0.005004,30.306761,0.193582,0.096017,15.525654,14.781107
10.633333,4.656010,-0.135029,-0.000435,0.806884,-0.004736,0.017963,-0.018474,0.005030,30.332799,0.195603,0.096441,15.542559,14.790241
10.666667,4.682923,-0.135192,0.000167,0.807921,-0.004818,0.018174,-0.018543,0.005057,30.358046,0.197634,0.096852,15.559088,14.798958
10.700000,4.709871,-0.135342,0.000776,0.808937,-0.004901,0.018386,-0.018612,0.005083,30.382498,0.199675,0.097250,15.575240,14.807258
10.733333,4.736853,-0.135477,0.001393,0.809933,-0.004986,0.018600,-0.018681,0.005109,30.406154,0.201727,0.097636,15.591014,14.815140
10.766667,4.763867,-0.135599,0.002016,0.810909,-0.005073,0.018815,-0.018750,0.005135,30.429010,0.203790,0.098009,15.606408,14.822602
10.800000,4.790914,-0.135706,0.002647,0.811863,-0.005160,0.019031,-0.018819,0.005162,30.451066,0.205863,0.098372,15.621423,14.829643
10.833333,4.817992,-0.135799,0.003285,0.812797,-0.005249,0.019249,-0.018869,0.005183,30.472319,0.207946,0.098724,15.636056,14.836263
10.866667,4.845101,-0.135878,0.003930,0.813711,-0.005339,0.019468,-0.018821,0.005177,30.492820,0.210040,0.099050,15.650332,14.842488
10.900000,4.872240,-0.135942,0.004583,0.814603,-0.005430,0.019688,-0.018773,0.005170,30.512600,0.212142,0.099341,15.664266,14.848334
10.933333,4.899408,-0.135991,0.005243,0.815475,-0.005523,0.019910,-0.018726,0.005164,30.531662,0.214254,0.099597,15.677859,14.853803
10.966667,4.926606,-0.136025,0.005910,0.816326,-0.005617,0.020133,-0.018678,0.005158,30.550007,0.216376,0.099817,15.691111,14.858897
11.000000,4.953831,-0.136044,0.006585,0.817157,-0.005713,0.020357,-0.018630,0.005152,30.567639,0.218506,0.100000,15.704024,14.863616
11.033333,4.981084,-0.136047,0.007267,0.817968,-0.005809,0.020583,-0.018582,0.005145,30.584560,0.220646,0.100146,15.716599,14.867961
11.066667,5.008364,-0.136035,0.007957,0.818757,-0.005908,0.020810,-0.018534,0.005139,30.600771,0.222794,0.100255,15.728836,14.871935
11.100000,5.035669,-0.136007,0.008655,0.819527,-0.006007,0.021038,-0.018486,0.005133,30.616275,0.224952,0.100326,15.740738,14.875538
11.133333,5.063000,-0.135962,0.009360,0.820276,-0.006108,0.021268,-0.018438,0.005127,30.631076,0.227119,0.100359,15.752305,14.878771
11.166667,5.090355,-0.135902,0.010073,0.821006,-0.006211,0.021499,-0.018390,0.005120,30.645174,0.229294,0.100354,15.763538,14.881636
11.200000,5.117735,-0.135825,0.010793,0.821714,-0.006315,0.021731,-0.018343,0.005114,30.658573,0.231479,0.100310,15.774438,14.884135
11.233333,5.145137,-0.135732,0.011521,0.822403,-0.006420,0.021964,-0.018295,0.005108,30.671274,0.233672,0.100228,15.785006,14.886268
11.266667,5.172563,-0.135621,0.012257,0.823072,-0.006527,0.022199,-0.018247,0.005102,30.683281,0.235874,0.100106,15.795245,14.888037
