t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,tau_u_applied,tau_r_applied,T1_plan,T2_plan,T1_applied,T2_applied
25.100000,13.400233,2.773723,1.146980,0.501150,-0.036143,0.111004,14.441674,6.040609,2.205462,0.695672,-0.098135,0.211671,18.666013,0.922117,18.666013,0.922117,11.106309,7.559705,11.106309,7.559705
25.133333,13.408174,2.788473,1.150677,0.501390,-0.036062,0.110801,14.430483,6.061184,2.212513,0.695873,-0.098051,0.211405,18.680801,0.919751,18.680801,0.919751,11.109153,7.571649,11.109153,7.571649
25.166667,13.416062,2.803261,1.154367,0.501641,-0.035980,0.110595,14.419141,6.081684,2.219556,0.696086,-0.097968,0.211133,18.695955,0.917358,18.695955,0.917358,11.112127,7.583828,11.112127,7.583828
25.200000,13.423896,2.818088,1.158050,0.501901,-0.035898,0.110386,14.407649,6.102108,2.226589,0.696309,-0.097884,0.210858,18.711475,0.914937,18.711475,0.914937,11.115231,7.596244,11.115231,7.596244
25.233333,13.431676,2.832952,1.161726,0.502171,-0.035815,0.110174,14.396007,6.122454,2.233613,0.696542,-0.097799,0.210579,18.727361,0.912489,18.727361,0.912489,11.118466,7.608895,11.118466,7.608895
25.266667,13.439402,2.847854,1.165395,0.502451,-0.035731,0.109959,14.384215,6.142723,2.240627,0.696786,-0.097714,0.210296,18.743613,0.910013,18.743613,0.910013,11.121832,7.621781,11.121832,7.621781
25.300000,13.447075,2.862794,1.169057,0.502741,-0.035646,0.109740,14.372273,6.162914,2.247632,0.697040,-0.097629,0.210008,18.760215,0.907512,18.760215,0.907512,11.125323,7.634892,11.125323,7.634892
25.333333,13.454695,2.877772,1.172711,0.503041,-0.035561,0.109519,14.360183,6.183025,2.254628,0.697305,-0.097543,0.209716,18.777149,0.904987,18.777149,0.904987,11.128935,7.648214,11.128935,7.648214
25.366667,13.462261,2.892788,1.176358,0.503351,-0.035475,0.109295,14.347945,6.203057,2.261613,0.697581,-0.097456,0.209421,18.794414,0.902438,18.794414,0.902438,11.132665,7.661748,11.132665,7.661748
25.400000,13.469774,2.907843,1.179997,0.503670,-0.035389,0.109067,14.335559,6.223008,2.268589,0.697867,-0.097370,0.209121,18.812007,0.899866,18.812007,0.899866,11.136515,7.675492,11.136515,7.675492
25.433333,13.477233,2.922936,1.183629,0.504000,-0.035301,0.108837,14.323026,6.242878,2.275554,0.698163,-0.097282,0.208817,18.829926,0.897270,18.829926,0.897270,11.140482,7.689444,11.140482,7.689444
25.466667,13.484639,2.938068,1.187253,0.504339,-0.035214,0.108603,14.310346,6.262665,2.282510,0.698470,-0.097194,0.208509,18.848170,0.894650,18.848170,0.894650,11.144566,7.703604,11.144566,7.703604
25.500000,13.491992,2.953237,1.190869,0.504688,-0.035126,0.108367,14.297520,6.282370,2.289455,0.698787,-0.097106,0.208197,18.866735,0.892007,18.866735,0.892007,11.148766,7.717969,11.148766,7.717969
25.533333,13.499292,2.968446,1.194477,0.505047,-0.035037,0.108127,14.284548,6.301992,2.296390,0.699115,-0.097017,0.207881,18.885620,0.889341,18.885620,0.889341,11.153081,7.732539,11.153081,7.732539
25.566667,13.506538,2.983693,1.198078,0.505415,-0.034948,0.107885,14.271431,6.321529,2.303314,0.699452,-0.096927,0.207561,18.904821,0.886652,18.904821,0.886652,11.157510,7.747311,11.157510,7.747311
25.600000,13.513731,2.998978,1.201670,0.505793,-0.034859,0.107640,14.258169,6.340982,2.310227,0.699800,-0.096838,0.207236,18.924338,0.883939,18.924338,0.883939,11.162053,7.762286,11.162053,7.762286
25.633333,13.520872,3.014303,1.205254,0.506180,-0.034769,0.107391,14.244763,6.360350,2.317129,0.700158,-0.096747,0.206908,18.944167,0.881204,18.944167,0.881204,11.166707,7.777460,11.166707,7.777460
25.666667,13.527959,3.029666,1.208829,0.506577,-0.034679,0.107140,14.231213,6.379631,2.324021,0.700526,-0.096656,0.206576,18.964307,0.878446,18.964307,0.878446,11.171473,7.792833,11.171473,7.792833
25.700000,13.534993,3.045067,1.212396,0.506983,-0.034589,0.106886,14.217520,6.398825,2.330901,0.700905,-0.096565,0.206241,18.984754,0.875666,18.984754,0.875666,11.176350,7.808404,11.176350,7.808404
25.733333,13.541974,3.060508,1.215955,0.507399,-0.034498,0.106629,14.203684,6.417932,2.337770,0.701293,-0.096473,0.205901,19.005506,0.872863,19.005506,0.872863,11.181335,7.824170,11.181335,7.824170
25.766667,13.548902,3.075988,1.219505,0.507824,-0.034408,0.106370,14.189706,6.436951,2.344627,0.701691,-0.096380,0.205557,19.026561,0.870038,19.026561,0.870038,11.186430,7.840131,11.186430,7.840131
25.800000,13.555778,3.091506,1.223046,0.508258,-0.034317,0.106107,14.175586,6.455881,2.351473,0.702099,-0.096287,0.205209,19.047917,0.867190,19.047917,0.867190,11.191631,7.856285,11.191631,7.856285
25.833333,13.562600,3.107064,1.226579,0.508701,-0.034226,0.105842,14.161326,6.474722,2.358308,0.702517,-0.096194,0.204858,19.069570,0.864320,19.069570,0.864320,11.196940,7.872630,11.196940,7.872630
25.866667,13.569370,3.122660,1.230102,0.509153,-0.034136,0.105573,14.146925,6.493472,2.365131,0.702945,-0.096100,0.204502,19.091519,0.861429,19.091519,0.861429,11.202353,7.889166,11.202353,7.889166
25.900000,13.576087,3.138296,1.233617,0.509614,-0.034045,0.105302,14.132383,6.512132,2.371941,0.703382,-0.096005,0.204143,19.113761,0.858515,19.113761,0.858515,11.207871,7.905889,11.207871,7.905889
25.933333,13.582751,3.153971,1.237122,0.510085,-0.033954,0.105029,14.117703,6.530700,2.378740,0.703829,-0.095910,0.203780,19.136293,0.855580,19.136293,0.855580,11.213493,7.922800,11.213493,7.922800
25.966667,13.589363,3.169684,1.240619,0.510564,-0.033863,0.104752,14.102883,6.549176,2.385526,0.704286,-0.095814,0.203413,19.159113,0.852624,19.159113,0.852624,11.219217,7.939896,11.219217,7.939896
26.000000,13.595922,3.185438,1.244106,0.511052,-0.033772,0.104473,14.087925,6.567560,2.392301,0.704752,-0.095718,0.203042,19.182218,0.849645,19.182218,0.849645,11.225042,7.957175,11.225042,7.957175
26.033333,13.602429,3.201230,1.247584,0.511549,-0.033682,0.104191,14.072830,6.585850,2.399062,0.705228,-0.095621,0.202668,19.205605,0.846646,19.205605,0.846646,11.230968,7.974637,11.230968,7.974637
26.066667,13.608883,3.217062,1.251052,0.512054,-0.033591,0.103907,14.057597,6.604046,2.405812,0.705713,-0.095523,0.202289,19.229273,0.843625,19.229273,0.843625,11.236993,7.992280,11.236993,7.992280
26.100000,13.615285,3.232933,1.254511,0.512568,-0.033501,0.103619,14.042227,6.622147,2.412548,0.706208,-0.095425,0.201907,19.253218,0.840584,19.253218,0.840584,11.243116,8.010102,11.243116,8.010102
26.133333,13.621635,3.248843,1.257960,0.513091,-0.033411,0.103329,14.026722,6.640153,2.419272,0.706712,-0.095327,0.201521,19.277437,0.837521,19.277437,0.837521,11.249336,8.028101,11.249336,8.028101
26.166667,13.627932,3.264793,1.261399,0.513622,-0.033321,0.103037,14.011080,6.658063,2.425983,0.707225,-0.095227,0.201132,19.301929,0.834438,19.301929,0.834438,11.255652,8.046276,11.255652,8.046276
26.200000,13.634176,3.280783,1.264829,0.514162,-0.033231,0.102741,13.995304,6.675877,2.432681,0.707747,-0.095128,0.200738,19.326689,0.831334,19.326689,0.831334,11.262064,8.064626,11.262064,8.064626
26.233333,13.640369,3.296812,1.268249,0.514710,-0.033142,0.102444,13.979394,6.693594,2.439365,0.708279,-0.095027,0.200341,19.351717,0.828209,19.351717,0.828209,11.268569,8.083148,11.268569,8.083148
26.266667,13.646510,3.312880,1.271658,0.515267,-0.033052,0.102143,13.963349,6.711213,2.446037,0.708819,-0.094926,0.199940,19.377008,0.825065,19.377008,0.825065,11.275167,8.101841,11.275167,8.101841
26.300000,13.652598,3.328988,1.275058,0.515832,-0.032963,0.101840,13.947172,6.728733,2.452695,0.709369,-0.094824,0.199536,19.402561,0.821900,19.402561,0.821900,11.281856,8.120704,11.281856,8.120704
26.333333,13.658634,3.345135,1.278448,0.516405,-0.032875,0.101534,13.930862,6.746155,2.459339,0.709927,-0.094722,0.199128,19.428371,0.818715,19.428371,0.818715,11.288637,8.139735,11.288637,8.139735
26.366667,13.664618,3.361322,1.281827,0.516986,-0.032787,0.101226,13.914419,6.763477,2.465970,0.710494,-0.094619,0.198716,19.454438,0.815510,19.454438,0.815510,11.295506,8.158931,11.295506,8.158931
26.400000,13.670551,3.377549,1.285196,0.517575,-0.032699,0.100916,13.897846,6.780699,2.472586,0.711070,-0.094515,0.198301,19.480757,0.812285,19.480757,0.812285,11.302465,8.178292,11.302465,8.178292
26.433333,13.676431,3.393816,1.288555,0.518172,-0.032611,0.100602,13.881141,6.797821,2.479189,0.711654,-0.094411,0.197881,19.507326,0.809040,19.507326,0.809040,11.309510,8.197816,11.309510,8.197816
26.466667,13.682260,3.410122,1.291903,0.518777,-0.032524,0.100287,13.864307,6.814841,2.485778,0.712248,-0.094306,0.197459,19.534143,0.805776,19.534143,0.805776,11.316641,8.217501,11.316641,8.217501
26.500000,13.688037,3.426467,1.295240,0.519390,-0.032437,0.099969,13.847342,6.831759,2.492353,0.712849,-0.094200,0.197032,19.561204,0.802493,19.561204,0.802493,11.323858,8.237346,11.323858,8.237346
26.533333,13.693762,3.442853,1.298567,0.520011,-0.032351,0.099648,13.830249,6.848574,2.498914,0.713460,-0.094094,0.196602,19.588507,0.799191,19.588507,0.799191,11.331158,8.257348,11.331158,8.257348
26.566667,13.699435,3.459278,1.301884,0.520639,-0.032265,0.099325,13.813028,6.865287,2.505460,0.714078,-0.093986,0.196169,19.616048,0.795869,19.616048,0.795869,11.338541,8.277507,11.338541,8.277507
26.600000,13.705057,3.475743,1.305189,0.521275,-0.032179,0.098999,13.795678,6.881896,2.511992,0.714705,-0.093879,0.195732,19.643825,0.792528,19.643825,0.792528,11.346006,8.297820,11.346006,8.297820
26.633333,13.710628,3.492248,1.308484,0.521919,-0.032094,0.098671,13.778201,6.898401,2.518509,0.715340,-0.093770,0.195291,19.671836,0.789169,19.671836,0.789169,11.353551,8.318285,11.353551,8.318285
26.666667,13.716147,3.508793,1.311767,0.522570,-0.032010,0.098341,13.760598,6.914802,2.525011,0.715984,-0.093661,0.194847,19.700076,0.785791,19.700076,0.785791,11.361175,8.338902,11.361175,8.338902
26.700000,13.721614,3.525377,1.315040,0.523229,-0.031926,0.098008,13.742869,6.931097,2.531498,0.716635,-0.093550,0.194399,19.728544,0.782395,19.728544,0.782395,11.368877,8.359667,11.368877,8.359667
26.733333,13.727030,3.542002,1.318301,0.523895,-0.031842,0.097673,13.725015,6.947286,2.537971,0.717294,-0.093440,0.193948,19.757237,0.778980,19.757237,0.778980,11.376656,8.380580,11.376656,8.380580
26.766667,13.732395,3.558666,1.321551,0.524568,-0.031759,0.097336,13.707036,6.963369,2.544428,0.717962,-0.093328,0.193493,19.786151,0.775547,19.786151,0.775547,11.384511,8.401639,11.384511,8.401639
26.800000,13.737708,3.575370,1.324790,0.525248,-0.031676,0.096996,13.688933,6.979345,2.550870,0.718637,-0.093216,0.193035,19.815283,0.772096,19.815283,0.772096,11.392441,8.422842,11.392441,8.422842
26.833333,13.742971,3.592114,1.328017,0.525936,-0.031594,0.096654,13.670707,6.995214,2.557297,0.719320,-0.093102,0.192573,19.844632,0.768627,19.844632,0.768627,11.400444,8.444187,11.400444,8.444187
26.866667,13.748182,3.608898,1.331234,0.526630,-0.031512,0.096310,13.652358,7.010974,2.563708,0.720011,-0.092988,0.192108,19.874193,0.765140,19.874193,0.765140,11.408520,8.465673,11.408520,8.465673
26.900000,13.753342,3.625722,1.334438,0.527332,-0.031431,0.095963,13.633887,7.026627,2.570104,0.720709,-0.092873,0.191639,19.903964,0.761636,19.903964,0.761636,11.416666,8.487298,11.416666,8.487298
26.933333,13.758451,3.642585,1.337631,0.528040,-0.031350,0.095614,13.615295,7.042170,2.576484,0.721415,-0.092758,0.191166,19.933942,0.758114,19.933942,0.758114,11.424883,8.509059,11.424883,8.509059
26.966667,13.763509,3.659489,1.340812,0.528756,-0.031270,0.095263,13.596581,7.057604,2.582848,0.722128,-0.092641,0.190691,19.964124,0.754575,19.964124,0.754575,11.433168,8.530956,11.433168,8.530956
27.000000,13.768517,3.676432,1.343982,0.529478,-0.031190,0.094910,13.577748,7.072928,2.589196,0.722848,-0.092524,0.190212,19.994507,0.751019,19.994507,0.751019,11.441521,8.552986,11.441521,8.552986
27.033333,13.773473,3.693416,1.347140,0.530207,-0.031111,0.094554,13.558796,7.088141,2.595529,0.723576,-0.092405,0.189729,20.025088,0.747446,20.025088,0.747446,11.449940,8.575148,11.449940,8.575148
27.066667,13.778379,3.710439,1.350286,0.530942,-0.031033,0.094196,13.539724,7.103244,2.601845,0.724311,-0.092286,0.189243,20.055865,0.743856,20.055865,0.743856,11.458425,8.597440,11.458425,8.597440
27.100000,13.783234,3.727502,1.353419,0.531684,-0.030954,0.093836,13.520535,7.118235,2.608145,0.725053,-0.092166,0.188754,20.086833,0.740249,20.086833,0.740249,11.466973,8.619860,11.466973,8.619860
27.133333,13.788039,3.744605,1.356541,0.532432,-0.030877,0.093474,13.501228,7.133114,2.614428,0.725803,-0.092045,0.188261,20.117991,0.736626,20.117991,0.736626,11.475585,8.642406,11.475585,8.642406
27.166667,13.792793,3.761748,1.359651,0.533187,-0.030799,0.093110,13.481804,7.147881,2.620695,0.726559,-0.091923,0.187765,20.149335,0.732987,20.149335,0.732987,11.484258,8.665077,11.484258,8.665077
27.200000,13.797496,3.778931,1.362749,0.533948,-0.030723,0.092744,13.462264,7.162535,2.626946,0.727322,-0.091800,0.187265,20.180863,0.729331,20.180863,0.729331,11.492992,8.687871,11.492992,8.687871
27.233333,13.802149,3.796154,1.365834,0.534715,-0.030646,0.092375,13.442609,7.177075,2.633180,0.728091,-0.091676,0.186762,20.212571,0.725660,20.212571,0.725660,11.501785,8.710786,11.501785,8.710786
27.266667,13.806752,3.813417,1.368907,0.535488,-0.030570,0.092005,13.422839,7.191502,2.639397,0.728868,-0.091551,0.186256,20.244456,0.721972,20.244456,0.721972,11.510636,8.733820,11.510636,8.733820
27.300000,13.811304,3.830720,1.371968,0.536268,-0.030495,0.091632,13.402956,7.205814,2.645597,0.729651,-0.091425,0.185746,20.276516,0.718269,20.276516,0.718269,11.519544,8.756971,11.519544,8.756971
27.333333,13.815806,3.848062,1.375016,0.537053,-0.030420,0.091257,13.382959,7.220012,2.651779,0.730440,-0.091298,0.185233,20.308747,0.714550,20.308747,0.714550,11.528508,8.780238,11.528508,8.780238
27.366667,13.820258,3.865445,1.378051,0.537844,-0.030345,0.090880,13.362849,7.234095,2.657945,0.731236,-0.091171,0.184717,20.341146,0.710816,20.341146,0.710816,11.537527,8.803619,11.537527,8.803619
27.400000,13.824660,3.882867,1.381074,0.538641,-0.030271,0.090502,13.342627,7.248062,2.664094,0.732039,-0.091042,0.184197,20.373711,0.707067,20.373711,0.707067,11.546599,8.827112,11.546599,8.827112
27.433333,13.829012,3.900329,1.384085,0.539444,-0.030197,0.090121,13.322294,7.261913,2.670225,0.732847,-0.090912,0.183675,20.406438,0.703302,20.406438,0.703302,11.555724,8.850715,11.555724,8.850715
27.466667,13.833314,3.917831,1.387082,0.540253,-0.030124,0.089738,13.301851,7.275648,2.676339,0.733662,-0.090781,0.183148,20.439325,0.699523,20.439325,0.699523,11.564899,8.874426,11.564899,8.874426
27.500000,13.837566,3.935373,1.390067,0.541067,-0.030051,0.089353,13.281298,7.289265,2.682435,0.734482,-0.090649,0.182619,20.472368,0.695729,20.472368,0.695729,11.574125,8.898244,11.574125,8.898244
27.533333,13.841769,3.952955,1.393039,0.541887,-0.029978,0.088966,13.260635,7.302766,2.688513,0.735309,-0.090515,0.182086,20.505565,0.691921,20.505565,0.691921,11.583399,8.922166,11.583399,8.922166
27.566667,13.845921,3.970576,1.395998,0.542712,-0.029906,0.088578,13.239865,7.316149,2.694574,0.736142,-0.090381,0.181550,20.538912,0.688098,20.538912,0.688098,11.592721,8.946191,11.592721,8.946191
27.600000,13.850024,3.988238,1.398944,0.543542,-0.029834,0.088187,13.218986,7.329414,2.700616,0.736980,-0.090246,0.181011,20.572407,0.684261,20.572407,0.684261,11.602089,8.970318,11.602089,8.970318
27.633333,13.854078,4.005939,1.401877,0.544378,-0.029762,0.087795,13.198001,7.342560,2.706641,0.737824,-0.090109,0.180468,20.606047,0.680409,20.606047,0.680409,11.611503,8.994544,11.611503,8.994544
27.666667,13.858082,4.023679,1.404797,0.545219,-0.029691,0.087400,13.176909,7.355588,2.712647,0.738674,-0.089971,0.179923,20.639828,0.676544,20.639828,0.676544,11.620961,9.018867,11.620961,9.018867
27.700000,13.862036,4.041460,1.407704,0.546065,-0.029620,0.087004,13.155712,7.368497,2.718636,0.739529,-0.089832,0.179374,20.673747,0.672666,20.673747,0.672666,11.630461,9.043286,11.630461,9.043286
27.733333,13.865941,4.059280,1.410598,0.546916,-0.029549,0.086606,13.134410,7.381286,2.724605,0.740390,-0.089692,0.178822,20.707802,0.668773,20.707802,0.668773,11.640004,9.067798,11.640004,9.067798
27.766667,13.869797,4.077140,1.413478,0.547772,-0.029478,0.086206,13.113004,7.393955,2.730557,0.741256,-0.089551,0.178266,20.741990,0.664868,20.741990,0.664868,11.649587,9.092403,11.649587,9.092403
27.800000,13.873603,4.095039,1.416345,0.548633,-0.029407,0.085804,13.091494,7.406503,2.736490,0.742127,-0.089408,0.177708,20.776307,0.660949,20.776307,0.660949,11.659209,9.117098,11.659209,9.117098
27.833333,13.877361,4.112978,1.419198,0.549499,-0.029337,0.085400,13.069882,7.418932,2.742404,0.743004,-0.089265,0.177146,20.810751,0.657017,20.810751,0.657017,11.668870,9.141881,11.668870,9.141881
27.866667,13.881069,4.130957,1.422038,0.550369,-0.029266,0.084995,13.048168,7.431239,2.748299,0.743885,-0.089120,0.176581,20.845318,0.653072,20.845318,0.653072,11.678568,9.166751,11.678568,9.166751
27.900000,13.884728,4.148975,1.424864,0.551244,-0.029196,0.084588,13.026353,7.443425,2.754176,0.744772,-0.088973,0.176013,20.880007,0.649115,20.880007,0.649115,11.688302,9.191705,11.688302,9.191705
27.933333,13.888339,4.167033,1.427677,0.552124,-0.029126,0.084179,13.004437,7.455489,2.760033,0.745663,-0.088826,0.175442,20.914813,0.645145,20.914813,0.645145,11.698071,9.216742,11.698071,9.216742
27.966667,13.891900,4.185130,1.430476,0.553008,-0.029056,0.083768,12.982422,7.467431,2.765872,0.746560,-0.088677,0.174868,20.949733,0.641163,20.949733,0.641163,11.707873,9.241860,11.707873,9.241860
28.000000,13.895413,4.203267,1.433262,0.553896,-0.028986,0.083355,12.960308,7.479251,2.771691,0.747461,-0.088527,0.174290,20.984766,0.637169,20.984766,0.637169,11.717708,9.267058,11.717708,9.267058
28.033333,13.898877,4.221443,1.436033,0.554789,-0.028916,0.082941,12.938095,7.490949,2.777491,0.748366,-0.088375,0.173710,21.019907,0.633163,21.019907,0.633163,11.727575,9.292333,11.727575,9.292333
28.066667,13.902292,4.239658,1.438791,0.555686,-0.028846,0.082525,12.915786,7.502523,2.783272,0.749277,-0.088222,0.173126,21.055155,0.629145,21.055155,0.629145,11.737472,9.317683,11.737472,9.317683
28.100000,13.905659,4.257913,1.441535,0.556588,-0.028775,0.082108,12.893379,7.513975,2.789033,0.750191,-0.088068,0.172540,21.090505,0.625116,21.090505,0.625116,11.747398,9.343107,11.747398,9.343107
28.133333,13.908978,4.276207,1.444265,0.557493,-0.028705,0.081689,12.870876,7.525303,2.794774,0.751110,-0.087912,0.171950,21.125955,0.621075,21.125955,0.621075,11.757352,9.368603,11.757352,9.368603
28.166667,13.912248,4.294541,1.446981,0.558402,-0.028635,0.081268,12.848279,7.536507,2.800496,0.752033,-0.087755,0.171357,21.161502,0.617023,21.161502,0.617023,11.767333,9.394169,11.767333,9.394169
28.200000,13.915470,4.312913,1.449683,0.559316,-0.028564,0.080845,12.825586,7.547588,2.806198,0.752961,-0.087597,0.170761,21.197144,0.612960,21.197144,0.612960,11.777340,9.419803,11.777340,9.419803
28.233333,13.918643,4.331325,1.452370,0.560233,-0.028493,0.080421,12.802800,7.558544,2.811880,0.753892,-0.087437,0.170162,21.232876,0.608886,21.232876,0.608886,11.787372,9.445504,11.787372,9.445504
28.266667,13.921769,4.349776,1.455044,0.561154,-0.028422,0.079996,12.779921,7.569375,2.817542,0.754828,-0.087276,0.169560,21.268697,0.604801,21.268697,0.604801,11.797427,9.471269,11.797427,9.471269
28.300000,13.924846,4.368266,1.457703,0.562078,-0.028351,0.079568,12.756950,7.580082,2.823184,0.755767,-0.087113,0.168955,21.304603,0.600706,21.304603,0.600706,11.807505,9.497098,11.807505,9.497098
28.333333,13.927875,4.386795,1.460349,0.563007,-0.028279,0.079140,12.733888,7.590664,2.828805,0.756711,-0.086949,0.168347,21.340591,0.596601,21.340591,0.596601,11.817605,9.522987,11.817605,9.522987
28.366667,13.930857,4.405363,1.462979,0.563938,-0.028207,0.078709,12.710734,7.601121,2.834407,0.757658,-0.086783,0.167736,21.376659,0.592485,21.376659,0.592485,11.827724,9.548935,11.827724,9.548935
