t,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,T1_ref,T2_ref,x_real,y_real,psi_real,u_real,v_real,r_real
0.000000000,0.000000000,0.000000000,0.000000000,0.100000000,0.000000000,0.000000000,1.727386358,-0.541676685,-0.177992754,1.905379112,0.000000000,0.000000000,0.000000000,0.100000000,0.000000000,0.000000000
0.033333333,0.003333571,-0.000000019,-0.000093713,0.100021335,0.000007677,-0.002811401,1.745384219,-0.529772853,-0.146101839,1.891486058,0.003333686,-0.000000006,-0.000046458,0.100021099,0.000004113,-0.002775621
0.066666667,0.006668561,-0.000000151,-0.000272207,0.100085106,0.000020484,-0.005354819,1.781626033,-0.493034997,-0.057331208,1.838957241,0.006668427,-0.000000050,-0.000183237,0.100063184,0.000015981,-0.005419749
0.100000000,0.010006379,-0.000000506,-0.000527334,0.100190958,0.000037686,-0.007653791,1.818358514,-0.459402905,0.025712132,1.792646382,0.010005278,-0.000000180,-0.000403876,0.100147538,0.000034699,-0.007808275
0.133333333,0.013348422,-0.000001197,-0.000851643,0.100338541,0.000058631,-0.009729272,1.855576944,-0.428505715,0.103739021,1.751837924,0.013345642,-0.000000453,-0.000700227,0.100273804,0.000059263,-0.009963462
0.166666667,0.016696075,-0.000002331,-0.001238308,0.100527503,0.000082743,-0.011599967,1.893276644,-0.400022657,0.177363982,1.715912662,0.016690910,-0.000000933,-0.001064844,0.100441632,0.000088785,-0.011905153
0.200000000,0.020050713,-0.000004015,-0.001681062,0.100757495,0.000109516,-0.013282619,1.931452990,-0.373676568,0.247117711,1.684335279,0.020042463,-0.000001689,-0.001490907,0.100650668,0.000122474,-0.013651080
0.233333333,0.023413697,-0.000006357,-0.002174137,0.101028169,0.000138497,-0.014792257,1.970101428,-0.349228249,0.313457928,1.656643500,0.023401669,-0.000002799,-0.001972157,0.100900564,0.000159628,-0.015217135
0.266666667,0.026786377,-0.000009460,-0.002712218,0.101339180,0.000169290,-0.016142414,2.009217485,-0.326471546,0.376778847,1.632438638,0.026769885,-0.000004342,-0.002502838,0.101190970,0.000199621,-0.016617602
0.300000000,0.030170092,-0.000013429,-0.003290395,0.101690183,0.000201540,-0.017345323,2.048796775,-0.305229048,0.437419448,1.611377326,0.030148455,-0.000006405,-0.003077645,0.101521541,0.000241900,-0.017865363
0.333333333,0.033566170,-0.000018365,-0.003904131,0.102080835,0.000234934,-0.018412076,2.088835006,-0.285348320,0.495670733,1.593164273,0.033538713,-0.000009076,-0.003691683,0.101891931,0.000285970,-0.018972079
0.366666667,0.036975927,-0.000024369,-0.004549224,0.102510794,0.000269195,-0.019352772,2.129327987,-0.266698587,0.551782095,1.577545892,0.036941981,-0.000012449,-0.004340427,0.102301798,0.000331392,-0.019948342
0.400000000,0.040400667,-0.000031541,-0.005221779,0.102979721,0.000304075,-0.020176646,2.170271625,-0.249167819,0.605966930,1.564304695,0.040359570,-0.000016619,-0.005019692,0.102750799,0.000377777,-0.020803814
0.433333333,0.043841683,-0.000039979,-0.005918184,0.103487276,0.000339356,-0.020892170,2.211661934,-0.232660157,0.658407588,1.553254346,0.043792780,-0.000021684,-0.005725599,0.103238595,0.000424778,-0.021547341
0.466666667,0.047300257,-0.000049780,-0.006635089,0.104033123,0.000374843,-0.021507154,2.253495032,-0.217093640,0.709259747,1.544235285,0.047242897,-0.000027743,-0.006454552,0.103764848,0.000472087,-0.022187056
0.500000000,0.050777659,-0.000061039,-0.007369383,0.104616924,0.000410364,-0.022028825,2.295767142,-0.202398192,0.758656278,1.537110864,0.050711199,-0.000034898,-0.007203217,0.104329221,0.000519432,-0.022730470
0.533333333,0.054275149,-0.000073851,-0.008118180,0.105238346,0.000445764,-0.022463896,2.338474596,-0.188513847,0.806710669,1.531763927,0.054198950,-0.000043252,-0.007968500,0.104931378,0.000566572,-0.023184543
0.566666667,0.057793973,-0.000088309,-0.008878801,0.105897055,0.000480909,-0.022818626,2.381613829,-0.175389174,0.853520041,1.528093787,0.057707405,-0.000052907,-0.008747532,0.105570987,0.000613292,-0.023555749
0.600000000,0.061335369,-0.000104504,-0.009648763,0.106592718,0.000515677,-0.023098871,2.425181382,-0.162979891,0.899167823,1.526013559,0.061237806,-0.000063969,-0.009537652,0.106247713,0.000659405,-0.023850137
0.633333333,0.064900562,-0.000122527,-0.010425767,0.107325003,0.000549962,-0.023310125,2.469173900,-0.151247648,0.943726089,1.525447811,0.064791383,-0.000076542,-0.010336393,0.106961226,0.000704747,-0.024073370
0.666666667,0.068490766,-0.000142466,-0.011207686,0.108093581,0.000583669,-0.023457561,2.513588131,-0.140158953,0.987257617,1.526330514,0.068369358,-0.000090732,-0.011141473,0.107711196,0.000749172,-0.024230771
0.700000000,0.072107183,-0.000164411,-0.011992555,0.108898121,0.000616716,-0.023546056,2.558420925,-0.129684246,1.029817681,1.528603243,0.071972939,-0.000106641,-0.011950782,0.108497293,0.000792556,-0.024327352
0.733333333,0.075751007,-0.000188446,-0.012778562,0.109738295,0.000649030,-0.023580217,2.603669228,-0.119797089,1.071455598,1.532213631,0.075603324,-0.000124376,-0.012762372,0.109319188,0.000834790,-0.024367844
0.766666667,0.079423417,-0.000214658,-0.013564042,0.110613776,0.000680548,-0.023564406,2.649330087,-0.110473476,1.112216052,1.537114035,0.079261698,-0.000144041,-0.013574447,0.110176555,0.000875782,-0.024356719
0.800000000,0.083125584,-0.000243130,-0.014347467,0.111524236,0.000711214,-0.023502752,2.695400643,-0.101691249,1.152140227,1.543260417,0.082949239,-0.000165738,-0.014385358,0.111069068,0.000915451,-0.024298211
0.833333333,0.086858666,-0.000273945,-0.015127439,0.112469351,0.000740981,-0.023399166,2.741878130,-0.093429610,1.191266738,1.550611392,0.086667109,-0.000189570,-0.015193592,0.111996400,0.000953734,-0.024196327
0.866666667,0.090623810,-0.000307184,-0.015902684,0.113448794,0.000769808,-0.023257353,2.788759872,-0.085668715,1.229632407,1.559127464,0.090416464,-0.000215639,-0.015997768,0.112958228,0.000990574,-0.024054865
0.900000000,0.094422155,-0.000342928,-0.016672045,0.114462242,0.000797662,-0.023080825,2.836043281,-0.078389356,1.267272879,1.568770402,0.094198444,-0.000244045,-0.016796626,0.113954227,0.001025929,-0.023877420
0.933333333,0.098254826,-0.000381256,-0.017434475,0.115509372,0.000824513,-0.022872899,2.883725856,-0.071572712,1.304223097,1.579502758,0.098014181,-0.000274888,-0.017589024,0.114984075,0.001059764,-0.023667396
0.966666667,0.102122938,-0.000422244,-0.018189032,0.116589861,0.000850340,-0.022636714,2.931805177,-0.065200161,1.340517664,1.591287514,0.101864797,-0.000308267,-0.018373930,0.116047450,0.001092055,-0.023428009
1.000000000,0.106027595,-0.000465970,-0.018934873,0.117703386,0.000875124,-0.022375230,2.980278906,-0.059253153,1.376191082,1.604087824,0.105751399,-0.000344277,-0.019150415,0.117144029,0.001122784,-0.023162296
1.033333333,0.109969891,-0.000512509,-0.019671248,0.118849628,0.000898852,-0.022091232,3.029144781,-0.053713128,1.411277913,1.617866868,0.109675089,-0.000383014,-0.019917651,0.118273494,0.001151943,-0.022873120
1.066666667,0.113950909,-0.000561934,-0.020397492,0.120028266,0.000921515,-0.021787342,3.078400614,-0.048561481,1.445812843,1.632587771,0.113636953,-0.000424571,-0.020674899,0.119435522,0.001179527,-0.022563172
1.100000000,0.117971720,-0.000614318,-0.021113026,0.121238980,0.000943107,-0.021466012,3.128044290,-0.043779554,1.479830694,1.648213596,0.117638068,-0.000469042,-0.021421511,0.120629796,0.001205540,-0.022234979
1.133333333,0.122033385,-0.000669733,-0.021817344,0.122481453,0.000963627,-0.021129537,3.178073762,-0.039348667,1.513366367,1.664707395,0.121679502,-0.000516516,-0.022156917,0.121855997,0.001229990,-0.021890903
1.166666667,0.126136956,-0.000728249,-0.022510013,0.123755365,0.000983076,-0.020780057,3.228487048,-0.035250160,1.546454755,1.682032294,0.125762309,-0.000567082,-0.022880625,0.123113806,0.001252891,-0.021533153
1.200000000,0.130283473,-0.000789934,-0.023190665,0.125060400,0.001001459,-0.020419558,3.279282232,-0.031465461,1.579130614,1.700151618,0.129887535,-0.000620826,-0.023592213,0.124402908,0.001274260,-0.021163779
1.233333333,0.134473964,-0.000854857,-0.023858994,0.126396243,0.001018782,-0.020049881,3.330457453,-0.027976158,1.611428423,1.719029030,0.134056215,-0.000677835,-0.024291326,0.125722985,0.001294119,-0.020784686
1.266666667,0.138709449,-0.000923083,-0.024514751,0.127762576,0.001035055,-0.019672724,3.382010913,-0.024764081,1.643382224,1.738628689,0.138269373,-0.000738192,-0.024977670,0.127073723,0.001312491,-0.020397633
1.300000000,0.142990936,-0.000994679,-0.025157740,0.129159086,0.001050289,-0.019289648,3.433940863,-0.021811386,1.675025460,1.758915404,0.142528021,-0.000801977,-0.025651005,0.128454805,0.001329406,-0.020004241
1.333333333,0.147319422,-0.001069708,-0.025787809,0.130585459,0.001064498,-0.018902085,3.486245611,-0.019100635,1.706390815,1.779854796,0.146833163,-0.000869271,-0.026311147,0.129865919,0.001344894,-0.019605997
1.366666667,0.151695896,-0.001148233,-0.026404854,0.132041381,0.001077697,-0.018511340,3.538923509,-0.016614878,1.737510067,1.801413443,0.151185790,-0.000940152,-0.026957955,0.131306751,0.001358986,-0.019204258
1.400000000,0.156121333,-0.001230316,-0.027008807,0.133526541,0.001089903,-0.018118598,3.591972959,-0.014337718,1.768413945,1.823559014,0.155586886,-0.001014695,-0.027591334,0.132776988,0.001371718,-0.018800262
1.433333333,0.160596701,-0.001316016,-0.027599638,0.135040627,0.001101133,-0.017724931,3.645392403,-0.012253379,1.799132012,1.846260392,0.160037420,-0.001092975,-0.028211227,0.134276318,0.001383125,-0.018395129
1.466666667,0.165122956,-0.001405394,-0.028177348,0.136583329,0.001111407,-0.017331306,3.699180328,-0.010346757,1.829692555,1.869487773,0.164538355,-0.001175064,-0.028817614,0.135804431,0.001393243,-0.017989869
1.500000000,0.169701043,-0.001498507,-0.028741968,0.138154337,0.001120744,-0.016938586,3.753335255,-0.008603463,1.860122506,1.893212749,0.169090641,-0.001261032,-0.029410506,0.137361017,0.001402112,-0.017585389
1.533333333,0.174331898,-0.001595413,-0.029293553,0.139753341,0.001129166,-0.016547543,3.807855744,-0.007009857,1.890447378,1.917408366,0.173695219,-0.001350948,-0.029989941,0.138945765,0.001409769,-0.017182498
1.566666667,0.179016447,-0.001696166,-0.029832181,0.141380036,0.001136693,-0.016158860,3.862740387,-0.005553067,1.920691218,1.942049168,0.178353019,-0.001444879,-0.030555985,0.140558369,0.001416254,-0.016781915
1.600000000,0.183755604,-0.001800822,-0.030357953,0.143034112,0.001143348,-0.015773139,3.917987807,-0.004221004,1.950876587,1.967111219,0.183064960,-0.001542890,-0.031108726,0.142198519,0.001421605,-0.016384275
1.633333333,0.188550274,-0.001909433,-0.030870983,0.144715264,0.001149153,-0.015390904,3.973596656,-0.003002364,1.981024552,1.992572104,0.187831952,-0.001645044,-0.031648271,0.143865910,0.001425861,-0.015990134
1.666666667,0.193401352,-0.002022051,-0.031371403,0.146423188,0.001154130,-0.015012614,4.029565611,-0.001886618,2.011154694,2.018410917,0.192654896,-0.001751402,-0.032174744,0.145560235,0.001429062,-0.015599975
1.700000000,0.198309723,-0.002138728,-0.031859359,0.148157578,0.001158301,-0.014638662,4.085893376,-0.000864004,2.041285142,2.044608234,0.197534680,-0.001862024,-0.032688286,0.147281190,0.001431247,-0.015214218
1.733333333,0.203276261,-0.002259514,-0.032335005,0.149918131,0.001161690,-0.014269382,4.142578673,0.000074497,2.071432600,2.071146072,0.202472183,-0.001976969,-0.033189049,0.149028470,0.001432452,-0.014833218
1.766666667,0.208301831,-0.002384456,-0.032798507,0.151704545,0.001164318,-0.013905057,4.199620245,0.000937187,2.101612405,2.098007840,0.207468276,-0.002096292,-0.033677196,0.150801773,0.001432717,-0.014457277
1.800000000,0.213387287,-0.002513603,-0.033250037,0.153516518,0.001166208,-0.013545922,4.257016855,0.001731679,2.131838579,2.125178276,0.212523817,-0.002220047,-0.034152901,0.152600795,0.001432078,-0.014086649
1.833333333,0.218533473,-0.002647000,-0.033689776,0.155353750,0.001167382,-0.013192169,4.314767277,0.002464932,2.162123893,2.152643384,0.217639655,-0.002348289,-0.034616344,0.154425237,0.001430570,-0.013721538
1.866666667,0.223741225,-0.002784693,-0.034117908,0.157215941,0.001167861,-0.012843949,4.372870302,0.003143290,2.192479939,2.180390364,0.222816631,-0.002481068,-0.035067712,0.156274796,0.001428230,-0.013362111
1.900000000,0.229011366,-0.002926725,-0.034534621,0.159102792,0.001167668,-0.012501381,4.431324732,0.003772513,2.222917199,2.208407533,0.228055572,-0.002618434,-0.035507197,0.158149175,0.001425091,-0.013008496
1.933333333,0.234344711,-0.003073139,-0.034940106,0.161014006,0.001166822,-0.012164553,4.490129377,0.004357824,2.253445120,2.236684257,0.233357299,-0.002760435,-0.035934993,0.160048074,0.001421188,-0.012660791
1.966666667,0.239742065,-0.003223978,-0.035334557,0.162949286,0.001165346,-0.011833523,4.549283055,0.004903941,2.284072184,2.265210871,0.238722621,-0.002907118,-0.036351299,0.161971195,0.001416552,-0.012319063
2.000000000,0.245204223,-0.003379281,-0.035718167,0.164908336,0.001163258,-0.011508327,4.608784591,0.005415118,2.314805985,2.293978606,0.244152338,-0.003058528,-0.036756315,0.163918244,0.001411214,-0.011983353
2.033333333,0.250731971,-0.003539088,-0.036091133,0.166890862,0.001160579,-0.011188979,4.668632813,0.005895183,2.345653297,2.322979516,0.249647240,-0.003214708,-0.037150242,0.165888923,0.001405206,-0.011653680
2.066666667,0.256326084,-0.003703437,-0.036453649,0.168896569,0.001157327,-0.010875475,4.728826553,0.006347571,2.376620144,2.352206409,0.255208107,-0.003375700,-0.037533280,0.167882938,0.001398555,-0.011330044
2.100000000,0.261987328,-0.003872365,-0.036805909,0.170925165,0.001153522,-0.010567793,4.789364641,0.006775362,2.407711863,2.381652778,0.260835710,-0.003541546,-0.037905632,0.169899996,0.001391291,-0.011012427
2.133333333,0.267716458,-0.004045908,-0.037148106,0.172976358,0.001149181,-0.010265899,4.850245907,0.007181310,2.438933166,2.411312741,0.266530809,-0.003712284,-0.038267496,0.171939804,0.001383441,-0.010700795
2.166666667,0.273514222,-0.004224102,-0.037480430,0.175049858,0.001144322,-0.009969743,4.911469179,0.007567877,2.470288199,2.441180980,0.272294156,-0.003887952,-0.038619072,0.174002071,0.001375030,-0.010395102
2.200000000,0.279381355,-0.004406979,-0.037803073,0.177145373,0.001138963,-0.009679270,4.973033281,0.007937257,2.501780596,2.471252684,0.278126493,-0.004068587,-0.038960557,0.176086506,0.001366084,-0.010095290
2.233333333,0.285318586,-0.004594572,-0.038116220,0.179262617,0.001133118,-0.009394410,5.034937028,0.008291407,2.533413527,2.501523501,0.284028550,-0.004254223,-0.039292146,0.178192818,0.001356626,-0.009801292
2.266666667,0.291326632,-0.004786913,-0.038420056,0.181401300,0.001126805,-0.009115091,5.097179231,0.008632066,2.565189743,2.531989488,0.290001051,-0.004444894,-0.039614030,0.180320721,0.001346679,-0.009513033
2.300000000,0.297406202,-0.004984033,-0.038714764,0.183561136,0.001120038,-0.008841231,5.159758691,0.008960784,2.597111622,2.562647069,0.296044708,-0.004640632,-0.039926401,0.182469926,0.001336265,-0.009230430
2.333333333,0.303557993,-0.005185960,-0.039000522,0.185741840,0.001112833,-0.008572744,5.222674198,0.009278934,2.629181203,2.593492995,0.302160225,-0.004841469,-0.040229445,0.184640146,0.001325406,-0.008953396
2.366666667,0.309782696,-0.005392722,-0.039277507,0.187943126,0.001105204,-0.008309539,5.285924531,0.009587739,2.661400225,2.624524306,0.308348296,-0.005047435,-0.040523346,0.186831097,0.001314120,-0.008681837
2.400000000,0.316080990,-0.005604348,-0.039545891,0.190164711,0.001097164,-0.008051523,5.349508454,0.009888280,2.693770151,2.655738303,0.314609606,-0.005258556,-0.040808285,0.189042493,0.001302427,-0.008415659
2.433333333,0.322453545,-0.005820862,-0.039805844,0.192406311,0.001088726,-0.007798599,5.413424720,0.010181519,2.726292205,2.687132515,0.320944828,-0.005474862,-0.041084439,0.191274051,0.001290346,-0.008154761
2.466666667,0.328901023,-0.006042290,-0.040057533,0.194667646,0.001079904,-0.007550668,5.477672062,0.010468307,2.758967390,2.718704672,0.327354630,-0.005696377,-0.041351984,0.193525489,0.001277893,-0.007899042
2.500000000,0.335424076,-0.006268655,-0.040301121,0.196948435,0.001070710,-0.007307630,5.542249199,0.010749397,2.791796517,2.750452683,0.333839667,-0.005923126,-0.041611090,0.195796525,0.001265085,-0.007648399
2.533333333,0.342023346,-0.006499981,-0.040536767,0.199248397,0.001061155,-0.007069385,5.607154831,0.011025457,2.824780218,2.782374613,0.340400587,-0.006155134,-0.041861925,0.198086878,0.001251938,-0.007402727
2.566666667,0.348699467,-0.006736288,-0.040764628,0.201567255,0.001051251,-0.006835830,5.672387635,0.011297079,2.857918970,2.814468665,0.347038028,-0.006392421,-0.042104652,0.200396271,0.001238466,-0.007161923
2.600000000,0.355453062,-0.006977598,-0.040984857,0.203904730,0.001041008,-0.006606864,5.737946273,0.011564785,2.891213108,2.846733164,0.353752618,-0.006635009,-0.042339431,0.202724423,0.001224683,-0.006925881
2.633333333,0.362284747,-0.007223930,-0.041197603,0.206260546,0.001030438,-0.006382385,5.803829380,0.011829039,2.924662841,2.879166539,0.360544977,-0.006882918,-0.042566421,0.205071058,0.001210603,-0.006694495
2.666666667,0.369195128,-0.007475302,-0.041403012,0.208634428,0.001019549,-0.006162293,5.870035570,0.012090248,2.958268262,2.911767308,0.367415715,-0.007136167,-0.042785774,0.207435899,0.001196238,-0.006467662
2.700000000,0.376184800,-0.007731732,-0.041601229,0.211026100,0.001008351,-0.005946486,5.936563433,0.012348776,2.992029362,2.944534071,0.374365434,-0.007394773,-0.042997640,0.209818672,0.001181600,-0.006245277
2.733333333,0.383254352,-0.007993236,-0.041792391,0.213435290,0.000996854,-0.005734866,6.003411533,0.012604940,3.025946036,2.977465496,0.381394725,-0.007658753,-0.043202167,0.212219102,0.001166701,-0.006027237
2.766666667,0.390404363,-0.008259830,-0.041976635,0.215861725,0.000985065,-0.005527333,6.070578407,0.012859025,3.060018098,3.010560309,0.388504172,-0.007928122,-0.043399496,0.214636915,0.001151552,-0.005813440
2.800000000,0.397635401,-0.008531527,-0.042154095,0.218305133,0.000972995,-0.005323790,6.138062567,0.013111279,3.094245281,3.043817286,0.395694349,-0.008202893,-0.043589768,0.217071841,0.001136161,-0.005603787
2.833333333,0.404948029,-0.008808341,-0.042324900,0.220765244,0.000960650,-0.005124143,6.205862494,0.013361921,3.128627249,3.077235245,0.402965821,-0.008483081,-0.043773119,0.219523606,0.001120540,-0.005398176
2.866666667,0.412342796,-0.009090283,-0.042489176,0.223241788,0.000948038,-0.004928295,6.273976641,0.013611146,3.163163602,3.110813039,0.410319144,-0.008768697,-0.043949683,0.221991943,0.001104697,-0.005196511
2.900000000,0.419820246,-0.009377366,-0.042647048,0.225734498,0.000935167,-0.004736154,6.342403431,0.013859126,3.197853880,3.144549551,0.417754866,-0.009059751,-0.044119589,0.224476580,0.001088641,-0.004998694
2.933333333,0.427380914,-0.009669598,-0.042798636,0.228243105,0.000922043,-0.004547629,6.411141256,0.014106009,3.232697569,3.178443687,0.425273524,-0.009356255,-0.044282964,0.226977252,0.001072379,-0.004804632
2.966666667,0.435025323,-0.009966990,-0.042944057,0.230767344,0.000908673,-0.004362631,6.480188474,0.014351930,3.267694103,3.212494371,0.432875648,-0.009658215,-0.044439931,0.229493689,0.001055919,-0.004614232
3.000000000,0.442753991,-0.010269548,-0.043083426,0.233306950,0.000895063,-0.004181070,6.549543413,0.014597004,3.302842869,3.246700545,0.440561759,-0.009965641,-0.044590612,0.232025628,0.001039268,-0.004427401
3.033333333,0.450567424,-0.010577280,-0.043216854,0.235861657,0.000881220,-0.004002862,6.619204366,0.014841334,3.338143211,3.281061156,0.448332369,-0.010278538,-0.044735123,0.234572802,0.001022433,-0.004244052
3.066666667,0.458466123,-0.010890192,-0.043344452,0.238431203,0.000867149,-0.003827920,6.689169591,0.015085010,3.373594430,3.315575161,0.456187981,-0.010596912,-0.044873579,0.237134948,0.001005420,-0.004064095
3.100000000,0.466450575,-0.011208288,-0.043466324,0.241015325,0.000852856,-0.003656164,6.759437313,0.015328110,3.409195792,3.350241521,0.464129090,-0.010920768,-0.045006092,0.239711803,0.000988236,-0.003887445
3.133333333,0.474521264,-0.011531573,-0.043582574,0.243613764,0.000838346,-0.003487510,6.830005718,0.015570704,3.444946520,3.385059198,0.472156181,-0.011250109,-0.045132771,0.242303106,0.000970885,-0.003714018
3.166666667,0.482678662,-0.011860049,-0.043693304,0.246226257,0.000823624,-0.003321882,6.900872958,0.015812851,3.480845808,3.420027150,0.480269731,-0.011584937,-0.045253722,0.244908595,0.000953372,-0.003543733
3.200000000,0.490923233,-0.012193718,-0.043798610,0.248852547,0.000808695,-0.003159200,6.972037146,0.016054605,3.516892813,3.455144333,0.488470209,-0.011925254,-0.045369047,0.247528010,0.000935703,-0.003376507
3.233333333,0.499255433,-0.012532582,-0.043898590,0.251492375,0.000793563,-0.002999389,7.043496359,0.016296011,3.553086662,3.490409697,0.496758075,-0.012271060,-0.045478848,0.250161095,0.000917883,-0.003212264
3.266666667,0.507675709,-0.012876639,-0.043993336,0.254145484,0.000778232,-0.002842375,7.115248633,0.016537109,3.589426449,3.525822184,0.505133780,-0.012622354,-0.045583223,0.252807590,0.000899914,-0.003050926
3.300000000,0.516184499,-0.013225889,-0.044082939,0.256811618,0.000762707,-0.002688086,7.187291967,0.016777934,3.625911241,3.561380726,0.513597768,-0.012979135,-0.045682268,0.255467238,0.000881802,-0.002892418
3.333333333,0.524782233,-0.013580330,-0.044167487,0.259490523,0.000746991,-0.002536451,7.259624318,0.017018516,3.662540074,3.597084245,0.522150472,-0.013341400,-0.045776075,0.258139786,0.000863550,-0.002736667
3.366666667,0.533469334,-0.013939959,-0.044247067,0.262181944,0.000731089,-0.002387401,7.332243606,0.017258880,3.699311958,3.632931649,0.530792318,-0.013709146,-0.045864735,0.260824978,0.000845160,-0.002583601
3.400000000,0.542246214,-0.014304770,-0.044321763,0.264885629,0.000715002,-0.002240870,7.405147707,0.017499051,3.736225874,3.668921833,0.539523725,-0.014082368,-0.045948337,0.263522560,0.000826638,-0.002433151
3.433333333,0.551113279,-0.014674760,-0.044391656,0.267601325,0.000698736,-0.002096790,7.478334458,0.017739046,3.773280778,3.705053680,0.548345101,-0.014461060,-0.046026967,0.266232280,0.000807984,-0.002285248
3.466666667,0.560070926,-0.015049923,-0.044456826,0.270328783,0.000682293,-0.001955099,7.551801652,0.017978882,3.810475599,3.741326053,0.557256847,-0.014845215,-0.046100708,0.268953887,0.000789203,-0.002139826
3.500000000,0.569119542,-0.015430250,-0.044517350,0.273067751,0.000665676,-0.001815733,7.625547041,0.018218575,3.847809241,3.777737800,0.566259356,-0.015234827,-0.046169642,0.271687131,0.000770296,-0.001996820
3.533333333,0.578259507,-0.015815735,-0.044573304,0.275817982,0.000648887,-0.001678632,7.699568335,0.018458135,3.885280582,3.814287753,0.575353011,-0.015629886,-0.046233848,0.274431762,0.000751266,-0.001856167
3.566666667,0.587491194,-0.016206367,-0.044624762,0.278579228,0.000631929,-0.001543736,7.773863199,0.018697575,3.922888474,3.850974725,0.584538190,-0.016030384,-0.046293405,0.277187532,0.000732115,-0.001717805
3.600000000,0.596814966,-0.016602138,-0.044671795,0.281351241,0.000614806,-0.001410986,7.848429257,0.018936902,3.960631748,3.887797509,0.593815259,-0.016436308,-0.046348386,0.279954193,0.000712845,-0.001581674
3.633333333,0.606231179,-0.017003036,-0.044714473,0.284133777,0.000597518,-0.001280328,7.923264087,0.019176125,3.998509207,3.924754880,0.603184579,-0.016847649,-0.046398867,0.282731500,0.000693457,-0.001447714
3.666666667,0.615740179,-0.017409050,-0.044752863,0.286926591,0.000580069,-0.001151704,7.998365223,0.019415250,4.036519632,3.961845591,0.612646501,-0.017264394,-0.046444917,0.285519208,0.000673954,-0.001315870
3.700000000,0.625342308,-0.017820166,-0.044787032,0.289729440,0.000562460,-0.001025062,8.073730156,0.019654284,4.074661778,3.999068378,0.622201368,-0.017686530,-0.046486607,0.288317071,0.000654336,-0.001186084
3.733333333,0.635037895,-0.018236371,-0.044817043,0.292542079,0.000544693,-0.000900349,8.149356331,0.019893230,4.112934378,4.036421953,0.631849516,-0.018114041,-0.046524005,0.291124848,0.000634605,-0.001058303
3.766666667,0.644827263,-0.018657650,-0.044842960,0.295364270,0.000526771,-0.000777513,8.225241148,0.020132094,4.151336140,4.073905008,0.641591272,-0.018546914,-0.046557176,0.293942296,0.000614761,-0.000932474
3.800000000,0.654710729,-0.019083988,-0.044864844,0.298195770,0.000508694,-0.000656505,8.301381962,0.020370880,4.189865750,4.111516212,0.651426955,-0.018985132,-0.046586184,0.296769174,0.000594807,-0.000808544
3.833333333,0.664688599,-0.019515367,-0.044882753,0.301036340,0.000490465,-0.000537276,8.377776083,0.020609590,4.228521869,4.149254214,0.661356877,-0.019428677,-0.046611092,0.299605242,0.000574743,-0.000686463
3.866666667,0.674761173,-0.019951770,-0.044896746,0.303885743,0.000472084,-0.000419779,8.454420773,0.020848228,4.267303133,4.187117640,0.671381341,-0.019877533,-0.046631961,0.302450262,0.000554569,-0.000566182
3.900000000,0.684928742,-0.020393180,-0.044906878,0.306743740,0.000453553,-0.000303967,8.531313251,0.021086798,4.306208159,4.225105092,0.681500642,-0.020331680,-0.046648850,0.305303995,0.000534287,-0.000447654
3.933333333,0.695191590,-0.020839576,-0.044913204,0.309610096,0.000434874,-0.000189796,8.608450688,0.021325301,4.345235537,4.263215151,0.691715069,-0.020791097,-0.046661817,0.308166204,0.000513897,-0.000330830
3.966666667,0.705549993,-0.021290938,-0.044915779,0.312484574,0.000416048,-0.000077220,8.685830209,0.021563740,4.384383835,4.301446374,0.702024900,-0.021255766,-0.046670917,0.311036654,0.000493399,-0.000215666
4.000000000,0.716004218,-0.021747244,-0.044914652,0.315366942,0.000397075,0.000033802,8.763448892,0.021802126,4.423651611,4.339797281,0.712430408,-0.021725663,-0.046676206,0.313915110,0.000472793,-0.000102118
4.033333333,0.726554527,-0.022208474,-0.044909875,0.318256965,0.000377957,0.000143312,8.841303771,0.022040568,4.463037594,4.378266177,0.722931858,-0.022200767,-0.046677736,0.316801338,0.000452081,0.000009859
4.066666667,0.737201171,-0.022674603,-0.044901496,0.321154412,0.000358694,0.000251352,8.919391829,0.022279102,4.502540341,4.416851488,0.733529505,-0.022681054,-0.046675559,0.319695106,0.000431262,0.000120307
4.100000000,0.747944395,-0.023145608,-0.044889564,0.324059051,0.000339287,0.000357961,8.997710007,0.022517724,4.542158318,4.455551689,0.744223598,-0.023166499,-0.046669725,0.322596181,0.000410336,0.000229267
4.133333333,0.758784437,-0.023621464,-0.044874125,0.326970652,0.000319738,0.000463178,9.076255196,0.022756431,4.581889965,4.494365231,0.755014379,-0.023657078,-0.046660283,0.325504334,0.000389303,0.000336780
4.166666667,0.769721527,-0.024102145,-0.044855224,0.329888986,0.000300046,0.000567041,9.155024242,0.022995221,4.621733700,4.533290542,0.765902081,-0.024152764,-0.046647282,0.328419334,0.000368164,0.000442884
4.200000000,0.780755885,-0.024587624,-0.044832904,0.332813826,0.000280213,0.000669586,9.234013942,0.023234093,4.661687920,4.572326023,0.776886930,-0.024653530,-0.046630766,0.331340953,0.000346917,0.000547618
4.233333333,0.791887728,-0.025077874,-0.044807209,0.335744943,0.000260239,0.000770851,9.313221049,0.023473046,4.701750997,4.611470052,0.787969144,-0.025159348,-0.046610782,0.334268963,0.000325564,0.000651020
