t,tau_u_applied,tau_r_applied,T1_applied,T2_applied
26.300000000,13.119708689,0.311263857,7.158438686,5.961270003
26.333333333,13.147904381,0.307780179,7.165837150,5.982067231
26.366666667,13.176217720,0.304321349,7.173342223,6.002875497
26.400000000,13.204645588,0.300887418,7.180952443,6.023693145
26.433333333,13.233184877,0.297478426,7.188666334,6.044518543
26.466666667,13.261832485,0.294094405,7.196482405,6.065350080
26.500000000,13.290585316,0.290735377,7.204399151,6.086186165
26.533333333,13.319440281,0.287401354,7.212415053,6.107025229
26.566666667,13.348394301,0.284092343,7.220528579,6.127865722
26.600000000,13.377444301,0.280808338,7.228738185,6.148706116
26.633333333,13.406587215,0.277549329,7.237042317,6.169544898
26.666666667,13.435819982,0.274315296,7.245439406,6.190380576
26.700000000,13.465139552,0.271106212,7.253927876,6.211211676
26.733333333,13.494542880,0.267922044,7.262506139,6.232036741
26.766666667,13.524026927,0.264762750,7.271172599,6.252854328
26.800000000,13.553588664,0.261628285,7.279925649,6.273663016
26.833333333,13.583225069,0.258518593,7.288763675,6.294461394
26.866666667,13.612933126,0.255433616,7.297685054,6.315248071
26.900000000,13.642709827,0.252373287,7.306688158,6.336021669
26.933333333,13.672552171,0.249337537,7.315771349,6.356780822
26.966666667,13.702457166,0.246326288,7.324932983,6.377524183
27.000000000,13.732421826,0.243339459,7.334171411,6.398250415
27.033333333,13.762443174,0.240376964,7.343484979,6.418958195
27.066666667,13.792518237,0.237438711,7.352872024,6.439646213
27.100000000,13.822644053,0.234524605,7.362330883,6.460313170
27.133333333,13.852817667,0.231634547,7.371859886,6.480957781
27.166666667,13.883036130,0.228768433,7.381457358,6.501578772
27.200000000,13.913296501,0.225926154,7.391121623,6.522174878
27.233333333,13.943595848,0.223107600,7.400851000,6.542744848
27.266666667,13.973931243,0.220312655,7.410643805,6.563287439
27.300000000,14.004299770,0.217541203,7.420498352,6.583801418
27.333333333,14.034698516,0.214793121,7.430412952,6.604285564
27.366666667,14.065124580,0.212068286,7.440385916,6.624738664
27.400000000,14.095575064,0.209366570,7.450415551,6.645159512
27.433333333,14.126047080,0.206687845,7.460500165,6.665546915
27.466666667,14.156537748,0.204031978,7.470638062,6.685899686
27.500000000,14.187044193,0.201398835,7.480827548,6.706216646
27.533333333,14.217563551,0.198788279,7.491066927,6.726496623
27.566666667,14.248092961,0.196200172,7.501354505,6.746738457
27.600000000,14.278629574,0.193634375,7.511688584,6.766940990
27.633333333,14.309170545,0.191090743,7.522067471,6.787103074
27.666666667,14.339713038,0.188569135,7.532489471,6.807223567
27.700000000,14.370254225,0.186069404,7.542952890,6.827301335
27.733333333,14.400791283,0.183591404,7.553456034,6.847335249
27.766666667,14.431321399,0.181134987,7.563997213,6.867324186
27.800000000,14.461841767,0.178700003,7.574574736,6.887267031
27.833333333,14.492349586,0.176286304,7.585186915,6.907162671
27.866666667,14.522842066,0.173893736,7.595832064,6.927010002
27.900000000,14.553316421,0.171522149,7.606508497,6.946807923
27.933333333,14.583769875,0.169171390,7.617214533,6.966555342
27.966666667,14.614199658,0.166841304,7.627948491,6.986251167
28.000000000,14.644603008,0.164531739,7.638708694,7.005894314
28.033333333,14.674977169,0.162242539,7.649493467,7.025483702
28.066666667,14.705319395,0.159973549,7.660301138,7.045018257
28.100000000,14.735626945,0.157724614,7.671130038,7.064496906
28.133333333,14.765897086,0.155495579,7.681978502,7.083918584
28.166666667,14.796127092,0.153286287,7.692844866,7.103282225
28.200000000,14.826314245,0.151096582,7.703727472,7.122586773
28.233333333,14.856455835,0.148926308,7.714624664,7.141831171
28.266666667,14.886549157,0.146775310,7.725534790,7.161014367
28.300000000,14.916591516,0.144643431,7.736456202,7.180135314
28.333333333,14.946580222,0.142530514,7.747387254,7.199192968
28.366666667,14.976512593,0.140436406,7.758326307,7.218186286
28.400000000,15.006385956,0.138360948,7.769271725,7.237114232
28.433333333,15.036197643,0.136303987,7.780221874,7.255975769
28.466666667,15.065944995,0.134265367,7.791175127,7.274769868
28.500000000,15.095625358,0.132244934,7.802129860,7.293495498
28.533333333,15.125236088,0.130242533,7.813084454,7.312151634
28.566666667,15.154774546,0.128258010,7.824037293,7.330737253
28.600000000,15.184238102,0.126291212,7.834986767,7.349251335
28.633333333,15.213624133,0.124341987,7.845931272,7.367692861
28.666666667,15.242930021,0.122410181,7.856869204,7.386060817
28.700000000,15.272153160,0.120495642,7.867798969,7.404354191
28.733333333,15.301290946,0.118598221,7.878718974,7.422571972
28.766666667,15.330340785,0.116717765,7.889627634,7.440713152
28.800000000,15.359300091,0.114854126,7.900523365,7.458776726
28.833333333,15.388166284,0.113007154,7.911404592,7.476761692
28.866666667,15.416936791,0.111176701,7.922269743,7.494667048
28.900000000,15.445609046,0.109362618,7.933117250,7.512491796
28.933333333,15.474180492,0.107564759,7.943945553,7.530234940
28.966666667,15.502648579,0.105782978,7.954753094,7.547895485
29.000000000,15.531010762,0.104017130,7.965538323,7.565472439
29.033333333,15.559264506,0.102267069,7.976299693,7.582964812
29.066666667,15.587407281,0.100532652,7.987035664,7.600371617
29.100000000,15.615436567,0.098813737,7.997744700,7.617691867
29.133333333,15.643349848,0.097110180,8.008425270,7.634924577
29.166666667,15.671144618,0.095421842,8.019075851,7.652068767
29.200000000,15.698818377,0.093748581,8.029694921,7.669123456
29.233333333,15.726368633,0.092090259,8.040280968,7.686087665
29.266666667,15.753792900,0.090446736,8.050832482,7.702960418
29.300000000,15.781088701,0.088817877,8.061347959,7.719740742
29.333333333,15.808253565,0.087203543,8.071825903,7.736427662
29.366666667,15.835285030,0.085603599,8.082264821,7.753020208
29.400000000,15.862180645,0.084017243,8.092661944,7.769518701
29.433333333,15.888938031,0.082441080,8.103009554,7.785928477
29.466666667,15.915554914,0.080872377,8.113301259,7.802253654
29.500000000,15.942029088,0.079311705,8.123537054,7.818492034
29.533333333,15.968358372,0.077760063,8.133717769,7.834640604
29.566666667,15.994540601,0.076218095,8.143843559,7.850697041
29.600000000,16.020573624,0.074686200,8.153914119,7.866659505
29.633333333,16.046455310,0.073164607,8.163928822,7.882526488
29.666666667,16.072183541,0.071653428,8.173886824,7.898296716
29.700000000,16.097756217,0.070152694,8.183787136,7.913969081
29.733333333,16.123171255,0.068662379,8.193628665,7.929542590
29.766666667,16.148426586,0.067182420,8.203410255,7.945016330
29.800000000,16.173520158,0.065712727,8.213130709,7.960389449
29.833333333,16.198449937,0.064253193,8.222788801,7.975661137
29.866666667,16.223213903,0.062803696,8.232383291,7.990830613
29.900000000,16.247810054,0.061364111,8.241912932,8.005897122
29.933333333,16.272236402,0.059934303,8.251376477,8.020859925
29.966666667,16.296490978,0.058514138,8.260772678,8.035718300
30.000000000,16.320571827,0.057103478,8.270100294,8.050471534
30.033333333,16.344477013,0.055702182,8.279358088,8.065118925
30.066666667,16.368204614,0.054310114,8.288544834,8.079659780
30.100000000,16.391752726,0.052927134,8.297659313,8.094093414
30.133333333,16.415119461,0.051553103,8.306700313,8.108419148
30.166666667,16.438302947,0.050187884,8.315666635,8.122636312
30.200000000,16.461301330,0.048831340,8.324557088,8.136744242
30.233333333,16.484112770,0.047483335,8.333370491,8.150742279
30.266666667,16.506735447,0.046143734,8.342105675,8.164629773
30.300000000,16.529167556,0.044812404,8.350761478,8.178406079
30.333333333,16.551407309,0.043489210,8.359336751,8.192070557
30.366666667,16.573452933,0.042174022,8.367830355,8.205622578
30.400000000,16.595302675,0.040866708,8.376241161,8.219061514
30.433333333,16.616954796,0.039567139,8.384568050,8.232386746
30.466666667,16.638407576,0.038275186,8.392809914,8.245597662
30.500000000,16.659659311,0.036990720,8.400965656,8.258693655
30.533333333,16.680708313,0.035713616,8.409034187,8.271674126
30.566666667,16.701552912,0.034443747,8.417014431,8.284538481
30.600000000,16.722191456,0.033180989,8.424905323,8.297286133
30.633333333,16.742622309,0.031925218,8.432705805,8.309916504
30.666666667,16.762843850,0.030676312,8.440414832,8.322429018
30.700000000,16.782854480,0.029434147,8.448031370,8.334823110
30.733333333,16.802652613,0.028198605,8.455554393,8.347098220
30.766666667,16.822236681,0.026969564,8.462982887,8.359253794
30.800000000,16.841605135,0.025746906,8.470315848,8.371289287
30.833333333,16.860756442,0.024530512,8.477552283,8.383204159
30.866666667,16.879689086,0.023320266,8.484691209,8.394997877
30.900000000,16.898401569,0.022116051,8.491731652,8.406669917
30.933333333,16.916892411,0.020917752,8.498672651,8.418219759
30.966666667,16.935160147,0.019725254,8.505513254,8.429646893
31.000000000,16.953203333,0.018538443,8.512252519,8.440950814
31.033333333,16.971020539,0.017357207,8.518889514,8.452131025
31.066666667,16.988610355,0.016181434,8.525423320,8.463187036
31.100000000,17.005971388,0.015011012,8.531853025,8.474118364
31.133333333,17.023102263,0.013845831,8.538177729,8.484924534
31.166666667,17.040001620,0.012685781,8.544396542,8.495605078
31.200000000,17.056668120,0.011530753,8.550508586,8.506159534
31.233333333,17.073100441,0.010380640,8.556512990,8.516587451
31.266666667,17.089297278,0.009235334,8.562408897,8.526888381
31.300000000,17.105257343,0.008094728,8.568195456,8.537061886
31.333333333,17.120979368,0.006958717,8.573871831,8.547107536
31.366666667,17.136462101,0.005827195,8.579437194,8.557024907
31.400000000,17.151704309,0.004700057,8.584890726,8.566813583
31.433333333,17.166704776,0.003577201,8.590231621,8.576473156
31.466666667,17.181462306,0.002458523,8.595459081,8.586003225
31.500000000,17.195975719,0.001343920,8.600572321,8.595403398
31.533333333,17.210243853,0.000233291,8.605570562,8.604673290
31.566666667,17.224265565,-0.000873466,8.610453040,8.613812524
31.600000000,17.238039729,-0.001976450,8.615218999,8.622820730
31.633333333,17.251565240,-0.003075762,8.619867693,8.631697547
31.666666667,17.264841007,-0.004171501,8.624398386,8.640442621
31.700000000,17.277865961,-0.005263766,8.628810354,8.649055607
31.733333333,17.290639048,-0.006352654,8.633102882,8.657536167
31.766666667,17.303159235,-0.007438264,8.637275265,8.665883971
31.800000000,17.315425506,-0.008520691,8.641326808,8.674098698
31.833333333,17.327436863,-0.009600033,8.645256829,8.682180034
31.866666667,17.339192327,-0.010676385,8.649064653,8.690127674
31.900000000,17.350690938,-0.011749843,8.652749617,8.697941321
31.933333333,17.361931752,-0.012820501,8.656311066,8.705620685
31.966666667,17.372913846,-0.013888453,8.659748359,8.713165487
32.000000000,17.383636315,-0.014953794,8.663060862,8.720575453
32.033333333,17.394098271,-0.016016615,8.666247952,8.727850319
32.066666667,17.404298847,-0.017077011,8.669309017,8.734989829
32.100000000,17.414237192,-0.018135073,8.672243455,8.741993737
32.133333333,17.423912475,-0.019190893,8.675050674,8.748861802
32.166666667,17.433323885,-0.020244563,8.677730091,8.755593794
32.200000000,17.442470625,-0.021296173,8.680281135,8.762189491
32.233333333,17.451351923,-0.022345813,8.682703244,8.768648679
32.266666667,17.459967020,-0.023393574,8.684995867,8.774971152
32.300000000,17.468315179,-0.024439545,8.687158464,8.781156715
32.333333333,17.476395680,-0.025483816,8.689190502,8.787205178
32.366666667,17.484207825,-0.026526475,8.691091461,8.793116363
32.400000000,17.491750930,-0.027567610,8.692860831,8.798890099
32.433333333,17.499024333,-0.028607309,8.694498110,8.804526223
32.466666667,17.506027391,-0.029645661,8.696002809,8.810024582
32.500000000,17.512759478,-0.030682752,8.697374447,8.815385031
32.533333333,17.519219988,-0.031718669,8.698612554,8.820607434
32.566666667,17.525408334,-0.032753498,8.699716671,8.825691664
32.600000000,17.531323948,-0.033787326,8.700686346,8.830637602
32.633333333,17.536966280,-0.034820239,8.701521142,8.835445138
32.666666667,17.542334799,-0.035852322,8.702220627,8.840114172
32.700000000,17.547428995,-0.036883660,8.702784382,8.844644613
32.733333333,17.552248374,-0.037914338,8.703211999,8.849036376
32.766666667,17.556792464,-0.038944441,8.703503077,8.853289387
32.800000000,17.561060811,-0.039974052,8.703657228,8.857403583
32.833333333,17.565052977,-0.041003257,8.703674072,8.861378905
32.866666667,17.568768549,-0.042032137,8.703553241,8.865215308
32.900000000,17.572207128,-0.043060778,8.703294375,8.868912752
32.933333333,17.575368336,-0.044089262,8.702897126,8.872471210
32.966666667,17.578251814,-0.045117671,8.702361154,8.875890660
33.000000000,17.580857223,-0.046146090,8.701686132,8.879171091
33.033333333,17.583184242,-0.047174599,8.700871739,8.882312503
33.066666667,17.585232569,-0.048203280,8.699917668,8.885314901
33.100000000,17.587001922,-0.049232217,8.698823620,8.888178302
33.133333333,17.588492038,-0.050261491,8.697589306,8.890902732
33.166666667,17.589702672,-0.051291182,8.696214448,8.893488224
33.200000000,17.590633601,-0.052321372,8.694698776,8.895934824
33.233333333,17.591284618,-0.053352143,8.693042034,8.898242584
33.266666667,17.591655537,-0.054383575,8.691243971,8.900411566
33.300000000,17.591746191,-0.055415748,8.689304349,8.902441842
33.333333333,17.591556432,-0.056448743,8.687222940,8.904333492
33.366666667,17.591086132,-0.057482641,8.684999526,8.906086606
33.400000000,17.590335180,-0.058517521,8.682633896,8.907701284
33.433333333,17.589303488,-0.059553466,8.680125849,8.909177639
33.466666667,17.587990984,-0.060591110,8.677474126,8.910516858
33.500000000,17.586397616,-0.061630950,8.674677750,8.911719866
33.533333333,17.584523352,-0.062673061,8.671736559,8.912786793
33.566666667,17.582368179,-0.063717519,8.668650399,8.913717780
33.600000000,17.579932104,-0.064764401,8.665419128,8.914512976
33.633333333,17.577215152,-0.065813782,8.662042611,8.915172540
33.666666667,17.574217367,-0.066865739,8.658520724,8.915696643
33.700000000,17.570938814,-0.067920348,8.654853352,8.916085461
33.733333333,17.567379576,-0.068977687,8.651040390,8.916339186
33.766666667,17.563539756,-0.070037831,8.647081741,8.916458015
33.800000000,17.559419475,-0.071100858,8.642977318,8.916442157
33.833333333,17.555018876,-0.072166844,8.638727045,8.916291831
33.866666667,17.550338118,-0.073235867,8.634330853,8.916007265
33.900000000,17.545377382,-0.074308003,8.629788685,8.915588697
33.933333333,17.540136866,-0.075383330,8.625100491,8.915036375
33.966666667,17.534616788,-0.076461924,8.620266232,8.914350557
34.000000000,17.528817387,-0.077543865,8.615285877,8.913531510
34.033333333,17.522738920,-0.078629228,8.610159406,8.912579514
34.066666667,17.516381662,-0.079718092,8.604886808,8.911494854
34.100000000,17.509745909,-0.080810535,8.599468080,8.910277829
34.133333333,17.502831975,-0.081906477,8.593903531,8.908928444
34.166666667,17.495640195,-0.083005042,8.588195016,8.907445179
34.200000000,17.488170921,-0.084106576,8.582342045,8.905828876
34.233333333,17.480424527,-0.085212400,8.576342264,8.904082263
34.266666667,17.472401403,-0.086322648,8.570195610,8.902205793
34.300000000,17.464101960,-0.087437261,8.563902401,8.900199559
34.333333333,17.455526629,-0.088556224,8.557462883,8.898063746
34.366666667,17.446675857,-0.089679549,8.550877258,8.895798600
34.400000000,17.437550115,-0.090807268,8.544145697,8.893404418
34.433333333,17.428149889,-0.091939427,8.537268353,8.890881535
34.466666667,17.418475685,-0.093076085,8.530245372,8.888230313
34.500000000,17.408528031,-0.094217303,8.523076894,8.885451137
34.533333333,17.398307469,-0.095363152,8.515763058,8.882544411
34.566666667,17.387814565,-0.096513703,8.508304008,8.879510557
34.600000000,17.377049902,-0.097669030,8.500699893,8.876350009
34.633333333,17.366014081,-0.098829211,8.492950866,8.873063215
34.666666667,17.354707724,-0.099994322,8.485057089,8.869650636
34.700000000,17.343131471,-0.101164443,8.477018730,8.866112742
34.733333333,17.331285982,-0.102339653,8.468835966,8.862450015
34.766666667,17.319171934,-0.103520031,8.460508984,8.858662950
34.800000000,17.306790024,-0.104705659,8.452037976,8.854752048
34.833333333,17.294140970,-0.105896616,8.443423147,8.850717823
34.866666667,17.281225505,-0.107092983,8.434664708,8.846560797
34.900000000,17.268044385,-0.108294843,8.425762880,8.842281505
34.933333333,17.254598382,-0.109502275,8.416717892,8.837880490
34.966666667,17.240888287,-0.110715363,8.407529984,8.833358303
35.000000000,17.226914912,-0.111934187,8.398199404,8.828715508
35.033333333,17.212679085,-0.113158829,8.388726409,8.823952676
35.066666667,17.198181656,-0.114389373,8.379111265,8.819070391
35.100000000,17.183423491,-0.115625899,8.369354248,8.814069243
35.133333333,17.168405476,-0.116868490,8.359455641,8.808949835
35.166666667,17.153128515,-0.118117230,8.349415738,8.803712777
35.200000000,17.137593532,-0.119372200,8.339234843,8.798358689
35.233333333,17.121801468,-0.120633484,8.328913265,8.792888203
35.266666667,17.105753284,-0.121901164,8.318451327,8.787301957
35.300000000,17.089449960,-0.123175324,8.307849357,8.781600602
35.333333333,17.072892492,-0.124456046,8.297107696,8.775784796
35.366666667,17.056081897,-0.125743415,8.286226689,8.769855208
35.400000000,17.039019210,-0.127037513,8.275206695,8.763812515
35.433333333,17.021705484,-0.128338425,8.264048079,8.757657405
35.466666667,17.004141790,-0.129646233,8.252751216,8.751390575
35.500000000,16.986329219,-0.130961023,8.241316489,8.745012730
35.533333333,16.968268880,-0.132282876,8.229744293,8.738524587
35.566666667,16.949961899,-0.133611879,8.218035028,8.731926870
35.600000000,16.931409420,-0.134948114,8.206189107,8.725220314
35.633333333,16.912612609,-0.136291666,8.194206947,8.718405662
35.666666667,16.893572646,-0.137642619,8.182088979,8.711483667
35.700000000,16.874290731,-0.139001057,8.169835641,8.704455090
35.733333333,16.854768083,-0.140367065,8.157447379,8.697320704
35.766666667,16.835005937,-0.141740726,8.144924649,8.690081288
35.800000000,16.815005548,-0.143122127,8.132267915,8.682737633
35.833333333,16.794768188,-0.144511350,8.119477653,8.675290536
35.866666667,16.774295148,-0.145908480,8.106554343,8.667740805
35.900000000,16.753587736,-0.147313602,8.093498479,8.660089257
35.933333333,16.732647278,-0.148726801,8.080310560,8.652336718
35.966666667,16.711475118,-0.150148161,8.066991097,8.644484022
36.000000000,16.690072619,-0.151577765,8.053540607,8.636532013
36.033333333,16.668441160,-0.153015700,8.039959618,8.628481542
36.066666667,16.646582140,-0.154462049,8.026248668,8.620333472
36.100000000,16.624496972,-0.155916896,8.012408300,8.612088671
36.133333333,16.602187090,-0.157380327,7.998439070,8.603748020
36.166666667,16.579653945,-0.158852424,7.984341542,8.595312404
36.200000000,16.556899006,-0.160333273,7.970116286,8.586782720
36.233333333,16.533923756,-0.161822957,7.955763885,8.578159872
36.266666667,16.510729701,-0.163321560,7.941284928,8.569444773
36.300000000,16.487318361,-0.164829166,7.926680016,8.560638345
36.333333333,16.463691273,-0.166345858,7.911949756,8.551741518
36.366666667,16.439849994,-0.167871721,7.897094765,8.542755229
36.400000000,16.415796095,-0.169406837,7.882115670,8.533680426
36.433333333,16.391531167,-0.170951289,7.867013105,8.524518062
36.466666667,16.367056818,-0.172505160,7.851787716,8.515269102
36.500000000,16.342374670,-0.174068534,7.836440155,8.505934515
36.533333333,16.317486366,-0.175641491,7.820971084,8.496515282
36.566666667,16.292393564,-0.177224115,7.805381175,8.487012388
36.600000000,16.267097939,-0.178816488,7.789671108,8.477426830
36.633333333,16.241601184,-0.180418690,7.773841573,8.467759610
36.666666667,16.215905007,-0.182030802,7.757893268,8.458011739
36.700000000,16.190011135,-0.183652907,7.741826901,8.448184235
36.733333333,16.163921311,-0.185285083,7.725643188,8.438278123
36.766666667,16.137637294,-0.186927412,7.709342856,8.428294439
36.800000000,16.111160860,-0.188579972,7.692926639,8.418234222
36.833333333,16.084493802,-0.190242842,7.676395281,8.408098521
36.866666667,16.057637928,-0.191916102,7.659749537,8.397888391
36.900000000,16.030595065,-0.193599830,7.642990168,8.387604897
36.933333333,16.003367055,-0.195294102,7.626117947,8.377249108
36.966666667,15.975955756,-0.196998996,7.609133654,8.366822101
37.000000000,15.948363042,-0.198714589,7.592038081,8.356324961
37.033333333,15.920590805,-0.200440956,7.574832026,8.345758779
37.066666667,15.892640951,-0.202178172,7.557516299,8.335124652
37.100000000,15.864515404,-0.203926311,7.540091719,8.324423685
37.133333333,15.836216103,-0.205685448,7.522559113,8.313656991
37.166666667,15.807745003,-0.207455655,7.504919318,8.302825685
37.200000000,15.779104075,-0.209237005,7.487173182,8.291930893
37.233333333,15.750295305,-0.211029568,7.469321560,8.280973745
37.266666667,15.721320697,-0.212833415,7.451365319,8.269955378
37.300000000,15.692182269,-0.214648616,7.433305335,8.258876934
37.333333333,15.662882054,-0.216475239,7.415142491,8.247739563
37.366666667,15.633422102,-0.218313351,7.396877684,8.236544418
37.400000000,15.603804477,-0.220163019,7.378511817,8.225292660
37.433333333,15.574031261,-0.222024309,7.360045805,8.213985456
37.466666667,15.544104548,-0.223897285,7.341480571,8.202623977
37.500000000,15.514026450,-0.225782010,7.322817051,8.191209399
37.533333333,15.483799092,-0.227678546,7.304056188,8.179742904
37.566666667,15.453424616,-0.229586954,7.285198935,8.168225681
37.600000000,15.422905178,-0.231507293,7.266246257,8.156658921
37.633333333,15.392242949,-0.233439621,7.247199127,8.145043822
37.666666667,15.361440114,-0.235383994,7.228058530,8.133381584
37.700000000,15.330498876,-0.237340469,7.208825460,8.121673416
37.733333333,15.299421448,-0.239309097,7.189500922,8.109920527
37.766666667,15.268210062,-0.241289933,7.170085930,8.098124133
37.800000000,15.236866962,-0.243283025,7.150581510,8.086285452
37.833333333,15.205394407,-0.245288423,7.130988698,8.074405710
37.866666667,15.173794671,-0.247306174,7.111308540,8.062486131
37.900000000,15.142070041,-0.249336322,7.091542093,8.050527948
37.933333333,15.110222819,-0.251378912,7.071690425,8.038532395
37.966666667,15.078255322,-0.253433985,7.051754614,8.026500708
38.000000000,15.046169879,-0.255501579,7.031735749,8.014434130
38.033333333,15.013968835,-0.257581733,7.011634932,8.002333903
38.066666667,14.981654547,-0.259674481,6.991453272,7.990201275
38.100000000,14.949229387,-0.261779856,6.971191893,7.978037494
38.133333333,14.916695741,-0.263897890,6.950851928,7.965843813
38.166666667,14.884056007,-0.266028611,6.930434522,7.953621485
38.200000000,14.851312598,-0.268172043,6.909940831,7.941371767
38.233333333,14.818467939,-0.270328212,6.889372023,7.929095916
38.266666667,14.785524469,-0.272497138,6.868729277,7.916795192
38.300000000,14.752484641,-0.274678839,6.848013785,7.904470856
38.333333333,14.719350920,-0.276873330,6.827226749,7.892124171
38.366666667,14.686125783,-0.279080624,6.806369383,7.879756400
38.400000000,14.652811723,-0.281300732,6.785442916,7.867368807
38.433333333,14.619411242,-0.283533659,6.764448585,7.854962657
38.466666667,14.585926858,-0.285779409,6.743387642,7.842539216
38.500000000,14.552361098,-0.288037984,6.722261349,7.830099749
38.533333333,14.518716506,-0.290309380,6.701070984,7.817645521
38.566666667,14.484995633,-0.292593590,6.679817835,7.805177798
38.600000000,14.451201047,-0.294890607,6.658503202,7.792697845
38.633333333,14.417335325,-0.297200416,6.637128401,7.780206925
38.666666667,14.383401058,-0.299523001,6.615694757,7.767706301
38.700000000,14.349400847,-0.301858342,6.594203612,7.755197234
38.733333333,14.315337305,-0.304206413,6.572656319,7.742680986
38.766666667,14.281213059,-0.306567188,6.551054244,7.730158814
38.800000000,14.247030743,-0.308940634,6.529398769,7.717631975
38.833333333,14.212793008,-0.311326713,6.507691286,7.705101722
38.866666667,14.178502511,-0.313725387,6.485933204,7.692569307
38.900000000,14.144161924,-0.316136608,6.464125946,7.680035978
38.933333333,14.109773926,-0.318560329,6.442270945,7.667502981
38.966666667,14.075341212,-0.320996495,6.420369654,7.654971558
39.000000000,14.040866483,-0.323445047,6.398423536,7.642442947
39.033333333,14.006352452,-0.325905921,6.376434071,7.629918382
39.066666667,13.971801845,-0.328379049,6.354402752,7.617399093
39.100000000,13.937217394,-0.330864356,6.332331088,7.604886305
39.133333333,13.902601843,-0.333361765,6.310220604,7.592381239
39.166666667,13.867957948,-0.335871191,6.288072838,7.579885110
39.200000000,13.833288472,-0.338392544,6.265889344,7.567399128
39.233333333,13.798596188,-0.340925728,6.243671694,7.554924495
39.266666667,13.763883881,-0.343470644,6.221421471,7.542462409
39.300000000,13.729154341,-0.346027184,6.199140279,7.530014062
39.333333333,13.694410372,-0.348595235,6.176829734,7.517580638
39.366666667,13.659654783,-0.351174679,6.154491470,7.505163313
39.400000000,13.624890395,-0.353765391,6.132127138,7.492763256
39.433333333,13.590120035,-0.356367238,6.109738405,7.480381630
39.466666667,13.555346541,-0.358980084,6.087326954,7.468019587
39.500000000,13.520572757,-0.361603784,6.064894486,7.455678271
39.533333333,13.485801538,-0.364238186,6.042442719,7.443358819
39.566666667,13.451035744,-0.366883132,6.019973387,7.431062357
39.600000000,13.416278244,-0.369538457,5.997488243,7.418790002
39.633333333,13.381531916,-0.372203989,5.974989057,7.406542859
39.666666667,13.346799643,-0.374879546,5.952477617,7.394322026
39.700000000,13.312084316,-0.377564943,5.929955729,7.382128588
39.733333333,13.277388835,-0.380259984,5.907425217,7.369963618
39.766666667,13.242716104,-0.382964467,5.884887923,7.357828180
39.800000000,13.208069035,-0.385678180,5.862345710,7.345723325
39.833333333,13.173450546,-0.388400905,5.839800455,7.333650091
39.866666667,13.138863562,-0.391132415,5.817254059,7.321609503
39.900000000,13.104311014,-0.393872475,5.794708439,7.309602575
39.933333333,13.069795837,-0.396620841,5.772165531,7.297630305
39.966666667,13.035320972,-0.399377261,5.749627293,7.285693680
40.000000000,13.000889368,-0.402141472,5.727095699,7.273793669
40.033333333,12.966503977,-0.404913206,5.704572746,7.261931230
40.066666667,12.932167754,-0.407692182,5.682060450,7.250107304
40.100000000,12.897883662,-0.410478113,5.659560845,7.238322817
40.133333333,12.863654666,-0.413270699,5.637075988,7.226578678
40.166666667,12.829483736,-0.416069635,5.614607955,7.214875782
40.200000000,12.795373847,-0.418874603,5.592158842,7.203215006
40.233333333,12.761327975,-0.421685275,5.569730766,7.191597209
40.266666667,12.727349102,-0.424501316,5.547325867,7.180023235
40.300000000,12.693440210,-0.427322378,5.524946302,7.168493908
40.333333333,12.659604287,-0.430148104,5.502594252,7.157010035
40.366666667,12.625844321,-0.432978126,5.480271917,7.145572404
40.400000000,12.592163304,-0.435812068,5.457981521,7.134181783
40.433333333,12.558564229,-0.438649540,5.435725306,7.122838923
40.466666667,12.525050090,-0.441490144,5.413505538,7.111544552
40.500000000,12.491623885,-0.444333468,5.391324504,7.100299381
40.533333333,12.458288609,-0.447179093,5.369184511,7.089104098
40.566666667,12.425047261,-0.450026585,5.347087890,7.077959371
40.600000000,12.391902839,-0.452875503,5.325036991,7.066865848
40.633333333,12.358858341,-0.455725390,5.303034189,7.055824152
40.666666667,12.325916767,-0.458575782,5.281081879,7.044834888
40.700000000,12.293081112,-0.461426201,5.259182477,7.033898635
40.733333333,12.260354375,-0.464276158,5.237338423,7.023015952
40.766666667,12.227739551,-0.467125151,5.215552177,7.012187374
40.800000000,12.195239633,-0.469972670,5.193826221,7.001413412
40.833333333,12.162857613,-0.472818188,5.172163060,6.990694553
40.866666667,12.130596481,-0.475661171,5.150565220,6.980031262
40.900000000,12.098459225,-0.478501070,5.129035248,6.969423977
40.933333333,12.066448828,-0.481337324,5.107575714,6.958873114
40.966666667,12.034568271,-0.484169362,5.086189208,6.948379063
41.000000000,12.002820531,-0.486996599,5.064878344,6.937942187
41.033333333,11.971208580,-0.489818439,5.043645754,6.927562826
41.066666667,11.939735387,-0.492634272,5.022494092,6.917241294
41.100000000,11.908403914,-0.495443479,5.001426036,6.906977878
41.133333333,11.877217121,-0.498245425,4.980444281,6.896772840
41.166666667,11.846177958,-0.501039466,4.959551544,6.886626413
41.200000000,11.815289371,-0.503824944,4.938750563,6.876538808
41.233333333,11.784554301,-0.506601189,4.918044096,6.866510205
41.266666667,11.753975679,-0.509367519,4.897434919,6.856540760
41.300000000,11.723556430,-0.512123240,4.876925831,6.846630600
41.333333333,11.693299471,-0.514867646,4.856519646,6.836779825
41.366666667,11.663207711,-0.517600020,4.836219202,6.826988510
41.400000000,11.633284050,-0.520319631,4.816027350,6.817256699
41.433333333,11.603531377,-0.523025736,4.795946965,6.807584413
